id,first_name,last_name,email,phone,company,title,source,created_at
810018,Wade,Grant,wade.grant18@examplemail.com,970-555-2018,Cortez Fleet Co.,Safety Coordinator,Indeed,2019-07-19T08:00:00-06:00
810019,Cletus,Barnes,cletus.barnes19@examplemail.com,970-555-2019,Cortez Fleet Co.,Journeyman Mechanic,walk-in,2020-08-20T08:00:00-06:00
810020,Buddy,Higgins,buddy.higgins20@examplemail.com,970-555-2020,Cortez Fleet Co.,Payroll Clerk,internal-move,2021-09-21T08:00:00-06:00
810021,Marvin,Barrett,marvin.barrett21@examplemail.com,970-555-2021,Cortez Fleet Co.,HR Coordinator,referral,2022-10-22T08:00:00-06:00
810022,Everett,Klein,everett.klein22@examplemail.com,970-555-2022,Cortez Fleet Co.,Accounts Payable Specialist,referral-alumni,2023-11-23T08:00:00-06:00
810023,Delbert,Beasley,delbert.beasley23@examplemail.com,970-555-2023,Cortez Fleet Co.,Talent Sourcer,careers-site,2024-12-24T08:00:00-06:00
810024,Linda,Blackwell,linda.blackwell24@examplemail.com,970-555-2024,Cortez Fleet Co.,Compliance Analyst,LinkedIn,2019-01-25T08:00:00-06:00
810025,Susan,Hunter,susan.hunter25@examplemail.com,970-555-2025,Cortez Fleet Co.,Fleet Coordinator,Indeed,2020-02-26T08:00:00-06:00
810026,Barbara,Fletcher,barbara.fletcher26@examplemail.com,970-555-2026,Cortez Fleet Co.,Apprentice Mechanic,walk-in,2021-03-27T08:00:00-06:00
810027,Deborah,Sanders,deborah.sanders27@examplemail.com,970-555-2027,Cortez Fleet Co.,Shop Support Lead,internal-move,2022-04-01T08:00:00-06:00
810028,Cynthia,Larson,cynthia.larson28@examplemail.com,970-555-2028,Cortez Fleet Co.,Fleet Dispatcher,referral,2023-05-02T08:00:00-06:00
810029,Angela,Sherman,angela.sherman29@examplemail.com,970-555-2029,Cortez Fleet Co.,Diesel Mechanic - Second Shift,referral-alumni,2024-06-03T08:00:00-06:00
810030,Karen,Craft,karen.craft30@examplemail.com,970-555-2030,Cortez Fleet Co.,Yard Foreman,careers-site,2019-07-04T08:00:00-06:00
810031,Brenda,Padilla,brenda.padilla31@examplemail.com,970-555-2031,Cortez Fleet Co.,Records Clerk - Migration Project,LinkedIn,2020-08-05T08:00:00-06:00
810032,Diane,Mccarthy,diane.mccarthy32@examplemail.com,970-555-2032,Cortez Fleet Co.,Safety Coordinator,Indeed,2021-09-06T08:00:00-06:00
810033,Judy,Poole,judy.poole33@examplemail.com,970-555-2033,Cortez Fleet Co.,Journeyman Mechanic,walk-in,2022-10-07T08:00:00-06:00
810034,Marlene,Bishop,marlene.bishop34@examplemail.com,970-555-2034,Cortez Fleet Co.,Payroll Clerk,internal-move,2023-11-08T08:00:00-06:00
810035,Bonnie,Farmer,bonnie.farmer35@examplemail.com,970-555-2035,Cortez Fleet Co.,HR Coordinator,referral,2024-12-09T08:00:00-06:00
810036,Sherri,Marshall,sherri.marshall36@examplemail.com,970-555-2036,Cortez Fleet Co.,Accounts Payable Specialist,referral-alumni,2019-01-10T08:00:00-06:00
810037,Peggy,Ferguson,peggy.ferguson37@examplemail.com,970-555-2037,Cortez Fleet Co.,Talent Sourcer,careers-site,2020-02-11T08:00:00-06:00
810038,Wanda,Vega,wanda.vega38@examplemail.com,970-555-2038,Cortez Fleet Co.,Compliance Analyst,LinkedIn,2021-03-12T08:00:00-06:00
810039,Loretta,Solis,loretta.solis39@examplemail.com,970-555-2039,Cortez Fleet Co.,Fleet Coordinator,Indeed,2022-04-13T08:00:00-06:00
810040,Miguel,Cortez,miguel.cortez40@examplemail.com,970-555-2040,Cortez Fleet Co.,Apprentice Mechanic,walk-in,2023-05-14T08:00:00-06:00
810041,Roberto,Herrera,roberto.herrera41@examplemail.com,970-555-2041,Cortez Fleet Co.,Shop Support Lead,internal-move,2024-06-15T08:00:00-06:00
810042,Carlos,Chavez,carlos.chavez42@examplemail.com,970-555-2042,Cortez Fleet Co.,Fleet Dispatcher,referral,2019-07-16T08:00:00-06:00
810043,Diego,Ruiz,diego.ruiz43@examplemail.com,970-555-2043,Cortez Fleet Co.,Diesel Mechanic - Second Shift,referral-alumni,2020-08-17T08:00:00-06:00
810044,Rafael,Ortega,rafael.ortega44@examplemail.com,970-555-2044,Cortez Fleet Co.,Yard Foreman,careers-site,2021-09-18T08:00:00-06:00
810045,Luis,Molina,luis.molina45@examplemail.com,970-555-2045,Cortez Fleet Co.,Records Clerk - Migration Project,LinkedIn,2022-10-19T08:00:00-06:00
810046,Jorge,Anderson,jorge.anderson46@examplemail.com,970-555-2046,Cortez Fleet Co.,Safety Coordinator,Indeed,2023-11-20T08:00:00-06:00
810047,Manuel,Baker,manuel.baker47@examplemail.com,970-555-2047,Cortez Fleet Co.,Journeyman Mechanic,walk-in,2024-12-21T08:00:00-06:00
810048,Anthony,Hayes,anthony.hayes48@examplemail.com,970-555-2048,Cortez Fleet Co.,Payroll Clerk,internal-move,2019-01-22T08:00:00-06:00
810049,Bruce,Ford,bruce.ford49@examplemail.com,970-555-2049,Cortez Fleet Co.,HR Coordinator,referral,2020-02-23T08:00:00-06:00
810050,Wayne,Rice,wayne.rice50@examplemail.com,970-555-2050,Cortez Fleet Co.,Accounts Payable Specialist,referral-alumni,2021-03-24T08:00:00-06:00
810051,Curtis,Cole,curtis.cole51@examplemail.com,970-555-2051,Cortez Fleet Co.,Talent Sourcer,careers-site,2022-04-25T08:00:00-06:00
810052,Duane,Reed,duane.reed52@examplemail.com,970-555-2052,Cortez Fleet Co.,Compliance Analyst,LinkedIn,2023-05-26T08:00:00-06:00
810053,Randy,Wells,randy.wells53@examplemail.com,970-555-2053,Cortez Fleet Co.,Fleet Coordinator,Indeed,2024-06-27T08:00:00-06:00
810054,Kenneth,Stone,kenneth.stone54@examplemail.com,970-555-2054,Cortez Fleet Co.,Apprentice Mechanic,walk-in,2019-07-01T08:00:00-06:00
810055,Larry,Owens,larry.owens55@examplemail.com,970-555-2055,Cortez Fleet Co.,Shop Support Lead,internal-move,2020-08-02T08:00:00-06:00
810056,Terry,Grant,terry.grant56@examplemail.com,970-555-2056,Cortez Fleet Co.,Fleet Dispatcher,referral,2021-09-03T08:00:00-06:00
810057,Gary,Barnes,gary.barnes57@examplemail.com,970-555-2057,Cortez Fleet Co.,Diesel Mechanic - Second Shift,referral-alumni,2022-10-04T08:00:00-06:00
810058,Wade,Higgins,wade.higgins58@examplemail.com,970-555-2058,Cortez Fleet Co.,Yard Foreman,careers-site,2023-11-05T08:00:00-06:00
810059,Cletus,Barrett,cletus.barrett59@examplemail.com,970-555-2059,Cortez Fleet Co.,Records Clerk - Migration Project,LinkedIn,2024-12-06T08:00:00-06:00
