id,meeting_id,email,first_name,last_name,status,join_time,create_time
reg-0028,85012345750,sarah.henderson.design@gmail.com,Sarah,Henderson,approved,,2026-09-04T00:00:00Z
reg-0029,85012345677,j.torres@student.amberfieldinstitute.edu,Jesse,Torres,approved,,2026-09-05T00:00:00Z
reg-0030,85012345736,rebecca.foster@gmail.com,Rebecca,Foster,approved,,2026-08-09T00:00:00Z
reg-0031,85012345690,sarah.henderson.design@gmail.com,Sarah,Henderson,approved,,2026-06-08T00:00:00Z
reg-0032,85012345673,dr.cheng@gmail.com,Lisa,Cheng,approved,,2026-09-26T00:00:00Z
reg-0033,85012345698,dr.cheng@gmail.com,Lisa,Cheng,approved,,2026-05-13T00:00:00Z
reg-0034,85012345738,alicia.nyugen@student.amberfieldinstitute.edu,Alicia,Nyugen,approved,,2026-07-11T00:00:00Z
reg-0035,85012345735,dr.cheng@gmail.com,Lisa,Cheng,approved,,2026-06-05T00:00:00Z
reg-0036,85012345706,dr.cheng@gmail.com,Lisa,Cheng,approved,,2026-08-08T00:00:00Z
reg-0037,85012345743,dr.cheng@gmail.com,Lisa,Cheng,approved,,2026-05-18T00:00:00Z
reg-0038,85012345738,dr.cheng@gmail.com,Lisa,Cheng,approved,,2026-09-14T00:00:00Z
reg-0039,85012345698,mark.stevens@gmail.com,Mark,Stevens,approved,,2026-07-17T00:00:00Z
reg-0040,85012345768,mark.stevens@gmail.com,Mark,Stevens,approved,,2026-05-01T00:00:00Z
reg-0041,85012345734,mark.stevens@gmail.com,Mark,Stevens,approved,,2026-05-16T00:00:00Z
reg-0042,85012345752,rebecca.foster@gmail.com,Rebecca,Foster,approved,,2026-07-10T00:00:00Z
reg-0043,85012345707,rebecca.foster@gmail.com,Rebecca,Foster,approved,,2026-07-12T00:00:00Z
reg-0044,85012345680,mark.stevens@gmail.com,Mark,Stevens,approved,,2026-09-02T00:00:00Z
reg-0045,85012345698,sarah.henderson.design@gmail.com,Sarah,Henderson,approved,,2026-07-24T00:00:00Z
reg-0046,85012345683,k.miller@gmail.com,Karen,Miller,approved,,2026-06-04T00:00:00Z
reg-0047,85012345697,mark.stevens@gmail.com,Mark,Stevens,approved,,2026-05-01T00:00:00Z
reg-0048,85012345689,j.torres@student.amberfieldinstitute.edu,Jesse,Torres,approved,,2026-07-02T00:00:00Z
reg-0049,85012345674,k.miller@gmail.com,Karen,Miller,approved,,2026-07-23T00:00:00Z
reg-0050,85012345771,j.cooper@gmail.com,James,Cooper,approved,,2026-07-07T00:00:00Z
reg-0051,85012345739,j.torres@student.amberfieldinstitute.edu,Jesse,Torres,approved,,2026-06-07T00:00:00Z
reg-0052,85012345733,mark.stevens@gmail.com,Mark,Stevens,approved,,2026-06-20T00:00:00Z
reg-0053,85012345737,rebecca.foster@gmail.com,Rebecca,Foster,approved,,2026-06-27T00:00:00Z
reg-0054,85012345774,k.miller@gmail.com,Karen,Miller,approved,,2026-09-10T00:00:00Z
reg-0055,85012345694,j.cooper@gmail.com,James,Cooper,approved,,2026-06-05T00:00:00Z
reg-0056,85012345700,rebecca.foster@gmail.com,Rebecca,Foster,approved,,2026-05-14T00:00:00Z
reg-0057,85012345770,rebecca.foster@gmail.com,Rebecca,Foster,approved,,2026-06-23T00:00:00Z
reg-0058,85012345672,dr.cheng@gmail.com,Lisa,Cheng,approved,,2026-05-06T00:00:00Z
reg-0059,85012345716,k.miller@gmail.com,Karen,Miller,approved,,2026-06-11T00:00:00Z
reg-0060,85012345774,j.cooper@gmail.com,James,Cooper,approved,,2026-07-21T00:00:00Z
reg-0061,85012345693,rebecca.foster@gmail.com,Rebecca,Foster,approved,,2026-06-19T00:00:00Z
reg-0062,85012345721,rebecca.foster@gmail.com,Rebecca,Foster,approved,,2026-05-21T00:00:00Z
reg-0063,85012345711,dr.cheng@gmail.com,Lisa,Cheng,approved,,2026-07-25T00:00:00Z
reg-0064,85012345749,k.miller@gmail.com,Karen,Miller,approved,,2026-09-06T00:00:00Z
reg-0065,85012345733,j.torres@student.amberfieldinstitute.edu,Jesse,Torres,approved,,2026-06-04T00:00:00Z
reg-0066,85012345681,mark.stevens@gmail.com,Mark,Stevens,approved,,2026-08-13T00:00:00Z
reg-0067,85012345714,dr.cheng@gmail.com,Lisa,Cheng,approved,,2026-07-18T00:00:00Z
reg-0068,85012345677,mark.stevens@gmail.com,Mark,Stevens,approved,,2026-06-05T00:00:00Z
reg-0069,85012345726,mark.stevens@gmail.com,Mark,Stevens,approved,,2026-09-22T00:00:00Z
reg-0070,85012345678,rebecca.foster@gmail.com,Rebecca,Foster,approved,,2026-05-14T00:00:00Z
reg-0071,85012345712,alicia.nyugen@student.amberfieldinstitute.edu,Alicia,Nyugen,approved,,2026-07-23T00:00:00Z
reg-0072,85012345731,dr.cheng@gmail.com,Lisa,Cheng,approved,,2026-07-04T00:00:00Z
reg-0073,85012345712,j.cooper@gmail.com,James,Cooper,approved,,2026-08-07T00:00:00Z
reg-0074,85012345752,rebecca.foster@gmail.com,Rebecca,Foster,approved,,2026-08-18T00:00:00Z
reg-0075,85012345753,sarah.henderson.design@gmail.com,Sarah,Henderson,approved,,2026-06-10T00:00:00Z
reg-0076,85012345767,rebecca.foster@gmail.com,Rebecca,Foster,approved,,2026-08-25T00:00:00Z
reg-0077,85012345758,rebecca.foster@gmail.com,Rebecca,Foster,approved,,2026-06-07T00:00:00Z
reg-0078,85012345709,dr.cheng@gmail.com,Lisa,Cheng,approved,,2026-05-04T00:00:00Z
reg-0079,85012345748,j.torres@student.amberfieldinstitute.edu,Jesse,Torres,approved,,2026-08-13T00:00:00Z
reg-0080,85012345686,j.torres@student.amberfieldinstitute.edu,Jesse,Torres,approved,,2026-09-07T00:00:00Z
reg-0081,85012345743,rebecca.foster@gmail.com,Rebecca,Foster,approved,,2026-06-02T00:00:00Z
reg-0082,85012345747,j.cooper@gmail.com,James,Cooper,approved,,2026-06-05T00:00:00Z
reg-0083,85012345762,k.miller@gmail.com,Karen,Miller,approved,,2026-05-05T00:00:00Z
reg-0084,85012345691,alicia.nyugen@student.amberfieldinstitute.edu,Alicia,Nyugen,approved,,2026-07-01T00:00:00Z
reg-0085,85012345769,mark.stevens@gmail.com,Mark,Stevens,approved,,2026-09-05T00:00:00Z
reg-0086,85012345753,dr.cheng@gmail.com,Lisa,Cheng,approved,,2026-08-08T00:00:00Z
reg-0087,85012345762,alicia.nyugen@student.amberfieldinstitute.edu,Alicia,Nyugen,approved,,2026-07-27T00:00:00Z
reg-0088,85012345738,dr.cheng@gmail.com,Lisa,Cheng,approved,,2026-07-26T00:00:00Z
reg-0089,85012345670,j.cooper@gmail.com,James,Cooper,approved,,2026-08-14T00:00:00Z
reg-0090,85012345685,mark.stevens@gmail.com,Mark,Stevens,approved,,2026-05-20T00:00:00Z
reg-0091,85012345671,dr.cheng@gmail.com,Lisa,Cheng,approved,,2026-06-03T00:00:00Z
reg-0092,85012345682,sarah.henderson.design@gmail.com,Sarah,Henderson,approved,,2026-09-03T00:00:00Z
reg-0093,85012345695,alicia.nyugen@student.amberfieldinstitute.edu,Alicia,Nyugen,approved,,2026-07-17T00:00:00Z
reg-0094,85012345761,alicia.nyugen@student.amberfieldinstitute.edu,Alicia,Nyugen,approved,,2026-07-13T00:00:00Z
reg-0095,85012345742,sarah.henderson.design@gmail.com,Sarah,Henderson,approved,,2026-05-03T00:00:00Z
reg-0096,85012345737,rebecca.foster@gmail.com,Rebecca,Foster,approved,,2026-07-19T00:00:00Z
reg-0097,85012345754,j.cooper@gmail.com,James,Cooper,approved,,2026-05-06T00:00:00Z
reg-0098,85012345672,j.cooper@gmail.com,James,Cooper,approved,,2026-09-09T00:00:00Z
reg-0099,85012345709,k.miller@gmail.com,Karen,Miller,approved,,2026-05-16T00:00:00Z
reg-0100,85012345762,alicia.nyugen@student.amberfieldinstitute.edu,Alicia,Nyugen,approved,,2026-05-26T00:00:00Z
reg-0101,85012345744,rebecca.foster@gmail.com,Rebecca,Foster,approved,,2026-08-26T00:00:00Z
reg-0102,85012345739,j.torres@student.amberfieldinstitute.edu,Jesse,Torres,approved,,2026-05-08T00:00:00Z
reg-0103,85012345729,dr.cheng@gmail.com,Lisa,Cheng,approved,,2026-09-05T00:00:00Z
reg-0104,85012345715,j.cooper@gmail.com,James,Cooper,approved,,2026-05-17T00:00:00Z
reg-0105,85012345744,alicia.nyugen@student.amberfieldinstitute.edu,Alicia,Nyugen,approved,,2026-06-02T00:00:00Z
reg-0106,85012345751,alicia.nyugen@student.amberfieldinstitute.edu,Alicia,Nyugen,approved,,2026-05-05T00:00:00Z
