order_id,store_id,customer_name,status,subtotal,delivery_fee,service_fee,tip,total,placed_at,dasher_name
ddo_bg_036,store_bg_036,Hari Jefferson,delivered,62.75,3.71,6.28,5.02,75.3,2026-06-23T12:00:00-04:00,Dasher Jay
ddo_bg_037,store_bg_037,Hari Jefferson,delivered,74.63,5.41,7.46,6.41,89.56,2026-07-17T12:00:00-04:00,Dasher Kim
ddo_bg_038,store_bg_038,Hari Jefferson,delivered,83.43,3.51,8.34,7.31,100.12,2026-07-22T12:00:00-04:00,Dasher Jay
ddo_bg_039,store_bg_039,Hari Jefferson,delivered,55.62,6.0,5.56,8.96,66.74,2026-09-04T12:00:00-04:00,Dasher Jay
ddo_bg_040,store_bg_000,Hari Jefferson,delivered,41.4,2.25,4.14,6.51,49.68,2026-06-13T12:00:00-04:00,Dasher Lee
ddo_bg_041,store_bg_001,Hari Jefferson,delivered,46.52,2.72,4.65,3.64,55.82,2026-07-10T12:00:00-04:00,Dasher Lee
ddo_bg_042,store_bg_002,Hari Jefferson,delivered,73.34,3.98,7.33,5.05,88.01,2026-07-13T12:00:00-04:00,Dasher Lee
ddo_bg_043,store_bg_003,Hari Jefferson,delivered,63.29,3.81,6.33,8.6,75.95,2026-06-17T12:00:00-04:00,Dasher Jay
ddo_bg_044,store_bg_004,Hari Jefferson,delivered,46.82,3.32,4.68,3.13,56.18,2026-09-26T12:00:00-04:00,Dasher Lee
ddo_bg_045,store_bg_005,Hari Jefferson,delivered,81.18,2.34,8.12,6.08,97.42,2026-07-27T12:00:00-04:00,Dasher Lee
ddo_bg_046,store_bg_006,Hari Jefferson,delivered,42.61,3.86,4.26,3.81,51.13,2026-07-19T12:00:00-04:00,Dasher Sam
ddo_bg_047,store_bg_007,Hari Jefferson,delivered,67.68,4.36,6.77,8.23,81.22,2026-09-11T12:00:00-04:00,Dasher Lee
ddo_bg_048,store_bg_008,Hari Jefferson,delivered,59.06,3.79,5.91,8.6,70.87,2026-09-25T12:00:00-04:00,Dasher Sam
ddo_bg_049,store_bg_009,Hari Jefferson,delivered,38.78,4.04,3.88,6.98,46.54,2026-06-11T12:00:00-04:00,Dasher Lee
ddo_bg_050,store_bg_010,Hari Jefferson,delivered,45.31,5.91,4.53,7.85,54.37,2026-08-27T12:00:00-04:00,Dasher Lee
ddo_bg_051,store_bg_011,Hari Jefferson,delivered,34.62,5.33,3.46,8.88,41.54,2026-07-27T12:00:00-04:00,Dasher Lee
ddo_bg_052,store_bg_012,Hari Jefferson,delivered,32.3,3.67,3.23,4.49,38.76,2026-07-03T12:00:00-04:00,Dasher Kim
ddo_bg_053,store_bg_013,Hari Jefferson,delivered,28.39,3.3,2.84,6.42,34.07,2026-07-16T12:00:00-04:00,Dasher Kim
ddo_bg_054,store_bg_014,Hari Jefferson,delivered,59.62,5.51,5.96,4.66,71.54,2026-07-15T12:00:00-04:00,Dasher Jay
ddo_bg_055,store_bg_015,Hari Jefferson,delivered,48.04,4.11,4.8,4.47,57.65,2026-07-20T12:00:00-04:00,Dasher Jay
ddo_bg_056,store_bg_016,Hari Jefferson,delivered,62.6,2.58,6.26,5.94,75.12,2026-06-12T12:00:00-04:00,Dasher Jay
ddo_bg_057,store_bg_017,Hari Jefferson,delivered,28.23,2.04,2.82,8.07,33.88,2026-06-14T12:00:00-04:00,Dasher Kim
ddo_bg_058,store_bg_018,Hari Jefferson,delivered,37.39,5.5,3.74,7.64,44.87,2026-09-16T12:00:00-04:00,Dasher Lee
ddo_bg_059,store_bg_019,Hari Jefferson,delivered,72.08,2.33,7.21,5.78,86.5,2026-09-18T12:00:00-04:00,Dasher Lee
ddo_bg_060,store_bg_020,Hari Jefferson,delivered,66.32,3.61,6.63,5.33,79.58,2026-09-09T12:00:00-04:00,Dasher Jay
ddo_bg_061,store_bg_021,Hari Jefferson,delivered,51.73,5.3,5.17,7.32,62.08,2026-06-16T12:00:00-04:00,Dasher Sam
ddo_bg_062,store_bg_022,Hari Jefferson,delivered,40.46,3.03,4.05,3.69,48.55,2026-06-17T12:00:00-04:00,Dasher Jay
ddo_bg_063,store_bg_023,Hari Jefferson,delivered,30.88,5.68,3.09,3.7,37.06,2026-08-21T12:00:00-04:00,Dasher Lee
ddo_bg_064,store_bg_024,Hari Jefferson,delivered,27.13,4.63,2.71,5.28,32.56,2026-08-18T12:00:00-04:00,Dasher Sam
ddo_bg_065,store_bg_025,Hari Jefferson,delivered,67.46,5.92,6.75,6.37,80.95,2026-08-22T12:00:00-04:00,Dasher Lee
ddo_bg_066,store_bg_026,Hari Jefferson,delivered,61.26,2.2,6.13,9.87,73.51,2026-06-17T12:00:00-04:00,Dasher Sam
ddo_bg_067,store_bg_027,Hari Jefferson,delivered,50.51,2.84,5.05,3.01,60.61,2026-09-10T12:00:00-04:00,Dasher Lee
ddo_bg_068,store_bg_028,Hari Jefferson,delivered,41.26,4.74,4.13,6.67,49.51,2026-09-17T12:00:00-04:00,Dasher Sam
ddo_bg_069,store_bg_029,Hari Jefferson,delivered,75.0,2.41,7.5,5.84,90.0,2026-06-24T12:00:00-04:00,Dasher Jay
ddo_bg_070,store_bg_030,Hari Jefferson,delivered,38.3,3.22,3.83,8.24,45.96,2026-06-28T12:00:00-04:00,Dasher Sam
ddo_bg_071,store_bg_031,Hari Jefferson,delivered,80.71,5.6,8.07,5.26,96.85,2026-08-05T12:00:00-04:00,Dasher Kim
ddo_bg_072,store_bg_032,Hari Jefferson,delivered,80.69,5.72,8.07,3.57,96.83,2026-07-26T12:00:00-04:00,Dasher Sam
ddo_bg_073,store_bg_033,Hari Jefferson,delivered,64.61,3.04,6.46,4.55,77.53,2026-07-07T12:00:00-04:00,Dasher Lee
ddo_bg_074,store_bg_034,Hari Jefferson,delivered,33.23,2.69,3.32,6.54,39.88,2026-08-15T12:00:00-04:00,Dasher Kim
ddo_bg_075,store_bg_035,Hari Jefferson,delivered,43.5,5.45,4.35,7.98,52.2,2026-07-12T12:00:00-04:00,Dasher Lee
ddo_bg_076,store_bg_036,Hari Jefferson,delivered,83.28,5.66,8.33,8.18,99.94,2026-07-04T12:00:00-04:00,Dasher Jay
ddo_bg_077,store_bg_037,Hari Jefferson,delivered,45.81,3.06,4.58,6.33,54.97,2026-06-05T12:00:00-04:00,Dasher Sam
ddo_bg_078,store_bg_038,Hari Jefferson,delivered,70.32,2.24,7.03,4.55,84.38,2026-06-10T12:00:00-04:00,Dasher Jay
ddo_bg_079,store_bg_039,Hari Jefferson,delivered,61.01,4.48,6.1,4.05,73.21,2026-08-01T12:00:00-04:00,Dasher Kim
ddo_bg_080,store_bg_000,Hari Jefferson,delivered,77.19,5.81,7.72,8.7,92.63,2026-08-06T12:00:00-04:00,Dasher Kim
ddo_bg_081,store_bg_001,Hari Jefferson,delivered,78.33,4.41,7.83,6.85,94.0,2026-08-09T12:00:00-04:00,Dasher Lee
ddo_bg_082,store_bg_002,Hari Jefferson,delivered,71.27,5.98,7.13,3.09,85.52,2026-07-07T12:00:00-04:00,Dasher Lee
ddo_bg_083,store_bg_003,Hari Jefferson,delivered,83.29,2.25,8.33,5.44,99.95,2026-07-01T12:00:00-04:00,Dasher Sam
ddo_bg_084,store_bg_004,Hari Jefferson,delivered,73.95,3.31,7.4,7.71,88.74,2026-07-23T12:00:00-04:00,Dasher Lee
ddo_bg_085,store_bg_005,Hari Jefferson,delivered,47.23,5.86,4.72,3.6,56.68,2026-09-09T12:00:00-04:00,Dasher Sam
ddo_bg_086,store_bg_006,Hari Jefferson,delivered,40.59,5.93,4.06,8.81,48.71,2026-07-15T12:00:00-04:00,Dasher Sam
ddo_bg_087,store_bg_007,Hari Jefferson,delivered,46.34,3.67,4.63,7.0,55.61,2026-08-26T12:00:00-04:00,Dasher Sam
ddo_bg_088,store_bg_008,Hari Jefferson,delivered,37.78,2.68,3.78,6.39,45.34,2026-09-14T12:00:00-04:00,Dasher Jay
ddo_bg_089,store_bg_009,Hari Jefferson,delivered,47.08,5.83,4.71,5.06,56.5,2026-06-17T12:00:00-04:00,Dasher Lee
ddo_bg_090,store_bg_010,Hari Jefferson,delivered,33.92,3.08,3.39,3.89,40.7,2026-09-09T12:00:00-04:00,Dasher Jay
ddo_bg_091,store_bg_011,Hari Jefferson,delivered,70.49,3.08,7.05,7.66,84.59,2026-07-28T12:00:00-04:00,Dasher Kim
ddo_bg_092,store_bg_012,Hari Jefferson,delivered,79.91,4.71,7.99,3.28,95.89,2026-09-14T12:00:00-04:00,Dasher Kim
ddo_bg_093,store_bg_013,Hari Jefferson,delivered,72.68,4.09,7.27,8.08,87.22,2026-06-05T12:00:00-04:00,Dasher Sam
ddo_bg_094,store_bg_014,Hari Jefferson,delivered,37.58,3.49,3.76,5.87,45.1,2026-06-02T12:00:00-04:00,Dasher Sam
ddo_bg_095,store_bg_015,Hari Jefferson,delivered,55.0,2.59,5.5,6.28,66.0,2026-06-19T12:00:00-04:00,Dasher Jay
ddo_bg_096,store_bg_016,Hari Jefferson,delivered,33.03,4.38,3.3,3.38,39.64,2026-08-05T12:00:00-04:00,Dasher Kim
ddo_bg_097,store_bg_017,Hari Jefferson,delivered,55.58,4.86,5.56,9.73,66.7,2026-06-19T12:00:00-04:00,Dasher Lee
ddo_bg_098,store_bg_018,Hari Jefferson,delivered,66.84,5.69,6.68,4.47,80.21,2026-06-04T12:00:00-04:00,Dasher Kim
ddo_bg_099,store_bg_019,Hari Jefferson,delivered,83.76,3.05,8.38,9.1,100.51,2026-06-22T12:00:00-04:00,Dasher Kim
ddo_bg_100,store_bg_020,Hari Jefferson,delivered,84.13,4.26,8.41,8.11,100.96,2026-07-12T12:00:00-04:00,Dasher Sam
ddo_bg_101,store_bg_021,Hari Jefferson,delivered,57.23,3.37,5.72,9.57,68.68,2026-09-08T12:00:00-04:00,Dasher Jay
