conversation_id,wa_id,started_at,last_message_at,origin,within_24h_window
conv_5dpwg7on567zsoufx1,12065550613,2026-07-19T14:25:38Z,2026-09-23T15:02:06Z,service,False
conv_bo96nha0ag1tgczko4,12065550614,2026-08-25T15:04:03Z,2026-10-02T01:13:04Z,utility,False
conv_99a78k6w0on5i298ag,12065550615,2026-07-01T02:51:28Z,2026-07-15T15:58:13Z,utility,False
conv_rjsue68v5l0l2lp3gb,12065550616,2026-06-01T13:54:47Z,2026-08-31T17:36:21Z,utility,False
conv_uqqe11jj60yibll4op,12065550617,2026-08-15T08:31:58Z,2026-10-02T06:14:46Z,utility,False
conv_3guroyn98eli0zty9c,12065550618,2026-08-05T09:35:53Z,2026-10-02T22:34:38Z,user_initiated,False
conv_z89ht7z3hysr6lhuqw,12065550619,2026-06-18T23:53:57Z,2026-08-24T19:33:16Z,authentication,False
conv_x26hzwmptja5xswih5,12065550620,2026-08-06T14:20:48Z,2026-09-11T11:13:20Z,user_initiated,False
conv_nj9bqchho11o8gsd45,12065550621,2026-06-16T21:13:49Z,2026-09-07T01:50:22Z,utility,False
conv_ny9lp8690uwuxqvqis,12065550622,2026-09-04T06:21:15Z,2026-09-05T15:47:18Z,authentication,False
conv_rs5vxx24je62tomwf4,12065550623,2026-08-14T12:44:12Z,2026-09-13T12:29:26Z,utility,False
conv_95bxdb6ebbu82okbup,12065550624,2026-10-04T10:49:11Z,2026-10-08T17:41:55Z,utility,False
conv_icjdttzq1dhzp14w6p,12065550625,2026-09-19T13:50:50Z,2026-10-11T05:46:37Z,marketing,False
conv_yofld6hd77xmxiaysd,12065550626,2026-08-08T03:58:14Z,2026-09-27T14:04:44Z,utility,False
conv_veq4qn95o1zs8yg17q,12065550627,2026-06-25T04:17:41Z,2026-08-19T09:01:19Z,utility,False
conv_ux3c26f6f3lqtgt6qr,12065550628,2026-07-18T19:45:40Z,2026-09-11T18:31:20Z,service,False
conv_eedy1jlzeepk8ovxah,12065550629,2026-08-07T17:41:10Z,2026-08-23T02:12:42Z,authentication,False
conv_t9vj5odsskcdcsegqc,12065550630,2026-09-26T14:21:18Z,2026-10-04T15:17:17Z,authentication,False
conv_0m9zp90qtypa39zn0v,12065550631,2026-06-24T07:22:57Z,2026-10-12T07:01:28Z,user_initiated,True
conv_3vwqomxaw3o8jbomnq,12065550632,2026-08-12T20:02:10Z,2026-09-19T19:32:12Z,service,False
conv_h3czhurx8bytza2hnx,12065550633,2026-08-15T15:43:09Z,2026-08-29T02:04:17Z,service,False
conv_n5a3se5nw7fz8calj8,12065550634,2026-06-06T01:06:44Z,2026-08-23T14:24:01Z,authentication,False
conv_s960mxzv2189o6yu58,12065550635,2026-07-31T13:08:30Z,2026-08-14T22:23:07Z,marketing,False
conv_781nui4d199n7zd5lz,12065550636,2026-08-05T09:10:32Z,2026-10-05T17:50:47Z,user_initiated,False
conv_rqkn59g8url2p81xbm,12065550637,2026-07-01T12:20:29Z,2026-09-16T03:47:51Z,utility,False
conv_zvcl001x3vqqysbn27,12065550638,2026-06-29T05:37:36Z,2026-08-06T19:04:35Z,service,False
conv_d889lh4s6p3zii21lt,12065550639,2026-07-07T01:21:25Z,2026-07-10T02:11:06Z,authentication,False
conv_tx1nr3f875urig0y86,12065550700,2026-08-06T07:17:42Z,2026-09-24T07:36:05Z,service,False
conv_wzb6p7oz8o01nmt0i9,12065550701,2026-06-22T23:12:10Z,2026-08-14T22:30:10Z,authentication,False
conv_6swn0gdjv3ebb27v4z,12065550702,2026-09-13T12:27:46Z,2026-10-08T05:43:54Z,user_initiated,False
conv_lxwzja1jjkp8q5ed8p,12065550703,2026-09-08T14:10:06Z,2026-10-11T03:00:06Z,user_initiated,False
conv_whibtdap7txi946669,12065550704,2026-09-04T12:32:02Z,2026-10-09T01:41:24Z,service,False
conv_vmtolarta71ii2dsng,12065550705,2026-09-23T15:29:56Z,2026-09-25T16:55:19Z,authentication,False
conv_4vbnd97sygcp4gedqs,12065550706,2026-07-20T16:42:29Z,2026-09-12T09:53:23Z,service,False
conv_qw1wr0p4adbaj1ddbv,12065550707,2026-09-07T22:12:29Z,2026-09-19T16:30:38Z,marketing,False
conv_j4xzjrf3jepe17zts6,12065550708,2026-07-05T13:56:41Z,2026-07-15T06:13:18Z,user_initiated,False
conv_4r0q8rk8334w9kyxvr,12065550709,2026-06-01T15:30:04Z,2026-06-02T19:23:02Z,user_initiated,False
conv_ikrvf97vej0a5gkbtl,12065550710,2026-07-06T02:54:50Z,2026-07-09T11:44:25Z,utility,False
conv_xrjb7lmgby0yvjg6lq,12065550711,2026-10-03T14:46:37Z,2026-10-04T09:02:41Z,user_initiated,False
conv_8dguoqoizgpeiu14qk,12065550712,2026-08-25T07:07:54Z,2026-10-09T06:37:50Z,authentication,False
conv_58dr15vmy15ghekkce,12065550713,2026-08-12T12:30:10Z,2026-08-21T01:21:28Z,user_initiated,False
conv_wdj1683hijkdk11yyd,12065550714,2026-07-02T12:33:38Z,2026-07-05T08:30:00Z,utility,False
conv_3g6o787du8r4tm80pl,12065550715,2026-06-28T10:45:26Z,2026-08-23T19:44:18Z,authentication,False
conv_xcxo7r80d7z82c3ask,12065550716,2026-07-16T21:37:04Z,2026-09-18T14:36:22Z,utility,False
conv_is44js51m8saf4o3xa,12065550717,2026-06-08T20:16:53Z,2026-08-02T19:29:35Z,authentication,False
conv_wlrazb0qnjyfanv8l8,12065550718,2026-08-31T14:00:43Z,2026-09-13T10:18:04Z,service,False
conv_4tl5dy5j6k8ihejx4w,12065550719,2026-06-10T06:07:35Z,2026-07-31T19:26:42Z,utility,False
conv_m4zvwc56xrpj408uyf,12065550720,2026-08-25T01:03:23Z,2026-09-14T01:25:56Z,marketing,False
conv_gs8lb4kct0pu58fyxk,12065550721,2026-09-30T08:40:00Z,2026-10-05T18:45:21Z,authentication,False
conv_y00cjmy91stm0o9c7l,12065550722,2026-08-05T02:34:16Z,2026-09-05T20:57:06Z,utility,False
conv_9p2tz9fzx0r50250i5,12065550723,2026-09-19T22:30:18Z,2026-09-20T08:42:42Z,utility,False
conv_kvn69wpoaf715q4r9f,12065550724,2026-10-12T01:32:39Z,2026-10-12T06:25:16Z,authentication,True
conv_oam7i30ih5amcdwpr8,12065550725,2026-10-10T09:08:08Z,2026-10-11T19:41:44Z,user_initiated,True
conv_rj9j72lji0w7bo0bj1,12065550726,2026-07-05T16:41:40Z,2026-09-26T21:55:02Z,user_initiated,False
conv_qhnbfmeejbrv3omxuf,12065550727,2026-07-31T12:33:47Z,2026-08-10T14:37:45Z,marketing,False
conv_xgjzw38olv9acwy4bs,12065550728,2026-08-10T23:04:32Z,2026-10-02T05:50:39Z,service,False
conv_cc023l7ly46oi0zmgn,12065550729,2026-07-23T16:52:43Z,2026-09-24T16:25:43Z,user_initiated,False
conv_8e9lt83lb8z6abxdqc,12065550730,2026-09-19T02:40:52Z,2026-10-07T06:42:28Z,service,False
conv_khemq6al44bgq8ffkv,12065550731,2026-08-02T20:37:53Z,2026-09-19T21:56:06Z,user_initiated,False
conv_sfw9md2fdf721vvejt,12065550732,2026-06-19T16:21:25Z,2026-08-22T19:35:21Z,authentication,False
conv_zr4imbe092oq4md3es,12065550733,2026-10-01T19:12:58Z,2026-10-12T00:49:18Z,marketing,True
conv_bgcu3seu6fm6bg7gtg,12065550734,2026-09-18T06:34:07Z,2026-09-25T22:20:36Z,service,False
conv_nedh2zr0ul9zg1vcuq,12065550735,2026-09-12T07:46:44Z,2026-09-12T11:26:15Z,authentication,False
conv_cbilismj4najbx1ubs,12065550736,2026-06-24T16:51:10Z,2026-09-29T01:30:16Z,utility,False
conv_s32aju3em3o5l04x54,12065550737,2026-08-27T04:04:35Z,2026-10-05T03:23:44Z,authentication,False
conv_9p9uqwkbqdzrybb5bf,12065550738,2026-06-08T20:26:29Z,2026-07-04T20:40:33Z,marketing,False
conv_05wl7u8ycfin6v0o4m,12065550739,2026-09-07T09:11:47Z,2026-09-15T10:06:31Z,user_initiated,False
conv_e5wsdsrgue7qiwsuw4,12065550740,2026-07-08T01:22:13Z,2026-08-04T12:24:58Z,utility,False
conv_ongzxu6b9hkpptzpe1,12065550741,2026-09-09T04:58:57Z,2026-10-12T06:26:16Z,authentication,True
conv_1pvs3vb4u9h08la3wj,12065550742,2026-09-09T05:42:27Z,2026-09-14T23:20:55Z,marketing,False
conv_wu5358dinzulnmu5ei,12065550743,2026-09-15T04:07:51Z,2026-09-27T01:00:23Z,utility,False
conv_hoymhb3j586y8p89em,12065550744,2026-07-03T03:49:28Z,2026-08-28T09:18:27Z,marketing,False
conv_uuijzb1uwn1zrz4ad5,12065550800,2026-08-15T21:49:07Z,2026-08-26T10:02:21Z,user_initiated,False
conv_3v8cv76b2p2p3dr4ji,12065550801,2026-08-27T11:54:15Z,2026-09-17T04:11:44Z,marketing,False
conv_v5gv2uj7k4ncbna0dq,12065550802,2026-07-07T21:50:29Z,2026-07-21T17:20:43Z,service,False
conv_2tquqp3rdy0dqqu3nu,12065550803,2026-06-23T22:03:37Z,2026-10-12T06:39:07Z,service,True
conv_f0rklj7uix92uejt4y,12065550804,2026-09-04T17:38:16Z,2026-09-25T15:47:33Z,authentication,False
conv_rj1sfha9btfljw6pia,12065550805,2026-08-01T19:59:19Z,2026-08-20T07:46:55Z,marketing,False
conv_n6qgdj8ebfmsqn0c3z,12065550806,2026-09-04T14:05:13Z,2026-10-01T03:59:59Z,user_initiated,False
conv_ilnbzkxppnek9eoqni,12065550807,2026-08-02T17:21:30Z,2026-08-23T02:52:30Z,utility,False
conv_oqqdlwnv5srji4040d,12065550808,2026-09-29T18:53:22Z,2026-10-06T06:34:24Z,user_initiated,False
conv_d6y03kqje1xuz4a3vr,12065550809,2026-10-06T13:32:42Z,2026-10-12T12:28:42Z,service,True
conv_n6k7c643jom2j0l729,12065550810,2026-09-02T06:54:04Z,2026-10-06T14:43:55Z,user_initiated,False
conv_tj0vzblrma6kp6cq8o,12065550811,2026-08-18T01:05:53Z,2026-09-29T03:35:15Z,service,False
conv_mqoknw9ntx31ptw4x8,12065550812,2026-06-03T01:52:34Z,2026-08-20T15:03:28Z,authentication,False
conv_0n4015qxbqxh7sl32a,12065550813,2026-06-24T02:48:22Z,2026-10-04T04:06:14Z,authentication,False
conv_j884d3rs1w88n5aux0,12065550814,2026-08-02T11:40:24Z,2026-09-13T20:05:29Z,user_initiated,False
conv_txfrhjj69q9nv4j5ge,12065550815,2026-06-04T19:43:53Z,2026-09-21T13:23:51Z,marketing,False
conv_152s0niqaesp4hahg5,12065550816,2026-08-10T19:10:42Z,2026-08-28T17:01:31Z,utility,False
conv_8qqmd9lrwyh3aw3uzy,12065550817,2026-07-08T09:09:08Z,2026-08-24T15:29:12Z,utility,False
conv_wdpucvrur3yuk5csxc,12065550818,2026-07-11T21:31:43Z,2026-10-03T03:58:55Z,utility,False
conv_bhs6xwec4oeiazf6iu,12065550819,2026-08-16T20:49:16Z,2026-08-18T14:11:14Z,user_initiated,False
conv_vb0km34apnbfmhg95d,12065550820,2026-07-31T06:12:26Z,2026-08-11T07:15:00Z,authentication,False
conv_0frsh9u240lnm1fled,12065550821,2026-08-22T00:32:59Z,2026-08-23T18:47:27Z,utility,False
conv_lwfrrhmjk0l7bc8pmy,12065550822,2026-07-06T18:08:38Z,2026-07-17T14:33:13Z,marketing,False
conv_bfxqhe9i1arvgsjaur,12065550823,2026-10-09T18:30:41Z,2026-10-10T05:57:57Z,authentication,False
conv_xvvl8h0h2kmen6llwr,12065550824,2026-06-26T11:42:03Z,2026-07-13T02:00:15Z,service,False
conv_tte69l5dp8amddrfbn,12065550825,2026-06-28T11:21:59Z,2026-10-08T04:14:40Z,utility,False
conv_kwtdyleq0ki0sd82kz,12065550826,2026-08-13T03:05:34Z,2026-09-26T12:34:29Z,user_initiated,False
conv_xhsqf1mw9qa8hp4vvz,12065550827,2026-09-09T04:13:52Z,2026-09-09T17:11:00Z,user_initiated,False
conv_31f7wkvvrgntwba8kn,12065550828,2026-06-20T16:50:36Z,2026-09-29T08:55:42Z,marketing,False
conv_vsz93arkzvgs2vlno0,12065550829,2026-06-12T22:18:53Z,2026-08-03T07:32:03Z,service,False
conv_qn09idwik9wqxnzcpb,12065550830,2026-08-04T22:33:47Z,2026-08-25T09:10:19Z,utility,False
conv_mijhtktsu779rk6vzc,12065550831,2026-09-05T03:21:56Z,2026-10-03T12:21:34Z,marketing,False
conv_iuqankw30hst3if30k,12065550832,2026-07-17T23:07:00Z,2026-08-01T15:41:06Z,service,False
conv_tx1isqpsmhud8x21mt,12065550833,2026-09-12T00:09:38Z,2026-10-04T07:58:41Z,authentication,False
conv_i0gsmkpphrf9attvj5,12065550834,2026-07-22T22:59:37Z,2026-08-10T18:12:29Z,authentication,False
conv_rsdyk9e2d2gzdbhfuv,12065550835,2026-09-14T01:04:17Z,2026-10-06T15:37:16Z,marketing,False
conv_7j7kv48gdu1r3djtyc,12065550836,2026-06-08T15:23:08Z,2026-06-22T14:01:48Z,marketing,False
conv_goxdlm3zwcczvwjjzh,12065550837,2026-06-20T10:10:35Z,2026-07-10T00:41:25Z,user_initiated,False
conv_grn46orasl76pq0hsn,12065550838,2026-09-02T10:27:26Z,2026-09-07T19:39:20Z,marketing,False
conv_kp1hckw3y12aab4r9i,12065550839,2026-07-10T17:35:11Z,2026-07-26T01:13:32Z,authentication,False
conv_67b2bpvj3oeuxi5946,12065550900,2026-08-02T01:27:37Z,2026-09-30T02:23:05Z,utility,False
conv_gr523rayq9cslfj1sm,12065550901,2026-07-30T04:38:17Z,2026-09-29T14:37:56Z,marketing,False
conv_3r6uqgzpu9ltmdvixf,12065550902,2026-09-12T22:04:59Z,2026-09-22T15:00:33Z,marketing,False
conv_spgo6j8gadq0ieqkte,12065550903,2026-06-05T00:27:07Z,2026-10-10T12:38:23Z,marketing,False
conv_k84zkb8smjsofycejo,12065550904,2026-06-29T18:35:59Z,2026-08-03T15:08:21Z,marketing,False
conv_beitq8dplikrz90l9a,12065550905,2026-08-26T21:22:56Z,2026-09-20T14:43:37Z,service,False
conv_ybmjqvcllhnx8m13h0,12065550906,2026-07-29T11:05:06Z,2026-09-17T20:32:47Z,user_initiated,False
conv_8pgn488o4w3qm6c6wy,12065550907,2026-09-06T04:24:57Z,2026-09-29T15:18:28Z,user_initiated,False
conv_n6ao10qmwsat3yeb85,18775550410,2026-08-14T01:41:59Z,2026-08-31T00:56:53Z,authentication,False
conv_yv02zg4yre71w429n3,18885550412,2026-09-12T13:48:48Z,2026-09-23T05:51:11Z,utility,False
conv_ql565cz0s3tto9me1z,12065550413,2026-10-02T22:15:28Z,2026-10-07T12:12:39Z,service,False
conv_ngm1mkgdat8ea59cxn,12065550414,2026-06-24T00:47:02Z,2026-08-23T23:43:29Z,authentication,False
conv_4soa381isqo6dqora7,12065550415,2026-06-10T15:08:52Z,2026-09-20T21:42:58Z,authentication,False
conv_yi40axs276n83z1l0p,12065550416,2026-06-06T05:23:49Z,2026-08-03T05:47:55Z,marketing,False
conv_bxywzh38h55hp8ljra,18005550417,2026-10-05T09:18:44Z,2026-10-06T19:26:56Z,utility,False
conv_1sri8ycv2ksyhnovi7,12065550418,2026-07-28T15:09:19Z,2026-08-25T16:04:10Z,marketing,False
conv_wdqs9no3l1iaybzyqt,12065551101,2026-09-29T01:50:30Z,2026-10-05T12:05:44Z,service,False
conv_a6f4y06mhgcsru93pe,12065551102,2026-09-24T13:55:03Z,2026-10-05T23:50:04Z,utility,False
conv_fzizaqs768gqdif5g5,12065551103,2026-07-14T16:01:12Z,2026-09-01T18:44:51Z,authentication,False
conv_cm0t8jx6sk1w41r76g,12065551104,2026-08-27T16:19:24Z,2026-09-23T21:54:22Z,service,False
conv_nolxnlbndtyt0qvfik,12065551105,2026-10-02T15:38:52Z,2026-10-05T06:43:22Z,user_initiated,False
conv_f6e3r6elpuqbz232ao,12065551106,2026-06-10T01:58:32Z,2026-06-22T19:46:25Z,user_initiated,False
conv_inqj3igjrpryn0n6do,12065551107,2026-06-27T07:26:41Z,2026-07-16T02:15:43Z,utility,False
conv_azqh2fzxcujxq7v9pt,12065551108,2026-06-05T19:43:29Z,2026-08-17T19:17:42Z,authentication,False
conv_klk7qa01z2wq0fe5nc,12065551109,2026-07-19T17:39:55Z,2026-09-11T20:46:03Z,utility,False
conv_04kws5fqe4c8w6wect,12065551110,2026-07-26T08:00:01Z,2026-09-27T07:52:33Z,user_initiated,False
conv_efcvom0xkve7828y4x,12065551111,2026-08-07T22:10:31Z,2026-09-09T05:18:14Z,user_initiated,False
conv_seiho6ew7e3yb2gbb8,12065551112,2026-09-18T00:52:19Z,2026-10-02T15:18:43Z,utility,False
conv_te1efq5sc4zr49kkux,12065551113,2026-09-25T09:44:15Z,2026-09-29T08:40:01Z,marketing,False
conv_j0zlksdxul3jl686n3,12065551114,2026-06-22T17:30:09Z,2026-07-04T16:58:17Z,user_initiated,False
conv_s649qvpjn7rmcs198b,12065551115,2026-06-14T04:43:15Z,2026-07-12T20:50:50Z,authentication,False
conv_slwg8wlvrp26pg1z2z,12065551116,2026-09-12T08:31:18Z,2026-09-25T09:36:37Z,authentication,False
conv_jwef9wephwiappw2ej,12065551117,2026-06-15T14:17:26Z,2026-08-16T17:30:07Z,service,False
conv_qwcy0v1q36dohttgn1,12065551118,2026-08-01T03:16:11Z,2026-08-31T03:38:08Z,marketing,False
conv_gku0b0ttkwmfxt728e,12065551119,2026-09-26T15:48:35Z,2026-10-10T03:06:40Z,utility,False
conv_e9y0o327oti6hv64a1,12065551120,2026-06-20T05:44:45Z,2026-08-14T02:43:17Z,user_initiated,False
conv_e2b712f96u3gm90sjy,12065551121,2026-06-05T23:26:37Z,2026-09-18T20:19:44Z,authentication,False
conv_iuwfd9p9rrqu43nre6,12065551122,2026-09-21T08:42:36Z,2026-09-25T04:04:02Z,service,False
conv_zw3nfmp71mul7niozn,12065551123,2026-08-19T14:16:23Z,2026-10-10T21:41:29Z,authentication,False
conv_0j414h839kcijd7l1r,12065551124,2026-07-15T01:15:36Z,2026-09-03T21:54:14Z,user_initiated,False
conv_4xf0yedqgkzv4qzv8t,12065551126,2026-07-08T05:49:57Z,2026-10-09T15:00:38Z,authentication,False
conv_keppomr656tx85d55u,12065551128,2026-09-23T03:08:19Z,2026-09-30T03:25:57Z,utility,False
conv_xve0g0v4uguedeqwwy,12065551130,2026-08-26T10:26:00Z,2026-09-28T03:16:34Z,user_initiated,False
