message_id,conversation_id,direction,from_wa_id,to_wa_id,type,text,template_name,status,sent_at
wamid.411,conv_family_mtl,in,15145550278,yves.quinn@voissync.ai:group,text,Cousin Yves j apporte le vin decafeine ou tu preferes que je m occupe du gateau?,,read,2027-02-06T14:00:00-05:00
wamid.412,conv_family_mtl,out,yves.quinn@voissync.ai,GROUP_FAMILLE_MTL,text,Vin ok si c est officiellement sans alcool. Gateau Nathalie s en occupe.,,read,2027-02-06T11:20:00-08:00
wamid.500,conv_nathalie,in,15145550162,yves.quinn@voissync.ai,text,Yves as tu regarde le doc que j ai partage.,,read,2027-01-22T15:00:00-05:00
wamid.501,conv_nathalie,out,yves.quinn@voissync.ai,15145550162,text,Oui lu. Papa retient encore la vieille version je vais reprendre avec lui doucement.,,read,2027-01-22T12:10:00-08:00
wamid.502,conv_nathalie,in,15145550162,yves.quinn@voissync.ai,text,Merci. L hotel Verger trois rues plus loin chambre standard 168 CAD la nuit ma voisine peut vous obtenir un rabais.,,read,2027-01-22T15:15:00-05:00
wamid.503,conv_nathalie,in,15145550162,yves.quinn@voissync.ai,text,Papa veut apporter sa tourtiere. Tu penses realiste avec la douane. Sinon Yves peut faire une pate ici.,,read,2027-02-01T14:20:00-05:00
wamid.504,conv_nathalie,out,yves.quinn@voissync.ai,15145550162,text,Douane oui mais congelee. Je vais confirmer avec Emile.,,read,2027-02-01T11:35:00-08:00
wamid.505,conv_nathalie,in,15145550162,yves.quinn@voissync.ai,text,Aussi j ai vu que Grand-pere a mis une photo de vous deux sur le mur du salon. Il pleurait dessus lundi soir.,,read,2027-02-03T20:00:00-05:00
wamid.506,conv_nathalie,out,yves.quinn@voissync.ai,15145550162,text,Bon dieu.,,read,2027-02-03T17:04:00-08:00
wamid.507,conv_nathalie,in,15145550162,yves.quinn@voissync.ai,text,Il a hate.,,read,2027-02-03T20:06:00-05:00
wamid.600,conv_papa,in,15035550134,yves.quinn@voissync.ai,text,Bonjour mon fils. J ai bien dormi. Cafe pret?,,read,2027-02-11T06:15:00-08:00
wamid.601,conv_papa,out,yves.quinn@voissync.ai,15035550134,text,Bientot. Emile passe ce soir pour la commande de Vendredi.,,read,2027-02-11T06:18:00-08:00
wamid.602,conv_papa,in,15035550134,yves.quinn@voissync.ai,text,Ok. J ai finit le crossword d hier.,,read,2027-02-11T06:30:00-08:00
wamid.603,conv_papa,in,15035550134,yves.quinn@voissync.ai,text,Yves. Est-ce qu on prend une Molson au portrait avec Papy?,,read,2027-02-08T19:00:00-08:00
wamid.604,conv_papa,out,yves.quinn@voissync.ai,15035550134,text,Papa non. Nathalie a explique. Decafeine seulement maintenant.,,read,2027-02-08T19:14:00-08:00
wamid.605,conv_papa,in,15035550134,yves.quinn@voissync.ai,text,Ah oui. J oublie. Merci.,,read,2027-02-08T19:20:00-08:00
wamid.700,conv_sienna,in,15035550183,yves.quinn@voissync.ai,text,Sean has me on the schedule the last two weeks of July and the first week of August. Wrote you an email too.,,read,2027-01-27T22:14:00-08:00
wamid.701,conv_sienna,out,yves.quinn@voissync.ai,15035550183,text,Got it. Priority is the party day. I love you.,,read,2027-01-27T22:16:00-08:00
wamid.702,conv_sienna,in,15035550183,yves.quinn@voissync.ai,text,Talked to Sean. He will free me the 30 July through 3 August. I have to work the 5-9 stretch to make up.,,read,2027-02-01T21:00:00-08:00
wamid.703,conv_sienna,out,yves.quinn@voissync.ai,15035550183,text,You are the best.,,read,2027-02-01T21:02:00-08:00
wamid.704,conv_sienna,in,15035550183,yves.quinn@voissync.ai,text,Also I saw your memento draft. Add the 2011 Ile d Orleans clip.,,read,2027-02-08T22:00:00-08:00
wamid.800,conv_patrick,in,15035550208,yves.quinn@voissync.ai,text,Yves quick note the accountant referral is Karen Salcedo at Salcedo Associates Beaverton. She takes food service SP conversions. Call her.,,read,2027-02-05T18:00:00-08:00
wamid.801,conv_patrick,out,yves.quinn@voissync.ai,15035550208,text,Got it. Booking. Also considering Bruce for the summer overflow if Lisa can hand.,,read,2027-02-05T18:22:00-08:00
wamid.802,conv_patrick,in,15035550208,yves.quinn@voissync.ai,text,"Bruce would eat that up. Do it clean, one email introduction, then step back.",,read,2027-02-05T18:30:00-08:00
wamid.803,conv_patrick,out,yves.quinn@voissync.ai,15035550208,text,Copy. Talking to Lisa next week.,,read,2027-02-05T18:32:00-08:00
wamid.900,conv_emile,in,15035550148,yves.quinn@voissync.ai,text,Yves cover for Papa dental Nov 12 09:30 my office. He confirmed.,,read,2026-11-06T08:00:00-08:00
wamid.901,conv_emile,out,yves.quinn@voissync.ai,15035550148,text,Got it. He needs the ride?,,read,2026-11-06T08:04:00-08:00
wamid.902,conv_emile,in,15035550148,yves.quinn@voissync.ai,text,No I got him.,,read,2026-11-06T08:05:00-08:00
wamid.903,conv_emile,in,15035550148,yves.quinn@voissync.ai,text,Also for August I'm in for memento. Not the flight math. Send me the archive scan folder when you have it.,,read,2027-01-14T21:44:00-08:00
wamid.904,conv_emile,out,yves.quinn@voissync.ai,15035550148,text,Coming this weekend. Cinq annees a la fois pour ne pas se perdre.,,read,2027-01-14T21:48:00-08:00
wamid.1000,conv_ambervale,in,14038886677,yves.quinn@voissync.ai,text,Yves confirming 40 covers for 13 November. Room set for 1130.,,read,2026-11-09T09:33:00-08:00
wamid.1001,conv_ambervale,out,yves.quinn@voissync.ai,14038886677,text,Copy. Load in 10:15.,,read,2026-11-09T09:35:00-08:00
wamid.1002,conv_ambervale,in,14038886677,yves.quinn@voissync.ai,text,Also 14 August 2027 40 covers. Deposit when you confirm.,,read,2027-02-04T09:00:00-08:00
wamid.421,conv_family_mtl,out,yves.quinn@voissync.ai,GROUP_FAMILLE_MTL,Papa passeport verifie hier soir. Valide jusqu en 2029. Le mien 2028 mais Air Canada demande 6 mois validite. OK.,(message content archived),,read,2027-02-11T20:00:00-08:00
wamid.422,conv_family_mtl,in,15145550188,yves.quinn@voissync.ai:group,"Yves, ma soeur peut vous obtenir 148 CAD au lieu de 168 a l hotel Verger si tu confirmes avant fin fevrier.",(message content archived),,read,2027-02-11T21:14:00-05:00
wamid.423,conv_family_mtl,out,yves.quinn@voissync.ai,GROUP_FAMILLE_MTL,Marc merci. On confirme dans une semaine. Yves.,(message content archived),,read,2027-02-11T18:30:00-08:00
wamid.424,conv_papa,in,15035550134,yves.quinn@voissync.ai,Emile a passe. Il apporte la salade sunday. J ai fait de la creme brulee erable pour lui.,(message content archived),,read,2027-02-05T11:00:00-08:00
wamid.425,conv_papa,out,yves.quinn@voissync.ai,15035550134,Merci Papa. On mange chez nous.,(message content archived),,read,2027-02-05T11:02:00-08:00
wamid.426,conv_emile,in,15035550148,yves.quinn@voissync.ai,"Yves l archive photo folder j ai commence a scanner. 2019 fini, 2020 en cours. Envoie moi ta liste de must have.",(message content archived),,read,2027-02-08T21:14:00-08:00
wamid.427,conv_emile,out,yves.quinn@voissync.ai,15035550148,"Kitchen photos Verdun 1998, Ile d Orleans 2011, Christmas 2015 tourtiere fold, Grand-pere birthday cake 2019.",(message content archived),,read,2027-02-08T21:16:00-08:00
wamid.428,conv_sienna,out,yves.quinn@voissync.ai,15035550183,Bebe forecast for Montreal Aug 1 says 26 with a chance of thunderstorm evening. Nathalie place has AC.,(message content archived),,read,2027-02-10T22:00:00-08:00
wamid.429,conv_sienna,in,15035550183,yves.quinn@voissync.ai,Perfect. I will pack light. Airport thing 2 h before?,(message content archived),,read,2027-02-10T22:05:00-08:00
wamid.430,conv_patrick,out,yves.quinn@voissync.ai,15035550208,Patrick heads up releasing Corridor and Lansdowne to Bruce end of March. Any word of advice for the intro email?,(message content archived),,read,2027-02-10T09:00:00-08:00
wamid.431,conv_patrick,in,15035550208,yves.quinn@voissync.ai,Keep it 3 lines. Say why you can t. Say what he can. Get out of the way.,(message content archived),,read,2027-02-10T09:14:00-08:00
wamid.432,conv_nathalie,in,15145550162,yves.quinn@voissync.ai,"Yves j oubliais. Papy m a demande si tu vas cuisiner. J ai dit oui. Pense a une chose simple, pas ambitieuse.",(message content archived),,read,2027-02-11T14:00:00-05:00
wamid.433,conv_nathalie,out,yves.quinn@voissync.ai,15145550162,Cretons chauds + tartelettes. Simple et il aime.,(message content archived),,read,2027-02-11T11:20:00-08:00
wamid.434,conv_henri,out,yves.quinn@voissync.ai,15145550175,Grand-pere on t appelle dimanche. J espere que ton dos va mieux.,(message content archived),,read,2027-02-11T15:00:00-08:00
wamid.435,conv_ambervale,in,14038886677,yves.quinn@voissync.ai,Yves envoie la fiche allergene pour Aug 14 quand tu peux. Nia.,(message content archived),,read,2027-02-11T09:00:00-08:00
