id,firstName,lastName,workEmail,department,jobTitle,location,hireDate,status,supervisorId
5016,Austin,Gomez,austin.gomez@torchwoodlabs.com,Threat Intelligence,Coordinator,McLean VA HQ,2015-05-26,Active,3811
5017,Pamela,Martinez,pamela.martinez@torchwoodlabs.com,Legal,Senior Engineer,Reston VA,2024-10-17,Active,3010
5018,Matthew,Jones,matthew.jones@torchwoodlabs.com,Managed Services,Senior Analyst,Herndon VA,2024-01-12,Terminated,3010
5019,Cassandra,Sanders,cassandra.sanders@torchwoodlabs.com,Sales,Specialist,Herndon VA,2019-07-03,Terminated,3010
5020,Tyler,Matthews,tyler.matthews@torchwoodlabs.com,Threat Intelligence,Manager,Remote US,2024-01-05,Active,3010
5021,Gina,Johnson,gina.johnson@torchwoodlabs.com,Threat Intelligence,Senior Engineer,McLean VA HQ,2016-08-14,Active,3010
5022,Cory,Hall,cory.hall@torchwoodlabs.com,Threat Intelligence,Senior Analyst,Herndon VA,2022-05-13,Active,3010
5023,Kevin,Roth,kevin.roth@torchwoodlabs.com,People Ops,Manager,Remote US,2023-08-15,Terminated,3010
5024,Aaron,Jones,aaron.jones@torchwoodlabs.com,Sales,Coordinator,McLean VA HQ,2021-10-27,Active,3010
5025,Jason,Davis,jason.davis@torchwoodlabs.com,Managed Services,Senior Analyst,McLean VA HQ,2016-08-06,Active,3010
5026,Matthew,Powell,matthew.powell@torchwoodlabs.com,Detection Engineering,Director,Remote US,2022-03-09,Active,3010
5027,Cynthia,Sanchez,cynthia.sanchez@torchwoodlabs.com,People Ops,Senior Analyst,Reston VA,2023-07-18,Active,3010
5028,Logan,Brown,logan.brown@torchwoodlabs.com,Managed Services,Engineer,Herndon VA,2018-09-14,Active,3811
5029,Crystal,Johnson,crystal.johnson@torchwoodlabs.com,Detection Engineering,Director,Herndon VA,2025-09-11,Active,3811
5030,Brenda,Short,brenda.short@torchwoodlabs.com,People Ops,Coordinator,McLean VA HQ,2015-03-21,Active,3010
5031,Katrina,Silva,katrina.silva@torchwoodlabs.com,IT,Specialist,McLean VA HQ,2016-08-25,Active,3010
5032,Ryan,Russell,ryan.russell@torchwoodlabs.com,Detection Engineering,Senior Analyst,Herndon VA,2020-10-25,Active,3811
5033,Stephen,Harper,stephen.harper@torchwoodlabs.com,Incident Response,Manager,Remote US,2024-12-04,Active,3010
5034,Bradley,Hernandez,bradley.hernandez@torchwoodlabs.com,Incident Response,Coordinator,Reston VA,2018-06-19,Active,3010
5035,Melissa,Baker,melissa.baker@torchwoodlabs.com,Incident Response,Manager,McLean VA HQ,2015-07-13,Active,3811
5036,Spencer,Harris,spencer.harris@torchwoodlabs.com,IT,Analyst,Reston VA,2015-07-02,Active,3811
5037,Noah,Brock,noah.brock@torchwoodlabs.com,People Ops,Engineer,Herndon VA,2019-02-13,Active,3811
5038,Jessica,Sanders,jessica.sanders@torchwoodlabs.com,Threat Intelligence,Coordinator,Remote US,2021-08-06,Terminated,3010
5039,Rebecca,Acosta,rebecca.acosta@torchwoodlabs.com,Threat Intelligence,Manager,McLean VA HQ,2021-09-07,Active,3811
5040,Mark,Allen,mark.allen@torchwoodlabs.com,Legal,Senior Engineer,Herndon VA,2025-09-14,Active,3811
5041,Tina,Blevins,tina.blevins@torchwoodlabs.com,Threat Intelligence,Senior Analyst,Remote US,2016-04-28,Active,3010
5042,Heather,Meyers,heather.meyers@torchwoodlabs.com,IT,Coordinator,McLean VA HQ,2020-08-20,Active,3811
5043,Evan,Nelson,evan.nelson@torchwoodlabs.com,Detection Engineering,Specialist,Remote US,2022-10-26,Active,3010
5044,Christopher,Shepard,christopher.shepard@torchwoodlabs.com,Legal,Specialist,Reston VA,2019-01-17,Terminated,3010
5045,Jimmy,Wheeler,jimmy.wheeler@torchwoodlabs.com,Marketing,Analyst,McLean VA HQ,2016-10-26,Active,3010
5046,Deborah,Meyer,deborah.meyer@torchwoodlabs.com,Managed Services,Director,Remote US,2023-12-21,Terminated,3811
5047,Ethan,Wright,ethan.wright@torchwoodlabs.com,Finance,Director,McLean VA HQ,2019-06-28,Active,3010
5048,Bradley,Fitzpatrick,bradley.fitzpatrick@torchwoodlabs.com,Threat Intelligence,Manager,Herndon VA,2024-10-25,Active,3010
5049,Valerie,Williams,valerie.williams@torchwoodlabs.com,Platform,Senior Engineer,Herndon VA,2018-03-22,Terminated,3811
5050,Sara,Strong,sara.strong@torchwoodlabs.com,Platform,Director,Herndon VA,2022-11-14,Active,3811
5051,Jessica,Moody,jessica.moody@torchwoodlabs.com,Legal,Senior Analyst,Herndon VA,2015-06-11,Active,3010
5052,Sonya,Smith,sonya.smith@torchwoodlabs.com,Platform,Senior Engineer,Reston VA,2023-12-22,Active,3811
5053,Chelsey,Robinson,chelsey.robinson@torchwoodlabs.com,Platform,Senior Analyst,Reston VA,2018-09-16,Active,3811
5054,Robert,Anderson,robert.anderson@torchwoodlabs.com,People Ops,Engineer,Herndon VA,2020-07-19,Active,3010
5055,Taylor,Tucker,taylor.tucker@torchwoodlabs.com,Threat Intelligence,Manager,McLean VA HQ,2022-08-05,Active,3010
5056,Robin,Smith,robin.smith@torchwoodlabs.com,Detection Engineering,Coordinator,Remote US,2016-07-14,Active,3811
5057,Andre,Cox,andre.cox@torchwoodlabs.com,IT,Senior Analyst,Reston VA,2015-10-26,Terminated,3010
5058,Paige,Campbell,paige.campbell@torchwoodlabs.com,Detection Engineering,Engineer,Remote US,2023-02-08,Active,3010
5059,Jessica,Salas,jessica.salas@torchwoodlabs.com,Threat Intelligence,Analyst,Herndon VA,2023-01-13,Terminated,3010
5060,Andrea,Lyons,andrea.lyons@torchwoodlabs.com,Managed Services,Senior Engineer,McLean VA HQ,2025-09-03,Active,3010
5061,Chelsea,Bray,chelsea.bray@torchwoodlabs.com,Marketing,Senior Engineer,Remote US,2024-01-09,Active,3010
5062,Stephanie,Mendoza,stephanie.mendoza@torchwoodlabs.com,Sales,Engineer,Herndon VA,2025-06-13,Active,3811
5063,Robert,Johnston,robert.johnston@torchwoodlabs.com,Finance,Director,Remote US,2016-04-05,Active,3010
5064,Scott,Lane,scott.lane@torchwoodlabs.com,Legal,Director,Remote US,2025-10-13,Active,3811
5065,Noah,Townsend,noah.townsend@torchwoodlabs.com,Threat Intelligence,Director,Reston VA,2016-05-21,Active,3010
5066,Robert,Young,robert.young@torchwoodlabs.com,Detection Engineering,Coordinator,Reston VA,2017-11-14,Terminated,3010
5067,Diana,Phillips,diana.phillips@torchwoodlabs.com,Platform,Senior Engineer,Reston VA,2017-08-01,Active,3811
5068,Nicholas,Johnson,nicholas.johnson@torchwoodlabs.com,Finance,Analyst,McLean VA HQ,2025-05-06,Active,3010
5069,Tamara,Johnson,tamara.johnson@torchwoodlabs.com,Marketing,Specialist,McLean VA HQ,2015-05-10,Active,3010
5070,Dustin,Jackson,dustin.jackson@torchwoodlabs.com,Legal,Senior Analyst,Reston VA,2018-09-16,Terminated,3010
5071,Mary,Palmer,mary.palmer@torchwoodlabs.com,Platform,Coordinator,Remote US,2023-02-07,Active,3811
5072,Javier,Nelson,javier.nelson@torchwoodlabs.com,Incident Response,Senior Engineer,Herndon VA,2018-04-02,Active,3811
5073,Andrea,Allison,andrea.allison@torchwoodlabs.com,Threat Intelligence,Analyst,McLean VA HQ,2016-07-28,Terminated,3811
5074,Joshua,Schroeder,joshua.schroeder@torchwoodlabs.com,Incident Response,Engineer,McLean VA HQ,2025-03-05,Active,3811
5075,Joseph,Baker,joseph.baker@torchwoodlabs.com,Incident Response,Analyst,McLean VA HQ,2021-08-12,Active,3010
5076,Jason,Brown,jason.brown@torchwoodlabs.com,Threat Intelligence,Senior Analyst,Herndon VA,2017-01-28,Active,3010
5077,David,Miller,david.miller@torchwoodlabs.com,Detection Engineering,Senior Analyst,Herndon VA,2024-12-08,Terminated,3010
5078,Tanner,Fox,tanner.fox@torchwoodlabs.com,People Ops,Specialist,Herndon VA,2018-10-24,Terminated,3010
5079,Mark,Reyes,mark.reyes@torchwoodlabs.com,IT,Senior Engineer,Reston VA,2018-06-19,Active,3010
5080,Diana,Livingston,diana.livingston@torchwoodlabs.com,Legal,Engineer,Remote US,2025-02-13,Active,3010
5081,Paul,Johnson,paul.johnson@torchwoodlabs.com,Managed Services,Engineer,Herndon VA,2019-02-09,Active,3010
5082,Melinda,Meadows,melinda.meadows@torchwoodlabs.com,Incident Response,Director,Remote US,2020-06-19,Active,3811
5083,Donald,Bennett,donald.bennett@torchwoodlabs.com,Detection Engineering,Manager,McLean VA HQ,2017-05-08,Active,3811
5084,Erik,Carter,erik.carter@torchwoodlabs.com,People Ops,Analyst,Remote US,2023-12-02,Terminated,3010
5085,Heather,Summers,heather.summers@torchwoodlabs.com,Managed Services,Manager,McLean VA HQ,2025-06-10,Active,3811
5086,John,Brock,john.brock@torchwoodlabs.com,People Ops,Manager,Herndon VA,2022-03-28,Active,3010
5087,Timothy,Carr,timothy.carr@torchwoodlabs.com,Legal,Coordinator,Remote US,2022-12-22,Active,3010
5088,Jessica,Rodriguez,jessica.rodriguez@torchwoodlabs.com,Legal,Specialist,McLean VA HQ,2018-10-07,Active,3010
5089,Becky,Larsen,becky.larsen@torchwoodlabs.com,Sales,Senior Engineer,Reston VA,2023-01-15,Active,3010
5090,James,Clark,james.clark@torchwoodlabs.com,Incident Response,Senior Engineer,Remote US,2019-02-04,Active,3811
5091,Barbara,Bartlett,barbara.bartlett@torchwoodlabs.com,IT,Senior Analyst,Remote US,2018-08-26,Active,3811
5092,Sophia,Brooks,sophia.brooks@torchwoodlabs.com,Managed Services,Senior Engineer,McLean VA HQ,2018-06-10,Active,3811
5093,Michael,Miller,michael.miller@torchwoodlabs.com,Platform,Senior Engineer,McLean VA HQ,2023-08-23,Active,3010
5094,Christopher,Lopez,christopher.lopez@torchwoodlabs.com,Sales,Director,Reston VA,2020-12-17,Terminated,3811
5095,Debbie,Kennedy,debbie.kennedy@torchwoodlabs.com,Legal,Senior Analyst,Remote US,2022-04-23,Terminated,3010
5096,Melvin,Juarez,melvin.juarez@torchwoodlabs.com,Finance,Senior Engineer,Herndon VA,2018-05-15,Active,3010
5097,Jesse,Mckay,jesse.mckay@torchwoodlabs.com,Finance,Director,McLean VA HQ,2022-11-13,Active,3010
5098,Charles,Kirby,charles.kirby@torchwoodlabs.com,Legal,Coordinator,Remote US,2024-01-15,Terminated,3811
5099,Kelly,Mckinney,kelly.mckinney@torchwoodlabs.com,Legal,Senior Analyst,Remote US,2019-03-15,Active,3811
5100,Gary,Townsend,gary.townsend@torchwoodlabs.com,Sales,Analyst,McLean VA HQ,2024-10-03,Active,3010
5101,Laura,Riley,laura.riley@torchwoodlabs.com,Incident Response,Director,Herndon VA,2024-04-10,Active,3811
5102,Juan,Mclaughlin,juan.mclaughlin@torchwoodlabs.com,Marketing,Specialist,Reston VA,2018-11-18,Active,3010
5103,Stacy,Anderson,stacy.anderson@torchwoodlabs.com,Managed Services,Senior Analyst,Reston VA,2022-06-17,Active,3010
5104,Christopher,Martin,christopher.martin@torchwoodlabs.com,People Ops,Coordinator,Herndon VA,2021-10-27,Active,3811
5105,Jason,Reyes,jason.reyes@torchwoodlabs.com,Legal,Senior Engineer,Reston VA,2021-04-06,Active,3811
5106,Michelle,Taylor,michelle.taylor@torchwoodlabs.com,Managed Services,Senior Analyst,Remote US,2024-04-14,Active,3010
5107,Joseph,Keller,joseph.keller@torchwoodlabs.com,Legal,Director,McLean VA HQ,2015-04-20,Active,3010
5108,Latoya,Henry,latoya.henry@torchwoodlabs.com,Finance,Director,Herndon VA,2020-03-06,Active,3811
5109,Brittney,Porter,brittney.porter@torchwoodlabs.com,Sales,Manager,McLean VA HQ,2024-12-13,Active,3010
5110,Brandon,Miller,brandon.miller@torchwoodlabs.com,People Ops,Director,Remote US,2023-04-23,Terminated,3811
5111,Joseph,Terry,joseph.terry@torchwoodlabs.com,Marketing,Senior Analyst,McLean VA HQ,2015-01-17,Terminated,3811
5112,Sarah,Skinner,sarah.skinner@torchwoodlabs.com,Incident Response,Analyst,Reston VA,2017-09-14,Terminated,3811
5113,Michael,Johnson,michael.johnson@torchwoodlabs.com,Threat Intelligence,Director,Herndon VA,2020-05-28,Active,3010
5114,Jeremy,Garza,jeremy.garza@torchwoodlabs.com,Sales,Coordinator,Herndon VA,2019-08-01,Active,3010
5115,Xavier,Padilla,xavier.padilla@torchwoodlabs.com,Marketing,Senior Engineer,Herndon VA,2015-04-05,Active,3811
5116,Scott,Robertson,scott.robertson@torchwoodlabs.com,Threat Intelligence,Analyst,Herndon VA,2015-04-19,Active,3010
5117,Barbara,Whitaker,barbara.whitaker@torchwoodlabs.com,Platform,Senior Engineer,Reston VA,2015-07-20,Active,3811
5118,Bridget,Jackson,bridget.jackson@torchwoodlabs.com,People Ops,Director,Reston VA,2016-05-06,Active,3811
5119,Alyssa,Cooke,alyssa.cooke@torchwoodlabs.com,Detection Engineering,Senior Engineer,Remote US,2019-05-19,Active,3010
5120,William,Martin,william.martin@torchwoodlabs.com,Detection Engineering,Engineer,McLean VA HQ,2017-09-22,Active,3811
5121,Margaret,Cooper,margaret.cooper@torchwoodlabs.com,Marketing,Manager,Reston VA,2019-11-13,Active,3010
5122,Whitney,Thomas,whitney.thomas@torchwoodlabs.com,Threat Intelligence,Analyst,McLean VA HQ,2024-09-07,Active,3010
5123,Richard,Murray,richard.murray@torchwoodlabs.com,Detection Engineering,Director,Remote US,2019-04-13,Terminated,3811
5124,Bruce,Johnson,bruce.johnson@torchwoodlabs.com,Legal,Director,McLean VA HQ,2019-05-22,Active,3010
5125,Yvette,Horton,yvette.horton@torchwoodlabs.com,Finance,Analyst,Reston VA,2018-10-22,Active,3010
5126,Ronald,Cobb,ronald.cobb@torchwoodlabs.com,Legal,Manager,McLean VA HQ,2020-02-25,Terminated,3811
5127,Vanessa,Crawford,vanessa.crawford@torchwoodlabs.com,Legal,Senior Engineer,McLean VA HQ,2020-02-14,Active,3010
5128,Wendy,Murphy,wendy.murphy@torchwoodlabs.com,Managed Services,Analyst,Herndon VA,2021-05-25,Active,3811
5129,Kelsey,Roy,kelsey.roy@torchwoodlabs.com,People Ops,Specialist,Reston VA,2017-06-15,Active,3811
5130,Kevin,Hardin,kevin.hardin@torchwoodlabs.com,Finance,Senior Engineer,Herndon VA,2018-12-16,Active,3010
5131,Kimberly,Jones,kimberly.jones@torchwoodlabs.com,Managed Services,Analyst,Remote US,2019-05-25,Active,3010
5132,Sherri,Gentry,sherri.gentry@torchwoodlabs.com,Platform,Senior Engineer,Reston VA,2021-06-10,Active,3010
5133,Walter,Sims,walter.sims@torchwoodlabs.com,Managed Services,Engineer,McLean VA HQ,2019-02-24,Terminated,3010
5134,Theresa,Alexander,theresa.alexander@torchwoodlabs.com,Platform,Engineer,Herndon VA,2016-03-06,Active,3811
5135,Scott,Shaw,scott.shaw@torchwoodlabs.com,People Ops,Senior Analyst,Remote US,2025-05-08,Active,3811
5136,Holly,Schneider,holly.schneider@torchwoodlabs.com,Platform,Senior Engineer,Reston VA,2017-02-04,Active,3010
5137,Nicholas,Huber,nicholas.huber@torchwoodlabs.com,IT,Senior Analyst,Herndon VA,2017-11-21,Active,3010
5138,Ann,Jordan,ann.jordan@torchwoodlabs.com,Sales,Director,Herndon VA,2018-06-23,Terminated,3811
5139,Jason,Salazar,jason.salazar@torchwoodlabs.com,People Ops,Specialist,Reston VA,2016-04-25,Active,3010
5140,Melissa,Levine,melissa.levine@torchwoodlabs.com,Threat Intelligence,Senior Engineer,Reston VA,2023-01-06,Terminated,3010
5141,Jonathan,Sanchez,jonathan.sanchez@torchwoodlabs.com,Detection Engineering,Senior Analyst,Reston VA,2023-12-03,Terminated,3010
5142,Dalton,Sanchez,dalton.sanchez@torchwoodlabs.com,Platform,Senior Engineer,Herndon VA,2024-10-09,Active,3811
5143,Lee,Jimenez,lee.jimenez@torchwoodlabs.com,Finance,Senior Engineer,Reston VA,2025-11-21,Active,3010
5144,Sara,Brown,sara.brown@torchwoodlabs.com,Marketing,Director,Herndon VA,2023-10-01,Active,3010
5145,Jason,Proctor,jason.proctor@torchwoodlabs.com,People Ops,Analyst,Remote US,2015-06-06,Active,3811
5146,Todd,Orozco,todd.orozco@torchwoodlabs.com,Incident Response,Senior Engineer,Herndon VA,2025-03-21,Active,3010
5147,Justin,Rios,justin.rios@torchwoodlabs.com,Finance,Analyst,Reston VA,2016-09-27,Terminated,3010
5148,Jesus,Hernandez,jesus.hernandez@torchwoodlabs.com,Sales,Senior Analyst,Reston VA,2015-05-27,Active,3811
5149,Brian,Valdez,brian.valdez@torchwoodlabs.com,Marketing,Manager,Herndon VA,2019-05-24,Active,3811
5150,Steven,Rodriguez,steven.rodriguez@torchwoodlabs.com,Threat Intelligence,Senior Analyst,McLean VA HQ,2020-06-28,Active,3010
5151,Emma,Moore,emma.moore@torchwoodlabs.com,Incident Response,Coordinator,Reston VA,2024-07-17,Active,3010
5152,Gabriel,Collins,gabriel.collins@torchwoodlabs.com,IT,Senior Analyst,Reston VA,2023-08-22,Active,3010
5153,Edward,Hall,edward.hall@torchwoodlabs.com,People Ops,Coordinator,Herndon VA,2018-11-22,Active,3811
5154,John,Pierce,john.pierce@torchwoodlabs.com,IT,Manager,Herndon VA,2024-05-02,Terminated,3010
5155,Mary,Walker,mary.walker@torchwoodlabs.com,Threat Intelligence,Specialist,McLean VA HQ,2020-03-13,Active,3010
5156,Brittany,Crane,brittany.crane@torchwoodlabs.com,People Ops,Coordinator,Herndon VA,2017-01-10,Active,3010
5157,Jill,Gutierrez,jill.gutierrez@torchwoodlabs.com,Detection Engineering,Manager,Herndon VA,2024-09-02,Active,3010
5158,Bradley,Gray,bradley.gray@torchwoodlabs.com,Incident Response,Senior Engineer,Remote US,2024-07-11,Active,3010
5159,Mary,Simon,mary.simon@torchwoodlabs.com,People Ops,Senior Engineer,Herndon VA,2017-06-17,Terminated,3010
5160,Michelle,Hayes,michelle.hayes@torchwoodlabs.com,Finance,Senior Engineer,Reston VA,2025-05-19,Active,3811
5161,Aaron,Davis,aaron.davis@torchwoodlabs.com,Legal,Specialist,Herndon VA,2021-07-24,Terminated,3010
5162,Christina,Morris,christina.morris@torchwoodlabs.com,People Ops,Engineer,Remote US,2016-06-01,Terminated,3010
5163,Karen,Griffith,karen.griffith@torchwoodlabs.com,Marketing,Engineer,Reston VA,2018-01-01,Active,3010
5164,Michael,Gardner,michael.gardner@torchwoodlabs.com,Threat Intelligence,Specialist,McLean VA HQ,2025-05-20,Active,3811
5165,Amanda,Malone,amanda.malone@torchwoodlabs.com,Threat Intelligence,Analyst,Herndon VA,2022-06-12,Active,3811
5166,Rose,Murphy,rose.murphy@torchwoodlabs.com,IT,Director,Remote US,2020-07-21,Active,3010
5167,Mark,Hernandez,mark.hernandez@torchwoodlabs.com,Incident Response,Senior Engineer,Reston VA,2015-09-06,Active,3010
5168,James,Solomon,james.solomon@torchwoodlabs.com,Managed Services,Manager,McLean VA HQ,2019-12-22,Terminated,3010
5169,Brandon,Hawkins,brandon.hawkins@torchwoodlabs.com,IT,Analyst,McLean VA HQ,2018-01-07,Active,3010
5170,Jessica,Marquez,jessica.marquez@torchwoodlabs.com,IT,Engineer,Herndon VA,2021-06-15,Terminated,3010
5171,Lucas,Burgess,lucas.burgess@torchwoodlabs.com,People Ops,Director,Herndon VA,2021-08-22,Active,3811
5172,Sandy,Arnold,sandy.arnold@torchwoodlabs.com,People Ops,Senior Engineer,Herndon VA,2025-06-10,Active,3010
5173,Robert,Russell,robert.russell@torchwoodlabs.com,Platform,Analyst,Remote US,2021-05-27,Terminated,3010
5174,Samuel,Miller,samuel.miller@torchwoodlabs.com,Detection Engineering,Senior Analyst,Reston VA,2021-12-19,Active,3811
5175,Charles,Vang,charles.vang@torchwoodlabs.com,Platform,Director,Herndon VA,2024-11-13,Active,3010
5176,Philip,Hooper,philip.hooper@torchwoodlabs.com,Threat Intelligence,Analyst,Remote US,2023-06-07,Active,3010
5177,Belinda,Moore,belinda.moore@torchwoodlabs.com,Detection Engineering,Engineer,McLean VA HQ,2020-08-05,Active,3811
5178,Adam,Barnett,adam.barnett@torchwoodlabs.com,People Ops,Manager,Reston VA,2017-03-26,Active,3010
5179,Juan,Martinez,juan.martinez@torchwoodlabs.com,IT,Analyst,Remote US,2022-03-20,Active,3010
5180,Kelly,Morgan,kelly.morgan@torchwoodlabs.com,Detection Engineering,Manager,McLean VA HQ,2020-02-27,Terminated,3010
5181,Donna,Floyd,donna.floyd@torchwoodlabs.com,Finance,Director,McLean VA HQ,2023-05-20,Active,3811
5182,Lisa,Bradley,lisa.bradley@torchwoodlabs.com,Finance,Coordinator,Herndon VA,2016-03-19,Active,3811
5183,Richard,Butler,richard.butler@torchwoodlabs.com,Legal,Engineer,Herndon VA,2023-02-05,Active,3811
5184,Elizabeth,Garcia,elizabeth.garcia@torchwoodlabs.com,Marketing,Manager,Herndon VA,2018-05-21,Active,3811
5185,Lauren,Harvey,lauren.harvey@torchwoodlabs.com,Sales,Coordinator,Reston VA,2017-01-14,Terminated,3010
5186,Michele,Long,michele.long@torchwoodlabs.com,Managed Services,Coordinator,McLean VA HQ,2015-06-06,Active,3010
5187,Isabel,Matthews,isabel.matthews@torchwoodlabs.com,Incident Response,Specialist,Herndon VA,2022-02-22,Active,3010
5188,Melissa,Mccormick,melissa.mccormick@torchwoodlabs.com,People Ops,Manager,Reston VA,2015-11-28,Active,3010
5189,Jonathan,Fowler,jonathan.fowler@torchwoodlabs.com,People Ops,Analyst,McLean VA HQ,2025-10-24,Active,3010
5190,Lisa,Byrd,lisa.byrd@torchwoodlabs.com,Legal,Manager,Remote US,2019-05-19,Active,3811
5191,Robert,Ortiz,robert.ortiz@torchwoodlabs.com,Managed Services,Coordinator,Herndon VA,2019-09-27,Active,3010
5192,Peter,Gonzalez,peter.gonzalez@torchwoodlabs.com,Incident Response,Coordinator,Remote US,2021-08-21,Terminated,3010
5193,Charles,Mcdonald,charles.mcdonald@torchwoodlabs.com,IT,Analyst,McLean VA HQ,2016-12-14,Active,3010
5194,Heidi,Rice,heidi.rice@torchwoodlabs.com,Threat Intelligence,Manager,Reston VA,2015-03-06,Terminated,3010
5195,Lynn,Peters,lynn.peters@torchwoodlabs.com,Sales,Specialist,Remote US,2021-08-07,Terminated,3010
5196,Jared,Phillips,jared.phillips@torchwoodlabs.com,Sales,Specialist,Herndon VA,2025-05-28,Active,3811
5197,Stephanie,Mitchell,stephanie.mitchell@torchwoodlabs.com,Managed Services,Coordinator,Reston VA,2024-02-26,Active,3010
5198,Timothy,Rogers,timothy.rogers@torchwoodlabs.com,Finance,Senior Analyst,Herndon VA,2020-02-11,Active,3010
5199,Raymond,Watts,raymond.watts@torchwoodlabs.com,Incident Response,Manager,McLean VA HQ,2025-04-02,Active,3811
5200,Craig,Tate,craig.tate@torchwoodlabs.com,Platform,Director,Reston VA,2023-09-01,Terminated,3010
5201,Dakota,Wright,dakota.wright@torchwoodlabs.com,Finance,Analyst,Remote US,2017-06-22,Active,3010
