user_id,name,email,role,time_zone,job_title
usr_gf6gihmz,9ymu bmos7r,sarah.8vb1@chandlerelectric.com,admin,+14145555210,America/New_York
usr_6lfa21gg,gsg9 svrosf,mike.539n@gmail.com,admin,+14145557447,America/New_York
usr_oqgysa5h,r5rp 0qcqkw,john.2yv7@chandlerelectric.com,user,+14145554082,America/New_York
usr_w7gd8wxy,unt1 9jvunw,tom.4uvb@yahoo.com,admin,+14145558275,America/New_York
usr_4p5g40ie,ezxa 7klntv,jane.m5t7@yahoo.com,limited_user,+14145555462,America/New_York
usr_7nvxmynb,kzqi ydzb70,mike.l5dt@yahoo.com,user,+14145556066,America/New_York
usr_nfcsou2f,1hj0 nbu1st,bob.bif2@gmail.com,limited_user,+14145551299,America/New_York
usr_m4whk9nk,5c0j d34b4j,bob.49r0@gmail.com,user,+14145554460,America/New_York
usr_2r5krbcz,q7gn rw24sr,mike.g46s@yahoo.com,user,+14145551561,America/New_York
usr_yzoqzusc,v8wo tpvthj,jane.aqgs@yahoo.com,limited_user,+14145559131,America/New_York
usr_yesjqc3o,inn7 lf5wmf,jane.5n80@chandlerelectric.com,observer,+14145558095,America/New_York
usr_zsvht9iw,02r0 hniqtj,sarah.bmw2@chandlerelectric.com,observer,+14145555930,America/New_York
usr_o52yvxb1,lsti i6qbav,mike.1li8@chandlerelectric.com,observer,+14145554592,America/New_York
usr_oyzeim42,at75 bawkce,mike.74vh@gmail.com,admin,+14145557953,America/New_York
usr_zv43ea0x,1y5q 9bcvf0,tom.j3d8@gmail.com,admin,+14145558838,America/New_York
usr_rwhl5lz3,76yf fdbuph,bob.7vtc@yahoo.com,user,+14145559053,America/New_York
usr_cvfb4ahh,x0q9 vqyrr0,lisa.jtku@chandlerelectric.com,limited_user,+14145559744,America/New_York
usr_vv1dt7ly,eq5f tgvzvp,john.fou6@chandlerelectric.com,limited_user,+14145551882,America/New_York
usr_3img1w2q,10u3 x4gt4a,john.ofof@gmail.com,user,+14145558011,America/New_York
usr_4e7xk0e5,878q qw59h4,mike.t0ab@yahoo.com,admin,+14145554192,America/New_York
usr_ityxd2rs,p5yy 9n6opw,john.t9jo@gmail.com,user,+14145553657,America/New_York
usr_v9vlsv4n,ioyx ss70he,mike.wf4p@yahoo.com,admin,+14145555957,America/New_York
usr_d5c12y3a,10ka o6tgaf,mike.kyzb@chandlerelectric.com,limited_user,+14145554406,America/New_York
usr_yuh5dxi8,jed6 txqnxu,tom.avs1@chandlerelectric.com,user,+14145555438,America/New_York
usr_x6dnuhq0,2f2x 73xcpl,mike.hjhq@gmail.com,limited_user,+14145554380,America/New_York
usr_ro0w0sq9,otv7 kwtox4,sarah.xaej@chandlerelectric.com,admin,+14145556570,America/New_York
usr_b2emhqb3,qb0e zh4lp3,lisa.apcu@gmail.com,observer,+14145555103,America/New_York
usr_tmq84qk2,dgeb xmxbj9,lisa.f49m@yahoo.com,admin,+14145559118,America/New_York
usr_0zggupi1,s851 eqqh9e,sarah.d6xb@chandlerelectric.com,admin,+14145556766,America/New_York
usr_dv7bej70,drdn kc577q,jane.q8b2@yahoo.com,admin,+14145559942,America/New_York
usr_mxg02d19,913j qezy3q,tom.wpos@chandlerelectric.com,observer,+14145558855,America/New_York
usr_ykmsnvbw,fwc5 gs9l2h,bob.h9j2@yahoo.com,user,+14145557578,America/New_York
usr_ge9rrq3o,he3o implat,john.m7mx@chandlerelectric.com,limited_user,+14145555774,America/New_York
usr_b5biytq3,uhem u6tyc6,jane.7pcv@gmail.com,user,+14145556800,America/New_York
usr_6e92hmjx,rmi7 45g26y,tom.1a6g@gmail.com,user,+14145555190,America/New_York
usr_jazswxd6,gd2t ys5wp9,mike.0j4f@chandlerelectric.com,observer,+14145557695,America/New_York
usr_swmqiiwq,vx71 p2wmgu,jane.uycj@gmail.com,user,+14145551345,America/New_York
usr_5ewqtfpf,hfk8 j5stvs,jane.bahy@chandlerelectric.com,user,+14145555427,America/New_York
usr_z6jtypgy,v327 0zmjgf,tom.eevf@gmail.com,admin,+14145558002,America/New_York
usr_ksfbg3q8,ejbr 6xxkzz,lisa.srk9@gmail.com,admin,+14145558802,America/New_York
usr_fmjhq3iz,hypz 0rbwcy,bob.xqi2@gmail.com,limited_user,+14145555236,America/New_York
usr_izdfu7ke,ii9q 75pxdn,bob.9c3h@gmail.com,admin,+14145559543,America/New_York
usr_klaw2hq8,uwxu wrvhu3,tom.7m88@chandlerelectric.com,admin,+14145552859,America/New_York
usr_q7flaf3f,77xt cbxanx,lisa.owoc@chandlerelectric.com,admin,+14145553057,America/New_York
usr_jxm2khzl,0wks zawgv4,sarah.ru0l@chandlerelectric.com,user,+14145552762,America/New_York
usr_5esj8qpu,lsk1 tzfnat,sarah.hwlu@gmail.com,limited_user,+14145552599,America/New_York
usr_a6plfi9o,1ke9 4c3csd,john.u16l@yahoo.com,admin,+14145555001,America/New_York
usr_jl9x7cwq,v7x0 hdmvwj,sarah.sdtj@chandlerelectric.com,observer,+14145553735,America/New_York
usr_nslk5bdx,krqb lrxivb,tom.e7bt@gmail.com,limited_user,+14145556166,America/New_York
usr_fbxy5ke3,rti2 x1iu5r,lisa.8w50@yahoo.com,limited_user,+14145559867,America/New_York
usr_fi0i392h,mqml jlnn1g,mike.5zm1@yahoo.com,admin,+14145558667,America/New_York
usr_ahyu9br4,u71e swyezw,tom.wcb6@gmail.com,limited_user,+14145554815,America/New_York
usr_x3s9tw6m,t205 fni8yq,sarah.1jyf@yahoo.com,limited_user,+14145551715,America/New_York
usr_8mmt5x8y,0qd3 7es17h,john.hxtd@chandlerelectric.com,user,+14145555979,America/New_York
usr_rg6ewrpk,gjp7 oiy5ck,john.t1u2@chandlerelectric.com,user,+14145555947,America/New_York
usr_y1jopaxb,ozj1 3ugx00,mike.gzjv@gmail.com,observer,+14145551110,America/New_York
usr_3x88ly1i,siv6 3m3en3,mike.0xws@yahoo.com,observer,+14145559782,America/New_York
usr_t4s9qrlb,sz47 qkd862,sarah.jpnl@gmail.com,admin,+14145554162,America/New_York
usr_ozev7kzl,k0xk ner0nd,jane.t4mc@yahoo.com,user,+14145554194,America/New_York
usr_vhb1h4g9,pta7 bokp9s,tom.w9ok@yahoo.com,limited_user,+14145553005,America/New_York
usr_lhrswjvr,14f1 ggykp0,sarah.zpv3@chandlerelectric.com,observer,+14145553854,America/New_York
usr_e53x0g4g,sl9w dsmyey,bob.4lpr@chandlerelectric.com,admin,+14145559309,America/New_York
usr_n7uk8l8t,gsre gd3u4u,bob.bnf4@yahoo.com,observer,+14145553441,America/New_York
usr_5mtx11rz,vvfc 1gkwwi,lisa.mmr7@gmail.com,limited_user,+14145551324,America/New_York
usr_l14vffuw,urhf koyy3j,bob.suup@gmail.com,observer,+14145555168,America/New_York
usr_8fjdb1mv,47b3 17bex9,mike.jfys@gmail.com,admin,+14145555015,America/New_York
usr_801ctor9,z4o6 ji0qtl,john.si2m@yahoo.com,user,+14145553050,America/New_York
usr_v8sl8eay,46v7 td2313,bob.puin@yahoo.com,observer,+14145552538,America/New_York
usr_vb2mq41j,j9qk h8jqn3,tom.4e3l@yahoo.com,observer,+14145556009,America/New_York
usr_axzzdeq1,lw9n eo8xm4,jane.te1u@chandlerelectric.com,observer,+14145555474,America/New_York
usr_j7h2po0l,hcku x1gspw,mike.ug5u@gmail.com,user,+14145557166,America/New_York
