id,company_id,first_name,last_name,email,department,job_title,rate,payment_unit,flsa_status,start_date,terminated
emp-0154,gus-co-mesaverde,Wade,Grant,gusto18@mesaverdepaving.com,Records,Journeyman Mechanic,37.5,Hour,Nonexempt,2013-07-19,2023-07-19
emp-0157,gus-co-mesaverde,Cletus,Barnes,gusto19@mesaverdepaving.com,Shop Floor,Apprentice Mechanic,38.25,Hour,Nonexempt,2014-08-20,
emp-0160,gus-co-mesaverde,Buddy,Higgins,gusto20@mesaverdepaving.com,Administration,Field Technician,39.0,Hour,Nonexempt,2015-09-21,
emp-0163,gus-co-mesaverde,Marvin,Barrett,gusto21@mesaverdepaving.com,Human Resources,Yard Foreman,39.75,Hour,Nonexempt,2016-10-22,
emp-0166,gus-co-mesaverde,Everett,Klein,gusto22@mesaverdepaving.com,Finance,Dispatcher,40.5,Hour,Nonexempt,2017-11-23,
emp-0169,gus-co-mesaverde,Delbert,Beasley,gusto23@mesaverdepaving.com,Accounting,Safety Coordinator,41.25,Hour,Nonexempt,2018-12-24,
emp-0172,gus-co-mesaverde,Linda,Blackwell,gusto24@mesaverdepaving.com,Talent,Records Clerk,42.0,Hour,Nonexempt,2019-01-25,2023-01-25
emp-0175,gus-co-mesaverde,Susan,Hunter,gusto25@mesaverdepaving.com,Compliance,Shop Foreman,42.75,Hour,Nonexempt,2020-02-26,
emp-0178,gus-co-mesaverde,Barbara,Fletcher,gusto26@mesaverdepaving.com,Equipment Maintenance,Fleet Coordinator,43.5,Hour,Nonexempt,2021-03-27,
emp-0181,gus-co-mesaverde,Deborah,Sanders,gusto27@mesaverdepaving.com,Fleet Operations,HR Coordinator,44.25,Hour,Nonexempt,2022-04-01,
emp-0184,gus-co-mesaverde,Cynthia,Larson,gusto28@mesaverdepaving.com,Yard Operations,Payroll Clerk,45.0,Hour,Nonexempt,2023-05-02,
emp-0187,gus-co-mesaverde,Angela,Sherman,gusto29@mesaverdepaving.com,Dispatch,Compliance Analyst,45.75,Hour,Nonexempt,2024-06-03,
emp-0190,gus-co-mesaverde,Karen,Craft,gusto30@mesaverdepaving.com,Safety,Administrative Assistant,46.5,Hour,Nonexempt,2010-07-04,2023-07-04
emp-0193,gus-co-mesaverde,Brenda,Padilla,gusto31@mesaverdepaving.com,Records,Financial Controller,47.25,Hour,Nonexempt,2011-08-05,
emp-0196,gus-co-mesaverde,Diane,Mccarthy,gusto32@mesaverdepaving.com,Shop Floor,Talent Acquisition Specialist,48.0,Hour,Nonexempt,2012-09-06,
emp-0199,gus-co-mesaverde,Judy,Poole,gusto33@mesaverdepaving.com,Administration,Records Manager,48.75,Hour,Nonexempt,2013-10-07,
emp-0202,gus-co-mesaverde,Marlene,Bishop,gusto34@mesaverdepaving.com,Human Resources,Diesel Mechanic,49.5,Hour,Nonexempt,2014-11-08,
