id,employee_id,job_title,rate,payment_unit,flsa_status,effective_date
gus-comp-7032,emp-0040,Talent Acquisition Specialist,39.5,Hour,Nonexempt,2017-09-06
gus-comp-7033,emp-0043,Records Manager,40.75,Hour,Nonexempt,2018-10-07
gus-comp-7034,emp-0046,Diesel Mechanic,42.0,Hour,Nonexempt,2019-11-08
gus-comp-7035,emp-0049,Journeyman Mechanic,43.25,Hour,Nonexempt,2020-12-09
gus-comp-7036,emp-0052,Apprentice Mechanic,44.5,Hour,Nonexempt,2021-01-10
gus-comp-7037,emp-0055,Field Technician,45.75,Hour,Nonexempt,2022-02-11
gus-comp-7038,emp-0058,Yard Foreman,47.0,Hour,Nonexempt,2023-03-12
gus-comp-7039,emp-0061,Dispatcher,48.25,Hour,Nonexempt,2024-04-13
gus-comp-7040,emp-0004,Safety Coordinator,22.0,Hour,Nonexempt,2015-05-14
gus-comp-7041,emp-0007,Records Clerk,23.25,Hour,Nonexempt,2016-06-15
gus-comp-7042,emp-0010,Shop Foreman,24.5,Hour,Nonexempt,2017-07-16
gus-comp-7043,emp-0013,Fleet Coordinator,25.75,Hour,Nonexempt,2018-08-17
gus-comp-7044,emp-0016,HR Coordinator,27.0,Hour,Nonexempt,2019-09-18
gus-comp-7045,emp-0019,Payroll Clerk,28.25,Hour,Nonexempt,2020-10-19
gus-comp-7046,emp-0022,Compliance Analyst,29.5,Hour,Nonexempt,2021-11-20
gus-comp-7047,emp-0025,Administrative Assistant,30.75,Hour,Nonexempt,2022-12-21
gus-comp-7048,emp-0028,Financial Controller,32.0,Hour,Nonexempt,2023-01-22
gus-comp-7049,emp-0031,Talent Acquisition Specialist,33.25,Hour,Nonexempt,2024-02-23
gus-comp-7050,emp-0034,Records Manager,27.0,Hour,Nonexempt,2015-03-24
gus-comp-7051,emp-0037,Diesel Mechanic,28.25,Hour,Nonexempt,2016-04-25
gus-comp-7052,emp-0040,Journeyman Mechanic,29.5,Hour,Nonexempt,2017-05-26
gus-comp-7053,emp-0043,Apprentice Mechanic,30.75,Hour,Nonexempt,2018-06-27
gus-comp-7054,emp-0046,Field Technician,32.0,Hour,Nonexempt,2019-07-01
gus-comp-7055,emp-0049,Yard Foreman,33.25,Hour,Nonexempt,2020-08-02
gus-comp-7056,emp-0052,Dispatcher,34.5,Hour,Nonexempt,2021-09-03
gus-comp-7057,emp-0055,Safety Coordinator,35.75,Hour,Nonexempt,2022-10-04
gus-comp-7058,emp-0058,Records Clerk,37.0,Hour,Nonexempt,2023-11-05
gus-comp-7059,emp-0061,Shop Foreman,38.25,Hour,Nonexempt,2024-12-06
