id,number,customer_id,status,currency,total,subtotal,total_tax,payment_method,payment_method_title,billing_first_name,billing_last_name,billing_email,date_created
196,18,on-hold,USD,3424.30,324.41,0.00,1455.24,stripe,2025-05-24T05:05:00,2025-05-01T13:41:00,,,
198,32,on-hold,USD,3512.19,2782.33,0.00,821.78,cod,2026-05-31T16:36:00,2026-09-24T11:59:00,,,
200,19,processing,USD,3411.83,2628.29,0.00,3960.77,cod,2025-11-13T01:45:00,2025-11-14T00:20:00,,,
202,33,on-hold,USD,2741.93,1053.46,0.00,2742.76,stripe,2026-04-12T14:19:00,2025-08-13T07:01:00,,,
204,36,on-hold,USD,3246.24,2742.93,0.00,1954.05,paypal,2026-05-02T03:18:00,2026-01-18T10:33:00,,,
206,42,completed,USD,1504.01,3420.09,0.00,1260.00,paypal,2026-05-15T19:09:00,2025-08-09T07:36:00,,,
208,49,processing,USD,2446.11,4149.04,0.00,799.13,stripe,2026-08-31T04:28:00,2025-04-09T13:23:00,,,
210,43,processing,USD,2677.23,1153.20,0.00,2523.68,stripe,2025-12-25T22:03:00,2026-09-28T23:21:00,,,
212,37,on-hold,USD,234.78,4704.87,0.00,4792.13,stripe,2026-05-09T03:38:00,2026-08-27T22:24:00,,,
214,5,on-hold,USD,2665.72,3781.23,0.00,376.40,cod,2025-03-07T05:20:00,2026-03-25T01:53:00,,,
216,24,on-hold,USD,2516.35,1598.42,0.00,3926.59,cod,2026-02-02T19:16:00,2026-08-18T07:30:00,,,
218,33,completed,USD,884.03,2222.28,0.00,2041.07,paypal,2025-03-14T22:48:00,2026-01-12T18:42:00,,,
220,5,completed,USD,2277.14,1024.80,0.00,3422.93,paypal,2025-05-17T17:41:00,2026-07-14T00:40:00,,,
222,13,completed,USD,3787.54,1394.39,0.00,2326.76,cod,2026-05-06T18:32:00,2025-01-12T14:34:00,,,
224,12,processing,USD,4555.81,3313.36,0.00,2757.55,cod,2025-08-12T23:15:00,2026-03-07T20:06:00,,,
226,18,completed,USD,2756.34,558.83,0.00,3625.74,paypal,2025-11-12T20:10:00,2026-02-20T08:47:00,,,
228,8,completed,USD,2943.06,4734.41,0.00,2296.49,paypal,2025-10-14T15:40:00,2025-06-21T14:55:00,,,
230,13,processing,USD,2919.68,1244.74,0.00,969.34,paypal,2026-03-20T17:53:00,2025-11-03T05:18:00,,,
232,40,completed,USD,1066.20,1386.19,0.00,1650.16,cod,2025-04-02T12:41:00,2026-06-26T13:00:00,,,
234,46,completed,USD,4200.76,1058.01,0.00,3644.74,stripe,2026-08-21T14:47:00,2026-05-04T03:00:00,,,
236,19,on-hold,USD,2644.94,2706.81,0.00,1127.76,paypal,2026-06-23T21:05:00,2025-11-15T13:30:00,,,
238,50,completed,USD,1884.02,4310.73,0.00,3033.15,stripe,2026-01-27T20:10:00,2025-04-10T10:47:00,,,
240,25,on-hold,USD,4725.32,2931.23,0.00,2712.82,stripe,2026-08-11T07:51:00,2025-07-09T23:25:00,,,
242,42,completed,USD,3314.10,3096.48,0.00,3249.40,stripe,2025-04-11T16:20:00,2026-05-24T15:17:00,,,
244,25,completed,USD,3452.78,3772.50,0.00,1240.57,paypal,2025-10-10T02:47:00,2026-02-02T10:34:00,,,
246,48,completed,USD,2959.60,2419.85,0.00,2714.88,paypal,2025-11-25T00:01:00,2025-06-19T05:24:00,,,
248,48,on-hold,USD,403.38,1777.61,0.00,3324.61,cod,2026-05-01T07:38:00,2026-07-28T23:12:00,,,
250,20,completed,USD,3836.77,1747.52,0.00,2988.20,paypal,2025-10-14T18:13:00,2025-10-11T23:36:00,,,
252,40,completed,USD,784.64,3616.51,0.00,159.38,paypal,2025-07-29T08:31:00,2025-02-11T19:08:00,,,
254,40,on-hold,USD,4162.16,2937.69,0.00,4495.31,paypal,2026-06-19T16:37:00,2025-07-27T11:17:00,,,
256,25,completed,USD,1855.27,588.95,0.00,2350.96,stripe,2026-02-17T18:06:00,2025-12-09T20:12:00,,,
258,49,on-hold,USD,2428.16,2696.81,0.00,97.92,cod,2025-12-16T01:43:00,2026-08-28T06:12:00,,,
260,16,processing,USD,1172.73,316.08,0.00,4582.85,stripe,2026-06-05T21:45:00,2025-09-10T22:14:00,,,
262,49,completed,USD,2754.10,2284.35,0.00,2600.20,paypal,2025-05-29T15:09:00,2026-04-21T22:17:00,,,
264,45,completed,USD,1648.54,4790.14,0.00,4029.54,stripe,2025-06-13T20:01:00,2025-10-24T05:35:00,,,
266,39,processing,USD,773.47,1752.40,0.00,791.40,cod,2025-09-27T08:21:00,2026-09-06T08:09:00,,,
268,32,processing,USD,330.26,1315.49,0.00,3768.31,stripe,2025-05-28T17:38:00,2026-09-22T22:06:00,,,
270,43,processing,USD,805.91,2840.51,0.00,780.79,paypal,2025-09-20T07:44:00,2026-09-18T10:14:00,,,
272,2,processing,USD,2901.50,4103.66,0.00,4261.77,paypal,2025-06-11T12:15:00,2026-03-24T11:12:00,,,
274,24,processing,USD,1165.84,3133.59,0.00,3524.47,stripe,2025-11-04T16:09:00,2025-08-07T04:06:00,,,
