id,calendar_id,summary,description,location,start,end,all_day,status,creator,organizer,recurrence,visibility
evt-011,amanda.martinez@Finthesiss.ai,"Atlanta trip - Ada, Obinna, Chisom",Quarterly Atlanta visit,"Atlanta, GA",2026-10-15,2026-10-18,true,confirmed,amanda.martinez@Finthesiss.ai,amanda.martinez@Finthesiss.ai,,default
evt-012,amanda.martinez@Finthesiss.ai,Dinner with Dr. Chidinma Eze,Catch up while in Atlanta,"Thornfield University area, Atlanta GA",2026-10-16T19:00:00-04:00,2026-10-16T21:00:00-04:00,false,confirmed,amanda.martinez@Finthesiss.ai,amanda.martinez@Finthesiss.ai,,default
evt-013,amanda.martinez@Finthesiss.ai,Ashdale Technologies Q4 security audit kickoff,Kickoff with Marcus Cole; scoping document due the day before,Zoom,2026-10-22T10:00:00-04:00,2026-10-22T11:00:00-04:00,false,confirmed,amanda.martinez@Finthesiss.ai,amanda.martinez@Finthesiss.ai,,default
evt-014,amanda.martinez@Finthesiss.ai,Kwame's 41st birthday dinner,Dinner in Durham,"Durham, NC",2026-10-26T19:00:00-04:00,2026-10-26T21:00:00-04:00,false,confirmed,amanda.martinez@Finthesiss.ai,amanda.martinez@Finthesiss.ai,,default
evt-015,amanda.martinez@Finthesiss.ai,Greenleaf Health HIPAA quarterly review,Pre-read circulated by Nov 2,Microsoft Teams,2026-11-04T14:00:00-05:00,2026-11-04T15:00:00-05:00,false,confirmed,amanda.martinez@Finthesiss.ai,amanda.martinez@Finthesiss.ai,,default
evt-016,amanda.martinez@Finthesiss.ai,"AmandaXO single ""Lagos Sunset"" release","Mailchimp send, Twitter teasers, Klaviyo push",DistroKid / streaming platforms,2026-11-13,2026-11-13,true,confirmed,amanda.martinez@Finthesiss.ai,amanda.martinez@Finthesiss.ai,,default
evt-017,amanda.martinez@Finthesiss.ai,NC Cybersecurity Forum - closing panel,Closing panel on third-party risk; dinner with Stonewick CISO after,"Charlotte, NC",2026-11-17,2026-11-18,true,confirmed,amanda.martinez@Finthesiss.ai,amanda.martinez@Finthesiss.ai,,default
evt-018,amanda.martinez@Finthesiss.ai,Thanksgiving in Houston,"At parents' house with Ada, Obinna, Chisom; fly out the Tuesday before","Houston, TX",2026-11-26,2026-11-26,true,confirmed,amanda.martinez@Finthesiss.ai,amanda.martinez@Finthesiss.ai,,default
evt-019,amanda.martinez@Finthesiss.ai,"Listening session with Yemi - ""Enugu Nights"" deluxe",Lock deluxe tracklist; rough mixes via GitHub private links 48h ahead,Zoom,2026-12-05T11:00:00-05:00,2026-12-05T12:30:00-05:00,false,confirmed,amanda.martinez@Finthesiss.ai,amanda.martinez@Finthesiss.ai,,default
evt-020,amanda.martinez@Finthesiss.ai,Amanda's 42nd birthday dinner,"Kwame, Ada, Obinna up to Greensboro","Greensboro, NC",2026-12-12T19:00:00-05:00,2026-12-12T22:00:00-05:00,false,confirmed,amanda.martinez@Finthesiss.ai,amanda.martinez@Finthesiss.ai,,default
evt-021,amanda.martinez@Finthesiss.ai,Q4 estimated tax payment due,Confirm with accountant beforehand,Online (EFTPS / NCDOR),2026-12-15,2026-12-15,true,confirmed,amanda.martinez@Finthesiss.ai,amanda.martinez@Finthesiss.ai,,default
evt-022,amanda.martinez@Finthesiss.ai,Christmas in Houston,"At parents' house; fly out Dec 22, return Dec 28","Houston, TX",2026-12-25,2026-12-25,true,confirmed,amanda.martinez@Finthesiss.ai,amanda.martinez@Finthesiss.ai,,default
evt-023,amanda.martinez@Finthesiss.ai,ShadowCon CTF Atlanta,With Kwame's team; registration closes Jan 8,"Atlanta, GA",2027-01-22,2027-01-24,true,confirmed,amanda.martinez@Finthesiss.ai,amanda.martinez@Finthesiss.ai,,default
evt-024,amanda.martinez@Finthesiss.ai,Atlanta visit + Tunde Bakare catalog meeting,Quarterly visit; walk the AmandaXO catalog cleared for pitching,"Atlanta, GA",2027-02-06,2027-02-06,true,confirmed,amanda.martinez@Finthesiss.ai,amanda.martinez@Finthesiss.ai,,default
evt-025,amanda.martinez@Finthesiss.ai,Brightmoor SaaS SOC 2 Type II report draft due,Final review with client the following Monday,Remote,2027-02-23,2027-02-23,true,confirmed,amanda.martinez@Finthesiss.ai,amanda.martinez@Finthesiss.ai,,default
evt-026,amanda.martinez@Finthesiss.ai,"AmandaXO ""Enugu Nights"" deluxe edition release","With Yemi Adeyemi, DJ Sage, Amina Diallo; campaign from Mar 16",DistroKid / streaming platforms,2027-03-19,2027-03-19,true,confirmed,amanda.martinez@Finthesiss.ai,amanda.martinez@Finthesiss.ai,,default
evt-027,amanda.martinez@Finthesiss.ai,RSA East satellite - presenting,"Presenting ""Pen Testing the AI Control Plane"" Wednesday","Raleigh, NC",2027-03-13,2027-03-15,true,confirmed,amanda.martinez@Finthesiss.ai,amanda.martinez@Finthesiss.ai,,default
evt-am-501,amanda.martinez@Finthesiss.ai,Stonewick findings draft due,Deliver annual pentest findings draft to Stonewick compliance.,,2026-11-14T17:00:00-05:00,2026-11-14T18:00:00-05:00,false,confirmed,amanda.martinez@Finthesiss.ai,amanda.martinez@Finthesiss.ai,,private
evt-am-502,amanda.martinez@Finthesiss.ai,Lagos Sunset release day,AmandaXO single release. Manual distro push plus fan campaign.,Home studio,2026-11-13T00:00:00-05:00,2026-11-13T23:59:00-05:00,true,confirmed,amanda.martinez@Finthesiss.ai,amanda.martinez@Finthesiss.ai,,default
evt-am-503,amanda.martinez@Finthesiss.ai,Thanksgiving Houston travel,Fly IAH. Family week with Emeka and Ngozi.,Houston TX,2026-11-26T08:00:00-05:00,2026-11-30T18:00:00-05:00,false,confirmed,ada.martinez@gmail.com,amanda.martinez@Finthesiss.ai,,private
evt-am-504,amanda.martinez@Finthesiss.ai,Stonewick findings placeholder,Old placeholder from October export.,,2026-11-17T17:00:00-05:00,2026-11-17T18:00:00-05:00,false,confirmed,amanda.martinez@Finthesiss.ai,amanda.martinez@Finthesiss.ai,RRULE:FREQ=WEEKLY;BYDAY=MO,private
