sid,from_number,to_number,status,direction,duration,price,price_unit,answered_by,start_time,end_time,date_created
CA00010090,+15034767352,+15036966683,2025-12-12T10:56:00-07:00,242,canceled,0.04,448.65,detail_378,detail_224,detail_928,2026-04-14
CA00010091,+15037570875,+15036759885,2025-03-31T09:19:00-07:00,347,canceled,0.74,372.9,detail_715,detail_956,detail_579,2026-06-06
CA00010092,+15039368529,+15039570220,2025-08-08T17:19:00-07:00,506,canceled,0.677,456.93,detail_848,detail_538,detail_491,2026-06-17
CA00010093,+15036876760,+15034385429,2026-03-31T09:28:00-07:00,230,canceled,0.086,421.0,detail_263,detail_846,detail_607,2026-02-03
CA00010094,+15034012116,+15033014085,2026-07-07T16:51:00-07:00,132,busy,0.283,375.02,detail_981,detail_802,detail_682,2026-09-08
CA00010095,+15033263226,+15036523540,2026-07-28T15:06:00-07:00,118,no-answer,0.776,404.51,detail_444,detail_937,detail_587,2026-08-03
CA00010096,+15035489582,+15033844584,2026-05-14T13:37:00-07:00,21,canceled,0.101,25.45,detail_913,detail_805,detail_137,2026-04-10
CA00010097,+15039482456,+15032789904,2025-09-18T10:59:00-07:00,82,busy,0.084,178.54,detail_651,detail_316,detail_690,2026-04-19
CA00010098,+15037685621,+15036711862,2026-03-10T19:14:00-07:00,157,busy,0.633,491.71,detail_289,detail_106,detail_677,2026-10-24
CA00010099,+15037064234,+15032760529,2026-01-13T09:11:00-07:00,118,busy,0.357,340.15,detail_657,detail_559,detail_871,2026-04-26
CA00010100,+15039729417,+15035437698,2024-08-14T13:51:00-07:00,361,completed,0.499,389.57,detail_899,detail_473,detail_824,2026-08-22
CA00010101,+15032058348,+15035001867,2025-04-21T09:38:00-07:00,253,canceled,0.256,137.54,detail_667,detail_173,detail_291,2026-05-17
CA00010102,+15035547162,+15036610817,2026-03-12T17:03:00-07:00,469,canceled,0.361,155.13,detail_699,detail_604,detail_415,2026-07-05
CA00010103,+15036716883,+15038508475,2024-05-25T11:00:00-07:00,520,completed,0.854,154.22,detail_179,detail_332,detail_974,2026-10-10
CA00010104,+15039746214,+15039982039,2024-05-18T10:26:00-07:00,327,no-answer,0.482,179.67,detail_509,detail_464,detail_290,2026-03-26
