email,full_name,consent_status,subscribed_at,last_open_at,tags
mia.cooper74@protonmail.com,Mia Cooper,opted_in,2026-07-27,2026-10-03,parent|kendo
beckett.nelson95@yahoo.com,Beckett Nelson,opted_in,2026-07-27,2026-10-05,tournament_2026|willamette_kendo_club
charlotte.anderson84@hotmail.com,Charlotte Anderson,opted_out,2026-09-16,2026-10-09,tournament_2026|willamette_kendo_club
kira.shaw18@yahoo.com,Kira Shaw,opted_in,2026-08-15,2026-08-05,tournament_2026|willamette_kendo_club
dominic.wong81@yahoo.com,Dominic Wong,opted_in,2026-08-11,2026-10-02,tournament_2026|willamette_kendo_club
henry.cooper69@gmail.com,Henry Cooper,opted_in,2026-07-13,2026-10-03,tournament_2026|willamette_kendo_club
violet.scott33@hotmail.com,Violet Scott,opted_out,2026-07-14,2026-07-19,tournament_2026|willamette_kendo_club
layla.price84@gmail.com,Layla Price,opted_in,2026-09-15,2026-09-01,tournament_2026|willamette_kendo_club
scarlett.bell13@hotmail.com,Scarlett Bell,opted_in,2026-08-13,2026-10-01,tournament_2026|willamette_kendo_club
mia.park23@gmail.com,Mia Park,pending,2026-09-13,2026-10-02,tournament_2026|willamette_kendo_club
jasper.kumar43@hotmail.com,Jasper Kumar,opted_in,2026-08-10,2026-09-07,tournament_2026|willamette_kendo_club
caleb.hayashi44@gmail.com,Caleb Hayashi,opted_in,2026-09-18,2026-10-04,tournament_2026|rose_city_judo
hana.reed85@hotmail.com,Hana Reed,opted_in,2026-08-14,2026-09-01,tournament_2026|rose_city_judo
suki.hall20@protonmail.com,Suki Hall,opted_in,2026-09-22,2026-09-03,tournament_2026|rose_city_judo
aaron.adams58@icloud.com,Aaron Adams,opted_out,2026-07-20,2026-08-28,tournament_2026|rose_city_judo
theodore.bennett93@gmail.com,Theodore Bennett,opted_in,2026-08-19,2026-10-01,tournament_2026|rose_city_judo
hiroshi.king54@outlook.com,Hiroshi King,opted_in,2026-08-05,2026-09-03,tournament_2026|rose_city_judo
sophia.hall1@outlook.com,Sophia Hall,opted_in,2026-08-11,2026-08-08,tournament_2026|rose_city_judo
suki.campbell26@protonmail.com,Suki Campbell,opted_in,2026-08-09,2026-09-05,tournament_2026|rose_city_judo
harper.green47@icloud.com,Harper Green,opted_out,2026-08-01,2026-09-10,tournament_2026|independent
derek.kobayashi87@icloud.com,Derek Kobayashi,opted_out,2026-07-12,2026-08-27,tournament_2026|independent
julian.hoffman75@icloud.com,Julian Hoffman,opted_in,2026-07-25,2026-10-01,tournament_2026|independent
violet.wong86@protonmail.com,Violet Wong,opted_out,2026-07-07,2026-08-29,tournament_2026|independent
blake.rodriguez89@hotmail.com,Blake Rodriguez,opted_out,2026-09-05,2026-10-12,tournament_2026|independent
mei.green27@icloud.com,Mei Green,opted_in,2026-08-22,2026-08-10,tournament_2026|independent
grant.ito3@gmail.com,Grant Ito,pending,2026-08-23,2026-10-10,tournament_2026|independent
leo.ross81@icloud.com,Leo Ross,opted_in,2026-08-06,2026-10-10,tournament_2026|independent
grace.chen27@yahoo.com,Grace Chen,pending,2026-09-04,2026-09-11,tournament_2026|independent
michael.coleman68@icloud.com,Michael Coleman,opted_out,2026-07-10,2026-07-28,tournament_2026|independent
luna.hernandez87@gmail.com,Luna Hernandez,opted_in,2026-07-10,2026-10-07,tournament_2026|independent
elena.harris50@hotmail.com,Elena Harris,opted_in,2026-09-07,2026-08-10,tournament_2026|independent
liam.bailey18@icloud.com,Liam Bailey,opted_in,2026-09-08,2026-08-05,tournament_2026|independent
nora.yamamoto38@yahoo.com,Nora Yamamoto,pending,2026-09-26,2026-11-21,tournament_2026|independent
brianna.cook47@hotmail.com,Brianna Cook,opted_in,2026-09-26,2026-08-06,tournament_2026|independent
clark.rodriguez57@gmail.com,Clark Rodriguez,opted_in,2026-09-12,2026-08-09,tournament_2026|independent
kaia.suzuki73@gmail.com,Kaia Suzuki,opted_in,2026-07-28,2026-09-08,tournament_2026|independent
andre.suzuki8@icloud.com,Andre Suzuki,opted_in,2026-08-21,2026-09-03,tournament_2026|independent
leo.taylor35@protonmail.com,Leo Taylor,opted_in,2026-09-17,2026-10-05,tournament_2026|independent
finn.barnes12@protonmail.com,Finn Barnes,opted_in,2026-09-25,2026-09-08,tournament_2026|independent
sierra.singh37@outlook.com,Sierra Singh,opted_in,2026-09-19,2026-09-06,tournament_2026|independent
hana.mitchell57@yahoo.com,Hana Mitchell,pending,2026-07-09,2026-08-31,tournament_2026|independent
emma.watanabe11@outlook.com,Emma Watanabe,pending,2026-07-25,2026-08-03,tournament_2026|independent
james.parker10@icloud.com,James Parker,opted_in,2026-09-22,2026-09-06,tournament_2026|independent
megan.tanaka50@yahoo.com,Megan Tanaka,opted_in,2026-08-06,2026-09-04,tournament_2026|independent
jin.evans2@hotmail.com,Jin Evans,opted_in,2026-08-11,2026-09-10,tournament_2026|independent
sean.edwards76@gmail.com,Sean Edwards,opted_out,2026-08-18,2026-09-20,tournament_2026|independent
hana.moore27@outlook.com,Hana Moore,opted_in,2026-07-03,2026-08-07,tournament_2026|independent
charlotte.shaw47@gmail.com,Charlotte Shaw,opted_in,2026-07-23,2026-09-08,tournament_2026|independent
emily.wood34@gmail.com,Emily Wood,opted_in,2026-07-03,2026-09-04,tournament_2026|independent
hazel.scott79@hotmail.com,Hazel Scott,opted_in,2026-07-10,2026-10-10,tournament_2026|independent
ian.robinson88@protonmail.com,Ian Robinson,opted_in,2026-09-17,2026-09-07,tournament_2026|independent
wei.hall95@protonmail.com,Wei Hall,pending,2026-09-11,2026-10-17,tournament_2026|independent
patrick.rivera94@outlook.com,Patrick Rivera,opted_in,2026-08-09,2026-09-05,tournament_2026|independent
mia.henderson21@outlook.com,Mia Henderson,opted_in,2026-09-07,2026-09-02,tournament_2026|independent
jackson.mori50@outlook.com,Jackson Mori,opted_out,2026-09-06,2026-10-29,tournament_2026|independent
reed.lewis16@outlook.com,Reed Lewis,opted_in,2026-09-16,2026-09-10,tournament_2026|independent
aiden.ross42@outlook.com,Aiden Ross,pending,2026-09-20,2026-11-08,tournament_2026|independent
emma.green99@icloud.com,Emma Green,opted_in,2026-07-27,2026-08-05,tournament_2026|independent
sean.nakamura49@protonmail.com,Sean Nakamura,opted_in,2026-07-10,2026-08-09,tournament_2026|independent
reed.bailey67@yahoo.com,Reed Bailey,opted_in,2026-07-02,2026-10-05,tournament_2026|independent
anika.garcia56@gmail.com,Anika Garcia,opted_in,2026-07-21,2026-09-02,tournament_2026|independent
skye.parker18@yahoo.com,Skye Parker,pending,2026-09-10,2026-09-17,tournament_2026|independent
layla.nelson16@outlook.com,Layla Nelson,opted_in,2026-08-11,2026-08-01,tournament_2026|independent
min.suzuki46@yahoo.com,Min Suzuki,opted_in,2026-08-04,2026-08-07,tournament_2026|independent
sophia.white29@gmail.com,Sophia White,opted_in,2026-09-21,2026-10-01,tournament_2026|independent
miles.kumar7@icloud.com,Miles Kumar,opted_in,2026-09-10,2026-08-04,tournament_2026|independent
philip.yamamoto5@yahoo.com,Philip Yamamoto,opted_in,2026-08-20,2026-10-10,tournament_2026|independent
brynn.bennett68@protonmail.com,Brynn Bennett,opted_in,2026-09-13,2026-09-08,tournament_2026|independent
philip.takahashi41@gmail.com,Philip Takahashi,opted_in,2026-09-14,2026-09-10,tournament_2026|independent
lauren.bell69@outlook.com,Lauren Bell,opted_in,2026-09-24,2026-08-04,tournament_2026|independent
abigail.white73@outlook.com,Abigail White,opted_in,2026-08-22,2026-08-03,tournament_2026|independent
violet.adams68@gmail.com,Violet Adams,opted_in,2026-09-03,2026-08-01,tournament_2026|independent
takeshi.mitchell15@yahoo.com,Takeshi Mitchell,opted_in,2026-09-20,2026-09-05,tournament_2026|independent
naomi.hoffman56@protonmail.com,Naomi Hoffman,opted_in,2026-08-23,2026-09-08,tournament_2026|independent
ava.reeves1@protonmail.com,Ava Reeves,opted_in,2026-07-09,2026-10-10,tournament_2026|independent
wren.russell45@yahoo.com,Wren Russell,opted_in,2026-07-14,2026-08-09,tournament_2026|independent
curtis.reed94@icloud.com,Curtis Reed,opted_in,2026-07-09,2026-08-02,tournament_2026|independent
abigail.wood38@gmail.com,Abigail Wood,opted_in,2026-08-20,2026-10-10,tournament_2026|independent
brandon.mitchell79@hotmail.com,Brandon Mitchell,pending,2026-08-04,2026-09-26,tournament_2026|independent
emily.martin35@icloud.com,Emily Martin,opted_in,2023-08-03,2026-07-24,events
megan.park87@yahoo.com,Megan Park,opted_out,2024-10-01,2026-05-19,community
julian.baker36@icloud.com,Julian Baker,opted_in,2024-07-21,2026-02-16,events
chloe.thompson21@gmail.com,Chloe Thompson,opted_in,2025-08-10,2026-07-27,parent
leo.park33@outlook.com,Leo Park,opted_in,2026-07-28,2026-01-22,parent
ava.chen67@yahoo.com,Ava Chen,opted_in,2026-08-21,2026-01-07,events
patrick.young16@icloud.com,Patrick Young,opted_in,2025-10-26,2025-11-02,newsletter
charlotte.nakamura12@icloud.com,Charlotte Nakamura,opted_in,2026-02-15,2026-03-16,events
ava.wright32@icloud.com,Ava Wright,opted_in,2021-07-07,2026-09-24,newsletter
sean.hall65@outlook.com,Sean Hall,opted_in,2020-05-24,2020-06-24,parent
riley.garcia69@icloud.com,Riley Garcia,opted_in,2022-09-25,2026-08-11,newsletter
ravi.lee53@yahoo.com,Ravi Lee,opted_in,2025-08-23,2026-07-13,newsletter
sophie.kumar13@outlook.com,Sophie Kumar,opted_out,2023-02-17,2026-01-24,newsletter
riley.garcia61@gmail.com,Riley Garcia,opted_out,2022-06-20,2026-02-28,events
chloe.scott80@gmail.com,Chloe Scott,opted_in,2025-11-10,2026-02-14,community
carter.martinez4@outlook.com,Carter Martinez,opted_in,2026-01-10,2026-07-05,newsletter
amelia.wilson23@yahoo.com,Amelia Wilson,opted_in,2026-07-20,2026-08-19,newsletter
leo.jackson33@icloud.com,Leo Jackson,opted_in,2026-08-10,2026-03-03,alumni
amelia.martin89@icloud.com,Amelia Martin,opted_in,2026-05-07,2026-08-04,newsletter
amelia.clark90@outlook.com,Amelia Clark,opted_in,2026-11-13,2027-01-09,parent
curtis.scott30@outlook.com,Curtis Scott,opted_in,2022-04-21,2022-04-22,events
james.kim57@outlook.com,James Kim,opted_in,2022-12-05,2023-01-15,events
lily.hall26@yahoo.com,Lily Hall,opted_in,2024-06-17,2026-05-27,newsletter
zoe.wright96@outlook.com,Zoe Wright,opted_out,2026-02-15,2026-03-25,newsletter
riley.nelson12@outlook.com,Riley Nelson,opted_out,2020-05-18,2020-05-31,events
amelia.lee14@outlook.com,Amelia Lee,opted_in,2023-01-20,2026-09-11,parent
kenji.king84@outlook.com,Kenji King,opted_in,2021-01-02,2026-08-04,community
max.kumar59@icloud.com,Max Kumar,opted_in,2025-12-18,2026-03-14,community
harper.hall5@outlook.com,Harper Hall,opted_in,2021-08-15,2026-06-04,events
sophie.walker25@outlook.com,Sophie Walker,pending,2026-08-03,2026-10-01,community
rosa.kumar9@yahoo.com,Rosa Kumar,opted_out,2024-04-19,2024-06-17,newsletter
grace.garcia36@gmail.com,Grace Garcia,opted_out,2021-03-18,2021-05-04,newsletter
tom.kumar46@gmail.com,Tom Kumar,opted_out,2021-10-11,2021-10-19,events
daniel.hall96@gmail.com,Daniel Hall,opted_in,2023-06-17,2026-08-17,newsletter
oscar.martin83@icloud.com,Oscar Martin,pending,2020-08-28,2026-02-16,alumni
marcus.thompson9@yahoo.com,Marcus Thompson,opted_in,2024-11-19,2026-06-13,parent
isabella.green13@icloud.com,Isabella Green,opted_out,2020-11-21,2026-09-24,newsletter
isabella.anderson44@icloud.com,Isabella Anderson,opted_out,2023-07-24,2023-08-28,alumni
abigail.jackson20@outlook.com,Abigail Jackson,opted_in,2023-02-03,2026-02-14,community
nora.kumar76@gmail.com,Nora Kumar,pending,2024-06-22,2024-07-03,events
riley.chen77@outlook.com,Riley Chen,opted_in,2020-10-17,2020-10-29,alumni
james.clark15@outlook.com,James Clark,opted_out,2024-04-26,2026-09-25,parent
curtis.white24@gmail.com,Curtis White,opted_in,2026-05-11,2026-03-28,newsletter
lauren.garcia12@gmail.com,Lauren Garcia,opted_in,2021-07-14,2026-03-12,events
grace.hill7@gmail.com,Grace Hill,opted_in,2026-10-02,2026-05-15,alumni
harper.young35@icloud.com,Harper Young,opted_in,2024-02-12,2026-05-22,parent
mia.martin29@gmail.com,Mia Martin,opted_in,2024-01-01,2024-01-09,newsletter
ryan.harris16@outlook.com,Ryan Harris,opted_in,2025-07-06,2025-07-27,parent
felix.nelson10@outlook.com,Felix Nelson,opted_in,2025-01-14,2025-02-28,community
amelia.allen91@icloud.com,Amelia Allen,opted_in,2022-02-13,2022-02-26,events
devon.king12@outlook.com,Devon King,opted_in,2020-04-14,2026-09-03,alumni
lily.robinson43@yahoo.com,Lily Robinson,opted_out,2020-09-21,2020-10-15,parent
mason.clark31@yahoo.com,Mason Clark,opted_in,2022-04-06,2026-02-06,alumni
grace.hill88@icloud.com,Grace Hill,pending,2024-11-21,2026-06-28,events
carter.wong57@icloud.com,Carter Wong,opted_in,2026-05-19,2026-06-27,parent
liam.king5@icloud.com,Liam King,opted_in,2026-05-03,2026-02-20,parent
isabella.campbell58@gmail.com,Isabella Campbell,pending,2024-11-07,2026-08-17,newsletter
carter.nguyen92@outlook.com,Carter Nguyen,opted_in,2025-03-02,2025-04-02,alumni
mia.baker47@yahoo.com,Mia Baker,opted_in,2022-07-14,2026-10-02,events
ethan.nguyen37@icloud.com,Ethan Nguyen,opted_in,2026-11-20,2026-06-03,parent
mason.martin17@icloud.com,Mason Martin,opted_in,2020-05-18,2026-06-27,newsletter
jackson.green3@outlook.com,Jackson Green,opted_in,2021-04-11,2026-08-07,newsletter
brandon.wong13@outlook.com,Brandon Wong,opted_in,2024-12-17,2025-02-13,events
curtis.lee21@yahoo.com,Curtis Lee,opted_in,2025-10-26,2026-08-02,alumni
abigail.thomas79@icloud.com,Abigail Thomas,opted_in,2025-08-08,2026-05-26,alumni
lucas.hill60@icloud.com,Lucas Hill,opted_out,2026-07-17,2026-03-27,newsletter
ryan.chen48@icloud.com,Ryan Chen,opted_in,2020-12-28,2026-02-10,community
sean.young56@yahoo.com,Sean Young,opted_in,2021-08-12,2026-07-02,alumni
rosa.lee48@gmail.com,Rosa Lee,opted_in,2022-02-27,2026-06-26,newsletter
raj.harris90@icloud.com,Raj Harris,opted_out,2026-12-16,2026-01-03,community
elena.garcia15@icloud.com,Elena Garcia,opted_out,2021-05-04,2021-05-20,alumni
lauren.singh77@icloud.com,Lauren Singh,opted_in,2025-09-19,2025-09-20,newsletter
ava.nakamura31@outlook.com,Ava Nakamura,opted_in,2021-11-22,2021-12-29,events
oscar.adams50@gmail.com,Oscar Adams,opted_out,2020-11-13,2026-05-24,community
nora.wong31@outlook.com,Nora Wong,opted_in,2025-02-25,2026-06-05,community
charlotte.robinson88@yahoo.com,Charlotte Robinson,opted_in,2025-08-21,2025-09-12,newsletter
leo.kim26@outlook.com,Leo Kim,opted_in,2021-01-11,2026-09-13,parent
jada.kim37@yahoo.com,Jada Kim,opted_in,2026-01-28,2026-05-04,events
olivia.young44@icloud.com,Olivia Young,pending,2023-12-16,2026-09-09,community
lauren.allen70@yahoo.com,Lauren Allen,opted_in,2020-02-11,2026-05-15,parent
mei.young58@outlook.com,Mei Young,opted_in,2026-06-20,2026-05-21,community
henry.lewis4@yahoo.com,Henry Lewis,opted_in,2024-11-26,2026-03-03,newsletter
emma.lee78@gmail.com,Emma Lee,opted_in,2023-06-12,2026-02-19,newsletter
olivia.thompson32@outlook.com,Olivia Thompson,pending,2020-12-06,2026-07-18,community
grace.jackson28@icloud.com,Grace Jackson,pending,2022-12-16,2023-01-02,newsletter
carter.wilson12@icloud.com,Carter Wilson,opted_out,2026-06-22,2026-02-18,parent
brianna.martinez47@yahoo.com,Brianna Martinez,opted_in,2020-04-26,2020-06-13,alumni
lucas.nelson60@outlook.com,Lucas Nelson,opted_out,2024-03-20,2026-02-10,alumni
mia.hall74@icloud.com,Mia Hall,opted_in,2022-11-03,2026-09-12,newsletter
daniel.allen16@gmail.com,Daniel Allen,opted_in,2022-03-06,2026-04-12,parent
riley.park26@outlook.com,Riley Park,opted_in,2024-05-05,2026-10-18,community
andre.campbell22@yahoo.com,Andre Campbell,opted_in,2025-10-11,2026-10-02,community
raj.hill84@outlook.com,Raj Hill,opted_in,2024-07-20,2026-08-21,parent
evelyn.martin32@icloud.com,Evelyn Martin,opted_out,2025-07-10,2026-01-06,alumni
sophia.king44@yahoo.com,Sophia King,opted_in,2022-12-11,2026-06-13,newsletter
mia.nelson41@gmail.com,Mia Nelson,opted_in,2020-05-15,2020-06-19,community
patrick.lee32@icloud.com,Patrick Lee,pending,2021-06-19,2026-04-25,newsletter
mia.king40@icloud.com,Mia King,opted_in,2020-07-17,2026-04-07,parent
sophie.chen64@outlook.com,Sophie Chen,opted_in,2026-11-22,2026-09-01,community
sakura.jackson98@outlook.com,Sakura Jackson,opted_in,2020-07-02,2026-04-12,parent
lauren.lee98@icloud.com,Lauren Lee,opted_in,2026-10-22,2026-03-04,alumni
nora.robinson97@outlook.com,Nora Robinson,opted_in,2024-09-13,2026-01-02,newsletter
nora.wright20@icloud.com,Nora Wright,opted_in,2024-03-11,2026-06-06,alumni
amelia.robinson91@icloud.com,Amelia Robinson,opted_in,2023-01-12,2026-02-14,parent
nora.tanaka34@icloud.com,Nora Tanaka,pending,2026-10-19,2026-12-01,community
mei.baker19@icloud.com,Mei Baker,opted_out,2021-01-19,2026-02-07,community
chloe.hall53@yahoo.com,Chloe Hall,opted_in,2023-09-25,2026-08-28,community
oscar.taylor85@outlook.com,Oscar Taylor,opted_in,2023-06-06,2026-09-11,parent
abigail.jackson25@icloud.com,Abigail Jackson,pending,2022-09-10,2022-09-14,events
emily.taylor41@icloud.com,Emily Taylor,opted_in,2024-12-09,2024-12-23,parent
olivia.clark38@yahoo.com,Olivia Clark,opted_in,2025-02-12,2026-05-24,alumni
nathan.adams72@outlook.com,Nathan Adams,opted_in,2021-02-20,2026-04-08,community
brian.chen53@gmail.com,Brian Chen,opted_in,2023-02-22,2026-01-18,newsletter
evelyn.wright84@icloud.com,Evelyn Wright,opted_in,2022-06-10,2026-02-21,parent
max.kim54@yahoo.com,Max Kim,opted_out,2021-01-27,2026-08-06,events
aaron.martin43@gmail.com,Aaron Martin,opted_in,2025-09-17,2026-03-28,parent
jada.moore43@gmail.com,Jada Moore,opted_in,2023-11-09,2026-01-24,events
amelia.moore79@yahoo.com,Amelia Moore,opted_out,2023-07-17,2026-07-22,community
daniel.wright32@outlook.com,Daniel Wright,opted_in,2023-04-15,2026-06-10,parent
ryan.lewis8@yahoo.com,Ryan Lewis,opted_in,2023-05-06,2026-09-23,events
patrick.lewis29@yahoo.com,Patrick Lewis,pending,2023-03-15,2026-10-12,alumni
grace.adams98@yahoo.com,Grace Adams,opted_in,2026-10-28,2026-09-15,parent
lauren.hill8@gmail.com,Lauren Hill,opted_out,2024-04-19,2026-03-11,parent
priya.taylor12@icloud.com,Priya Taylor,opted_out,2023-01-15,2023-02-19,alumni
amelia.chen87@icloud.com,Amelia Chen,opted_out,2025-01-13,2025-01-17,community
andre.wong55@gmail.com,Andre Wong,opted_in,2020-09-02,2026-02-16,community
ava.wilson99@yahoo.com,Ava Wilson,opted_in,2025-11-14,2026-07-15,alumni
lauren.adams84@yahoo.com,Lauren Adams,opted_out,2020-03-18,2026-03-24,newsletter
tom.martin87@icloud.com,Tom Martin,opted_in,2023-09-13,2026-04-15,events
sean.moore5@gmail.com,Sean Moore,opted_out,2023-10-25,2026-01-08,newsletter
james.kim77@icloud.com,James Kim,opted_in,2026-01-08,2026-07-15,newsletter
derek.kumar30@outlook.com,Derek Kumar,opted_out,2025-10-11,2026-06-08,events
oscar.anderson39@icloud.com,Oscar Anderson,opted_in,2024-10-24,2026-07-18,alumni
mason.lee90@outlook.com,Mason Lee,opted_in,2021-05-13,2021-05-17,parent
rosa.anderson91@outlook.com,Rosa Anderson,opted_in,2023-01-18,2026-07-18,parent
owen.thomas27@outlook.com,Owen Thomas,opted_in,2020-08-28,2026-09-24,newsletter
sean.lee10@gmail.com,Sean Lee,opted_in,2026-10-24,2026-04-16,newsletter
brianna.nakamura25@yahoo.com,Brianna Nakamura,pending,2020-12-25,2026-04-23,parent
henry.thomas37@outlook.com,Henry Thomas,opted_in,2024-11-12,2026-06-17,alumni
priya.wright27@outlook.com,Priya Wright,opted_in,2023-01-19,2026-03-01,events
brianna.garcia43@yahoo.com,Brianna Garcia,opted_in,2024-04-16,2026-06-09,alumni
isabella.martinez22@outlook.com,Isabella Martinez,opted_in,2024-08-06,2026-09-21,community
kenji.chen53@gmail.com,Kenji Chen,opted_in,2025-04-03,2026-01-07,parent
emma.chen85@icloud.com,Emma Chen,opted_in,2020-09-18,2026-01-17,events
megan.green23@icloud.com,Megan Green,opted_in,2020-09-05,2020-10-22,parent
zoe.clark51@outlook.com,Zoe Clark,opted_in,2023-08-19,2023-08-25,newsletter
abigail.park12@gmail.com,Abigail Park,opted_in,2023-09-16,2023-09-19,community
marcus.scott83@icloud.com,Marcus Scott,opted_out,2024-02-17,2026-04-07,parent
jada.kim88@gmail.com,Jada Kim,pending,2024-10-22,2024-10-24,events
michael.campbell97@yahoo.com,Michael Campbell,opted_out,2026-07-03,2026-07-06,parent
ravi.lee50@outlook.com,Ravi Lee,opted_out,2021-12-24,2022-01-26,events
james.allen10@yahoo.com,James Allen,opted_in,2026-10-20,2026-06-01,events
sophia.anderson71@outlook.com,Sophia Anderson,pending,2023-03-22,2026-07-03,parent
nora.thomas11@gmail.com,Nora Thomas,opted_in,2023-12-26,2026-07-11,events
marcus.nakamura57@outlook.com,Marcus Nakamura,opted_in,2022-02-05,2022-04-06,alumni
charlotte.nelson14@icloud.com,Charlotte Nelson,opted_in,2022-09-03,2026-06-28,alumni
patrick.hall11@icloud.com,Patrick Hall,opted_in,2024-04-19,2026-07-06,newsletter
brianna.white19@icloud.com,Brianna White,opted_in,2023-05-14,2023-05-16,community
jada.thomas77@icloud.com,Jada Thomas,opted_in,2023-02-05,2026-07-11,parent
