txn_id,posted_date,account,memo,amount_usd,tag,sponsor_id_ref,vendor
QB-00029,2026-08-09,Registration Revenue,Tournament registration - Aria Hoffman,45.0,fall_tournament_2026,NON_SPONSOR,Stripe (participant)
QB-00030,2026-08-23,Registration Revenue,Tournament refund - Penelope Mori,-45.0,fall_tournament_2026,NON_SPONSOR,Stripe (participant refund)
QB-00031,2026-09-21,Registration Revenue,Tournament registration - Lei Butler,25.0,fall_tournament_2026,NON_SPONSOR,Stripe (participant)
QB-00032,2026-08-13,Registration Revenue,Tournament registration - Hannah Delgado,45.0,fall_tournament_2026,NON_SPONSOR,Stripe (participant)
QB-00033,2026-07-27,Registration Revenue,Tournament refund - Quinn Phillips,-45.0,fall_tournament_2026,NON_SPONSOR,Stripe (participant refund)
QB-00034,2026-07-15,Registration Revenue,Tournament refund - Kenji Rodriguez,-45.0,fall_tournament_2026,NON_SPONSOR,Stripe (participant refund)
QB-00035,2026-09-25,Registration Revenue,Tournament registration - Charlotte Sanchez,45.0,fall_tournament_2026,NON_SPONSOR,Stripe (participant)
QB-00036,2026-07-04,Registration Revenue,Tournament registration - Emma Garcia,45.0,fall_tournament_2026,NON_SPONSOR,Stripe (participant)
QB-00037,2026-07-05,Registration Revenue,Tournament registration - Carlos Stewart,45.0,fall_tournament_2026,NON_SPONSOR,Stripe (participant)
QB-00038,2026-09-27,Registration Revenue,Tournament refund - Elliott Wong,-45.0,fall_tournament_2026,NON_SPONSOR,Stripe (participant refund)
QB-00039,2026-09-08,Registration Revenue,Tournament registration - Caleb Adams,45.0,fall_tournament_2026,NON_SPONSOR,Stripe (participant)
QB-00040,2026-09-24,Registration Revenue,Tournament registration - Megan Ross,25.0,fall_tournament_2026,NON_SPONSOR,Stripe (participant)
QB-00041,2026-08-05,Registration Revenue,Tournament registration - Felix Thomas,25.0,fall_tournament_2026,NON_SPONSOR,Stripe (participant)
QB-00042,2026-07-10,Registration Revenue,Tournament registration - Finn Campbell,45.0,fall_tournament_2026,NON_SPONSOR,Stripe (participant)
QB-00043,2026-08-18,Registration Revenue,Tournament registration - Graham Thomas,25.0,fall_tournament_2026,NON_SPONSOR,Stripe (participant)
QB-00044,2026-07-11,Registration Revenue,Tournament registration - Ava Shaw,45.0,fall_tournament_2026,NON_SPONSOR,Stripe (participant)
QB-00045,2026-09-02,Registration Revenue,Tournament registration - Mason Coleman,25.0,fall_tournament_2026,NON_SPONSOR,Stripe (participant)
QB-00046,2026-08-10,Registration Revenue,Tournament refund - Henry Price,-45.0,fall_tournament_2026,NON_SPONSOR,Stripe (participant refund)
QB-00047,2026-07-24,Registration Revenue,Tournament registration - Wren Henderson,45.0,fall_tournament_2026,NON_SPONSOR,Stripe (participant)
QB-00048,2026-07-18,Registration Revenue,Tournament registration - Henry Lee,45.0,fall_tournament_2026,NON_SPONSOR,Stripe (participant)
QB-00049,2026-09-21,Registration Revenue,Tournament registration - Ivy Nelson,45.0,fall_tournament_2026,NON_SPONSOR,Stripe (participant)
QB-00050,2026-09-14,Registration Revenue,Tournament registration - Beckett Nelson,45.0,fall_tournament_2026,NON_SPONSOR,Stripe (participant)
QB-00051,2026-08-25,Registration Revenue,Tournament registration - Dominic Wong,45.0,fall_tournament_2026,NON_SPONSOR,Stripe (participant)
QB-00052,2026-09-22,Registration Revenue,Tournament registration - Henry Cooper,45.0,fall_tournament_2026,NON_SPONSOR,Stripe (participant)
QB-00053,2026-08-08,Registration Revenue,Tournament registration - Violet Scott,25.0,fall_tournament_2026,NON_SPONSOR,Stripe (participant)
QB-00054,2026-08-10,Registration Revenue,Tournament registration - Layla Price,45.0,fall_tournament_2026,NON_SPONSOR,Stripe (participant)
QB-00055,2026-09-21,Registration Revenue,Tournament registration - Scarlett Bell,45.0,fall_tournament_2026,NON_SPONSOR,Stripe (participant)
QB-00056,2026-08-14,Registration Revenue,Tournament registration - Caleb Hayashi,25.0,fall_tournament_2026,NON_SPONSOR,Stripe (participant)
QB-00057,2026-09-05,Registration Revenue,Tournament registration - Suki Hall,25.0,fall_tournament_2026,NON_SPONSOR,Stripe (participant)
QB-00058,2026-08-05,Registration Revenue,Tournament registration - Aaron Adams,25.0,fall_tournament_2026,NON_SPONSOR,Stripe (participant)
QB-00059,2026-08-10,Registration Revenue,Tournament registration - Theodore Bennett,45.0,fall_tournament_2026,NON_SPONSOR,Stripe (participant)
QB-00060,2026-08-10,Registration Revenue,Tournament registration - Suki Campbell,25.0,fall_tournament_2026,NON_SPONSOR,Stripe (participant)
QB-00061,2026-08-06,Registration Revenue,Tournament registration - Harper Green,10.0,fall_tournament_2026,NON_SPONSOR,Stripe (participant)
QB-00062,2026-09-02,Registration Revenue,Tournament registration - Derek Kobayashi,45.0,fall_tournament_2026,NON_SPONSOR,Stripe (participant)
QB-00063,2026-10-02,Registration Revenue,Tournament registration - Julian Hoffman,10.0,fall_tournament_2026,NON_SPONSOR,Stripe (participant)
QB-00064,2026-07-02,Registration Revenue,Tournament registration - Violet Wong,45.0,fall_tournament_2026,NON_SPONSOR,Stripe (participant)
QB-00065,2026-08-06,Registration Revenue,Tournament registration - Mei Green,25.0,fall_tournament_2026,NON_SPONSOR,Stripe (participant)
QB-00066,2026-09-01,Registration Revenue,Tournament registration - Grant Ito,10.0,fall_tournament_2026,NON_SPONSOR,Stripe (participant)
QB-00067,2026-10-08,Registration Revenue,Tournament registration - Leo Ross,45.0,fall_tournament_2026,NON_SPONSOR,Stripe (participant)
QB-00068,2026-10-02,Registration Revenue,Tournament registration - Michael Coleman,10.0,fall_tournament_2026,NON_SPONSOR,Stripe (participant)
QB-00069,2026-08-05,Registration Revenue,Tournament registration - Luna Hernandez,25.0,fall_tournament_2026,NON_SPONSOR,Stripe (participant)
QB-00070,2026-10-07,Registration Revenue,Tournament registration - Elena Harris,45.0,fall_tournament_2026,NON_SPONSOR,Stripe (participant)
QB-00071,2026-08-02,Registration Revenue,Tournament registration - Nora Yamamoto,25.0,fall_tournament_2026,NON_SPONSOR,Stripe (participant)
QB-00072,2026-07-02,Registration Revenue,Tournament registration - Brianna Cook,10.0,fall_tournament_2026,NON_SPONSOR,Stripe (participant)
QB-00073,2026-07-08,Registration Revenue,Tournament registration - Clark Rodriguez,45.0,fall_tournament_2026,NON_SPONSOR,Stripe (participant)
QB-00074,2026-08-04,Registration Revenue,Tournament registration - Kaia Suzuki,10.0,fall_tournament_2026,NON_SPONSOR,Stripe (participant)
QB-00075,2026-07-03,Registration Revenue,Tournament registration - Andre Suzuki,10.0,fall_tournament_2026,NON_SPONSOR,Stripe (participant)
QB-00076,2026-10-08,Registration Revenue,Tournament registration - Leo Taylor,25.0,fall_tournament_2026,NON_SPONSOR,Stripe (participant)
QB-00077,2026-10-06,Registration Revenue,Tournament registration - Finn Barnes,10.0,fall_tournament_2026,NON_SPONSOR,Stripe (participant)
QB-00078,2026-10-04,Registration Revenue,Tournament registration - Sierra Singh,10.0,fall_tournament_2026,NON_SPONSOR,Stripe (participant)
QB-00079,2026-07-02,Registration Revenue,Tournament registration - James Parker,10.0,fall_tournament_2026,NON_SPONSOR,Stripe (participant)
QB-00080,2026-08-03,Registration Revenue,Tournament registration - Jin Evans,25.0,fall_tournament_2026,NON_SPONSOR,Stripe (participant)
QB-00081,2026-09-01,Registration Revenue,Tournament registration - Hana Moore,10.0,fall_tournament_2026,NON_SPONSOR,Stripe (participant)
QB-00082,2026-10-02,Registration Revenue,Tournament registration - Hazel Scott,25.0,fall_tournament_2026,NON_SPONSOR,Stripe (participant)
QB-00083,2026-09-07,Registration Revenue,Tournament registration - Ian Robinson,25.0,fall_tournament_2026,NON_SPONSOR,Stripe (participant)
QB-00084,2026-07-05,Registration Revenue,Tournament registration - Wei Hall,45.0,fall_tournament_2026,NON_SPONSOR,Stripe (participant)
QB-00085,2026-09-03,Registration Revenue,Tournament registration - Patrick Rivera,45.0,fall_tournament_2026,NON_SPONSOR,Stripe (participant)
QB-00086,2026-07-08,Registration Revenue,Tournament registration - Mia Henderson,10.0,fall_tournament_2026,NON_SPONSOR,Stripe (participant)
QB-00087,2026-10-05,Registration Revenue,Tournament registration - Aiden Ross,10.0,fall_tournament_2026,NON_SPONSOR,Stripe (participant)
QB-00088,2026-09-01,Registration Revenue,Tournament registration - Sean Nakamura,45.0,fall_tournament_2026,NON_SPONSOR,Stripe (participant)
QB-00089,2026-10-02,Registration Revenue,Tournament registration - Anika Garcia,45.0,fall_tournament_2026,NON_SPONSOR,Stripe (participant)
QB-00090,2026-10-05,Registration Revenue,Tournament registration - Skye Parker,45.0,fall_tournament_2026,NON_SPONSOR,Stripe (participant)
QB-00091,2026-09-03,Registration Revenue,Tournament registration - Min Suzuki,10.0,fall_tournament_2026,NON_SPONSOR,Stripe (participant)
QB-00092,2026-07-03,Registration Revenue,Tournament registration - Sophia White,25.0,fall_tournament_2026,NON_SPONSOR,Stripe (participant)
QB-00093,2026-07-06,Registration Revenue,Tournament registration - Miles Kumar,10.0,fall_tournament_2026,NON_SPONSOR,Stripe (participant)
QB-00094,2026-08-05,Registration Revenue,Tournament registration - Philip Yamamoto,10.0,fall_tournament_2026,NON_SPONSOR,Stripe (participant)
QB-00095,2026-07-04,Registration Revenue,Tournament registration - Lauren Bell,45.0,fall_tournament_2026,NON_SPONSOR,Stripe (participant)
QB-00096,2026-07-04,Registration Revenue,Tournament registration - Violet Adams,45.0,fall_tournament_2026,NON_SPONSOR,Stripe (participant)
QB-00097,2026-09-06,Registration Revenue,Tournament registration - Naomi Hoffman,10.0,fall_tournament_2026,NON_SPONSOR,Stripe (participant)
QB-00098,2026-09-05,Registration Revenue,Tournament registration - Ava Reeves,10.0,fall_tournament_2026,NON_SPONSOR,Stripe (participant)
QB-00099,2026-08-06,Registration Revenue,Tournament registration - Wren Russell,45.0,fall_tournament_2026,NON_SPONSOR,Stripe (participant)
QB-00100,2026-07-01,Registration Revenue,Tournament registration - Curtis Reed,25.0,fall_tournament_2026,NON_SPONSOR,Stripe (participant)
QB-00101,2026-08-03,Registration Revenue,Tournament registration - Abigail Wood,25.0,fall_tournament_2026,NON_SPONSOR,Stripe (participant)
QB-00102,2026-07-09,Registration Revenue,Tournament registration - Brandon Mitchell,10.0,fall_tournament_2026,NON_SPONSOR,Stripe (participant)
QB-00103,2026-09-15,Venue Rental,Cedar Ridge Plaza venue day-of rental,-1200.0,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00104,2026-08-01,Venue Rental,Venue refundable deposit,-500.0,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00105,2026-01-15,Insurance,General liability premium - annual,-2400.0,fall_tournament_2026,NON_SPONSOR,annual
QB-00106,2026-09-01,Insurance,Tournament rider endorsement,-350.0,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00107,2026-09-20,Insurance,GL policy renewal reminder (renewal 2027-01-31),-0.0,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00108,2026-09-10,Trophies,Tournament trophies and medals - Oregon Trophy Co,-680.0,fall_tournament_2026,NON_SPONSOR,Oregon Trophy Co
QB-00109,2026-09-25,Trophies,Engraving service for winner plates,-120.0,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00110,2026-09-28,Judge Honoraria,Judge honorarium pre-payment - Kenji Aoyama,-400.0,fall_tournament_2026,NON_SPONSOR,Kenji Aoyama
QB-00111,2026-09-28,Judge Honoraria,Judge honorarium pre-payment - Priya Rao,-350.0,fall_tournament_2026,NON_SPONSOR,Priya Rao
QB-00112,2026-08-20,Merch COGS,Patch restock - wholesale order,-220.0,fall_tournament_2026,NON_SPONSOR,wholesale order
QB-00113,2026-08-15,Merch COGS,Shinai care kit supplies,-185.0,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00114,2026-09-05,Merch COGS,Tournament t-shirts bulk order,-540.0,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00115,2026-04-20,Shipping,FedEx merch fulfillment batch,-310.0,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00116,2026-04-25,Shipping,UPS post-spring-tournament merch,-180.0,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00117,2026-09-30,Supplies,First aid kit restock,-95.0,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00118,2026-10-01,Supplies,Scoring flags and court tape,-65.0,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00119,2026-10-05,Supplies,Printed brackets and programs,-180.0,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00120,2026-08-10,Marketing,Social media ad boost - tournament,-150.0,fall_tournament_2026,NON_SPONSOR,tournament
QB-00121,2026-09-15,Marketing,Banner printing for sponsors,-320.0,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00122,2026-10-08,Catering,Judge and staff lunch pre-order,-280.0,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00123,2026-01-01,Membership Revenue,Monthly dues collection sweep - 01/2026,5376.82,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00124,2026-01-07,Drop-in Revenue,Drop-in class fees,54.0,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00125,2026-01-15,Drop-in Revenue,Drop-in class fees,36.0,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00126,2026-01-22,Drop-in Revenue,Drop-in class fees,18.0,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00127,2026-01-06,Drop-in Revenue,Drop-in class fees,36.0,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00128,2026-01-24,Drop-in Revenue,Drop-in class fees,90.0,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00129,2026-01-04,Drop-in Revenue,Drop-in class fees,72.0,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00130,2026-01-02,Drop-in Revenue,Drop-in class fees,72.0,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00131,2026-01-09,Drop-in Revenue,Drop-in class fees,90.0,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00132,2026-02-01,Membership Revenue,Monthly dues collection sweep - 02/2026,5437.82,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00133,2026-02-19,Drop-in Revenue,Drop-in class fees,54.0,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00134,2026-02-01,Drop-in Revenue,Drop-in class fees,54.0,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00135,2026-02-15,Drop-in Revenue,Drop-in class fees,36.0,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00136,2026-02-02,Drop-in Revenue,Drop-in class fees,36.0,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00137,2026-03-01,Membership Revenue,Monthly dues collection sweep - 03/2026,6035.77,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00138,2026-03-02,Drop-in Revenue,Drop-in class fees,90.0,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00139,2026-03-27,Drop-in Revenue,Drop-in class fees,54.0,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00140,2026-03-16,Drop-in Revenue,Drop-in class fees,90.0,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00141,2026-03-18,Drop-in Revenue,Drop-in class fees,54.0,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00142,2026-03-03,Drop-in Revenue,Drop-in class fees,54.0,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00143,2026-03-17,Drop-in Revenue,Drop-in class fees,36.0,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00144,2026-03-06,Drop-in Revenue,Drop-in class fees,90.0,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00145,2026-04-01,Membership Revenue,Monthly dues collection sweep - 04/2026,5261.36,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00146,2026-04-06,Drop-in Revenue,Drop-in class fees,72.0,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00147,2026-04-18,Drop-in Revenue,Drop-in class fees,90.0,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00148,2026-04-13,Drop-in Revenue,Drop-in class fees,18.0,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00149,2026-04-12,Drop-in Revenue,Drop-in class fees,36.0,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00150,2026-04-07,Drop-in Revenue,Drop-in class fees,54.0,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00151,2026-04-11,Drop-in Revenue,Drop-in class fees,54.0,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00152,2026-04-10,Drop-in Revenue,Drop-in class fees,36.0,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00153,2026-05-01,Membership Revenue,Monthly dues collection sweep - 05/2026,6055.28,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00154,2026-05-17,Drop-in Revenue,Drop-in class fees,72.0,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00155,2026-05-18,Drop-in Revenue,Drop-in class fees,18.0,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00156,2026-05-04,Drop-in Revenue,Drop-in class fees,54.0,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00157,2026-05-15,Drop-in Revenue,Drop-in class fees,36.0,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00158,2026-05-21,Drop-in Revenue,Drop-in class fees,90.0,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00159,2026-05-20,Drop-in Revenue,Drop-in class fees,36.0,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00160,2026-05-02,Drop-in Revenue,Drop-in class fees,54.0,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00161,2026-06-01,Membership Revenue,Monthly dues collection sweep - 06/2026,5543.24,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00162,2026-06-13,Drop-in Revenue,Drop-in class fees,54.0,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00163,2026-06-18,Drop-in Revenue,Drop-in class fees,54.0,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00164,2026-06-01,Drop-in Revenue,Drop-in class fees,90.0,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00165,2026-07-01,Membership Revenue,Monthly dues collection sweep - 07/2026,5939.9,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00166,2026-07-17,Drop-in Revenue,Drop-in class fees,90.0,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00167,2026-07-15,Drop-in Revenue,Drop-in class fees,72.0,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00168,2026-07-02,Drop-in Revenue,Drop-in class fees,54.0,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00169,2026-07-21,Drop-in Revenue,Drop-in class fees,36.0,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00170,2026-07-11,Drop-in Revenue,Drop-in class fees,90.0,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00171,2026-08-01,Membership Revenue,Monthly dues collection sweep - 08/2026,5274.11,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00172,2026-08-06,Drop-in Revenue,Drop-in class fees,90.0,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00173,2026-08-18,Drop-in Revenue,Drop-in class fees,18.0,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00174,2026-08-21,Drop-in Revenue,Drop-in class fees,18.0,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00175,2026-09-01,Membership Revenue,Monthly dues collection sweep - 09/2026,5389.7,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00176,2026-09-25,Drop-in Revenue,Drop-in class fees,36.0,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00177,2026-09-28,Drop-in Revenue,Drop-in class fees,72.0,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00178,2026-09-27,Drop-in Revenue,Drop-in class fees,18.0,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00179,2026-09-07,Drop-in Revenue,Drop-in class fees,90.0,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00180,2026-09-27,Drop-in Revenue,Drop-in class fees,72.0,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00181,2026-09-21,Drop-in Revenue,Drop-in class fees,18.0,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00182,2026-09-24,Drop-in Revenue,Drop-in class fees,36.0,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00183,2026-09-01,Drop-in Revenue,Drop-in class fees,72.0,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00184,2026-10-01,Membership Revenue,Monthly dues collection sweep - 10/2026,5845.18,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00185,2026-10-03,Drop-in Revenue,Drop-in class fees,18.0,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00186,2026-10-02,Drop-in Revenue,Drop-in class fees,36.0,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00187,2026-10-26,Drop-in Revenue,Drop-in class fees,54.0,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00188,2026-09-03,Marketing,Utility payment,-72.99,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00189,2026-08-21,Utilities,Equipment maintenance,-61.13,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00190,2026-07-22,Supplies,Misc supplies,-103.38,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00191,2026-10-03,Supplies,Misc supplies,-66.5,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00192,2026-09-04,Maintenance,Utility payment,-98.85,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00193,2026-05-25,Utilities,Equipment maintenance,-71.36,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00194,2026-01-16,Marketing,Cleaning service,-37.73,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00195,2026-07-26,Maintenance,Cleaning service,-58.75,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00196,2026-06-01,Marketing,Misc supplies,-25.43,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00197,2026-10-20,Utilities,Misc supplies,-59.61,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00198,2026-06-07,Utilities,Cleaning service,-40.92,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00199,2026-04-20,Maintenance,Cleaning service,-34.9,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00200,2026-10-28,Supplies,Equipment maintenance,-103.81,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00201,2026-02-10,Supplies,Utility payment,-32.77,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
