id,firstName,lastName,headline,location,industry,connectedAt,organizationId
li-conn-nat-taveras-e002,Nat,Taveras,Choreographer and Collaborator at Amanda Webb Dance Instruction,"Reading, PA, United States",Performing Arts,2024-09-14T00:00:00Z,org-aw-rhythm-e002
li-conn-maribel-santos-e002,Maribel,Santos,Owner and Landlord at Rhythm Dance Studio,"West Reading, PA, United States",Real Estate,2024-08-20T00:00:00Z,
li-conn-priya-iyer-e002,Priya,Iyer,CPA and Founder at Iyer CPA LLC,"Wyomissing, PA, United States",Accounting,2024-08-30T00:00:00Z,
li-conn-maritza-colon-e002,Maritza,Colon,Program Manager - Aspire Grant at Pennsylvania Women's Business Center,"Harrisburg, PA, United States",Nonprofit Organization Management,2026-03-04T00:00:00Z,org-pa-wbc-e002
li-conn-rhonda-weaver-e002,Rhonda,Weaver,Grants Officer at Berks County Community Foundation,"Reading, PA, United States",Philanthropy,2026-06-11T00:00:00Z,org-berks-cf-e002
li-conn-marcus-reilly-e002,Marcus,Reilly,Program Director at Reading Beautification Coalition,"Reading, PA, United States",Civic and Social Organization,2026-08-19T00:00:00Z,org-reading-beaut-e002
li-conn-alicia-nguyen-e002,Alicia,Nguyen,Loan Officer at SBA Microloan - Berks Intermediary,"Reading, PA, United States",Financial Services,2026-09-02T00:00:00Z,org-sba-berks-e002
li-conn-simone-patel-e002,Simone,Patel,Grants Coordinator at Eileen Fisher Foundation,"Irvington, NY, United States",Philanthropy,2026-04-08T00:00:00Z,org-eileen-fisher-e002
li-conn-jess-reyes-e002,Jess,Reyes,Marketing Manager at Berks Regional Retail Group,"Lancaster, PA, United States",Marketing and Advertising,2015-11-30T00:00:00Z,
li-conn-daniel-orr-e002,Daniel,Orr,Emergency Department Charge Nurse at Laurel Creek Regional Medical Center,"Reading, PA, United States",Hospitals and Health Care,2016-05-14T00:00:00Z,org-laurel-creek-e002
li-conn-nat-taveras-e003,Nat,Taveras,Choreographer and Collaborator at Amanda Webb Dance Instruction,"Reading, PA, United States",Performing Arts,2024-09-14T00:00:00Z,org-aw-rhythm-e003
li-conn-maribel-santos-e003,Maribel,Santos,Owner and Landlord at Rhythm Dance Studio,"West Reading, PA, United States",Real Estate,2024-08-20T00:00:00Z,
li-conn-priya-iyer-e003,Priya,Iyer,CPA and Founder at Iyer CPA LLC,"Wyomissing, PA, United States",Accounting,2024-08-30T00:00:00Z,
li-conn-maritza-colon-e003,Maritza,Colon,Program Manager - Aspire Grant at Pennsylvania Women's Business Center,"Harrisburg, PA, United States",Nonprofit Organization Management,2026-03-04T00:00:00Z,org-pa-wbc-e003
li-conn-rhonda-weaver-e003,Rhonda,Weaver,Grants Officer at Berks County Community Foundation,"Reading, PA, United States",Philanthropy,2026-06-11T00:00:00Z,org-berks-cf-e003
li-conn-marcus-reilly-e003,Marcus,Reilly,Program Director at Reading Beautification Coalition,"Reading, PA, United States",Civic and Social Organization,2026-08-19T00:00:00Z,org-reading-beaut-e003
li-conn-alicia-nguyen-e003,Alicia,Nguyen,Loan Officer at SBA Microloan - Berks Intermediary,"Reading, PA, United States",Financial Services,2026-09-02T00:00:00Z,org-sba-berks-e003
li-conn-simone-patel-e003,Simone,Patel,Grants Coordinator at Eileen Fisher Foundation,"Irvington, NY, United States",Philanthropy,2026-04-08T00:00:00Z,org-eileen-fisher-e003
li-conn-jess-reyes-e003,Jess,Reyes,Marketing Manager at Berks Regional Retail Group,"Lancaster, PA, United States",Marketing and Advertising,2015-11-30T00:00:00Z,
li-conn-daniel-orr-e003,Daniel,Orr,Emergency Department Charge Nurse at Laurel Creek Regional Medical Center,"Reading, PA, United States",Hospitals and Health Care,2016-05-14T00:00:00Z,org-laurel-creek-e003
li-conn-nat-taveras-e004,Nat,Taveras,Choreographer and Collaborator at Amanda Webb Dance Instruction,"Reading, PA, United States",Performing Arts,2024-09-14T00:00:00Z,org-aw-rhythm-e004
li-conn-maribel-santos-e004,Maribel,Santos,Owner and Landlord at Rhythm Dance Studio,"West Reading, PA, United States",Real Estate,2024-08-20T00:00:00Z,
li-conn-priya-iyer-e004,Priya,Iyer,CPA and Founder at Iyer CPA LLC,"Wyomissing, PA, United States",Accounting,2024-08-30T00:00:00Z,
li-conn-maritza-colon-e004,Maritza,Colon,Program Manager - Aspire Grant at Pennsylvania Women's Business Center,"Harrisburg, PA, United States",Nonprofit Organization Management,2026-03-04T00:00:00Z,org-pa-wbc-e004
li-conn-rhonda-weaver-e004,Rhonda,Weaver,Grants Officer at Berks County Community Foundation,"Reading, PA, United States",Philanthropy,2026-06-11T00:00:00Z,org-berks-cf-e004
li-conn-marcus-reilly-e004,Marcus,Reilly,Program Director at Reading Beautification Coalition,"Reading, PA, United States",Civic and Social Organization,2026-08-19T00:00:00Z,org-reading-beaut-e004
li-conn-alicia-nguyen-e004,Alicia,Nguyen,Loan Officer at SBA Microloan - Berks Intermediary,"Reading, PA, United States",Financial Services,2026-09-02T00:00:00Z,org-sba-berks-e004
li-conn-simone-patel-e004,Simone,Patel,Grants Coordinator at Eileen Fisher Foundation,"Irvington, NY, United States",Philanthropy,2026-04-08T00:00:00Z,org-eileen-fisher-e004
li-conn-jess-reyes-e004,Jess,Reyes,Marketing Manager at Berks Regional Retail Group,"Lancaster, PA, United States",Marketing and Advertising,2015-11-30T00:00:00Z,
li-conn-daniel-orr-e004,Daniel,Orr,Emergency Department Charge Nurse at Laurel Creek Regional Medical Center,"Reading, PA, United States",Hospitals and Health Care,2016-05-14T00:00:00Z,org-laurel-creek-e004
li-conn-nat-taveras-e005,Nat,Taveras,Choreographer and Collaborator at Amanda Webb Dance Instruction,"Reading, PA, United States",Performing Arts,2024-09-14T00:00:00Z,org-aw-rhythm-e005
li-conn-maribel-santos-e005,Maribel,Santos,Owner and Landlord at Rhythm Dance Studio,"West Reading, PA, United States",Real Estate,2024-08-20T00:00:00Z,
li-conn-priya-iyer-e005,Priya,Iyer,CPA and Founder at Iyer CPA LLC,"Wyomissing, PA, United States",Accounting,2024-08-30T00:00:00Z,
li-conn-maritza-colon-e005,Maritza,Colon,Program Manager - Aspire Grant at Pennsylvania Women's Business Center,"Harrisburg, PA, United States",Nonprofit Organization Management,2026-03-04T00:00:00Z,org-pa-wbc-e005
li-conn-rhonda-weaver-e005,Rhonda,Weaver,Grants Officer at Berks County Community Foundation,"Reading, PA, United States",Philanthropy,2026-06-11T00:00:00Z,org-berks-cf-e005
li-conn-marcus-reilly-e005,Marcus,Reilly,Program Director at Reading Beautification Coalition,"Reading, PA, United States",Civic and Social Organization,2026-08-19T00:00:00Z,org-reading-beaut-e005
li-conn-alicia-nguyen-e005,Alicia,Nguyen,Loan Officer at SBA Microloan - Berks Intermediary,"Reading, PA, United States",Financial Services,2026-09-02T00:00:00Z,org-sba-berks-e005
li-conn-simone-patel-e005,Simone,Patel,Grants Coordinator at Eileen Fisher Foundation,"Irvington, NY, United States",Philanthropy,2026-04-08T00:00:00Z,org-eileen-fisher-e005
li-conn-jess-reyes-e005,Jess,Reyes,Marketing Manager at Berks Regional Retail Group,"Lancaster, PA, United States",Marketing and Advertising,2015-11-30T00:00:00Z,
li-conn-daniel-orr-e005,Daniel,Orr,Emergency Department Charge Nurse at Laurel Creek Regional Medical Center,"Reading, PA, United States",Hospitals and Health Care,2016-05-14T00:00:00Z,org-laurel-creek-e005
li-conn-nat-taveras-e006,Nat,Taveras,Choreographer and Collaborator at Amanda Webb Dance Instruction,"Reading, PA, United States",Performing Arts,2024-09-14T00:00:00Z,org-aw-rhythm-e006
li-conn-maribel-santos-e006,Maribel,Santos,Owner and Landlord at Rhythm Dance Studio,"West Reading, PA, United States",Real Estate,2024-08-20T00:00:00Z,
li-conn-priya-iyer-e006,Priya,Iyer,CPA and Founder at Iyer CPA LLC,"Wyomissing, PA, United States",Accounting,2024-08-30T00:00:00Z,
li-conn-maritza-colon-e006,Maritza,Colon,Program Manager - Aspire Grant at Pennsylvania Women's Business Center,"Harrisburg, PA, United States",Nonprofit Organization Management,2026-03-04T00:00:00Z,org-pa-wbc-e006
li-conn-rhonda-weaver-e006,Rhonda,Weaver,Grants Officer at Berks County Community Foundation,"Reading, PA, United States",Philanthropy,2026-06-11T00:00:00Z,org-berks-cf-e006
li-conn-marcus-reilly-e006,Marcus,Reilly,Program Director at Reading Beautification Coalition,"Reading, PA, United States",Civic and Social Organization,2026-08-19T00:00:00Z,org-reading-beaut-e006
li-conn-alicia-nguyen-e006,Alicia,Nguyen,Loan Officer at SBA Microloan - Berks Intermediary,"Reading, PA, United States",Financial Services,2026-09-02T00:00:00Z,org-sba-berks-e006
li-conn-simone-patel-e006,Simone,Patel,Grants Coordinator at Eileen Fisher Foundation,"Irvington, NY, United States",Philanthropy,2026-04-08T00:00:00Z,org-eileen-fisher-e006
li-conn-jess-reyes-e006,Jess,Reyes,Marketing Manager at Berks Regional Retail Group,"Lancaster, PA, United States",Marketing and Advertising,2015-11-30T00:00:00Z,
li-conn-daniel-orr-e006,Daniel,Orr,Emergency Department Charge Nurse at Laurel Creek Regional Medical Center,"Reading, PA, United States",Hospitals and Health Care,2016-05-14T00:00:00Z,org-laurel-creek-e006
li-conn-nat-taveras-e007,Nat,Taveras,Choreographer and Collaborator at Amanda Webb Dance Instruction,"Reading, PA, United States",Performing Arts,2024-09-14T00:00:00Z,org-aw-rhythm-e007
li-conn-maribel-santos-e007,Maribel,Santos,Owner and Landlord at Rhythm Dance Studio,"West Reading, PA, United States",Real Estate,2024-08-20T00:00:00Z,
li-conn-priya-iyer-e007,Priya,Iyer,CPA and Founder at Iyer CPA LLC,"Wyomissing, PA, United States",Accounting,2024-08-30T00:00:00Z,
li-conn-maritza-colon-e007,Maritza,Colon,Program Manager - Aspire Grant at Pennsylvania Women's Business Center,"Harrisburg, PA, United States",Nonprofit Organization Management,2026-03-04T00:00:00Z,org-pa-wbc-e007
li-conn-rhonda-weaver-e007,Rhonda,Weaver,Grants Officer at Berks County Community Foundation,"Reading, PA, United States",Philanthropy,2026-06-11T00:00:00Z,org-berks-cf-e007
li-conn-marcus-reilly-e007,Marcus,Reilly,Program Director at Reading Beautification Coalition,"Reading, PA, United States",Civic and Social Organization,2026-08-19T00:00:00Z,org-reading-beaut-e007
li-conn-alicia-nguyen-e007,Alicia,Nguyen,Loan Officer at SBA Microloan - Berks Intermediary,"Reading, PA, United States",Financial Services,2026-09-02T00:00:00Z,org-sba-berks-e007
li-conn-simone-patel-e007,Simone,Patel,Grants Coordinator at Eileen Fisher Foundation,"Irvington, NY, United States",Philanthropy,2026-04-08T00:00:00Z,org-eileen-fisher-e007
li-conn-jess-reyes-e007,Jess,Reyes,Marketing Manager at Berks Regional Retail Group,"Lancaster, PA, United States",Marketing and Advertising,2015-11-30T00:00:00Z,
li-conn-daniel-orr-e007,Daniel,Orr,Emergency Department Charge Nurse at Laurel Creek Regional Medical Center,"Reading, PA, United States",Hospitals and Health Care,2016-05-14T00:00:00Z,org-laurel-creek-e007
