message_id,to_email,from_email,subject,template_id,status,opens,clicks,sent_at
sg_pre_nf_7,alejandro.rios@Finthesiss.ai,receipts@netflix.com,Payment received - Netflix - $15.49,,delivered,1,0,2025-06-14
sg_pre_ch_7,alejandro.rios@Finthesiss.ai,receipts@chewy.com,Payment received - Chewy Autoship (Maple) - $81.00,,delivered,1,0,2025-06-15
sg_x0006,alejandro.rios@Finthesiss.ai,orders@rei.com,Receipt from REI Co-op - $85.47,,delivered,0,0,2025-07-01
sg_pre_nf_8,alejandro.rios@Finthesiss.ai,receipts@netflix.com,Payment received - Netflix - $15.49,,delivered,1,0,2025-07-14
sg_pre_ch_8,alejandro.rios@Finthesiss.ai,receipts@chewy.com,Payment received - Chewy Autoship (Maple) - $84.00,,delivered,1,0,2025-07-15
sg_x0007,alejandro.rios@Finthesiss.ai,orders@rei.com,Receipt from REI Co-op - $25.72,,delivered,0,0,2025-07-27
sg_pre_nf_9,alejandro.rios@Finthesiss.ai,receipts@netflix.com,Payment received - Netflix - $15.49,,delivered,1,0,2025-08-14
sg_pre_ch_9,alejandro.rios@Finthesiss.ai,receipts@chewy.com,Payment received - Chewy Autoship (Maple) - $79.00,,delivered,1,0,2025-08-15
sg_x0008,alejandro.rios@Finthesiss.ai,ereceipts@meijer.com,Receipt from Meijer - $106.73,,delivered,1,0,2025-08-24
sg_x0009,alejandro.rios@Finthesiss.ai,no-reply@spotify.com,Receipt from Spotify - $60.56,,delivered,0,0,2025-08-24
sg_x0010,alejandro.rios@Finthesiss.ai,ereceipts@meijer.com,Receipt from Meijer - $60.23,,delivered,0,0,2025-08-26
sg_pre_nf_10,alejandro.rios@Finthesiss.ai,receipts@netflix.com,Payment received - Netflix - $15.49,,delivered,1,0,2025-09-14
sg_pre_ch_10,alejandro.rios@Finthesiss.ai,receipts@chewy.com,Payment received - Chewy Autoship (Maple) - $80.00,,delivered,1,0,2025-09-15
sg_pre_nf_11,alejandro.rios@Finthesiss.ai,receipts@netflix.com,Payment received - Netflix - $15.49,,delivered,1,0,2025-10-14
sg_pre_ch_11,alejandro.rios@Finthesiss.ai,receipts@chewy.com,Payment received - Chewy Autoship (Maple) - $81.00,,delivered,1,0,2025-10-15
sg_x0011,alejandro.rios@Finthesiss.ai,shop@highergroundstrading.com,Receipt from Higher Grounds - $58.47,,delivered,0,0,2025-11-03
sg_20251114_netf,alejandro.rios@Finthesiss.ai,receipts@netflix.com,Payment received - Netflix - $15.49,,delivered,1,0,2025-11-14
sg_20251115_chew,alejandro.rios@Finthesiss.ai,receipts@chewy.com,Payment received - Chewy Autoship (Maple) - $80.00,,delivered,1,0,2025-11-15
sg_x0012,alejandro.rios@Finthesiss.ai,auto-confirm@amazon.com,Receipt from Amazon - $58.13,,delivered,0,0,2025-11-15
sg_x0013,alejandro.rios@Finthesiss.ai,no-reply@spotify.com,Receipt from Spotify - $42.63,,delivered,0,0,2025-12-02
sg_x0014,alejandro.rios@Finthesiss.ai,statements@aetna.com,Receipt from Aetna - $80.0,,delivered,0,0,2025-12-07
sg_20251214_netf,alejandro.rios@Finthesiss.ai,receipts@netflix.com,Payment received - Netflix - $15.49,,delivered,1,0,2025-12-14
sg_20251215_chew,alejandro.rios@Finthesiss.ai,receipts@chewy.com,Payment received - Chewy Autoship (Maple) - $84.00,,delivered,1,0,2025-12-15
sg_x0015,alejandro.rios@Finthesiss.ai,holds@tadl.org,Receipt from Grand Traverse County Library - $48.74,,delivered,0,0,2025-12-20
sg_x0016,alejandro.rios@Finthesiss.ai,fi-receipts@google.com,Receipt from Google Fi - $57.48,,delivered,1,0,2025-12-25
sg_x0017,alejandro.rios@Finthesiss.ai,statements@aetna.com,Receipt from Aetna - $35.39,,delivered,0,0,2026-01-01
sg_20260114_netf,alejandro.rios@Finthesiss.ai,receipts@netflix.com,Payment received - Netflix - $15.49,,delivered,1,0,2026-01-14
sg_20260115_chew,alejandro.rios@Finthesiss.ai,receipts@chewy.com,Payment received - Chewy Autoship (Maple) - $78.00,,delivered,1,0,2026-01-15
sg_x0018,alejandro.rios@Finthesiss.ai,auto-confirm@amazon.com,Receipt from Amazon - $26.98,,delivered,1,0,2026-01-17
sg_x0019,alejandro.rios@Finthesiss.ai,ereceipts@meijer.com,Receipt from Meijer - $41.98,,delivered,1,0,2026-01-21
sg_x0020,alejandro.rios@Finthesiss.ai,billing@progressive.com,Receipt from Progressive - $58.85,,delivered,1,0,2026-01-24
sg_x0021,alejandro.rios@Finthesiss.ai,holds@tadl.org,Receipt from Grand Traverse County Library - $112.97,,delivered,1,0,2026-02-03
sg_x0022,alejandro.rios@Finthesiss.ai,holds@tadl.org,Receipt from Grand Traverse County Library - $29.47,,delivered,0,0,2026-02-05
sg_20260214_netf,alejandro.rios@Finthesiss.ai,receipts@netflix.com,Payment received - Netflix - $15.49,,delivered,1,0,2026-02-14
sg_20260215_chew,alejandro.rios@Finthesiss.ai,receipts@chewy.com,Payment received - Chewy Autoship (Maple) - $82.00,,delivered,1,0,2026-02-15
sg_20260314_netf,alejandro.rios@Finthesiss.ai,receipts@netflix.com,Payment received - Netflix - $15.49,,delivered,1,0,2026-03-14
sg_20260315_chew,alejandro.rios@Finthesiss.ai,receipts@chewy.com,Payment received - Chewy Autoship (Maple) - $76.00,,delivered,1,0,2026-03-15
sg_20260414_netf,alejandro.rios@Finthesiss.ai,receipts@netflix.com,Payment received - Netflix - $15.49,,delivered,1,0,2026-04-14
sg_20260415_chew,alejandro.rios@Finthesiss.ai,receipts@chewy.com,Payment received - Chewy Autoship (Maple) - $80.00,,delivered,1,0,2026-04-15
sg_x0023,alejandro.rios@Finthesiss.ai,orders@rei.com,Receipt from REI Co-op - $90.51,,delivered,0,0,2026-04-25
sg_x0024,alejandro.rios@Finthesiss.ai,shop@highergroundstrading.com,Receipt from Higher Grounds - $41.4,,delivered,0,0,2026-05-01
sg_x0025,alejandro.rios@Finthesiss.ai,holds@tadl.org,Receipt from Grand Traverse County Library - $99.9,,delivered,0,0,2026-05-01
sg_x0026,alejandro.rios@Finthesiss.ai,orders@rei.com,Receipt from REI Co-op - $12.05,,delivered,0,0,2026-05-04
sg_x0027,alejandro.rios@Finthesiss.ai,no-reply@spotify.com,Receipt from Spotify - $15.19,,delivered,0,0,2026-05-10
sg_20260514_netf,alejandro.rios@Finthesiss.ai,receipts@netflix.com,Payment received - Netflix - $15.49,,delivered,1,0,2026-05-14
sg_20260515_chew,alejandro.rios@Finthesiss.ai,receipts@chewy.com,Payment received - Chewy Autoship (Maple) - $83.00,,delivered,1,0,2026-05-15
sg_20260614_netf,alejandro.rios@Finthesiss.ai,receipts@netflix.com,Payment received - Netflix - $15.49,,delivered,1,0,2026-06-14
sg_20260615_chew,alejandro.rios@Finthesiss.ai,receipts@chewy.com,Payment received - Chewy Autoship (Maple) - $77.00,,delivered,1,0,2026-06-15
sg_x0028,alejandro.rios@Finthesiss.ai,no-reply@mohela.com,Receipt from MOHELA - $30.14,,delivered,1,0,2026-06-27
sg_x0029,alejandro.rios@Finthesiss.ai,auto-confirm@amazon.com,Receipt from Amazon - $31.72,,delivered,1,0,2026-07-05
sg_x0030,alejandro.rios@Finthesiss.ai,shop@highergroundstrading.com,Receipt from Higher Grounds - $6.38,,delivered,1,0,2026-07-06
sg_x0031,alejandro.rios@Finthesiss.ai,orders@rei.com,Receipt from REI Co-op - $31.06,,delivered,1,0,2026-07-08
sg_x0032,alejandro.rios@Finthesiss.ai,auto-confirm@amazon.com,Receipt from Amazon - $73.16,,delivered,0,0,2026-07-12
sg_20260714_netf,alejandro.rios@Finthesiss.ai,receipts@netflix.com,Payment received - Netflix - $17.99,,delivered,1,0,2026-07-14
sg_20260715_chew,alejandro.rios@Finthesiss.ai,receipts@chewy.com,Payment received - Chewy Autoship (Maple) - $81.00,,delivered,1,0,2026-07-15
sg_20260814_netf,alejandro.rios@Finthesiss.ai,receipts@netflix.com,Payment received - Netflix - $17.99,,delivered,1,0,2026-08-14
sg_20260815_chew,alejandro.rios@Finthesiss.ai,receipts@chewy.com,Payment received - Chewy Autoship (Maple) - $79.00,,delivered,1,0,2026-08-15
sg_x0033,alejandro.rios@Finthesiss.ai,shop@highergroundstrading.com,Receipt from Higher Grounds - $106.95,,delivered,1,0,2026-08-28
sg_x0034,alejandro.rios@Finthesiss.ai,ereceipts@meijer.com,Receipt from Meijer - $109.86,,delivered,1,0,2026-09-05
sg_x0035,alejandro.rios@Finthesiss.ai,billing@progressive.com,Receipt from Progressive - $32.09,,delivered,0,0,2026-09-08
sg_20260914_netf,alejandro.rios@Finthesiss.ai,receipts@netflix.com,Payment received - Netflix - $17.99,,delivered,1,0,2026-09-14
sg_20260915_chew,alejandro.rios@Finthesiss.ai,receipts@chewy.com,Payment received - Chewy Autoship (Maple) - $80.00,,delivered,1,0,2026-09-15
sg_x0036,alejandro.rios@Finthesiss.ai,no-reply@spotify.com,Receipt from Spotify - $96.11,,delivered,1,0,2026-09-15
sg_x0037,alejandro.rios@Finthesiss.ai,statements@aetna.com,Receipt from Aetna - $42.04,,delivered,0,0,2026-09-17
sg_20261014_netf,alejandro.rios@Finthesiss.ai,receipts@netflix.com,Payment received - Netflix - $17.99,,delivered,1,0,2026-10-14
sg_20261015_chew,alejandro.rios@Finthesiss.ai,receipts@chewy.com,Payment received - Chewy Autoship (Maple) - $80.00,,delivered,1,0,2026-10-15
