id,first_name,last_name,email,username,role,billing_city,billing_country,is_paying_customer,date_created
wc-cust-0003042,Emi Hill,emi.hill425@protonmail.com,+15036892068,2022-05-16,inactive,Beaverton,90,True,2026-05-02
wc-cust-0003043,Iris Rivera,iris.rivera973@gmail.com,+15035937572,2025-08-06,active,Beaverton,75,True,2026-09-24
wc-cust-0003044,Ravi Campbell,ravi.campbell826@hotmail.com,+15032733085,2024-09-04,active,Aloha,20,False,2026-02-22
wc-cust-0003045,Rina Zhang,rina.zhang20@outlook.com,+15037342001,2024-01-28,active,Aloha,56,True,2026-05-01
wc-cust-0003046,Kavya Jones,kavya.jones142@hotmail.com,+15033811729,2023-10-05,active,Portland,66,False,2026-07-04
wc-cust-0003047,Mei Robinson,mei.robinson791@hotmail.com,+15032787915,2025-04-06,inactive,Aloha,67,False,2026-05-20
wc-cust-0003048,Miku Scott,miku.scott590@outlook.com,+15036951630,2024-09-01,inactive,Portland,61,True,2026-08-20
wc-cust-0003049,Priya Nguyen,priya.nguyen42@protonmail.com,+15039951107,2025-02-07,active,Aloha,14,False,2026-06-18
wc-cust-0003050,Silas Green,silas.green625@protonmail.com,+15032399680,2023-06-24,active,Aloha,88,True,2026-05-23
wc-cust-0003051,Elena Yamada,elena.yamada152@hotmail.com,+15037683543,2024-11-26,active,Beaverton,22,True,2026-02-28
wc-cust-0003052,Noa Cho,noa.cho790@outlook.com,+15034296321,2024-04-13,inactive,Hillsboro,97,True,2026-10-15
wc-cust-0003053,Blythe Choi,blythe.choi274@hotmail.com,+15037210983,2026-04-05,active,Aloha,14,False,2026-05-09
wc-cust-0003054,Kana Gonzalez,kana.gonzalez125@yahoo.com,+15039834750,2026-06-22,inactive,Hillsboro,58,True,2026-09-21
wc-cust-0003055,Jack Robinson,jack.robinson653@outlook.com,+15035418203,2023-06-15,active,Tigard,96,True,2026-08-01
wc-cust-0003056,Aisha Rodriguez,aisha.rodriguez271@protonmail.com,+15036704625,2023-02-12,inactive,Aloha,36,False,2026-06-19
wc-cust-0003057,Kento Lopez,kento.lopez667@gmail.com,+15032492494,2024-05-11,inactive,Portland,92,False,2026-06-18
wc-cust-0003058,Kaede Flores,kaede.flores63@protonmail.com,+15038184125,2023-10-03,inactive,Tigard,74,True,2026-08-02
wc-cust-0003059,Noah Hall,noah.hall86@protonmail.com,+15034087242,2023-01-15,inactive,Portland,6,True,2026-04-28
wc-cust-0003060,Hazel King,hazel.king901@gmail.com,+15035971842,2024-09-15,inactive,Hillsboro,58,False,2026-08-12
wc-cust-0003061,Yumi Park,yumi.park863@protonmail.com,+15036525982,2022-11-18,inactive,Hillsboro,92,True,2026-03-19
wc-cust-0003062,Ayano Hill,ayano.hill32@protonmail.com,+15034106154,2022-01-04,inactive,Beaverton,1,True,2026-07-18
wc-cust-0003063,Delia Sanchez,delia.sanchez100@gmail.com,+15037219961,2022-06-09,inactive,Tigard,30,False,2026-10-23
wc-cust-0003064,Owen Miller,owen.miller809@hotmail.com,+15035895531,2024-02-26,inactive,Tigard,18,True,2026-06-11
wc-cust-0003065,Ravi Yoon,ravi.yoon811@outlook.com,+15033453802,2023-01-14,active,Beaverton,77,True,2026-07-03
wc-cust-0003066,Miku Shin,miku.shin413@gmail.com,+15039325639,2024-07-07,active,Hillsboro,72,False,2026-03-15
wc-cust-0003067,Miles Song,miles.song987@protonmail.com,+15032586120,2022-09-13,active,Tigard,64,True,2026-06-13
wc-cust-0003068,Willa Kang,willa.kang241@hotmail.com,+15038292599,2025-05-08,active,Beaverton,1,False,2026-02-01
wc-cust-0003069,Sora Yamada,sora.yamada175@yahoo.com,+15039155544,2025-01-27,active,Hillsboro,42,True,2026-04-19
wc-cust-0003070,Kaede Zhang,kaede.zhang931@protonmail.com,+15036301252,2026-01-05,active,Hillsboro,1,True,2026-05-03
wc-cust-0003071,Poppy Sun,poppy.sun838@yahoo.com,+15033458906,2024-12-22,inactive,Aloha,56,False,2026-01-24
wc-cust-0003072,Xi Zhou,xi.zhou678@yahoo.com,+15033330887,2023-09-20,active,Tigard,54,True,2026-05-02
wc-cust-0003073,Sora Han,sora.han581@yahoo.com,+15037648353,2025-11-20,active,Beaverton,95,True,2026-10-03
wc-cust-0003074,Sana Cho,sana.cho646@hotmail.com,+15036540310,2024-03-07,inactive,Hillsboro,86,True,2026-02-20
wc-cust-0003075,Takumi Tanaka,takumi.tanaka900@icloud.com,+15036033972,2023-12-08,inactive,Tigard,38,True,2026-07-25
wc-cust-0003076,Kai Thompson,kai.thompson994@icloud.com,+15032093853,2023-06-09,active,Aloha,15,False,2026-02-06
wc-cust-0003077,Sage Miller,sage.miller10@gmail.com,+15035787722,2023-09-12,active,Hillsboro,47,False,2026-09-02
wc-cust-0003078,Wei Sato,wei.sato367@icloud.com,+15038368251,2024-04-19,active,Tigard,87,False,2026-07-09
wc-cust-0003079,Nora Flores,nora.flores282@gmail.com,+15034933928,2023-08-29,inactive,Beaverton,100,True,2026-10-15
wc-cust-0003080,Emilio White,emilio.white831@gmail.com,+15035046140,2026-01-15,inactive,Portland,82,False,2026-05-21
wc-cust-0003081,Sakura Xu,sakura.xu616@gmail.com,+15035713602,2024-10-25,inactive,Aloha,18,True,2026-04-12
wc-cust-0003082,Kento Williams,kento.williams917@hotmail.com,+15039743891,2025-05-27,active,Beaverton,91,True,2026-02-27
wc-cust-0003083,Wren Sato,wren.sato43@protonmail.com,+15038366250,2025-07-12,active,Hillsboro,37,False,2026-06-19
wc-cust-0003084,Aoi Rivera,aoi.rivera765@protonmail.com,+15033457750,2024-03-20,inactive,Aloha,56,True,2026-08-08
wc-cust-0003085,Noa Adams,noa.adams133@outlook.com,+15036664762,2022-08-31,active,Beaverton,51,False,2026-10-17
wc-cust-0003086,Cora Nair,cora.nair417@yahoo.com,+15035429309,2023-11-27,inactive,Beaverton,16,False,2026-05-26
wc-cust-0003087,Callum Anderson,callum.anderson630@icloud.com,+15034798358,2024-08-07,active,Portland,75,False,2026-04-19
wc-cust-0003088,Ansel Roberts,ansel.roberts356@icloud.com,+15039201854,2022-03-21,active,Aloha,99,False,2026-05-04
wc-cust-0003089,Poppy Kobayashi,poppy.kobayashi723@yahoo.com,+15038187336,2022-01-21,inactive,Tigard,65,True,2026-08-21
wc-cust-0003090,Yumi Nguyen,yumi.nguyen212@gmail.com,+15033049535,2024-09-02,active,Portland,66,True,2026-07-21
wc-cust-0003091,Sage Wilson,sage.wilson324@outlook.com,+15039201857,2026-01-01,inactive,Tigard,4,False,2026-04-05
wc-cust-0003092,Meera Yamamoto,meera.yamamoto350@gmail.com,+15038212639,2024-08-18,active,Beaverton,7,False,2026-08-14
wc-cust-0003093,Emilio Rao,emilio.rao668@gmail.com,+15038242041,2024-02-13,inactive,Tigard,100,True,2026-07-11
wc-cust-0003094,Nao Nakamura,nao.nakamura242@protonmail.com,+15036484258,2023-02-27,active,Beaverton,79,False,2026-07-22
wc-cust-0003095,Wei Kang,wei.kang749@hotmail.com,+15037479710,2022-12-17,active,Tigard,88,False,2026-09-01
wc-cust-0003096,Sofia Patel,sofia.patel991@icloud.com,+15033471306,2023-02-23,active,Portland,82,True,2026-05-10
wc-cust-0003097,Sofia Watanabe,sofia.watanabe71@protonmail.com,+15034753301,2023-02-12,inactive,Aloha,99,False,2026-10-10
wc-cust-0003098,Kaito Wright,kaito.wright815@protonmail.com,+15033112099,2022-04-16,inactive,Tigard,38,True,2026-05-09
wc-cust-0003099,Rafael Wu,rafael.wu618@hotmail.com,+15038023252,2023-10-20,inactive,Portland,99,True,2026-10-12
wc-cust-0003100,Souta Brown,souta.brown512@icloud.com,+15032204720,2024-11-12,inactive,Aloha,54,True,2026-10-22
wc-cust-0003101,Ravi Smith,ravi.smith577@icloud.com,+15037028718,2022-11-09,inactive,Hillsboro,19,True,2026-02-01
wc-cust-0003102,Nao Song,nao.song693@gmail.com,+15034104212,2022-06-07,inactive,Beaverton,27,True,2026-06-11
wc-cust-0003103,Yuma Davis,yuma.davis836@protonmail.com,+15037337802,2024-09-25,active,Aloha,93,False,2026-04-05
wc-cust-0003104,Kai Miller,kai.miller636@gmail.com,+15032149241,2022-09-07,active,Tigard,4,True,2026-06-15
CR-4001,Cr-4001,cr-4001.guest@dojo.local,+15030000000,2025-01-01,active,Portland,73,True,2026-07-19
CR-4002,Cr-4002,cr-4002.guest@dojo.local,+15030000000,2025-01-01,active,Beaverton,24,True,2026-01-03
CR-4003,Cr-4003,cr-4003.guest@dojo.local,+15030000000,2025-01-01,active,Beaverton,71,True,2026-09-23
CR-4004,Cr-4004,cr-4004.guest@dojo.local,+15030000000,2025-01-01,active,Aloha,94,False,2026-10-08
CR-4005,Cr-4005,cr-4005.guest@dojo.local,+15030000000,2025-01-01,active,Tigard,51,True,2026-09-04
CR-4006,Cr-4006,cr-4006.guest@dojo.local,+15030000000,2025-01-01,active,Beaverton,19,False,2026-03-22
CR-4007,Cr-4007,cr-4007.guest@dojo.local,+15030000000,2025-01-01,active,Aloha,15,False,2026-10-21
CR-4008,Cr-4008,cr-4008.guest@dojo.local,+15030000000,2025-01-01,active,Portland,97,True,2026-03-18
CR-4009,Cr-4009,cr-4009.guest@dojo.local,+15030000000,2025-01-01,active,Tigard,13,True,2026-08-04
CR-4010,Cr-4010,cr-4010.guest@dojo.local,+15030000000,2025-01-01,active,Hillsboro,64,False,2026-07-12
CR-4011,Cr-4011,cr-4011.guest@dojo.local,+15030000000,2025-01-01,active,Beaverton,58,False,2026-03-05
CR-4012,Cr-4012,cr-4012.guest@dojo.local,+15030000000,2025-01-01,active,Hillsboro,57,True,2026-06-03
CR-4013,Cr-4013,cr-4013.guest@dojo.local,+15030000000,2025-01-01,active,Hillsboro,16,False,2026-04-04
CR-4014,Cr-4014,cr-4014.guest@dojo.local,+15030000000,2025-01-01,active,Tigard,29,True,2026-08-21
CR-4015,Cr-4015,cr-4015.guest@dojo.local,+15030000000,2025-01-01,active,Portland,24,True,2026-04-05
CR-4016,Cr-4016,cr-4016.guest@dojo.local,+15030000000,2025-01-01,active,Portland,60,False,2026-01-09
CR-4017,Cr-4017,cr-4017.guest@dojo.local,+15030000000,2025-01-01,active,Beaverton,45,False,2026-09-14
CR-4018,Cr-4018,cr-4018.guest@dojo.local,+15030000000,2025-01-01,active,Tigard,11,False,2026-02-14
CR-4019,Cr-4019,cr-4019.guest@dojo.local,+15030000000,2025-01-01,active,Portland,14,True,2026-05-23
CR-4020,Cr-4020,cr-4020.guest@dojo.local,+15030000000,2025-01-01,active,Tigard,15,False,2026-07-20
CR-4021,Cr-4021,cr-4021.guest@dojo.local,+15030000000,2025-01-01,active,Portland,70,True,2026-06-07
CR-4022,Cr-4022,cr-4022.guest@dojo.local,+15030000000,2025-01-01,active,Portland,10,False,2026-06-14
CR-4023,Cr-4023,cr-4023.guest@dojo.local,+15030000000,2025-01-01,active,Hillsboro,78,False,2026-08-09
CR-4024,Cr-4024,cr-4024.guest@dojo.local,+15030000000,2025-01-01,active,Aloha,84,True,2026-03-06
CR-4025,Cr-4025,cr-4025.guest@dojo.local,+15030000000,2025-01-01,active,Aloha,95,False,2026-07-13
CR-4026,Cr-4026,cr-4026.guest@dojo.local,+15030000000,2025-01-01,active,Tigard,27,False,2026-08-18
CR-4027,Cr-4027,cr-4027.guest@dojo.local,+15030000000,2025-01-01,active,Beaverton,25,True,2026-06-24
CR-4028,Cr-4028,cr-4028.guest@dojo.local,+15030000000,2025-01-01,active,Portland,64,False,2026-01-22
CR-4029,Cr-4029,cr-4029.guest@dojo.local,+15030000000,2025-01-01,active,Aloha,22,True,2026-02-09
CR-4030,Cr-4030,cr-4030.guest@dojo.local,+15030000000,2025-01-01,active,Beaverton,87,True,2026-06-26
CR-4031,Cr-4031,cr-4031.guest@dojo.local,+15030000000,2025-01-01,active,Beaverton,68,False,2026-01-19
CR-4032,Cr-4032,cr-4032.guest@dojo.local,+15030000000,2025-01-01,active,Hillsboro,37,True,2026-04-07
CR-4033,Cr-4033,cr-4033.guest@dojo.local,+15030000000,2025-01-01,active,Portland,84,True,2026-02-04
CR-4034,Cr-4034,cr-4034.guest@dojo.local,+15030000000,2025-01-01,active,Beaverton,73,True,2026-06-01
CR-4035,Cr-4035,cr-4035.guest@dojo.local,+15030000000,2025-01-01,active,Portland,51,True,2026-08-14
wc-cust-0003001,Wc-cust-0003001,wc-cust-0003001.guest@dojo.local,+15030000000,2025-01-01,active,Aloha,64,False,2026-07-27
wc-cust-0003002,Wc-cust-0003002,wc-cust-0003002.guest@dojo.local,+15030000000,2025-01-01,active,Aloha,93,False,2026-01-09
wc-cust-0003003,Wc-cust-0003003,wc-cust-0003003.guest@dojo.local,+15030000000,2025-01-01,active,Aloha,15,True,2026-04-28
wc-cust-0003004,Wc-cust-0003004,wc-cust-0003004.guest@dojo.local,+15030000000,2025-01-01,active,Beaverton,8,False,2026-10-23
wc-cust-0003005,Wc-cust-0003005,wc-cust-0003005.guest@dojo.local,+15030000000,2025-01-01,active,Portland,68,False,2026-08-13
wc-cust-0003006,Wc-cust-0003006,wc-cust-0003006.guest@dojo.local,+15030000000,2025-01-01,active,Beaverton,51,False,2026-05-17
wc-cust-0003007,Wc-cust-0003007,wc-cust-0003007.guest@dojo.local,+15030000000,2025-01-01,active,Beaverton,46,True,2026-05-20
wc-cust-0003105,Wc-cust-0003105,wc-cust-0003105.guest@dojo.local,+15030000000,2025-01-01,active,Hillsboro,44,False,2026-01-20
