id,firstName,lastName,headline,location,industry,connectedAt,organizationId
8172,Robert,Brown,"Biostatistician","Cambridge, MA",Biotechnology,2026-07-15T00:00:00Z,5110
8173,David,Johnson,"Biostatistician","Cambridge, MA",Biotechnology,2026-05-01T00:00:00Z,5102
8174,James,Lewis,"Biostatistician","Cambridge, MA",Biotechnology,2026-05-24T00:00:00Z,5106
8175,Linda,Miller,"Biostatistician","Cambridge, MA",Biotechnology,2026-01-02T00:00:00Z,5111
8176,Thomas,Anderson,"Biostatistician","Cambridge, MA",Biotechnology,2026-10-04T00:00:00Z,5114
8177,Thomas,Anderson,"Biostatistician","Cambridge, MA",Biotechnology,2026-03-14T00:00:00Z,5114
8178,James,Miller,"Biostatistician","Cambridge, MA",Biotechnology,2026-10-17T00:00:00Z,5118
8179,Susan,Garcia,"Biostatistician","Cambridge, MA",Biotechnology,2026-09-11T00:00:00Z,5118
8180,Linda,Young,"Biostatistician","Cambridge, MA",Biotechnology,2026-02-11T00:00:00Z,5111
8181,Michael,Lee,"Biostatistician","Cambridge, MA",Biotechnology,2026-09-15T00:00:00Z,5112
8182,Nancy,Smith,"Biostatistician","Cambridge, MA",Biotechnology,2026-10-09T00:00:00Z,5104
8183,Thomas,Wilson,"Biostatistician","Cambridge, MA",Biotechnology,2026-06-26T00:00:00Z,5112
8184,Ashley,Davis,"Biostatistician","Cambridge, MA",Biotechnology,2026-10-01T00:00:00Z,5119
8185,Sandra,Young,"Biostatistician","Cambridge, MA",Biotechnology,2026-08-15T00:00:00Z,5107
8186,Mark,Davis,"Biostatistician","Cambridge, MA",Biotechnology,2026-07-22T00:00:00Z,5114
8187,Thomas,Lewis,"Biostatistician","Cambridge, MA",Biotechnology,2026-06-27T00:00:00Z,5112
8188,Anthony,Clark,"Biostatistician","Cambridge, MA",Biotechnology,2026-07-26T00:00:00Z,5117
8189,Mark,Smith,"Biostatistician","Cambridge, MA",Biotechnology,2026-07-02T00:00:00Z,5118
8190,Anthony,Lee,"Biostatistician","Cambridge, MA",Biotechnology,2026-10-17T00:00:00Z,5106
8191,Emily,Smith,"Biostatistician","Cambridge, MA",Biotechnology,2026-02-20T00:00:00Z,5112
8192,Linda,Jones,"Biostatistician","Cambridge, MA",Biotechnology,2026-04-16T00:00:00Z,5117
8193,Jennifer,Garcia,"Biostatistician","Cambridge, MA",Biotechnology,2026-02-20T00:00:00Z,5113
8194,Sandra,Harris,"Biostatistician","Cambridge, MA",Biotechnology,2026-06-01T00:00:00Z,5100
8195,Mark,Anderson,"Biostatistician","Cambridge, MA",Biotechnology,2026-10-01T00:00:00Z,5104
8196,Charles,Smith,"Biostatistician","Cambridge, MA",Biotechnology,2026-08-17T00:00:00Z,5114
8197,Susan,Smith,"Biostatistician","Cambridge, MA",Biotechnology,2026-01-26T00:00:00Z,5115
8198,Thomas,Jones,"Biostatistician","Cambridge, MA",Biotechnology,2026-09-21T00:00:00Z,5109
8199,Daniel,Walker,"Biostatistician","Cambridge, MA",Biotechnology,2026-02-22T00:00:00Z,5109
