receipt_id,shop_id,buyer_user_id,buyer_email,name,address_first_line,address_city,address_state,address_zip,address_country,status,payment_method,grandtotal,subtotal,total_shipping_cost,total_tax_cost,discount_amt,gift_message,is_gift,shipping_carrier,tracking_code,created_timestamp,updated_timestamp,shipped_timestamp,estimated_delivery
3017,29457183,47156,casey.t.manhattan@mail.com,Casey T Manhattan,2241 Nostrand Ave,Brooklyn,NY,11200,USA,shipped,stripe,2400,1415,985,113,0,,false,USPS,,1787847120,1787854320,1787854320,
3018,29457183,47156,casey.t.manhattan@mail.com,Casey T Manhattan,2241 Nostrand Ave,Brooklyn,NY,11200,USA,delivered,stripe,6500,5515,985,441,0,,false,USPS,,1784485860,1784493060,1784493060,
3019,29457183,795129,skylar.h.bronx@mail.com,Skylar H Bronx,1931 Main St,Brooklyn,NY,11205,USA,shipped,stripe,3800,2815,985,225,0,,false,USPS,,1783609500,1783616700,1783616700,
3020,29457183,795129,skylar.h.bronx@mail.com,Skylar H Bronx,1931 Main St,Brooklyn,NY,11205,USA,shipped,stripe,2400,1415,985,113,0,,false,USPS,,1787521320,1787528520,1787528520,
3021,29457183,777289,drew.b.queens@mail.com,Drew B Queens,784 Main St,Brooklyn,NY,11201,USA,shipped,stripe,2400,1415,985,113,0,,false,USPS,,1788357660,1788364860,1788364860,
3022,29457183,71547,river.t.queens@mail.com,River T Queens,2475 Ave A,Brooklyn,NY,11201,USA,shipped,stripe,6500,5515,985,441,0,,false,USPS,,1786994880,1787002080,1787002080,
3023,29457183,917801,sage.k.manhattan@mail.com,Sage K Manhattan,3003 Main St,Brooklyn,NY,11206,USA,shipped,stripe,3800,2815,985,225,0,,false,USPS,,1784127480,1784134680,1784134680,
3024,29457183,777289,drew.b.queens@mail.com,Drew B Queens,784 Main St,Brooklyn,NY,11201,USA,shipped,stripe,3800,2815,985,225,0,,false,USPS,,1786914540,1786921740,1786921740,
3025,29457183,637630,tatum.r.brooklyn@mail.com,Tatum R Brooklyn,1570 Ave A,Brooklyn,NY,11200,USA,delivered,stripe,6500,5515,985,441,0,,false,USPS,,1790272260,1790279460,1790279460,
3026,29457183,524892,morgan.l.brooklyn@gmail.com,Morgan Lee,88 Havemeyer St,Brooklyn,NY,11211,USA,delivered,stripe,3800,2815,985,225,0,,false,USPS,,1783017180,1783024380,1783024380,
3027,29457183,846417,alex.r.brooklyn@mail.com,Alex R Brooklyn,3587 Main St,Brooklyn,NY,11204,USA,delivered,stripe,13000,12015,985,961,0,,false,USPS,,1787944260,1787951460,1787951460,
3028,29457183,913572,noa.p.brooklyn@mail.com,Noa P Brooklyn,2914 Broadway,Brooklyn,NY,11207,USA,delivered,stripe,2400,1415,985,113,0,,false,USPS,,1784413080,1784420280,1784420280,
3029,29457183,47156,casey.t.manhattan@mail.com,Casey T Manhattan,2241 Nostrand Ave,Brooklyn,NY,11200,USA,shipped,stripe,3800,2815,985,225,0,,false,USPS,,1783801380,1783808580,1783808580,
3030,29457183,777289,drew.b.queens@mail.com,Drew B Queens,784 Main St,Brooklyn,NY,11201,USA,shipped,stripe,2400,1415,985,113,0,,false,USPS,,1783277760,1783284960,1783284960,
3031,29457183,917801,sage.k.manhattan@mail.com,Sage K Manhattan,3003 Main St,Brooklyn,NY,11206,USA,shipped,stripe,3800,2815,985,225,0,,false,USPS,,1783357140,1783364340,1783364340,
3032,29457183,47156,casey.t.manhattan@mail.com,Casey T Manhattan,2241 Nostrand Ave,Brooklyn,NY,11200,USA,shipped,stripe,6500,5515,985,441,0,,false,USPS,,1789944720,1789951920,1789951920,
3033,29457183,524892,morgan.l.brooklyn@gmail.com,Morgan Lee,88 Havemeyer St,Brooklyn,NY,11211,USA,shipped,stripe,2400,1415,985,113,0,,false,USPS,,1783980000,1783987200,1783987200,
3034,29457183,524892,morgan.l.brooklyn@gmail.com,Morgan Lee,88 Havemeyer St,Brooklyn,NY,11211,USA,shipped,stripe,6500,5515,985,441,0,,false,USPS,,1785688380,1785695580,1785695580,
3035,29457183,917801,sage.k.manhattan@mail.com,Sage K Manhattan,3003 Main St,Brooklyn,NY,11206,USA,shipped,stripe,3800,2815,985,225,0,,false,USPS,,1787836500,1787843700,1787843700,
3036,29457183,47156,casey.t.manhattan@mail.com,Casey T Manhattan,2241 Nostrand Ave,Brooklyn,NY,11200,USA,delivered,stripe,6500,5515,985,441,0,,false,USPS,,1785762780,1785769980,1785769980,
3037,29457183,777289,drew.b.queens@mail.com,Drew B Queens,784 Main St,Brooklyn,NY,11201,USA,shipped,stripe,2400,1415,985,113,0,,false,USPS,,1787768700,1787775900,1787775900,
3038,29457183,917801,sage.k.manhattan@mail.com,Sage K Manhattan,3003 Main St,Brooklyn,NY,11206,USA,delivered,stripe,3800,2815,985,225,0,,false,USPS,,1784653680,1784660880,1784660880,
3039,29457183,917801,sage.k.manhattan@mail.com,Sage K Manhattan,3003 Main St,Brooklyn,NY,11206,USA,shipped,stripe,6500,5515,985,441,0,,false,USPS,,1784414100,1784421300,1784421300,
3040,29457183,47156,casey.t.manhattan@mail.com,Casey T Manhattan,2241 Nostrand Ave,Brooklyn,NY,11200,USA,shipped,stripe,2400,1415,985,113,0,,false,USPS,,1789426620,1789433820,1789433820,
3041,29457183,846417,alex.r.brooklyn@mail.com,Alex R Brooklyn,3587 Main St,Brooklyn,NY,11204,USA,shipped,stripe,3800,2815,985,225,0,,false,USPS,,1786653600,1786660800,1786660800,
3042,29457183,917801,sage.k.manhattan@mail.com,Sage K Manhattan,3003 Main St,Brooklyn,NY,11206,USA,delivered,stripe,6500,5515,985,441,0,,false,USPS,,1784647620,1784654820,1784654820,
3043,29457183,637630,tatum.r.brooklyn@mail.com,Tatum R Brooklyn,1570 Ave A,Brooklyn,NY,11200,USA,shipped,stripe,2400,1415,985,113,0,,false,USPS,,1785089820,1785097020,1785097020,
3044,29457183,747766,lee.s.brooklyn@mail.com,Lee S Brooklyn,1774 Ave A,Brooklyn,NY,11207,USA,shipped,stripe,3800,2815,985,225,0,,false,USPS,,1784826840,1784834040,1784834040,
3045,29457183,524892,morgan.l.brooklyn@gmail.com,Morgan Lee,88 Havemeyer St,Brooklyn,NY,11211,USA,shipped,stripe,3800,2815,985,225,0,,false,USPS,,1789751460,1789758660,1789758660,
3046,29457183,795129,skylar.h.bronx@mail.com,Skylar H Bronx,1931 Main St,Brooklyn,NY,11205,USA,shipped,stripe,6500,5515,985,441,0,,false,USPS,,1782930960,1782938160,1782938160,
3047,29457183,524892,morgan.l.brooklyn@gmail.com,Morgan Lee,88 Havemeyer St,Brooklyn,NY,11211,USA,shipped,stripe,3800,2815,985,225,0,,false,USPS,,1787345280,1787352480,1787352480,
3048,29457183,47156,casey.t.manhattan@mail.com,Casey T Manhattan,2241 Nostrand Ave,Brooklyn,NY,11200,USA,delivered,stripe,2400,1415,985,113,0,,false,USPS,,1783023420,1783030620,1783030620,
3049,29457183,917801,sage.k.manhattan@mail.com,Sage K Manhattan,3003 Main St,Brooklyn,NY,11206,USA,shipped,stripe,7600,6615,985,529,0,,false,USPS,,1783117200,1783124400,1783124400,
3050,29457183,637630,tatum.r.brooklyn@mail.com,Tatum R Brooklyn,1570 Ave A,Brooklyn,NY,11200,USA,shipped,stripe,2400,1415,985,113,0,,false,USPS,,1785785160,1785792360,1785792360,
3051,29457183,258289,harper.k.bronx@mail.com,Harper K Bronx,2440 Nostrand Ave,Brooklyn,NY,11201,USA,delivered,stripe,2400,1415,985,113,0,,false,USPS,,1789926240,1789933440,1789933440,
3052,29457183,524892,morgan.l.brooklyn@gmail.com,Morgan Lee,88 Havemeyer St,Brooklyn,NY,11211,USA,shipped,stripe,2400,1415,985,113,0,,false,USPS,,1790116320,1790123520,1790123520,
3053,29457183,637630,tatum.r.brooklyn@mail.com,Tatum R Brooklyn,1570 Ave A,Brooklyn,NY,11200,USA,delivered,stripe,3800,2815,985,225,0,,false,USPS,,1786300740,1786307940,1786307940,
3054,29457183,524892,morgan.l.brooklyn@gmail.com,Morgan Lee,88 Havemeyer St,Brooklyn,NY,11211,USA,shipped,stripe,3800,2815,985,225,0,,false,USPS,,1786033680,1786040880,1786040880,
3055,29457183,846417,alex.r.brooklyn@mail.com,Alex R Brooklyn,3587 Main St,Brooklyn,NY,11204,USA,shipped,stripe,13000,12015,985,961,0,,false,USPS,,1783281480,1783288680,1783288680,
3056,29457183,524892,morgan.l.brooklyn@gmail.com,Morgan Lee,88 Havemeyer St,Brooklyn,NY,11211,USA,delivered,stripe,13000,12015,985,961,0,,false,USPS,,1785180720,1785187920,1785187920,
3057,29457183,71547,river.t.queens@mail.com,River T Queens,2475 Ave A,Brooklyn,NY,11201,USA,shipped,stripe,6500,5515,985,441,0,,false,USPS,,1790431020,1790438220,1790438220,
3058,29457183,524892,morgan.l.brooklyn@gmail.com,Morgan Lee,88 Havemeyer St,Brooklyn,NY,11211,USA,shipped,stripe,3800,2815,985,225,0,,false,USPS,,1790372040,1790379240,1790379240,
3059,29457183,747766,lee.s.brooklyn@mail.com,Lee S Brooklyn,1774 Ave A,Brooklyn,NY,11207,USA,shipped,stripe,6500,5515,985,441,0,,false,USPS,,1782925080,1782932280,1782932280,
3060,29457183,795129,skylar.h.bronx@mail.com,Skylar H Bronx,1931 Main St,Brooklyn,NY,11205,USA,shipped,stripe,3800,2815,985,225,0,,false,USPS,,1786806780,1786813980,1786813980,
