message_id,conversation_id,direction,from_wa_id,to_wa_id,type,text,template_name,status,sent_at
wa_r_47,conv_family,inbound,19185550188,19185550142,text,Dinner at 7,,delivered,2026-09-28T18:00:00-05:00
wa_r_48,conv_noah,outbound,19185550142,19185550170,text,See you Wednesday,,delivered,2026-08-27T18:00:00-05:00
wa_r_49,conv_family,inbound,19185550170,19185550142,text,Love you,,delivered,2026-09-28T18:00:00-05:00
wa_r_50,conv_family,inbound,19185550170,19185550142,text,Love you,,delivered,2026-09-16T18:00:00-05:00
wa_r_51,conv_noah,inbound,19185550170,19185550142,text,See you Wednesday,,delivered,2026-08-15T18:00:00-05:00
wa_r_52,conv_family,outbound,19185550142,19185550170,text,Cedar says hi,,delivered,2026-09-06T18:00:00-05:00
wa_r_53,conv_noah,inbound,19185550170,19185550142,text,See you Wednesday,,delivered,2026-08-15T18:00:00-05:00
wa_r_54,conv_family,inbound,19185550188,19185550142,text,Love you,,delivered,2026-08-16T18:00:00-05:00
wa_r_55,conv_family,outbound,19185550142,19185550170,text,Cedar says hi,,delivered,2026-09-25T18:00:00-05:00
wa_r_56,conv_family,outbound,19185550142,19185550170,text,Love you,,delivered,2026-08-16T18:00:00-05:00
wa_r_57,conv_family,outbound,19185550142,19185550170,text,Good hike today,,delivered,2026-09-11T18:00:00-05:00
wa_r_58,conv_family,inbound,19185550170,19185550142,text,Dinner at 7,,delivered,2026-08-25T18:00:00-05:00
wa_r_59,conv_family,outbound,19185550142,19185550170,text,Good hike today,,delivered,2026-08-10T18:00:00-05:00
wa_r_60,conv_family,outbound,19185550142,19185550170,text,Love you,,delivered,2026-09-23T18:00:00-05:00
wa_r_61,conv_noah,inbound,19185550188,19185550142,text,See you Wednesday,,delivered,2026-09-26T18:00:00-05:00
wa_r_62,conv_family,inbound,19185550188,19185550142,text,Dinner at 7,,delivered,2026-09-03T18:00:00-05:00
wa_r_63,conv_noah,inbound,19185550170,19185550142,text,See you Wednesday,,delivered,2026-08-17T18:00:00-05:00
wa_r_64,conv_noah,inbound,19185550188,19185550142,text,Dinner at 7,,delivered,2026-08-07T18:00:00-05:00
wa_r_65,conv_family,inbound,19185550170,19185550142,text,Dinner at 7,,delivered,2026-09-13T18:00:00-05:00
wa_r_66,conv_noah,outbound,19185550142,19185550170,text,Good hike today,,delivered,2026-09-21T18:00:00-05:00
wa_r_67,conv_family,outbound,19185550142,19185550170,text,Love you,,delivered,2026-09-10T18:00:00-05:00
wa_r_68,conv_family,inbound,19185550170,19185550142,text,Love you,,delivered,2026-08-18T18:00:00-05:00
wa_r_69,conv_noah,inbound,19185550170,19185550142,text,Good hike today,,delivered,2026-09-14T18:00:00-05:00
wa_r_70,conv_noah,inbound,19185550188,19185550142,text,Good hike today,,delivered,2026-08-24T18:00:00-05:00
wa_r_71,conv_noah,inbound,19185550170,19185550142,text,Cedar says hi,,delivered,2026-09-09T18:00:00-05:00
wa_r_72,conv_noah,inbound,19185550188,19185550142,text,Good hike today,,delivered,2026-09-03T18:00:00-05:00
wa_r_73,conv_family,inbound,19185550170,19185550142,text,Cedar says hi,,delivered,2026-08-23T18:00:00-05:00
wa_r_74,conv_family,inbound,19185550188,19185550142,text,See you Wednesday,,delivered,2026-09-16T18:00:00-05:00
wa_r_75,conv_family,inbound,19185550188,19185550142,text,Dinner at 7,,delivered,2026-09-04T18:00:00-05:00
wa_r_76,conv_family,inbound,19185550188,19185550142,text,Cedar says hi,,delivered,2026-09-09T18:00:00-05:00
wa_r_77,conv_noah,inbound,19185550188,19185550142,text,Dinner at 7,,delivered,2026-08-04T18:00:00-05:00
wa_r_78,conv_family,inbound,19185550188,19185550142,text,Cedar says hi,,delivered,2026-09-23T18:00:00-05:00
wa_r_79,conv_family,inbound,19185550188,19185550142,text,Dinner at 7,,delivered,2026-08-10T18:00:00-05:00
wa_80,conv_family,outbound,19185550142,19185550188,text,Coffee tomorrow before yoga,,delivered,2026-09-01T16:14:00-05:00
wa_81,conv_family,outbound,19185550142,19185550188,text,Glaze test came out great,,delivered,2026-08-27T09:58:00-05:00
wa_82,conv_family,outbound,19185550142,19185550188,text,"Studio ran late, home by nine",,delivered,2026-09-06T11:20:00-05:00
wa_83,conv_family,inbound,19185550188,19185550142,text,See you at dinner Wednesday,,delivered,2026-08-22T08:44:00-05:00
wa_84,conv_noah,outbound,19185550142,19185550171,text,Movie night sounds good,,delivered,2026-08-30T12:46:00-05:00
wa_85,conv_noah,outbound,19185550142,19185550171,text,Packed three orders this morning,,delivered,2026-09-12T08:46:00-05:00
wa_86,conv_noah,outbound,19185550142,19185550171,text,"Cedar got a bath, he hated it",,delivered,2026-08-17T08:21:00-05:00
wa_87,conv_noah,inbound,19185550171,19185550142,text,Grabbing groceries after work,,delivered,2026-08-26T12:39:00-05:00
wa_88,conv_family,outbound,19185550142,19185550188,text,Let me know when you are free,,delivered,2026-09-30T08:17:00-05:00
wa_89,conv_noah,outbound,19185550142,19185550171,text,"Cedar got a bath, he hated it",,delivered,2026-08-24T20:26:00-05:00
wa_90,conv_family,inbound,19185550188,19185550142,text,Let me know when you are free,,delivered,2026-09-25T20:38:00-05:00
wa_91,conv_family,outbound,19185550142,19185550188,text,Packed three orders this morning,,delivered,2026-08-20T21:21:00-05:00
wa_92,conv_family,outbound,19185550142,19185550188,text,"Kiln is at temp, pulling pieces tonight",,delivered,2026-09-06T10:44:00-05:00
wa_93,conv_family,outbound,19185550142,19185550188,text,"Studio ran late, home by nine",,delivered,2026-08-25T14:37:00-05:00
wa_94,conv_family,outbound,19185550142,19185550188,text,Let me know when you are free,,delivered,2026-09-14T21:16:00-05:00
wa_95,conv_noah,inbound,19185550171,19185550142,text,Trail was muddy but worth it,,delivered,2026-08-10T21:01:00-05:00
wa_96,conv_noah,inbound,19185550171,19185550142,text,Trail was muddy but worth it,,delivered,2026-08-06T11:18:00-05:00
wa_97,conv_noah,outbound,19185550142,19185550171,text,Grabbing groceries after work,,delivered,2026-09-29T13:02:00-05:00
wa_98,conv_family,inbound,19185550188,19185550142,text,Let me know when you are free,,delivered,2026-08-04T10:36:00-05:00
wa_99,conv_family,outbound,19185550142,19185550188,text,Trail was muddy but worth it,,delivered,2026-08-16T19:00:00-05:00
wa_100,conv_family,inbound,19185550188,19185550142,text,Weather looks clear for the hike,,delivered,2026-09-04T18:49:00-05:00
wa_101,conv_noah,outbound,19185550142,19185550171,text,"Kiln is at temp, pulling pieces tonight",,delivered,2026-09-27T19:52:00-05:00
wa_102,conv_noah,inbound,19185550171,19185550142,text,Grabbing groceries after work,,delivered,2026-09-19T19:53:00-05:00
wa_103,conv_noah,inbound,19185550171,19185550142,text,Grabbing groceries after work,,delivered,2026-09-25T18:50:00-05:00
wa_104,conv_family,outbound,19185550142,19185550188,text,Let me know when you are free,,delivered,2026-08-16T20:57:00-05:00
wa_105,conv_noah,inbound,19185550171,19185550142,text,Bringing the blue bowls to the market,,delivered,2026-09-28T17:24:00-05:00
wa_106,conv_noah,inbound,19185550171,19185550142,text,"Kiln is at temp, pulling pieces tonight",,delivered,2026-09-14T20:57:00-05:00
wa_107,conv_family,inbound,19185550188,19185550142,text,Picked up clay from the supplier,,delivered,2026-08-21T16:39:00-05:00
wa_108,conv_noah,outbound,19185550142,19185550171,text,Weather looks clear for the hike,,delivered,2026-09-19T10:57:00-05:00
wa_109,conv_family,outbound,19185550142,19185550188,text,"Cedar got a bath, he hated it",,delivered,2026-09-20T21:13:00-05:00
wa_110,conv_family,inbound,19185550188,19185550142,text,Glaze test came out great,,delivered,2026-08-01T21:55:00-05:00
wa_111,conv_family,inbound,19185550188,19185550142,text,Picked up clay from the supplier,,delivered,2026-08-27T21:59:00-05:00
wa_112,conv_family,outbound,19185550142,19185550188,text,Trail was muddy but worth it,,delivered,2026-09-04T11:54:00-05:00
wa_113,conv_noah,outbound,19185550142,19185550171,text,"Cedar got a bath, he hated it",,delivered,2026-09-26T13:34:00-05:00
wa_114,conv_noah,inbound,19185550171,19185550142,text,Coffee tomorrow before yoga,,delivered,2026-08-27T21:17:00-05:00
wa_115,conv_noah,outbound,19185550142,19185550171,text,Movie night sounds good,,delivered,2026-09-13T14:41:00-05:00
wa_116,conv_family,inbound,19185550188,19185550142,text,Trail was muddy but worth it,,delivered,2026-08-02T21:57:00-05:00
wa_117,conv_family,inbound,19185550188,19185550142,text,"Kiln is at temp, pulling pieces tonight",,delivered,2026-09-19T10:50:00-05:00
wa_118,conv_family,inbound,19185550188,19185550142,text,See you at dinner Wednesday,,delivered,2026-09-23T14:32:00-05:00
wa_119,conv_family,outbound,19185550142,19185550188,text,"Kiln is at temp, pulling pieces tonight",,delivered,2026-09-07T15:25:00-05:00
wa_120,conv_family,inbound,19185550188,19185550142,text,See you at dinner Wednesday,,delivered,2026-09-15T18:03:00-05:00
wa_121,conv_family,outbound,19185550142,19185550188,text,Grabbing groceries after work,,delivered,2026-08-08T19:54:00-05:00
wa_122,conv_family,inbound,19185550188,19185550142,text,Movie night sounds good,,delivered,2026-09-27T18:08:00-05:00
wa_123,conv_noah,outbound,19185550142,19185550171,text,"Kiln is at temp, pulling pieces tonight",,delivered,2026-09-27T19:55:00-05:00
wa_124,conv_noah,outbound,19185550142,19185550171,text,Grabbing groceries after work,,delivered,2026-08-27T18:24:00-05:00
wa_125,conv_noah,inbound,19185550171,19185550142,text,Picked up clay from the supplier,,delivered,2026-09-17T12:27:00-05:00
wa_126,conv_noah,outbound,19185550142,19185550171,text,"Cedar got a bath, he hated it",,delivered,2026-08-24T16:31:00-05:00
