id,company_id,first_name,last_name,email,department,job_title,rate,payment_unit,flsa_status,start_date,terminated
GUST_a5ee3203,COMP_63832da6,Doug,1954),doug.1954)12@earthlink.net,Customer Success,DevOps Engineer,220.72,13.72,admin,2026-04-05T08:24:00-08:00,false
GUST_9b601785,COMP_6ab53b11,Elena,1960),elena.1960)@msn.com,Quality Assurance,Finance Analyst,237.03,30.03,member,2026-03-18T11:31:00-08:00,false
GUST_2d892db1,COMP_17baea51,The,family),thefamily)@gmail.com,Data Science,Project Manager,254.34,47.34,viewer,2026-03-01T14:38:00-08:00,true
GUST_c4aa11e7,COMP_951fb2f9,Dr.,52),dr..52)@yahoo.com,Security,Senior Software Engineer,271.65,64.65,editor,2026-02-14T17:45:00-08:00,false
GUST_44751f7c,COMP_6821c25a,Dr.,59),dr..59)16@outlook.com,Compliance,Staff Engineer,288.96,81.96,owner,2026-01-27T08:52:00-08:00,true
GUST_d9b43519,COMP_ebdc73df,Dr.,48),dr.48)@hotmail.com,Procurement,Principal Architect,305.27,98.27,contributor,2026-01-10T11:59:00-08:00,true
GUST_74759faa,COMP_5e43b195,William,Davis,william.davis@aol.com,Supply Chain,Engineering Manager,322.58,14.58,admin,2025-12-28T14:06:00-08:00,false
GUST_2e828bdd,COMP_b568aaa4,Dorothy,Lee,dorothy.lee@icloud.com,Logistics,VP of Engineering,339.89,31.89,member,2025-12-11T17:13:00-08:00,true
GUST_a2facae2,COMP_c9ea2a17,Andrew,King,andrewking20@mail.com,Manufacturing,CTO,356.20,48.20,viewer,2025-11-24T08:20:00-08:00,false
GUST_1dc5484e,COMP_fd0a02ca,Nicole,Campbell,nicole.campbell@protonmail.com,Facilities,CFO,373.51,65.51,editor,2025-11-07T11:27:00-08:00,false
GUST_4c930685,COMP_fdd9a877,Nicholas,Reyes,nicholas.reyes@comcast.net,Public Relations,COO,390.82,82.82,owner,2026-10-20T14:34:00-08:00,true
GUST_46bf5126,COMP_2972dcff,Joan,Reed,joanreed@att.net,Business Development,Chief of Staff,407.13,99.13,contributor,2026-10-03T17:41:00-08:00,false
GUST_5da41c3e,COMP_80c834a1,Patrick,Bennett,patrick.bennett24@bellsouth.net,Strategy,Director of Operations,424.44,15.44,admin,2026-09-16T08:48:00-08:00,true
GUST_b95f130b,COMP_d74e08b2,Grace,Foster,grace.foster@charter.net,Analytics,General Manager,441.75,32.75,member,2026-08-28T11:55:00-08:00,true
GUST_2ce9b41a,COMP_66397e61,Noah,Hernandez,noahhernandez@earthlink.net,Content,Business Analyst,458.06,49.06,viewer,2026-08-12T14:02:00-08:00,false
GUST_2f531789,COMP_8e6c0f6e,Elizabeth,White,elizabeth.white@msn.com,Training,Systems Administrator,475.37,66.37,editor,2026-07-25T17:09:00-08:00,true
GUST_1e5b5d6c,COMP_12cdbd71,Arthur,Torres,arthur.torres28@gmail.com,Risk Management,Database Administrator,492.68,83.68,owner,2026-07-08T08:16:00-08:00,true
GUST_acc6f4c4,COMP_e680c201,Sharon,Roberts,sharonroberts@yahoo.com,Internal Audit,Network Engineer,13.99,100.99,contributor,2026-06-21T11:23:00-08:00,false
GUST_74653d73,COMP_1088440c,Russell,Morales,russell.morales@outlook.com,Engineering,Security Analyst,30.30,16.30,admin,2026-06-04T14:30:00-08:00,true
GUST_2f4345c5,COMP_9b30ec31,Heather,Ramos,heather.ramos@hotmail.com,Marketing,Cloud Architect,47.61,33.61,member,2026-05-17T17:37:00-08:00,false
GUST_b62b7efa,COMP_2f8882ec,Robert,Ruiz,robertruiz32@aol.com,Sales,Data Scientist,64.92,50.92,viewer,2026-04-28T08:44:00-08:00,false
GUST_96b63474,COMP_c8458323,Ann,Smith,ann.smith@icloud.com,Operations,Machine Learning Engineer,81.23,67.23,editor,2026-04-13T11:51:00-08:00,true
GUST_9b5b8137,COMP_15f7082f,Steven,Wilson,steven.wilson@mail.com,HR,Research Scientist,98.54,84.54,owner,2026-03-26T14:58:00-08:00,false
GUST_2d1ee613,COMP_f15c6671,Brittany,Clark,brittanyclark@protonmail.com,Finance,UX Researcher,115.85,0.85,contributor,2026-03-09T17:05:00-08:00,true
GUST_c1e012b4,COMP_da6f1865,Jacob,Flores,jacob.flores36@comcast.net,Support,UI Designer,132.16,17.16,admin,2026-02-22T08:12:00-08:00,true
GUST_16759efb,COMP_37971d5a,Dorothy,Evans,dorothy.evans@att.net,Design,Creative Director,149.47,34.47,member,2026-02-05T11:19:00-08:00,false
GUST_7340f5f7,COMP_1dab5cea,Frank,Rogers,frankrogers@bellsouth.net,Product,Brand Manager,166.78,51.78,viewer,2026-01-18T14:26:00-08:00,true
GUST_9c41197e,COMP_5ef3bd90,Nicole,Ward,nicole.ward@charter.net,Legal,Social Media Manager,183.09,68.09,editor,2026-01-01T17:33:00-08:00,false
GUST_02fd760b,COMP_f5275240,Zachary,Alvarez,zachary.alvarez40@earthlink.net,Research & Development,Growth Marketing Lead,200.40,85.40,owner,2025-12-19T08:40:00-08:00,false
GUST_5decdcdf,COMP_c72faa7f,Joan,Brown,joanbrown@msn.com,Information Technology,Content Strategist,217.71,1.71,contributor,2025-12-02T11:47:00-08:00,true
GUST_082d34dd,COMP_5ff50da3,Harold,Taylor,harold.taylor@gmail.com,Customer Success,Public Relations Manager,234.02,18.02,admin,2025-11-15T14:54:00-08:00,false
GUST_1890daab,COMP_993df6b2,Grace,Robinson,grace.robinson@yahoo.com,Quality Assurance,Event Coordinator,251.33,35.33,member,2026-10-28T17:01:00-08:00,true
GUST_cf0f86de,COMP_e9c8a735,Alan,Nelson,alannelson44@outlook.com,Data Science,Sales Manager,268.64,52.64,viewer,2026-10-11T08:08:00-08:00,true
GUST_b5524c4c,COMP_4c9cd5e0,Elizabeth,Parker,elizabeth.parker@hotmail.com,Security,Regional Sales Director,285.95,69.95,editor,2026-09-24T11:15:00-08:00,false
GUST_64642a38,COMP_2d7e25f8,Carlos,Morgan,carlos.morgan@aol.com,Compliance,Account Executive,302.26,86.26,owner,2026-09-07T14:22:00-08:00,true
GUST_5b36e430,COMP_38a2be6d,Sharon,Brooks,sharonbrooks@icloud.com,Procurement,Customer Success Manager,319.57,2.57,contributor,2026-08-20T17:29:00-08:00,false
GUST_26babee9,COMP_8bdc05d5,Mark,Patel,mark.patel48@mail.com,Supply Chain,Solutions Architect,336.88,19.88,admin,2026-08-03T08:36:00-08:00,false
GUST_26af9d9d,COMP_7684d7d1,Heather,Miller,heather.miller@protonmail.com,Logistics,Technical Writer,353.19,36.19,member,2026-07-16T11:43:00-08:00,true
