id,name,type,distance,moving_time,elapsed_time,total_elevation_gain,average_speed,start_date,kudos_count,segment_id
9000059,Evening jog,Walk,3805.8,672,720,65.0,5.66,2026-04-24T07:00:00-04:00,22,
9000060,Morning run with Priya,Run,1116.3,1949,2002,94.9,0.57,2026-01-26T07:00:00-04:00,18,
9000061,Sunday basketball run,Ride,11374.1,2973,3268,79.0,3.83,2026-02-10T07:00:00-04:00,18,
9000062,Evening jog,Walk,11425.9,1907,2122,31.0,5.99,2026-02-21T07:00:00-04:00,27,
9000063,Weekend ride,Workout,8184.6,1371,1578,50.5,5.97,2026-02-02T07:00:00-04:00,17,
9000064,Evening jog,Walk,8251.6,2564,2736,13.3,3.22,2026-03-05T07:00:00-04:00,3,
9000065,Sunday basketball run,Walk,10289.3,2504,2749,25.9,4.11,2026-08-03T07:00:00-04:00,20,
9000066,Evening jog,Basketball,1051.1,4306,4418,78.0,0.24,2026-02-04T07:00:00-04:00,20,
9000067,Evening jog,Walk,3929.3,981,1015,79.7,4.01,2026-04-23T07:00:00-04:00,25,
9000068,Weekend ride,Run,3934.9,2234,2380,94.8,1.76,2026-05-09T07:00:00-04:00,24,
9000069,Lunch walk,Run,3403.1,2464,2620,65.2,1.38,2026-01-20T07:00:00-04:00,25,
9000070,Lunch walk,Ride,8006.6,1622,1637,19.5,4.94,2026-03-19T07:00:00-04:00,15,
9000071,Morning run with Priya,Ride,7018.9,4380,4450,43.5,1.6,2026-09-08T07:00:00-04:00,14,
9000072,Lunch walk,Basketball,1864.4,3756,4027,67.5,0.5,2026-02-26T07:00:00-04:00,20,
9000073,Evening jog,Run,6841.6,2509,2606,24.8,2.73,2026-04-28T07:00:00-04:00,6,
9000074,Weekend ride,Ride,8891.0,2236,2514,76.7,3.98,2026-06-25T07:00:00-04:00,30,
9000075,Sunday basketball run,Workout,6142.5,3870,3993,39.3,1.59,2026-08-23T07:00:00-04:00,1,
9000076,Weekend ride,Walk,8366.0,4502,4583,16.4,1.86,2026-09-11T07:00:00-04:00,20,
9000077,Sunday basketball run,Walk,6203.3,3172,3440,72.4,1.96,2026-01-11T07:00:00-04:00,9,
9000078,Weekend ride,Walk,9232.4,3817,3950,54.4,2.42,2026-02-04T07:00:00-04:00,29,
9000079,Morning run with Priya,Walk,1136.3,664,910,40.6,1.71,2026-08-01T07:00:00-04:00,20,
9000080,Evening jog,Run,10774.5,907,1109,53.3,11.88,2026-04-25T07:00:00-04:00,14,
9000081,Weekend ride,Ride,8807.6,1058,1313,14.0,8.32,2026-04-04T07:00:00-04:00,6,
9000082,Lunch walk,Basketball,4196.5,1632,1688,70.7,2.57,2026-02-15T07:00:00-04:00,9,
9000083,Evening jog,Ride,7413.7,4416,4600,92.4,1.68,2026-03-21T07:00:00-04:00,11,
9000084,Evening jog,Basketball,11823.6,3412,3603,65.4,3.47,2026-05-14T07:00:00-04:00,25,
9000085,Evening jog,Run,1999.7,4491,4525,13.0,0.45,2026-01-28T07:00:00-04:00,15,
9000086,Lunch walk,Walk,9600.6,741,811,98.6,12.96,2026-06-22T07:00:00-04:00,11,
9000087,Evening jog,Workout,6570.4,1509,1517,40.2,4.35,2026-04-17T07:00:00-04:00,26,
9000088,Morning run with Priya,Run,10722.5,3340,3547,103.9,3.21,2026-05-08T07:00:00-04:00,0,
9000089,Evening jog,Walk,7041.8,2372,2609,88.1,2.97,2026-04-21T07:00:00-04:00,3,
9000090,Morning run with Priya,Walk,1685.2,3313,3592,57.5,0.51,2026-06-26T07:00:00-04:00,1,
9000091,Morning run with Priya,Ride,4153.1,3074,3349,49.9,1.35,2026-02-26T07:00:00-04:00,30,
9000092,Morning run with Priya,Walk,10515.6,2936,3167,27.4,3.58,2026-01-25T07:00:00-04:00,0,
9000093,Lunch walk,Walk,7212.8,3835,3994,111.6,1.88,2026-02-08T07:00:00-04:00,17,
9000094,Weekend ride,Walk,1200.3,2807,3065,18.0,0.43,2026-06-10T07:00:00-04:00,8,
9000095,Weekend ride,Ride,1699.7,4126,4295,112.1,0.41,2026-07-11T07:00:00-04:00,18,
9000096,Morning run with Priya,Workout,9204.4,988,1044,66.9,9.32,2026-09-05T07:00:00-04:00,26,
9000097,Lunch walk,Run,5148.7,1839,2060,4.0,2.8,2026-06-02T07:00:00-04:00,12,
9000098,Sunday basketball run,Run,5483.4,3318,3360,104.1,1.65,2026-02-28T07:00:00-04:00,10,
9000099,Lunch walk,Ride,2705.5,3795,4061,35.6,0.71,2026-07-07T07:00:00-04:00,29,
9000100,Weekend ride,Run,4203.9,1812,1921,9.6,2.32,2026-05-04T07:00:00-04:00,1,
9000101,Evening jog,Walk,7147.5,1066,1273,26.8,6.7,2026-08-01T07:00:00-04:00,0,
9000102,Morning run with Priya,Walk,11186.1,2220,2280,77.3,5.04,2026-01-27T07:00:00-04:00,21,
9000103,Sunday basketball run,Ride,1219.0,2784,3065,105.7,0.44,2026-07-03T07:00:00-04:00,22,
9000104,Morning run with Priya,Walk,5748.5,3934,4034,69.1,1.46,2026-07-14T07:00:00-04:00,23,
9000105,Evening jog,Ride,1899.7,781,1069,107.6,2.43,2026-04-02T07:00:00-04:00,24,
