id,createdTime,Name,Status,Owner,Budget
recProj0000000152,2026-10-07T21:15:00.000Z,Groceries,Over Budget,Angela Pham,200.0
recProj0000000153,2026-08-28T12:30:00.000Z,Professional,Pending,Angela Pham,200.0
recProj0000000154,2026-09-10T15:45:00.000Z,Transportation,Over Budget,Angela Pham,425.0
recProj0000000155,2026-07-06T15:45:00.000Z,529 Contributions,Pending,Angela Pham,400.0
recProj0000000156,2026-06-16T07:45:00.000Z,Recreation,On Track,Angela Pham,150.0
recProj0000000157,2026-10-09T17:15:00.000Z,Healthcare,Pending,Angela Pham,3400.0
recProj0000000158,2026-07-03T10:15:00.000Z,Dining,Pending,Angela Pham,1830.0
recProj0000000159,2026-08-18T08:30:00.000Z,Subscriptions,On Track,Angela Pham,3400.0
recProj0000000160,2026-08-04T15:00:00.000Z,Healthcare,Pending,Angela Pham,200.0
recProj0000000161,2026-06-25T09:15:00.000Z,Transportation,Over Budget,Angela Pham,400.0
recProj0000000162,2026-07-23T13:45:00.000Z,Childcare,Over Budget,Angela Pham,200.0
recProj0000000163,2026-11-10T07:00:00.000Z,Transportation,Pending,Angela Pham,3400.0
recProj0000000164,2026-08-15T15:30:00.000Z,Professional,On Track,Angela Pham,150.0
recProj0000000165,2026-10-05T11:30:00.000Z,Mortgage,On Track,Angela Pham,200.0
recProj0000000166,2026-11-15T12:00:00.000Z,Groceries,On Track,Angela Pham,425.0
recProj0000000167,2026-07-20T14:45:00.000Z,529 Contributions,On Track,Angela Pham,300.0
recProj0000000168,2026-06-01T10:30:00.000Z,Utilities,Pending,Angela Pham,400.0
recProj0000000169,2026-07-15T19:30:00.000Z,Subscriptions,On Track,Angela Pham,3400.0
recProj0000000170,2026-07-20T09:45:00.000Z,Utilities,Pending,Angela Pham,160.0
recProj0000000171,2026-10-05T09:45:00.000Z,Dining,Over Budget,Angela Pham,150.0
recProj0000000172,2026-06-06T08:00:00.000Z,529 Contributions,On Track,Angela Pham,400.0
recProj0000000173,2026-08-22T13:00:00.000Z,Healthcare,On Track,Angela Pham,400.0
recProj0000000174,2026-09-05T14:45:00.000Z,Subscriptions,On Track,Angela Pham,1830.0
recProj0000000175,2026-07-20T08:30:00.000Z,Healthcare,Pending,Angela Pham,1830.0
recProj0000000176,2026-07-20T18:00:00.000Z,Recreation,On Track,Angela Pham,400.0
recProj0000000177,2026-09-14T21:30:00.000Z,Recreation,Over Budget,Angela Pham,1830.0
recProj0000000178,2026-07-03T06:30:00.000Z,Professional,Pending,Angela Pham,350.0
recProj0000000179,2026-11-02T10:15:00.000Z,Professional,On Track,Angela Pham,1000.0
recProj0000000180,2026-07-25T22:45:00.000Z,Professional,Over Budget,Angela Pham,160.0
recProj0000000181,2026-09-18T13:45:00.000Z,Professional,On Track,Angela Pham,400.0
recProj0000000182,2026-11-14T11:30:00.000Z,Recreation,Over Budget,Angela Pham,800.0
recProj0000000183,2026-07-04T18:30:00.000Z,Mortgage,On Track,Angela Pham,150.0
recProj0000000184,2026-10-04T13:15:00.000Z,Mortgage,Pending,Angela Pham,350.0
recProj0000000185,2026-11-10T11:45:00.000Z,Dining,Pending,Angela Pham,150.0
recProj0000000186,2026-09-04T16:15:00.000Z,Recreation,Over Budget,Angela Pham,1830.0
recProj0000000187,2026-09-23T15:15:00.000Z,Misc,Pending,Angela Pham,160.0
recProj0000000188,2026-11-28T06:45:00.000Z,Healthcare,On Track,Angela Pham,350.0
recProj0000000189,2026-10-07T08:00:00.000Z,Transportation,On Track,Angela Pham,350.0
recProj0000000190,2026-06-20T14:15:00.000Z,Misc,Pending,Angela Pham,1830.0
recProj0000000191,2026-07-03T12:30:00.000Z,Subscriptions,Pending,Angela Pham,200.0
recProj0000000192,2026-09-05T06:15:00.000Z,Healthcare,Over Budget,Angela Pham,1000.0
recProj0000000193,2026-09-09T08:45:00.000Z,Utilities,Pending,Angela Pham,425.0
recProj0000000194,2026-11-06T09:00:00.000Z,Recreation,Over Budget,Angela Pham,1000.0
recProj0000000195,2026-10-08T17:45:00.000Z,Dining,On Track,Angela Pham,160.0
recProj0000000196,2026-07-12T07:45:00.000Z,Professional,Over Budget,Angela Pham,400.0
recProj0000000197,2026-10-10T12:00:00.000Z,Healthcare,On Track,Angela Pham,350.0
recProj0000000198,2026-09-02T15:15:00.000Z,Mortgage,Pending,Angela Pham,160.0
recProj0000000199,2026-06-26T06:30:00.000Z,Mortgage,Over Budget,Angela Pham,200.0
recProj0000000200,2026-06-11T16:30:00.000Z,Misc,On Track,Angela Pham,400.0
recProj0000000201,2026-07-22T13:15:00.000Z,Groceries,Over Budget,Angela Pham,3400.0
recProj0000000202,2026-08-26T20:30:00.000Z,Dining,Over Budget,Angela Pham,800.0
recProj0000000203,2026-11-11T19:15:00.000Z,Childcare,On Track,Angela Pham,300.0
recProj0000000204,2026-09-06T13:45:00.000Z,Subscriptions,On Track,Angela Pham,350.0
recProj0000000205,2026-11-09T10:00:00.000Z,Transportation,Over Budget,Angela Pham,400.0
recProj0000000206,2026-11-08T15:15:00.000Z,Groceries,Pending,Angela Pham,300.0
recProj0000000207,2026-08-16T06:30:00.000Z,Groceries,On Track,Angela Pham,3400.0
recProj0000000208,2026-06-12T13:45:00.000Z,Recreation,Pending,Angela Pham,400.0
recProj0000000209,2026-06-04T19:15:00.000Z,Groceries,Over Budget,Angela Pham,425.0
recProj0000000210,2026-09-09T15:15:00.000Z,Utilities,On Track,Angela Pham,300.0
recProj0000000211,2026-07-13T13:45:00.000Z,529 Contributions,On Track,Angela Pham,425.0
recProj0000000212,2026-11-14T19:45:00.000Z,Groceries,Pending,Angela Pham,200.0
recProj0000000213,2026-08-17T22:15:00.000Z,Dining,Over Budget,Angela Pham,160.0
recProj0000000214,2026-09-27T22:15:00.000Z,Subscriptions,Pending,Angela Pham,150.0
recProj0000000215,2026-11-01T09:45:00.000Z,Mortgage,On Track,Angela Pham,3400.0
recProj0000000216,2026-06-25T07:00:00.000Z,Subscriptions,Pending,Angela Pham,160.0
recProj0000000217,2026-06-20T21:45:00.000Z,Childcare,Pending,Angela Pham,1830.0
recProj0000000218,2026-09-03T21:00:00.000Z,Misc,Pending,Angela Pham,1830.0
recProj0000000219,2026-09-24T11:15:00.000Z,Healthcare,Over Budget,Angela Pham,400.0
recProj0000000220,2026-09-04T19:45:00.000Z,Groceries,Pending,Angela Pham,200.0
recProj0000000221,2026-10-21T11:30:00.000Z,Transportation,On Track,Angela Pham,800.0
recProj0000000222,2026-11-14T08:45:00.000Z,Healthcare,Over Budget,Angela Pham,400.0
recProj0000000223,2026-11-11T13:00:00.000Z,Subscriptions,Over Budget,Angela Pham,800.0
recProj0000000224,2026-07-25T11:00:00.000Z,Mortgage,Over Budget,Angela Pham,300.0
