Id,DisplayName,CompanyName,PrimaryEmailAddr,PrimaryPhone,BillAddr_Line1,BillAddr_City,BillAddr_CountrySubDivisionCode,BillAddr_PostalCode,Balance,Active,AcctNum,Vendor1099
V-306,Elena Zamora — Author,Elena Zamora — Author,elena.zamora@author.com,(915) 555-4006,2060 Piedras St,El Paso,TX,79903,240,N,,N
V-307,Roberto Alarcon — Illustrator,Roberto Alarcon — Illustrator,roberto.alarcon@illustrator.com,(915) 555-4007,2070 Mesa St,El Paso,TX,79903,0,N,,N
V-308,Sofia Villarreal — Baker,Sofia Villarreal — Baker,sofia.villarreal@baker.com,(915) 555-4008,2080 Mesa St,El Paso,TX,79903,45,N,,N
V-309,Antonio Trujillo — Chef,Antonio Trujillo — Chef,antonio.trujillo@chef.com,(915) 555-4009,2090 Mesa St,El Paso,TX,79903,80,N,,N
V-310,Isabel Robles — Caterer,Isabel Robles — Caterer,isabel.robles@caterer.com,(915) 555-4010,2100 Mesa St,El Paso,TX,79903,320,N,,N
V-311,Carlos Serrano — Decorator,Carlos Serrano — Decorator,carlos.serrano@decorator.com,(915) 555-4011,2110 Mesa St,El Paso,TX,79903,45,N,,N
V-312,Rosa Contreras — Tailor,Rosa Contreras — Tailor,rosa.contreras@tailor.com,(915) 555-4012,2120 Piedras St,El Paso,TX,79903,0,N,,N
V-313,Manuel Escobar — Seamstress,Manuel Escobar — Seamstress,manuel.escobar@seamstress.com,(915) 555-4013,2130 Piedras St,El Paso,TX,79903,320,N,,N
V-314,Teresa Valenzuela — Tutor,Teresa Valenzuela — Tutor,teresa.valenzuela@tutor.com,(915) 555-4014,2140 Piedras St,El Paso,TX,79903,120,N,,N
V-315,Francisco Espinoza — Nutrition Consultant,Francisco Espinoza — Nutrition Consultant,francisco.espinoza@nutritionconsultant.com,(915) 555-4015,2150 Mesa St,El Paso,TX,79903,45,N,,N
V-316,Guadalupe Aguirre — Music Teacher,Guadalupe Aguirre — Music Teacher,guadalupe.aguirre@musicteacher.com,(915) 555-4016,2160 Mesa St,El Paso,TX,79903,180,N,,N
V-317,Jose Cortez — Piano Tuner,Jose Cortez — Piano Tuner,jose.cortez@pianotuner.com,(915) 555-4017,2170 Piedras St,El Paso,TX,79903,320,N,,N
V-318,Yolanda Duran — Cleaning Service,Yolanda Duran — Cleaning Service,yolanda.duran@cleaningservice.com,(915) 555-4018,2180 Montana St,El Paso,TX,79903,45,N,,N
V-319,Ricardo Mata — Handyman,Ricardo Mata — Handyman,ricardo.mata@handyman.com,(915) 555-4019,2190 Piedras St,El Paso,TX,79903,240,N,,N
V-320,Patricia Nieto — Photography,Patricia Nieto — Photography,patricia.nieto@photography.com,(915) 555-4020,2200 Montana St,El Paso,TX,79903,320,N,,N
V-321,Fernando Peralta — Videography,Fernando Peralta — Videography,fernando.peralta@videography.com,(915) 555-4021,2210 Mesa St,El Paso,TX,79903,180,N,,N
V-322,Silvia Quintero — Musician,Silvia Quintero — Musician,silvia.quintero@musician.com,(915) 555-4022,2220 Montana St,El Paso,TX,79903,240,N,,N
V-323,Alejandro Salgado — Speaker,Alejandro Salgado — Speaker,alejandro.salgado@speaker.com,(915) 555-4023,2230 Mesa St,El Paso,TX,79903,45,N,,N
V-324,Beatriz Tapia — Author,Beatriz Tapia — Author,beatriz.tapia@author.com,(915) 555-4024,2240 Montana St,El Paso,TX,79903,120,N,,N
V-325,Enrique Ulloa — Illustrator,Enrique Ulloa — Illustrator,enrique.ulloa@illustrator.com,(915) 555-4025,2250 Alameda St,El Paso,TX,79903,45,N,,N
V-326,Adriana Valdez — Baker,Adriana Valdez — Baker,adriana.valdez@baker.com,(915) 555-4026,2260 Dyer St,El Paso,TX,79903,120,N,,N
V-327,Ramon Zavala — Chef,Ramon Zavala — Chef,ramon.zavala@chef.com,(915) 555-4027,2270 Alameda St,El Paso,TX,79903,320,N,,N
V-328,Lucia Acosta — Caterer,Lucia Acosta — Caterer,lucia.acosta@caterer.com,(915) 555-4028,2280 Piedras St,El Paso,TX,79903,320,N,,N
V-329,Salvador Bautista — Decorator,Salvador Bautista — Decorator,salvador.bautista@decorator.com,(915) 555-4029,2290 Piedras St,El Paso,TX,79903,80,N,,N
V-330,Estela Cabrera — Tailor,Estela Cabrera — Tailor,estela.cabrera@tailor.com,(915) 555-4030,2300 Alameda St,El Paso,TX,79903,180,N,,N
V-331,Rafael Dominguez — Seamstress,Rafael Dominguez — Seamstress,rafael.dominguez@seamstress.com,(915) 555-4031,2310 Piedras St,El Paso,TX,79903,320,N,,N
V-332,Consuelo Estevez — Tutor,Consuelo Estevez — Tutor,consuelo.estevez@tutor.com,(915) 555-4032,2320 Alameda St,El Paso,TX,79903,240,N,,N
V-333,Sergio Fajardo — Nutrition Consultant,Sergio Fajardo — Nutrition Consultant,sergio.fajardo@nutritionconsultant.com,(915) 555-4033,2330 Piedras St,El Paso,TX,79903,80,N,,N
V-334,Alma Guerrero — Music Teacher,Alma Guerrero — Music Teacher,alma.guerrero@musicteacher.com,(915) 555-4034,2340 Alameda St,El Paso,TX,79903,240,N,,N
V-335,Ernesto Hinojosa — Piano Tuner,Ernesto Hinojosa — Piano Tuner,ernesto.hinojosa@pianotuner.com,(915) 555-4035,2350 Alameda St,El Paso,TX,79903,240,N,,N
V-336,Norma Ibarra — Cleaning Service,Norma Ibarra — Cleaning Service,norma.ibarra@cleaningservice.com,(915) 555-4036,2360 Montana St,El Paso,TX,79903,180,N,,N
V-337,Hector Juarez — Handyman,Hector Juarez — Handyman,hector.juarez@handyman.com,(915) 555-4037,2370 Montana St,El Paso,TX,79903,45,N,,N
V-338,Blanca Lara — Photography,Blanca Lara — Photography,blanca.lara@photography.com,(915) 555-4038,2380 Dyer St,El Paso,TX,79903,80,N,,N
V-339,Arturo Miranda — Videography,Arturo Miranda — Videography,arturo.miranda@videography.com,(915) 555-4039,2390 Piedras St,El Paso,TX,79903,45,N,,N
V-340,Marisol Navarro — Musician,Marisol Navarro — Musician,marisol.navarro@musician.com,(915) 555-4040,2400 Montana St,El Paso,TX,79903,120,N,,N
V-341,Domingo Ochoa — Speaker,Domingo Ochoa — Speaker,domingo.ochoa@speaker.com,(915) 555-4041,2410 Alameda St,El Paso,TX,79903,320,N,,N
V-342,Guillermo Padilla — Author,Guillermo Padilla — Author,guillermo.padilla@author.com,(915) 555-4042,2420 Dyer St,El Paso,TX,79903,180,N,,N
V-343,Leticia Quinones — Illustrator,Leticia Quinones — Illustrator,leticia.quinones@illustrator.com,(915) 555-4043,2430 Piedras St,El Paso,TX,79903,45,N,,N
V-344,Oscar Rangel — Baker,Oscar Rangel — Baker,oscar.rangel@baker.com,(915) 555-4044,2440 Alameda St,El Paso,TX,79903,120,N,,N
V-345,Josefina Solis — Chef,Josefina Solis — Chef,josefina.solis@chef.com,(915) 555-4045,2450 Alameda St,El Paso,TX,79903,120,N,,N
V-346,Ismael Trevino — Caterer,Ismael Trevino — Caterer,ismael.trevino@caterer.com,(915) 555-4046,2460 Piedras St,El Paso,TX,79903,120,N,,N
V-347,Delia Uribe — Decorator,Delia Uribe — Decorator,delia.uribe@decorator.com,(915) 555-4047,2470 Dyer St,El Paso,TX,79903,80,N,,N
V-348,Ruben Villalobos — Tailor,Ruben Villalobos — Tailor,ruben.villalobos@tailor.com,(915) 555-4048,2480 Piedras St,El Paso,TX,79903,240,N,,N
V-349,Cecilia Yanez — Seamstress,Cecilia Yanez — Seamstress,cecilia.yanez@seamstress.com,(915) 555-4049,2490 Piedras St,El Paso,TX,79903,80,N,,N
V-350,Ignacio Garcia — Tutor,Ignacio Garcia — Tutor,ignacio.garcia@tutor.com,(915) 555-4050,2500 Piedras St,El Paso,TX,79903,0,N,,N
V-351,Concepcion Rodriguez — Nutrition Consultant,Concepcion Rodriguez — Nutrition Consultant,concepcion.rodriguez@nutritionconsultant.com,(915) 555-4051,2510 Piedras St,El Paso,TX,79903,320,N,,N
V-352,Jesus Martinez — Music Teacher,Jesus Martinez — Music Teacher,jesus.martinez@musicteacher.com,(915) 555-4052,2520 Mesa St,El Paso,TX,79903,180,N,,N
V-353,Herminia Lopez — Piano Tuner,Herminia Lopez — Piano Tuner,herminia.lopez@pianotuner.com,(915) 555-4053,2530 Alameda St,El Paso,TX,79903,45,N,,N
V-354,Alfonso Gonzalez — Cleaning Service,Alfonso Gonzalez — Cleaning Service,alfonso.gonzalez@cleaningservice.com,(915) 555-4054,2540 Alameda St,El Paso,TX,79903,120,N,,N
V-355,Amelia Hernandez — Handyman,Amelia Hernandez — Handyman,amelia.hernandez@handyman.com,(915) 555-4055,2550 Piedras St,El Paso,TX,79903,320,N,,N
V-356,Baltazar Perez — Photography,Baltazar Perez — Photography,baltazar.perez@photography.com,(915) 555-4056,2560 Mesa St,El Paso,TX,79903,320,N,,N
V-357,Camila Sanchez — Videography,Camila Sanchez — Videography,camila.sanchez@videography.com,(915) 555-4057,2570 Montana St,El Paso,TX,79903,320,N,,N
V-358,Diego Ramirez — Musician,Diego Ramirez — Musician,diego.ramirez@musician.com,(915) 555-4058,2580 Mesa St,El Paso,TX,79903,45,N,,N
V-359,Eliza Cruz — Speaker,Eliza Cruz — Speaker,eliza.cruz@speaker.com,(915) 555-4059,2590 Alameda St,El Paso,TX,79903,320,N,,N
V-360,Federico Flores — Author,Federico Flores — Author,federico.flores@author.com,(915) 555-4060,2600 Dyer St,El Paso,TX,79903,320,N,,N
V-361,Graciela Rivera — Illustrator,Graciela Rivera — Illustrator,graciela.rivera@illustrator.com,(915) 555-4061,2610 Dyer St,El Paso,TX,79903,0,N,,N
