Id,DisplayName,GivenName,FamilyName,CompanyName,PrimaryEmailAddr,PrimaryPhone,BillAddr_Line1,BillAddr_City,BillAddr_CountrySubDivisionCode,BillAddr_PostalCode,Balance,Active,Job,Notes
PL-025,Nestor Diaz,Nestor,Diaz,,nestor.diaz@gmail.com,(915) 555-0284,,El Paso,TX,79903,0.0,Y,Holiday-2026,"Diaz, retired teacher"
PL-026,Olivia Cruz,Olivia,Cruz,,olivia.cruz@gmail.com,(915) 555-0338,,El Paso,TX,79903,0.0,Y,Holiday-2026,Cruz cash Sunday
PL-027,Pablo Aguilar,Pablo,Aguilar,,pablo.aguilar@gmail.com,(915) 555-0287,,El Paso,TX,79903,0.0,Y,Holiday-2026,"Aguilar family, 8yr member"
PL-028,Rocio Chavez,Rocio,Chavez,,rocio.chavez@gmail.com,(915) 555-0489,,El Paso,TX,79903,0.0,Y,Holiday-2026,Chavez family
PL-029,Samuel Reyes,Samuel,Reyes,,samuel.reyes@gmail.com,(915) 555-0325,,El Paso,TX,79903,0.0,Y,Holiday-2026,"Reyes family, ushers"
PL-030,Trinidad Silva,Trinidad,Silva,,trinidad.silva@gmail.com,(915) 555-0779,,El Paso,TX,79903,0.0,Y,Holiday-2026,"Silva family, cash Sunday"
PL-031,Robert Whitfield,Robert,Whitfield,,robert.whitfield@gmail.com,(915) 555-0255,,El Paso,TX,79903,200.0,Y,Holiday-2026 UNPAID,Attempted Stripe Nov 8 requires_payment_method
PL-032,Angela Padilla,Angela,Padilla,,angela.padilla@gmail.com,(915) 555-0114,,El Paso,TX,79903,150.0,Y,Holiday-2026 UNPAID,PayPal invoice sent Oct 20 unpaid
PL-033,David Lam,David,Lam,,david.lam@gmail.com,(915) 555-0274,,El Paso,TX,79903,100.0,Y,Holiday-2026 UNPAID,Attempted Stripe Nov 12 requires_payment_method
PL-034,Rosa Orozco,Rosa,Orozco,,rosa.orozco@gmail.com,(915) 555-0474,,El Paso,TX,79903,125.0,Y,Holiday-2026 UNPAID,Check promised Nov 15 - Rosa on vacation until Dec 15
PL-035,Erik Morrison,Erik,Morrison,,erik.morrison@gmail.com,(915) 555-0245,,El Paso,TX,79903,75.0,Y,Holiday-2026 UNPAID,PayPal invoice Nov 10 unpaid
PL-036,Susan Figueroa,Susan,Figueroa,,susan.figueroa@gmail.com,(915) 555-0162,,El Paso,TX,79903,100.0,Y,Holiday-2026 UNPAID,Attempted Stripe Nov 20 requires_payment_method
PL-034b,Rosa Orozco (Check Pending),Rosa,Orozco,,rosa.orozco@gmail.com,(915) 555-0421,,El Paso,TX,79903,125.0,Y,Holiday-2026 Check Promised,Check promised Nov 15 - Rosa on vacation
C-500,Pablo Flores,Pablo,Flores,,pablo.flores@gracechurchelpaso.org,(915) 555-5000,,El Paso,TX,79903,0.0,Y,Weekly tithe,Member since 2014
C-501,Quintin Flores,Quintin,Flores,,quintin.flores@gracechurchelpaso.org,(915) 555-5001,,El Paso,TX,79903,0.0,Y,Occasional,Member since 2014
C-502,Rocio Flores,Rocio,Flores,,rocio.flores@gracechurchelpaso.org,(915) 555-5002,,El Paso,TX,79903,0.0,Y,Monthly recurring,Member since 2015
C-503,Samuel Flores,Samuel,Flores,,samuel.flores@gracechurchelpaso.org,(915) 555-5003,,El Paso,TX,79903,0.0,Y,Weekly tithe,Member since 2022
C-504,Trinidad Flores,Trinidad,Flores,,trinidad.flores@gracechurchelpaso.org,(915) 555-5004,,El Paso,TX,79903,0.0,Y,Occasional,Member since 2012
C-505,Ulises Flores,Ulises,Flores,,ulises.flores@gracechurchelpaso.org,(915) 555-5005,,El Paso,TX,79903,0.0,Y,Monthly recurring,Member since 2011
C-506,Vicky Flores,Vicky,Flores,,vicky.flores@gracechurchelpaso.org,(915) 555-5006,,El Paso,TX,79903,0.0,Y,Weekly tithe,Member since 2012
C-507,Wilfrido Flores,Wilfrido,Flores,,wilfrido.flores@gracechurchelpaso.org,(915) 555-5007,,El Paso,TX,79903,0.0,Y,Occasional,Member since 2018
C-508,Ximena Flores,Ximena,Flores,,ximena.flores@gracechurchelpaso.org,(915) 555-5008,,El Paso,TX,79903,0.0,Y,Monthly recurring,Member since 2011
C-509,Yesenia Flores,Yesenia,Flores,,yesenia.flores@gracechurchelpaso.org,(915) 555-5009,,El Paso,TX,79903,0.0,Y,Weekly tithe,Member since 2019
C-510,Zaida Flores,Zaida,Flores,,zaida.flores@gracechurchelpaso.org,(915) 555-5010,,El Paso,TX,79903,0.0,Y,Occasional,Member since 2014
C-511,Arnulfo Flores,Arnulfo,Flores,,arnulfo.flores@gracechurchelpaso.org,(915) 555-5011,,El Paso,TX,79903,0.0,Y,Monthly recurring,Member since 2021
C-512,Benita Flores,Benita,Flores,,benita.flores@gracechurchelpaso.org,(915) 555-5012,,El Paso,TX,79903,0.0,Y,Weekly tithe,Member since 2013
C-513,Cirilo Flores,Cirilo,Flores,,cirilo.flores@gracechurchelpaso.org,(915) 555-5013,,El Paso,TX,79903,0.0,Y,Occasional,Member since 2024
C-514,Delfina Flores,Delfina,Flores,,delfina.flores@gracechurchelpaso.org,(915) 555-5014,,El Paso,TX,79903,0.0,Y,Monthly recurring,Member since 2014
C-515,Emiliano Flores,Emiliano,Flores,,emiliano.flores@gracechurchelpaso.org,(915) 555-5015,,El Paso,TX,79903,0.0,Y,Weekly tithe,Member since 2017
C-516,Feliciana Flores,Feliciana,Flores,,feliciana.flores@gracechurchelpaso.org,(915) 555-5016,,El Paso,TX,79903,0.0,Y,Occasional,Member since 2013
C-517,Gerardo Flores,Gerardo,Flores,,gerardo.flores@gracechurchelpaso.org,(915) 555-5017,,El Paso,TX,79903,0.0,Y,Monthly recurring,Member since 2022
C-518,Hortensia Flores,Hortensia,Flores,,hortensia.flores@gracechurchelpaso.org,(915) 555-5018,,El Paso,TX,79903,0.0,Y,Weekly tithe,Member since 2013
C-519,Idalia Flores,Idalia,Flores,,idalia.flores@gracechurchelpaso.org,(915) 555-5019,,El Paso,TX,79903,0.0,Y,Occasional,Member since 2014
C-520,Maria Gomez,Maria,Gomez,,maria.gomez@gracechurchelpaso.org,(915) 555-5020,,El Paso,TX,79903,0.0,Y,Monthly recurring,Member since 2025
C-521,Juan Gomez,Juan,Gomez,,juan.gomez@gracechurchelpaso.org,(915) 555-5021,,El Paso,TX,79903,0.0,Y,Weekly tithe,Member since 2022
C-522,Ana Gomez,Ana,Gomez,,ana.gomez@gracechurchelpaso.org,(915) 555-5022,,El Paso,TX,79903,0.0,Y,Occasional,Member since 2024
C-523,Luis Gomez,Luis,Gomez,,luis.gomez@gracechurchelpaso.org,(915) 555-5023,,El Paso,TX,79903,0.0,Y,Monthly recurring,Member since 2011
C-524,Carmen Gomez,Carmen,Gomez,,carmen.gomez@gracechurchelpaso.org,(915) 555-5024,,El Paso,TX,79903,0.0,Y,Weekly tithe,Member since 2016
C-525,Miguel Gomez,Miguel,Gomez,,miguel.gomez@gracechurchelpaso.org,(915) 555-5025,,El Paso,TX,79903,0.0,Y,Occasional,Member since 2022
C-526,Elena Gomez,Elena,Gomez,,elena.gomez@gracechurchelpaso.org,(915) 555-5026,,El Paso,TX,79903,0.0,Y,Monthly recurring,Member since 2017
C-527,Roberto Gomez,Roberto,Gomez,,roberto.gomez@gracechurchelpaso.org,(915) 555-5027,,El Paso,TX,79903,0.0,Y,Weekly tithe,Member since 2015
C-528,Sofia Gomez,Sofia,Gomez,,sofia.gomez@gracechurchelpaso.org,(915) 555-5028,,El Paso,TX,79903,0.0,Y,Occasional,Member since 2012
C-529,Antonio Gomez,Antonio,Gomez,,antonio.gomez@gracechurchelpaso.org,(915) 555-5029,,El Paso,TX,79903,0.0,Y,Monthly recurring,Member since 2024
C-530,Isabel Gomez,Isabel,Gomez,,isabel.gomez@gracechurchelpaso.org,(915) 555-5030,,El Paso,TX,79903,0.0,Y,Weekly tithe,Member since 2025
C-531,Carlos Gomez,Carlos,Gomez,,carlos.gomez@gracechurchelpaso.org,(915) 555-5031,,El Paso,TX,79903,0.0,Y,Occasional,Member since 2013
C-532,Rosa Gomez,Rosa,Gomez,,rosa.gomez@gracechurchelpaso.org,(915) 555-5032,,El Paso,TX,79903,0.0,Y,Monthly recurring,Member since 2010
C-533,Manuel Gomez,Manuel,Gomez,,manuel.gomez@gracechurchelpaso.org,(915) 555-5033,,El Paso,TX,79903,0.0,Y,Weekly tithe,Member since 2020
C-534,Teresa Gomez,Teresa,Gomez,,teresa.gomez@gracechurchelpaso.org,(915) 555-5034,,El Paso,TX,79903,0.0,Y,Occasional,Member since 2023
C-535,Francisco Gomez,Francisco,Gomez,,francisco.gomez@gracechurchelpaso.org,(915) 555-5035,,El Paso,TX,79903,0.0,Y,Monthly recurring,Member since 2014
C-536,Guadalupe Gomez,Guadalupe,Gomez,,guadalupe.gomez@gracechurchelpaso.org,(915) 555-5036,,El Paso,TX,79903,0.0,Y,Weekly tithe,Member since 2025
C-537,Jose Gomez,Jose,Gomez,,jose.gomez@gracechurchelpaso.org,(915) 555-5037,,El Paso,TX,79903,0.0,Y,Occasional,Member since 2016
C-538,Yolanda Gomez,Yolanda,Gomez,,yolanda.gomez@gracechurchelpaso.org,(915) 555-5038,,El Paso,TX,79903,0.0,Y,Monthly recurring,Member since 2016
C-539,Ricardo Gomez,Ricardo,Gomez,,ricardo.gomez@gracechurchelpaso.org,(915) 555-5039,,El Paso,TX,79903,0.0,Y,Weekly tithe,Member since 2020
C-540,Patricia Gomez,Patricia,Gomez,,patricia.gomez@gracechurchelpaso.org,(915) 555-5040,,El Paso,TX,79903,0.0,Y,Occasional,Member since 2021
C-541,Fernando Gomez,Fernando,Gomez,,fernando.gomez@gracechurchelpaso.org,(915) 555-5041,,El Paso,TX,79903,0.0,Y,Monthly recurring,Member since 2018
C-542,Silvia Gomez,Silvia,Gomez,,silvia.gomez@gracechurchelpaso.org,(915) 555-5042,,El Paso,TX,79903,0.0,Y,Weekly tithe,Member since 2019
C-543,Alejandro Gomez,Alejandro,Gomez,,alejandro.gomez@gracechurchelpaso.org,(915) 555-5043,,El Paso,TX,79903,0.0,Y,Occasional,Member since 2021
C-544,Beatriz Gomez,Beatriz,Gomez,,beatriz.gomez@gracechurchelpaso.org,(915) 555-5044,,El Paso,TX,79903,0.0,Y,Monthly recurring,Member since 2014
C-545,Enrique Gomez,Enrique,Gomez,,enrique.gomez@gracechurchelpaso.org,(915) 555-5045,,El Paso,TX,79903,0.0,Y,Weekly tithe,Member since 2015
C-546,Adriana Gomez,Adriana,Gomez,,adriana.gomez@gracechurchelpaso.org,(915) 555-5046,,El Paso,TX,79903,0.0,Y,Occasional,Member since 2011
C-547,Ramon Gomez,Ramon,Gomez,,ramon.gomez@gracechurchelpaso.org,(915) 555-5047,,El Paso,TX,79903,0.0,Y,Monthly recurring,Member since 2018
C-548,Lucia Gomez,Lucia,Gomez,,lucia.gomez@gracechurchelpaso.org,(915) 555-5048,,El Paso,TX,79903,0.0,Y,Weekly tithe,Member since 2013
C-549,Salvador Gomez,Salvador,Gomez,,salvador.gomez@gracechurchelpaso.org,(915) 555-5049,,El Paso,TX,79903,0.0,Y,Occasional,Member since 2010
C-550,Estela Gomez,Estela,Gomez,,estela.gomez@gracechurchelpaso.org,(915) 555-5050,,El Paso,TX,79903,0.0,Y,Monthly recurring,Member since 2012
C-551,Rafael Gomez,Rafael,Gomez,,rafael.gomez@gracechurchelpaso.org,(915) 555-5051,,El Paso,TX,79903,0.0,Y,Weekly tithe,Member since 2025
C-552,Consuelo Gomez,Consuelo,Gomez,,consuelo.gomez@gracechurchelpaso.org,(915) 555-5052,,El Paso,TX,79903,0.0,Y,Occasional,Member since 2020
C-553,Sergio Gomez,Sergio,Gomez,,sergio.gomez@gracechurchelpaso.org,(915) 555-5053,,El Paso,TX,79903,0.0,Y,Monthly recurring,Member since 2022
C-554,Alma Gomez,Alma,Gomez,,alma.gomez@gracechurchelpaso.org,(915) 555-5054,,El Paso,TX,79903,0.0,Y,Weekly tithe,Member since 2020
C-555,Ernesto Gomez,Ernesto,Gomez,,ernesto.gomez@gracechurchelpaso.org,(915) 555-5055,,El Paso,TX,79903,0.0,Y,Occasional,Member since 2011
C-556,Norma Gomez,Norma,Gomez,,norma.gomez@gracechurchelpaso.org,(915) 555-5056,,El Paso,TX,79903,0.0,Y,Monthly recurring,Member since 2021
C-557,Hector Gomez,Hector,Gomez,,hector.gomez@gracechurchelpaso.org,(915) 555-5057,,El Paso,TX,79903,0.0,Y,Weekly tithe,Member since 2022
C-558,Blanca Gomez,Blanca,Gomez,,blanca.gomez@gracechurchelpaso.org,(915) 555-5058,,El Paso,TX,79903,0.0,Y,Occasional,Member since 2011
C-559,Arturo Gomez,Arturo,Gomez,,arturo.gomez@gracechurchelpaso.org,(915) 555-5059,,El Paso,TX,79903,0.0,Y,Monthly recurring,Member since 2012
C-560,Marisol Gomez,Marisol,Gomez,,marisol.gomez@gracechurchelpaso.org,(915) 555-5060,,El Paso,TX,79903,0.0,Y,Weekly tithe,Member since 2014
C-561,Domingo Gomez,Domingo,Gomez,,domingo.gomez@gracechurchelpaso.org,(915) 555-5061,,El Paso,TX,79903,0.0,Y,Occasional,Member since 2018
C-562,Guillermo Gomez,Guillermo,Gomez,,guillermo.gomez@gracechurchelpaso.org,(915) 555-5062,,El Paso,TX,79903,0.0,Y,Monthly recurring,Member since 2022
C-563,Leticia Gomez,Leticia,Gomez,,leticia.gomez@gracechurchelpaso.org,(915) 555-5063,,El Paso,TX,79903,0.0,Y,Weekly tithe,Member since 2024
C-564,Oscar Gomez,Oscar,Gomez,,oscar.gomez@gracechurchelpaso.org,(915) 555-5064,,El Paso,TX,79903,0.0,Y,Occasional,Member since 2024
C-565,Josefina Gomez,Josefina,Gomez,,josefina.gomez@gracechurchelpaso.org,(915) 555-5065,,El Paso,TX,79903,0.0,Y,Monthly recurring,Member since 2017
C-566,Ismael Gomez,Ismael,Gomez,,ismael.gomez@gracechurchelpaso.org,(915) 555-5066,,El Paso,TX,79903,0.0,Y,Weekly tithe,Member since 2014
C-567,Delia Gomez,Delia,Gomez,,delia.gomez@gracechurchelpaso.org,(915) 555-5067,,El Paso,TX,79903,0.0,Y,Occasional,Member since 2017
C-568,Ruben Gomez,Ruben,Gomez,,ruben.gomez@gracechurchelpaso.org,(915) 555-5068,,El Paso,TX,79903,0.0,Y,Monthly recurring,Member since 2015
C-569,Cecilia Gomez,Cecilia,Gomez,,cecilia.gomez@gracechurchelpaso.org,(915) 555-5069,,El Paso,TX,79903,0.0,Y,Weekly tithe,Member since 2025
C-570,Ignacio Gomez,Ignacio,Gomez,,ignacio.gomez@gracechurchelpaso.org,(915) 555-5070,,El Paso,TX,79903,0.0,Y,Occasional,Member since 2013
C-571,Concepcion Gomez,Concepcion,Gomez,,concepcion.gomez@gracechurchelpaso.org,(915) 555-5071,,El Paso,TX,79903,0.0,Y,Monthly recurring,Member since 2021
C-572,Jesus Gomez,Jesus,Gomez,,jesus.gomez@gracechurchelpaso.org,(915) 555-5072,,El Paso,TX,79903,0.0,Y,Weekly tithe,Member since 2014
C-573,Herminia Gomez,Herminia,Gomez,,herminia.gomez@gracechurchelpaso.org,(915) 555-5073,,El Paso,TX,79903,0.0,Y,Occasional,Member since 2013
C-574,Alfonso Gomez,Alfonso,Gomez,,alfonso.gomez@gracechurchelpaso.org,(915) 555-5074,,El Paso,TX,79903,0.0,Y,Monthly recurring,Member since 2018
C-575,Amelia Gomez,Amelia,Gomez,,amelia.gomez@gracechurchelpaso.org,(915) 555-5075,,El Paso,TX,79903,0.0,Y,Weekly tithe,Member since 2013
C-576,Baltazar Gomez,Baltazar,Gomez,,baltazar.gomez@gracechurchelpaso.org,(915) 555-5076,,El Paso,TX,79903,0.0,Y,Occasional,Member since 2015
C-577,Camila Gomez,Camila,Gomez,,camila.gomez@gracechurchelpaso.org,(915) 555-5077,,El Paso,TX,79903,0.0,Y,Monthly recurring,Member since 2014
C-578,Diego Gomez,Diego,Gomez,,diego.gomez@gracechurchelpaso.org,(915) 555-5078,,El Paso,TX,79903,0.0,Y,Weekly tithe,Member since 2014
C-579,Eliza Gomez,Eliza,Gomez,,eliza.gomez@gracechurchelpaso.org,(915) 555-5079,,El Paso,TX,79903,0.0,Y,Occasional,Member since 2022
C-580,Federico Gomez,Federico,Gomez,,federico.gomez@gracechurchelpaso.org,(915) 555-5080,,El Paso,TX,79903,0.0,Y,Monthly recurring,Member since 2012
C-581,Graciela Gomez,Graciela,Gomez,,graciela.gomez@gracechurchelpaso.org,(915) 555-5081,,El Paso,TX,79903,0.0,Y,Weekly tithe,Member since 2010
C-582,Humberto Gomez,Humberto,Gomez,,humberto.gomez@gracechurchelpaso.org,(915) 555-5082,,El Paso,TX,79903,0.0,Y,Occasional,Member since 2025
C-583,Irma Gomez,Irma,Gomez,,irma.gomez@gracechurchelpaso.org,(915) 555-5083,,El Paso,TX,79903,0.0,Y,Monthly recurring,Member since 2015
C-584,Javier Gomez,Javier,Gomez,,javier.gomez@gracechurchelpaso.org,(915) 555-5084,,El Paso,TX,79903,0.0,Y,Weekly tithe,Member since 2011
C-585,Karla Gomez,Karla,Gomez,,karla.gomez@gracechurchelpaso.org,(915) 555-5085,,El Paso,TX,79903,0.0,Y,Occasional,Member since 2022
C-586,Leonel Gomez,Leonel,Gomez,,leonel.gomez@gracechurchelpaso.org,(915) 555-5086,,El Paso,TX,79903,0.0,Y,Monthly recurring,Member since 2020
C-587,Marta Gomez,Marta,Gomez,,marta.gomez@gracechurchelpaso.org,(915) 555-5087,,El Paso,TX,79903,0.0,Y,Weekly tithe,Member since 2019
C-588,Nestor Gomez,Nestor,Gomez,,nestor.gomez@gracechurchelpaso.org,(915) 555-5088,,El Paso,TX,79903,0.0,Y,Occasional,Member since 2017
C-589,Olivia Gomez,Olivia,Gomez,,olivia.gomez@gracechurchelpaso.org,(915) 555-5089,,El Paso,TX,79903,0.0,Y,Monthly recurring,Member since 2011
C-590,Maria Cabrera,Maria,Cabrera,,maria.cabrera@gracechurchelpaso.org,(915) 555-5090,,El Paso,TX,79903,0.0,Y,Weekly tithe,Member since 2018
C-591,Juan Dominguez,Juan,Dominguez,,juan.dominguez@gracechurchelpaso.org,(915) 555-5091,,El Paso,TX,79903,0.0,Y,Occasional,Member since 2018
C-592,Ana Estevez,Ana,Estevez,,ana.estevez@gracechurchelpaso.org,(915) 555-5092,,El Paso,TX,79903,0.0,Y,Monthly recurring,Member since 2018
C-593,Luis Fajardo,Luis,Fajardo,,luis.fajardo@gracechurchelpaso.org,(915) 555-5093,,El Paso,TX,79903,0.0,Y,Weekly tithe,Member since 2013
C-594,Carmen Guerrero,Carmen,Guerrero,,carmen.guerrero@gracechurchelpaso.org,(915) 555-5094,,El Paso,TX,79903,0.0,Y,Occasional,Member since 2017
C-595,Miguel Hinojosa,Miguel,Hinojosa,,miguel.hinojosa@gracechurchelpaso.org,(915) 555-5095,,El Paso,TX,79903,0.0,Y,Monthly recurring,Member since 2018
C-596,Elena Ibarra,Elena,Ibarra,,elena.ibarra@gracechurchelpaso.org,(915) 555-5096,,El Paso,TX,79903,0.0,Y,Weekly tithe,Member since 2015
C-597,Roberto Juarez,Roberto,Juarez,,roberto.juarez@gracechurchelpaso.org,(915) 555-5097,,El Paso,TX,79903,0.0,Y,Occasional,Member since 2021
C-598,Sofia Lara,Sofia,Lara,,sofia.lara@gracechurchelpaso.org,(915) 555-5098,,El Paso,TX,79903,0.0,Y,Monthly recurring,Member since 2014
C-599,Antonio Miranda,Antonio,Miranda,,antonio.miranda@gracechurchelpaso.org,(915) 555-5099,,El Paso,TX,79903,0.0,Y,Weekly tithe,Member since 2025
C-600,Isabel Navarro,Isabel,Navarro,,isabel.navarro@gracechurchelpaso.org,(915) 555-5100,,El Paso,TX,79903,0.0,Y,Occasional,Member since 2024
C-601,Carlos Ochoa,Carlos,Ochoa,,carlos.ochoa@gracechurchelpaso.org,(915) 555-5101,,El Paso,TX,79903,0.0,Y,Monthly recurring,Member since 2012
C-602,Rosa Padilla,Rosa,Padilla,,rosa.padilla@gracechurchelpaso.org,(915) 555-5102,,El Paso,TX,79903,0.0,Y,Weekly tithe,Member since 2021
C-603,Manuel Quinones,Manuel,Quinones,,manuel.quinones@gracechurchelpaso.org,(915) 555-5103,,El Paso,TX,79903,0.0,Y,Occasional,Member since 2011
C-604,Teresa Rangel,Teresa,Rangel,,teresa.rangel@gracechurchelpaso.org,(915) 555-5104,,El Paso,TX,79903,0.0,Y,Monthly recurring,Member since 2019
C-605,Francisco Solis,Francisco,Solis,,francisco.solis@gracechurchelpaso.org,(915) 555-5105,,El Paso,TX,79903,0.0,Y,Weekly tithe,Member since 2012
C-606,Guadalupe Trevino,Guadalupe,Trevino,,guadalupe.trevino@gracechurchelpaso.org,(915) 555-5106,,El Paso,TX,79903,0.0,Y,Occasional,Member since 2014
C-607,Jose Uribe,Jose,Uribe,,jose.uribe@gracechurchelpaso.org,(915) 555-5107,,El Paso,TX,79903,0.0,Y,Monthly recurring,Member since 2012
C-608,Yolanda Villalobos,Yolanda,Villalobos,,yolanda.villalobos@gracechurchelpaso.org,(915) 555-5108,,El Paso,TX,79903,0.0,Y,Weekly tithe,Member since 2013
C-609,Ricardo Yanez,Ricardo,Yanez,,ricardo.yanez@gracechurchelpaso.org,(915) 555-5109,,El Paso,TX,79903,0.0,Y,Occasional,Member since 2025
C-610,Patricia Garcia,Patricia,Garcia,,patricia.garcia@gracechurchelpaso.org,(915) 555-5110,,El Paso,TX,79903,0.0,Y,Monthly recurring,Member since 2013
C-611,Fernando Rodriguez,Fernando,Rodriguez,,fernando.rodriguez@gracechurchelpaso.org,(915) 555-5111,,El Paso,TX,79903,0.0,Y,Weekly tithe,Member since 2015
C-612,Silvia Martinez,Silvia,Martinez,,silvia.martinez@gracechurchelpaso.org,(915) 555-5112,,El Paso,TX,79903,0.0,Y,Occasional,Member since 2013
