id,name,desc,id_board,id_list,pos,due,closed,member_ids,labels
card_00033,COM-0033 - Laura Pena buckle $1015,Deposit cleared. Opened 2025-03-15.,brd_commission_queue,lst_brd_commission_queue_in_progress,33,,False,mem_sam,commission
card_00034,COM-0034 - Patricia Willis cuff $695,Deposit not cleared. Opened 2024-09-11.,brd_commission_queue,lst_brd_commission_queue_inbox,34,,False,mem_sam,commission
card_00035,COM-0035 - Andrew Brown buckle $971,Deposit not cleared. Opened 2025-12-07.,brd_commission_queue,lst_brd_commission_queue_inbox,35,,False,mem_sam,commission
card_00036,COM-0036 - Ernest Guerrero cuff $480,Deposit cleared. Opened 2025-08-07.,brd_commission_queue,lst_brd_commission_queue_in_progress,36,,False,mem_sam,commission
card_00037,COM-0037 - Tami Moore buckle $1096,Deposit not cleared. Opened 2026-06-06.,brd_commission_queue,lst_brd_commission_queue_done,37,,False,mem_sam,commission
card_00038,COM-0038 - Ellis Whitehorse bolo $329,Deposit cleared. Opened 2024-08-16.,brd_commission_queue,lst_brd_commission_queue_in_progress,38,,False,mem_sam,commission
card_00039,COM-0039 - Laura Pena cuff $440,Deposit not cleared. Opened 2026-03-18.,brd_commission_queue,lst_brd_commission_queue_inbox,39,,False,mem_sam,commission
card_00040,COM-0040 - Louis Chavez bolo $411,Deposit cleared. Opened 2025-09-04.,brd_commission_queue,lst_brd_commission_queue_in_progress,40,,False,mem_sam,commission
card_00041,COM-0041 - Jose Taylor buckle $1037,Deposit not cleared. Opened 2025-10-23.,brd_commission_queue,lst_brd_commission_queue_inbox,41,,False,mem_sam,commission
card_00042,COM-0042 - Edward Roach buckle $815,Deposit not cleared. Opened 2024-12-20.,brd_commission_queue,lst_brd_commission_queue_inbox,42,,False,mem_sam,commission
card_00043,COM-0043 - Megan Boyer buckle $919,Deposit cleared. Opened 2024-11-17.,brd_commission_queue,lst_brd_commission_queue_in_progress,43,,False,mem_sam,commission
card_00044,COM-0044 - Andrea Bowen cuff $899,Deposit cleared. Opened 2025-05-22.,brd_commission_queue,lst_brd_commission_queue_in_progress,44,,False,mem_sam,commission
card_00045,COM-0045 - Charles Sharp bolo $477,Deposit not cleared. Opened 2024-10-07.,brd_commission_queue,lst_brd_commission_queue_inbox,45,,False,mem_sam,commission
card_00046,COM-0046 - Shane Anderson cuff $803,Deposit cleared. Opened 2025-05-06.,brd_commission_queue,lst_brd_commission_queue_done,46,,False,mem_sam,commission
card_00047,COM-0047 - Christopher Ellison bolo $315,Deposit cleared. Opened 2025-03-12.,brd_commission_queue,lst_brd_commission_queue_in_progress,47,,False,mem_sam,commission
card_00048,COM-0048 - Karen Smith cuff $619,Deposit cleared. Opened 2026-05-11.,brd_commission_queue,lst_brd_commission_queue_done,48,,False,mem_sam,commission
card_00049,COM-0049 - Patricia Smith cuff $873,Deposit cleared. Opened 2024-08-11.,brd_commission_queue,lst_brd_commission_queue_in_progress,49,,False,mem_sam,commission
card_00050,COM-0050 - Edward Roach bolo $430,Deposit cleared. Opened 2025-10-12.,brd_commission_queue,lst_brd_commission_queue_done,50,,False,mem_sam,commission
card_00051,COM-0051 - Cassandra Butler buckle $1031,Deposit cleared. Opened 2026-04-30.,brd_commission_queue,lst_brd_commission_queue_in_progress,51,,False,mem_sam,commission
card_00052,COM-0052 - James Mullins buckle $756,Deposit cleared. Opened 2024-12-06.,brd_commission_queue,lst_brd_commission_queue_in_progress,52,,False,mem_sam,commission
card_00053,COM-0053 - Jessica Shea buckle $1195,Deposit cleared. Opened 2025-12-24.,brd_commission_queue,lst_brd_commission_queue_done,53,,False,mem_sam,commission
card_00054,COM-0054 - Edward Roach cuff $477,Deposit cleared. Opened 2025-05-09.,brd_commission_queue,lst_brd_commission_queue_in_progress,54,,False,mem_sam,commission
card_00055,COM-0055 - Andrew Perez buckle $1132,Deposit not cleared. Opened 2024-09-26.,brd_commission_queue,lst_brd_commission_queue_done,55,,False,mem_sam,commission
card_00056,COM-0056 - Eileen Smith bolo $303,Deposit not cleared. Opened 2025-05-10.,brd_commission_queue,lst_brd_commission_queue_inbox,56,,False,mem_sam,commission
card_00057,COM-0057 - Desiree Hobbs bolo $331,Deposit not cleared. Opened 2025-09-06.,brd_commission_queue,lst_brd_commission_queue_inbox,57,,False,mem_sam,commission
card_00058,COM-0058 - Cheryl Gentry buckle $1149,Deposit cleared. Opened 2026-01-04.,brd_commission_queue,lst_brd_commission_queue_done,58,,False,mem_sam,commission
card_00059,COM-0059 - Theresa Ingram buckle $933,Deposit cleared. Opened 2024-12-19.,brd_commission_queue,lst_brd_commission_queue_in_progress,59,,False,mem_sam,commission
card_00060,COM-0060 - Johnny Smith buckle $1107,Deposit cleared. Opened 2026-04-05.,brd_commission_queue,lst_brd_commission_queue_in_progress,60,,False,mem_sam,commission
card_00061,Cab corner replacement,F-150 restoration item,brd_f150,lst_brd_f150_inbox,61,,False,mem_sam,f150
card_00062,Rear wheel well patch,F-150 restoration item,brd_f150,lst_brd_f150_inbox,62,,False,mem_sam,f150
card_00063,Front leaf springs,F-150 restoration item,brd_f150,lst_brd_f150_done,63,,False,mem_sam,f150
card_00064,New brake master cylinder,F-150 restoration item,brd_f150,lst_brd_f150_blocked,64,,False,mem_sam,f150
card_00065,Fuel tank clean,F-150 restoration item,brd_f150,lst_brd_f150_done,65,,False,mem_sam,f150
card_00066,Ignition switch,F-150 restoration item,brd_f150,lst_brd_f150_done,66,,False,mem_sam,f150
card_00067,Bench seat rebuild,F-150 restoration item,brd_f150,lst_brd_f150_inbox,67,,False,mem_sam,f150
card_00068,Vent window rubber,F-150 restoration item,brd_f150,lst_brd_f150_in_progress,68,,False,mem_sam,f150
card_00069,Door latch striker,F-150 restoration item,brd_f150,lst_brd_f150_in_progress,69,,False,mem_sam,f150
card_00070,Tailgate cable set,F-150 restoration item,brd_f150,lst_brd_f150_inbox,70,,False,mem_sam,f150
card_00071,Grille badge polish,F-150 restoration item,brd_f150,lst_brd_f150_in_progress,71,,False,mem_sam,f150
card_00072,"Bed strips (oak, 8 pieces)",F-150 restoration item,brd_f150,lst_brd_f150_done,72,,False,mem_sam,f150
card_00073,Rear main seal,F-150 restoration item,brd_f150,lst_brd_f150_blocked,73,,False,mem_sam,f150
card_00074,Timing chain,F-150 restoration item,brd_f150,lst_brd_f150_blocked,74,,False,mem_sam,f150
card_00075,Water pump,F-150 restoration item,brd_f150,lst_brd_f150_inbox,75,,False,mem_sam,f150
card_00076,Alternator rebuild,F-150 restoration item,brd_f150,lst_brd_f150_done,76,,False,mem_sam,f150
card_00077,Front bumper repaint,F-150 restoration item,brd_f150,lst_brd_f150_blocked,77,,False,mem_sam,f150
card_00078,Wheel hub bearings,F-150 restoration item,brd_f150,lst_brd_f150_done,78,,False,mem_sam,f150
card_00079,Steering box rebuild,F-150 restoration item,brd_f150,lst_brd_f150_in_progress,79,,False,mem_sam,f150
card_00080,Fuel pump,F-150 restoration item,brd_f150,lst_brd_f150_inbox,80,,False,mem_sam,f150
card_00081,Exhaust manifold gasket set,F-150 restoration item,brd_f150,lst_brd_f150_blocked,81,,False,mem_sam,f150
card_00082,Radiator recore,F-150 restoration item,brd_f150,lst_brd_f150_done,82,,False,mem_sam,f150
card_00083,New shocks (front and rear),F-150 restoration item,brd_f150,lst_brd_f150_done,83,,False,mem_sam,f150
card_00084,Windshield seal,F-150 restoration item,brd_f150,lst_brd_f150_done,84,,False,mem_sam,f150
card_00085,Emblem replacement,F-150 restoration item,brd_f150,lst_brd_f150_blocked,85,,False,mem_sam,f150
card_00086,Rio Grande silver rod order (winter),Studio operations item,brd_studio_ops,lst_brd_studio_ops_in_progress,86,,False,mem_sam,ops
card_00087,Mexico lot outline draft,Studio operations item,brd_studio_ops,lst_brd_studio_ops_done,87,,False,mem_sam,ops
card_00088,Turquoise Trail Dec 4 shipment prep,Studio operations item,brd_studio_ops,lst_brd_studio_ops_inbox,88,,False,mem_sam,ops
card_00089,Red Earth Sedona photo set,Studio operations item,brd_studio_ops,lst_brd_studio_ops_in_progress,89,,False,mem_sam,ops
card_00090,Schedule C early pass,Studio operations item,brd_studio_ops,lst_brd_studio_ops_inbox,90,,False,mem_sam,ops
card_00091,Q3 books reconciliation,Studio operations item,brd_studio_ops,lst_brd_studio_ops_in_progress,91,,False,mem_sam,ops
card_00092,Klaviyo tracking script sanity check,Studio operations item,brd_studio_ops,lst_brd_studio_ops_done,92,,False,mem_sam,ops
card_00093,Storefront listing / case reconciliation,Studio operations item,brd_studio_ops,lst_brd_studio_ops_done,93,,False,mem_sam,ops
card_00094,Rafael Chavez payroll close,Studio operations item,brd_studio_ops,lst_brd_studio_ops_blocked,94,,False,mem_sam,ops
card_00095,Restone requests review (Freshdesk),Studio operations item,brd_studio_ops,lst_brd_studio_ops_in_progress,95,,False,mem_sam,ops
card_00096,Buyer sizing questions batch (Intercom),Studio operations item,brd_studio_ops,lst_brd_studio_ops_done,96,,False,mem_sam,ops
card_00097,Damage claims review (Zendesk),Studio operations item,brd_studio_ops,lst_brd_studio_ops_done,97,,False,mem_sam,ops
card_00098,Youth mentoring December event confirm,Studio operations item,brd_studio_ops,lst_brd_studio_ops_blocked,98,,False,mem_sam,ops
card_00099,Kai college app essay pass,Studio operations item,brd_studio_ops,lst_brd_studio_ops_in_progress,99,,False,mem_sam,ops
card_00100,Dorothy Sunday call queue,Studio operations item,brd_studio_ops,lst_brd_studio_ops_inbox,100,,False,mem_sam,ops
card_00101,Ben elder-care coordination sync,Studio operations item,brd_studio_ops,lst_brd_studio_ops_inbox,101,,False,mem_sam,ops
