invoice_id,invoice_number,type,contact_id,contact_name,date,due_date,status,line_amount_types,sub_total,total_tax,total,amount_due,amount_paid,currency_code,reference
iwx0023-0000-0000-0000-000000000023,BILL-RENT-2026-Q3,ACCPAY,cwx0006-0000-0000-0000-000000000006,Maribel Santos - Rhythm Dance Studio,2026-09-30,2026-09-30,PAID,NoTax,2100.00,0.00,2100.00,0.00,2100.00,USD,Studio rent Q3 2026 (Jul 400 Aug 400 Sep 500 Studio Fund bump verified per Priya note)
iwx0024-0000-0000-0000-000000000024,BILL-NAT-2026-YTD,ACCPAY,cwx0007-0000-0000-0000-000000000007,Nat Taveras,2026-09-30,2026-09-30,PAID,NoTax,1376.00,0.00,1376.00,0.00,1376.00,USD,Nat Taveras contractor payouts YTD 2026
iwx0025-0000-0000-0000-000000000025,BILL-ASCAP-2026-YTD,ACCPAY,cwx0010-0000-0000-0000-000000000010,ASCAP,2026-09-30,2026-09-30,PAID,NoTax,540.00,0.00,540.00,0.00,540.00,USD,ASCAP blanket license YTD 2026
iwx0001-0000-0000-0000-000000000001-e001,INV-BEG-2026-Q1,ACCREC,cwx0001-0000-0000-0000-000000000001-e001,Class Income Aggregate,2026-03-31,2026-03-31,PAID,NoTax,1620.00,0.00,1620.00,0.00,11620,USD,Beginner Mon Q1 2026
iwx0002-0000-0000-0000-000000000002-e001,INV-BEG-2026-Q2,ACCREC,cwx0001-0000-0000-0000-000000000001-e001,Class Income Aggregate,2026-06-30,2026-06-30,PAID,NoTax,1620.00,0.00,1620.00,0.00,11620,USD,Beginner Mon Q2 2026
iwx0003-0000-0000-0000-000000000003-e001,INV-BEG-2026-Q3,ACCREC,cwx0001-0000-0000-0000-000000000001-e001,Class Income Aggregate,2026-09-30,2026-09-30,PAID,NoTax,1240.00,0.00,1240.00,0.00,11240,USD,Beginner Mon Q3 2026 (Sep short due to Square feed break)
iwx0004-0000-0000-0000-000000000004-e001,INV-INT-2026-Q1,ACCREC,cwx0001-0000-0000-0000-000000000001-e001,Class Income Aggregate,2026-03-31,2026-03-31,PAID,NoTax,1773.00,0.00,1773.00,0.00,11773,USD,Intermediate Wed Q1 2026
iwx0005-0000-0000-0000-000000000005-e001,INV-INT-2026-Q2,ACCREC,cwx0001-0000-0000-0000-000000000001-e001,Class Income Aggregate,2026-06-30,2026-06-30,PAID,NoTax,1773.00,0.00,1773.00,0.00,11773,USD,Intermediate Wed Q2 2026
iwx0006-0000-0000-0000-000000000006-e001,INV-INT-2026-Q3,ACCREC,cwx0001-0000-0000-0000-000000000001-e001,Class Income Aggregate,2026-09-30,2026-09-30,PAID,NoTax,1478.60,0.00,1478.60,0.00,11478.6,USD,Intermediate Wed Q3 2026 (Sep short due to Stripe payout gap 295.40)
iwx0007-0000-0000-0000-000000000007-e001,INV-CFF-2026-Q1,ACCREC,cwx0001-0000-0000-0000-000000000001-e001,Class Income Aggregate,2026-03-31,2026-03-31,PAID,NoTax,1528.00,0.00,1528.00,0.00,11528,USD,Contemporary Fusion Thu Q1 2026
iwx0008-0000-0000-0000-000000000008-e001,INV-CFF-2026-Q2,ACCREC,cwx0001-0000-0000-0000-000000000001-e001,Class Income Aggregate,2026-06-30,2026-06-30,PAID,NoTax,1528.00,0.00,1528.00,0.00,11528,USD,Contemporary Fusion Thu Q2 2026
iwx0009-0000-0000-0000-000000000009-e001,INV-CFF-2026-Q3,ACCREC,cwx0001-0000-0000-0000-000000000001-e001,Class Income Aggregate,2026-09-30,2026-09-30,PAID,NoTax,1529.00,0.00,1529.00,0.00,11529,USD,Contemporary Fusion Thu Q3 2026
iwx0010-0000-0000-0000-000000000010-e001,INV-OPN-2026-Q1,ACCREC,cwx0001-0000-0000-0000-000000000001-e001,Class Income Aggregate,2026-03-31,2026-03-31,PAID,NoTax,1306.00,0.00,1306.00,0.00,11306,USD,Open Sat Q1 2026
iwx0011-0000-0000-0000-000000000011-e001,INV-OPN-2026-Q2,ACCREC,cwx0001-0000-0000-0000-000000000001-e001,Class Income Aggregate,2026-06-30,2026-06-30,PAID,NoTax,1306.00,0.00,1306.00,0.00,11306,USD,Open Sat Q2 2026
iwx0012-0000-0000-0000-000000000012-e001,INV-OPN-2026-Q3,ACCREC,cwx0001-0000-0000-0000-000000000001-e001,Class Income Aggregate,2026-09-30,2026-09-30,PAID,NoTax,1210.12,0.00,1210.12,0.00,11210.1,USD,Open Sat Q3 2026 (Sep short due to Square deposit gap 97.88)
iwx0013-0000-0000-0000-000000000013-e001,INV-PVT-2026-Q1,ACCREC,cwx0002-0000-0000-0000-000000000002-e001,Private Lesson Aggregate,2026-03-31,2026-03-31,PAID,NoTax,880.00,0.00,880.00,0.00,10880,USD,Private lessons Q1 2026
iwx0014-0000-0000-0000-000000000014-e001,INV-PVT-2026-Q2,ACCREC,cwx0002-0000-0000-0000-000000000002-e001,Private Lesson Aggregate,2026-06-30,2026-06-30,PAID,NoTax,880.00,0.00,880.00,0.00,10880,USD,Private lessons Q2 2026
iwx0015-0000-0000-0000-000000000015-e001,INV-PVT-2026-Q3,ACCREC,cwx0002-0000-0000-0000-000000000002-e001,Private Lesson Aggregate,2026-09-30,2026-09-30,PAID,NoTax,595.30,0.00,595.30,0.00,10595.3,USD,Private lessons Q3 2026 (Sep short due to Stripe payout gap 284.70)
iwx0016-0000-0000-0000-000000000016-e001,INV-CARLA-001,ACCREC,cwx0003-0000-0000-0000-000000000003-e001,Carla Reyes,2026-10-04,2026-10-18,AUTHORISED,NoTax,120.00,0.00,120.00,120.00,10000,USD,Private lesson 2026-10-04 outstanding
iwx0017-0000-0000-0000-000000000017-e001,INV-WORK-2026-YTD,ACCREC,cwx0001-0000-0000-0000-000000000001-e001,Class Income Aggregate,2026-09-30,2026-09-30,PAID,NoTax,720.00,0.00,720.00,0.00,10720,USD,Workshop and popup YTD 2026
iwx0018-0000-0000-0000-000000000018-e001,INV-MERCH-2026-YTD,ACCREC,cwx0001-0000-0000-0000-000000000001-e001,Class Income Aggregate,2026-09-30,2026-09-30,PAID,NoTax,220.98,0.00,220.98,0.00,10221,USD,Merchandise YTD 2026 (Sep merch table Square gap)
iwx0019-0000-0000-0000-000000000019-e001,BILL-MKD-2026-1184,ACCPAY,cwx0008-0000-0000-0000-000000000008-e001,MK Dancewear,2026-10-11,2026-11-01,AUTHORISED,NoTax,1360.00,0.00,1360.00,1360.00,10000,USD,Fall Showcase costume order NET 30
iwx0020-0000-0000-0000-000000000020-e001,BILL-IND-CARRY-2026,ACCPAY,cwx0009-0000-0000-0000-000000000009-e001,IndieSyncWorks,2026-10-06,2026-10-20,AUTHORISED,NoTax,35.00,0.00,35.00,35.00,10000,USD,Vimeo sync license Carry NET 14
iwx0021-0000-0000-0000-000000000021-e001,BILL-RENT-2026-Q1,ACCPAY,cwx0006-0000-0000-0000-000000000006-e001,Maribel Santos - Rhythm Dance Studio,2026-03-31,2026-03-31,PAID,NoTax,1200.00,0.00,1200.00,0.00,11200,USD,Studio rent Q1 2026 (Jan-Mar 400/mo)
iwx0022-0000-0000-0000-000000000022-e001,BILL-RENT-2026-Q2,ACCPAY,cwx0006-0000-0000-0000-000000000006-e001,Maribel Santos - Rhythm Dance Studio,2026-06-30,2026-06-30,PAID,NoTax,1200.00,0.00,1200.00,0.00,11200,USD,Studio rent Q2 2026 (Apr-Jun 400/mo)
iwx0023-0000-0000-0000-000000000023-e001,BILL-RENT-2026-Q3,ACCPAY,cwx0006-0000-0000-0000-000000000006-e001,Maribel Santos - Rhythm Dance Studio,2026-09-30,2026-09-30,PAID,NoTax,2100.00,0.00,2100.00,0.00,12100,USD,Studio rent Q3 2026 (Jul 400 Aug 400 Sep 500 Studio Fund bump verified per Priya note)
iwx0024-0000-0000-0000-000000000024-e001,BILL-NAT-2026-YTD,ACCPAY,cwx0007-0000-0000-0000-000000000007-e001,Nat Taveras,2026-09-30,2026-09-30,PAID,NoTax,1376.00,0.00,1376.00,0.00,11376,USD,Nat Taveras contractor payouts YTD 2026
iwx0025-0000-0000-0000-000000000025-e001,BILL-ASCAP-2026-YTD,ACCPAY,cwx0010-0000-0000-0000-000000000010-e001,ASCAP,2026-09-30,2026-09-30,PAID,NoTax,540.00,0.00,540.00,0.00,10540,USD,ASCAP blanket license YTD 2026
iwx0001-0000-0000-0000-000000000001-e002,INV-BEG-2026-Q1,ACCREC,cwx0001-0000-0000-0000-000000000001-e002,Class Income Aggregate,2026-03-31,2026-03-31,PAID,NoTax,1620.00,0.00,1620.00,0.00,21620,USD,Beginner Mon Q1 2026
iwx0002-0000-0000-0000-000000000002-e002,INV-BEG-2026-Q2,ACCREC,cwx0001-0000-0000-0000-000000000001-e002,Class Income Aggregate,2026-06-30,2026-06-30,PAID,NoTax,1620.00,0.00,1620.00,0.00,21620,USD,Beginner Mon Q2 2026
iwx0003-0000-0000-0000-000000000003-e002,INV-BEG-2026-Q3,ACCREC,cwx0001-0000-0000-0000-000000000001-e002,Class Income Aggregate,2026-09-30,2026-09-30,PAID,NoTax,1240.00,0.00,1240.00,0.00,21240,USD,Beginner Mon Q3 2026 (Sep short due to Square feed break)
iwx0004-0000-0000-0000-000000000004-e002,INV-INT-2026-Q1,ACCREC,cwx0001-0000-0000-0000-000000000001-e002,Class Income Aggregate,2026-03-31,2026-03-31,PAID,NoTax,1773.00,0.00,1773.00,0.00,21773,USD,Intermediate Wed Q1 2026
iwx0005-0000-0000-0000-000000000005-e002,INV-INT-2026-Q2,ACCREC,cwx0001-0000-0000-0000-000000000001-e002,Class Income Aggregate,2026-06-30,2026-06-30,PAID,NoTax,1773.00,0.00,1773.00,0.00,21773,USD,Intermediate Wed Q2 2026
iwx0006-0000-0000-0000-000000000006-e002,INV-INT-2026-Q3,ACCREC,cwx0001-0000-0000-0000-000000000001-e002,Class Income Aggregate,2026-09-30,2026-09-30,PAID,NoTax,1478.60,0.00,1478.60,0.00,21478.6,USD,Intermediate Wed Q3 2026 (Sep short due to Stripe payout gap 295.40)
iwx0007-0000-0000-0000-000000000007-e002,INV-CFF-2026-Q1,ACCREC,cwx0001-0000-0000-0000-000000000001-e002,Class Income Aggregate,2026-03-31,2026-03-31,PAID,NoTax,1528.00,0.00,1528.00,0.00,21528,USD,Contemporary Fusion Thu Q1 2026
iwx0008-0000-0000-0000-000000000008-e002,INV-CFF-2026-Q2,ACCREC,cwx0001-0000-0000-0000-000000000001-e002,Class Income Aggregate,2026-06-30,2026-06-30,PAID,NoTax,1528.00,0.00,1528.00,0.00,21528,USD,Contemporary Fusion Thu Q2 2026
iwx0009-0000-0000-0000-000000000009-e002,INV-CFF-2026-Q3,ACCREC,cwx0001-0000-0000-0000-000000000001-e002,Class Income Aggregate,2026-09-30,2026-09-30,PAID,NoTax,1529.00,0.00,1529.00,0.00,21529,USD,Contemporary Fusion Thu Q3 2026
iwx0010-0000-0000-0000-000000000010-e002,INV-OPN-2026-Q1,ACCREC,cwx0001-0000-0000-0000-000000000001-e002,Class Income Aggregate,2026-03-31,2026-03-31,PAID,NoTax,1306.00,0.00,1306.00,0.00,21306,USD,Open Sat Q1 2026
iwx0011-0000-0000-0000-000000000011-e002,INV-OPN-2026-Q2,ACCREC,cwx0001-0000-0000-0000-000000000001-e002,Class Income Aggregate,2026-06-30,2026-06-30,PAID,NoTax,1306.00,0.00,1306.00,0.00,21306,USD,Open Sat Q2 2026
iwx0012-0000-0000-0000-000000000012-e002,INV-OPN-2026-Q3,ACCREC,cwx0001-0000-0000-0000-000000000001-e002,Class Income Aggregate,2026-09-30,2026-09-30,PAID,NoTax,1210.12,0.00,1210.12,0.00,21210.1,USD,Open Sat Q3 2026 (Sep short due to Square deposit gap 97.88)
iwx0013-0000-0000-0000-000000000013-e002,INV-PVT-2026-Q1,ACCREC,cwx0002-0000-0000-0000-000000000002-e002,Private Lesson Aggregate,2026-03-31,2026-03-31,PAID,NoTax,880.00,0.00,880.00,0.00,20880,USD,Private lessons Q1 2026
iwx0014-0000-0000-0000-000000000014-e002,INV-PVT-2026-Q2,ACCREC,cwx0002-0000-0000-0000-000000000002-e002,Private Lesson Aggregate,2026-06-30,2026-06-30,PAID,NoTax,880.00,0.00,880.00,0.00,20880,USD,Private lessons Q2 2026
iwx0015-0000-0000-0000-000000000015-e002,INV-PVT-2026-Q3,ACCREC,cwx0002-0000-0000-0000-000000000002-e002,Private Lesson Aggregate,2026-09-30,2026-09-30,PAID,NoTax,595.30,0.00,595.30,0.00,20595.3,USD,Private lessons Q3 2026 (Sep short due to Stripe payout gap 284.70)
iwx0016-0000-0000-0000-000000000016-e002,INV-CARLA-001,ACCREC,cwx0003-0000-0000-0000-000000000003-e002,Carla Reyes,2026-10-04,2026-10-18,AUTHORISED,NoTax,120.00,0.00,120.00,120.00,20000,USD,Private lesson 2026-10-04 outstanding
iwx0017-0000-0000-0000-000000000017-e002,INV-WORK-2026-YTD,ACCREC,cwx0001-0000-0000-0000-000000000001-e002,Class Income Aggregate,2026-09-30,2026-09-30,PAID,NoTax,720.00,0.00,720.00,0.00,20720,USD,Workshop and popup YTD 2026
iwx0018-0000-0000-0000-000000000018-e002,INV-MERCH-2026-YTD,ACCREC,cwx0001-0000-0000-0000-000000000001-e002,Class Income Aggregate,2026-09-30,2026-09-30,PAID,NoTax,220.98,0.00,220.98,0.00,20221,USD,Merchandise YTD 2026 (Sep merch table Square gap)
iwx0019-0000-0000-0000-000000000019-e002,BILL-MKD-2026-1184,ACCPAY,cwx0008-0000-0000-0000-000000000008-e002,MK Dancewear,2026-10-11,2026-11-01,AUTHORISED,NoTax,1360.00,0.00,1360.00,1360.00,20000,USD,Fall Showcase costume order NET 30
iwx0020-0000-0000-0000-000000000020-e002,BILL-IND-CARRY-2026,ACCPAY,cwx0009-0000-0000-0000-000000000009-e002,IndieSyncWorks,2026-10-06,2026-10-20,AUTHORISED,NoTax,35.00,0.00,35.00,35.00,20000,USD,Vimeo sync license Carry NET 14
iwx0021-0000-0000-0000-000000000021-e002,BILL-RENT-2026-Q1,ACCPAY,cwx0006-0000-0000-0000-000000000006-e002,Maribel Santos - Rhythm Dance Studio,2026-03-31,2026-03-31,PAID,NoTax,1200.00,0.00,1200.00,0.00,21200,USD,Studio rent Q1 2026 (Jan-Mar 400/mo)
iwx0022-0000-0000-0000-000000000022-e002,BILL-RENT-2026-Q2,ACCPAY,cwx0006-0000-0000-0000-000000000006-e002,Maribel Santos - Rhythm Dance Studio,2026-06-30,2026-06-30,PAID,NoTax,1200.00,0.00,1200.00,0.00,21200,USD,Studio rent Q2 2026 (Apr-Jun 400/mo)
iwx0023-0000-0000-0000-000000000023-e002,BILL-RENT-2026-Q3,ACCPAY,cwx0006-0000-0000-0000-000000000006-e002,Maribel Santos - Rhythm Dance Studio,2026-09-30,2026-09-30,PAID,NoTax,2100.00,0.00,2100.00,0.00,22100,USD,Studio rent Q3 2026 (Jul 400 Aug 400 Sep 500 Studio Fund bump verified per Priya note)
iwx0024-0000-0000-0000-000000000024-e002,BILL-NAT-2026-YTD,ACCPAY,cwx0007-0000-0000-0000-000000000007-e002,Nat Taveras,2026-09-30,2026-09-30,PAID,NoTax,1376.00,0.00,1376.00,0.00,21376,USD,Nat Taveras contractor payouts YTD 2026
iwx0025-0000-0000-0000-000000000025-e002,BILL-ASCAP-2026-YTD,ACCPAY,cwx0010-0000-0000-0000-000000000010-e002,ASCAP,2026-09-30,2026-09-30,PAID,NoTax,540.00,0.00,540.00,0.00,20540,USD,ASCAP blanket license YTD 2026
iwx0001-0000-0000-0000-000000000001-e003,INV-BEG-2026-Q1,ACCREC,cwx0001-0000-0000-0000-000000000001-e003,Class Income Aggregate,2026-03-31,2026-03-31,PAID,NoTax,1620.00,0.00,1620.00,0.00,31620,USD,Beginner Mon Q1 2026
iwx0002-0000-0000-0000-000000000002-e003,INV-BEG-2026-Q2,ACCREC,cwx0001-0000-0000-0000-000000000001-e003,Class Income Aggregate,2026-06-30,2026-06-30,PAID,NoTax,1620.00,0.00,1620.00,0.00,31620,USD,Beginner Mon Q2 2026
iwx0003-0000-0000-0000-000000000003-e003,INV-BEG-2026-Q3,ACCREC,cwx0001-0000-0000-0000-000000000001-e003,Class Income Aggregate,2026-09-30,2026-09-30,PAID,NoTax,1240.00,0.00,1240.00,0.00,31240,USD,Beginner Mon Q3 2026 (Sep short due to Square feed break)
iwx0004-0000-0000-0000-000000000004-e003,INV-INT-2026-Q1,ACCREC,cwx0001-0000-0000-0000-000000000001-e003,Class Income Aggregate,2026-03-31,2026-03-31,PAID,NoTax,1773.00,0.00,1773.00,0.00,31773,USD,Intermediate Wed Q1 2026
iwx0005-0000-0000-0000-000000000005-e003,INV-INT-2026-Q2,ACCREC,cwx0001-0000-0000-0000-000000000001-e003,Class Income Aggregate,2026-06-30,2026-06-30,PAID,NoTax,1773.00,0.00,1773.00,0.00,31773,USD,Intermediate Wed Q2 2026
