id,customer,subscription,amount_due,amount_paid,currency,status,number,charge,created,due_date
in_0000029,cus_buy-0076,,30000,30000,usd,paid,OMW-00029,ch_0000029,1774175185,1776767185
in_0000030,cus_buy-0037,,65000,65000,usd,paid,OMW-00030,ch_0000030,1752091471,1754683471
in_0000031,cus_buy-0053,,55000,55000,usd,paid,OMW-00031,ch_0000031,1752274866,1754866866
in_0000032,cus_buy-0037,,65000,65000,usd,paid,OMW-00032,ch_0000032,1751849840,1754441840
in_0000033,cus_buy-0099,,55000,55000,usd,paid,OMW-00033,ch_0000033,1778196338,1780788338
in_0000034,cus_buy-0051,,22000,22000,usd,paid,OMW-00034,ch_0000034,1764377854,1766969854
in_0000035,cus_buy-0081,,55000,55000,usd,paid,OMW-00035,ch_0000035,1759486407,1762078407
in_0000036,cus_buy-0104,,18000,18000,usd,paid,OMW-00036,ch_0000036,1774159621,1776751621
in_0000037,cus_buy-0114,,22000,22000,usd,paid,OMW-00037,ch_0000037,1774045864,1776637864
in_0000038,cus_buy-0003,,22000,22000,usd,paid,OMW-00038,ch_0000038,1778406683,1780998683
in_0000039,cus_buy-0042,,55000,55000,usd,paid,OMW-00039,ch_0000039,1774624431,1777216431
in_0000040,cus_buy-0103,,42000,42000,usd,paid,OMW-00040,ch_0000040,1755691890,1758283890
in_0000041,cus_buy-0108,,45000,45000,usd,paid,OMW-00041,ch_0000041,1758209672,1760801672
in_0000042,cus_buy-0079,,22000,22000,usd,paid,OMW-00042,ch_0000042,1782195856,1784787856
in_0000043,cus_buy-0052,,18000,18000,usd,paid,OMW-00043,ch_0000043,1771270470,1773862470
in_0000044,cus_buy-0047,,78000,78000,usd,paid,OMW-00044,ch_0000044,1771112539,1773704539
in_0000045,cus_buy-0076,,65000,65000,usd,paid,OMW-00045,ch_0000045,1780197875,1782789875
in_0000046,cus_buy-0070,,22000,22000,usd,paid,OMW-00046,ch_0000046,1775718433,1778310433
in_0000047,cus_buy-0024,,45000,45000,usd,paid,OMW-00047,ch_0000047,1762175413,1764767413
in_0000048,cus_buy-0002,,30000,30000,usd,paid,OMW-00048,ch_0000048,1759694367,1762286367
in_0000049,cus_buy-0072,,78000,78000,usd,paid,OMW-00049,ch_0000049,1770052903,1772644903
in_0000050,cus_buy-0071,,18000,18000,usd,paid,OMW-00050,ch_0000050,1777657728,1780249728
in_0000051,cus_buy-0093,,45000,45000,usd,paid,OMW-00051,ch_0000051,1752982700,1755574700
in_0000052,cus_buy-0062,,65000,65000,usd,paid,OMW-00052,ch_0000052,1770722892,1773314892
in_0000053,cus_buy-0037,,30000,30000,usd,paid,OMW-00053,ch_0000053,1776105140,1778697140
in_0000054,cus_buy-0054,,45000,45000,usd,paid,OMW-00054,ch_0000054,1769340385,1771932385
in_0000055,cus_buy-0104,,45000,45000,usd,paid,OMW-00055,ch_0000055,1762595618,1765187618
in_0000056,cus_buy-0016,,30000,30000,usd,paid,OMW-00056,ch_0000056,1780494793,1783086793
in_0000057,cus_buy-0078,,65000,65000,usd,paid,OMW-00057,ch_0000057,1774744815,1777336815
in_0000058,cus_buy-0032,,30000,30000,usd,paid,OMW-00058,ch_0000058,1755330906,1757922906
in_0000059,cus_buy-0082,,30000,30000,usd,paid,OMW-00059,ch_0000059,1771880626,1774472626
in_0000060,cus_buy-0093,,30000,30000,usd,paid,OMW-00060,ch_0000060,1768903248,1771495248
in_0000061,cus_buy-0115,,22000,22000,usd,paid,OMW-00061,ch_0000061,1753385622,1755977622
in_0000062,cus_buy-0077,,30000,30000,usd,paid,OMW-00062,ch_0000062,1759671004,1762263004
in_0000063,cus_buy-0001,,18000,18000,usd,paid,OMW-00063,ch_0000063,1773614072,1776206072
in_0000064,cus_buy-0020,,30000,30000,usd,paid,OMW-00064,ch_0000064,1779390943,1781982943
in_0000065,cus_buy-0035,,22000,22000,usd,paid,OMW-00065,ch_0000065,1778827824,1781419824
in_0000066,cus_buy-0076,,42000,42000,usd,paid,OMW-00066,ch_0000066,1756891386,1759483386
in_0000067,cus_buy-0086,,45000,45000,usd,paid,OMW-00067,ch_0000067,1768157804,1770749804
in_0000068,cus_buy-0066,,22000,22000,usd,paid,OMW-00068,ch_0000068,1752748766,1755340766
in_0000069,cus_buy-0113,,78000,78000,usd,paid,OMW-00069,ch_0000069,1760747745,1763339745
in_0000070,cus_buy-0113,,78000,78000,usd,paid,OMW-00070,ch_0000070,1771383204,1773975204
in_0000071,cus_buy-0106,,42000,42000,usd,paid,OMW-00071,ch_0000071,1761096300,1763688300
in_0000072,cus_buy-0060,,55000,55000,usd,paid,OMW-00072,ch_0000072,1763474599,1766066599
in_0000073,cus_buy-0084,,78000,78000,usd,paid,OMW-00073,ch_0000073,1781870276,1784462276
in_0000074,cus_buy-0017,,42000,42000,usd,paid,OMW-00074,ch_0000074,1752242736,1754834736
in_0000075,cus_buy-0110,,22000,22000,usd,paid,OMW-00075,ch_0000075,1760216220,1762808220
in_0000076,cus_buy-0021,,65000,65000,usd,paid,OMW-00076,ch_0000076,1781577006,1784169006
in_0000077,cus_buy-0048,,45000,45000,usd,paid,OMW-00077,ch_0000077,1765962099,1768554099
in_0000078,cus_buy-0087,,42000,42000,usd,paid,OMW-00078,ch_0000078,1760183799,1762775799
in_0000079,cus_buy-0059,,42000,42000,usd,paid,OMW-00079,ch_0000079,1755418414,1758010414
in_0000080,cus_buy-0040,,45000,45000,usd,paid,OMW-00080,ch_0000080,1777182047,1779774047
in_0000081,cus_buy-0090,,55000,55000,usd,paid,OMW-00081,ch_0000081,1779909925,1782501925
in_0000082,cus_buy-0065,,22000,22000,usd,paid,OMW-00082,ch_0000082,1773958283,1776550283
in_0000083,cus_buy-0120,,22000,22000,usd,paid,OMW-00083,ch_0000083,1770260852,1772852852
in_0000084,cus_buy-0074,,22000,22000,usd,paid,OMW-00084,ch_0000084,1781495748,1784087748
in_0000085,cus_buy-0063,,30000,30000,usd,paid,OMW-00085,ch_0000085,1777485187,1780077187
in_0000086,cus_buy-0043,,42000,42000,usd,paid,OMW-00086,ch_0000086,1754045875,1756637875
in_0000087,cus_buy-0084,,55000,55000,usd,paid,OMW-00087,ch_0000087,1768659021,1771251021
in_0000088,cus_buy-0045,,30000,30000,usd,paid,OMW-00088,ch_0000088,1777266218,1779858218
in_0000089,cus_buy-0017,,30000,30000,usd,paid,OMW-00089,ch_0000089,1775706731,1778298731
in_0000090,cus_buy-0066,,30000,30000,usd,paid,OMW-00090,ch_0000090,1777158499,1779750499
in_0000091,cus_buy-0011,,30000,30000,usd,paid,OMW-00091,ch_0000091,1759106265,1761698265
in_0000092,cus_buy-0093,,18000,18000,usd,paid,OMW-00092,ch_0000092,1763915162,1766507162
in_0000093,cus_buy-0077,,65000,65000,usd,paid,OMW-00093,ch_0000093,1765044858,1767636858
in_0000094,cus_buy-0063,,30000,30000,usd,paid,OMW-00094,ch_0000094,1758438831,1761030831
in_0000095,cus_buy-0064,,42000,42000,usd,paid,OMW-00095,ch_0000095,1769670060,1772262060
in_0000096,cus_buy-0116,,78000,78000,usd,paid,OMW-00096,ch_0000096,1764547825,1767139825
in_0000097,cus_buy-0110,,65000,65000,usd,paid,OMW-00097,ch_0000097,1760637138,1763229138
in_0000098,cus_buy-0071,,42000,42000,usd,paid,OMW-00098,ch_0000098,1764933305,1767525305
in_0000099,cus_buy-0088,,18000,18000,usd,paid,OMW-00099,ch_0000099,1777564948,1780156948
in_0000100,cus_buy-0045,,22000,22000,usd,paid,OMW-00100,ch_0000100,1778279609,1780871609
in_0000101,cus_buy-0050,,18000,18000,usd,paid,OMW-00101,ch_0000101,1761842800,1764434800
in_0000102,cus_buy-0018,,42000,42000,usd,paid,OMW-00102,ch_0000102,1780709915,1783301915
in_0000103,cus_buy-0039,,18000,18000,usd,paid,OMW-00103,ch_0000103,1751781786,1754373786
in_0000104,cus_buy-0033,,18000,18000,usd,paid,OMW-00104,ch_0000104,1757059558,1759651558
in_0000105,cus_buy-0083,,78000,78000,usd,paid,OMW-00105,ch_0000105,1773313420,1775905420
