message_id,to_email,from_email,subject,template_id,status,opens,clicks,sent_at
sg_msg_efqar670,chris.gn0u@chandlerelectric.com,jae@chandlerelectric.com,Subject 9ifcdb,tpl_eohl,processed,1,1,2026-09-25T04:33:00
sg_msg_knx3qj79,amy.379q@outlook.com,jae@chandlerelectric.com,Subject jf5w4m,tpl_6386,opened,3,0,2026-03-19T05:30:00
sg_msg_mypra5wg,bob.jdm8@hotmail.com,jae@chandlerelectric.com,Subject k197lt,tpl_kic0,processed,3,2,2025-07-09T02:35:00
sg_msg_4xjb9e93,jane.dfhi@yahoo.com,jae@chandlerelectric.com,Subject f0674k,tpl_kfku,delivered,1,2,2025-12-20T19:06:00
sg_msg_u4mdbysl,dan.g1x2@outlook.com,jae@chandlerelectric.com,Subject tn4zvc,tpl_92a4,opened,0,2,2026-06-12T14:19:00
sg_msg_aeos9c8v,amy.ojwv@gmail.com,jae@chandlerelectric.com,Subject qq9mpc,tpl_z54c,processed,3,1,2025-11-07T15:01:00
sg_msg_4inr0unu,ann.ef5j@yahoo.com,jae@chandlerelectric.com,Subject jvjok7,tpl_zazo,opened,2,2,2025-07-19T09:05:00
sg_msg_77ottdzk,chris.vdxn@gmail.com,jae@chandlerelectric.com,Subject bmixua,tpl_pvpo,delivered,2,2,2025-02-16T19:58:00
sg_msg_xrd9wegm,mark.pk6i@chandlerelectric.com,jae@chandlerelectric.com,Subject jmozgm,tpl_imqd,opened,2,0,2025-10-25T07:31:00
sg_msg_kt90sy8n,john.uy72@hotmail.com,jae@chandlerelectric.com,Subject 8gvfx8,tpl_8lzr,processed,0,0,2026-01-02T00:51:00
sg_msg_59pakfts,bob.x0wy@hotmail.com,jae@chandlerelectric.com,Subject crtl0p,tpl_i3tj,processed,3,2,2026-02-27T11:32:00
sg_msg_0eltz9lj,ann.p66m@outlook.com,jae@chandlerelectric.com,Subject p8bwxp,tpl_yn5k,opened,2,0,2026-09-17T13:22:00
sg_msg_zemvc28y,sue.vho6@contractor.net,jae@chandlerelectric.com,Subject vkgys6,tpl_fexm,delivered,0,1,2025-07-08T20:03:00
sg_msg_mzxdw1bh,bob.d2cg@outlook.com,jae@chandlerelectric.com,Subject iyh5t9,tpl_mkmg,processed,0,2,2026-06-11T08:11:00
sg_msg_nvrvvnvs,sarah.3j3c@hotmail.com,jae@chandlerelectric.com,Subject xucj7s,tpl_hvfr,opened,1,0,2025-04-14T20:00:00
sg_msg_lz8gna1z,mark.ime0@chandlerelectric.com,jae@chandlerelectric.com,Subject j0cavy,tpl_1gll,opened,3,0,2026-09-26T02:34:00
sg_msg_fdaugu0c,sue.qcnj@yahoo.com,jae@chandlerelectric.com,Subject 5vwb0t,tpl_g3tc,opened,3,2,2025-04-14T12:56:00
sg_msg_an12swjz,pat.wts7@gmail.com,jae@chandlerelectric.com,Subject 61j92u,tpl_xwux,processed,2,2,2026-07-29T01:29:00
sg_msg_mdb88ij3,tom.7wmd@chandlerelectric.com,jae@chandlerelectric.com,Subject xy7hfq,tpl_bfb4,processed,3,2,2026-05-26T08:29:00
sg_msg_fgswaenv,amy.ba65@chandlerelectric.com,jae@chandlerelectric.com,Subject bel7eq,tpl_9ewu,processed,2,0,2025-10-20T23:20:00
sg_msg_524b6hub,bob.xn41@yahoo.com,jae@chandlerelectric.com,Subject swc7kg,tpl_701y,delivered,3,1,2025-03-27T19:04:00
sg_msg_07y4tspi,amy.6fr5@gmail.com,jae@chandlerelectric.com,Subject lmn5ww,tpl_upln,delivered,2,2,2025-08-31T10:02:00
sg_msg_26h2vybj,lisa.fdl8@contractor.net,jae@chandlerelectric.com,Subject e25ce3,tpl_ix8m,processed,0,1,2025-01-22T13:50:00
sg_msg_hel3f4tm,lisa.cpd7@yahoo.com,jae@chandlerelectric.com,Subject p7cohe,tpl_w9m8,processed,3,2,2026-03-21T22:41:00
sg_msg_l8s1l18v,mike.f4gr@chandlerelectric.com,jae@chandlerelectric.com,Subject t67pdm,tpl_2sl5,processed,2,1,2025-04-18T23:51:00
sg_msg_gishk0bh,dan.9gng@yahoo.com,jae@chandlerelectric.com,Subject rwnq33,tpl_t3u3,delivered,2,0,2025-08-16T12:28:00
sg_msg_10gxcucf,mark.7ax4@yahoo.com,jae@chandlerelectric.com,Subject kojjrf,tpl_ilb3,delivered,1,1,2026-05-27T03:29:00
sg_msg_gi46otm4,sarah.3428@hotmail.com,jae@chandlerelectric.com,Subject ufb5ow,tpl_d9rm,delivered,2,2,2025-04-04T23:09:00
sg_msg_lvk573su,sarah.jlef@outlook.com,jae@chandlerelectric.com,Subject 6ivbs9,tpl_bnux,processed,2,1,2026-07-27T13:24:00
sg_msg_bzrxjz3w,sarah.dfdn@contractor.net,jae@chandlerelectric.com,Subject jd4gr9,tpl_ycmc,processed,0,0,2026-01-14T01:44:00
sg_msg_1b42dsep,tom.z37f@chandlerelectric.com,jae@chandlerelectric.com,Subject 57mxrz,tpl_bfac,delivered,3,1,2025-12-26T07:03:00
sg_msg_dcs2a7s1,dan.cox4@hotmail.com,jae@chandlerelectric.com,Subject vrruxe,tpl_s53e,delivered,1,1,2025-12-19T03:54:00
sg_msg_aj0ecmcn,joe.0s8l@chandlerelectric.com,jae@chandlerelectric.com,Subject 8h61r8,tpl_54tw,opened,1,1,2025-12-02T04:13:00
sg_msg_y129vopf,pat.icia@outlook.com,jae@chandlerelectric.com,Subject eh79mm,tpl_kq55,delivered,2,0,2025-03-02T16:33:00
sg_msg_i1eeuttc,tom.nanh@gmail.com,jae@chandlerelectric.com,Subject h2cb4u,tpl_74fk,delivered,1,2,2025-03-27T11:53:00
sg_msg_w2qox79k,tom.92pq@gmail.com,jae@chandlerelectric.com,Subject dremtm,tpl_tfi4,processed,1,1,2025-02-16T06:35:00
sg_msg_inb6cb8d,ann.tfjs@contractor.net,jae@chandlerelectric.com,Subject 25udoi,tpl_81cx,opened,2,0,2026-04-15T22:17:00
sg_msg_mlxtmvac,john.137s@yahoo.com,jae@chandlerelectric.com,Subject lu6lvo,tpl_d22v,processed,3,0,2025-04-08T07:26:00
sg_msg_35b81m1k,sue.qt9m@yahoo.com,jae@chandlerelectric.com,Subject mhjt31,tpl_56v2,processed,3,0,2026-09-10T17:52:00
sg_msg_m1smshcs,mark.5cz3@chandlerelectric.com,jae@chandlerelectric.com,Subject d8qxz5,tpl_tb8m,opened,1,1,2025-10-19T01:16:00
sg_msg_6mrkvvuo,amy.q32g@chandlerelectric.com,jae@chandlerelectric.com,Subject 922cba,tpl_5p1o,processed,3,0,2025-08-08T20:53:00
sg_msg_jn2dbr6f,john.dy9m@contractor.net,jae@chandlerelectric.com,Subject ryxebk,tpl_5o50,delivered,1,1,2025-06-09T17:32:00
sg_msg_1ac61ma8,sarah.4l28@contractor.net,jae@chandlerelectric.com,Subject yup8g4,tpl_h5dv,delivered,0,2,2025-10-02T07:30:00
sg_msg_gjhlhg07,tom.jbed@contractor.net,jae@chandlerelectric.com,Subject yesww7,tpl_iszc,delivered,3,2,2025-09-12T09:56:00
sg_msg_n6lm72qk,sarah.cvdt@chandlerelectric.com,jae@chandlerelectric.com,Subject xtiuu4,tpl_pbs6,processed,3,0,2026-01-22T09:35:00
sg_msg_2h33k083,sarah.0war@hotmail.com,jae@chandlerelectric.com,Subject 6w76b1,tpl_v053,delivered,1,0,2025-01-28T01:29:00
sg_msg_gvc4wsen,chris.tr1d@hotmail.com,jae@chandlerelectric.com,Subject rsuya8,tpl_r9rs,opened,0,0,2025-12-30T06:43:00
sg_msg_jq8850sg,sue.jwoa@hotmail.com,jae@chandlerelectric.com,Subject wy0fu1,tpl_db9u,delivered,2,2,2025-06-25T15:56:00
sg_msg_l7hm36vk,ann.qe4i@yahoo.com,jae@chandlerelectric.com,Subject 8bsns0,tpl_tm6s,processed,1,2,2025-09-29T18:02:00
