sid,from_number,to_number,body,status,direction,num_segments,price,price_unit,error_code,date_sent,date_created
SMl25i2z81li0k4zlk837ary6l7jynr1,+14145555583,+14145557084,msg gyyt3p7xry4es8xgk67a,sent,1,2025-07-23T17:30:00,2025-10-22T19:36:00,$0.0403,outbound-api,,
SMv77bwdc80jigvmenjecnh38dl64v8j,+14145554461,+14145554196,msg z2i0qf9gx6ithfwmezkr,delivered,3,2025-01-26T14:10:00,2026-08-16T07:36:00,$0.0425,outbound-api,,
SMfzkzyd2ln5ys6xjbh3fgw9xn8mohyf,+14145559509,+14145556841,msg us32gv1k2hzpj6gqwkre,delivered,1,2026-02-14T06:39:00,2026-08-05T07:16:00,$0.0352,outbound-api,,
SMoclyrz2ix76q7jbz85qt8im1kegk5d,+14145559876,+14145557626,msg ddq9ze9r2sh02f28yn0x,queued,2,2025-06-18T19:31:00,2026-01-18T10:13:00,$0.0191,outbound-api,,
SMs69rxn79exyb0ateb02cegggmqzeab,+14145552666,+14145554995,msg rzhti1wunon1hl6wvi7p,delivered,1,2025-03-14T06:52:00,2026-06-22T21:43:00,$0.0419,outbound-api,,
SM1h6k00aihqushb1uezabgly0oxq51q,+14145551027,+14145553471,msg i8l4rbv83msu31co5woz,delivered,2,2026-05-06T16:10:00,2025-11-24T22:24:00,$0.0246,outbound-api,,
SMseqd7j60k3rqqkqrfehfkkd14vb9z7,+14145551632,+14145555468,msg txvq6o9p1nqo8gloyj5q,sent,2,2026-04-24T15:39:00,2025-06-20T20:52:00,$0.0208,outbound-api,,
SMxig3jp8b7xqr1n3pvi7a7bsmpr938w,+14145553587,+14145551370,msg 1m3mp3zokin0ubir4r0z,delivered,1,2025-11-27T00:24:00,2025-11-28T23:44:00,$0.0121,outbound-api,,
SMqtrxscvlb3bpmo33euhk4zb15sbe5l,+14145557976,+14145559785,msg 5rtwy2l09br4pqk52ry5,delivered,1,2026-07-03T17:03:00,2025-03-26T07:12:00,$0.0333,outbound-api,,
SMjm27of1wbuc3emj66oo8g5i96yljmv,+14145552521,+14145558891,msg hd12q3egtu72hkblwp8z,delivered,2,2025-06-23T21:04:00,2025-03-05T22:39:00,$0.0216,outbound-api,,
SMieuy8vjwz2hqoofnb4dgjg07mw5ko7,+14145551312,+14145554304,msg ekl32wmlmsn504q8omuo,failed,3,2026-01-02T13:32:00,2026-07-28T05:10:00,$0.0344,outbound-api,,
SMmehb0955ts2opxu1p2cgkqo4p1o07h,+14145553867,+14145553128,msg sxx6kisfrv8tp3f0f5t8,failed,3,2026-04-19T19:02:00,2026-03-24T03:10:00,$0.0309,outbound-api,,
SMi8nps4v9cx8b0cxf84hwjs5edrj7fb,+14145551388,+14145552127,msg nthcayw5rcnm8arhzyco,delivered,3,2025-09-11T06:14:00,2025-04-17T04:57:00,$0.0200,outbound-api,,
SM7vvu2uuyd0q1gmvmsv7mklv5bvp6xe,+14145555177,+14145555276,msg 3f97e9io15djxzqyqn6v,failed,2,2026-05-06T16:34:00,2025-08-17T16:07:00,$0.0248,outbound-api,,
SM9bwmhqlekxf1jlqyahe6lq2z8wkx3d,+14145556437,+14145558415,msg nbwnwao900kfvzrgkjzt,delivered,1,2025-10-24T22:35:00,2025-03-21T00:05:00,$0.0375,outbound-api,,
SMoz5vhz3mqjeb7dd29ecgu2bqty16og,+14145558936,+14145553983,msg 70bkjecierhmzf6h7gc1,sent,2,2025-06-20T12:11:00,2025-01-14T05:30:00,$0.0330,outbound-api,,
SMcubseid0pxk1sa5i8gnf5o69cvqapt,+14145553253,+14145551841,msg mm6vjn17iiomyzue8cm5,queued,3,2025-11-06T03:12:00,2026-02-14T15:46:00,$0.0341,outbound-api,,
SMlc6z5gmj97r3qgs8sticod55s1f2zn,+14145557151,+14145558421,msg kll2w2atjfzylhpabl2w,queued,3,2025-03-11T01:04:00,2026-01-17T11:54:00,$0.0054,outbound-api,,
SMltjy3ied9ey6geig4ut6emflpfg7nl,+14145554636,+14145552730,msg 18ocuqvyv9ncnqdg4ao7,queued,2,2025-01-27T00:13:00,2026-01-21T03:43:00,$0.0419,outbound-api,,
SMlje6b0trvs6nidl0delvmishwxreh2,+14145554025,+14145553523,msg enmr6xjnaabh2foxlmhy,failed,1,2026-08-16T03:35:00,2026-05-27T04:29:00,$0.0219,outbound-api,,
SM497x8johe54enr0yb1zs5fe33dmrod,+14145552229,+14145551876,msg rgfyy9k2lfiucbvn2md8,failed,2,2026-08-14T01:38:00,2025-02-17T16:32:00,$0.0361,outbound-api,,
SMxpak20jy3y04s0tv31hwrczmkzkji6,+14145555271,+14145556335,msg 91ne1i9ms1xz9um6s6gq,delivered,1,2026-06-29T18:23:00,2025-08-14T02:11:00,$0.0153,outbound-api,,
SMsfkaw0hxwm89t7hcfvvl3o36hvxu80,+14145559421,+14145552485,msg gr3wc4w4aac16x8y5wav,delivered,2,2026-06-26T12:07:00,2026-07-07T03:29:00,$0.0459,outbound-api,,
SM329eg5k2m6jv72mj1gjm96ufm9rog0,+14145554069,+14145558696,msg bk1ntwmbm71n0je1h1p9,sent,2,2026-01-23T17:28:00,2026-04-19T07:53:00,$0.0057,outbound-api,,
SMyh6apbrk9s7bolp2yp6ei4urgn622z,+14145558573,+14145554502,msg zc3evot4g2slg2nk50gb,queued,2,2025-09-07T14:03:00,2026-05-09T13:10:00,$0.0161,outbound-api,,
SM1em1hb13rjywflqlr6mm2nbnjniemu,+14145557411,+14145558951,msg t88o41io76mrlgthke42,queued,1,2026-05-14T18:09:00,2025-08-11T13:56:00,$0.0337,outbound-api,,
SM5gr3m6tt3fcnr08qjc9nxr8wtsckav,+14145552866,+14145556362,msg y93e920c16misp1iuqyz,queued,3,2025-08-23T18:50:00,2026-06-10T15:58:00,$0.0482,outbound-api,,
SM840pyfb3i9oznohq3n12asrgrn6b93,+14145557951,+14145558941,msg g9a6wltdltt45casejr1,delivered,3,2026-08-11T12:42:00,2025-08-31T19:04:00,$0.0098,outbound-api,,
SMnzoyuq1xoe975qpwgc5na54mz2gnr9,+14145554733,+14145552180,msg vb0ilqkygewk6b32kqxw,failed,1,2025-06-15T09:35:00,2025-05-03T15:05:00,$0.0179,outbound-api,,
SM5r3td7atdoghsoyq86uspiax6jg98n,+14145559897,+14145554732,msg xwxexeu3w5bqfsgeudh0,sent,1,2025-11-21T04:47:00,2025-05-06T21:09:00,$0.0375,outbound-api,,
SMdlt7k0haj23fj8yp0eyv185us1mjyp,+14145552816,+14145558642,msg xfid6073akckpfourj83,delivered,3,2026-06-12T20:07:00,2026-07-05T18:25:00,$0.0405,outbound-api,,
SMvhphnkufxf6ckl15lath5v0l9in6rk,+14145558335,+14145554652,msg rg7ly5nmpebfq69pims6,failed,2,2026-04-03T18:54:00,2025-01-01T22:44:00,$0.0151,outbound-api,,
SMi5c45152a0gs9vqd9dbt0z5tuuvjqo,+14145555379,+14145555774,msg lavd9ws4x5llp2shdfw9,sent,2,2026-03-08T08:54:00,2025-05-01T06:18:00,$0.0441,outbound-api,,
SMnu3lcm9f1jhxd0sb1zqrw9zx8yzfet,+14145558051,+14145551801,msg a06r1ywwyrsgua3s6w3f,queued,1,2026-01-06T11:35:00,2026-09-21T07:23:00,$0.0156,outbound-api,,
SMmbnv1wsnz2mecu1i0vfbcpi720qrek,+14145557617,+14145553833,msg h6vlv2cv9zekgk5dbdq1,failed,2,2025-07-29T23:02:00,2026-09-17T00:19:00,$0.0336,outbound-api,,
SMh6oosiahtdowhqptzgdknfns3dfcwf,+14145558990,+14145554595,msg 0i269un7w12zxtwt5jg3,delivered,1,2026-01-22T16:48:00,2025-07-21T21:56:00,$0.0069,outbound-api,,
SMjyke2pl1yethx1wyfor3484vh48kks,+14145551250,+14145553207,msg omza4830kzbrlc2w83ua,queued,3,2026-04-19T21:15:00,2025-08-07T19:14:00,$0.0197,outbound-api,,
SM73rgn0gh98u9qkxbid2svq0xhmi2qx,+14145558106,+14145557528,msg mqfzjlxxqbgwwzpiry7e,sent,3,2025-09-18T00:38:00,2025-10-02T14:50:00,$0.0212,outbound-api,,
SMnr30zj7oz6pctbxxi602v18qty6byg,+14145558102,+14145553725,msg y4c6isan9ijiak2hmabs,failed,3,2026-09-14T20:02:00,2025-01-08T03:02:00,$0.0059,outbound-api,,
SMl53y4q8an907n5anekao0984viq64g,+14145551885,+14145555732,msg cqye7flts63dulzbcs9h,failed,2,2026-03-22T12:20:00,2026-05-01T19:22:00,$0.0147,outbound-api,,
SMfxg3ynuiknpv0t2ucc2vsljr5qkmvh,+14145557807,+14145556555,msg lvaxod6ddc0zo1dhrbfg,sent,1,2025-12-31T09:04:00,2025-11-26T10:43:00,$0.0386,outbound-api,,
SM4f9f6wsjfzze147474y53jqn2j8u5m,+14145552758,+14145555401,msg t9qkkbljyhnp3wgtc4s6,sent,3,2025-10-16T03:47:00,2026-02-18T16:20:00,$0.0492,outbound-api,,
SM7293aaf8fsk9vh4xsrawgp9zn4d4j4,+14145554088,+14145555244,msg o9bbht6vrohte33b2b9v,failed,3,2025-03-31T19:35:00,2025-05-20T10:07:00,$0.0243,outbound-api,,
SM3ufnyt4r629l2vcjb3zctdw6u7hi6m,+14145559514,+14145557316,msg xj0hl2eyu3uph663uyqp,sent,1,2025-01-27T01:54:00,2026-02-27T11:27:00,$0.0333,outbound-api,,
SMvxtcaxhiqlpd7urdbguqfb58n0fege,+14145556893,+14145556968,msg ahp6nu6ljppqy3wggc25,failed,2,2026-01-03T22:51:00,2025-04-02T08:00:00,$0.0454,outbound-api,,
SMneuenqrqj94gvaqditof0qgq2xkg3x,+14145558337,+14145551050,msg r61wxaxayg2mjogihlq3,failed,3,2025-06-13T04:56:00,2025-07-31T09:52:00,$0.0094,outbound-api,,
SMcfdint4nitmb5iaurr52801wty6lev,+14145555002,+14145558587,msg e6rs3jhnqn55wxdrbk0z,queued,3,2026-08-15T06:41:00,2025-04-06T06:13:00,$0.0400,outbound-api,,
SM0gq2y70mognvxh8ogcz0kj4y18asmr,+14145552337,+14145558159,msg es2exzv48z7fcu5jbf9j,delivered,1,2025-03-16T05:26:00,2025-04-28T10:17:00,$0.0357,outbound-api,,
SMo4pq3v9gnshk5zc62hlb26eeln95y6,+14145552144,+14145552085,msg 6go2h2gwqp1b2ijd44zg,sent,2,2025-02-22T12:29:00,2025-05-06T08:35:00,$0.0351,outbound-api,,
SMogr9h1xlbyeug7dmdym9z0h28yjwju,+14145553968,+14145552161,msg 4o4nax9a36deiuymrerk,queued,2,2026-04-03T12:07:00,2025-08-15T22:24:00,$0.0394,outbound-api,,
SM10caynvams4okwarikm51d19xu2n0b,+14145556697,+14145559047,msg k24f7d1gyblbc2xhmawd,sent,1,2025-02-14T21:49:00,2026-08-22T23:38:00,$0.0378,outbound-api,,
SM1n54hmedurdp5fbw5q1ljqtpruwltg,+14145558825,+14145558258,msg m8ahpvnqjnw21v9inlbi,delivered,1,2025-03-28T23:57:00,2025-05-19T17:29:00,$0.0255,outbound-api,,
SMcryq9yix5d4iio5gohmfph09a6ckjw,+14145551403,+14145555178,msg qx0o1o5zpxiiuh1czy24,sent,1,2026-01-23T05:54:00,2025-07-31T21:20:00,$0.0304,outbound-api,,
SM080qfwqac3ft8a3gmjw4lftgws1drp,+14145559410,+14145557366,msg 5jekqbg7wc5mo9ar9cln,queued,3,2025-06-09T13:57:00,2025-06-30T18:05:00,$0.0102,outbound-api,,
SM3grjpxq3dvtb1n9ha8ch94f3ayb5rl,+14145558925,+14145551771,msg fg8kq237rk23d35juxzu,sent,1,2025-05-23T10:44:00,2025-12-07T10:35:00,$0.0068,outbound-api,,
SM3aetxqlmlqr94db1y0slc3z7znfle1,+14145557775,+14145554618,msg u0tv7phldlhpqcangl6u,sent,1,2026-09-06T11:55:00,2026-04-12T23:05:00,$0.0138,outbound-api,,
SMxz9c84qji777r4e6ggsj3wo5svrf1s,+14145552488,+14145559856,msg ld0471dv5wzp3jvz4b8a,failed,2,2025-02-16T17:57:00,2025-04-19T22:43:00,$0.0469,outbound-api,,
SMexrnmbwrim1plygayxfcannvha8chy,+14145551485,+14145558981,msg tjnyl2u5w7ktg4a6hyoa,queued,1,2026-07-04T08:04:00,2026-04-30T16:29:00,$0.0092,outbound-api,,
SM5lia2z3bfimk4qr8lqe09t8bp6ycm9,+14145559350,+14145552999,msg 2hfqwchxalu3prmqy8zu,sent,3,2026-02-23T09:10:00,2025-11-21T23:39:00,$0.0281,outbound-api,,
SMo3si51cqrajtmwmg438vcpqeqgwqct,+14145555854,+14145551935,msg budntzfch6hhf9p7y0pf,failed,2,2025-05-01T16:21:00,2026-04-29T19:13:00,$0.0188,outbound-api,,
SM1wb3msbv2tm4653kivsd53oml3dqwd,+14145554224,+14145554422,msg es7ts3ir32ontss9bui0,delivered,3,2026-09-04T02:06:00,2026-09-18T01:25:00,$0.0245,outbound-api,,
SM3z2cmpz1mr3jgizaafvh7ewp8xp2bx,+14145554897,+14145559618,msg 2zp36ys7179et2cje7ma,queued,1,2026-02-10T01:43:00,2025-02-02T07:11:00,$0.0153,outbound-api,,
SMzm6l3zqp7z9f3ykd831k4rde2gv5yy,+14145558023,+14145556998,msg v0vsf8fclkzqe565m6tq,sent,3,2025-02-19T14:05:00,2026-08-01T00:07:00,$0.0472,outbound-api,,
