sid,from_number,to_number,status,direction,duration,price,price_unit,answered_by,start_time,end_time,date_created
CA62ewnidx6je8v9mrrc3kyep4wuc5kz,+14145553752,+14145553727,failed,387,2026-04-20T20:30:00,2025-03-13T19:19:00,$0.0849,outbound-api,,,
CAuhdeniqpdllrk6a5936oxsxebk3ioc,+14145554075,+14145558264,busy,16,2026-08-28T12:59:00,2026-01-11T17:17:00,$0.0681,outbound-api,,,
CAt40kcxv2lukpv7cwmg4lo62dq4z7yo,+14145557487,+14145555970,busy,59,2026-01-30T19:44:00,2026-07-09T22:54:00,$0.0595,outbound-api,,,
CA33o4hf0v0sxhxpnf3lv3cb94psizjc,+14145555972,+14145559006,failed,445,2025-03-09T06:20:00,2025-01-25T22:38:00,$0.0133,outbound-api,,,
CAxqbvn99w2bc76j2922iuf0zbldldc2,+14145556770,+14145557930,completed,544,2025-09-18T14:35:00,2026-04-26T08:21:00,$0.0694,outbound-api,,,
CA2m2q6cuiv7sakt77f6g3pladipgeke,+14145559483,+14145555912,failed,67,2025-01-23T07:03:00,2026-07-19T03:19:00,$0.0804,outbound-api,,,
CAwbvfqtvmjqqbffimmuvqb70mpthdkr,+14145554076,+14145553572,busy,297,2025-07-07T07:01:00,2026-01-01T22:23:00,$0.0624,outbound-api,,,
CA5hey2mlpdfsfv7p5zdv3lj7kbqzt4s,+14145556087,+14145558009,failed,50,2026-01-06T00:33:00,2026-01-23T20:39:00,$0.0465,outbound-api,,,
CA6qhkkdw5qzp0owqts8mx7jcwcswnd8,+14145556934,+14145552983,no-answer,143,2026-09-21T03:31:00,2026-04-29T03:30:00,$0.0191,outbound-api,,,
CAinah4ardj3sxj8py399lanmuxea0xq,+14145557916,+14145555505,completed,23,2025-06-24T16:28:00,2026-08-04T01:43:00,$0.0500,outbound-api,,,
CAebcr3japgqphcvelf23760xaxyvhnv,+14145557373,+14145559544,no-answer,18,2025-08-10T17:04:00,2025-03-03T02:06:00,$0.0368,outbound-api,,,
CA69wm9kvbxf8svjfue874s1xbyqdsia,+14145556251,+14145558050,no-answer,480,2026-05-23T21:54:00,2025-01-23T08:21:00,$0.0622,outbound-api,,,
CApsgfeu4h7378xxuyy9vv5hwozrksls,+14145559148,+14145559401,failed,66,2025-08-07T10:59:00,2026-01-28T19:07:00,$0.0908,outbound-api,,,
CA488z5g8foehip0li4df67563likj2p,+14145558376,+14145555231,no-answer,75,2025-02-16T06:32:00,2025-11-01T17:36:00,$0.0220,outbound-api,,,
CAr8hu4p2u8ih6i59ltmfbas8q5xqs1g,+14145554085,+14145555588,failed,12,2026-06-03T11:35:00,2025-05-17T21:04:00,$0.0650,outbound-api,,,
CA8a66j9oy50gdnss3n049bs5kfofm1y,+14145556488,+14145551935,completed,289,2026-05-13T19:30:00,2026-07-13T04:33:00,$0.0313,outbound-api,,,
CAf4osahuz83ecuhbu8laij2gx9fyoz6,+14145556990,+14145551519,failed,294,2026-06-30T11:16:00,2025-03-14T23:07:00,$0.0906,outbound-api,,,
CA1fj792bsghbfc0ouvp6wt679fv095q,+14145559821,+14145554256,busy,289,2025-07-16T07:53:00,2025-12-23T13:41:00,$0.0285,outbound-api,,,
CAxjvwpjjovaei24umej3nbaskpi15jb,+14145553178,+14145559548,completed,246,2026-07-21T22:03:00,2025-02-19T16:41:00,$0.0377,outbound-api,,,
CAlv3lpwvrygy35d2ao0rch9qagg5rrz,+14145552083,+14145551887,completed,560,2026-05-20T02:20:00,2026-04-21T06:54:00,$0.0694,outbound-api,,,
CA8ten8rq1u3iwfapkfzofy10j8a583k,+14145555239,+14145552342,no-answer,582,2025-09-28T02:58:00,2026-04-09T08:06:00,$0.0947,outbound-api,,,
CA0nksucogf67epos3x060k35waaxxw1,+14145558533,+14145559811,failed,130,2025-04-03T19:24:00,2026-04-15T14:02:00,$0.0143,outbound-api,,,
CAf3l0czgwt1md289scew6k5q8sepdch,+14145558950,+14145552143,completed,270,2026-02-19T03:59:00,2025-11-30T12:52:00,$0.0989,outbound-api,,,
CA9p7xymjufxmwuf3ed07iwqz7fevzjx,+14145556541,+14145559585,busy,51,2025-12-29T21:34:00,2025-10-17T03:04:00,$0.0512,outbound-api,,,
CAqgriv5a45ny6ro51xvhodu6s4gznqw,+14145555816,+14145554661,no-answer,118,2026-03-14T01:40:00,2026-08-30T14:01:00,$0.0530,outbound-api,,,
CAbu4ij3cg2qpiv1q99yzy5gs6p4ztjm,+14145558520,+14145558938,no-answer,14,2025-04-15T23:59:00,2026-07-03T19:46:00,$0.0544,outbound-api,,,
CA98686619hc2t1mv9jv1by3sj3ba6jh,+14145551701,+14145559147,completed,461,2025-03-27T21:14:00,2025-01-10T08:40:00,$0.0783,outbound-api,,,
CAradv036ptns5bb0nlktlwhfv6rgsa3,+14145553903,+14145552802,failed,527,2026-07-17T07:55:00,2026-02-27T05:00:00,$0.0168,outbound-api,,,
CAnn45an987krxl3xhdk66vn5dvq197p,+14145556833,+14145551571,busy,544,2025-08-25T08:31:00,2025-12-25T17:20:00,$0.0865,outbound-api,,,
CAz31nui7qz194nb71fxiqdgphdbghl8,+14145559592,+14145557617,completed,376,2025-01-19T01:24:00,2025-01-08T22:54:00,$0.0884,outbound-api,,,
CAd8vf0n1fkrqlrh3ua24x4b5edbm1ls,+14145554655,+14145553978,failed,353,2025-04-05T19:07:00,2026-08-11T10:48:00,$0.0589,outbound-api,,,
CAqw3agom0vdc6nvmchhuj9w7o4csz5y,+14145554291,+14145559669,completed,22,2025-11-24T21:13:00,2025-02-01T22:12:00,$0.0274,outbound-api,,,
CAr660rhql3cb6n2aolbfjliurn5uo2d,+14145557282,+14145551724,no-answer,406,2025-12-22T15:34:00,2026-02-28T10:48:00,$0.0560,outbound-api,,,
CAnaneg2qg8hsnbshkwqqbat04k8hf8q,+14145555371,+14145553392,no-answer,330,2025-01-24T02:13:00,2026-01-18T06:37:00,$0.0376,outbound-api,,,
CArj5ghsm0vhr9z79g9cbiuwsscl6ejb,+14145551087,+14145553833,no-answer,463,2026-01-17T13:00:00,2025-11-29T07:38:00,$0.0615,outbound-api,,,
CAcphg9s2fqlvoc8ahbhyk8dfs8c1azw,+14145559869,+14145559129,completed,244,2025-10-29T13:42:00,2026-03-06T20:38:00,$0.0664,outbound-api,,,
CAa1av5ant9595sxpoclcb180munw702,+14145557971,+14145555434,completed,94,2025-02-19T02:20:00,2025-11-07T04:00:00,$0.0265,outbound-api,,,
CA9xs6gpbfooblnnr06qet5c52mcauaa,+14145555924,+14145555974,no-answer,150,2025-07-27T22:44:00,2025-08-10T12:54:00,$0.0890,outbound-api,,,
CAcmnr3novxjyfsecxgwq2dmhfm0plnb,+14145559370,+14145559573,completed,534,2026-02-05T14:01:00,2025-01-27T17:27:00,$0.0405,outbound-api,,,
CAh87l8fcquu42sah4di3z3pw28f9a39,+14145557949,+14145559674,busy,460,2026-08-14T06:21:00,2025-07-02T02:59:00,$0.0402,outbound-api,,,
CAmcrbsoaib5rpt9bbc3zu5figru0w8v,+14145555356,+14145553895,failed,271,2026-05-03T11:53:00,2025-07-02T12:39:00,$0.0690,outbound-api,,,
CAr7f7bibnbp57yffzdbajl2843udlgl,+14145557549,+14145556646,busy,547,2026-04-30T14:07:00,2025-01-01T15:53:00,$0.0435,outbound-api,,,
CAf1q4bzc0min77f30juvofl40htbgaf,+14145559576,+14145556119,completed,26,2025-05-18T08:51:00,2025-08-27T08:06:00,$0.0414,outbound-api,,,
CA4pqchkq6imwww34k974wktd1y07t6f,+14145558975,+14145559873,completed,291,2025-02-01T06:21:00,2025-04-25T17:42:00,$0.0168,outbound-api,,,
CAaj8ojhyh8uhkik8d17t5dgeo9qfc59,+14145553578,+14145558790,no-answer,158,2026-09-14T12:11:00,2025-11-01T08:23:00,$0.0758,outbound-api,,,
CAgmwzt0x5ib4lyjhmoka5m4htdwvthv,+14145557942,+14145559606,busy,276,2025-12-06T08:05:00,2025-08-19T14:00:00,$0.0679,outbound-api,,,
CAtq58nlehhk3umn01u06fq1fcobpejb,+14145558136,+14145559441,failed,137,2025-09-02T01:42:00,2025-01-10T17:51:00,$0.0611,outbound-api,,,
CAfqf5lin22xe7f2vywqrhbd5h798rs6,+14145559184,+14145559483,busy,488,2026-07-21T02:41:00,2025-05-15T19:29:00,$0.0356,outbound-api,,,
CAcfol4zgsgfusjixijzjvmeuuyitcut,+14145559207,+14145551845,busy,23,2025-04-17T22:36:00,2026-08-22T23:25:00,$0.0517,outbound-api,,,
CAgli7fy2a3ekly5fpf3g1k0d9esn6ut,+14145552739,+14145551326,completed,234,2026-09-13T14:31:00,2025-12-05T12:52:00,$0.0567,outbound-api,,,
CAewgeqlg9m123qlkge8aowyylr3irfj,+14145556488,+14145551979,completed,167,2026-06-17T23:55:00,2026-09-14T00:44:00,$0.0477,outbound-api,,,
CAi1p6nemvulau54p10e082zxb39xsxh,+14145551638,+14145557305,failed,92,2025-11-29T13:37:00,2026-04-19T21:00:00,$0.0681,outbound-api,,,
CAa6u0x68jjb2yo8421xsgxv9woefblo,+14145557741,+14145552077,no-answer,184,2025-09-06T05:00:00,2026-02-18T20:45:00,$0.0706,outbound-api,,,
CAopkhmswywwmbq30xvo4ifod0qadqpz,+14145551627,+14145556701,failed,511,2025-01-17T10:29:00,2026-08-31T02:42:00,$0.0110,outbound-api,,,
CA0ag6nuywc1wky2mbaqesp4v3i2mu14,+14145553490,+14145554691,completed,66,2026-08-05T23:27:00,2026-01-11T11:15:00,$0.0351,outbound-api,,,
CA3zio1wew75022ci7cx4pk1uw5931d5,+14145557229,+14145555622,failed,327,2025-04-06T21:58:00,2025-07-21T20:27:00,$0.0432,outbound-api,,,
CA9cv0tm9wofa7z7sdkipr1nf5ju8tky,+14145556004,+14145557270,busy,348,2026-03-01T15:29:00,2025-05-31T03:21:00,$0.0645,outbound-api,,,
CA0a65bsiiwrjk6wwwax05obqp75erzz,+14145554748,+14145557160,failed,65,2025-12-17T21:17:00,2026-02-11T20:01:00,$0.0484,outbound-api,,,
CAhqnnphcpb9d2oubfn4q73uxupuyjtb,+14145551714,+14145553585,no-answer,27,2025-02-27T00:48:00,2025-06-17T09:07:00,$0.0710,outbound-api,,,
CAwoz0t6s22tpqa6hz8a6j6gbh9t6lvd,+14145558891,+14145558965,busy,0,2025-04-24T04:12:00,2026-05-25T10:29:00,$0.0257,outbound-api,,,
CA011ef6s7nyaiudg5pr2q1x87nt6bzh,+14145559159,+14145558480,busy,333,2026-03-02T13:09:00,2025-03-11T11:33:00,$0.0471,outbound-api,,,
CAnoh3p9vjdkdv7orj3x4c1ee28u3nwe,+14145552973,+14145554183,failed,140,2025-03-27T12:58:00,2025-03-06T00:27:00,$0.0833,outbound-api,,,
CAe9dqi6380w5jj326ar9hjy8gdts68w,+14145552702,+14145556206,failed,315,2026-01-21T09:34:00,2025-05-22T12:02:00,$0.0691,outbound-api,,,
CAhyq9eg4oqx1nbggy4vhc5g5e7bubrz,+14145551971,+14145559213,failed,236,2026-04-06T18:48:00,2025-02-07T14:51:00,$0.0609,outbound-api,,,
CA7st8dp7ogfdlx2qz4t3bsucualobv4,+14145551424,+14145553334,completed,308,2025-07-02T01:15:00,2025-01-15T23:54:00,$0.0439,outbound-api,,,
CA0djzrqy12hjsf1hmwg521j0qdztawv,+14145557554,+14145558034,no-answer,422,2026-02-04T15:31:00,2025-05-24T20:20:00,$0.0203,outbound-api,,,
CAwk3260u2qopub4k2vnq3c1h2e2v77d,+14145556361,+14145553129,failed,351,2025-11-15T15:59:00,2026-09-08T09:58:00,$0.0891,outbound-api,,,
CAxqnh7n4vpq86cjzan0d4bce727xovy,+14145557022,+14145559915,busy,184,2025-05-08T13:55:00,2026-05-11T19:37:00,$0.0102,outbound-api,,,
CA2ktpf3621d36it4771ihpeaustgy0d,+14145554021,+14145554022,no-answer,157,2026-01-17T06:31:00,2025-03-29T10:47:00,$0.0499,outbound-api,,,
CAilb7i78f9nj3i6kzwge442r8w7sv4k,+14145559737,+14145559965,busy,552,2026-01-30T21:51:00,2026-03-19T02:30:00,$0.0634,outbound-api,,,
CA0yh8zkzs8tpdbyjhqc17dqbp4iytwm,+14145551639,+14145552508,no-answer,545,2025-11-20T15:31:00,2025-01-24T00:50:00,$0.0571,outbound-api,,,
CA7hx4xkqtx76fc8hlnh0s44earu0nv4,+14145555587,+14145553180,failed,385,2025-02-20T07:38:00,2025-12-17T15:43:00,$0.0189,outbound-api,,,
CAsguaw8uiguqjmnqu2h4coaeotql7qz,+14145559328,+14145553007,completed,599,2025-07-01T13:17:00,2025-08-28T20:06:00,$0.0235,outbound-api,,,
CAhc1f7ixox6npq0bfmtszfx00vgeqec,+14145559533,+14145554496,failed,211,2025-08-14T13:18:00,2025-03-12T16:41:00,$0.0377,outbound-api,,,
CAxjmuqib41j3ki4013tsbb80ttu29o2,+14145552757,+14145556028,completed,292,2025-06-03T10:48:00,2026-05-24T06:32:00,$0.0394,outbound-api,,,
CAr5tbwjl5gwqsb6rrqxmdcqaewrd1as,+14145554361,+14145559990,busy,539,2026-08-16T10:28:00,2025-08-22T01:17:00,$0.0784,outbound-api,,,
CAf0v5hx69u5xlce2d02l7e8yb39klvh,+14145552450,+14145554336,failed,254,2026-07-15T11:54:00,2025-02-23T00:02:00,$0.0737,outbound-api,,,
CAf3a7vixckmirjnebp20yca9i19wft7,+14145558718,+14145558750,busy,265,2026-03-11T07:57:00,2025-11-11T01:57:00,$0.0257,outbound-api,,,
CAv6e9b92k55iz3p6kqk0rcuvdyd45z6,+14145559659,+14145556569,no-answer,217,2025-08-23T02:33:00,2025-01-30T13:30:00,$0.0400,outbound-api,,,
CAo5xohy5d10wt32fmyvp63vjar10dat,+14145553951,+14145559427,failed,25,2026-02-13T12:35:00,2025-11-27T17:26:00,$0.0199,outbound-api,,,
CAythi069d350uopkvqwkqx01q7jeh5l,+14145554606,+14145558246,no-answer,0,2026-05-02T17:27:00,2025-12-13T14:20:00,$0.0502,outbound-api,,,
CAsgul05bsvil41pk5t2bdhzgsgcod5c,+14145556162,+14145553555,no-answer,25,2026-01-14T23:44:00,2025-05-14T06:49:00,$0.0137,outbound-api,,,
CA7q9qw3ii9ws95tczqtzd32dquqtb4y,+14145551372,+14145559079,busy,281,2026-07-09T02:16:00,2026-07-30T16:40:00,$0.0701,outbound-api,,,
CAktdpbnrlmcpef0u2t8ofwns1asusjv,+14145558333,+14145559091,no-answer,48,2025-02-27T05:45:00,2025-09-07T10:47:00,$0.0860,outbound-api,,,
CAsf5fgusn4rj5czgbfvwr9jnyarcy5b,+14145558508,+14145559911,failed,67,2025-05-31T22:22:00,2025-05-27T12:48:00,$0.0697,outbound-api,,,
CAyiouy7k24gchnjkrnrb8zwrg6gy595,+14145557901,+14145555424,no-answer,179,2026-05-20T17:52:00,2025-08-21T06:09:00,$0.0428,outbound-api,,,
CAo0dbtyb1qncen0y4rdpefqtpeobkwb,+14145554157,+14145557562,completed,311,2025-07-15T08:53:00,2026-05-30T13:28:00,$0.0189,outbound-api,,,
CAlso0i5yj9uswtt2mfcwfc4e24384kl,+14145552162,+14145555650,busy,67,2026-07-03T11:23:00,2025-04-05T02:23:00,$0.0614,outbound-api,,,
CAlyx63buzrxkx9p9xs56h2ac6wy25vg,+14145556307,+14145552807,failed,111,2025-02-26T19:43:00,2026-03-04T03:52:00,$0.0284,outbound-api,,,
CAscwqlp6y1tbyk05dsi0nqd1defdshe,+14145556331,+14145554222,completed,181,2026-02-02T16:37:00,2025-05-05T10:52:00,$0.0274,outbound-api,,,
CAjc1ttnvuknh0ybjww91cp8j20u2xcc,+14145551021,+14145552571,busy,202,2025-08-10T13:59:00,2025-12-17T16:19:00,$0.0247,outbound-api,,,
CAsku1zvvvvaxo5pp496flbbppg2f1tz,+14145554120,+14145552160,failed,508,2025-08-04T13:41:00,2026-04-27T17:02:00,$0.0139,outbound-api,,,
CA5bjqi5eg4i6ls9ja9autbnv398futv,+14145555684,+14145553083,busy,417,2026-08-06T07:23:00,2025-03-16T04:40:00,$0.0106,outbound-api,,,
CA7b2fw12jgazvwlgv3fgvgznfc8zpqt,+14145556287,+14145557448,failed,197,2026-04-21T06:19:00,2025-04-14T08:23:00,$0.0907,outbound-api,,,
CAduzz3bpepxyl35g4icv5bq30wng4zo,+14145559785,+14145559090,completed,374,2026-04-11T18:08:00,2026-07-19T01:01:00,$0.0858,outbound-api,,,
CAacp6nzwcmi9d9bopgg8hxdnpz0mlxe,+14145555991,+14145552830,busy,209,2026-07-14T09:19:00,2025-07-12T10:53:00,$0.0941,outbound-api,,,
CAhfws04l02bct86dznnadn3wubfhiu3,+14145557935,+14145554075,completed,204,2025-10-05T11:19:00,2025-02-17T23:19:00,$0.0184,outbound-api,,,
CAbbdtlp4vf7nkaf3qillo8plrk2tp4f,+14145552896,+14145551175,completed,288,2026-06-15T05:32:00,2025-12-11T04:06:00,$0.0754,outbound-api,,,
CAciblz6fpom5rtoj1nzik81f5fogpjv,+14145557689,+14145554880,failed,493,2026-05-26T19:21:00,2025-07-26T06:41:00,$0.0988,outbound-api,,,
CAbz10ratjbztk63iag966naje4b61sa,+14145557119,+14145554390,no-answer,328,2026-07-30T13:52:00,2025-03-16T10:41:00,$0.0589,outbound-api,,,
CA9ihwjlr6zgxvxzot5z124628cs4e86,+14145554201,+14145552604,busy,33,2026-05-08T17:51:00,2025-12-21T21:52:00,$0.0767,outbound-api,,,
CAbbbd91p09ctinmxll4xlo7gtzberog,+14145554921,+14145559474,no-answer,505,2025-10-02T18:08:00,2025-07-16T11:59:00,$0.0597,outbound-api,,,
CAgg3pmdub495ejr1nvq8omf5uijrg5k,+14145556056,+14145557218,no-answer,563,2026-07-25T05:23:00,2025-08-31T08:45:00,$0.0755,outbound-api,,,
CAbk6nvrakuygj9s5qkaeikjholxhvq9,+14145555564,+14145558267,no-answer,374,2025-02-20T18:15:00,2025-08-27T09:02:00,$0.0463,outbound-api,,,
CAndm40kxdjqk2ngy1cnu9ofd7b1a4pj,+14145554802,+14145552745,no-answer,97,2026-05-20T10:20:00,2025-03-01T06:37:00,$0.0378,outbound-api,,,
CA9kq9ovyi2kkfxglxs9lzss0zrpf295,+14145559796,+14145554919,completed,133,2026-08-13T00:16:00,2026-07-28T09:03:00,$0.0434,outbound-api,,,
CAw2wl0mc1t8ypw10y3q363fz843prz5,+14145557557,+14145551429,completed,376,2026-03-30T21:17:00,2026-03-23T11:30:00,$0.0531,outbound-api,,,
CAljflfrzverml809c81mdgi513un6lq,+14145556323,+14145558961,no-answer,59,2026-04-15T21:16:00,2026-08-02T17:45:00,$0.0216,outbound-api,,,
CAondaawf5po0zzqe8a5uk98svpr7msk,+14145553609,+14145556592,no-answer,556,2026-03-17T22:55:00,2026-03-31T08:43:00,$0.0170,outbound-api,,,
CA9ib91o5bnscaeevbl73mt8bdpkf7ml,+14145559097,+14145557922,no-answer,407,2025-09-02T06:35:00,2026-07-31T15:46:00,$0.0921,outbound-api,,,
CAa1ekmqef73usv0d4216sogzl485xg9,+14145553191,+14145553914,failed,317,2025-02-26T09:09:00,2025-12-19T00:18:00,$0.0869,outbound-api,,,
CAugcrx8egvh97xzoii7w6rxsyybibsm,+14145557525,+14145553478,no-answer,197,2026-08-26T20:33:00,2025-04-14T20:29:00,$0.0224,outbound-api,,,
CAuvgocbd7rb8qk5jsds8dyfzbk7i3wu,+14145556640,+14145553899,completed,126,2026-04-05T00:05:00,2025-10-01T08:41:00,$0.0878,outbound-api,,,
CAzqx3tjbx6yjrvzca40551l8bmheaca,+14145557500,+14145555597,completed,242,2025-05-25T12:52:00,2025-09-10T14:23:00,$0.0550,outbound-api,,,
CAl3wf87x83zlmr902zo4uh3zf5eduex,+14145559317,+14145555506,failed,453,2025-01-24T16:15:00,2025-07-16T12:38:00,$0.0972,outbound-api,,,
CAnme4h5xemy06spmxblm8l36e0inv2q,+14145551779,+14145555798,no-answer,257,2026-04-10T01:00:00,2026-06-28T19:41:00,$0.0792,outbound-api,,,
CAjy3ybxe5yyxwfjlr6r9c9x6zk9s8c7,+14145556105,+14145555079,completed,461,2026-05-20T14:47:00,2026-06-14T15:33:00,$0.0637,outbound-api,,,
CA59pgd8koi4baeqim5p49venjtjfrw2,+14145553288,+14145551190,failed,421,2026-07-14T16:42:00,2026-03-29T09:49:00,$0.0575,outbound-api,,,
CAn7npkfvzkk5k64o41tf9feoab8h2qq,+14145554261,+14145553947,failed,266,2025-06-06T01:01:00,2025-07-06T05:01:00,$0.0816,outbound-api,,,
CAfqwr9hxeekixmweehpnivkctynogka,+14145551228,+14145555685,busy,328,2025-06-22T04:59:00,2025-09-03T13:14:00,$0.0886,outbound-api,,,
CAplm53gibkrf1b2f43odb4j7r7vanzr,+14145558221,+14145556878,completed,524,2025-12-19T08:53:00,2025-11-13T10:04:00,$0.0367,outbound-api,,,
CAefju2jo7sv40pkmwncl7hi7kby3zar,+14145554825,+14145555656,failed,554,2025-05-12T18:10:00,2025-12-02T11:43:00,$0.0435,outbound-api,,,
CAz0yp571v6v2cgbsyh5foun594j7mi9,+14145554292,+14145552621,busy,519,2026-08-05T05:55:00,2026-07-24T07:45:00,$0.0810,outbound-api,,,
CAyxdhqyc3f0eckclx7xkzdxwbr6ypc6,+14145553340,+14145555377,busy,30,2026-02-09T03:40:00,2025-09-25T08:54:00,$0.0431,outbound-api,,,
CAfdt81182g5vap8vz58h6tyovr2h8cl,+14145554578,+14145554945,busy,107,2025-03-06T13:56:00,2026-08-28T07:35:00,$0.0264,outbound-api,,,
CAcwyxrub1huzw1f21r61vlmyk8ldng1,+14145552102,+14145551574,no-answer,225,2025-11-18T13:49:00,2025-01-01T08:27:00,$0.0672,outbound-api,,,
CAwcwvlhcssf56oijmluwz2vn3cvb661,+14145559947,+14145559848,no-answer,111,2025-04-09T17:57:00,2025-02-04T02:01:00,$0.0799,outbound-api,,,
