id,email,first_name,last_name,country,list_ids,created_at,updated_at
sg_ct_0028,chizoba.mcbride027@nnu-crop.edu.ng,Chizoba,McBride,KE,list_crop302_students|list_extension,2022-04-19T00:00:00Z,2022-05-19T00:00:00Z
sg_ct_0029,kelechi.mcbride028@nnu-crop.edu.ng,Kelechi,McBride,NG,list_msc_alumni|list_industry_partners,2022-04-23T00:00:00Z,2022-05-23T00:00:00Z
sg_ct_0030,onyeka.mcbride029@nnu-crop.edu.ng,Onyeka,McBride,NG,list_dept_staff|list_conference_committee,2022-04-27T00:00:00Z,2022-05-27T00:00:00Z
sg_ct_0031,layla.akpan030@nnu-crop.edu.ng,Layla,Akpan,NG,list_extension|list_curriculum_review,2022-05-01T00:00:00Z,2022-05-31T00:00:00Z
sg_ct_0032,adaeze.akpan031@nnu-crop.edu.ng,Adaeze,Akpan,NG,list_industry_partners|list_procurement_office,2022-05-05T00:00:00Z,2022-06-04T00:00:00Z
sg_ct_0033,ciaran.akpan032@nnu-crop.edu.ng,Ciaran,Akpan,NG,list_conference_committee|list_gh_bench_users,2022-05-09T00:00:00Z,2022-06-08T00:00:00Z
sg_ct_0034,amina.akpan033@nnu-crop.edu.ng,Amina,Akpan,NG,list_curriculum_review|list_esfes_field,2022-05-13T00:00:00Z,2022-06-12T00:00:00Z
sg_ct_0035,emeka.akpan034@nnu-crop.edu.ng,Emeka,Akpan,GH,list_procurement_office|list_waita_congress,2022-05-17T00:00:00Z,2022-06-16T00:00:00Z
sg_ct_0036,ifeanyi.akpan035@nnu-crop.edu.ng,Ifeanyi,Akpan,KE,list_gh_bench_users|list_eacri_grantees,2022-05-21T00:00:00Z,2022-06-20T00:00:00Z
sg_ct_0037,nkechi.akpan036@nnu-crop.edu.ng,Nkechi,Akpan,GH,list_esfes_field|list_crop302_students,2022-05-25T00:00:00Z,2022-06-24T00:00:00Z
sg_ct_0038,otobong.akpan037@nnu-crop.edu.ng,Otobong,Akpan,KE,list_waita_congress|list_msc_alumni,2022-05-29T00:00:00Z,2022-06-28T00:00:00Z
sg_ct_0039,damola.akpan038@nnu-crop.edu.ng,Damola,Akpan,NG,list_eacri_grantees|list_dept_staff,2022-06-02T00:00:00Z,2022-07-02T00:00:00Z
sg_ct_0040,uche.akpan039@nnu-crop.edu.ng,Uche,Akpan,NG,list_crop302_students|list_extension,2022-06-06T00:00:00Z,2022-07-06T00:00:00Z
sg_ct_0041,chinelo.akpan040@nnu-crop.edu.ng,Chinelo,Akpan,NG,list_msc_alumni|list_industry_partners,2022-06-10T00:00:00Z,2022-07-10T00:00:00Z
sg_ct_0042,ngozi.akpan041@nnu-crop.edu.ng,Ngozi,Akpan,NG,list_dept_staff|list_conference_committee,2022-06-14T00:00:00Z,2022-07-14T00:00:00Z
sg_ct_0043,obinna.akpan042@nnu-crop.edu.ng,Obinna,Akpan,NG,list_extension|list_curriculum_review,2022-06-18T00:00:00Z,2022-07-18T00:00:00Z
sg_ct_0044,chidi.akpan043@nnu-crop.edu.ng,Chidi,Akpan,NG,list_industry_partners|list_procurement_office,2022-06-22T00:00:00Z,2022-07-22T00:00:00Z
sg_ct_0045,ifeoma.akpan044@nnu-crop.edu.ng,Ifeoma,Akpan,GH,list_conference_committee|list_gh_bench_users,2022-06-26T00:00:00Z,2022-07-26T00:00:00Z
sg_ct_0046,yetunde.akpan045@nnu-crop.edu.ng,Yetunde,Akpan,KE,list_curriculum_review|list_esfes_field,2022-06-30T00:00:00Z,2022-07-30T00:00:00Z
sg_ct_0047,chukwuma.akpan046@nnu-crop.edu.ng,Chukwuma,Akpan,GH,list_procurement_office|list_waita_congress,2022-07-04T00:00:00Z,2022-08-03T00:00:00Z
sg_ct_0048,amaka.akpan047@nnu-crop.edu.ng,Amaka,Akpan,KE,list_gh_bench_users|list_eacri_grantees,2022-07-08T00:00:00Z,2022-08-07T00:00:00Z
sg_ct_0049,tunde.akpan048@nnu-crop.edu.ng,Tunde,Akpan,NG,list_esfes_field|list_crop302_students,2022-07-12T00:00:00Z,2022-08-11T00:00:00Z
sg_ct_0050,bukola.akpan049@nnu-crop.edu.ng,Bukola,Akpan,NG,list_waita_congress|list_msc_alumni,2022-07-16T00:00:00Z,2022-08-15T00:00:00Z
sg_ct_0051,segun.akpan050@nnu-crop.edu.ng,Segun,Akpan,NG,list_eacri_grantees|list_dept_staff,2022-07-20T00:00:00Z,2022-08-19T00:00:00Z
sg_ct_0052,folake.akpan051@nnu-crop.edu.ng,Folake,Akpan,NG,list_crop302_students|list_extension,2022-07-24T00:00:00Z,2022-08-23T00:00:00Z
sg_ct_0053,rilwan.akpan052@nnu-crop.edu.ng,Rilwan,Akpan,NG,list_msc_alumni|list_industry_partners,2022-07-28T00:00:00Z,2022-08-27T00:00:00Z
sg_ct_0054,halima.akpan053@nnu-crop.edu.ng,Halima,Akpan,NG,list_dept_staff|list_conference_committee,2022-08-01T00:00:00Z,2022-08-31T00:00:00Z
sg_ct_0055,musa.akpan054@nnu-crop.edu.ng,Musa,Akpan,GH,list_extension|list_curriculum_review,2022-08-05T00:00:00Z,2022-09-04T00:00:00Z
sg_ct_0056,zainab.akpan055@nnu-crop.edu.ng,Zainab,Akpan,KE,list_industry_partners|list_procurement_office,2022-08-09T00:00:00Z,2022-09-08T00:00:00Z
sg_ct_0057,aisha.akpan056@nnu-crop.edu.ng,Aisha,Akpan,GH,list_conference_committee|list_gh_bench_users,2022-08-13T00:00:00Z,2022-09-12T00:00:00Z
sg_ct_0058,chizoba.akpan057@nnu-crop.edu.ng,Chizoba,Akpan,KE,list_curriculum_review|list_esfes_field,2022-08-17T00:00:00Z,2022-09-16T00:00:00Z
sg_ct_0059,kelechi.akpan058@nnu-crop.edu.ng,Kelechi,Akpan,NG,list_procurement_office|list_waita_congress,2022-08-21T00:00:00Z,2022-09-20T00:00:00Z
sg_ct_0060,onyeka.akpan059@nnu-crop.edu.ng,Onyeka,Akpan,NG,list_gh_bench_users|list_eacri_grantees,2022-08-25T00:00:00Z,2022-09-24T00:00:00Z
sg_ct_0061,layla.walsh060@nnu-crop.edu.ng,Layla,Walsh,NG,list_esfes_field|list_crop302_students,2022-08-29T00:00:00Z,2022-09-28T00:00:00Z
sg_ct_0062,adaeze.walsh061@nnu-crop.edu.ng,Adaeze,Walsh,NG,list_waita_congress|list_msc_alumni,2022-09-02T00:00:00Z,2022-10-02T00:00:00Z
sg_ct_0063,ciaran.walsh062@nnu-crop.edu.ng,Ciaran,Walsh,NG,list_eacri_grantees|list_dept_staff,2022-09-06T00:00:00Z,2022-10-06T00:00:00Z
sg_ct_0064,amina.walsh063@nnu-crop.edu.ng,Amina,Walsh,NG,list_crop302_students|list_extension,2022-09-10T00:00:00Z,2022-10-10T00:00:00Z
sg_ct_0065,emeka.walsh064@nnu-crop.edu.ng,Emeka,Walsh,GH,list_msc_alumni|list_industry_partners,2022-09-14T00:00:00Z,2022-10-14T00:00:00Z
sg_ct_0066,ifeanyi.walsh065@nnu-crop.edu.ng,Ifeanyi,Walsh,KE,list_dept_staff|list_conference_committee,2022-09-18T00:00:00Z,2022-10-18T00:00:00Z
sg_ct_0067,nkechi.walsh066@nnu-crop.edu.ng,Nkechi,Walsh,GH,list_extension|list_curriculum_review,2022-09-22T00:00:00Z,2022-10-22T00:00:00Z
sg_ct_0068,otobong.walsh067@nnu-crop.edu.ng,Otobong,Walsh,KE,list_industry_partners|list_procurement_office,2022-09-26T00:00:00Z,2022-10-26T00:00:00Z
sg_ct_0069,damola.walsh068@nnu-crop.edu.ng,Damola,Walsh,NG,list_conference_committee|list_gh_bench_users,2022-09-30T00:00:00Z,2022-10-30T00:00:00Z
sg_ct_0070,uche.walsh069@nnu-crop.edu.ng,Uche,Walsh,NG,list_curriculum_review|list_esfes_field,2022-10-04T00:00:00Z,2022-11-03T00:00:00Z
sg_ct_0071,chinelo.walsh070@nnu-crop.edu.ng,Chinelo,Walsh,NG,list_procurement_office|list_waita_congress,2022-10-08T00:00:00Z,2022-11-07T00:00:00Z
sg_ct_0072,ngozi.walsh071@nnu-crop.edu.ng,Ngozi,Walsh,NG,list_gh_bench_users|list_eacri_grantees,2022-10-12T00:00:00Z,2022-11-11T00:00:00Z
sg_ct_0073,obinna.walsh072@nnu-crop.edu.ng,Obinna,Walsh,NG,list_esfes_field|list_crop302_students,2022-10-16T00:00:00Z,2022-11-15T00:00:00Z
sg_ct_0074,chidi.walsh073@nnu-crop.edu.ng,Chidi,Walsh,NG,list_waita_congress|list_msc_alumni,2022-10-20T00:00:00Z,2022-11-19T00:00:00Z
sg_ct_0075,ifeoma.walsh074@nnu-crop.edu.ng,Ifeoma,Walsh,GH,list_eacri_grantees|list_dept_staff,2022-10-24T00:00:00Z,2022-11-23T00:00:00Z
sg_ct_0076,yetunde.walsh075@nnu-crop.edu.ng,Yetunde,Walsh,KE,list_crop302_students|list_extension,2022-10-28T00:00:00Z,2022-11-27T00:00:00Z
sg_ct_0077,chukwuma.walsh076@nnu-crop.edu.ng,Chukwuma,Walsh,GH,list_msc_alumni|list_industry_partners,2022-11-01T00:00:00Z,2022-12-01T00:00:00Z
sg_ct_0078,amaka.walsh077@nnu-crop.edu.ng,Amaka,Walsh,KE,list_dept_staff|list_conference_committee,2022-11-05T00:00:00Z,2022-12-05T00:00:00Z
sg_ct_0079,tunde.walsh078@nnu-crop.edu.ng,Tunde,Walsh,NG,list_extension|list_curriculum_review,2022-11-09T00:00:00Z,2022-12-09T00:00:00Z
sg_ct_0080,bukola.walsh079@nnu-crop.edu.ng,Bukola,Walsh,NG,list_industry_partners|list_procurement_office,2022-11-13T00:00:00Z,2022-12-13T00:00:00Z
sg_ct_0081,segun.walsh080@nnu-crop.edu.ng,Segun,Walsh,NG,list_conference_committee|list_gh_bench_users,2022-11-17T00:00:00Z,2022-12-17T00:00:00Z
sg_ct_0082,folake.walsh081@nnu-crop.edu.ng,Folake,Walsh,NG,list_curriculum_review|list_esfes_field,2022-11-21T00:00:00Z,2022-12-21T00:00:00Z
sg_ct_0083,rilwan.walsh082@nnu-crop.edu.ng,Rilwan,Walsh,NG,list_procurement_office|list_waita_congress,2022-11-25T00:00:00Z,2022-12-25T00:00:00Z
sg_ct_0084,halima.walsh083@nnu-crop.edu.ng,Halima,Walsh,NG,list_gh_bench_users|list_eacri_grantees,2022-11-29T00:00:00Z,2022-12-29T00:00:00Z
sg_ct_0085,musa.walsh084@nnu-crop.edu.ng,Musa,Walsh,GH,list_esfes_field|list_crop302_students,2022-12-03T00:00:00Z,2023-01-02T00:00:00Z
sg_ct_0086,zainab.walsh085@nnu-crop.edu.ng,Zainab,Walsh,KE,list_waita_congress|list_msc_alumni,2022-12-07T00:00:00Z,2023-01-06T00:00:00Z
sg_ct_0087,aisha.walsh086@nnu-crop.edu.ng,Aisha,Walsh,GH,list_eacri_grantees|list_dept_staff,2022-12-11T00:00:00Z,2023-01-10T00:00:00Z
sg_ct_0088,chizoba.walsh087@nnu-crop.edu.ng,Chizoba,Walsh,KE,list_crop302_students|list_extension,2022-12-15T00:00:00Z,2023-01-14T00:00:00Z
sg_ct_0089,kelechi.walsh088@nnu-crop.edu.ng,Kelechi,Walsh,NG,list_msc_alumni|list_industry_partners,2022-12-19T00:00:00Z,2023-01-18T00:00:00Z
sg_ct_0090,onyeka.walsh089@nnu-crop.edu.ng,Onyeka,Walsh,NG,list_dept_staff|list_conference_committee,2022-12-23T00:00:00Z,2023-01-22T00:00:00Z
sg_ct_0091,layla.bello090@nnu-crop.edu.ng,Layla,Bello,NG,list_extension|list_curriculum_review,2022-12-27T00:00:00Z,2023-01-26T00:00:00Z
sg_ct_0092,adaeze.bello091@nnu-crop.edu.ng,Adaeze,Bello,NG,list_industry_partners|list_procurement_office,2022-12-31T00:00:00Z,2023-01-30T00:00:00Z
sg_ct_0093,ciaran.bello092@nnu-crop.edu.ng,Ciaran,Bello,NG,list_conference_committee|list_gh_bench_users,2023-01-04T00:00:00Z,2023-02-03T00:00:00Z
sg_ct_0094,amina.bello093@nnu-crop.edu.ng,Amina,Bello,NG,list_curriculum_review|list_esfes_field,2023-01-08T00:00:00Z,2023-02-07T00:00:00Z
sg_ct_0095,emeka.bello094@nnu-crop.edu.ng,Emeka,Bello,GH,list_procurement_office|list_waita_congress,2023-01-12T00:00:00Z,2023-02-11T00:00:00Z
sg_ct_0096,ifeanyi.bello095@nnu-crop.edu.ng,Ifeanyi,Bello,KE,list_gh_bench_users|list_eacri_grantees,2023-01-16T00:00:00Z,2023-02-15T00:00:00Z
sg_ct_0097,nkechi.bello096@nnu-crop.edu.ng,Nkechi,Bello,GH,list_esfes_field|list_crop302_students,2023-01-20T00:00:00Z,2023-02-19T00:00:00Z
sg_ct_0098,otobong.bello097@nnu-crop.edu.ng,Otobong,Bello,KE,list_waita_congress|list_msc_alumni,2023-01-24T00:00:00Z,2023-02-23T00:00:00Z
sg_ct_0099,damola.bello098@nnu-crop.edu.ng,Damola,Bello,NG,list_eacri_grantees|list_dept_staff,2023-01-28T00:00:00Z,2023-02-27T00:00:00Z
sg_ct_0100,uche.bello099@nnu-crop.edu.ng,Uche,Bello,NG,list_crop302_students|list_extension,2023-02-01T00:00:00Z,2023-03-03T00:00:00Z
sg_ct_0101,chinelo.bello100@nnu-crop.edu.ng,Chinelo,Bello,NG,list_msc_alumni|list_industry_partners,2023-02-05T00:00:00Z,2023-03-07T00:00:00Z
sg_ct_0102,ngozi.bello101@nnu-crop.edu.ng,Ngozi,Bello,NG,list_dept_staff|list_conference_committee,2023-02-09T00:00:00Z,2023-03-11T00:00:00Z
sg_ct_0103,obinna.bello102@nnu-crop.edu.ng,Obinna,Bello,NG,list_extension|list_curriculum_review,2023-02-13T00:00:00Z,2023-03-15T00:00:00Z
sg_ct_0104,chidi.bello103@nnu-crop.edu.ng,Chidi,Bello,NG,list_industry_partners|list_procurement_office,2023-02-17T00:00:00Z,2023-03-19T00:00:00Z
sg_ct_0105,ifeoma.bello104@nnu-crop.edu.ng,Ifeoma,Bello,GH,list_conference_committee|list_gh_bench_users,2023-02-21T00:00:00Z,2023-03-23T00:00:00Z
sg_ct_0106,yetunde.bello105@nnu-crop.edu.ng,Yetunde,Bello,KE,list_curriculum_review|list_esfes_field,2023-02-25T00:00:00Z,2023-03-27T00:00:00Z
sg_ct_0107,chukwuma.bello106@nnu-crop.edu.ng,Chukwuma,Bello,GH,list_procurement_office|list_waita_congress,2023-03-01T00:00:00Z,2023-03-31T00:00:00Z
sg_ct_0108,amaka.bello107@nnu-crop.edu.ng,Amaka,Bello,KE,list_gh_bench_users|list_eacri_grantees,2023-03-05T00:00:00Z,2023-04-04T00:00:00Z
sg_ct_0109,tunde.bello108@nnu-crop.edu.ng,Tunde,Bello,NG,list_esfes_field|list_crop302_students,2023-03-09T00:00:00Z,2023-04-08T00:00:00Z
sg_ct_0110,bukola.bello109@nnu-crop.edu.ng,Bukola,Bello,NG,list_waita_congress|list_msc_alumni,2023-03-13T00:00:00Z,2023-04-12T00:00:00Z
sg_ct_0111,segun.bello110@nnu-crop.edu.ng,Segun,Bello,NG,list_eacri_grantees|list_dept_staff,2023-03-17T00:00:00Z,2023-04-16T00:00:00Z
sg_ct_0112,folake.bello111@nnu-crop.edu.ng,Folake,Bello,NG,list_crop302_students|list_extension,2023-03-21T00:00:00Z,2023-04-20T00:00:00Z
sg_ct_0113,rilwan.bello112@nnu-crop.edu.ng,Rilwan,Bello,NG,list_msc_alumni|list_industry_partners,2023-03-25T00:00:00Z,2023-04-24T00:00:00Z
sg_ct_0114,halima.bello113@nnu-crop.edu.ng,Halima,Bello,NG,list_dept_staff|list_conference_committee,2023-03-29T00:00:00Z,2023-04-28T00:00:00Z
sg_ct_0115,musa.bello114@nnu-crop.edu.ng,Musa,Bello,GH,list_extension|list_curriculum_review,2023-04-02T00:00:00Z,2023-05-02T00:00:00Z
sg_ct_0116,zainab.bello115@nnu-crop.edu.ng,Zainab,Bello,KE,list_industry_partners|list_procurement_office,2023-04-06T00:00:00Z,2023-05-06T00:00:00Z
sg_ct_0117,aisha.bello116@nnu-crop.edu.ng,Aisha,Bello,GH,list_conference_committee|list_gh_bench_users,2023-04-10T00:00:00Z,2023-05-10T00:00:00Z
sg_ct_0118,chizoba.bello117@nnu-crop.edu.ng,Chizoba,Bello,KE,list_curriculum_review|list_esfes_field,2023-04-14T00:00:00Z,2023-05-14T00:00:00Z
sg_ct_0119,kelechi.bello118@nnu-crop.edu.ng,Kelechi,Bello,NG,list_procurement_office|list_waita_congress,2023-04-18T00:00:00Z,2023-05-18T00:00:00Z
sg_ct_0120,onyeka.bello119@nnu-crop.edu.ng,Onyeka,Bello,NG,list_gh_bench_users|list_eacri_grantees,2023-04-22T00:00:00Z,2023-05-22T00:00:00Z
sg_ct_0121,layla.fola120@nnu-crop.edu.ng,Layla,Fola,NG,list_esfes_field|list_crop302_students,2023-04-26T00:00:00Z,2023-05-26T00:00:00Z
sg_ct_0122,adaeze.fola121@nnu-crop.edu.ng,Adaeze,Fola,NG,list_waita_congress|list_msc_alumni,2023-04-30T00:00:00Z,2023-05-30T00:00:00Z
sg_ct_0123,ciaran.fola122@nnu-crop.edu.ng,Ciaran,Fola,NG,list_eacri_grantees|list_dept_staff,2023-05-04T00:00:00Z,2023-06-03T00:00:00Z
sg_ct_0124,amina.fola123@nnu-crop.edu.ng,Amina,Fola,NG,list_crop302_students|list_extension,2023-05-08T00:00:00Z,2023-06-07T00:00:00Z
sg_ct_0125,emeka.fola124@nnu-crop.edu.ng,Emeka,Fola,GH,list_msc_alumni|list_industry_partners,2023-05-12T00:00:00Z,2023-06-11T00:00:00Z
sg_ct_0126,ifeanyi.fola125@nnu-crop.edu.ng,Ifeanyi,Fola,KE,list_dept_staff|list_conference_committee,2023-05-16T00:00:00Z,2023-06-15T00:00:00Z
sg_ct_0127,nkechi.fola126@nnu-crop.edu.ng,Nkechi,Fola,GH,list_extension|list_curriculum_review,2023-05-20T00:00:00Z,2023-06-19T00:00:00Z
sg_ct_0128,otobong.fola127@nnu-crop.edu.ng,Otobong,Fola,KE,list_industry_partners|list_procurement_office,2023-05-24T00:00:00Z,2023-06-23T00:00:00Z
sg_ct_0129,damola.fola128@nnu-crop.edu.ng,Damola,Fola,NG,list_conference_committee|list_gh_bench_users,2023-05-28T00:00:00Z,2023-06-27T00:00:00Z
sg_ct_0130,uche.fola129@nnu-crop.edu.ng,Uche,Fola,NG,list_curriculum_review|list_esfes_field,2023-06-01T00:00:00Z,2023-07-01T00:00:00Z
sg_ct_0131,chinelo.fola130@nnu-crop.edu.ng,Chinelo,Fola,NG,list_procurement_office|list_waita_congress,2023-06-05T00:00:00Z,2023-07-05T00:00:00Z
sg_ct_0132,ngozi.fola131@nnu-crop.edu.ng,Ngozi,Fola,NG,list_gh_bench_users|list_eacri_grantees,2023-06-09T00:00:00Z,2023-07-09T00:00:00Z
sg_ct_0133,obinna.fola132@nnu-crop.edu.ng,Obinna,Fola,NG,list_esfes_field|list_crop302_students,2023-06-13T00:00:00Z,2023-07-13T00:00:00Z
sg_ct_0134,chidi.fola133@nnu-crop.edu.ng,Chidi,Fola,NG,list_waita_congress|list_msc_alumni,2023-06-17T00:00:00Z,2023-07-17T00:00:00Z
sg_ct_0135,ifeoma.fola134@nnu-crop.edu.ng,Ifeoma,Fola,GH,list_eacri_grantees|list_dept_staff,2023-06-21T00:00:00Z,2023-07-21T00:00:00Z
sg_ct_0136,yetunde.fola135@nnu-crop.edu.ng,Yetunde,Fola,KE,list_crop302_students|list_extension,2023-06-25T00:00:00Z,2023-07-25T00:00:00Z
sg_ct_0137,chukwuma.fola136@nnu-crop.edu.ng,Chukwuma,Fola,GH,list_msc_alumni|list_industry_partners,2023-06-29T00:00:00Z,2023-07-29T00:00:00Z
sg_ct_0138,amaka.fola137@nnu-crop.edu.ng,Amaka,Fola,KE,list_dept_staff|list_conference_committee,2023-07-03T00:00:00Z,2023-08-02T00:00:00Z
sg_ct_0139,tunde.fola138@nnu-crop.edu.ng,Tunde,Fola,NG,list_extension|list_curriculum_review,2023-07-07T00:00:00Z,2023-08-06T00:00:00Z
sg_ct_0140,bukola.fola139@nnu-crop.edu.ng,Bukola,Fola,NG,list_industry_partners|list_procurement_office,2023-07-11T00:00:00Z,2023-08-10T00:00:00Z
sg_ct_0141,segun.fola140@nnu-crop.edu.ng,Segun,Fola,NG,list_conference_committee|list_gh_bench_users,2023-07-15T00:00:00Z,2023-08-14T00:00:00Z
sg_ct_0142,folake.fola141@nnu-crop.edu.ng,Folake,Fola,NG,list_curriculum_review|list_esfes_field,2023-07-19T00:00:00Z,2023-08-18T00:00:00Z
sg_ct_0143,rilwan.fola142@nnu-crop.edu.ng,Rilwan,Fola,NG,list_procurement_office|list_waita_congress,2023-07-23T00:00:00Z,2023-08-22T00:00:00Z
sg_ct_0144,halima.fola143@nnu-crop.edu.ng,Halima,Fola,NG,list_gh_bench_users|list_eacri_grantees,2023-07-27T00:00:00Z,2023-08-26T00:00:00Z
sg_ct_0145,musa.fola144@nnu-crop.edu.ng,Musa,Fola,GH,list_esfes_field|list_crop302_students,2023-07-31T00:00:00Z,2023-08-30T00:00:00Z
sg_ct_0146,zainab.fola145@nnu-crop.edu.ng,Zainab,Fola,KE,list_waita_congress|list_msc_alumni,2023-08-04T00:00:00Z,2023-09-03T00:00:00Z
sg_ct_0147,aisha.fola146@nnu-crop.edu.ng,Aisha,Fola,GH,list_eacri_grantees|list_dept_staff,2023-08-08T00:00:00Z,2023-09-07T00:00:00Z
sg_ct_0148,chizoba.fola147@nnu-crop.edu.ng,Chizoba,Fola,KE,list_crop302_students|list_extension,2023-08-12T00:00:00Z,2023-09-11T00:00:00Z
sg_ct_0149,kelechi.fola148@nnu-crop.edu.ng,Kelechi,Fola,NG,list_msc_alumni|list_industry_partners,2023-08-16T00:00:00Z,2023-09-15T00:00:00Z
sg_ct_0150,onyeka.fola149@nnu-crop.edu.ng,Onyeka,Fola,NG,list_dept_staff|list_conference_committee,2023-08-20T00:00:00Z,2023-09-19T00:00:00Z
sg_ct_0151,layla.okonkwo150@nnu-crop.edu.ng,Layla,Okonkwo,NG,list_extension|list_curriculum_review,2023-08-24T00:00:00Z,2023-09-23T00:00:00Z
sg_ct_0152,adaeze.okonkwo151@nnu-crop.edu.ng,Adaeze,Okonkwo,NG,list_industry_partners|list_procurement_office,2023-08-28T00:00:00Z,2023-09-27T00:00:00Z
sg_ct_0153,ciaran.okonkwo152@nnu-crop.edu.ng,Ciaran,Okonkwo,NG,list_conference_committee|list_gh_bench_users,2023-09-01T00:00:00Z,2023-10-01T00:00:00Z
sg_ct_0154,amina.okonkwo153@nnu-crop.edu.ng,Amina,Okonkwo,NG,list_curriculum_review|list_esfes_field,2023-09-05T00:00:00Z,2023-10-05T00:00:00Z
