conversation_id,wa_id,started_at,last_message_at,origin,within_24h_window
conv_aenfjf,14145558168,2025-10-18T12:05:00,2025-06-23T21:07:00,user_initiated,true
conv_ymmu67,14145552817,2025-10-07T02:06:00,2026-03-19T21:24:00,business_initiated,true
conv_emf8xc,14145553761,2025-12-25T17:11:00,2026-02-14T12:59:00,user_initiated,true
conv_v9zvml,14145556616,2025-01-12T07:05:00,2025-07-11T22:26:00,user_initiated,true
conv_k33h2n,14145551230,2025-02-26T22:48:00,2025-07-12T10:52:00,business_initiated,true
conv_b7b50l,14145559696,2026-02-28T22:30:00,2026-09-22T08:26:00,business_initiated,true
conv_8xu99h,14145558006,2025-09-14T23:02:00,2025-03-29T18:34:00,business_initiated,true
conv_p5tqc8,14145556988,2026-01-22T07:12:00,2025-03-30T11:49:00,user_initiated,true
conv_4fo0f8,14145559967,2025-09-23T06:11:00,2025-05-12T03:25:00,business_initiated,true
conv_ov2eao,14145555499,2025-01-18T13:34:00,2026-08-16T11:11:00,business_initiated,true
conv_c0qwr5,14145558517,2026-03-18T22:06:00,2026-05-17T02:12:00,user_initiated,true
conv_9p5z9x,14145556607,2026-07-28T03:26:00,2025-10-23T02:13:00,business_initiated,true
conv_3ieg6y,14145554589,2026-09-08T08:46:00,2025-08-05T21:19:00,business_initiated,true
conv_ge50xb,14145557783,2025-04-15T22:27:00,2026-09-02T21:51:00,user_initiated,true
conv_x45i60,14145554671,2025-09-20T21:31:00,2026-06-06T13:05:00,business_initiated,true
conv_q6hp4c,14145553853,2026-08-04T05:50:00,2025-10-21T18:07:00,business_initiated,true
conv_honcr9,14145558542,2025-01-18T14:36:00,2026-03-23T10:44:00,user_initiated,true
conv_fibcwx,14145559176,2026-05-02T02:08:00,2025-02-27T06:08:00,business_initiated,true
conv_7xopk7,14145556603,2025-02-03T23:29:00,2025-10-31T16:07:00,business_initiated,true
conv_u10vf1,14145555644,2026-08-20T20:13:00,2026-07-11T05:34:00,user_initiated,true
conv_bcrjfi,14145553043,2026-07-29T12:27:00,2026-08-02T01:17:00,user_initiated,true
conv_l3vzag,14145557808,2026-01-14T07:20:00,2026-03-11T04:21:00,user_initiated,true
conv_ikvs6r,14145559796,2026-01-17T03:13:00,2025-06-26T04:55:00,business_initiated,true
conv_hkbr8y,14145551307,2026-01-31T22:54:00,2026-07-22T09:25:00,business_initiated,true
conv_lbxsjp,14145554841,2025-09-19T16:01:00,2026-02-14T19:49:00,business_initiated,true
conv_f1c7kz,14145553896,2025-03-10T01:39:00,2026-08-30T19:44:00,business_initiated,true
conv_ae8y9w,14145551831,2025-05-12T19:00:00,2026-05-14T09:27:00,business_initiated,true
conv_mcq5ro,14145559705,2026-01-04T05:20:00,2026-07-24T19:45:00,user_initiated,true
conv_x48g6l,14145555125,2025-10-15T07:14:00,2026-01-27T10:06:00,business_initiated,true
conv_x3kflc,14145558461,2026-07-30T00:28:00,2025-04-19T20:01:00,business_initiated,true
conv_r2suyg,14145557864,2025-09-15T13:50:00,2025-10-19T05:09:00,user_initiated,true
conv_wtd0gu,14145556894,2025-09-18T20:29:00,2025-11-24T23:04:00,user_initiated,true
conv_6f9cew,14145554207,2025-07-15T23:08:00,2026-09-08T11:56:00,business_initiated,true
conv_32ssfx,14145552508,2026-03-22T14:59:00,2025-09-25T18:37:00,business_initiated,true
conv_euhhoc,14145556598,2025-03-11T05:00:00,2025-06-16T02:22:00,user_initiated,true
conv_969nn0,14145558408,2026-06-29T18:59:00,2026-02-03T06:03:00,business_initiated,true
conv_9qmkq6,14145558663,2025-11-28T10:12:00,2025-03-03T11:05:00,user_initiated,true
conv_vf9nwl,14145555050,2026-07-06T08:02:00,2026-07-04T09:55:00,user_initiated,true
conv_seh08s,14145558320,2025-05-14T19:10:00,2025-10-28T12:23:00,user_initiated,true
conv_fwdwzr,14145557046,2025-05-16T08:54:00,2026-09-11T20:28:00,user_initiated,true
conv_kx0xer,14145555509,2025-01-27T20:05:00,2025-10-28T19:40:00,user_initiated,true
conv_qgkd5x,14145552083,2026-01-17T18:10:00,2026-07-03T09:19:00,business_initiated,true
conv_cfn49x,14145556643,2025-07-12T10:23:00,2025-11-14T20:01:00,business_initiated,true
conv_lrl23f,14145555700,2025-11-10T08:57:00,2025-05-17T21:32:00,user_initiated,true
conv_upwhc1,14145551815,2025-01-11T16:33:00,2025-11-19T06:25:00,business_initiated,true
conv_zt4ff4,14145554581,2026-06-29T15:00:00,2025-01-09T08:56:00,user_initiated,true
conv_hx4ggh,14145552018,2025-12-04T22:07:00,2025-09-16T17:24:00,business_initiated,true
conv_ptcjlr,14145551044,2025-10-28T07:05:00,2026-04-02T00:48:00,user_initiated,true
conv_0v8l9l,14145558804,2025-03-10T02:42:00,2026-09-30T08:08:00,business_initiated,true
conv_gri5iy,14145558593,2026-08-07T00:08:00,2025-11-03T22:46:00,business_initiated,true
conv_4pej9e,14145554903,2026-09-28T13:40:00,2026-05-14T02:21:00,business_initiated,true
conv_bw2711,14145553024,2025-04-05T00:16:00,2025-05-22T20:38:00,user_initiated,true
conv_o3vb5n,14145556447,2025-12-28T06:50:00,2025-10-02T13:14:00,business_initiated,true
conv_48791p,14145551598,2025-09-02T00:29:00,2025-10-05T09:41:00,business_initiated,true
conv_qtg3y3,14145553839,2026-09-17T16:06:00,2026-09-15T01:22:00,user_initiated,true
conv_lpw9hj,14145554192,2026-05-30T17:40:00,2025-06-20T09:55:00,user_initiated,true
conv_m5w8ij,14145556216,2025-08-19T07:45:00,2026-02-15T16:38:00,business_initiated,true
conv_ubuw0w,14145556972,2025-02-24T05:44:00,2026-09-09T13:09:00,business_initiated,true
conv_ifah2k,14145557054,2026-06-16T00:38:00,2025-11-08T10:06:00,business_initiated,true
conv_1lv81f,14145559267,2025-02-18T08:44:00,2025-09-04T19:28:00,business_initiated,true
conv_tz6ybt,14145556826,2025-03-28T19:43:00,2025-07-23T23:33:00,business_initiated,true
conv_jdkyvy,14145555628,2025-07-18T03:46:00,2026-07-22T00:07:00,user_initiated,true
conv_uole9s,14145559704,2026-01-09T22:03:00,2026-03-26T13:13:00,business_initiated,true
conv_u5fubd,14145553900,2026-06-08T06:41:00,2025-08-06T05:45:00,user_initiated,true
conv_6d5jgo,14145556560,2025-10-25T15:38:00,2025-07-06T12:05:00,business_initiated,true
conv_j4argj,14145559857,2026-05-02T05:35:00,2025-08-21T11:35:00,user_initiated,true
conv_9qrkzx,14145557745,2026-04-03T17:00:00,2026-08-25T22:08:00,user_initiated,true
conv_2mz7l3,14145554220,2025-05-31T23:51:00,2026-03-29T20:47:00,business_initiated,true
conv_v47s14,14145557403,2025-10-22T14:06:00,2026-05-07T15:40:00,business_initiated,true
conv_t0fpms,14145558805,2025-06-24T07:45:00,2026-08-18T01:43:00,user_initiated,true
conv_rqeh05,14145556420,2025-07-29T23:18:00,2026-09-30T03:58:00,business_initiated,true
conv_s5qtjo,14145552382,2026-06-11T23:25:00,2026-08-16T11:41:00,user_initiated,true
conv_eicdb6,14145551359,2026-01-08T03:51:00,2025-02-06T10:11:00,user_initiated,true
