id,subject,organizer_name,organizer_address,location,start_date,end_date,is_all_day,is_online,attendees
outlook-evt-5020,Cortez Clinic wellness,Sophia Rivera,sophia.rivera.va@outlook.com,Home,2024-05-22T14:00:00-07:00,2024-05-22T15:00:00-07:00,False,False,
outlook-evt-5021,Pension appointment (do not move),Sophia Rivera,sophia.rivera.va@outlook.com,Cortez CO,2024-05-29T14:00:00-07:00,2024-05-29T15:00:00-07:00,False,False,
outlook-evt-5022,Alumni coffee,Sophia Rivera,sophia.rivera.va@outlook.com,Home,2024-06-05T14:00:00-07:00,2024-06-05T15:00:00-07:00,False,False,
outlook-evt-5023,Pension appointment (do not move),Sophia Rivera,sophia.rivera.va@outlook.com,Cortez CO,2024-06-12T14:00:00-07:00,2024-06-12T15:00:00-07:00,False,False,
outlook-evt-5024,Church committee,Sophia Rivera,sophia.rivera.va@outlook.com,Home,2024-06-19T14:00:00-07:00,2024-06-19T15:00:00-07:00,False,False,
outlook-evt-5025,Pension appointment (do not move),Sophia Rivera,sophia.rivera.va@outlook.com,Cortez CO,2024-06-26T14:00:00-07:00,2024-06-26T15:00:00-07:00,False,False,
outlook-evt-5026,VA transport pickup,Sophia Rivera,sophia.rivera.va@outlook.com,Home,2024-07-03T14:00:00-07:00,2024-07-03T15:00:00-07:00,False,False,
outlook-evt-5027,Pension appointment (do not move),Sophia Rivera,sophia.rivera.va@outlook.com,Cortez CO,2024-07-10T14:00:00-07:00,2024-07-10T15:00:00-07:00,False,False,
outlook-evt-5028,Grand-niece call,Sophia Rivera,sophia.rivera.va@outlook.com,Home,2024-07-17T14:00:00-07:00,2024-07-17T15:00:00-07:00,False,False,
outlook-evt-5029,Pension appointment (do not move),Sophia Rivera,sophia.rivera.va@outlook.com,Cortez CO,2024-07-24T14:00:00-07:00,2024-07-24T15:00:00-07:00,False,False,
outlook-evt-5030,Cortez Clinic wellness,Sophia Rivera,sophia.rivera.va@outlook.com,Home,2024-07-31T14:00:00-07:00,2024-07-31T15:00:00-07:00,False,False,
outlook-evt-5031,Pension appointment (do not move),Sophia Rivera,sophia.rivera.va@outlook.com,Cortez CO,2024-08-07T14:00:00-07:00,2024-08-07T15:00:00-07:00,False,False,
outlook-evt-5032,Alumni coffee,Sophia Rivera,sophia.rivera.va@outlook.com,Home,2024-08-14T14:00:00-07:00,2024-08-14T15:00:00-07:00,False,False,
outlook-evt-5033,Pension appointment (do not move),Sophia Rivera,sophia.rivera.va@outlook.com,Cortez CO,2024-08-21T14:00:00-07:00,2024-08-21T15:00:00-07:00,False,False,
outlook-evt-5034,Church committee,Sophia Rivera,sophia.rivera.va@outlook.com,Home,2024-08-28T14:00:00-07:00,2024-08-28T15:00:00-07:00,False,False,
outlook-evt-5035,Pension appointment (do not move),Sophia Rivera,sophia.rivera.va@outlook.com,Cortez CO,2024-09-04T14:00:00-07:00,2024-09-04T15:00:00-07:00,False,False,
outlook-evt-5036,VA transport pickup,Sophia Rivera,sophia.rivera.va@outlook.com,Home,2024-09-11T14:00:00-07:00,2024-09-11T15:00:00-07:00,False,False,
