courseId,id,text,state,creationTime,updateTime,creatorUserId,alternateLink
course_montessori,ann_bg_050,Parent-teacher conferences,PUBLISHED,2026-09-12T09:00:00-04:00,2026-01-23T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/50
course_montessori,ann_bg_051,Parent-teacher conferences,PUBLISHED,2026-07-28T09:00:00-04:00,2026-02-14T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/51
course_montessori,ann_bg_052,Please send extra snacks,PUBLISHED,2026-07-10T09:00:00-04:00,2026-07-14T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/52
course_montessori,ann_bg_053,Reading log reminder,PUBLISHED,2026-07-12T09:00:00-04:00,2026-04-15T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/53
course_montessori,ann_bg_054,Field trip permission slips due,PUBLISHED,2026-08-02T09:00:00-04:00,2026-08-05T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/54
course_montessori,ann_bg_055,Field trip permission slips due,PUBLISHED,2026-01-23T09:00:00-04:00,2026-03-25T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/55
course_montessori,ann_bg_056,Please send extra snacks,PUBLISHED,2026-09-07T09:00:00-04:00,2026-08-24T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/56
course_montessori,ann_bg_057,Picture day next week,PUBLISHED,2026-03-12T09:00:00-04:00,2026-06-24T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/57
course_montessori,ann_bg_058,Please send extra snacks,PUBLISHED,2026-02-13T09:00:00-04:00,2026-03-21T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/58
course_montessori,ann_bg_059,Holiday party sign-up,PUBLISHED,2026-06-27T09:00:00-04:00,2026-09-09T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/59
course_montessori,ann_bg_060,Holiday party sign-up,PUBLISHED,2026-05-22T09:00:00-04:00,2026-02-26T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/60
course_montessori,ann_bg_061,Show and tell Friday,PUBLISHED,2026-08-12T09:00:00-04:00,2026-04-11T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/61
course_montessori,ann_bg_062,Parent-teacher conferences,PUBLISHED,2026-08-03T09:00:00-04:00,2026-04-10T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/62
course_montessori,ann_bg_063,Parent-teacher conferences,PUBLISHED,2026-09-26T09:00:00-04:00,2026-02-16T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/63
course_montessori,ann_bg_064,Picture day next week,PUBLISHED,2026-04-04T09:00:00-04:00,2026-06-15T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/64
course_montessori,ann_bg_065,Parent-teacher conferences,PUBLISHED,2026-09-03T09:00:00-04:00,2026-04-25T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/65
course_montessori,ann_bg_066,Holiday party sign-up,PUBLISHED,2026-03-16T09:00:00-04:00,2026-06-23T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/66
course_montessori,ann_bg_067,Reading log reminder,PUBLISHED,2026-03-21T09:00:00-04:00,2026-06-12T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/67
course_montessori,ann_bg_068,Holiday party sign-up,PUBLISHED,2026-09-22T09:00:00-04:00,2026-01-08T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/68
course_montessori,ann_bg_069,Please send extra snacks,PUBLISHED,2026-07-07T09:00:00-04:00,2026-07-20T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/69
course_montessori,ann_bg_070,Holiday party sign-up,PUBLISHED,2026-06-19T09:00:00-04:00,2026-07-05T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/70
course_montessori,ann_bg_071,Please send extra snacks,PUBLISHED,2026-01-12T09:00:00-04:00,2026-04-25T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/71
course_montessori,ann_bg_072,Please send extra snacks,PUBLISHED,2026-01-19T09:00:00-04:00,2026-03-12T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/72
course_montessori,ann_bg_073,Show and tell Friday,PUBLISHED,2026-03-27T09:00:00-04:00,2026-04-10T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/73
course_montessori,ann_bg_074,Show and tell Friday,PUBLISHED,2026-04-25T09:00:00-04:00,2026-09-11T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/74
course_montessori,ann_bg_075,Reading log reminder,PUBLISHED,2026-01-04T09:00:00-04:00,2026-08-24T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/75
course_montessori,ann_bg_076,Holiday party sign-up,PUBLISHED,2026-03-05T09:00:00-04:00,2026-08-04T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/76
course_montessori,ann_bg_077,Parent-teacher conferences,PUBLISHED,2026-08-24T09:00:00-04:00,2026-08-02T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/77
course_montessori,ann_bg_078,Show and tell Friday,PUBLISHED,2026-06-02T09:00:00-04:00,2026-04-07T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/78
course_montessori,ann_bg_079,Picture day next week,PUBLISHED,2026-02-14T09:00:00-04:00,2026-01-16T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/79
course_montessori,ann_bg_080,Holiday party sign-up,PUBLISHED,2026-03-20T09:00:00-04:00,2026-06-12T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/80
course_montessori,ann_bg_081,Field trip permission slips due,PUBLISHED,2026-09-14T09:00:00-04:00,2026-03-26T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/81
course_montessori,ann_bg_082,Reading log reminder,PUBLISHED,2026-08-22T09:00:00-04:00,2026-09-10T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/82
course_montessori,ann_bg_083,Please send extra snacks,PUBLISHED,2026-04-12T09:00:00-04:00,2026-02-20T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/83
course_montessori,ann_bg_084,Show and tell Friday,PUBLISHED,2026-02-12T09:00:00-04:00,2026-07-19T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/84
course_montessori,ann_bg_085,Field trip permission slips due,PUBLISHED,2026-04-06T09:00:00-04:00,2026-07-22T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/85
course_montessori,ann_bg_086,Picture day next week,PUBLISHED,2026-07-13T09:00:00-04:00,2026-08-19T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/86
course_montessori,ann_bg_087,Reading log reminder,PUBLISHED,2026-08-06T09:00:00-04:00,2026-07-05T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/87
course_montessori,ann_bg_088,Reading log reminder,PUBLISHED,2026-01-11T09:00:00-04:00,2026-09-25T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/88
course_montessori,ann_bg_089,Holiday party sign-up,PUBLISHED,2026-01-17T09:00:00-04:00,2026-06-08T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/89
course_montessori,ann_bg_090,Picture day next week,PUBLISHED,2026-07-02T09:00:00-04:00,2026-05-07T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/90
course_montessori,ann_bg_091,Field trip permission slips due,PUBLISHED,2026-04-27T09:00:00-04:00,2026-05-07T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/91
course_montessori,ann_bg_092,Picture day next week,PUBLISHED,2026-02-22T09:00:00-04:00,2026-05-28T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/92
course_montessori,ann_bg_093,Holiday party sign-up,PUBLISHED,2026-09-09T09:00:00-04:00,2026-02-08T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/93
course_montessori,ann_bg_094,Show and tell Friday,PUBLISHED,2026-03-19T09:00:00-04:00,2026-01-06T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/94
course_montessori,ann_bg_095,Please send extra snacks,PUBLISHED,2026-08-18T09:00:00-04:00,2026-04-11T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/95
course_montessori,ann_bg_096,Please send extra snacks,PUBLISHED,2026-08-08T09:00:00-04:00,2026-08-02T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/96
course_montessori,ann_bg_097,Picture day next week,PUBLISHED,2026-02-16T09:00:00-04:00,2026-07-11T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/97
course_montessori,ann_bg_098,Reading log reminder,PUBLISHED,2026-08-12T09:00:00-04:00,2026-08-02T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/98
course_montessori,ann_bg_099,Parent-teacher conferences,PUBLISHED,2026-01-03T09:00:00-04:00,2026-03-01T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/99
course_montessori,ann_bg_100,Reading log reminder,PUBLISHED,2026-02-01T09:00:00-04:00,2026-03-07T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/100
