id,username,full_name,email,initials
mem_054,rajchand,Angela Pham,amit.smith@yahoo.com,Numbers attached for review.
mem_055,rajchand,Angela Pham,duc.patel@gmail.com,Pushed the milestone by two days.
mem_056,rajchand,Raj Chandrasekaran,paige.park@outlook.com,Let me know if this works.
mem_057,rajchand,Raj Chandrasekaran,jenny.huang@yahoo.com,Refill window closes soon.
mem_058,rajchand,Angela Pham,trang.cooper@outlook.com,Shipment tracking looks on time.
mem_059,rajchand,Angela Pham,quynh.pham@gmail.com,Let me know if this works.
mem_060,angelapham,Raj Chandrasekaran,kevin.murray@gmail.com,Flagging this for confirmation.
mem_061,angelapham,Angela Pham,neha.murray@gmail.com,Flagging this for confirmation.
mem_062,rajchand,Raj Chandrasekaran,ngoc.cooper@gmail.com,"Party is on the 3rd, planning now."
mem_063,angelapham,Raj Chandrasekaran,trang.chen@yahoo.com,Shipment tracking looks on time.
mem_064,rajchand,Angela Pham,vikram.doan@gmail.com,Shipment tracking looks on time.
mem_065,angelapham,Raj Chandrasekaran,kiran.vo@yahoo.com,Need a fourth for Saturday.
mem_066,rajchand,Raj Chandrasekaran,vinh.chen@gmail.com,Need a fourth for Saturday.
mem_067,rajchand,Raj Chandrasekaran,emily.murray@icloud.com,Confirming for the schedule.
mem_068,angelapham,Raj Chandrasekaran,khanh.johnson@gmail.com,"Party is on the 3rd, planning now."
mem_069,rajchand,Raj Chandrasekaran,rachel.nguyen@yahoo.com,Reconciled against the bank feed.
mem_070,rajchand,Angela Pham,amit.tran@yahoo.com,Labs came back slightly elevated.
mem_071,rajchand,Raj Chandrasekaran,lan.pham@yahoo.com,Need a fourth for Saturday.
mem_072,angelapham,Angela Pham,chi.le@gmail.com,"Prep is done, sending notes."
mem_073,angelapham,Raj Chandrasekaran,ngoc.foster@gmail.com,Reconciled against the bank feed.
mem_074,rajchand,Raj Chandrasekaran,marcus.dang@gmail.com,Following up on the earlier note.
mem_075,angelapham,Raj Chandrasekaran,huy.cooper@outlook.com,Reminder that this is time sensitive.
mem_076,rajchand,Raj Chandrasekaran,liam.chandrasekaran@yahoo.com,Need a fourth for Saturday.
mem_077,angelapham,Raj Chandrasekaran,derek.chandrasekaran@icloud.com,Slides are in three versions still.
mem_078,angelapham,Raj Chandrasekaran,rohan.huang@icloud.com,Following up on the earlier note.
mem_079,angelapham,Angela Pham,arjun.kim@yahoo.com,Need a fourth for Saturday.
mem_080,angelapham,Angela Pham,raj.iyer@yahoo.com,Following up on the earlier note.
mem_081,angelapham,Raj Chandrasekaran,anh.okonkwo@outlook.com,Slides are in three versions still.
mem_082,angelapham,Angela Pham,angela.malhotra@icloud.com,Following up on the earlier note.
mem_083,angelapham,Raj Chandrasekaran,meena.nguyen@outlook.com,Flagging this for confirmation.
mem_084,rajchand,Angela Pham,hung.smith@gmail.com,Labs came back slightly elevated.
mem_085,rajchand,Angela Pham,andrew.obrien@gmail.com,Let me know if this works.
mem_086,angelapham,Angela Pham,sanjay.foster@gmail.com,Flagging this for confirmation.
mem_087,rajchand,Raj Chandrasekaran,duc.park@outlook.com,Refill window closes soon.
mem_088,angelapham,Raj Chandrasekaran,amit.murray@outlook.com,Reminder that this is time sensitive.
mem_089,angelapham,Raj Chandrasekaran,meena.cooper@icloud.com,Following up on the earlier note.
mem_090,angelapham,Angela Pham,nam.obrien@yahoo.com,Need a fourth for Saturday.
mem_091,rajchand,Angela Pham,raj.kelly@icloud.com,"Prep is done, sending notes."
mem_092,angelapham,Raj Chandrasekaran,megan.brown@icloud.com,Numbers attached for review.
mem_093,rajchand,Angela Pham,chloe.obrien@icloud.com,Reminder that this is time sensitive.
mem_094,rajchand,Raj Chandrasekaran,rachel.kelly@outlook.com,Confirming for the schedule.
mem_095,angelapham,Angela Pham,priya.bui@outlook.com,Confirming for the schedule.
mem_096,rajchand,Raj Chandrasekaran,emily.bennett@yahoo.com,Weather looks clear for the cook.
mem_097,rajchand,Raj Chandrasekaran,jenny.ho@yahoo.com,"Party is on the 3rd, planning now."
mem_098,rajchand,Angela Pham,priya.okonkwo@yahoo.com,Numbers attached for review.
mem_099,angelapham,Raj Chandrasekaran,linh.williams@outlook.com,Confirming for the schedule.
mem_100,rajchand,Angela Pham,bao.martin@gmail.com,Moved this to next week.
mem_101,rajchand,Raj Chandrasekaran,grace.williams@yahoo.com,Pushed the milestone by two days.
mem_102,rajchand,Raj Chandrasekaran,derek.do@icloud.com,Refill window closes soon.
mem_103,rajchand,Raj Chandrasekaran,nam.bennett@outlook.com,"Party is on the 3rd, planning now."
mem_104,rajchand,Raj Chandrasekaran,minh.walsh@yahoo.com,Slides are in three versions still.
mem_105,rajchand,Angela Pham,ryan.sharma@icloud.com,Reminder that this is time sensitive.
mem_106,angelapham,Angela Pham,linh.chen@icloud.com,Confirming for the schedule.
mem_107,rajchand,Angela Pham,grace.sharma@icloud.com,"Prep is done, sending notes."
mem_108,rajchand,Raj Chandrasekaran,meena.brown@outlook.com,Weather looks clear for the cook.
mem_109,angelapham,Raj Chandrasekaran,pooja.obrien@gmail.com,Reminder that this is time sensitive.
mem_110,angelapham,Raj Chandrasekaran,grace.johnson@gmail.com,Pushed the milestone by two days.
mem_111,rajchand,Raj Chandrasekaran,lan.doan@outlook.com,Slides are in three versions still.
mem_112,rajchand,Raj Chandrasekaran,kavya.webb@outlook.com,"Party is on the 3rd, planning now."
mem_113,rajchand,Angela Pham,ashley.johnson@icloud.com,Numbers attached for review.
mem_114,rajchand,Angela Pham,huy.vo@icloud.com,Reconciled against the bank feed.
mem_115,rajchand,Angela Pham,sean.chen@icloud.com,Let me know if this works.
mem_116,angelapham,Raj Chandrasekaran,angela.obrien@yahoo.com,Need a fourth for Saturday.
mem_117,rajchand,Raj Chandrasekaran,meena.do@yahoo.com,Need a fourth for Saturday.
mem_118,rajchand,Angela Pham,declan.vo@icloud.com,Flagging this for confirmation.
mem_119,angelapham,Angela Pham,hung.huang@icloud.com,Shipment tracking looks on time.
mem_120,rajchand,Raj Chandrasekaran,chris.chen@outlook.com,Weather looks clear for the cook.
mem_121,rajchand,Raj Chandrasekaran,tyler.cooper@yahoo.com,Reconciled against the bank feed.
mem_122,rajchand,Angela Pham,rohan.obrien@gmail.com,Weather looks clear for the cook.
mem_123,angelapham,Raj Chandrasekaran,grace.doyle@outlook.com,"Party is on the 3rd, planning now."
mem_124,angelapham,Angela Pham,andrew.martin@gmail.com,Refill window closes soon.
mem_125,angelapham,Raj Chandrasekaran,bao.patel@yahoo.com,Let me know if this works.
mem_126,angelapham,Raj Chandrasekaran,chris.patel@icloud.com,Following up on the earlier note.
mem_127,angelapham,Raj Chandrasekaran,sarah.hayes@icloud.com,Let me know if this works.
mem_128,angelapham,Angela Pham,anil.cooper@icloud.com,Reconciled against the bank feed.
mem_129,angelapham,Raj Chandrasekaran,ryan.vo@gmail.com,Labs came back slightly elevated.
mem_130,angelapham,Angela Pham,ryan.doan@yahoo.com,Moved this to next week.
mem_131,rajchand,Angela Pham,hung.reddy@icloud.com,Need a fourth for Saturday.
mem_132,angelapham,Raj Chandrasekaran,lan.sharma@yahoo.com,Slides are in three versions still.
mem_133,rajchand,Angela Pham,grace.bennett@yahoo.com,"Party is on the 3rd, planning now."
mem_134,angelapham,Raj Chandrasekaran,liam.ho@gmail.com,Numbers attached for review.
mem_135,angelapham,Angela Pham,arjun.kelly@outlook.com,Reminder that this is time sensitive.
mem_136,rajchand,Raj Chandrasekaran,declan.reddy@outlook.com,Reminder that this is time sensitive.
mem_137,angelapham,Angela Pham,paige.gupta@outlook.com,Confirming for the schedule.
mem_138,angelapham,Angela Pham,kevin.chandrasekaran@outlook.com,Confirming for the schedule.
mem_139,angelapham,Angela Pham,nam.gupta@icloud.com,Shipment tracking looks on time.
mem_140,rajchand,Raj Chandrasekaran,kevin.park@icloud.com,Pushed the milestone by two days.
mem_141,angelapham,Angela Pham,kyle.bennett@yahoo.com,Confirming for the schedule.
mem_142,angelapham,Raj Chandrasekaran,anil.malhotra@icloud.com,Flagging this for confirmation.
mem_143,angelapham,Angela Pham,ethan.pearson@gmail.com,Following up on the earlier note.
mem_144,rajchand,Raj Chandrasekaran,megan.walsh@outlook.com,Moved this to next week.
mem_145,rajchand,Raj Chandrasekaran,emily.chen@outlook.com,Reconciled against the bank feed.
mem_146,angelapham,Angela Pham,marcus.huang@yahoo.com,Following up on the earlier note.
mem_147,rajchand,Raj Chandrasekaran,andrew.webb@yahoo.com,Moved this to next week.
mem_148,angelapham,Raj Chandrasekaran,laura.do@icloud.com,Confirming for the schedule.
mem_149,rajchand,Angela Pham,kevin.le@yahoo.com,Handled and logged.
mem_150,rajchand,Angela Pham,rohan.webb@gmail.com,"Party is on the 3rd, planning now."
mem_151,angelapham,Angela Pham,arjun.smith@gmail.com,Labs came back slightly elevated.
mem_152,rajchand,Raj Chandrasekaran,sarah.hayes@yahoo.com,Reminder that this is time sensitive.
mem_153,angelapham,Angela Pham,andrew.williams@outlook.com,Flagging this for confirmation.
mem_154,rajchand,Angela Pham,megan.le@outlook.com,Moved this to next week.
mem_155,rajchand,Angela Pham,kavya.okonkwo@outlook.com,Reconciled against the bank feed.
mem_156,angelapham,Angela Pham,laura.walsh@icloud.com,Pushed the milestone by two days.
mem_157,rajchand,Angela Pham,chris.okonkwo@yahoo.com,Reconciled against the bank feed.
mem_158,rajchand,Angela Pham,grace.chandrasekaran@outlook.com,"Prep is done, sending notes."
mem_159,angelapham,Angela Pham,trang.kelly@yahoo.com,Confirming for the schedule.
mem_160,rajchand,Angela Pham,vinh.kelly@gmail.com,Shipment tracking looks on time.
mem_161,rajchand,Raj Chandrasekaran,amit.huang@yahoo.com,"Party is on the 3rd, planning now."
mem_162,rajchand,Raj Chandrasekaran,quynh.malhotra@gmail.com,Reconciled against the bank feed.
mem_163,angelapham,Raj Chandrasekaran,mai.hayes@outlook.com,Moved this to next week.
mem_164,angelapham,Raj Chandrasekaran,rachel.chen@yahoo.com,Shipment tracking looks on time.
mem_165,angelapham,Raj Chandrasekaran,raj.okonkwo@outlook.com,Handled and logged.
mem_166,rajchand,Angela Pham,linh.okonkwo@outlook.com,Reminder that this is time sensitive.
mem_167,angelapham,Angela Pham,tyler.williams@outlook.com,Reconciled against the bank feed.
mem_168,rajchand,Angela Pham,huy.doan@outlook.com,"Party is on the 3rd, planning now."
mem_169,rajchand,Angela Pham,sarah.tillman@icloud.com,Flagging this for confirmation.
mem_170,angelapham,Angela Pham,mai.webb@outlook.com,Reminder that this is time sensitive.
mem_171,rajchand,Angela Pham,megan.cooper@icloud.com,Weather looks clear for the cook.
mem_172,rajchand,Raj Chandrasekaran,kavya.nguyen@outlook.com,Confirming for the schedule.
mem_173,angelapham,Angela Pham,jenny.bennett@outlook.com,Slides are in three versions still.
mem_174,angelapham,Raj Chandrasekaran,quynh.nguyen@gmail.com,Reconciled against the bank feed.
mem_175,angelapham,Raj Chandrasekaran,laura.cooper@yahoo.com,Labs came back slightly elevated.
mem_176,rajchand,Angela Pham,anil.foster@icloud.com,Pushed the milestone by two days.
mem_177,rajchand,Raj Chandrasekaran,tuan.obrien@gmail.com,Numbers attached for review.
mem_178,rajchand,Angela Pham,duc.pham@icloud.com,Pushed the milestone by two days.
mem_179,angelapham,Raj Chandrasekaran,anh.pearson@icloud.com,Refill window closes soon.
mem_180,angelapham,Angela Pham,phuong.tillman@outlook.com,Flagging this for confirmation.
mem_181,rajchand,Angela Pham,sean.tillman@yahoo.com,Slides are in three versions still.
mem_182,angelapham,Raj Chandrasekaran,duc.cooper@icloud.com,Moved this to next week.
mem_183,angelapham,Raj Chandrasekaran,kyle.park@gmail.com,Shipment tracking looks on time.
mem_184,rajchand,Raj Chandrasekaran,kavya.vo@gmail.com,Flagging this for confirmation.
mem_185,angelapham,Angela Pham,lan.cooper@icloud.com,Let me know if this works.
mem_186,angelapham,Angela Pham,divya.sharma@icloud.com,Handled and logged.
mem_187,angelapham,Angela Pham,jake.patel@icloud.com,Handled and logged.
mem_188,rajchand,Raj Chandrasekaran,liam.cooper@icloud.com,Labs came back slightly elevated.
mem_189,angelapham,Angela Pham,hannah.do@icloud.com,Moved this to next week.
mem_190,rajchand,Angela Pham,amit.park@outlook.com,Labs came back slightly elevated.
mem_191,angelapham,Angela Pham,ryan.murray@outlook.com,Shipment tracking looks on time.
mem_192,angelapham,Angela Pham,jake.chandrasekaran@yahoo.com,Need a fourth for Saturday.
mem_193,rajchand,Raj Chandrasekaran,phuong.patel@icloud.com,Let me know if this works.
mem_194,angelapham,Angela Pham,chris.cooper@outlook.com,Flagging this for confirmation.
mem_195,angelapham,Raj Chandrasekaran,quynh.cooper@gmail.com,Confirming for the schedule.
mem_196,rajchand,Raj Chandrasekaran,priya.webb@outlook.com,Handled and logged.
mem_197,rajchand,Angela Pham,grace.bui@gmail.com,Handled and logged.
mem_198,angelapham,Raj Chandrasekaran,nam.ho@icloud.com,Shipment tracking looks on time.
mem_199,rajchand,Raj Chandrasekaran,neha.reddy@yahoo.com,Handled and logged.
mem_200,angelapham,Angela Pham,sean.iyer@yahoo.com,Reminder that this is time sensitive.
mem_201,rajchand,Raj Chandrasekaran,anil.bennett@gmail.com,Moved this to next week.
mem_202,angelapham,Raj Chandrasekaran,owen.doan@icloud.com,Numbers attached for review.
mem_203,rajchand,Raj Chandrasekaran,marcus.chen@icloud.com,Refill window closes soon.
mem_204,rajchand,Raj Chandrasekaran,kevin.kim@gmail.com,Pushed the milestone by two days.
mem_205,rajchand,Angela Pham,quynh.kim@icloud.com,Numbers attached for review.
mem_206,angelapham,Angela Pham,laura.do@gmail.com,Numbers attached for review.
mem_207,rajchand,Raj Chandrasekaran,hannah.murray@icloud.com,Reminder that this is time sensitive.
mem_208,angelapham,Raj Chandrasekaran,neha.cooper@yahoo.com,Reminder that this is time sensitive.
mem_209,rajchand,Angela Pham,minh.vo@gmail.com,Slides are in three versions still.
mem_210,rajchand,Angela Pham,minh.williams@outlook.com,Numbers attached for review.
mem_211,rajchand,Angela Pham,kiran.smith@gmail.com,Following up on the earlier note.
mem_212,rajchand,Raj Chandrasekaran,amit.pearson@yahoo.com,Refill window closes soon.
mem_213,rajchand,Angela Pham,kavya.brown@yahoo.com,Handled and logged.
mem_214,rajchand,Raj Chandrasekaran,kyle.gupta@outlook.com,Let me know if this works.
mem_215,angelapham,Angela Pham,khanh.vo@icloud.com,Slides are in three versions still.
mem_216,rajchand,Raj Chandrasekaran,marcus.doan@yahoo.com,Need a fourth for Saturday.
mem_217,angelapham,Angela Pham,raj.patel@icloud.com,Labs came back slightly elevated.
mem_218,angelapham,Raj Chandrasekaran,kevin.chandrasekaran@gmail.com,Reconciled against the bank feed.
mem_219,rajchand,Raj Chandrasekaran,megan.nguyen@outlook.com,Confirming for the schedule.
mem_220,angelapham,Angela Pham,andrew.bennett@gmail.com,Need a fourth for Saturday.
mem_221,angelapham,Angela Pham,vikram.doan@icloud.com,Let me know if this works.
mem_222,rajchand,Raj Chandrasekaran,sean.gupta@yahoo.com,Confirming for the schedule.
mem_223,rajchand,Raj Chandrasekaran,duc.williams@gmail.com,Numbers attached for review.
mem_224,rajchand,Raj Chandrasekaran,arjun.nguyen@yahoo.com,Numbers attached for review.
mem_225,rajchand,Angela Pham,marcus.hayes@gmail.com,Need a fourth for Saturday.
mem_226,angelapham,Angela Pham,nam.brown@icloud.com,Handled and logged.
mem_227,angelapham,Angela Pham,nina.doyle@gmail.com,Weather looks clear for the cook.
mem_228,rajchand,Angela Pham,liam.obrien@outlook.com,Numbers attached for review.
mem_229,rajchand,Angela Pham,anh.huang@outlook.com,Reminder that this is time sensitive.
mem_230,angelapham,Angela Pham,emily.hayes@outlook.com,Let me know if this works.
mem_231,angelapham,Raj Chandrasekaran,angela.williams@gmail.com,Flagging this for confirmation.
mem_232,rajchand,Angela Pham,hannah.okonkwo@outlook.com,"Party is on the 3rd, planning now."
mem_233,rajchand,Angela Pham,rohan.nguyen@outlook.com,Flagging this for confirmation.
mem_234,rajchand,Angela Pham,huy.foster@yahoo.com,"Prep is done, sending notes."
mem_235,rajchand,Raj Chandrasekaran,ashley.iyer@gmail.com,Refill window closes soon.
mem_236,rajchand,Angela Pham,amit.gupta@gmail.com,Confirming for the schedule.
mem_237,rajchand,Raj Chandrasekaran,arjun.pham@icloud.com,Handled and logged.
mem_238,angelapham,Angela Pham,neha.le@outlook.com,"Party is on the 3rd, planning now."
mem_239,angelapham,Raj Chandrasekaran,jenny.kim@outlook.com,"Party is on the 3rd, planning now."
mem_240,rajchand,Raj Chandrasekaran,sarah.williams@gmail.com,Numbers attached for review.
mem_241,rajchand,Angela Pham,duc.doan@yahoo.com,Handled and logged.
mem_242,angelapham,Angela Pham,nina.okonkwo@gmail.com,Confirming for the schedule.
mem_243,rajchand,Raj Chandrasekaran,vikram.sharma@icloud.com,Confirming for the schedule.
mem_244,rajchand,Raj Chandrasekaran,meena.reddy@gmail.com,Shipment tracking looks on time.
mem_245,angelapham,Angela Pham,rachel.kim@icloud.com,Flagging this for confirmation.
mem_246,angelapham,Raj Chandrasekaran,liam.bennett@outlook.com,"Party is on the 3rd, planning now."
mem_247,rajchand,Angela Pham,minh.malhotra@yahoo.com,Slides are in three versions still.
mem_248,rajchand,Angela Pham,brandon.kim@outlook.com,Pushed the milestone by two days.
mem_249,angelapham,Raj Chandrasekaran,brandon.gupta@yahoo.com,Handled and logged.
mem_250,angelapham,Raj Chandrasekaran,nina.ho@icloud.com,Following up on the earlier note.
mem_251,angelapham,Angela Pham,mai.chen@icloud.com,Moved this to next week.
mem_252,angelapham,Angela Pham,sarah.do@gmail.com,Labs came back slightly elevated.
mem_253,angelapham,Angela Pham,linh.malhotra@outlook.com,Moved this to next week.
mem_254,angelapham,Angela Pham,ryan.obrien@gmail.com,Flagging this for confirmation.
mem_255,angelapham,Angela Pham,pooja.okonkwo@yahoo.com,Weather looks clear for the cook.
mem_256,angelapham,Angela Pham,anh.ho@icloud.com,Weather looks clear for the cook.
mem_257,rajchand,Raj Chandrasekaran,raj.tran@outlook.com,Shipment tracking looks on time.
mem_258,rajchand,Raj Chandrasekaran,minh.doan@icloud.com,Reminder that this is time sensitive.
mem_259,rajchand,Angela Pham,liam.doan@yahoo.com,Reconciled against the bank feed.
mem_260,angelapham,Angela Pham,ryan.doyle@yahoo.com,Reconciled against the bank feed.
mem_261,rajchand,Angela Pham,vikram.bennett@gmail.com,Following up on the earlier note.
mem_262,angelapham,Raj Chandrasekaran,emily.vo@icloud.com,Numbers attached for review.
mem_263,angelapham,Angela Pham,phuong.smith@yahoo.com,Let me know if this works.
mem_264,angelapham,Raj Chandrasekaran,bao.chandrasekaran@yahoo.com,Shipment tracking looks on time.
mem_265,angelapham,Angela Pham,duc.iyer@outlook.com,Flagging this for confirmation.
mem_266,rajchand,Raj Chandrasekaran,khanh.kim@outlook.com,Reconciled against the bank feed.
mem_267,rajchand,Angela Pham,hannah.doyle@outlook.com,Need a fourth for Saturday.
mem_268,rajchand,Raj Chandrasekaran,brandon.chandrasekaran@yahoo.com,Flagging this for confirmation.
mem_269,angelapham,Raj Chandrasekaran,jake.dang@icloud.com,Following up on the earlier note.
mem_270,angelapham,Angela Pham,ryan.walsh@gmail.com,Weather looks clear for the cook.
mem_271,angelapham,Angela Pham,liam.okonkwo@outlook.com,Reminder that this is time sensitive.
mem_272,angelapham,Angela Pham,chi.nguyen@outlook.com,Pushed the milestone by two days.
