user_id,name,email,title,is_admin
usr_nat_monday_001-e015,Nat Taveras,nat.taveras@Finthesiss.ai,Choreographer,false
usr_aw_monday_001-e016,Amanda Webb,amanda.webb@Finthesiss.ai,Studio Owner,true
usr_nat_monday_001-e016,Nat Taveras,nat.taveras@Finthesiss.ai,Choreographer,false
usr_aw_monday_001-e017,Amanda Webb,amanda.webb@Finthesiss.ai,Studio Owner,true
usr_nat_monday_001-e017,Nat Taveras,nat.taveras@Finthesiss.ai,Choreographer,false
usr_aw_monday_001-e018,Amanda Webb,amanda.webb@Finthesiss.ai,Studio Owner,true
usr_nat_monday_001-e018,Nat Taveras,nat.taveras@Finthesiss.ai,Choreographer,false
usr_aw_monday_001-e019,Amanda Webb,amanda.webb@Finthesiss.ai,Studio Owner,true
usr_nat_monday_001-e019,Nat Taveras,nat.taveras@Finthesiss.ai,Choreographer,false
usr_aw_monday_001-e020,Amanda Webb,amanda.webb@Finthesiss.ai,Studio Owner,true
usr_nat_monday_001-e020,Nat Taveras,nat.taveras@Finthesiss.ai,Choreographer,false
usr_aw_monday_001-e021,Amanda Webb,amanda.webb@Finthesiss.ai,Studio Owner,true
usr_nat_monday_001-e021,Nat Taveras,nat.taveras@Finthesiss.ai,Choreographer,false
usr_aw_monday_001-e022,Amanda Webb,amanda.webb@Finthesiss.ai,Studio Owner,true
usr_nat_monday_001-e022,Nat Taveras,nat.taveras@Finthesiss.ai,Choreographer,false
usr_aw_monday_001-e023,Amanda Webb,amanda.webb@Finthesiss.ai,Studio Owner,true
usr_nat_monday_001-e023,Nat Taveras,nat.taveras@Finthesiss.ai,Choreographer,false
usr_aw_monday_001-e024,Amanda Webb,amanda.webb@Finthesiss.ai,Studio Owner,true
usr_nat_monday_001-e024,Nat Taveras,nat.taveras@Finthesiss.ai,Choreographer,false
usr_aw_monday_001-e025,Amanda Webb,amanda.webb@Finthesiss.ai,Studio Owner,true
usr_nat_monday_001-e025,Nat Taveras,nat.taveras@Finthesiss.ai,Choreographer,false
usr_aw_monday_001-e026,Amanda Webb,amanda.webb@Finthesiss.ai,Studio Owner,true
usr_nat_monday_001-e026,Nat Taveras,nat.taveras@Finthesiss.ai,Choreographer,false
usr_aw_monday_001-e027,Amanda Webb,amanda.webb@Finthesiss.ai,Studio Owner,true
usr_nat_monday_001-e027,Nat Taveras,nat.taveras@Finthesiss.ai,Choreographer,false
usr_aw_monday_001-e028,Amanda Webb,amanda.webb@Finthesiss.ai,Studio Owner,true
usr_nat_monday_001-e028,Nat Taveras,nat.taveras@Finthesiss.ai,Choreographer,false
usr_aw_monday_001-e029,Amanda Webb,amanda.webb@Finthesiss.ai,Studio Owner,true
usr_nat_monday_001-e029,Nat Taveras,nat.taveras@Finthesiss.ai,Choreographer,false
usr_aw_monday_001-e030,Amanda Webb,amanda.webb@Finthesiss.ai,Studio Owner,true
usr_nat_monday_001-e030,Nat Taveras,nat.taveras@Finthesiss.ai,Choreographer,false
usr_aw_monday_001-e031,Amanda Webb,amanda.webb@Finthesiss.ai,Studio Owner,true
usr_nat_monday_001-e031,Nat Taveras,nat.taveras@Finthesiss.ai,Choreographer,false
usr_aw_monday_001-e032,Amanda Webb,amanda.webb@Finthesiss.ai,Studio Owner,true
usr_nat_monday_001-e032,Nat Taveras,nat.taveras@Finthesiss.ai,Choreographer,false
usr_aw_monday_001-e033,Amanda Webb,amanda.webb@Finthesiss.ai,Studio Owner,true
usr_nat_monday_001-e033,Nat Taveras,nat.taveras@Finthesiss.ai,Choreographer,false
usr_aw_monday_001-e034,Amanda Webb,amanda.webb@Finthesiss.ai,Studio Owner,true
usr_nat_monday_001-e034,Nat Taveras,nat.taveras@Finthesiss.ai,Choreographer,false
usr_aw_monday_001-e035,Amanda Webb,amanda.webb@Finthesiss.ai,Studio Owner,true
usr_nat_monday_001-e035,Nat Taveras,nat.taveras@Finthesiss.ai,Choreographer,false
usr_aw_monday_001-e036,Amanda Webb,amanda.webb@Finthesiss.ai,Studio Owner,true
usr_nat_monday_001-e036,Nat Taveras,nat.taveras@Finthesiss.ai,Choreographer,false
usr_aw_monday_001-e037,Amanda Webb,amanda.webb@Finthesiss.ai,Studio Owner,true
usr_nat_monday_001-e037,Nat Taveras,nat.taveras@Finthesiss.ai,Choreographer,false
usr_aw_monday_001-e038,Amanda Webb,amanda.webb@Finthesiss.ai,Studio Owner,true
usr_nat_monday_001-e038,Nat Taveras,nat.taveras@Finthesiss.ai,Choreographer,false
usr_aw_monday_001-e039,Amanda Webb,amanda.webb@Finthesiss.ai,Studio Owner,true
usr_nat_monday_001-e039,Nat Taveras,nat.taveras@Finthesiss.ai,Choreographer,false
