invoice_id,invoice_number,type,contact_id,contact_name,date,due_date,status,line_amount_types,sub_total,total_tax,total,amount_due,amount_paid,currency_code,reference
inv_00031,CBOC-2026-0031,ACCREC,,Talia Stark,2024-04-02,2024-05-02,AUTHORISED,Exclusive,610,0,646.6,646.6,0,USD,
inv_00032,CBOC-2026-0032,ACCPAY,,Rhys Stark,2024-04-05,2024-05-05,PAID,Exclusive,627,0,664.62,664.62,0,USD,
inv_00033,CBOC-2026-0033,ACCREC,,Everett Stark,2024-04-08,2024-05-08,DRAFT,Exclusive,644,0,682.64,682.64,0,USD,
inv_00034,CBOC-2026-0034,ACCPAY,,Callum Stark,2024-04-11,2024-05-11,AUTHORISED,Exclusive,661,0,700.66,700.66,0,USD,
inv_00035,CBOC-2026-0035,ACCREC,,Ainsley Stark,2024-04-14,2024-05-14,PAID,Exclusive,678,0,718.68,718.68,0,USD,
inv_00036,CBOC-2026-0036,ACCPAY,,Bram Stark,2024-04-17,2024-05-17,AUTHORISED,Exclusive,695,0,736.7,736.7,0,USD,
inv_00037,CBOC-2027-0037,ACCREC,,Otis Stark,2024-04-20,2024-05-20,PAID,Exclusive,712,0,754.72,754.72,0,USD,
inv_00038,CBOC-2027-0038,ACCPAY,,Roselyn Stark,2024-04-23,2024-05-23,DRAFT,Exclusive,729,0,772.74,772.74,0,USD,
inv_00039,CBOC-2027-0039,ACCREC,,Tam Stark,2024-04-26,2024-05-26,AUTHORISED,Exclusive,746,0,790.76,790.76,0,USD,
inv_00040,CBOC-2027-0040,ACCPAY,,Odessa Stark,2024-04-29,2024-05-29,PAID,Exclusive,763,0,808.78,808.78,0,USD,
inv_00041,CBOC-2027-0041,ACCREC,,Donna Larkin,2024-05-02,2024-06-01,AUTHORISED,Exclusive,780,0,826.8,826.8,0,USD,
inv_00042,CBOC-2027-0042,ACCPAY,,Aria Larkin,2024-05-05,2024-06-04,PAID,Exclusive,797,0,844.82,844.82,0,USD,
inv_00043,CBOC-2027-0043,ACCREC,,Josie Larkin,2024-05-08,2024-06-07,DRAFT,Exclusive,814,0,862.84,862.84,0,USD,
inv_00044,CBOC-2027-0044,ACCPAY,,Wren Larkin,2024-05-11,2024-06-10,AUTHORISED,Exclusive,831,0,880.86,880.86,0,USD,
inv_00045,CBOC-2027-0045,ACCREC,,Sable Larkin,2024-05-14,2024-06-13,PAID,Exclusive,848,0,898.88,898.88,0,USD,
inv_00046,CBOC-2027-0046,ACCPAY,,Marlow Larkin,2024-05-17,2024-06-16,AUTHORISED,Exclusive,865,0,916.9,916.9,0,USD,
inv_00047,CBOC-2027-0047,ACCREC,,Piper Larkin,2024-05-20,2024-06-19,PAID,Exclusive,882,0,934.92,934.92,0,USD,
inv_00048,CBOC-2027-0048,ACCPAY,,Winslow Larkin,2024-05-23,2024-06-22,DRAFT,Exclusive,899,0,952.94,952.94,0,USD,
inv_00049,CBOC-2028-0049,ACCREC,,Delaney Larkin,2024-05-26,2024-06-25,AUTHORISED,Exclusive,916,0,970.96,970.96,0,USD,
inv_00050,CBOC-2028-0050,ACCPAY,,Kestrel Larkin,2024-05-29,2024-06-28,PAID,Exclusive,933,0,988.98,988.98,0,USD,
inv_00051,CBOC-2028-0051,ACCREC,,Talia Larkin,2024-06-01,2024-07-01,AUTHORISED,Exclusive,950,0,1007.0,1007.0,0,USD,
inv_00052,CBOC-2028-0052,ACCPAY,,Rhys Larkin,2024-06-04,2024-07-04,PAID,Exclusive,967,0,1025.02,1025.02,0,USD,
inv_00053,CBOC-2028-0053,ACCREC,,Everett Larkin,2024-06-07,2024-07-07,DRAFT,Exclusive,984,0,1043.04,1043.04,0,USD,
inv_00054,CBOC-2028-0054,ACCPAY,,Callum Larkin,2024-06-10,2024-07-10,AUTHORISED,Exclusive,1001,0,1061.06,1061.06,0,USD,
inv_00055,CBOC-2028-0055,ACCREC,,Ainsley Larkin,2024-06-13,2024-07-13,PAID,Exclusive,1018,0,1079.08,1079.08,0,USD,
inv_00056,CBOC-2028-0056,ACCPAY,,Bram Larkin,2024-06-16,2024-07-16,AUTHORISED,Exclusive,1035,0,1097.1,1097.1,0,USD,
inv_00057,CBOC-2028-0057,ACCREC,,Otis Larkin,2024-06-19,2024-07-19,PAID,Exclusive,1052,0,1115.12,1115.12,0,USD,
inv_00058,CBOC-2028-0058,ACCPAY,,Roselyn Larkin,2024-06-22,2024-07-22,DRAFT,Exclusive,1069,0,1133.14,1133.14,0,USD,
inv_00059,CBOC-2028-0059,ACCREC,,Tam Larkin,2024-06-25,2024-07-25,AUTHORISED,Exclusive,1086,0,1151.16,1151.16,0,USD,
inv_00060,CBOC-2028-0060,ACCPAY,,Odessa Larkin,2024-06-28,2024-07-28,PAID,Exclusive,1103,0,1169.18,1169.18,0,USD,
inv_00061,CBOC-2029-0061,ACCREC,,Donna Trask,2024-07-01,2024-07-31,AUTHORISED,Exclusive,1120,0,1187.2,1187.2,0,USD,
inv_00062,CBOC-2029-0062,ACCPAY,,Aria Trask,2024-07-04,2024-08-03,PAID,Exclusive,1137,0,1205.22,1205.22,0,USD,
inv_00063,CBOC-2029-0063,ACCREC,,Josie Trask,2024-07-07,2024-08-06,DRAFT,Exclusive,1154,0,1223.24,1223.24,0,USD,
inv_00064,CBOC-2029-0064,ACCPAY,,Wren Trask,2024-07-10,2024-08-09,AUTHORISED,Exclusive,1171,0,1241.26,1241.26,0,USD,
inv_00065,CBOC-2029-0065,ACCREC,,Sable Trask,2024-07-13,2024-08-12,PAID,Exclusive,1188,0,1259.28,1259.28,0,USD,
inv_00066,CBOC-2029-0066,ACCPAY,,Marlow Trask,2024-07-16,2024-08-15,AUTHORISED,Exclusive,1205,0,1277.3,1277.3,0,USD,
inv_00067,CBOC-2029-0067,ACCREC,,Piper Trask,2024-07-19,2024-08-18,PAID,Exclusive,1222,0,1295.32,1295.32,0,USD,
inv_00068,CBOC-2029-0068,ACCPAY,,Winslow Trask,2024-07-22,2024-08-21,DRAFT,Exclusive,1239,0,1313.34,1313.34,0,USD,
inv_00069,CBOC-2029-0069,ACCREC,,Delaney Trask,2024-07-25,2024-08-24,AUTHORISED,Exclusive,1256,0,1331.36,1331.36,0,USD,
inv_00070,CBOC-2029-0070,ACCPAY,,Kestrel Trask,2024-07-28,2024-08-27,PAID,Exclusive,1273,0,1349.38,1349.38,0,USD,
inv_00071,CBOC-2029-0071,ACCREC,,Talia Trask,2024-07-31,2024-08-30,AUTHORISED,Exclusive,1290,0,1367.4,1367.4,0,USD,
inv_00072,CBOC-2029-0072,ACCPAY,,Rhys Trask,2024-08-03,2024-09-02,PAID,Exclusive,1307,0,1385.42,1385.42,0,USD,
inv_00073,CBOC-2030-0073,ACCREC,,Everett Trask,2024-08-06,2024-09-05,DRAFT,Exclusive,1324,0,1403.44,1403.44,0,USD,
inv_00074,CBOC-2030-0074,ACCPAY,,Callum Trask,2024-08-09,2024-09-08,AUTHORISED,Exclusive,1341,0,1421.46,1421.46,0,USD,
inv_00075,CBOC-2030-0075,ACCREC,,Ainsley Trask,2024-08-12,2024-09-11,PAID,Exclusive,1358,0,1439.48,1439.48,0,USD,
inv_00076,CBOC-2030-0076,ACCPAY,,Bram Trask,2024-08-15,2024-09-14,AUTHORISED,Exclusive,1375,0,1457.5,1457.5,0,USD,
inv_00077,CBOC-2030-0077,ACCREC,,Otis Trask,2024-08-18,2024-09-17,PAID,Exclusive,1392,0,1475.52,1475.52,0,USD,
inv_00078,CBOC-2030-0078,ACCPAY,,Roselyn Trask,2024-08-21,2024-09-20,DRAFT,Exclusive,1409,0,1493.54,1493.54,0,USD,
inv_00079,CBOC-2030-0079,ACCREC,,Tam Trask,2024-08-24,2024-09-23,AUTHORISED,Exclusive,1426,0,1511.56,1511.56,0,USD,
inv_00080,CBOC-2030-0080,ACCPAY,,Odessa Trask,2024-08-27,2024-09-26,PAID,Exclusive,1443,0,1529.58,1529.58,0,USD,
inv_00081,CBOC-2030-0081,ACCREC,,Donna Boone,2024-08-30,2024-09-29,AUTHORISED,Exclusive,1460,0,1547.6,1547.6,0,USD,
inv_00082,CBOC-2030-0082,ACCPAY,,Aria Boone,2024-09-02,2024-10-02,PAID,Exclusive,1477,0,1565.62,1565.62,0,USD,
inv_00083,CBOC-2030-0083,ACCREC,,Josie Boone,2024-09-05,2024-10-05,DRAFT,Exclusive,1494,0,1583.64,1583.64,0,USD,
inv_00084,CBOC-2030-0084,ACCPAY,,Wren Boone,2024-09-08,2024-10-08,AUTHORISED,Exclusive,1511,0,1601.66,1601.66,0,USD,
inv_00085,CBOC-2031-0085,ACCREC,,Sable Boone,2024-09-11,2024-10-11,PAID,Exclusive,1528,0,1619.68,1619.68,0,USD,
inv_00086,CBOC-2031-0086,ACCPAY,,Marlow Boone,2024-09-14,2024-10-14,AUTHORISED,Exclusive,1545,0,1637.7,1637.7,0,USD,
inv_00087,CBOC-2031-0087,ACCREC,,Piper Boone,2024-09-17,2024-10-17,PAID,Exclusive,1562,0,1655.72,1655.72,0,USD,
inv_00088,CBOC-2031-0088,ACCPAY,,Winslow Boone,2024-09-20,2024-10-20,DRAFT,Exclusive,1579,0,1673.74,1673.74,0,USD,
inv_00089,CBOC-2031-0089,ACCREC,,Delaney Boone,2024-09-23,2024-10-23,AUTHORISED,Exclusive,1596,0,1691.76,1691.76,0,USD,
inv_00090,CBOC-2031-0090,ACCPAY,,Kestrel Boone,2024-09-26,2024-10-26,PAID,Exclusive,1613,0,1709.78,1709.78,0,USD,
inv_00091,CBOC-2031-0091,ACCREC,,Talia Boone,2024-09-29,2024-10-29,AUTHORISED,Exclusive,1630,0,1727.8,1727.8,0,USD,
inv_00092,CBOC-2031-0092,ACCPAY,,Rhys Boone,2024-10-02,2024-11-01,PAID,Exclusive,1647,0,1745.82,1745.82,0,USD,
inv_00093,CBOC-2031-0093,ACCREC,,Everett Boone,2024-10-05,2024-11-04,DRAFT,Exclusive,1664,0,1763.84,1763.84,0,USD,
inv_00094,CBOC-2031-0094,ACCPAY,,Callum Boone,2024-10-08,2024-11-07,AUTHORISED,Exclusive,1681,0,1781.86,1781.86,0,USD,
inv_00095,CBOC-2031-0095,ACCREC,,Ainsley Boone,2024-10-11,2024-11-10,PAID,Exclusive,1698,0,1799.88,1799.88,0,USD,
inv_00096,CBOC-2031-0096,ACCPAY,,Bram Boone,2024-10-14,2024-11-13,AUTHORISED,Exclusive,1715,0,1817.9,1817.9,0,USD,
inv_00097,CBOC-2032-0097,ACCREC,,Otis Boone,2024-10-17,2024-11-16,PAID,Exclusive,1732,0,1835.92,1835.92,0,USD,
inv_00098,CBOC-2032-0098,ACCPAY,,Roselyn Boone,2024-10-20,2024-11-19,DRAFT,Exclusive,1749,0,1853.94,1853.94,0,USD,
inv_00099,CBOC-2032-0099,ACCREC,,Tam Boone,2024-10-23,2024-11-22,AUTHORISED,Exclusive,1766,0,1871.96,1871.96,0,USD,
inv_00100,CBOC-2032-0100,ACCPAY,,Odessa Boone,2024-10-26,2024-11-25,PAID,Exclusive,1783,0,1889.98,1889.98,0,USD,
inv_00101,CBOC-2032-0101,ACCREC,,Donna Hollis,2024-10-29,2024-11-28,AUTHORISED,Exclusive,1800,0,1908.0,1908.0,0,USD,
inv_00102,CBOC-2032-0102,ACCPAY,,Aria Hollis,2024-11-01,2024-12-01,PAID,Exclusive,1817,0,1926.02,1926.02,0,USD,
inv_00103,CBOC-2032-0103,ACCREC,,Josie Hollis,2024-11-04,2024-12-04,DRAFT,Exclusive,1834,0,1944.04,1944.04,0,USD,
inv_00104,CBOC-2032-0104,ACCPAY,,Wren Hollis,2024-11-07,2024-12-07,AUTHORISED,Exclusive,1851,0,1962.06,1962.06,0,USD,
inv_00105,CBOC-2032-0105,ACCREC,,Sable Hollis,2024-11-10,2024-12-10,PAID,Exclusive,1868,0,1980.08,1980.08,0,USD,
