id,thread_id,from_addr,to_addr,cc_addr,subject,snippet,body,date,internal_date,size_estimate,labels,is_unread,is_starred
msg-10021,thr-109,permits@cheltenhamtownship.org,brandon.kelly@Greenridertech.co,darren.yates@gmail.com,Rough inspection - permit #EL-2026-0418,"Rough-in inspection for EL-2026-0418 on the 24th, 9 to noon.","Mr. Kelly, the rough-in inspection for permit EL-2026-0418 is scheduled for the 24th between 9 and noon. Please ensure the panel is accessible.",2026-02-18T13:00:00-05:00,1771437600000,749,INBOX,true,false
msg-10009,thr-103,brandon.kelly@Greenridertech.co,guild@sepabeekeepers.org,members@sepabeekeepers.org,Re: SE PA Beekeepers Guild - February meeting,"Yes, I can present. I'll bring numbers.","Yes, I can present. Twelve colonies, last year's spring flow ran light. I'll bring numbers.",2026-02-12T18:30:00-05:00,1770939000000,593,SENT,false,false
msg-10008,thr-103,guild@sepabeekeepers.org,brandon.kelly@Greenridertech.co,members@sepabeekeepers.org,SE PA Beekeepers Guild - February meeting,"Quarterly guild meeting the 19th, 7 PM. Presenting the honey-flow notes?","Hi Brandon, the quarterly guild meeting is the 19th, 7 PM at the Guild Hall. Topic is varroa treatment timing. Are you presenting the honey-flow notes?",2026-02-12T12:00:00-05:00,1770915600000,773,INBOX,false,false
msg-10014,thr-105,brandon.kelly@Greenridertech.co,m.foley.phila@gmail.com,darren.yates@gmail.com,Re: 200A panel upgrade - quote,"Quote attached: 200A service, permit included, $3,200.","Quote attached: 200A service, meter swap coordinated with PECO, permit included. $3,200, about a day and a half of work. Good to schedule once you approve.",2026-02-10T19:00:00-05:00,1770768000000,785,SENT,false,false
msg-10013,thr-105,m.foley.phila@gmail.com,brandon.kelly@Greenridertech.co,darren.yates@gmail.com,200A panel upgrade - quote,Following up on the panel upgrade - could you send the written quote?,"Hi Brandon, following up on the service panel upgrade on Rhawn Street. Could you send the written quote so I can get it approved?",2026-02-10T08:30:00-05:00,1770730200000,707,INBOX,true,false
msg-10012,thr-104,steve.hoffman@gmail.com,brandon.kelly@Greenridertech.co,billing@Greenridertech.co,Re: Year-end numbers - invoice summary,I'll have the estimate by Friday. Honey side looks clean.,Got it. I'll have the estimate to you by Friday. Honey side looks clean in Xero.,2026-01-21T11:15:00-05:00,1769012100000,560,INBOX,false,false
msg-10011,thr-104,brandon.kelly@Greenridertech.co,steve.hoffman@gmail.com,billing@Greenridertech.co,Re: Year-end numbers - invoice summary,Summary attached. Gross about 34k. Let me know the number.,"Steve, summary attached. Gross about 34k for the quarter, materials and Darren's wages in the second tab. Let me know the number.",2026-01-20T18:45:00-05:00,1768952700000,707,SENT,false,false
msg-10010,thr-104,steve.hoffman@gmail.com,brandon.kelly@Greenridertech.co,billing@Greenridertech.co,Year-end numbers - invoice summary,Send the Q4 invoice summary and I'll square away the taxes.,"Hey Brandon, send over the invoice summary for Q4 when you get a chance and I'll get the year-end and the estimated tax payment squared away.",2026-01-20T09:00:00-05:00,1768917600000,743,INBOX,true,false
msg-10026,thr-111,brandon.kelly@Greenridertech.co,katya.kelly@gmail.com,andriy.kelly@gmail.com,Re: Coming down in February,Always borscht. Room is ready.,Always borscht. Room is ready. Drive safe and text when you leave.,2026-01-12T21:10:00-05:00,1768270200000,518,SENT,false,false
msg-10025,thr-111,katya.kelly@gmail.com,brandon.kelly@Greenridertech.co,andriy.kelly@gmail.com,Coming down in February,Coming home weekend of the 14th. Borscht?,"Tato, I'm thinking of coming home the weekend of the 14th. I'll bring the new honey labels I drew up. Borscht?",2026-01-12T20:30:00-05:00,1768267800000,650,INBOX,true,true
msg-10018,thr-107,brandon.kelly@Greenridertech.co,receiving@cedarbrookgeneral.com,ap@cedarbrookgeneral.com,Re: Honey restock - wholesale,4 cases wildflower Thursday. I'll invoice wholesale.,Can do. 4 cases wildflower Thursday. I'll invoice the usual wholesale.,2025-11-14T18:00:00-05:00,1763161200000,530,SENT,false,false
msg-10017,thr-107,receiving@cedarbrookgeneral.com,brandon.kelly@Greenridertech.co,ap@cedarbrookgeneral.com,Honey restock - wholesale,Low on 12 oz jars. Bring 4 cases - wildflower if you have it.,"Brandon, we're low on the 12 oz jars. Can you bring 4 cases on your next run? Wildflower if you have it.",2025-11-14T09:30:00-05:00,1763130600000,632,INBOX,false,false
msg-20000,thr-201,brandon.kelly@Greenridertech.co,paul.whitman.phila@gmail.com,,INVOICE #4002 - 200A panel upgrade,"Paul, invoice attached for the 200A upgrade. Balance $2,150 due in 15. Stripe li...","Paul, invoice attached for the 200A upgrade. Balance $2,150 due in 15. Stripe link inside.",2026-03-24T09:15:00-04:00,1774358100000,490,"INBOX,SENT",false,false
msg-20001,thr-202,paul.whitman.phila@gmail.com,brandon.kelly@Greenridertech.co,,Re: INVOICE #4002 - 200A panel upgrade,Got it Brandon. Paying today.,Got it Brandon. Paying today.,2026-03-25T14:30:00-04:00,1774463400000,429,INBOX,true,false
msg-20002,thr-203,brandon.kelly@Greenridertech.co,office@doylestowndentalgroup.com,,Estimate - exam rooms 3 and 4 circuits,"Attached. Two dedicated 20A circuits, GFCI, one week schedule.","Attached. Two dedicated 20A circuits, GFCI, one week schedule.",2026-03-26T08:12:00-04:00,1774527120000,462,"INBOX,SENT",false,false
msg-20003,thr-204,office@doylestowndentalgroup.com,brandon.kelly@Greenridertech.co,,Re: Estimate - exam rooms 3 and 4,Approved. Schedule us for the 30th if you can.,Approved. Schedule us for the 30th if you can.,2026-03-27T11:00:00-04:00,1774623600000,446,INBOX,true,false
msg-20004,thr-205,brandon.kelly@Greenridertech.co,sara.oneil.montco@gmail.com,,Ambler rewire - scheduling,"Sara, quote holds. Start Tuesday, four days on site.","Sara, quote holds. Start Tuesday, four days on site.",2026-03-29T16:40:00-04:00,1774816800000,452,"INBOX,SENT",false,false
msg-20005,thr-206,orders@cedarbrooksupply.com,brandon.kelly@Greenridertech.co,,Order confirmation - #CS-88104,"10 x 12/2 NM-B 250ft, 2 x 200A main breakers, box of 20A breakers. Ready for pic...","10 x 12/2 NM-B 250ft, 2 x 200A main breakers, box of 20A breakers. Ready for pickup Wed.",2026-03-30T07:22:00-04:00,1774869720000,488,INBOX,true,false
msg-20006,thr-207,brandon.kelly@Greenridertech.co,darren.yates@gmail.com,,Whitman job - Wed 7am,Bring the megger and box of #12. Coffee for me.,Bring the megger and box of #12. Coffee for me.,2026-03-31T17:00:00-04:00,1774990800000,447,"INBOX,SENT",false,false
msg-20007,thr-208,brandon.kelly@Greenridertech.co,steve.hoffman@gmail.com,,March invoice summary,"Steve, March invoice summary attached. Total billed $14,820.","Steve, March invoice summary attached. Total billed $14,820.",2026-04-01T09:00:00-04:00,1775048400000,460,"INBOX,SENT",false,false
msg-20008,thr-209,steve.hoffman@gmail.com,brandon.kelly@Greenridertech.co,,Re: March invoice summary,Got it Brandon. Q1 books look clean. Sending 941 draft Friday.,Got it Brandon. Q1 books look clean. Sending 941 draft Friday.,2026-04-02T14:30:00-04:00,1775154600000,462,INBOX,true,false
msg-20009,thr-210,brandon.kelly@Greenridertech.co,policy@ridgemontinsurance.com,,GL policy renewal,Attaching Ridgemont Business Insurance renewal request. Same coverage.,Attaching Ridgemont Business Insurance renewal request. Same coverage.,2026-04-03T10:10:00-04:00,1775225400000,470,"INBOX,SENT",false,false
msg-20010,thr-211,policy@ridgemontinsurance.com,brandon.kelly@Greenridertech.co,,Re: GL policy renewal,Renewal quote and DocuSign coming Monday. Same terms.,Renewal quote and DocuSign coming Monday. Same terms.,2026-04-04T08:00:00-04:00,1775304000000,453,INBOX,true,false
msg-20011,thr-212,brandon.kelly@Greenridertech.co,chen.raymond.newtown@gmail.com,,Service call estimate - kitchen circuits,"Ray, rough estimate $1,800 for the two 20A dedicated. Schedule after harvest.","Ray, rough estimate $1,800 for the two 20A dedicated. Schedule after harvest.",2026-04-05T20:00:00-04:00,1775433600000,477,"INBOX,SENT",false,false
msg-20012,thr-213,roman.tkachuk@gmail.com,brandon.kelly@Greenridertech.co,,Spring Open roster locked,"38 confirmed, 2 waitlist. Bracket ready Wed.","38 confirmed, 2 waitlist. Bracket ready Wed.",2026-04-06T21:30:00-04:00,1775525400000,444,INBOX,true,false
msg-20013,thr-214,brandon.kelly@Greenridertech.co,roman.tkachuk@gmail.com,,Re: Spring Open roster locked,Good. Cap 40. See you Wed.,Good. Cap 40. See you Wed.,2026-04-07T05:45:00-04:00,1775555100000,426,"INBOX,SENT",false,false
msg-20014,thr-215,brandon.kelly@Greenridertech.co,facilities@ridgemontcc.org,,Fall Classic booking - Oct 10,"Confirming main hall Oct 10, 8am setup, 9pm wrap.","Confirming main hall Oct 10, 8am setup, 9pm wrap.",2026-04-08T19:00:00-04:00,1775689200000,449,"INBOX,SENT",false,false
msg-20015,thr-216,facilities@ridgemontcc.org,brandon.kelly@Greenridertech.co,,Re: Fall Classic booking - Oct 10,Confirmed and hold placed on calendar.,Confirmed and hold placed on calendar.,2026-04-09T09:00:00-04:00,1775739600000,438,INBOX,true,false
msg-20016,thr-217,brandon.kelly@Greenridertech.co,roman.tkachuk@gmail.com,,Dues - overdue nine,Send reminder to the nine unpaid. No blast to full roster.,Send reminder to the nine unpaid. No blast to full roster.,2026-04-10T22:00:00-04:00,1775872800000,458,"INBOX,SENT",false,false
msg-20017,thr-218,roman.tkachuk@gmail.com,brandon.kelly@Greenridertech.co,,Re: Dues - overdue nine,Sent individually. Six paid within a day.,Sent individually. Six paid within a day.,2026-04-11T07:15:00-04:00,1775906100000,441,INBOX,true,false
msg-20018,thr-219,brandon.kelly@Greenridertech.co,facilities@ridgemontcc.org,,Wednesday setup - board configuration,"Twenty boards, U shape as usual, clocks in the closet.","Twenty boards, U shape as usual, clocks in the closet.",2026-04-12T20:00:00-04:00,1776038400000,454,"INBOX,SENT",false,false
msg-20019,thr-220,secretary@sepabeekeepers.org,brandon.kelly@Greenridertech.co,,Q2 meeting May 16,"Requeening panel confirmed, RSVP link inside.","Requeening panel confirmed, RSVP link inside.",2026-04-13T06:00:00-04:00,1776074400000,445,INBOX,true,false
msg-20020,thr-221,brandon.kelly@Greenridertech.co,secretary@sepabeekeepers.org,,Re: Q2 meeting May 16,Attending. Bringing frame samples for post-panel discussion.,Attending. Bringing frame samples for post-panel discussion.,2026-04-14T21:00:00-04:00,1776214800000,460,"INBOX,SENT",false,false
msg-20021,thr-222,brandon.kelly@Greenridertech.co,orders@foxfieldbee.com,,Formic Pro strips order,One case Formic Pro strips. Ship Friday.,One case Formic Pro strips. Ship Friday.,2026-04-15T05:30:00-04:00,1776245400000,440,"INBOX,SENT",false,false
msg-20022,thr-223,orders@foxfieldbee.com,brandon.kelly@Greenridertech.co,,Re: Formic Pro strips order,Case ships today via UPS. Tracking 1Z9F...4402.,Case ships today via UPS. Tracking 1Z9F...4402.,2026-04-16T09:00:00-04:00,1776344400000,447,INBOX,true,false
msg-20023,thr-224,brandon.kelly@Greenridertech.co,procurement@ridgemontcoop.org,,Spring honey wholesale,"30 jars 8oz raw wildflower, ready 5/28. $6.50 wholesale.","30 jars 8oz raw wildflower, ready 5/28. $6.50 wholesale.",2026-04-17T19:30:00-04:00,1776468600000,456,"INBOX,SENT",false,false
msg-20024,thr-225,procurement@ridgemontcoop.org,brandon.kelly@Greenridertech.co,,Re: Spring honey wholesale,Confirmed 30 jars. PO attached.,Confirmed 30 jars. PO attached.,2026-04-18T11:00:00-04:00,1776524400000,431,INBOX,true,false
msg-20025,thr-226,brandon.kelly@Greenridertech.co,receiving@cedarbrookgeneral.com,,Spring honey wholesale - Cedarbrook,"20 jars 8oz raw wildflower, ready 5/28.","20 jars 8oz raw wildflower, ready 5/28.",2026-04-19T08:00:00-04:00,1776600000000,439,"INBOX,SENT",false,false
msg-20026,thr-227,receiving@cedarbrookgeneral.com,brandon.kelly@Greenridertech.co,,Re: Spring honey wholesale - Cedarbrook,Delivery Wednesday works. Same PO template.,Delivery Wednesday works. Same PO template.,2026-04-20T15:00:00-04:00,1776711600000,443,INBOX,true,false
msg-20027,thr-228,brandon.kelly@Greenridertech.co,andriy.kelly@gmail.com,,Sept 8 knee - logistics,"Ramos consult Aug 20, surgery 9/8. You still on for driving me home?","Ramos consult Aug 20, surgery 9/8. You still on for driving me home?",2026-04-21T19:30:00-04:00,1776814200000,468,"INBOX,SENT",false,false
msg-20028,thr-229,andriy.kelly@gmail.com,brandon.kelly@Greenridertech.co,,Re: Sept 8 knee - logistics,Yes tato. Cleared week. Mila with mom that week.,Yes tato. Cleared week. Mila with mom that week.,2026-04-22T22:00:00-04:00,1776909600000,448,INBOX,true,false
msg-20029,thr-230,brandon.kelly@Greenridertech.co,katya.kelly@gmail.com,,Sept 8 knee - plan,Andriy driving me home. You save days for Mila birthday.,Andriy driving me home. You save days for Mila birthday.,2026-04-23T21:00:00-04:00,1776992400000,456,"INBOX,SENT",false,false
msg-20030,thr-231,katya.kelly@gmail.com,brandon.kelly@Greenridertech.co,,Re: Sept 8 knee - plan,Fine Dad. Both weeks then. Taking off after Mila birthday too.,Fine Dad. Both weeks then. Taking off after Mila birthday too.,2026-04-24T09:00:00-04:00,1777035600000,462,INBOX,true,false
msg-20031,thr-232,brandon.kelly@Greenridertech.co,pwynn@ridgemontfamilymedicine.com,,Physical follow-up,Blood pressure 132/84 last home reading. Lisinopril steady.,Blood pressure 132/84 last home reading. Lisinopril steady.,2026-04-25T05:30:00-04:00,1777109400000,459,"INBOX,SENT",false,false
msg-20032,thr-233,pwynn@ridgemontfamilymedicine.com,brandon.kelly@Greenridertech.co,,Re: Physical follow-up,Good numbers. Keep the walks. See you in May.,Good numbers. Keep the walks. See you in May.,2026-04-26T14:00:00-04:00,1777226400000,445,INBOX,true,false
msg-20033,thr-234,brandon.kelly@Greenridertech.co,katya.kelly@gmail.com,,Label proofs - approved,Approving version two. Print files coming.,Approving version two. Print files coming.,2026-04-27T21:00:00-04:00,1777338000000,442,"INBOX,SENT",false,false
msg-20034,thr-235,support@brightpathcu.org,brandon.kelly@Greenridertech.co,,Chess club account statement April,"BC Chess Club balance $2,830.42. Statement attached.","BC Chess Club balance $2,830.42. Statement attached.",2026-04-28T18:00:00-04:00,1777413600000,452,INBOX,true,false
msg-20035,thr-236,brandon.kelly@Greenridertech.co,chess-treasurer@bridgetonchess.org,,Q2 chess treasurer note,"Balance $2,830. April dues intake $700. All logged in Airtable.","Balance $2,830. April dues intake $700. All logged in Airtable.",2026-04-29T20:00:00-04:00,1777507200000,463,"INBOX,SENT",false,false
msg-20036,thr-237,brandon.kelly@Greenridertech.co,records@pa-licensing.gov,,Master electrician license renewal 2027,Attaching renewal paperwork ahead of Aug expiration.,Attaching renewal paperwork ahead of Aug expiration.,2026-05-01T07:00:00-04:00,1777633200000,452,"INBOX,SENT",false,false
msg-20037,thr-238,records@pa-licensing.gov,brandon.kelly@Greenridertech.co,,Re: Master electrician license renewal 2027,Received. Renewal cert mails once cleared.,Received. Renewal cert mails once cleared.,2026-05-02T13:00:00-04:00,1777741200000,442,INBOX,true,false
msg-20038,thr-239,brandon.kelly@Greenridertech.co,steve.hoffman@gmail.com,,April invoice summary,"April billed $12,420, expenses $2,180. Xero honey books separate.","April billed $12,420, expenses $2,180. Xero honey books separate.",2026-05-01T07:30:00-04:00,1777635000000,465,"INBOX,SENT",false,false
msg-20039,thr-240,steve.hoffman@gmail.com,brandon.kelly@Greenridertech.co,,Re: April invoice summary,"Clean books, thanks. Q1 estimated tax filed.","Clean books, thanks. Q1 estimated tax filed.",2026-05-02T09:30:00-04:00,1777728600000,444,INBOX,true,false
msg-20040,thr-241,brandon.kelly@Greenridertech.co,dramos.md@greenleaforthopedic.com,,Pre-op paperwork,Signed forms attached. See you Aug 20 consult.,Signed forms attached. See you Aug 20 consult.,2026-08-15T06:00:00-04:00,1786788000000,446,"INBOX,SENT",false,false
msg-20041,thr-242,dramos.md@greenleaforthopedic.com,brandon.kelly@Greenridertech.co,,Re: Pre-op paperwork,Received. NPO after midnight 9/7.,Received. NPO after midnight 9/7.,2026-08-16T11:00:00-04:00,1786892400000,433,INBOX,true,false
msg-20042,thr-243,brandon.kelly@Greenridertech.co,darren.yates@gmail.com,,Two weeks off - hive coverage,Feed jars in shed. Water pans daily. Text if anything looks off.,Feed jars in shed. Water pans daily. Text if anything looks off.,2026-08-25T20:00:00-04:00,1787702400000,464,"INBOX,SENT",false,false
msg-20043,thr-244,darren.yates@gmail.com,brandon.kelly@Greenridertech.co,,Re: Two weeks off - hive coverage,Got it. Will send photos each Sun.,Got it. Will send photos each Sun.,2026-08-26T05:45:00-04:00,1787737500000,434,INBOX,true,false
msg-20044,thr-245,brandon.kelly@Greenridertech.co,roman.tkachuk@gmail.com,,Fall Classic - final pairings,Pairings printed. 34 players confirmed. See you 8am setup.,Pairings printed. 34 players confirmed. See you 8am setup.,2026-10-08T20:00:00-04:00,1791504000000,458,"INBOX,SENT",false,false
msg-20045,thr-246,roman.tkachuk@gmail.com,brandon.kelly@Greenridertech.co,,Re: Fall Classic - final pairings,On the way with clocks and boards. Coffee run first.,On the way with clocks and boards. Coffee run first.,2026-10-09T07:15:00-04:00,1791544500000,452,INBOX,true,false
msg-20046,thr-247,brandon.kelly@Greenridertech.co,steve.hoffman@gmail.com,,Year end books preview,"Dec 30 send, Jan 30 final. Kelly Electric net roughly $85k.","Dec 30 send, Jan 30 final. Kelly Electric net roughly $85k.",2026-12-14T21:00:00-05:00,1797300000000,459,"INBOX,SENT",false,false
msg-20047,thr-248,steve.hoffman@gmail.com,brandon.kelly@Greenridertech.co,,Re: Year end books preview,Great. Sending schedule C prep template.,Great. Sending schedule C prep template.,2026-12-15T10:00:00-05:00,1797346800000,440,INBOX,true,false
msg-20048,thr-249,irina.polishchuk@gmail.com,brandon.kelly@Greenridertech.co,,Cultural center panel breaker,Kitchen breaker keeps tripping. Sunday if you can.,Kitchen breaker keeps tripping. Sunday if you can.,2026-04-15T20:00:00-04:00,1776297600000,450,INBOX,true,false
msg-20049,thr-250,brandon.kelly@Greenridertech.co,irina.polishchuk@gmail.com,,Re: Cultural center panel breaker,Sunday after Halyna call. Bring meter.,Sunday after Halyna call. Bring meter.,2026-04-16T05:45:00-04:00,1776332700000,438,"INBOX,SENT",false,false
msg-20050,thr-251,vasyl.bondarenko@gmail.com,brandon.kelly@Greenridertech.co,,Fishing Sunday,Pine Barrens 6am. Coffee at diner first.,Pine Barrens 6am. Coffee at diner first.,2026-05-05T20:00:00-04:00,1778025600000,440,INBOX,true,false
msg-20051,thr-252,brandon.kelly@Greenridertech.co,vasyl.bondarenko@gmail.com,,Re: Fishing Sunday,Set. Bringing the good rod.,Set. Bringing the good rod.,2026-05-06T05:15:00-04:00,1778058900000,427,"INBOX,SENT",false,false
msg-20052,thr-253,orders@cedarbrooksupply.com,brandon.kelly@Greenridertech.co,,New pricing sheet 2026,Wire and breaker pricing updated. See attached.,Wire and breaker pricing updated. See attached.,2026-05-10T09:00:00-04:00,1778418000000,447,INBOX,true,false
msg-20053,thr-254,brandon.kelly@Greenridertech.co,orders@cedarbrooksupply.com,,Re: New pricing sheet 2026,Received. Adjusting quotes on open estimates.,Received. Adjusting quotes on open estimates.,2026-05-11T06:30:00-04:00,1778495400000,445,"INBOX,SENT",false,false
msg-20054,thr-255,sales@bordnerelectrical.com,brandon.kelly@Greenridertech.co,,EV charger inventory - Level 2,Ten in stock. Same price as last order.,Ten in stock. Same price as last order.,2026-05-12T13:00:00-04:00,1778605200000,439,INBOX,true,false
msg-20055,thr-256,brandon.kelly@Greenridertech.co,sales@bordnerelectrical.com,,Re: EV charger inventory - Level 2,Reserve two. Pickup Fri.,Reserve two. Pickup Fri.,2026-05-13T05:45:00-04:00,1778665500000,424,"INBOX,SENT",false,false
msg-20056,thr-257,alicia.duong.wynnwd@gmail.com,brandon.kelly@Greenridertech.co,,Kitchen circuit follow-up,Panel trip returned. Same circuit as before.,Panel trip returned. Same circuit as before.,2026-05-20T07:00:00-04:00,1779274800000,444,INBOX,true,false
msg-20057,thr-258,brandon.kelly@Greenridertech.co,alicia.duong.wynnwd@gmail.com,,Re: Kitchen circuit follow-up,"Saturday morning. No charge, warranty.","Saturday morning. No charge, warranty.",2026-05-20T20:00:00-04:00,1779321600000,438,"INBOX,SENT",false,false
msg-20058,thr-259,bill.cavanaugh.chelt@gmail.com,brandon.kelly@Greenridertech.co,,Basement fixture flicker,One recessed light flickering after Tuesday storm.,One recessed light flickering after Tuesday storm.,2026-05-21T09:00:00-04:00,1779368400000,450,INBOX,true,false
msg-20059,thr-260,brandon.kelly@Greenridertech.co,bill.cavanaugh.chelt@gmail.com,,Re: Basement fixture flicker,Wed 6pm swing. Bring driver.,Wed 6pm swing. Bring driver.,2026-05-21T19:00:00-04:00,1779404400000,428,"INBOX,SENT",false,false
msg-20060,thr-261,meg.ackerman.jenk@gmail.com,brandon.kelly@Greenridertech.co,,EV charger inquiry,Neighbor mentioned you did theirs. Level 2 questions.,Neighbor mentioned you did theirs. Level 2 questions.,2026-05-22T09:00:00-04:00,1779454800000,453,INBOX,true,false
msg-20061,thr-262,brandon.kelly@Greenridertech.co,meg.ackerman.jenk@gmail.com,,Re: EV charger inquiry,"Site visit Sat morning. $150 diagnostic, applied to install.","Site visit Sat morning. $150 diagnostic, applied to install.",2026-05-22T20:00:00-04:00,1779494400000,460,"INBOX,SENT",false,false
msg-20062,thr-263,dorsey.autobody.trooper@gmail.com,brandon.kelly@Greenridertech.co,,Shop lighting upgrade,Ready to schedule. LED retrofit bays 3-6.,Ready to schedule. LED retrofit bays 3-6.,2026-05-24T07:00:00-04:00,1779620400000,441,INBOX,true,false
msg-20063,thr-264,brandon.kelly@Greenridertech.co,dorsey.autobody.trooper@gmail.com,,Re: Shop lighting upgrade,Booking June 12-14. Send PO to confirm.,Booking June 12-14. Send PO to confirm.,2026-05-24T19:00:00-04:00,1779663600000,439,"INBOX,SENT",false,false
msg-20064,thr-265,brandon.kelly@Greenridertech.co,steve.hoffman@gmail.com,,May invoice summary,"May billed $11,650, materials $2,540. Steady.","May billed $11,650, materials $2,540. Steady.",2026-06-01T08:00:00-04:00,1780315200000,445,"INBOX,SENT",false,false
msg-20065,thr-266,steve.hoffman@gmail.com,brandon.kelly@Greenridertech.co,,Re: May invoice summary,Received. Q2 estimates ready mid-month.,Received. Q2 estimates ready mid-month.,2026-06-02T09:15:00-04:00,1780406100000,439,INBOX,true,false
