page_id,property_name,property_type,value
pg-year-end-2026,Owner,select,In Progress
pg-vermont,Owner,select,user-jessica
pg-supplier-baxter,Status,select,user-jessica
pg-year-end-2025,Owner,select,In Progress
pg-supplier-copper,Owner,person,In Progress
pg-apprentice-tomas,Owner,select,user-jessica
pg-paulie-authority,Status,person,In Progress
pg-supplier-baxter,Owner,select,In Progress
pg-bonus-2026,Owner,select,In Progress
pg-year-end-2025,Owner,select,In Progress
pg-supplier-baxter,Owner,person,In Progress
pg-year-end-2025,Owner,person,In Progress
pg-apprentice-tomas,Status,person,In Progress
pg-supplier-atlantic,Status,select,user-jessica
pg-bonus-2026,Owner,select,user-jessica
pg-supplier-baxter,Owner,person,In Progress
pg-apprentice-2027,Status,person,In Progress
pg-paulie-authority,Owner,person,user-jessica
pg-bonus-2026,Status,person,In Progress
pg-apprentice-2027,Owner,person,In Progress
pg-year-end-2026,Owner,person,user-jessica
pg-vermont,Owner,person,user-jessica
pg-supplier-atlantic,Owner,select,user-jessica
pg-supplier-baxter,Status,person,user-jessica
pg-supplier-baxter,Status,person,user-jessica
pg-year-end-2025,Owner,select,In Progress
pg-vermont,Owner,select,user-jessica
pg-vermont,Owner,person,user-jessica
pg-bonus-2026,Owner,person,user-jessica
pg-vermont,Owner,select,user-jessica
pg-year-end-2026,Owner,select,In Progress
pg-vermont,Status,select,In Progress
pg-apprentice-tomas,Owner,person,In Progress
pg-apprentice-tomas,Owner,select,user-jessica
pg-vermont,Owner,person,user-jessica
pg-supplier-atlantic,Status,select,user-jessica
pg-paulie-authority,Owner,select,In Progress
pg-paulie-authority,Status,select,In Progress
pg-year-end-2025,Owner,person,In Progress
pg-apprentice-2027,Owner,select,user-jessica
pg-supplier-atlantic,Status,select,user-jessica
pg-vermont,Owner,select,user-jessica
pg-apprentice-tomas,Owner,person,In Progress
pg-year-end-2026,Status,person,user-jessica
pg-paulie-authority,Owner,select,In Progress
pg-paulie-authority,Owner,select,In Progress
pg-year-end-2026,Owner,person,In Progress
pg-year-end-2026,Owner,person,user-jessica
pg-year-end-2025,Owner,person,In Progress
pg-bonus-2026,Status,person,In Progress
pg-year-end-2026,Owner,select,user-jessica
pg-bonus-2026,Status,select,user-jessica
pg-supplier-copper,Status,select,In Progress
pg-year-end-2025,Status,select,user-jessica
pg-paulie-authority,Status,select,user-jessica
pg-bonus-2026,Status,select,user-jessica
pg-paulie-authority,Owner,select,In Progress
pg-apprentice-2027,Status,person,In Progress
pg-year-end-2025,Owner,select,user-jessica
pg-year-end-2025,Owner,select,user-jessica
pg-supplier-baxter,Status,person,user-jessica
pg-supplier-copper,Owner,select,In Progress
pg-paulie-authority,Status,select,In Progress
pg-bonus-2026,Owner,person,In Progress
pg-apprentice-tomas,Owner,person,user-jessica
pg-year-end-2025,Status,select,In Progress
pg-apprentice-tomas,Status,person,user-jessica
pg-supplier-atlantic,Owner,select,user-jessica
pg-supplier-copper,Owner,select,user-jessica
pg-vermont,Owner,person,In Progress
pg-supplier-copper,Status,person,user-jessica
pg-apprentice-2027,Owner,select,In Progress
pg-vermont,Owner,select,In Progress
pg-paulie-authority,Owner,select,user-jessica
pg-supplier-atlantic,Status,select,user-jessica
pg-bonus-2026,Owner,select,In Progress
pg-supplier-atlantic,Owner,select,user-jessica
pg-supplier-baxter,Status,person,user-jessica
pg-year-end-2025,Owner,select,In Progress
pg-supplier-atlantic,Owner,select,In Progress
pg-supplier-baxter,Owner,select,user-jessica
pg-supplier-baxter,Status,select,In Progress
pg-paulie-authority,Owner,select,user-jessica
pg-supplier-atlantic,Status,person,user-jessica
pg-supplier-atlantic,Status,select,In Progress
pg-supplier-baxter,Owner,select,In Progress
pg-supplier-baxter,Status,person,user-jessica
pg-paulie-authority,Status,person,user-jessica
pg-apprentice-2027,Owner,select,In Progress
pg-paulie-authority,Status,person,In Progress
pg-supplier-copper,Status,person,user-jessica
pg-vermont,Status,person,In Progress
pg-bonus-2026,Status,select,In Progress
pg-year-end-2026,Owner,person,user-jessica
pg-supplier-baxter,Status,select,In Progress
pg-year-end-2025,Status,person,user-jessica
pg-year-end-2026,Status,person,user-jessica
pg-supplier-copper,Owner,person,user-jessica
pg-year-end-2026,Status,person,user-jessica
pg-bonus-2026,Owner,person,In Progress
pg-year-end-2026,Status,select,user-jessica
pg-apprentice-tomas,Status,person,user-jessica
pg-vermont,Owner,person,In Progress
pg-apprentice-tomas,Owner,person,In Progress
pg-supplier-atlantic,Status,person,In Progress
pg-supplier-copper,Owner,select,user-jessica
pg-supplier-atlantic,Owner,person,In Progress
pg-bonus-2026,Owner,select,In Progress
pg-paulie-authority,Owner,select,user-jessica
pg-year-end-2025,Status,select,user-jessica
pg-supplier-baxter,Owner,person,user-jessica
pg-year-end-2025,Status,person,user-jessica
pg-apprentice-tomas,Owner,person,user-jessica
pg-supplier-baxter,Status,person,user-jessica
pg-apprentice-2027,Owner,select,In Progress
pg-supplier-baxter,Owner,person,In Progress
pg-year-end-2026,Status,person,In Progress
pg-year-end-2025,Owner,person,In Progress
pg-apprentice-2027,Owner,select,In Progress
pg-supplier-copper,Status,select,user-jessica
pg-year-end-2026,Status,person,In Progress
pg-supplier-atlantic,Status,person,In Progress
pg-apprentice-2027,Owner,person,In Progress
pg-vermont,Status,person,user-jessica
pg-year-end-2026,Status,select,user-jessica
pg-supplier-atlantic,Status,person,user-jessica
pg-year-end-2025,Status,select,user-jessica
pg-apprentice-tomas,Owner,person,user-jessica
pg-apprentice-tomas,Status,select,user-jessica
pg-year-end-2026,Status,person,user-jessica
pg-year-end-2026,Owner,select,In Progress
pg-apprentice-tomas,Status,person,In Progress
pg-paulie-authority,Status,select,user-jessica
pg-bonus-2026,Status,select,user-jessica
pg-bonus-2026,Status,person,user-jessica
pg-supplier-copper,Status,person,user-jessica
pg-year-end-2026,Status,person,user-jessica
pg-supplier-baxter,Owner,select,In Progress
pg-supplier-atlantic,Owner,select,In Progress
pg-paulie-authority,Status,select,user-jessica
pg-apprentice-tomas,Status,person,user-jessica
pg-supplier-atlantic,Status,person,In Progress
pg-year-end-2025,Status,person,In Progress
pg-bonus-2026,Owner,select,In Progress
pg-supplier-atlantic,Owner,select,In Progress
pg-vermont,Owner,person,user-jessica
pg-apprentice-2027,Owner,person,user-jessica
pg-paulie-authority,Owner,person,In Progress
pg-paulie-authority,Status,select,In Progress
pg-apprentice-2027,Owner,person,In Progress
pg-supplier-atlantic,Status,select,user-jessica
pg-supplier-baxter,Owner,person,In Progress
