id,firstname,lastname,email,phone,jobtitle,company,lifecyclestage,createdate,lastmodifieddate
231,Kwame,Owusu,kwame.owusu.jenk@example.com,+12153372255,Small business,Owusu HVAC,opportunity,2026-04-11T00:00:00+00:00,2026-05-11T00:00:00+00:00
232,Blake,Sinclair,blake.sinclair.narberth@example.com,+16104408899,Homeowner,Sinclair residence,customer,2026-04-12T00:00:00+00:00,2026-05-12T00:00:00+00:00
233,Rosa,Villanueva,rosa.villanueva.montco@example.com,+12154412277,Bakery owner,Villanueva Bakery,lead,2026-04-13T00:00:00+00:00,2026-05-13T00:00:00+00:00
234,Emmett,O'Halloran,emmett.oh.newtown@example.com,+12675512201,Homeowner,O'Halloran residence,subscriber,2026-04-14T00:00:00+00:00,2026-05-14T00:00:00+00:00
235,Yuko,Tanaka,yuko.tanaka.doylestown@example.com,+12155553301,Restaurant owner,Tanaka Sushi,opportunity,2026-04-15T00:00:00+00:00,2026-05-15T00:00:00+00:00
236,Andrei,Popa,andrei.popa.wynnwd@example.com,+16109914433,Homeowner,Popa residence,customer,2026-04-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
237,Grace,Whitfield,grace.whitfield.jenk@example.com,+12153302299,Homeowner,Whitfield residence,lead,2026-04-17T00:00:00+00:00,2026-05-17T00:00:00+00:00
238,Chuck,Halvorsen,chuck.halvorsen.trooper@example.com,+16104402188,Small business,Halvorsen Handyman,subscriber,2026-04-18T00:00:00+00:00,2026-05-18T00:00:00+00:00
239,Emma,Nakashima,emma.nakashima.narberth@example.com,+16104408822,Small business,Nakashima Yoga,opportunity,2026-04-19T00:00:00+00:00,2026-05-19T00:00:00+00:00
240,Jared,Ellsworth,jared.ellsworth.blueBell@example.com,+12153302266,Homeowner,Ellsworth residence,customer,2026-04-20T00:00:00+00:00,2026-05-20T00:00:00+00:00
241,Marcy,Halvatzis,marcy.halvatzis.montco@example.com,+12154412299,Deli owner,Halvatzis Deli,lead,2026-04-21T00:00:00+00:00,2026-05-21T00:00:00+00:00
242,Terry,Colfax,terry.colfax.newtown@example.com,+12675512244,Homeowner,Colfax residence,subscriber,2026-04-22T00:00:00+00:00,2026-05-22T00:00:00+00:00
243,Nina,Volkov,nina.volkov.phila@example.com,+12155553477,Salon owner,Volkov Salon,opportunity,2026-04-23T00:00:00+00:00,2026-05-23T00:00:00+00:00
244,Isaac,Levine,isaac.levine.wynnwd@example.com,+16109914477,Homeowner,Levine residence,customer,2026-04-24T00:00:00+00:00,2026-05-24T00:00:00+00:00
245,Marion,Bratt,marion.bratt.doylestown@example.com,+12155553488,Print shop owner,Bratt Print Shop,lead,2026-04-25T00:00:00+00:00,2026-05-25T00:00:00+00:00
246,Karl,Osterberg,karl.osterberg.hatboro@example.com,+12155502266,Homeowner,Osterberg residence,subscriber,2026-04-26T00:00:00+00:00,2026-05-26T00:00:00+00:00
247,Rina,Mehta,rina.mehta.jenk@example.com,+12153372299,Homeowner,Mehta residence,opportunity,2026-04-27T00:00:00+00:00,2026-05-27T00:00:00+00:00
248,Corbin,Fitzsimmons,corbin.fitz.chelt@example.com,+12154678833,Homeowner,Fitzsimmons residence,customer,2026-04-28T00:00:00+00:00,2026-05-28T00:00:00+00:00
249,Tessa,Rathbone,tessa.rathbone.narberth@example.com,+16104408833,Homeowner,Rathbone residence,lead,2026-04-29T00:00:00+00:00,2026-05-29T00:00:00+00:00
250,Wendell,Wolcott,wendell.wolcott.trooper@example.com,+16104402277,Shop owner,Wolcott Auto,subscriber,2026-04-30T00:00:00+00:00,2026-05-30T00:00:00+00:00
251,Sonia,Larue,sonia.larue.abington@example.com,+12154413388,Homeowner,Larue residence,opportunity,2026-05-01T00:00:00+00:00,2026-05-31T00:00:00+00:00
252,Roscoe,Danville,roscoe.danville.buckscnty@example.com,+12155553299,Retail owner,Danville Fireplace Shop,customer,2026-05-02T00:00:00+00:00,2026-06-01T00:00:00+00:00
253,Freya,Ostrom,freya.ostrom.hatboro@example.com,+12155502288,Homeowner,Ostrom residence,lead,2026-05-03T00:00:00+00:00,2026-06-02T00:00:00+00:00
254,Landon,Pettibone,landon.pettibone.chelt@example.com,+12154678844,Homeowner,Pettibone residence,subscriber,2026-05-04T00:00:00+00:00,2026-06-03T00:00:00+00:00
255,Selma,Vega,selma.vega.montco@example.com,+12154412288,Homeowner,Vega Family Home,opportunity,2026-05-05T00:00:00+00:00,2026-06-04T00:00:00+00:00
256,Norbert,Kranzler,norbert.kranzler.blueBell@example.com,+12153302277,Homeowner,Kranzler residence,customer,2026-05-06T00:00:00+00:00,2026-06-05T00:00:00+00:00
257,Eva,Truong,eva.truong.jenk@example.com,+12153302299,Homeowner,Truong residence,lead,2026-05-07T00:00:00+00:00,2026-06-06T00:00:00+00:00
258,Tomas,Yannakis,tomas.yannakis.doylestown@example.com,+12155553501,Diner owner,Yannakis Diner,subscriber,2026-05-08T00:00:00+00:00,2026-06-07T00:00:00+00:00
259,Rae,Bellinger,rae.bellinger.hatboro@example.com,+12155502299,Homeowner,Bellinger residence,opportunity,2026-05-09T00:00:00+00:00,2026-06-08T00:00:00+00:00
260,Miguel,Ceballos,miguel.ceballos.newtown@example.com,+12675512255,Homeowner,Ceballos residence,customer,2026-05-10T00:00:00+00:00,2026-06-09T00:00:00+00:00
261,Judy,Petracek,judy.petracek.narberth@example.com,+16104408844,Homeowner,Petracek residence,lead,2026-05-11T00:00:00+00:00,2026-06-10T00:00:00+00:00
262,Nate,Woodhouse,nate.woodhouse.buckscnty@example.com,+12155553522,Small business,Woodhouse Woodworks,subscriber,2026-05-12T00:00:00+00:00,2026-06-11T00:00:00+00:00
263,Emeka,Obi,emeka.obi.abington@example.com,+12154413399,Homeowner,Obi residence,opportunity,2026-05-13T00:00:00+00:00,2026-06-12T00:00:00+00:00
264,Cara,Villalobos,cara.villalobos.chelt@example.com,+12154678855,Grocery owner,Villalobos Grocery,customer,2026-05-14T00:00:00+00:00,2026-06-13T00:00:00+00:00
265,Ross,Alderton,ross.alderton.wynnwd@example.com,+16109914499,Homeowner,Alderton residence,lead,2026-05-15T00:00:00+00:00,2026-06-14T00:00:00+00:00
266,Nia,Cheng,nia.cheng.montco@example.com,+12154412201,Small business,Cheng Photography,subscriber,2026-05-16T00:00:00+00:00,2026-06-15T00:00:00+00:00
267,Gabe,Ostroski,gabe.ostroski.trooper@example.com,+16104402299,Homeowner,Ostroski residence,opportunity,2026-05-17T00:00:00+00:00,2026-06-16T00:00:00+00:00
268,Vera,Melnyk,vera.melnyk.phila@example.com,+12155553577,Homeowner,Melnyk residence,customer,2026-05-18T00:00:00+00:00,2026-06-17T00:00:00+00:00
269,Boris,Yatsyshyn,boris.yat.phila@example.com,+12155553588,Homeowner,Yatsyshyn residence,lead,2026-05-19T00:00:00+00:00,2026-06-18T00:00:00+00:00
270,Karolina,Zwolinski,karolina.zwol.phila@example.com,+12155553599,Homeowner,Zwolinski residence,subscriber,2026-05-20T00:00:00+00:00,2026-06-19T00:00:00+00:00
271,Mateo,Aguilar,mateo.aguilar.phila@example.com,+12155553610,Homeowner,Aguilar residence,opportunity,2026-05-21T00:00:00+00:00,2026-06-20T00:00:00+00:00
272,Halia,Kravchenko,halia.kravchenko.phila@example.com,+12155553621,Homeowner,Kravchenko residence,customer,2026-05-22T00:00:00+00:00,2026-06-21T00:00:00+00:00
273,Kian,Mostafavi,kian.mostafavi.phila@example.com,+12155553632,Homeowner,Mostafavi residence,lead,2026-05-23T00:00:00+00:00,2026-06-22T00:00:00+00:00
274,Nina,Sokolik,nina.sokolik.phila@example.com,+12155553643,Homeowner,Sokolik residence,subscriber,2026-05-24T00:00:00+00:00,2026-06-23T00:00:00+00:00
275,Levi,Poznanski,levi.poznanski.phila@example.com,+12155553654,Homeowner,Poznanski residence,opportunity,2026-05-25T00:00:00+00:00,2026-06-24T00:00:00+00:00
276,Mira,Yablonsky,mira.yablonsky.phila@example.com,+12155553665,Homeowner,Yablonsky residence,customer,2026-05-26T00:00:00+00:00,2026-06-25T00:00:00+00:00
277,Otis,Barczak,otis.barczak.phila@example.com,+12155553676,Homeowner,Barczak residence,lead,2026-05-27T00:00:00+00:00,2026-06-26T00:00:00+00:00
278,Sasha,Levasseur,sasha.levasseur.phila@example.com,+12155553687,Homeowner,Levasseur residence,subscriber,2026-05-28T00:00:00+00:00,2026-06-27T00:00:00+00:00
279,Rex,Kaminski,rex.kaminski.phila@example.com,+12155553698,Homeowner,Kaminski residence,opportunity,2026-05-29T00:00:00+00:00,2026-06-28T00:00:00+00:00
280,Uri,Perlman,uri.perlman.phila@example.com,+12155553710,Homeowner,Perlman residence,customer,2026-05-30T00:00:00+00:00,2026-06-29T00:00:00+00:00
281,Petra,Dvorak,petra.dvorak.phila@example.com,+12155553722,Homeowner,Dvorak residence,lead,2026-05-31T00:00:00+00:00,2026-06-30T00:00:00+00:00
282,Beau,Antczak,beau.antczak.phila@example.com,+12155553733,Homeowner,Antczak residence,subscriber,2026-06-01T00:00:00+00:00,2026-07-01T00:00:00+00:00
283,Malia,Rutkowski,malia.rutkowski.phila@example.com,+12155553744,Homeowner,Rutkowski residence,opportunity,2026-06-02T00:00:00+00:00,2026-07-02T00:00:00+00:00
284,Vlad,Bezpalko,vlad.bezpalko.phila@example.com,+12155553755,Homeowner,Bezpalko residence,customer,2026-06-03T00:00:00+00:00,2026-07-03T00:00:00+00:00
285,Zara,Bushnell,zara.bushnell.phila@example.com,+12155553766,Homeowner,Bushnell residence,lead,2026-06-04T00:00:00+00:00,2026-07-04T00:00:00+00:00
286,Nolan,Petrylla,nolan.petrylla.phila@example.com,+12155553777,Homeowner,Petrylla residence,subscriber,2026-06-05T00:00:00+00:00,2026-07-05T00:00:00+00:00
287,Ivy,Slobodian,ivy.slobodian.phila@example.com,+12155553788,Homeowner,Slobodian residence,opportunity,2026-06-06T00:00:00+00:00,2026-07-06T00:00:00+00:00
288,Dax,Karpenko,dax.karpenko.phila@example.com,+12155553799,Homeowner,Karpenko residence,customer,2026-06-07T00:00:00+00:00,2026-07-07T00:00:00+00:00
289,Aria,Ostapchuk,aria.ostapchuk.phila@example.com,+12155553810,Homeowner,Ostapchuk residence,lead,2026-06-08T00:00:00+00:00,2026-07-08T00:00:00+00:00
290,Zeke,Mroz,zeke.mroz.phila@example.com,+12155553821,Homeowner,Mroz residence,subscriber,2026-06-09T00:00:00+00:00,2026-07-09T00:00:00+00:00
291,Livia,Karczewska,livia.karcz.phila@example.com,+12155553832,Homeowner,Karczewska residence,opportunity,2026-06-10T00:00:00+00:00,2026-07-10T00:00:00+00:00
292,Jonas,Sawka,jonas.sawka.phila@example.com,+12155553843,Homeowner,Sawka residence,customer,2026-06-11T00:00:00+00:00,2026-07-11T00:00:00+00:00
293,Elena,Voytko,elena.voytko.phila@example.com,+12155553854,Homeowner,Voytko residence,lead,2026-06-12T00:00:00+00:00,2026-07-12T00:00:00+00:00
294,Gio,Panasyuk,gio.panasyuk.phila@example.com,+12155553865,Homeowner,Panasyuk residence,subscriber,2026-06-13T00:00:00+00:00,2026-07-13T00:00:00+00:00
295,Ilona,Tarasenko,ilona.tarasenko.phila@example.com,+12155553876,Homeowner,Tarasenko residence,opportunity,2026-06-14T00:00:00+00:00,2026-07-14T00:00:00+00:00
296,Yosef,Guzik,yosef.guzik.phila@example.com,+12155553887,Homeowner,Guzik residence,customer,2026-06-15T00:00:00+00:00,2026-07-15T00:00:00+00:00
297,Larisa,Dovhan,larisa.dovhan.phila@example.com,+12155553898,Homeowner,Dovhan residence,lead,2026-06-16T00:00:00+00:00,2026-07-16T00:00:00+00:00
298,Anton,Cherkas,anton.cherkas.phila@example.com,+12155553909,Homeowner,Cherkas residence,subscriber,2026-06-17T00:00:00+00:00,2026-07-17T00:00:00+00:00
299,Zita,Filimonov,zita.filimonov.phila@example.com,+12155553920,Homeowner,Filimonov residence,opportunity,2026-06-18T00:00:00+00:00,2026-07-18T00:00:00+00:00
300,Radek,Boyko,radek.boyko.phila@example.com,+12155553931,Homeowner,Boyko residence,customer,2026-06-19T00:00:00+00:00,2026-07-19T00:00:00+00:00
301,Vika,Chornovil,vika.chornovil.phila@example.com,+12155553942,Homeowner,Chornovil residence,lead,2026-06-20T00:00:00+00:00,2026-07-20T00:00:00+00:00
302,Dorian,Kobzar,dorian.kobzar.phila@example.com,+12155553953,Homeowner,Kobzar residence,subscriber,2026-06-21T00:00:00+00:00,2026-07-21T00:00:00+00:00
303,Lada,Marchenko,lada.marchenko.phila@example.com,+12155553964,Homeowner,Marchenko residence,opportunity,2026-06-22T00:00:00+00:00,2026-07-22T00:00:00+00:00
304,Bogdan,Zaremba,bogdan.zaremba.phila@example.com,+12155553975,Homeowner,Zaremba residence,customer,2026-06-23T00:00:00+00:00,2026-07-23T00:00:00+00:00
305,Vasyl,Bondarenko,vasyl.b.phila@example.com,+12155553986,Homeowner,Bondarenko residence,lead,2026-06-24T00:00:00+00:00,2026-07-24T00:00:00+00:00
306,Nadia,Kryvitsky,nadia.kryvitsky.phila@example.com,+12155553997,Homeowner,Kryvitsky residence,subscriber,2026-06-25T00:00:00+00:00,2026-07-25T00:00:00+00:00
