invoice_id,invoice_number,type,contact_id,contact_name,date,due_date,status,line_amount_types,sub_total,total_tax,total,amount_due,amount_paid,currency_code,reference
inv_xero_0206,XR-INV-0206,ACCREC,cnt_xero_who,WHO,2024-07-15,2024-08-15,PAID,NoTax,3200,0.00,3200,0.00,3200,USD,Reference invoice
inv_xero_0207,XR-INV-0207,ACCPAY,cnt_xero_delta,Delta Air Lines,2024-08-15,2024-09-15,PAID,NoTax,150,0.00,150,0.00,150,USD,Reference invoice
inv_xero_0208,XR-INV-0208,ACCREC,cnt_xero_who,WHO,2024-09-15,2024-10-15,PAID,NoTax,500,0.00,500,0.00,500,USD,Reference invoice
inv_xero_0209,XR-INV-0209,ACCPAY,cnt_xero_delta,Delta Air Lines,2024-10-15,2024-11-15,PAID,NoTax,100,0.00,100,0.00,100,USD,Reference invoice
inv_xero_0210,XR-INV-0210,ACCREC,cnt_xero_who,WHO,2024-11-15,2024-12-15,PAID,NoTax,2000,0.00,2000,0.00,2000,USD,Reference invoice
inv_xero_0211,XR-INV-0211,ACCPAY,cnt_xero_delta,Delta Air Lines,2024-12-15,2024-13-15,PAID,NoTax,400,0.00,400,0.00,400,USD,Reference invoice
inv_xero_0212,XR-INV-0212,ACCREC,cnt_xero_who,WHO,2024-01-15,2024-02-15,PAID,NoTax,1000,0.00,1000,0.00,1000,USD,Reference invoice
inv_xero_0213,XR-INV-0213,ACCPAY,cnt_xero_delta,Delta Air Lines,2024-02-15,2024-03-15,PAID,NoTax,50,0.00,50,0.00,50,USD,Reference invoice
inv_xero_0214,XR-INV-0214,ACCREC,cnt_xero_who,WHO,2024-03-15,2024-04-15,PAID,NoTax,2000,0.00,2000,0.00,2000,USD,Reference invoice
inv_xero_0215,XR-INV-0215,ACCPAY,cnt_xero_delta,Delta Air Lines,2024-04-15,2024-05-15,PAID,NoTax,50,0.00,50,0.00,50,USD,Reference invoice
inv_xero_0216,XR-INV-0216,ACCREC,cnt_xero_who,WHO,2024-05-15,2024-06-15,PAID,NoTax,2000,0.00,2000,0.00,2000,USD,Reference invoice
inv_xero_0217,XR-INV-0217,ACCPAY,cnt_xero_delta,Delta Air Lines,2024-06-15,2024-07-15,PAID,NoTax,100,0.00,100,0.00,100,USD,Reference invoice
inv_xero_0218,XR-INV-0218,ACCREC,cnt_xero_who,WHO,2024-07-15,2024-08-15,PAID,NoTax,3200,0.00,3200,0.00,3200,USD,Reference invoice
inv_xero_0219,XR-INV-0219,ACCPAY,cnt_xero_delta,Delta Air Lines,2024-08-15,2024-09-15,PAID,NoTax,50,0.00,50,0.00,50,USD,Reference invoice
inv_xero_0220,XR-INV-0220,ACCREC,cnt_xero_who,WHO,2024-09-15,2024-10-15,PAID,NoTax,2500,0.00,2500,0.00,2500,USD,Reference invoice
inv_xero_0221,XR-INV-0221,ACCPAY,cnt_xero_delta,Delta Air Lines,2024-10-15,2024-11-15,PAID,NoTax,150,0.00,150,0.00,150,USD,Reference invoice
inv_xero_0222,XR-INV-0222,ACCREC,cnt_xero_who,WHO,2024-11-15,2024-12-15,PAID,NoTax,3200,0.00,3200,0.00,3200,USD,Reference invoice
inv_xero_0223,XR-INV-0223,ACCPAY,cnt_xero_delta,Delta Air Lines,2024-12-15,2024-13-15,PAID,NoTax,100,0.00,100,0.00,100,USD,Reference invoice
inv_xero_0224,XR-INV-0224,ACCREC,cnt_xero_who,WHO,2025-01-15,2025-02-15,PAID,NoTax,1000,0.00,1000,0.00,1000,USD,Reference invoice
inv_xero_0225,XR-INV-0225,ACCPAY,cnt_xero_delta,Delta Air Lines,2025-02-15,2025-03-15,PAID,NoTax,400,0.00,400,0.00,400,USD,Reference invoice
inv_xero_0226,XR-INV-0226,ACCREC,cnt_xero_who,WHO,2025-03-15,2025-04-15,PAID,NoTax,3200,0.00,3200,0.00,3200,USD,Reference invoice
inv_xero_0227,XR-INV-0227,ACCPAY,cnt_xero_delta,Delta Air Lines,2025-04-15,2025-05-15,PAID,NoTax,150,0.00,150,0.00,150,USD,Reference invoice
inv_xero_0228,XR-INV-0228,ACCREC,cnt_xero_who,WHO,2025-05-15,2025-06-15,PAID,NoTax,1000,0.00,1000,0.00,1000,USD,Reference invoice
inv_xero_0229,XR-INV-0229,ACCPAY,cnt_xero_delta,Delta Air Lines,2025-06-15,2025-07-15,PAID,NoTax,150,0.00,150,0.00,150,USD,Reference invoice
inv_xero_0230,XR-INV-0230,ACCREC,cnt_xero_who,WHO,2025-07-15,2025-08-15,PAID,NoTax,1500,0.00,1500,0.00,1500,USD,Reference invoice
inv_xero_0231,XR-INV-0231,ACCPAY,cnt_xero_delta,Delta Air Lines,2025-08-15,2025-09-15,PAID,NoTax,100,0.00,100,0.00,100,USD,Reference invoice
inv_xero_0232,XR-INV-0232,ACCREC,cnt_xero_who,WHO,2025-09-15,2025-10-15,PAID,NoTax,1500,0.00,1500,0.00,1500,USD,Reference invoice
inv_xero_0233,XR-INV-0233,ACCPAY,cnt_xero_delta,Delta Air Lines,2025-10-15,2025-11-15,PAID,NoTax,50,0.00,50,0.00,50,USD,Reference invoice
inv_xero_0234,XR-INV-0234,ACCREC,cnt_xero_who,WHO,2025-11-15,2025-12-15,PAID,NoTax,2000,0.00,2000,0.00,2000,USD,Reference invoice
inv_xero_0235,XR-INV-0235,ACCPAY,cnt_xero_delta,Delta Air Lines,2025-12-15,2025-13-15,PAID,NoTax,150,0.00,150,0.00,150,USD,Reference invoice
inv_xero_0236,XR-INV-0236,ACCREC,cnt_xero_who,WHO,2025-01-15,2025-02-15,PAID,NoTax,1500,0.00,1500,0.00,1500,USD,Reference invoice
inv_xero_0237,XR-INV-0237,ACCPAY,cnt_xero_delta,Delta Air Lines,2025-02-15,2025-03-15,PAID,NoTax,400,0.00,400,0.00,400,USD,Reference invoice
inv_xero_0238,XR-INV-0238,ACCREC,cnt_xero_who,WHO,2025-03-15,2025-04-15,PAID,NoTax,500,0.00,500,0.00,500,USD,Reference invoice
inv_xero_0239,XR-INV-0239,ACCPAY,cnt_xero_delta,Delta Air Lines,2025-04-15,2025-05-15,PAID,NoTax,150,0.00,150,0.00,150,USD,Reference invoice
inv_xero_0240,XR-INV-0240,ACCREC,cnt_xero_who,WHO,2025-05-15,2025-06-15,PAID,NoTax,1000,0.00,1000,0.00,1000,USD,Reference invoice
inv_xero_0241,XR-INV-0241,ACCPAY,cnt_xero_delta,Delta Air Lines,2025-06-15,2025-07-15,PAID,NoTax,50,0.00,50,0.00,50,USD,Reference invoice
inv_xero_0242,XR-INV-0242,ACCREC,cnt_xero_who,WHO,2025-07-15,2025-08-15,PAID,NoTax,2500,0.00,2500,0.00,2500,USD,Reference invoice
inv_xero_0243,XR-INV-0243,ACCPAY,cnt_xero_delta,Delta Air Lines,2025-08-15,2025-09-15,PAID,NoTax,50,0.00,50,0.00,50,USD,Reference invoice
inv_xero_0244,XR-INV-0244,ACCREC,cnt_xero_who,WHO,2025-09-15,2025-10-15,PAID,NoTax,1000,0.00,1000,0.00,1000,USD,Reference invoice
inv_xero_0245,XR-INV-0245,ACCPAY,cnt_xero_delta,Delta Air Lines,2025-10-15,2025-11-15,PAID,NoTax,100,0.00,100,0.00,100,USD,Reference invoice
inv_xero_0246,XR-INV-0246,ACCREC,cnt_xero_who,WHO,2025-11-15,2025-12-15,PAID,NoTax,2500,0.00,2500,0.00,2500,USD,Reference invoice
inv_xero_0247,XR-INV-0247,ACCPAY,cnt_xero_delta,Delta Air Lines,2025-12-15,2025-13-15,PAID,NoTax,400,0.00,400,0.00,400,USD,Reference invoice
inv_xero_0248,XR-INV-0248,ACCREC,cnt_xero_who,WHO,2026-01-15,2026-02-15,PAID,NoTax,2500,0.00,2500,0.00,2500,USD,Reference invoice
inv_xero_0249,XR-INV-0249,ACCPAY,cnt_xero_delta,Delta Air Lines,2026-02-15,2026-03-15,PAID,NoTax,100,0.00,100,0.00,100,USD,Reference invoice
inv_xero_0250,XR-INV-0250,ACCREC,cnt_xero_who,WHO,2026-03-15,2026-04-15,PAID,NoTax,1500,0.00,1500,0.00,1500,USD,Reference invoice
inv_xero_0251,XR-INV-0251,ACCPAY,cnt_xero_delta,Delta Air Lines,2026-04-15,2026-05-15,PAID,NoTax,250,0.00,250,0.00,250,USD,Reference invoice
inv_xero_0252,XR-INV-0252,ACCREC,cnt_xero_who,WHO,2026-05-15,2026-06-15,PAID,NoTax,2000,0.00,2000,0.00,2000,USD,Reference invoice
inv_xero_0253,XR-INV-0253,ACCPAY,cnt_xero_delta,Delta Air Lines,2026-06-15,2026-07-15,PAID,NoTax,100,0.00,100,0.00,100,USD,Reference invoice
inv_xero_0254,XR-INV-0254,ACCREC,cnt_xero_who,WHO,2026-07-15,2026-08-15,PAID,NoTax,3200,0.00,3200,0.00,3200,USD,Reference invoice
inv_xero_0255,XR-INV-0255,ACCPAY,cnt_xero_delta,Delta Air Lines,2026-08-15,2026-09-15,PAID,NoTax,250,0.00,250,0.00,250,USD,Reference invoice
inv_xero_0256,XR-INV-0256,ACCREC,cnt_xero_who,WHO,2026-09-15,2026-10-15,PAID,NoTax,2500,0.00,2500,0.00,2500,USD,Reference invoice
inv_xero_0257,XR-INV-0257,ACCPAY,cnt_xero_delta,Delta Air Lines,2026-10-15,2026-11-15,PAID,NoTax,50,0.00,50,0.00,50,USD,Reference invoice
inv_xero_0258,XR-INV-0258,ACCREC,cnt_xero_who,WHO,2026-11-15,2026-12-15,PAID,NoTax,2500,0.00,2500,0.00,2500,USD,Reference invoice
inv_xero_0259,XR-INV-0259,ACCPAY,cnt_xero_delta,Delta Air Lines,2026-12-15,2026-13-15,PAID,NoTax,100,0.00,100,0.00,100,USD,Reference invoice
inv_xero_0260,XR-INV-0260,ACCREC,cnt_xero_who,WHO,2026-01-15,2026-02-15,PAID,NoTax,500,0.00,500,0.00,500,USD,Reference invoice
inv_xero_0261,XR-INV-0261,ACCPAY,cnt_xero_delta,Delta Air Lines,2026-02-15,2026-03-15,PAID,NoTax,100,0.00,100,0.00,100,USD,Reference invoice
inv_xero_0262,XR-INV-0262,ACCREC,cnt_xero_who,WHO,2026-03-15,2026-04-15,PAID,NoTax,1000,0.00,1000,0.00,1000,USD,Reference invoice
inv_xero_0263,XR-INV-0263,ACCPAY,cnt_xero_delta,Delta Air Lines,2026-04-15,2026-05-15,PAID,NoTax,100,0.00,100,0.00,100,USD,Reference invoice
inv_xero_0264,XR-INV-0264,ACCREC,cnt_xero_who,WHO,2026-05-15,2026-06-15,PAID,NoTax,1000,0.00,1000,0.00,1000,USD,Reference invoice
inv_xero_0265,XR-INV-0265,ACCPAY,cnt_xero_delta,Delta Air Lines,2026-06-15,2026-07-15,PAID,NoTax,50,0.00,50,0.00,50,USD,Reference invoice
inv_xero_0266,XR-INV-0266,ACCREC,cnt_xero_who,WHO,2026-07-15,2026-08-15,PAID,NoTax,1500,0.00,1500,0.00,1500,USD,Reference invoice
inv_xero_0267,XR-INV-0267,ACCPAY,cnt_xero_delta,Delta Air Lines,2026-08-15,2026-09-15,PAID,NoTax,250,0.00,250,0.00,250,USD,Reference invoice
inv_xero_0268,XR-INV-0268,ACCREC,cnt_xero_who,WHO,2026-09-15,2026-10-15,PAID,NoTax,500,0.00,500,0.00,500,USD,Reference invoice
inv_xero_0269,XR-INV-0269,ACCPAY,cnt_xero_delta,Delta Air Lines,2026-10-15,2026-11-15,PAID,NoTax,100,0.00,100,0.00,100,USD,Reference invoice
inv_xero_0270,XR-INV-0270,ACCREC,cnt_xero_who,WHO,2026-11-15,2026-12-15,PAID,NoTax,3200,0.00,3200,0.00,3200,USD,Reference invoice
inv_xero_0271,XR-INV-0271,ACCPAY,cnt_xero_delta,Delta Air Lines,2026-12-15,2026-13-15,PAID,NoTax,50,0.00,50,0.00,50,USD,Reference invoice
inv_xero_0272,XR-INV-0272,ACCREC,cnt_xero_who,WHO,2026-01-15,2026-02-15,PAID,NoTax,1000,0.00,1000,0.00,1000,USD,Reference invoice
inv_xero_0273,XR-INV-0273,ACCPAY,cnt_xero_delta,Delta Air Lines,2026-02-15,2026-03-15,PAID,NoTax,100,0.00,100,0.00,100,USD,Reference invoice
inv_xero_0274,XR-INV-0274,ACCREC,cnt_xero_who,WHO,2026-03-15,2026-04-15,PAID,NoTax,3200,0.00,3200,0.00,3200,USD,Reference invoice
inv_xero_0275,XR-INV-0275,ACCPAY,cnt_xero_delta,Delta Air Lines,2026-04-15,2026-05-15,PAID,NoTax,150,0.00,150,0.00,150,USD,Reference invoice
inv_xero_0276,XR-INV-0276,ACCREC,cnt_xero_who,WHO,2026-05-15,2026-06-15,PAID,NoTax,1000,0.00,1000,0.00,1000,USD,Reference invoice
inv_xero_0277,XR-INV-0277,ACCPAY,cnt_xero_delta,Delta Air Lines,2026-06-15,2026-07-15,PAID,NoTax,400,0.00,400,0.00,400,USD,Reference invoice
inv_xero_0278,XR-INV-0278,ACCREC,cnt_xero_who,WHO,2026-07-15,2026-08-15,PAID,NoTax,1000,0.00,1000,0.00,1000,USD,Reference invoice
inv_xero_0279,XR-INV-0279,ACCPAY,cnt_xero_delta,Delta Air Lines,2026-08-15,2026-09-15,PAID,NoTax,150,0.00,150,0.00,150,USD,Reference invoice
inv_xero_0280,XR-INV-0280,ACCREC,cnt_xero_who,WHO,2026-09-15,2026-10-15,PAID,NoTax,1500,0.00,1500,0.00,1500,USD,Reference invoice
