Id,FirstName,LastName,Company,Email,Phone,Status,LeadSource,Industry,Rating
00QAx0LEAD_CALLO19,Russ,Calloway,Bear Creek Livestock,russ@bearcreeklivestock.example,(541) 555-6209,Unqualified,CBRA referral,Dairy Farming,Warm
00QAx0LEAD_BLAIN20,Travis,Blain,Blain Bros Cattle Co,travis@blainbros.example,(541) 555-6220,Qualified,Referral - Henderson,Dairy Farming,Warm
00QAx0LEAD_O'BRI21,Megan,O'Brien,O'Brien Equine Boarding,megan@obrienequine.example,(541) 555-6231,Working,Cold Call,Cattle Ranching,Warm
00QAx0LEAD_FOSTE22,Wade,Foster,Crooked River Cattle,wade@crookedrivercattle.example,(541) 555-6242,New,CBRA referral,Sheep Ranching,Warm
00QAx0LEAD_MATHI23,Cody,Mathis,High Lonesome Ranch,cody@highlonesomeranch.example,(541) 555-6253,Unqualified,CBRA referral,Cattle Ranching,Warm
00QAx0LEAD_DOYLE24,Garrett,Doyle,Painted Hills Cattle,garrett@paintedhillscattle.example,(541) 555-6264,Unqualified,Web Form,Equine Boarding,Warm
00QAx0LEAD_BECKE25,Nora,Beckett,Wychus Creek Ranch,nora@wychuscreek.example,(541) 555-6275,Working,Web Form,Cattle Ranching,Cold
00QAx0LEAD_YARBO26,Dell,Yarborough,Ochoco Cattle Co,dell@ochococattle.example,(541) 555-6286,Working,Cold Call,Sheep Ranching,Warm
00QAx0LEAD_RENNE27,Cal,Renner,Pine Mountain Ranch,cal@pinemountainranch.example,(541) 555-6297,Working,Cold Call,Dairy Farming,Hot
00QAx0LEAD_LINDQ28,Greta,Lindqvist,Aspen Valley Ranch,greta@aspenvalleyranch.example,(541) 555-6308,New,CBRA referral,Equine Boarding,Cold
00QAx0LEAD_CALLO29,Russ,Calloway,Bear Creek Livestock,russ@bearcreeklivestock.example,(541) 555-6319,New,Trade Show - NW Cattlemen,Sheep Ranching,Warm
00QAx0LEAD_BLAIN30,Travis,Blain,Blain Bros Cattle Co,travis@blainbros.example,(541) 555-6330,Working,Cold Call,Equine Boarding,Warm
00QAx0LEAD_O'BRI31,Megan,O'Brien,O'Brien Equine Boarding,megan@obrienequine.example,(541) 555-6341,New,Referral - Henderson,Equine Boarding,Hot
00QAx0LEAD_FOSTE32,Wade,Foster,Crooked River Cattle,wade@crookedrivercattle.example,(541) 555-6352,Working,CBRA referral,Cattle Ranching,Warm
00QAx0LEAD_MATHI33,Cody,Mathis,High Lonesome Ranch,cody@highlonesomeranch.example,(541) 555-6363,New,CBRA referral,Cattle Ranching,Hot
00QAx0LEAD_DOYLE34,Garrett,Doyle,Painted Hills Cattle,garrett@paintedhillscattle.example,(541) 555-6374,Working,CBRA referral,Dairy Farming,Cold
00QAx0LEAD_BECKE35,Nora,Beckett,Wychus Creek Ranch,nora@wychuscreek.example,(541) 555-6385,Working,Web Form,Cattle Ranching,Warm
00QAx0LEAD_YARBO36,Dell,Yarborough,Ochoco Cattle Co,dell@ochococattle.example,(541) 555-6396,Qualified,Referral - Henderson,Sheep Ranching,Hot
00QAx0LEAD_RENNE37,Cal,Renner,Pine Mountain Ranch,cal@pinemountainranch.example,(541) 555-6407,Working,Trade Show - NW Cattlemen,Sheep Ranching,Hot
00QAx0LEAD_LINDQ38,Greta,Lindqvist,Aspen Valley Ranch,greta@aspenvalleyranch.example,(541) 555-6418,Qualified,Referral - Whitfield,Sheep Ranching,Warm
00QAx0LEAD_CALLO39,Russ,Calloway,Bear Creek Livestock,russ@bearcreeklivestock.example,(541) 555-6429,Nurturing,CBRA referral,Equine Boarding,Cold
00QAx0LEAD_BLAIN40,Travis,Blain,Blain Bros Cattle Co,travis@blainbros.example,(541) 555-6440,Working,Referral - Whitfield,Cattle Ranching,Warm
00QAx0LEAD_O'BRI41,Megan,O'Brien,O'Brien Equine Boarding,megan@obrienequine.example,(541) 555-6451,Working,Cold Call,Cattle Ranching,Warm
00QAx0LEAD_FOSTE42,Wade,Foster,Crooked River Cattle,wade@crookedrivercattle.example,(541) 555-6462,Unqualified,Web Form,Cattle Ranching,Warm
00QAx0LEAD_MATHI43,Cody,Mathis,High Lonesome Ranch,cody@highlonesomeranch.example,(541) 555-6473,Working,CBRA referral,Cattle Ranching,Warm
00QAx0LEAD_DOYLE44,Garrett,Doyle,Painted Hills Cattle,garrett@paintedhillscattle.example,(541) 555-6484,Qualified,Cold Call,Dairy Farming,Hot
00QAx0LEAD_BECKE45,Nora,Beckett,Wychus Creek Ranch,nora@wychuscreek.example,(541) 555-6495,Working,Referral - Henderson,Equine Boarding,Warm
00QAx0LEAD_YARBO46,Dell,Yarborough,Ochoco Cattle Co,dell@ochococattle.example,(541) 555-6506,Unqualified,CBRA referral,Dairy Farming,Warm
00QAx0LEAD_RENNE47,Cal,Renner,Pine Mountain Ranch,cal@pinemountainranch.example,(541) 555-6517,Qualified,Referral - Whitfield,Sheep Ranching,Cold
00QAx0LEAD_LINDQ48,Greta,Lindqvist,Aspen Valley Ranch,greta@aspenvalleyranch.example,(541) 555-6528,Working,Cold Call,Dairy Farming,Warm
00QAx0LEAD_CALLO49,Russ,Calloway,Bear Creek Livestock,russ@bearcreeklivestock.example,(541) 555-6539,Working,Referral - Whitfield,Cattle Ranching,Cold
00QAx0LEAD_BLAIN50,Travis,Blain,Blain Bros Cattle Co,travis@blainbros.example,(541) 555-6550,Working,Trade Show - NW Cattlemen,Cattle Ranching,Hot
00QAx0LEAD_O'BRI51,Megan,O'Brien,O'Brien Equine Boarding,megan@obrienequine.example,(541) 555-6561,Working,CBRA referral,Sheep Ranching,Hot
00QAx0LEAD_FOSTE52,Wade,Foster,Crooked River Cattle,wade@crookedrivercattle.example,(541) 555-6572,Qualified,Cold Call,Equine Boarding,Cold
00QAx0LEAD_MATHI53,Cody,Mathis,High Lonesome Ranch,cody@highlonesomeranch.example,(541) 555-6583,Working,CBRA referral,Cattle Ranching,Warm
00QAx0LEAD_DOYLE54,Garrett,Doyle,Painted Hills Cattle,garrett@paintedhillscattle.example,(541) 555-6594,Working,Trade Show - NW Cattlemen,Equine Boarding,Warm
00QAx0LEAD_BECKE55,Nora,Beckett,Wychus Creek Ranch,nora@wychuscreek.example,(541) 555-6605,Qualified,Cold Call,Cattle Ranching,Cold
00QAx0LEAD_YARBO56,Dell,Yarborough,Ochoco Cattle Co,dell@ochococattle.example,(541) 555-6616,Nurturing,Trade Show - NW Cattlemen,Cattle Ranching,Warm
00QAx0LEAD_RENNE57,Cal,Renner,Pine Mountain Ranch,cal@pinemountainranch.example,(541) 555-6627,New,Referral - Henderson,Cattle Ranching,Warm
00QAx0LEAD_LINDQ58,Greta,Lindqvist,Aspen Valley Ranch,greta@aspenvalleyranch.example,(541) 555-6638,Unqualified,Web Form,Sheep Ranching,Cold
00QAx0LEAD_CALLO59,Russ,Calloway,Bear Creek Livestock,russ@bearcreeklivestock.example,(541) 555-6649,Working,Referral - Henderson,Sheep Ranching,Warm
00QAx0LEAD_BLAIN60,Travis,Blain,Blain Bros Cattle Co,travis@blainbros.example,(541) 555-6660,Nurturing,Referral - Whitfield,Sheep Ranching,Hot
00QAx0LEAD_O'BRI61,Megan,O'Brien,O'Brien Equine Boarding,megan@obrienequine.example,(541) 555-6671,New,Referral - Whitfield,Dairy Farming,Warm
00QAx0LEAD_FOSTE62,Wade,Foster,Crooked River Cattle,wade@crookedrivercattle.example,(541) 555-6682,Qualified,Referral - Henderson,Sheep Ranching,Warm
00QAx0LEAD_MATHI63,Cody,Mathis,High Lonesome Ranch,cody@highlonesomeranch.example,(541) 555-6693,New,Web Form,Sheep Ranching,Hot
00QAx0LEAD_DOYLE64,Garrett,Doyle,Painted Hills Cattle,garrett@paintedhillscattle.example,(541) 555-6704,New,Trade Show - NW Cattlemen,Equine Boarding,Hot
00QAx0LEAD_BECKE65,Nora,Beckett,Wychus Creek Ranch,nora@wychuscreek.example,(541) 555-6715,Working,Referral - Henderson,Sheep Ranching,Cold
00QAx0LEAD_YARBO66,Dell,Yarborough,Ochoco Cattle Co,dell@ochococattle.example,(541) 555-6726,Working,Trade Show - NW Cattlemen,Cattle Ranching,Hot
00QAx0LEAD_RENNE67,Cal,Renner,Pine Mountain Ranch,cal@pinemountainranch.example,(541) 555-6737,Unqualified,Referral - Henderson,Cattle Ranching,Warm
00QAx0LEAD_LINDQ68,Greta,Lindqvist,Aspen Valley Ranch,greta@aspenvalleyranch.example,(541) 555-6748,Unqualified,Cold Call,Equine Boarding,Warm
00QAx0LEAD_CALLO69,Russ,Calloway,Bear Creek Livestock,russ@bearcreeklivestock.example,(541) 555-6759,Working,Web Form,Cattle Ranching,Cold
00QAx0LEAD_BLAIN70,Travis,Blain,Blain Bros Cattle Co,travis@blainbros.example,(541) 555-6770,New,Cold Call,Dairy Farming,Warm
00QAx0LEAD_O'BRI71,Megan,O'Brien,O'Brien Equine Boarding,megan@obrienequine.example,(541) 555-6781,Unqualified,CBRA referral,Equine Boarding,Warm
00QAx0LEAD_FOSTE72,Wade,Foster,Crooked River Cattle,wade@crookedrivercattle.example,(541) 555-6792,Working,CBRA referral,Dairy Farming,Warm
00QAx0LEAD_MATHI73,Cody,Mathis,High Lonesome Ranch,cody@highlonesomeranch.example,(541) 555-6803,Unqualified,Referral - Henderson,Sheep Ranching,Warm
00QAx0LEAD_DOYLE74,Garrett,Doyle,Painted Hills Cattle,garrett@paintedhillscattle.example,(541) 555-6814,Qualified,Trade Show - NW Cattlemen,Sheep Ranching,Warm
00QAx0LEAD_BECKE75,Nora,Beckett,Wychus Creek Ranch,nora@wychuscreek.example,(541) 555-6825,Working,Web Form,Cattle Ranching,Warm
00QAx0LEAD_YARBO76,Dell,Yarborough,Ochoco Cattle Co,dell@ochococattle.example,(541) 555-6836,Nurturing,CBRA referral,Dairy Farming,Warm
00QAx0LEAD_RENNE77,Cal,Renner,Pine Mountain Ranch,cal@pinemountainranch.example,(541) 555-6847,Qualified,Web Form,Cattle Ranching,Warm
00QAx0LEAD_LINDQ78,Greta,Lindqvist,Aspen Valley Ranch,greta@aspenvalleyranch.example,(541) 555-6858,New,Referral - Whitfield,Sheep Ranching,Hot
00QAx0LEAD_CALLO79,Russ,Calloway,Bear Creek Livestock,russ@bearcreeklivestock.example,(541) 555-6869,Working,Trade Show - NW Cattlemen,Dairy Farming,Cold
00QAx0LEAD_BLAIN80,Travis,Blain,Blain Bros Cattle Co,travis@blainbros.example,(541) 555-6880,Nurturing,Trade Show - NW Cattlemen,Cattle Ranching,Cold
00QAx0LEAD_O'BRI81,Megan,O'Brien,O'Brien Equine Boarding,megan@obrienequine.example,(541) 555-6891,New,Trade Show - NW Cattlemen,Dairy Farming,Cold
00QAx0LEAD_FOSTE82,Wade,Foster,Crooked River Cattle,wade@crookedrivercattle.example,(541) 555-6902,Working,Web Form,Equine Boarding,Cold
00QAx0LEAD_MATHI83,Cody,Mathis,High Lonesome Ranch,cody@highlonesomeranch.example,(541) 555-6913,Working,Web Form,Cattle Ranching,Hot
00QAx0LEAD_DOYLE84,Garrett,Doyle,Painted Hills Cattle,garrett@paintedhillscattle.example,(541) 555-6924,Unqualified,Referral - Henderson,Cattle Ranching,Hot
00QAx0LEAD_BECKE85,Nora,Beckett,Wychus Creek Ranch,nora@wychuscreek.example,(541) 555-6935,Qualified,CBRA referral,Cattle Ranching,Hot
00QAx0LEAD_YARBO86,Dell,Yarborough,Ochoco Cattle Co,dell@ochococattle.example,(541) 555-6946,New,Cold Call,Sheep Ranching,Hot
00QAx0LEAD_RENNE87,Cal,Renner,Pine Mountain Ranch,cal@pinemountainranch.example,(541) 555-6957,Qualified,Referral - Henderson,Cattle Ranching,Cold
00QAx0LEAD_LINDQ88,Greta,Lindqvist,Aspen Valley Ranch,greta@aspenvalleyranch.example,(541) 555-6968,Nurturing,Cold Call,Cattle Ranching,Warm
00QAx0LEAD_CALLO89,Russ,Calloway,Bear Creek Livestock,russ@bearcreeklivestock.example,(541) 555-6979,Working,CBRA referral,Cattle Ranching,Cold
00QAx0LEAD_BLAIN90,Travis,Blain,Blain Bros Cattle Co,travis@blainbros.example,(541) 555-6990,Nurturing,Referral - Henderson,Cattle Ranching,Warm
00QAx0LEAD_O'BRI91,Megan,O'Brien,O'Brien Equine Boarding,megan@obrienequine.example,(541) 555-7001,New,Trade Show - NW Cattlemen,Cattle Ranching,Cold
00QAx0LEAD_FOSTE92,Wade,Foster,Crooked River Cattle,wade@crookedrivercattle.example,(541) 555-7012,New,Referral - Whitfield,Equine Boarding,Cold
00QAx0LEAD_MATHI93,Cody,Mathis,High Lonesome Ranch,cody@highlonesomeranch.example,(541) 555-7023,Working,Trade Show - NW Cattlemen,Dairy Farming,Warm
00QAx0LEAD_DOYLE94,Garrett,Doyle,Painted Hills Cattle,garrett@paintedhillscattle.example,(541) 555-7034,Working,Web Form,Equine Boarding,Cold
00QAx0LEAD_BECKE95,Nora,Beckett,Wychus Creek Ranch,nora@wychuscreek.example,(541) 555-7045,Unqualified,Trade Show - NW Cattlemen,Sheep Ranching,Hot
00QAx0LEAD_YARBO96,Dell,Yarborough,Ochoco Cattle Co,dell@ochococattle.example,(541) 555-7056,Unqualified,CBRA referral,Sheep Ranching,Hot
00QAx0LEAD_RENNE97,Cal,Renner,Pine Mountain Ranch,cal@pinemountainranch.example,(541) 555-7067,Working,Referral - Henderson,Dairy Farming,Warm
00QAx0LEAD_LINDQ98,Greta,Lindqvist,Aspen Valley Ranch,greta@aspenvalleyranch.example,(541) 555-7078,Working,Referral - Henderson,Sheep Ranching,Hot
00QAx0LEAD_CALLO99,Russ,Calloway,Bear Creek Livestock,russ@bearcreeklivestock.example,(541) 555-7089,Working,Trade Show - NW Cattlemen,Sheep Ranching,Hot
00QAx0LEAD_BLAIN100,Travis,Blain,Blain Bros Cattle Co,travis@blainbros.example,(541) 555-7100,Working,Web Form,Sheep Ranching,Cold
00QAx0LEAD_O'BRI101,Megan,O'Brien,O'Brien Equine Boarding,megan@obrienequine.example,(541) 555-7111,Working,Referral - Whitfield,Sheep Ranching,Hot
00QAx0LEAD_FOSTE102,Wade,Foster,Crooked River Cattle,wade@crookedrivercattle.example,(541) 555-7122,Unqualified,Trade Show - NW Cattlemen,Cattle Ranching,Warm
00QAx0LEAD_MATHI103,Cody,Mathis,High Lonesome Ranch,cody@highlonesomeranch.example,(541) 555-7133,Working,Web Form,Cattle Ranching,Warm
00QAx0LEAD_DOYLE104,Garrett,Doyle,Painted Hills Cattle,garrett@paintedhillscattle.example,(541) 555-7144,Working,Web Form,Sheep Ranching,Warm
00QAx0LEAD_BECKE105,Nora,Beckett,Wychus Creek Ranch,nora@wychuscreek.example,(541) 555-7155,Qualified,Referral - Henderson,Cattle Ranching,Warm
00QAx0LEAD_YARBO106,Dell,Yarborough,Ochoco Cattle Co,dell@ochococattle.example,(541) 555-7166,Nurturing,CBRA referral,Dairy Farming,Warm
00QAx0LEAD_RENNE107,Cal,Renner,Pine Mountain Ranch,cal@pinemountainranch.example,(541) 555-7177,Working,Web Form,Cattle Ranching,Warm
00QAx0LEAD_LINDQ108,Greta,Lindqvist,Aspen Valley Ranch,greta@aspenvalleyranch.example,(541) 555-7188,Qualified,Referral - Whitfield,Equine Boarding,Warm
00QAx0LEAD_CALLO109,Russ,Calloway,Bear Creek Livestock,russ@bearcreeklivestock.example,(541) 555-7199,New,CBRA referral,Dairy Farming,Warm
00QAx0LEAD_BLAIN110,Travis,Blain,Blain Bros Cattle Co,travis@blainbros.example,(541) 555-7210,Unqualified,Referral - Whitfield,Cattle Ranching,Cold
00QAx0LEAD_O'BRI111,Megan,O'Brien,O'Brien Equine Boarding,megan@obrienequine.example,(541) 555-7221,New,Referral - Henderson,Dairy Farming,Hot
00QAx0LEAD_FOSTE112,Wade,Foster,Crooked River Cattle,wade@crookedrivercattle.example,(541) 555-7232,New,Trade Show - NW Cattlemen,Dairy Farming,Hot
00QAx0LEAD_MATHI113,Cody,Mathis,High Lonesome Ranch,cody@highlonesomeranch.example,(541) 555-7243,Qualified,Trade Show - NW Cattlemen,Cattle Ranching,Cold
00QAx0LEAD_DOYLE114,Garrett,Doyle,Painted Hills Cattle,garrett@paintedhillscattle.example,(541) 555-7254,Qualified,Cold Call,Cattle Ranching,Cold
00QAx0LEAD_BECKE115,Nora,Beckett,Wychus Creek Ranch,nora@wychuscreek.example,(541) 555-7265,Unqualified,Trade Show - NW Cattlemen,Dairy Farming,Hot
00QAx0LEAD_YARBO116,Dell,Yarborough,Ochoco Cattle Co,dell@ochococattle.example,(541) 555-7276,Unqualified,CBRA referral,Sheep Ranching,Warm
00QAx0LEAD_RENNE117,Cal,Renner,Pine Mountain Ranch,cal@pinemountainranch.example,(541) 555-7287,Unqualified,Web Form,Sheep Ranching,Warm
00QAx0LEAD_LINDQ118,Greta,Lindqvist,Aspen Valley Ranch,greta@aspenvalleyranch.example,(541) 555-7298,Nurturing,Referral - Henderson,Equine Boarding,Hot
00QAx0LEAD_CALLO119,Russ,Calloway,Bear Creek Livestock,russ@bearcreeklivestock.example,(541) 555-7309,New,CBRA referral,Equine Boarding,Warm
00QAx0LEAD_BLAIN120,Travis,Blain,Blain Bros Cattle Co,travis@blainbros.example,(541) 555-7320,Working,Trade Show - NW Cattlemen,Dairy Farming,Hot
00QAx0LEAD_O'BRI121,Megan,O'Brien,O'Brien Equine Boarding,megan@obrienequine.example,(541) 555-7331,Nurturing,Referral - Henderson,Sheep Ranching,Warm
00QAx0LEAD_FOSTE122,Wade,Foster,Crooked River Cattle,wade@crookedrivercattle.example,(541) 555-7342,Qualified,Web Form,Dairy Farming,Hot
00QAx0LEAD_MATHI123,Cody,Mathis,High Lonesome Ranch,cody@highlonesomeranch.example,(541) 555-7353,Nurturing,Cold Call,Cattle Ranching,Cold
00QAx0LEAD_DOYLE124,Garrett,Doyle,Painted Hills Cattle,garrett@paintedhillscattle.example,(541) 555-7364,Qualified,CBRA referral,Equine Boarding,Warm
00QAx0LEAD_BECKE125,Nora,Beckett,Wychus Creek Ranch,nora@wychuscreek.example,(541) 555-7375,New,Referral - Henderson,Sheep Ranching,Warm
00QAx0LEAD_YARBO126,Dell,Yarborough,Ochoco Cattle Co,dell@ochococattle.example,(541) 555-7386,New,Web Form,Equine Boarding,Hot
00QAx0LEAD_RENNE127,Cal,Renner,Pine Mountain Ranch,cal@pinemountainranch.example,(541) 555-7397,Working,Web Form,Equine Boarding,Warm
00QAx0LEAD_LINDQ128,Greta,Lindqvist,Aspen Valley Ranch,greta@aspenvalleyranch.example,(541) 555-7408,Qualified,Referral - Henderson,Dairy Farming,Warm
00QAx0LEAD_CALLO129,Russ,Calloway,Bear Creek Livestock,russ@bearcreeklivestock.example,(541) 555-7419,Nurturing,Referral - Whitfield,Dairy Farming,Warm
00QAx0LEAD_BLAIN130,Travis,Blain,Blain Bros Cattle Co,travis@blainbros.example,(541) 555-7430,Unqualified,Cold Call,Dairy Farming,Hot
00QAx0LEAD_O'BRI131,Megan,O'Brien,O'Brien Equine Boarding,megan@obrienequine.example,(541) 555-7441,Qualified,Cold Call,Cattle Ranching,Warm
00QAx0LEAD_FOSTE132,Wade,Foster,Crooked River Cattle,wade@crookedrivercattle.example,(541) 555-7452,Unqualified,Web Form,Equine Boarding,Hot
00QAx0LEAD_MATHI133,Cody,Mathis,High Lonesome Ranch,cody@highlonesomeranch.example,(541) 555-7463,Nurturing,CBRA referral,Cattle Ranching,Hot
00QAx0LEAD_DOYLE134,Garrett,Doyle,Painted Hills Cattle,garrett@paintedhillscattle.example,(541) 555-7474,Nurturing,Cold Call,Cattle Ranching,Cold
00QAx0LEAD_BECKE135,Nora,Beckett,Wychus Creek Ranch,nora@wychuscreek.example,(541) 555-7485,Working,CBRA referral,Cattle Ranching,Cold
00QAx0LEAD_YARBO136,Dell,Yarborough,Ochoco Cattle Co,dell@ochococattle.example,(541) 555-7496,Unqualified,Trade Show - NW Cattlemen,Dairy Farming,Warm
00QAx0LEAD_RENNE137,Cal,Renner,Pine Mountain Ranch,cal@pinemountainranch.example,(541) 555-7507,Unqualified,Web Form,Dairy Farming,Cold
00QAx0LEAD_LINDQ138,Greta,Lindqvist,Aspen Valley Ranch,greta@aspenvalleyranch.example,(541) 555-7518,Unqualified,Cold Call,Cattle Ranching,Warm
00QAx0LEAD_CALLO139,Russ,Calloway,Bear Creek Livestock,russ@bearcreeklivestock.example,(541) 555-7529,New,Web Form,Equine Boarding,Cold
00QAx0LEAD_BLAIN140,Travis,Blain,Blain Bros Cattle Co,travis@blainbros.example,(541) 555-7540,Nurturing,Cold Call,Equine Boarding,Cold
00QAx0LEAD_O'BRI141,Megan,O'Brien,O'Brien Equine Boarding,megan@obrienequine.example,(541) 555-7551,Working,Trade Show - NW Cattlemen,Equine Boarding,Warm
00QAx0LEAD_FOSTE142,Wade,Foster,Crooked River Cattle,wade@crookedrivercattle.example,(541) 555-7562,Qualified,Cold Call,Dairy Farming,Warm
00QAx0LEAD_MATHI143,Cody,Mathis,High Lonesome Ranch,cody@highlonesomeranch.example,(541) 555-7573,Working,Referral - Whitfield,Equine Boarding,Warm
00QAx0LEAD_DOYLE144,Garrett,Doyle,Painted Hills Cattle,garrett@paintedhillscattle.example,(541) 555-7584,Working,Referral - Whitfield,Sheep Ranching,Warm
00QAx0LEAD_BECKE145,Nora,Beckett,Wychus Creek Ranch,nora@wychuscreek.example,(541) 555-7595,Qualified,Referral - Henderson,Cattle Ranching,Warm
00QAx0LEAD_YARBO146,Dell,Yarborough,Ochoco Cattle Co,dell@ochococattle.example,(541) 555-7606,Unqualified,Referral - Whitfield,Equine Boarding,Warm
00QAx0LEAD_RENNE147,Cal,Renner,Pine Mountain Ranch,cal@pinemountainranch.example,(541) 555-7617,Working,Trade Show - NW Cattlemen,Cattle Ranching,Hot
00QAx0LEAD_LINDQ148,Greta,Lindqvist,Aspen Valley Ranch,greta@aspenvalleyranch.example,(541) 555-7628,New,Web Form,Dairy Farming,Warm
00QAx0LEAD_CALLO149,Russ,Calloway,Bear Creek Livestock,russ@bearcreeklivestock.example,(541) 555-7639,Working,Cold Call,Cattle Ranching,Hot
00QAx0LEAD_BLAIN150,Travis,Blain,Blain Bros Cattle Co,travis@blainbros.example,(541) 555-7650,Working,Referral - Whitfield,Cattle Ranching,Warm
00QAx0LEAD_O'BRI151,Megan,O'Brien,O'Brien Equine Boarding,megan@obrienequine.example,(541) 555-7661,Nurturing,Trade Show - NW Cattlemen,Equine Boarding,Warm
00QAx0LEAD_FOSTE152,Wade,Foster,Crooked River Cattle,wade@crookedrivercattle.example,(541) 555-7672,Working,CBRA referral,Cattle Ranching,Hot
00QAx0LEAD_MATHI153,Cody,Mathis,High Lonesome Ranch,cody@highlonesomeranch.example,(541) 555-7683,Unqualified,Referral - Henderson,Cattle Ranching,Cold
00QAx0LEAD_DOYLE154,Garrett,Doyle,Painted Hills Cattle,garrett@paintedhillscattle.example,(541) 555-7694,Nurturing,Cold Call,Cattle Ranching,Cold
00QAx0LEAD_BECKE155,Nora,Beckett,Wychus Creek Ranch,nora@wychuscreek.example,(541) 555-7705,Nurturing,Trade Show - NW Cattlemen,Cattle Ranching,Warm
00QAx0LEAD_YARBO156,Dell,Yarborough,Ochoco Cattle Co,dell@ochococattle.example,(541) 555-7716,Qualified,Web Form,Equine Boarding,Cold
00QAx0LEAD_RENNE157,Cal,Renner,Pine Mountain Ranch,cal@pinemountainranch.example,(541) 555-7727,New,Referral - Henderson,Equine Boarding,Warm
00QAx0LEAD_LINDQ158,Greta,Lindqvist,Aspen Valley Ranch,greta@aspenvalleyranch.example,(541) 555-7738,Nurturing,Trade Show - NW Cattlemen,Equine Boarding,Warm
00QAx0LEAD_CALLO159,Russ,Calloway,Bear Creek Livestock,russ@bearcreeklivestock.example,(541) 555-7749,Working,Web Form,Dairy Farming,Hot
00QAx0LEAD_BLAIN160,Travis,Blain,Blain Bros Cattle Co,travis@blainbros.example,(541) 555-7760,Working,Referral - Henderson,Cattle Ranching,Cold
00QAx0LEAD_O'BRI161,Megan,O'Brien,O'Brien Equine Boarding,megan@obrienequine.example,(541) 555-7771,Qualified,Cold Call,Dairy Farming,Warm
00QAx0LEAD_FOSTE162,Wade,Foster,Crooked River Cattle,wade@crookedrivercattle.example,(541) 555-7782,New,Referral - Henderson,Cattle Ranching,Hot
