receipt_id,shop_id,buyer_user_id,buyer_email,name,address_first_line,address_city,address_state,address_zip,address_country,status,payment_method,grandtotal,subtotal,total_shipping_cost,total_tax_cost,discount_amt,gift_message,is_gift,shipping_carrier,tracking_code,created_timestamp,updated_timestamp,shipped_timestamp,estimated_delivery
4200011,29457183,6100010,ian.boyd@gmail.com,Ian Boyd,8979 Main St,Muskogee,OK,74401,US,completed,etsy_payments,48.71,38.0,9.0,1.71,0.0,,false,fedex,9400150955680855842,2026-09-22T10:10:00-05:00,2026-09-22T10:10:00-05:00,2026-09-24T14:00:00-05:00,2026-09-28T12:00:00-05:00
4200012,29457183,6100011,bella.nguyen@gmail.com,Bella Nguyen,9062 Elm St,Tulsa,OK,74135,US,completed,etsy_payments,52.89,42.0,9.0,1.89,0.0,,false,usps,9400334781416046029,2026-08-14T10:11:00-05:00,2026-08-14T10:11:00-05:00,2026-08-16T14:00:00-05:00,2026-08-20T12:00:00-05:00
4200013,29457183,6100012,owen.pratt@gmail.com,Owen Pratt,8591 Birch St,Stillwater,OK,74074,US,completed,etsy_payments,78.56,68.0,7.5,3.06,0.0,,false,usps,9400819191428303904,2026-09-10T10:12:00-05:00,2026-09-10T10:12:00-05:00,2026-09-12T14:00:00-05:00,2026-09-16T12:00:00-05:00
4200014,29457183,6100013,faith.long@gmail.com,Faith Long,6045 Birch St,Tulsa,OK,74120,US,completed,etsy_payments,80.06,68.0,9.0,3.06,0.0,,false,fedex,9400343951509162988,2026-09-23T10:13:00-05:00,2026-09-23T10:13:00-05:00,2026-09-25T14:00:00-05:00,2026-09-28T12:00:00-05:00
4200015,29457183,6100014,marcus.reed@gmail.com,Marcus Reed,6668 Birch St,Coweta,OK,74429,US,completed,etsy_payments,113.77,95.0,14.5,4.27,0.0,,false,fedex,9400559588830231218,2026-07-15T10:14:00-05:00,2026-07-15T10:14:00-05:00,2026-07-17T14:00:00-05:00,2026-07-21T12:00:00-05:00
4200016,29457183,6100015,julia.stone@gmail.com,Julia Stone,2563 Oak St,Wagoner,OK,74467,US,completed,etsy_payments,124.54,112.0,7.5,5.04,0.0,,false,ups,9400689381574651041,2026-07-02T10:15:00-05:00,2026-07-02T10:15:00-05:00,2026-07-04T14:00:00-05:00,2026-07-08T12:00:00-05:00
4200017,29457183,6100016,evan.cole@gmail.com,Evan Cole,2082 Oak St,Tulsa,OK,74105,US,completed,etsy_payments,57.66,48.0,7.5,2.16,0.0,,false,ups,9400764674362676448,2026-07-12T10:16:00-05:00,2026-07-12T10:16:00-05:00,2026-07-14T14:00:00-05:00,2026-07-18T12:00:00-05:00
4200018,29457183,6100017,nora.hays@gmail.com,Nora Hays,8058 Main St,Glenpool,OK,74033,US,completed,etsy_payments,45.85,30.0,14.5,1.35,0.0,,false,usps,9400781688459292814,2026-08-01T10:17:00-05:00,2026-08-01T10:17:00-05:00,2026-08-03T14:00:00-05:00,2026-08-07T12:00:00-05:00
4200019,29457183,6100018,seth.barron@gmail.com,Seth Barron,9299 Elm St,Catoosa,OK,74015,US,completed,etsy_payments,61.84,52.0,7.5,2.34,0.0,,false,fedex,9400117971659929121,2026-08-04T10:18:00-05:00,2026-08-04T10:18:00-05:00,2026-08-06T14:00:00-05:00,2026-08-10T12:00:00-05:00
4200020,29457183,6100019,kira.vance@gmail.com,Kira Vance,2164 Main St,Tulsa,OK,74107,US,completed,etsy_payments,34.99,22.0,12.0,0.99,0.0,,false,usps,9400216167824499591,2026-09-25T10:19:00-05:00,2026-09-25T10:19:00-05:00,2026-09-27T14:00:00-05:00,2026-09-28T12:00:00-05:00
4200021,29457183,6100020,megan.ortiz@gmail.com,Megan Ortiz,3261 Main St,Tulsa,OK,74104,US,completed,etsy_payments,48.71,38.0,9.0,1.71,0.0,,false,ups,9400214335649984515,2026-09-26T10:20:00-05:00,2026-09-26T10:20:00-05:00,2026-09-28T14:00:00-05:00,2026-09-28T12:00:00-05:00
4200022,29457183,6100021,priya.shah@outlook.com,Priya Shah,7088 Oak St,Norman,OK,73019,US,completed,etsy_payments,95.28,84.0,7.5,3.78,0.0,,false,usps,9400264562428263805,2026-08-05T10:21:00-05:00,2026-08-05T10:21:00-05:00,2026-08-07T14:00:00-05:00,2026-08-11T12:00:00-05:00
4200023,29457183,6100022,caleb.duncan@gmail.com,Caleb Duncan,192 Elm St,Broken Arrow,OK,74012,US,completed,etsy_payments,80.06,68.0,9.0,3.06,0.0,,false,usps,9400647873501061384,2026-09-01T10:22:00-05:00,2026-09-01T10:22:00-05:00,2026-09-03T14:00:00-05:00,2026-09-07T12:00:00-05:00
4200024,29457183,6100023,ruth.alvarez@yahoo.com,Ruth Alvarez,5187 Elm St,Owasso,OK,74055,US,completed,etsy_payments,43.03,34.0,7.5,1.53,0.0,,false,usps,9400345514176153632,2026-09-06T10:23:00-05:00,2026-09-06T10:23:00-05:00,2026-09-08T14:00:00-05:00,2026-09-12T12:00:00-05:00
4200025,29457183,6100024,derek.chan@gmail.com,Derek Chan,1643 Elm St,Bixby,OK,74008,US,completed,etsy_payments,108.27,95.0,9.0,4.27,0.0,,false,usps,9400732611817802822,2026-07-19T10:24:00-05:00,2026-07-19T10:24:00-05:00,2026-07-21T14:00:00-05:00,2026-07-25T12:00:00-05:00
4200026,29457183,6100025,nina.coleman@gmail.com,Nina Coleman,3453 Main St,Jenks,OK,74037,US,completed,etsy_payments,70.52,56.0,12.0,2.52,0.0,,false,usps,9400216180686179538,2026-07-19T10:25:00-05:00,2026-07-19T10:25:00-05:00,2026-07-21T14:00:00-05:00,2026-07-25T12:00:00-05:00
4200027,29457183,6100026,aaron.webb@proton.me,Aaron Webb,2338 Oak St,Tulsa,OK,74114,US,completed,etsy_payments,59.16,48.0,9.0,2.16,0.0,,false,usps,9400903390417016605,2026-08-20T10:26:00-05:00,2026-08-20T10:26:00-05:00,2026-08-22T14:00:00-05:00,2026-08-26T12:00:00-05:00
4200028,29457183,6100027,sofia.reyes@gmail.com,Sofia Reyes,2664 Elm St,Sand Springs,OK,74063,US,completed,etsy_payments,40.35,30.0,9.0,1.35,0.0,,false,ups,9400286562112955275,2026-09-26T10:27:00-05:00,2026-09-26T10:27:00-05:00,2026-09-28T14:00:00-05:00,2026-09-28T12:00:00-05:00
4200029,29457183,6100028,grant.miller@gmail.com,Grant Miller,8896 Birch St,Claremore,OK,74017,US,completed,etsy_payments,116.18,104.0,7.5,4.68,0.0,,false,fedex,9400798154789895863,2026-09-04T10:28:00-05:00,2026-09-04T10:28:00-05:00,2026-09-06T14:00:00-05:00,2026-09-10T12:00:00-05:00
4200030,29457183,6100029,hazel.fox@gmail.com,Hazel Fox,7128 Cedar St,Sapulpa,OK,74066,US,completed,etsy_payments,37.49,22.0,14.5,0.99,0.0,,false,usps,9400310373126723459,2026-08-25T10:29:00-05:00,2026-08-25T10:29:00-05:00,2026-08-27T14:00:00-05:00,2026-08-28T12:00:00-05:00
4200031,29457183,6100030,ian.boyd@gmail.com,Ian Boyd,9401 Elm St,Muskogee,OK,74401,US,completed,etsy_payments,48.71,38.0,9.0,1.71,0.0,,false,usps,9400487793212661969,2026-07-25T10:30:00-05:00,2026-07-25T10:30:00-05:00,2026-07-27T14:00:00-05:00,2026-07-28T12:00:00-05:00
4200032,29457183,6100031,bella.nguyen@gmail.com,Bella Nguyen,6078 Birch St,Tulsa,OK,74135,US,completed,etsy_payments,58.39,42.0,14.5,1.89,0.0,,false,usps,9400895747616589052,2026-08-20T10:31:00-05:00,2026-08-20T10:31:00-05:00,2026-08-22T14:00:00-05:00,2026-08-26T12:00:00-05:00
4200033,29457183,6100032,owen.pratt@gmail.com,Owen Pratt,2289 Birch St,Stillwater,OK,74074,US,completed,etsy_payments,154.12,136.0,12.0,6.12,0.0,,false,fedex,9400784505364334128,2026-08-08T10:32:00-05:00,2026-08-08T10:32:00-05:00,2026-08-10T14:00:00-05:00,2026-08-14T12:00:00-05:00
4200034,29457183,6100033,faith.long@gmail.com,Faith Long,7671 Elm St,Tulsa,OK,74120,US,completed,etsy_payments,43.03,34.0,7.5,1.53,0.0,,false,ups,9400823525292085357,2026-09-20T10:33:00-05:00,2026-09-20T10:33:00-05:00,2026-09-22T14:00:00-05:00,2026-09-26T12:00:00-05:00
4200035,29457183,6100034,marcus.reed@gmail.com,Marcus Reed,9148 Oak St,Coweta,OK,74429,US,completed,etsy_payments,108.27,95.0,9.0,4.27,0.0,,false,fedex,9400649275525584903,2026-09-16T10:34:00-05:00,2026-09-16T10:34:00-05:00,2026-09-18T14:00:00-05:00,2026-09-22T12:00:00-05:00
4200036,29457183,6100035,julia.stone@gmail.com,Julia Stone,9796 Cedar St,Wagoner,OK,74467,US,completed,etsy_payments,66.02,56.0,7.5,2.52,0.0,,false,usps,9400387945212794201,2026-08-21T10:35:00-05:00,2026-08-21T10:35:00-05:00,2026-08-23T14:00:00-05:00,2026-08-27T12:00:00-05:00
4200037,29457183,6100036,evan.cole@gmail.com,Evan Cole,9295 Elm St,Tulsa,OK,74105,US,completed,etsy_payments,62.16,48.0,12.0,2.16,0.0,,false,usps,9400519438010794238,2026-09-14T10:36:00-05:00,2026-09-14T10:36:00-05:00,2026-09-16T14:00:00-05:00,2026-09-20T12:00:00-05:00
4200038,29457183,6100037,nora.hays@gmail.com,Nora Hays,3721 Oak St,Glenpool,OK,74033,US,completed,etsy_payments,40.35,30.0,9.0,1.35,0.0,,false,usps,9400593557408398880,2026-09-12T10:37:00-05:00,2026-09-12T10:37:00-05:00,2026-09-14T14:00:00-05:00,2026-09-18T12:00:00-05:00
4200039,29457183,6100038,seth.barron@gmail.com,Seth Barron,9045 Oak St,Catoosa,OK,74015,US,completed,etsy_payments,63.34,52.0,9.0,2.34,0.0,,false,ups,9400355803585522278,2026-09-04T10:38:00-05:00,2026-09-04T10:38:00-05:00,2026-09-06T14:00:00-05:00,2026-09-10T12:00:00-05:00
4200040,29457183,6100039,kira.vance@gmail.com,Kira Vance,4512 Birch St,Tulsa,OK,74107,US,completed,etsy_payments,37.49,22.0,14.5,0.99,0.0,,false,fedex,9400844262125579164,2026-08-22T10:39:00-05:00,2026-08-22T10:39:00-05:00,2026-08-24T14:00:00-05:00,2026-08-28T12:00:00-05:00
4200041,29457183,6100040,megan.ortiz@gmail.com,Megan Ortiz,6210 Birch St,Tulsa,OK,74104,US,completed,etsy_payments,48.71,38.0,9.0,1.71,0.0,,false,fedex,9400573746127102388,2026-07-01T10:40:00-05:00,2026-07-01T10:40:00-05:00,2026-07-03T14:00:00-05:00,2026-07-07T12:00:00-05:00
4200042,29457183,6100041,priya.shah@outlook.com,Priya Shah,3343 Cedar St,Norman,OK,73019,US,completed,etsy_payments,58.39,42.0,14.5,1.89,0.0,,false,usps,9400375101107693080,2026-07-10T10:41:00-05:00,2026-07-10T10:41:00-05:00,2026-07-12T14:00:00-05:00,2026-07-16T12:00:00-05:00
4200043,29457183,6100042,caleb.duncan@gmail.com,Caleb Duncan,3894 Main St,Broken Arrow,OK,74012,US,completed,etsy_payments,80.06,68.0,9.0,3.06,0.0,,false,fedex,9400999292818489700,2026-09-21T10:42:00-05:00,2026-09-21T10:42:00-05:00,2026-09-23T14:00:00-05:00,2026-09-27T12:00:00-05:00
4200044,29457183,6100043,ruth.alvarez@yahoo.com,Ruth Alvarez,8534 Cedar St,Owasso,OK,74055,US,completed,etsy_payments,83.06,68.0,12.0,3.06,0.0,,false,usps,9400385154851661845,2026-09-01T10:43:00-05:00,2026-09-01T10:43:00-05:00,2026-09-03T14:00:00-05:00,2026-09-07T12:00:00-05:00
4200045,29457183,6100044,derek.chan@gmail.com,Derek Chan,9994 Oak St,Bixby,OK,74008,US,completed,etsy_payments,206.05,190.0,7.5,8.55,0.0,,false,usps,9400599629683765922,2026-08-18T10:44:00-05:00,2026-08-18T10:44:00-05:00,2026-08-20T14:00:00-05:00,2026-08-24T12:00:00-05:00
4200046,29457183,6100045,nina.coleman@gmail.com,Nina Coleman,9002 Elm St,Jenks,OK,74037,US,completed,etsy_payments,124.54,112.0,7.5,5.04,0.0,,false,usps,9400676241525877758,2026-08-27T10:45:00-05:00,2026-08-27T10:45:00-05:00,2026-08-28T14:00:00-05:00,2026-08-28T12:00:00-05:00
4200047,29457183,6100046,aaron.webb@proton.me,Aaron Webb,654 Birch St,Tulsa,OK,74114,US,completed,etsy_payments,57.66,48.0,7.5,2.16,0.0,,false,usps,9400293295315024001,2026-08-13T10:46:00-05:00,2026-08-13T10:46:00-05:00,2026-08-15T14:00:00-05:00,2026-08-19T12:00:00-05:00
4200048,29457183,6100047,sofia.reyes@gmail.com,Sofia Reyes,807 Elm St,Sand Springs,OK,74063,US,completed,etsy_payments,45.85,30.0,14.5,1.35,0.0,,false,usps,9400462028282889982,2026-08-11T10:47:00-05:00,2026-08-11T10:47:00-05:00,2026-08-13T14:00:00-05:00,2026-08-17T12:00:00-05:00
4200049,29457183,6100048,grant.miller@gmail.com,Grant Miller,7831 Oak St,Claremore,OK,74017,US,completed,etsy_payments,66.34,52.0,12.0,2.34,0.0,,false,ups,9400464550389967787,2026-09-09T10:48:00-05:00,2026-09-09T10:48:00-05:00,2026-09-11T14:00:00-05:00,2026-09-15T12:00:00-05:00
4200050,29457183,6100049,hazel.fox@gmail.com,Hazel Fox,9752 Oak St,Sapulpa,OK,74066,US,completed,etsy_payments,34.99,22.0,12.0,0.99,0.0,,false,usps,9400151070955629364,2026-07-12T10:49:00-05:00,2026-07-12T10:49:00-05:00,2026-07-14T14:00:00-05:00,2026-07-18T12:00:00-05:00
4200051,29457183,6100050,ian.boyd@gmail.com,Ian Boyd,8551 Birch St,Muskogee,OK,74401,US,completed,etsy_payments,47.21,38.0,7.5,1.71,0.0,,false,fedex,9400210519572611450,2026-09-20T10:50:00-05:00,2026-09-20T10:50:00-05:00,2026-09-22T14:00:00-05:00,2026-09-26T12:00:00-05:00
4200052,29457183,6100051,bella.nguyen@gmail.com,Bella Nguyen,4094 Birch St,Tulsa,OK,74135,US,completed,etsy_payments,52.89,42.0,9.0,1.89,0.0,,false,fedex,9400770422773495319,2026-08-06T10:51:00-05:00,2026-08-06T10:51:00-05:00,2026-08-08T14:00:00-05:00,2026-08-12T12:00:00-05:00
4200053,29457183,6100052,owen.pratt@gmail.com,Owen Pratt,5655 Birch St,Stillwater,OK,74074,US,completed,etsy_payments,78.56,68.0,7.5,3.06,0.0,,false,ups,9400972904471019939,2026-08-17T10:52:00-05:00,2026-08-17T10:52:00-05:00,2026-08-19T14:00:00-05:00,2026-08-23T12:00:00-05:00
4200054,29457183,6100053,faith.long@gmail.com,Faith Long,9742 Birch St,Tulsa,OK,74120,US,completed,etsy_payments,44.53,34.0,9.0,1.53,0.0,,false,usps,9400479231561809967,2026-07-08T10:53:00-05:00,2026-07-08T10:53:00-05:00,2026-07-10T14:00:00-05:00,2026-07-14T12:00:00-05:00
4200055,29457183,6100054,marcus.reed@gmail.com,Marcus Reed,1237 Elm St,Coweta,OK,74429,US,completed,etsy_payments,111.27,95.0,12.0,4.27,0.0,,false,ups,9400943832377235502,2026-07-02T10:54:00-05:00,2026-07-02T10:54:00-05:00,2026-07-04T14:00:00-05:00,2026-07-08T12:00:00-05:00
4200056,29457183,6100055,julia.stone@gmail.com,Julia Stone,9447 Cedar St,Wagoner,OK,74467,US,completed,etsy_payments,67.52,56.0,9.0,2.52,0.0,,false,usps,9400920989446515341,2026-08-02T10:55:00-05:00,2026-08-02T10:55:00-05:00,2026-08-04T14:00:00-05:00,2026-08-08T12:00:00-05:00
4200057,29457183,6100056,evan.cole@gmail.com,Evan Cole,4243 Birch St,Tulsa,OK,74105,US,completed,etsy_payments,64.66,48.0,14.5,2.16,0.0,,false,usps,9400906199384991453,2026-09-12T10:56:00-05:00,2026-09-12T10:56:00-05:00,2026-09-14T14:00:00-05:00,2026-09-18T12:00:00-05:00
4200058,29457183,6100057,nora.hays@gmail.com,Nora Hays,5781 Birch St,Glenpool,OK,74033,US,completed,etsy_payments,74.7,60.0,12.0,2.7,0.0,,false,ups,9400474053163224842,2026-07-28T10:57:00-05:00,2026-07-28T10:57:00-05:00,2026-07-28T14:00:00-05:00,2026-07-28T12:00:00-05:00
4200059,29457183,6100058,seth.barron@gmail.com,Seth Barron,1016 Main St,Catoosa,OK,74015,US,completed,etsy_payments,68.84,52.0,14.5,2.34,0.0,,false,fedex,9400157938072032551,2026-07-04T10:58:00-05:00,2026-07-04T10:58:00-05:00,2026-07-06T14:00:00-05:00,2026-07-10T12:00:00-05:00
4200060,29457183,6100059,kira.vance@gmail.com,Kira Vance,7138 Main St,Tulsa,OK,74107,US,completed,etsy_payments,37.49,22.0,14.5,0.99,0.0,,false,fedex,9400874925304158847,2026-08-12T10:00:00-05:00,2026-08-12T10:00:00-05:00,2026-08-14T14:00:00-05:00,2026-08-18T12:00:00-05:00
4200061,29457183,6100060,megan.ortiz@gmail.com,Megan Ortiz,703 Cedar St,Tulsa,OK,74104,US,completed,etsy_payments,54.21,38.0,14.5,1.71,0.0,,false,ups,9400984592337213499,2026-08-14T10:01:00-05:00,2026-08-14T10:01:00-05:00,2026-08-16T14:00:00-05:00,2026-08-20T12:00:00-05:00
4200062,29457183,6100061,priya.shah@outlook.com,Priya Shah,6698 Birch St,Norman,OK,73019,US,completed,etsy_payments,51.39,42.0,7.5,1.89,0.0,,false,ups,9400454436646894191,2026-07-05T10:02:00-05:00,2026-07-05T10:02:00-05:00,2026-07-07T14:00:00-05:00,2026-07-11T12:00:00-05:00
4200063,29457183,6100062,caleb.duncan@gmail.com,Caleb Duncan,9740 Oak St,Broken Arrow,OK,74012,US,completed,etsy_payments,83.06,68.0,12.0,3.06,0.0,,false,ups,9400842199427055770,2026-09-21T10:03:00-05:00,2026-09-21T10:03:00-05:00,2026-09-23T14:00:00-05:00,2026-09-27T12:00:00-05:00
4200064,29457183,6100063,ruth.alvarez@yahoo.com,Ruth Alvarez,998 Oak St,Owasso,OK,74055,US,completed,etsy_payments,43.03,34.0,7.5,1.53,0.0,,false,ups,9400663967187727348,2026-07-20T10:04:00-05:00,2026-07-20T10:04:00-05:00,2026-07-22T14:00:00-05:00,2026-07-26T12:00:00-05:00
4200065,29457183,6100064,derek.chan@gmail.com,Derek Chan,325 Oak St,Bixby,OK,74008,US,completed,etsy_payments,106.77,95.0,7.5,4.27,0.0,,false,usps,9400149537132941951,2026-07-13T10:05:00-05:00,2026-07-13T10:05:00-05:00,2026-07-15T14:00:00-05:00,2026-07-19T12:00:00-05:00
4200066,29457183,6100065,nina.coleman@gmail.com,Nina Coleman,1842 Birch St,Jenks,OK,74037,US,completed,etsy_payments,129.04,112.0,12.0,5.04,0.0,,false,fedex,9400137675108947915,2026-08-04T10:06:00-05:00,2026-08-04T10:06:00-05:00,2026-08-06T14:00:00-05:00,2026-08-10T12:00:00-05:00
4200067,29457183,6100066,aaron.webb@proton.me,Aaron Webb,7780 Birch St,Tulsa,OK,74114,US,completed,etsy_payments,112.32,96.0,12.0,4.32,0.0,,false,ups,9400295358974110477,2026-08-06T10:07:00-05:00,2026-08-06T10:07:00-05:00,2026-08-08T14:00:00-05:00,2026-08-12T12:00:00-05:00
4200068,29457183,6100067,sofia.reyes@gmail.com,Sofia Reyes,1334 Cedar St,Sand Springs,OK,74063,US,completed,etsy_payments,45.85,30.0,14.5,1.35,0.0,,false,usps,9400856396809206589,2026-07-04T10:08:00-05:00,2026-07-04T10:08:00-05:00,2026-07-06T14:00:00-05:00,2026-07-10T12:00:00-05:00
4200069,29457183,6100068,grant.miller@gmail.com,Grant Miller,7445 Main St,Claremore,OK,74017,US,completed,etsy_payments,123.18,104.0,14.5,4.68,0.0,,false,fedex,9400470623237959868,2026-09-06T10:09:00-05:00,2026-09-06T10:09:00-05:00,2026-09-08T14:00:00-05:00,2026-09-12T12:00:00-05:00
4200070,29457183,6100069,hazel.fox@gmail.com,Hazel Fox,454 Oak St,Sapulpa,OK,74066,US,completed,etsy_payments,34.99,22.0,12.0,0.99,0.0,,false,usps,9400405035633484477,2026-08-13T10:10:00-05:00,2026-08-13T10:10:00-05:00,2026-08-15T14:00:00-05:00,2026-08-19T12:00:00-05:00
4200071,29457183,6100070,ian.boyd@gmail.com,Ian Boyd,7748 Birch St,Muskogee,OK,74401,US,completed,etsy_payments,51.71,38.0,12.0,1.71,0.0,,false,usps,9400855481700805851,2026-08-09T10:11:00-05:00,2026-08-09T10:11:00-05:00,2026-08-11T14:00:00-05:00,2026-08-15T12:00:00-05:00
4200072,29457183,6100071,bella.nguyen@gmail.com,Bella Nguyen,7169 Elm St,Tulsa,OK,74135,US,completed,etsy_payments,52.89,42.0,9.0,1.89,0.0,,false,fedex,9400475706718777588,2026-07-09T10:12:00-05:00,2026-07-09T10:12:00-05:00,2026-07-11T14:00:00-05:00,2026-07-15T12:00:00-05:00
4200073,29457183,6100072,owen.pratt@gmail.com,Owen Pratt,1405 Cedar St,Stillwater,OK,74074,US,completed,etsy_payments,83.06,68.0,12.0,3.06,0.0,,false,ups,9400304064686547758,2026-07-15T10:13:00-05:00,2026-07-15T10:13:00-05:00,2026-07-17T14:00:00-05:00,2026-07-21T12:00:00-05:00
4200074,29457183,6100073,faith.long@gmail.com,Faith Long,6874 Main St,Tulsa,OK,74120,US,completed,etsy_payments,83.06,68.0,12.0,3.06,0.0,,false,usps,9400409862826873783,2026-07-21T10:14:00-05:00,2026-07-21T10:14:00-05:00,2026-07-23T14:00:00-05:00,2026-07-27T12:00:00-05:00
4200075,29457183,6100074,marcus.reed@gmail.com,Marcus Reed,7394 Oak St,Coweta,OK,74429,US,completed,etsy_payments,106.77,95.0,7.5,4.27,0.0,,false,fedex,9400656467432055465,2026-08-12T10:15:00-05:00,2026-08-12T10:15:00-05:00,2026-08-14T14:00:00-05:00,2026-08-18T12:00:00-05:00
4200076,29457183,6100075,julia.stone@gmail.com,Julia Stone,6566 Elm St,Wagoner,OK,74467,US,completed,etsy_payments,126.04,112.0,9.0,5.04,0.0,,false,fedex,9400280353274025367,2026-07-18T10:16:00-05:00,2026-07-18T10:16:00-05:00,2026-07-20T14:00:00-05:00,2026-07-24T12:00:00-05:00
4200077,29457183,6100076,evan.cole@gmail.com,Evan Cole,8110 Oak St,Tulsa,OK,74105,US,completed,etsy_payments,59.16,48.0,9.0,2.16,0.0,,false,fedex,9400714015136905953,2026-07-07T10:17:00-05:00,2026-07-07T10:17:00-05:00,2026-07-09T14:00:00-05:00,2026-07-13T12:00:00-05:00
4200078,29457183,6100077,nora.hays@gmail.com,Nora Hays,9204 Oak St,Glenpool,OK,74033,US,completed,etsy_payments,70.2,60.0,7.5,2.7,0.0,,false,usps,9400254729936708762,2026-09-28T10:18:00-05:00,2026-09-28T10:18:00-05:00,2026-09-28T14:00:00-05:00,2026-09-28T12:00:00-05:00
4200079,29457183,6100078,seth.barron@gmail.com,Seth Barron,5490 Elm St,Catoosa,OK,74015,US,completed,etsy_payments,66.34,52.0,12.0,2.34,0.0,,false,fedex,9400564695276538725,2026-09-09T10:19:00-05:00,2026-09-09T10:19:00-05:00,2026-09-11T14:00:00-05:00,2026-09-15T12:00:00-05:00
4200080,29457183,6100079,kira.vance@gmail.com,Kira Vance,8187 Main St,Tulsa,OK,74107,US,completed,etsy_payments,34.99,22.0,12.0,0.99,0.0,,false,ups,9400329402791204556,2026-09-07T10:20:00-05:00,2026-09-07T10:20:00-05:00,2026-09-09T14:00:00-05:00,2026-09-13T12:00:00-05:00
4200081,29457183,6100080,megan.ortiz@gmail.com,Megan Ortiz,4414 Birch St,Tulsa,OK,74104,US,completed,etsy_payments,54.21,38.0,14.5,1.71,0.0,,false,usps,9400401195350026722,2026-07-01T10:21:00-05:00,2026-07-01T10:21:00-05:00,2026-07-03T14:00:00-05:00,2026-07-07T12:00:00-05:00
4200082,29457183,6100081,priya.shah@outlook.com,Priya Shah,9504 Main St,Norman,OK,73019,US,completed,etsy_payments,55.89,42.0,12.0,1.89,0.0,,false,usps,9400203639419689674,2026-07-05T10:22:00-05:00,2026-07-05T10:22:00-05:00,2026-07-07T14:00:00-05:00,2026-07-11T12:00:00-05:00
