Id,DisplayName,GivenName,FamilyName,CompanyName,PrimaryEmailAddr,PrimaryPhone,BillAddr,Balance,Active,Job,Notes
qb_cust_020,Klein private,Klein,private,Klein private,"{""Address"": ""klein.private@example.com""}","{""FreeFormNumber"": ""+15035554437""}","{""Line1"": ""157 Portland Way"", ""City"": ""Beaverton"", ""CountrySubDivisionCode"": ""OR"", ""PostalCode"": ""97209""}",0,true,false,
qb_cust_021,Le Sirop Nordique,Le,Nordique,Le Sirop Nordique,"{""Address"": ""info@leseraphin.qc.ca""}","{""FreeFormNumber"": ""+15035554460""}","{""Line1"": ""160 Portland Way"", ""City"": ""Hillsboro"", ""CountrySubDivisionCode"": ""OR"", ""PostalCode"": ""97200""}",0,true,false,
qb_cust_022,Pearl District Design,Pearl,Design,Pearl District Design,"{""Address"": ""team@pearldd.com""}","{""FreeFormNumber"": ""+15035554483""}","{""Line1"": ""163 Portland Way"", ""City"": ""Lake Oswego"", ""CountrySubDivisionCode"": ""OR"", ""PostalCode"": ""97201""}",0,true,false,
qb_cust_023,Cedar Ridge social,Cedar,social,Cedar Ridge social,"{""Address"": ""residents@cedarridge.com""}","{""FreeFormNumber"": ""+15035554506""}","{""Line1"": ""166 Portland Way"", ""City"": ""Tigard"", ""CountrySubDivisionCode"": ""OR"", ""PostalCode"": ""97202""}",0,true,false,
qb_cust_024,Doyle family,Doyle,family,Doyle family,"{""Address"": ""connor.doyle@gmail.com""}","{""FreeFormNumber"": ""+15035554529""}","{""Line1"": ""169 Portland Way"", ""City"": ""Vancouver WA"", ""CountrySubDivisionCode"": ""OR"", ""PostalCode"": ""97203""}",0,true,false,
qb_cust_025,Reeves,Reeves,,Reeves,"{""Address"": ""erik.reeves@example.com""}","{""FreeFormNumber"": ""+15035554552""}","{""Line1"": ""172 Portland Way"", ""City"": ""West Linn"", ""CountrySubDivisionCode"": ""OR"", ""PostalCode"": ""97204""}",0,true,false,
qb_cust_026,Marston-Kim,Marston-Kim,,Marston-Kim,"{""Address"": ""brian.marston@example.com""}","{""FreeFormNumber"": ""+15035554575""}","{""Line1"": ""175 Portland Way"", ""City"": ""Milwaukie"", ""CountrySubDivisionCode"": ""OR"", ""PostalCode"": ""97205""}",0,true,false,
qb_cust_027,Alcorn family,Alcorn,family,Alcorn family,"{""Address"": ""meredith.alcorn.family@example.com""}","{""FreeFormNumber"": ""+15035554598""}","{""Line1"": ""178 Portland Way"", ""City"": ""Sherwood"", ""CountrySubDivisionCode"": ""OR"", ""PostalCode"": ""97206""}",0,true,false,
qb_cust_028,Salem Alcorn cousins,Salem,cousins,Salem Alcorn cousins,"{""Address"": ""jason.alcorn@example.com""}","{""FreeFormNumber"": ""+15035554621""}","{""Line1"": ""181 Portland Way"", ""City"": ""Gresham"", ""CountrySubDivisionCode"": ""OR"", ""PostalCode"": ""97207""}",0,true,false,
qb_cust_029,Bridgeport Vineyards,Bridgeport,Vineyards,Bridgeport Vineyards,"{""Address"": ""events@bridgeportvine.com""}","{""FreeFormNumber"": ""+15035554644""}","{""Line1"": ""184 Portland Way"", ""City"": ""Salem"", ""CountrySubDivisionCode"": ""OR"", ""PostalCode"": ""97208""}",0,true,false,
qb_cust_030,Kim family,Kim,family,Kim family,"{""Address"": ""adele.kim.family@example.com""}","{""FreeFormNumber"": ""+15035554667""}","{""Line1"": ""187 Portland Way"", ""City"": ""Silverton"", ""CountrySubDivisionCode"": ""OR"", ""PostalCode"": ""97209""}",0,true,false,
qb_cust_031,Beaverton engagement,Beaverton,engagement,Beaverton engagement,"{""Address"": ""beavengagementparty@example.com""}","{""FreeFormNumber"": ""+15035554690""}","{""Line1"": ""190 Portland Way"", ""City"": ""Tualatin"", ""CountrySubDivisionCode"": ""OR"", ""PostalCode"": ""97200""}",0,true,false,
qb_cust_032,Reese Overland,Reese,Overland,Reese Overland,"{""Address"": ""reese.overland@example.com""}","{""FreeFormNumber"": ""+15035554713""}","{""Line1"": ""193 Portland Way"", ""City"": ""Wilsonville"", ""CountrySubDivisionCode"": ""OR"", ""PostalCode"": ""97201""}",0,true,false,
qb_cust_033,Toni Silva,Toni,Silva,Toni Silva,"{""Address"": ""toni.silva@example.com""}","{""FreeFormNumber"": ""+15035554736""}","{""Line1"": ""196 Portland Way"", ""City"": ""Aloha"", ""CountrySubDivisionCode"": ""OR"", ""PostalCode"": ""97202""}",0,true,false,
qb_cust_034,Erik Reeves 55th,Erik,55th,Erik Reeves 55th,"{""Address"": ""reeves55@example.com""}","{""FreeFormNumber"": ""+15035554759""}","{""Line1"": ""199 Portland Way"", ""City"": ""Cedar Hills"", ""CountrySubDivisionCode"": ""OR"", ""PostalCode"": ""97203""}",0,true,false,
qb_cust_035,Cara Doyle,Cara,Doyle,Cara Doyle,"{""Address"": ""cara.doyle@example.com""}","{""FreeFormNumber"": ""+15035554782""}","{""Line1"": ""202 Portland Way"", ""City"": ""Bethany"", ""CountrySubDivisionCode"": ""OR"", ""PostalCode"": ""97204""}",0,true,false,
qb_cust_036,Marcus Casey,Marcus,Casey,,"{""Address"": ""marcus.casey35@example.com""}","{""FreeFormNumber"": ""+15035551245""}","{""Line1"": ""205 Portland Way"", ""City"": ""Forest Grove"", ""CountrySubDivisionCode"": ""OR"", ""PostalCode"": ""97205""}",0,true,false,
qb_cust_037,Karen Kim,Karen,Kim,,"{""Address"": ""karen.kim36@example.com""}","{""FreeFormNumber"": ""+15035551252""}","{""Line1"": ""208 Portland Way"", ""City"": ""Portland"", ""CountrySubDivisionCode"": ""OR"", ""PostalCode"": ""97206""}",0,true,false,
qb_cust_038,Nadia Reeves,Nadia,Reeves,,"{""Address"": ""nadia.reeves37@example.com""}","{""FreeFormNumber"": ""+15035551259""}","{""Line1"": ""211 Portland Way"", ""City"": ""Beaverton"", ""CountrySubDivisionCode"": ""OR"", ""PostalCode"": ""97207""}",0,true,false,
qb_cust_039,Patricia Doyle,Patricia,Doyle,,"{""Address"": ""patricia.doyle38@example.com""}","{""FreeFormNumber"": ""+15035551266""}","{""Line1"": ""214 Portland Way"", ""City"": ""Hillsboro"", ""CountrySubDivisionCode"": ""OR"", ""PostalCode"": ""97208""}",0,true,false,
qb_cust_040,Blessing Nair,Blessing,Nair,,"{""Address"": ""blessing.nair39@example.com""}","{""FreeFormNumber"": ""+15035551273""}","{""Line1"": ""217 Portland Way"", ""City"": ""Lake Oswego"", ""CountrySubDivisionCode"": ""OR"", ""PostalCode"": ""97209""}",0,true,false,
qb_cust_041,Brianna Marsh,Brianna,Marsh,,"{""Address"": ""brianna.marsh40@example.com""}","{""FreeFormNumber"": ""+15035551280""}","{""Line1"": ""220 Portland Way"", ""City"": ""Tigard"", ""CountrySubDivisionCode"": ""OR"", ""PostalCode"": ""97200""}",0,true,false,
qb_cust_042,Jason Mitchell,Jason,Mitchell,,"{""Address"": ""jason.mitchell41@example.com""}","{""FreeFormNumber"": ""+15035551287""}","{""Line1"": ""223 Portland Way"", ""City"": ""Vancouver WA"", ""CountrySubDivisionCode"": ""OR"", ""PostalCode"": ""97201""}",0,true,false,
qb_cust_043,Connor Bourque,Connor,Bourque,,"{""Address"": ""connor.bourque42@example.com""}","{""FreeFormNumber"": ""+15035551294""}","{""Line1"": ""226 Portland Way"", ""City"": ""West Linn"", ""CountrySubDivisionCode"": ""OR"", ""PostalCode"": ""97202""}",0,true,false,
qb_cust_044,Reyna Bellemare,Reyna,Bellemare,,"{""Address"": ""reyna.bellemare43@example.com""}","{""FreeFormNumber"": ""+15035551301""}","{""Line1"": ""229 Portland Way"", ""City"": ""Milwaukie"", ""CountrySubDivisionCode"": ""OR"", ""PostalCode"": ""97203""}",0,true,false,
qb_cust_045,Iman Ouellet,Iman,Ouellet,,"{""Address"": ""iman.ouellet44@example.com""}","{""FreeFormNumber"": ""+15035551308""}","{""Line1"": ""232 Portland Way"", ""City"": ""Sherwood"", ""CountrySubDivisionCode"": ""OR"", ""PostalCode"": ""97204""}",0,true,false,
qb_cust_046,Ilse Cote,Ilse,Cote,,"{""Address"": ""ilse.cote45@example.com""}","{""FreeFormNumber"": ""+15035551315""}","{""Line1"": ""235 Portland Way"", ""City"": ""Gresham"", ""CountrySubDivisionCode"": ""OR"", ""PostalCode"": ""97205""}",0,true,false,
qb_cust_047,Kofi Girard,Kofi,Girard,,"{""Address"": ""kofi.girard46@example.com""}","{""FreeFormNumber"": ""+15035551322""}","{""Line1"": ""238 Portland Way"", ""City"": ""Salem"", ""CountrySubDivisionCode"": ""OR"", ""PostalCode"": ""97206""}",0,true,false,
qb_cust_048,Zainab Beaulieu,Zainab,Beaulieu,,"{""Address"": ""zainab.beaulieu0@example.com""}","{""FreeFormNumber"": ""+15035551329""}","{""Line1"": ""241 Portland Way"", ""City"": ""Silverton"", ""CountrySubDivisionCode"": ""OR"", ""PostalCode"": ""97207""}",0,true,false,
qb_cust_049,Owen Alcorn,Owen,Alcorn,,"{""Address"": ""owen.alcorn1@example.com""}","{""FreeFormNumber"": ""+15035551336""}","{""Line1"": ""244 Portland Way"", ""City"": ""Tualatin"", ""CountrySubDivisionCode"": ""OR"", ""PostalCode"": ""97208""}",0,true,false,
qb_cust_050,Dalia Aldrete,Dalia,Aldrete,,"{""Address"": ""dalia.aldrete2@example.com""}","{""FreeFormNumber"": ""+15035551343""}","{""Line1"": ""247 Portland Way"", ""City"": ""Wilsonville"", ""CountrySubDivisionCode"": ""OR"", ""PostalCode"": ""97209""}",0,true,false,
qb_cust_051,Neema Wong,Neema,Wong,,"{""Address"": ""neema.wong3@example.com""}","{""FreeFormNumber"": ""+15035551350""}","{""Line1"": ""250 Portland Way"", ""City"": ""Aloha"", ""CountrySubDivisionCode"": ""OR"", ""PostalCode"": ""97200""}",0,true,false,
qb_cust_052,Hakeem Casey,Hakeem,Casey,,"{""Address"": ""hakeem.casey4@example.com""}","{""FreeFormNumber"": ""+15035551357""}","{""Line1"": ""253 Portland Way"", ""City"": ""Cedar Hills"", ""CountrySubDivisionCode"": ""OR"", ""PostalCode"": ""97201""}",0,true,false,
qb_cust_053,Salma Kim,Salma,Kim,,"{""Address"": ""salma.kim5@example.com""}","{""FreeFormNumber"": ""+15035551364""}","{""Line1"": ""256 Portland Way"", ""City"": ""Bethany"", ""CountrySubDivisionCode"": ""OR"", ""PostalCode"": ""97202""}",0,true,false,
qb_cust_054,Hazel Reeves,Hazel,Reeves,,"{""Address"": ""hazel.reeves6@example.com""}","{""FreeFormNumber"": ""+15035551371""}","{""Line1"": ""259 Portland Way"", ""City"": ""Forest Grove"", ""CountrySubDivisionCode"": ""OR"", ""PostalCode"": ""97203""}",0,true,false,
qb_cust_055,Oren Doyle,Oren,Doyle,,"{""Address"": ""oren.doyle7@example.com""}","{""FreeFormNumber"": ""+15035551378""}","{""Line1"": ""262 Portland Way"", ""City"": ""Portland"", ""CountrySubDivisionCode"": ""OR"", ""PostalCode"": ""97204""}",0,true,false,
qb_cust_056,Frida Nair,Frida,Nair,,"{""Address"": ""frida.nair8@example.com""}","{""FreeFormNumber"": ""+15035551385""}","{""Line1"": ""265 Portland Way"", ""City"": ""Beaverton"", ""CountrySubDivisionCode"": ""OR"", ""PostalCode"": ""97205""}",0,true,false,
qb_cust_057,Nia Marsh,Nia,Marsh,,"{""Address"": ""nia.marsh9@example.com""}","{""FreeFormNumber"": ""+15035551392""}","{""Line1"": ""268 Portland Way"", ""City"": ""Hillsboro"", ""CountrySubDivisionCode"": ""OR"", ""PostalCode"": ""97206""}",0,true,false,
qb_cust_058,Wren Mitchell,Wren,Mitchell,,"{""Address"": ""wren.mitchell10@example.com""}","{""FreeFormNumber"": ""+15035551399""}","{""Line1"": ""271 Portland Way"", ""City"": ""Lake Oswego"", ""CountrySubDivisionCode"": ""OR"", ""PostalCode"": ""97207""}",0,true,false,
qb_cust_059,Idris Bourque,Idris,Bourque,,"{""Address"": ""idris.bourque11@example.com""}","{""FreeFormNumber"": ""+15035551406""}","{""Line1"": ""274 Portland Way"", ""City"": ""Tigard"", ""CountrySubDivisionCode"": ""OR"", ""PostalCode"": ""97208""}",0,true,false,
qb_cust_060,Fatimah Bellemare,Fatimah,Bellemare,,"{""Address"": ""fatimah.bellemare12@example.com""}","{""FreeFormNumber"": ""+15035551413""}","{""Line1"": ""277 Portland Way"", ""City"": ""Vancouver WA"", ""CountrySubDivisionCode"": ""OR"", ""PostalCode"": ""97209""}",0,true,false,
qb_cust_061,Kwame Ouellet,Kwame,Ouellet,,"{""Address"": ""kwame.ouellet13@example.com""}","{""FreeFormNumber"": ""+15035551420""}","{""Line1"": ""280 Portland Way"", ""City"": ""West Linn"", ""CountrySubDivisionCode"": ""OR"", ""PostalCode"": ""97200""}",0,true,false,
qb_cust_062,Chidi Cote,Chidi,Cote,,"{""Address"": ""chidi.cote14@example.com""}","{""FreeFormNumber"": ""+15035551427""}","{""Line1"": ""283 Portland Way"", ""City"": ""Milwaukie"", ""CountrySubDivisionCode"": ""OR"", ""PostalCode"": ""97201""}",0,true,false,
qb_cust_063,Zola Girard,Zola,Girard,,"{""Address"": ""zola.girard15@example.com""}","{""FreeFormNumber"": ""+15035551434""}","{""Line1"": ""286 Portland Way"", ""City"": ""Sherwood"", ""CountrySubDivisionCode"": ""OR"", ""PostalCode"": ""97202""}",0,true,false,
qb_cust_064,Sade Beaulieu,Sade,Beaulieu,,"{""Address"": ""sade.beaulieu16@example.com""}","{""FreeFormNumber"": ""+15035551441""}","{""Line1"": ""289 Portland Way"", ""City"": ""Gresham"", ""CountrySubDivisionCode"": ""OR"", ""PostalCode"": ""97203""}",0,true,false,
qb_cust_065,Kojo Alcorn,Kojo,Alcorn,,"{""Address"": ""kojo.alcorn17@example.com""}","{""FreeFormNumber"": ""+15035551448""}","{""Line1"": ""292 Portland Way"", ""City"": ""Salem"", ""CountrySubDivisionCode"": ""OR"", ""PostalCode"": ""97204""}",0,true,false,
qb_cust_066,Amara Aldrete,Amara,Aldrete,,"{""Address"": ""amara.aldrete18@example.com""}","{""FreeFormNumber"": ""+15035551455""}","{""Line1"": ""295 Portland Way"", ""City"": ""Silverton"", ""CountrySubDivisionCode"": ""OR"", ""PostalCode"": ""97205""}",0,true,false,
qb_cust_067,Bo Wong,Bo,Wong,,"{""Address"": ""bo.wong19@example.com""}","{""FreeFormNumber"": ""+15035551462""}","{""Line1"": ""298 Portland Way"", ""City"": ""Tualatin"", ""CountrySubDivisionCode"": ""OR"", ""PostalCode"": ""97206""}",0,true,false,
qb_cust_068,Kenzo Casey,Kenzo,Casey,,"{""Address"": ""kenzo.casey20@example.com""}","{""FreeFormNumber"": ""+15035551469""}","{""Line1"": ""301 Portland Way"", ""City"": ""Wilsonville"", ""CountrySubDivisionCode"": ""OR"", ""PostalCode"": ""97207""}",0,true,false,
qb_cust_069,Naomi Kim,Naomi,Kim,,"{""Address"": ""naomi.kim21@example.com""}","{""FreeFormNumber"": ""+15035551476""}","{""Line1"": ""304 Portland Way"", ""City"": ""Aloha"", ""CountrySubDivisionCode"": ""OR"", ""PostalCode"": ""97208""}",0,true,false,
qb_cust_070,Lior Reeves,Lior,Reeves,,"{""Address"": ""lior.reeves22@example.com""}","{""FreeFormNumber"": ""+15035551483""}","{""Line1"": ""307 Portland Way"", ""City"": ""Cedar Hills"", ""CountrySubDivisionCode"": ""OR"", ""PostalCode"": ""97209""}",0,true,false,
qb_cust_071,Bram Doyle,Bram,Doyle,,"{""Address"": ""bram.doyle23@example.com""}","{""FreeFormNumber"": ""+15035551490""}","{""Line1"": ""310 Portland Way"", ""City"": ""Bethany"", ""CountrySubDivisionCode"": ""OR"", ""PostalCode"": ""97200""}",0,true,false,
qb_cust_072,Ines Nair,Ines,Nair,,"{""Address"": ""ines.nair24@example.com""}","{""FreeFormNumber"": ""+15035551497""}","{""Line1"": ""313 Portland Way"", ""City"": ""Forest Grove"", ""CountrySubDivisionCode"": ""OR"", ""PostalCode"": ""97201""}",0,true,false,
qb_cust_073,Ana Marsh,Ana,Marsh,,"{""Address"": ""ana.marsh25@example.com""}","{""FreeFormNumber"": ""+15035551504""}","{""Line1"": ""316 Portland Way"", ""City"": ""Portland"", ""CountrySubDivisionCode"": ""OR"", ""PostalCode"": ""97202""}",0,true,false,
qb_cust_074,Basil Mitchell,Basil,Mitchell,,"{""Address"": ""basil.mitchell26@example.com""}","{""FreeFormNumber"": ""+15035551511""}","{""Line1"": ""319 Portland Way"", ""City"": ""Beaverton"", ""CountrySubDivisionCode"": ""OR"", ""PostalCode"": ""97203""}",0,true,false,
qb_cust_075,Vero Bourque,Vero,Bourque,,"{""Address"": ""vero.bourque27@example.com""}","{""FreeFormNumber"": ""+15035551518""}","{""Line1"": ""322 Portland Way"", ""City"": ""Hillsboro"", ""CountrySubDivisionCode"": ""OR"", ""PostalCode"": ""97204""}",0,true,false,
qb_cust_076,Elke Bellemare,Elke,Bellemare,,"{""Address"": ""elke.bellemare28@example.com""}","{""FreeFormNumber"": ""+15035551525""}","{""Line1"": ""325 Portland Way"", ""City"": ""Lake Oswego"", ""CountrySubDivisionCode"": ""OR"", ""PostalCode"": ""97205""}",0,true,false,
qb_cust_077,Kian Ouellet,Kian,Ouellet,,"{""Address"": ""kian.ouellet29@example.com""}","{""FreeFormNumber"": ""+15035551532""}","{""Line1"": ""328 Portland Way"", ""City"": ""Tigard"", ""CountrySubDivisionCode"": ""OR"", ""PostalCode"": ""97206""}",0,true,false,
qb_cust_078,Rin Cote,Rin,Cote,,"{""Address"": ""rin.cote30@example.com""}","{""FreeFormNumber"": ""+15035551539""}","{""Line1"": ""331 Portland Way"", ""City"": ""Vancouver WA"", ""CountrySubDivisionCode"": ""OR"", ""PostalCode"": ""97207""}",0,true,false,
qb_cust_079,Meredith Girard,Meredith,Girard,,"{""Address"": ""meredith.girard31@example.com""}","{""FreeFormNumber"": ""+15035551546""}","{""Line1"": ""334 Portland Way"", ""City"": ""West Linn"", ""CountrySubDivisionCode"": ""OR"", ""PostalCode"": ""97208""}",0,true,false,
qb_cust_080,Kelly Beaulieu,Kelly,Beaulieu,,"{""Address"": ""kelly.beaulieu32@example.com""}","{""FreeFormNumber"": ""+15035551553""}","{""Line1"": ""337 Portland Way"", ""City"": ""Milwaukie"", ""CountrySubDivisionCode"": ""OR"", ""PostalCode"": ""97209""}",0,true,false,
qb_cust_081,Barbara Alcorn,Barbara,Alcorn,,"{""Address"": ""barbara.alcorn33@example.com""}","{""FreeFormNumber"": ""+15035551560""}","{""Line1"": ""340 Portland Way"", ""City"": ""Sherwood"", ""CountrySubDivisionCode"": ""OR"", ""PostalCode"": ""97200""}",0,true,false,
qb_cust_082,Nia Aldrete,Nia,Aldrete,,"{""Address"": ""nia.aldrete34@example.com""}","{""FreeFormNumber"": ""+15035551567""}","{""Line1"": ""343 Portland Way"", ""City"": ""Gresham"", ""CountrySubDivisionCode"": ""OR"", ""PostalCode"": ""97201""}",0,true,false,
