id,firstName,lastName,workEmail,department,jobTitle,location,hireDate,status,supervisorId
EMP_CRSD_00605,Trevor,Tanaka,ttanaka@cedarridgemiddle.edu,Physical Education,Health Teacher,Cedar Ridge Middle School,2015-10-10,Active,EMP_CRSD_00100
EMP_CRSD_00606,Logan,Andrews,landrews@cedarridgemiddle.edu,Arts,"Teacher, Theatre",Cedar Ridge Middle School,2013-07-15,Active,EMP_CRSD_00100
EMP_CRSD_00607,Jacob,Ellison,jellison@cedarridgemiddle.edu,Music,"Teacher, Orchestra",Cedar Ridge Middle School,2011-09-22,Active,EMP_CRSD_00100
EMP_CRSD_00608,Jada,Coleman,jcoleman@cedarridgemiddle.edu,Special Education,Resource Specialist,Cedar Ridge Middle School,2023-07-17,Active,EMP_CRSD_00100
EMP_CRSD_00609,Trevor,Sinclair,tsinclair@cedarridgemiddle.edu,Counseling,College & Career Counselor,Cedar Ridge Middle School,2005-06-18,Active,EMP_CRSD_00100
EMP_CRSD_00610,Leah,Rhodes,lrhodes@cedarridgemiddle.edu,Athletics,Assistant Coach,Cedar Ridge Middle School,2020-10-12,Active,EMP_CRSD_00100
EMP_CRSD_00611,Felix,Okafor,fokafor@cedarridgemiddle.edu,Library / Media,Librarian,Cedar Ridge Middle School,2015-10-22,Active,EMP_CRSD_00100
EMP_CRSD_00612,Harold,Ramsey,hramsey@cedarridgemiddle.edu,Technology,Instructional Technology Specialist,Cedar Ridge Middle School,2010-01-28,Active,EMP_CRSD_00100
EMP_CRSD_00613,Alicia,Whitaker,awhitaker@cedarridgemiddle.edu,Administration,Office Manager,Cedar Ridge Middle School,2019-08-06,Active,EMP_CRSD_00100
EMP_CRSD_00614,Lance,Tanaka,ltanaka@cedarridgesd.org,HR / Payroll,Benefits Coordinator,District Office,2011-05-21,Active,EMP_CRSD_00100
EMP_CRSD_00615,Selena,Sawyer,ssawyer@cedarridgemiddle.edu,Nutrition Services,Food Services Lead,Cedar Ridge Middle School,2005-02-12,Active,EMP_CRSD_00100
EMP_CRSD_00616,Evelyn,Rincon,erincon@cedarridgemiddle.edu,Facilities,Head Custodian,Cedar Ridge Middle School,2014-09-27,Active,EMP_CRSD_00100
EMP_CRSD_00617,Imani,Okafor,iokafor@cedarridgemiddle.edu,Health Office,Health Aide,Cedar Ridge Middle School,2014-03-14,Active,EMP_CRSD_00100
EMP_CRSD_00618,Quinn,Rowley,qrowley@cedarridgemiddle.edu,Administration,Assistant Principal,Cedar Ridge Middle School,2022-03-26,Active,
EMP_CRSD_00619,Tobias,Hendricks,thendricks@cedarridgemiddle.edu,Science,"Teacher, Life Science",Cedar Ridge Middle School,2013-01-24,Active,EMP_CRSD_00100
EMP_CRSD_00620,Felix,Villareal,fvillareal@cedarridgemiddle.edu,Music,"Teacher, Choir",Cedar Ridge Middle School,2014-07-11,Active,EMP_CRSD_00100
EMP_CRSD_00621,Gemma,Marsh,gmarsh@cedarridgemiddle.edu,Health Office,School Nurse,Cedar Ridge Middle School,2006-06-05,Active,EMP_CRSD_00100
EMP_CRSD_00622,Joel,Farley,jfarley@cedarridgemiddle.edu,Administration,Dean of Students,Cedar Ridge Middle School,2018-07-18,Active,EMP_CRSD_00100
EMP_CRSD_00623,Sean,Carrington,scarrington@cedarridgemiddle.edu,World Languages,"Teacher, Spanish",Cedar Ridge Middle School,2006-12-12,Active,EMP_CRSD_00100
EMP_CRSD_00624,Sabrina,Gibson,sgibson@cedarridgemiddle.edu,Counseling,School Counselor,Cedar Ridge Middle School,2010-11-05,Active,EMP_CRSD_00100
EMP_CRSD_00625,Grant,Cortez,gcortez@cedarridgemiddle.edu,Physical Education,"Teacher, Physical Education",Cedar Ridge Middle School,2005-04-04,Active,EMP_CRSD_00100
EMP_CRSD_00626,Isabel,Ortega,iortega@cedarridgemiddle.edu,World Languages,"Teacher, French",Cedar Ridge Middle School,2015-02-25,Active,EMP_CRSD_00100
EMP_CRSD_00627,Kiara,Rincon,krincon@cedarridgemiddle.edu,Music,"Teacher, Orchestra",Cedar Ridge Middle School,2008-12-17,Active,EMP_CRSD_00100
EMP_CRSD_00628,Deborah,Underwood,dunderwood@cedarridgemiddle.edu,Athletics,"Head Coach, Track",Cedar Ridge Middle School,2017-11-26,Active,EMP_CRSD_00100
EMP_CRSD_00629,Javier,Brooks,jbrooks@cedarridgemiddle.edu,Special Education,Resource Specialist,Cedar Ridge Middle School,2009-05-10,Active,EMP_CRSD_00100
EMP_CRSD_00630,Diana,Kaminski,dkaminski@cedarridgemiddle.edu,Athletics,"Head Coach, Track",Cedar Ridge Middle School,2018-08-07,Active,EMP_CRSD_00100
EMP_CRSD_00631,Grace,Coleman,gcoleman@cedarridgemiddle.edu,Social Studies,"Teacher, 6th Grade Geography",Cedar Ridge Middle School,2005-01-25,Active,EMP_CRSD_00100
EMP_CRSD_00632,David,Kirkland,dkirkland@cedarridgesd.org,HR / Payroll,Benefits Coordinator,District Office,2011-01-07,Active,EMP_CRSD_00100
EMP_CRSD_00633,David,Nolan,dnolan@cedarridgemiddle.edu,Nutrition Services,Cafeteria Associate,Cedar Ridge Middle School,2012-01-22,Active,EMP_CRSD_00100
EMP_CRSD_00634,Aaron,Stafford,astafford@cedarridgemiddle.edu,Technology,Instructional Technology Specialist,Cedar Ridge Middle School,2022-07-14,Active,EMP_CRSD_00100
EMP_CRSD_00635,Luna,Yamamoto,lyamamoto@cedarridgemiddle.edu,Special Education,Instructional Aide,Cedar Ridge Middle School,2005-08-08,Active,EMP_CRSD_00100
EMP_CRSD_00636,Sandra,Vaughan,svaughan@cedarridgemiddle.edu,World Languages,"Teacher, French",Cedar Ridge Middle School,2017-03-02,Active,EMP_CRSD_00100
EMP_CRSD_00637,Zachary,Brennan,zbrennan@cedarridgemiddle.edu,Technology,Instructional Technology Specialist,Cedar Ridge Middle School,2014-11-02,Active,EMP_CRSD_00100
EMP_CRSD_00638,Evelyn,Vaughan,evaughan@cedarridgemiddle.edu,Nutrition Services,Food Services Lead,Cedar Ridge Middle School,2007-11-02,Active,EMP_CRSD_00100
EMP_CRSD_00639,Brandon,Prescott,bprescott@cedarridgesd.org,HR / Payroll,HR Generalist,District Office,2016-06-18,Active,EMP_CRSD_00100
EMP_CRSD_00640,Evelyn,Nakamura,enakamura@cedarridgemiddle.edu,Facilities,Groundskeeper,Cedar Ridge Middle School,2013-08-18,Active,EMP_CRSD_00100
EMP_CRSD_00641,Hannah,Rhodes,hrhodes@cedarridgemiddle.edu,Counseling,School Counselor,Cedar Ridge Middle School,2013-08-14,Active,EMP_CRSD_00100
EMP_CRSD_00642,Isaac,Grady,igrady@cedarridgemiddle.edu,World Languages,"Teacher, Spanish",Cedar Ridge Middle School,2007-07-21,Active,EMP_CRSD_00100
EMP_CRSD_00643,Jerome,Pemberton,jpemberton@cedarridgemiddle.edu,Mathematics,"Teacher, Math 7",Cedar Ridge Middle School,2011-12-17,Active,EMP_CRSD_00100
EMP_CRSD_00644,Rhonda,Garrison,rgarrison@cedarridgemiddle.edu,Music,"Teacher, Band",Cedar Ridge Middle School,2022-02-06,Active,EMP_CRSD_00100
EMP_CRSD_00645,Bianca,Fowler,bfowler@cedarridgemiddle.edu,Health Office,School Nurse,Cedar Ridge Middle School,2007-08-13,Active,EMP_CRSD_00100
EMP_CRSD_00646,Jerome,Bailey,jbailey@cedarridgemiddle.edu,Music,"Teacher, Orchestra",Cedar Ridge Middle School,2005-04-26,Active,EMP_CRSD_00100
EMP_CRSD_00647,Olivia,Sawyer,osawyer@cedarridgemiddle.edu,Arts,"Teacher, Theatre",Cedar Ridge Middle School,2017-03-24,Active,EMP_CRSD_00100
EMP_CRSD_00648,Spencer,Nolan,snolan@cedarridgemiddle.edu,Music,"Teacher, Orchestra",Cedar Ridge Middle School,2025-02-27,Inactive,EMP_CRSD_00100
EMP_CRSD_00649,Julian,Sutherland,jsutherland@cedarridgemiddle.edu,Physical Education,"Teacher, Physical Education",Cedar Ridge Middle School,2014-12-20,Active,EMP_CRSD_00100
EMP_CRSD_00650,Brandon,Sawyer,bsawyer@cedarridgemiddle.edu,Athletics,"Head Coach, Cross Country",Cedar Ridge Middle School,2009-12-12,Active,EMP_CRSD_00100
EMP_CRSD_00651,Victor,Clarke,vclarke@cedarridgemiddle.edu,Administration,Assistant Principal,Cedar Ridge Middle School,2010-08-19,Active,
EMP_CRSD_00652,Evelyn,Rowley,erowley@cedarridgemiddle.edu,Nutrition Services,Cafeteria Associate,Cedar Ridge Middle School,2005-11-23,Active,EMP_CRSD_00100
EMP_CRSD_00653,Javier,Fleming,jfleming@cedarridgemiddle.edu,Science,"Teacher, Earth Science",Cedar Ridge Middle School,2009-01-13,Active,EMP_CRSD_00100
EMP_CRSD_00654,Karen,Hawkins,khawkins@cedarridgemiddle.edu,Technology,Instructional Technology Specialist,Cedar Ridge Middle School,2019-04-27,Active,EMP_CRSD_00100
EMP_CRSD_00655,Rachel,Sawyer,rsawyer@cedarridgemiddle.edu,Counseling,School Counselor,Cedar Ridge Middle School,2013-01-19,Active,EMP_CRSD_00100
EMP_CRSD_00656,Lance,Delgado,ldelgado@cedarridgemiddle.edu,Health Office,School Nurse,Cedar Ridge Middle School,2009-06-22,Active,EMP_CRSD_00100
EMP_CRSD_00657,Nicole,Callahan,ncallahan@cedarridgemiddle.edu,Health Office,School Nurse,Cedar Ridge Middle School,2024-08-18,Active,EMP_CRSD_00100
EMP_CRSD_00658,Carmen,Zimmerman,czimmerman@cedarridgemiddle.edu,Counseling,School Counselor,Cedar Ridge Middle School,2007-10-11,Active,EMP_CRSD_00100
EMP_CRSD_00659,Deborah,Alvarez,dalvarez@cedarridgemiddle.edu,Counseling,School Counselor,Cedar Ridge Middle School,2007-05-18,Active,EMP_CRSD_00100
EMP_CRSD_00660,Vivian,Schroeder,vschroeder@cedarridgemiddle.edu,Nutrition Services,Food Services Lead,Cedar Ridge Middle School,2019-07-06,Active,EMP_CRSD_00100
EMP_CRSD_00661,Rosa,Langston,rlangston@cedarridgemiddle.edu,Social Studies,"Teacher, 8th Grade Civics",Cedar Ridge Middle School,2023-08-25,Active,EMP_CRSD_00100
EMP_CRSD_00662,Regina,Castillo,rcastillo@cedarridgemiddle.edu,Physical Education,"Teacher, Physical Education",Cedar Ridge Middle School,2007-12-04,Active,EMP_CRSD_00100
EMP_CRSD_00663,Diana,Garrison,dgarrison@cedarridgemiddle.edu,Science,"Teacher, Physical Science",Cedar Ridge Middle School,2019-05-05,Inactive,EMP_CRSD_00100
EMP_CRSD_00664,Zachary,Schroeder,zschroeder@cedarridgemiddle.edu,Library / Media,Media Specialist,Cedar Ridge Middle School,2024-09-10,Active,EMP_CRSD_00100
EMP_CRSD_00665,Derek,Cabrera,dcabrera@cedarridgemiddle.edu,English / Language Arts,"Teacher, ELA 8",Cedar Ridge Middle School,2021-10-02,Active,EMP_CRSD_00100
EMP_CRSD_00666,Lila,Ortega,lortega@cedarridgemiddle.edu,Special Education,Resource Specialist,Cedar Ridge Middle School,2021-01-18,Active,EMP_CRSD_00100
EMP_CRSD_00667,Kiara,Yamamoto,kyamamoto@cedarridgemiddle.edu,Music,"Teacher, Choir",Cedar Ridge Middle School,2018-09-25,Inactive,EMP_CRSD_00100
EMP_CRSD_00668,Olivia,Villareal,ovillareal@cedarridgemiddle.edu,Technology,IT Support Technician,Cedar Ridge Middle School,2022-06-28,Active,EMP_CRSD_00100
EMP_CRSD_00669,Nolan,Lockhart,nlockhart@cedarridgemiddle.edu,Library / Media,Media Specialist,Cedar Ridge Middle School,2010-06-20,Active,EMP_CRSD_00100
EMP_CRSD_00670,Quinn,Kaminski,qkaminski@cedarridgemiddle.edu,Music,"Teacher, Band",Cedar Ridge Middle School,2014-06-19,Active,EMP_CRSD_00100
EMP_CRSD_00671,Maya,Aguilar,maguilar@cedarridgemiddle.edu,Science,"Teacher, Earth Science",Cedar Ridge Middle School,2005-03-19,Active,EMP_CRSD_00100
EMP_CRSD_00672,Tobias,Bennett,tbennett@cedarridgemiddle.edu,Library / Media,Librarian,Cedar Ridge Middle School,2015-11-17,Active,EMP_CRSD_00100
EMP_CRSD_00673,Zachary,Everhart,zeverhart@cedarridgemiddle.edu,English / Language Arts,"Teacher, ELA 6",Cedar Ridge Middle School,2012-08-18,Active,EMP_CRSD_00100
EMP_CRSD_00674,Eli,Navarro,enavarro@cedarridgemiddle.edu,World Languages,"Teacher, French",Cedar Ridge Middle School,2006-06-12,Active,EMP_CRSD_00100
EMP_CRSD_00675,Joel,Redding,jredding@cedarridgemiddle.edu,Counseling,School Counselor,Cedar Ridge Middle School,2019-12-14,Active,EMP_CRSD_00100
EMP_CRSD_00676,Ethan,Everhart,eeverhart@cedarridgemiddle.edu,Science,"Teacher, Life Science",Cedar Ridge Middle School,2020-10-10,Active,EMP_CRSD_00100
EMP_CRSD_00677,Patrick,Tanaka,ptanaka@cedarridgesd.org,HR / Payroll,Benefits Coordinator,District Office,2017-02-03,Active,EMP_CRSD_00100
EMP_CRSD_00678,Damon,Okafor,dokafor@cedarridgemiddle.edu,Athletics,"Head Coach, Track",Cedar Ridge Middle School,2020-08-01,Active,EMP_CRSD_00100
EMP_CRSD_00679,Ruben,Dalton,rdalton@cedarridgesd.org,HR / Payroll,Benefits Coordinator,District Office,2022-11-27,Active,EMP_CRSD_00100
EMP_CRSD_00680,Regina,Fitzgerald,rfitzgerald@cedarridgemiddle.edu,Administration,Assistant Principal,Cedar Ridge Middle School,2016-06-28,Active,
EMP_CRSD_00681,Victor,Maddox,vmaddox@cedarridgemiddle.edu,Social Studies,"Teacher, 8th Grade Civics",Cedar Ridge Middle School,2024-03-04,Active,EMP_CRSD_00100
EMP_CRSD_00682,Martin,Mahoney,mmahoney@cedarridgemiddle.edu,Administration,Dean of Students,Cedar Ridge Middle School,2020-04-01,Active,EMP_CRSD_00100
EMP_CRSD_00683,Elena,Jennings,ejennings@cedarridgemiddle.edu,World Languages,"Teacher, Spanish",Cedar Ridge Middle School,2024-12-01,Terminated,EMP_CRSD_00100
EMP_CRSD_00684,Emma,Mahoney,emahoney@cedarridgemiddle.edu,Health Office,School Nurse,Cedar Ridge Middle School,2024-04-02,Active,EMP_CRSD_00100
EMP_CRSD_00685,Nicole,Chen,nchen@cedarridgemiddle.edu,Science,"Teacher, Physical Science",Cedar Ridge Middle School,2022-06-20,Active,EMP_CRSD_00100
EMP_CRSD_00686,Jamal,Garrison,jgarrison@cedarridgemiddle.edu,Music,"Teacher, Choir",Cedar Ridge Middle School,2019-10-01,Active,EMP_CRSD_00100
EMP_CRSD_00687,Micah,Mahoney,mmahoney@cedarridgemiddle.edu,Facilities,Head Custodian,Cedar Ridge Middle School,2024-02-09,Active,EMP_CRSD_00100
EMP_CRSD_00688,Kevin,Ingram,kingram@cedarridgemiddle.edu,Social Studies,"Teacher, 7th Grade U.S. History",Cedar Ridge Middle School,2017-12-13,Active,EMP_CRSD_00100
EMP_CRSD_00689,Malcolm,Underwood,munderwood@cedarridgemiddle.edu,Social Studies,"Teacher, 6th Grade Geography",Cedar Ridge Middle School,2020-01-21,Active,EMP_CRSD_00100
EMP_CRSD_00690,Joel,Mahoney,jmahoney@cedarridgemiddle.edu,Music,"Teacher, Orchestra",Cedar Ridge Middle School,2015-04-10,Active,EMP_CRSD_00100
EMP_CRSD_00691,Harold,Villareal,hvillareal@cedarridgemiddle.edu,Arts,"Teacher, Visual Arts",Cedar Ridge Middle School,2025-07-06,Active,EMP_CRSD_00100
EMP_CRSD_00692,Andre,Coleman,acoleman@cedarridgemiddle.edu,Technology,IT Support Technician,Cedar Ridge Middle School,2018-07-11,Active,EMP_CRSD_00100
EMP_CRSD_00693,Kaitlyn,Okafor,kokafor@cedarridgemiddle.edu,Health Office,Health Aide,Cedar Ridge Middle School,2010-10-02,Active,EMP_CRSD_00100
EMP_CRSD_00694,Aaron,Yamamoto,ayamamoto@cedarridgesd.org,HR / Payroll,HR Generalist,District Office,2018-05-02,Active,EMP_CRSD_00100
EMP_CRSD_00695,Laura,Sandoval,lsandoval@cedarridgemiddle.edu,World Languages,"Teacher, Spanish",Cedar Ridge Middle School,2017-01-13,Active,EMP_CRSD_00100
EMP_CRSD_00696,Hector,Ellison,hellison@cedarridgemiddle.edu,Arts,"Teacher, Visual Arts",Cedar Ridge Middle School,2008-10-07,Active,EMP_CRSD_00100
EMP_CRSD_00697,Claire,Gentry,cgentry@cedarridgemiddle.edu,Arts,"Teacher, Visual Arts",Cedar Ridge Middle School,2012-06-17,Active,EMP_CRSD_00100
EMP_CRSD_00698,Sandra,Fowler,sfowler@cedarridgemiddle.edu,Science,"Teacher, Life Science",Cedar Ridge Middle School,2025-06-21,Active,EMP_CRSD_00100
EMP_CRSD_00699,Eli,Rincon,erincon@cedarridgemiddle.edu,Music,"Teacher, Band",Cedar Ridge Middle School,2016-05-11,Active,EMP_CRSD_00100
EMP_CRSD_00700,Yolanda,Tanaka,ytanaka@cedarridgemiddle.edu,Music,"Teacher, Choir",Cedar Ridge Middle School,2005-03-15,Active,EMP_CRSD_00100
EMP_CRSD_00701,Patrick,Ellison,pellison@cedarridgemiddle.edu,Health Office,Health Aide,Cedar Ridge Middle School,2021-11-14,Active,EMP_CRSD_00100
EMP_CRSD_00702,Andre,Callahan,acallahan@cedarridgemiddle.edu,English / Language Arts,"Teacher, ELA 6",Cedar Ridge Middle School,2022-05-17,Active,EMP_CRSD_00100
EMP_CRSD_00703,Leonard,Chen,lchen@cedarridgemiddle.edu,Health Office,Health Aide,Cedar Ridge Middle School,2022-04-17,Active,EMP_CRSD_00100
EMP_CRSD_00704,Sandra,Escobar,sescobar@cedarridgemiddle.edu,Arts,"Teacher, Visual Arts",Cedar Ridge Middle School,2024-09-20,Active,EMP_CRSD_00100
EMP_CRSD_00705,Priscilla,Nguyen,pnguyen@cedarridgemiddle.edu,Science,"Teacher, Physical Science",Cedar Ridge Middle School,2010-12-09,Active,EMP_CRSD_00100
EMP_CRSD_00706,Rachel,Sinclair,rsinclair@cedarridgemiddle.edu,Counseling,College & Career Counselor,Cedar Ridge Middle School,2007-12-08,Active,EMP_CRSD_00100
EMP_CRSD_00707,Luna,Bennett,lbennett@cedarridgemiddle.edu,Science,"Teacher, Life Science",Cedar Ridge Middle School,2009-10-06,Active,EMP_CRSD_00100
EMP_CRSD_00708,Abigail,Dorsey,adorsey@cedarridgemiddle.edu,Social Studies,"Teacher, 6th Grade Geography",Cedar Ridge Middle School,2021-07-08,Active,EMP_CRSD_00100
EMP_CRSD_00709,Adrian,Rhodes,arhodes@cedarridgemiddle.edu,Health Office,School Nurse,Cedar Ridge Middle School,2009-02-19,Active,EMP_CRSD_00100
EMP_CRSD_00710,Isabel,Hollis,ihollis@cedarridgemiddle.edu,Special Education,Resource Specialist,Cedar Ridge Middle School,2008-04-21,Active,EMP_CRSD_00100
EMP_CRSD_00711,Rhonda,Keller,rkeller@cedarridgemiddle.edu,Health Office,Health Aide,Cedar Ridge Middle School,2021-05-21,Active,EMP_CRSD_00100
EMP_CRSD_00712,Stella,Fowler,sfowler@cedarridgemiddle.edu,Music,"Teacher, Orchestra",Cedar Ridge Middle School,2008-05-17,Active,EMP_CRSD_00100
EMP_CRSD_00713,Selena,Fitzgerald,sfitzgerald@cedarridgesd.org,HR / Payroll,HR Generalist,District Office,2022-07-18,Active,EMP_CRSD_00100
EMP_CRSD_00714,Adrian,Grady,agrady@cedarridgemiddle.edu,Health Office,School Nurse,Cedar Ridge Middle School,2008-11-06,Inactive,EMP_CRSD_00100
EMP_CRSD_00715,David,Larsen,dlarsen@cedarridgemiddle.edu,Administration,Assistant Principal,Cedar Ridge Middle School,2018-08-02,Active,
EMP_CRSD_00716,Julian,Booker,jbooker@cedarridgemiddle.edu,Mathematics,"Teacher, Algebra I",Cedar Ridge Middle School,2012-09-23,Terminated,EMP_CRSD_00100
EMP_CRSD_00717,Seth,Hollis,shollis@cedarridgemiddle.edu,Health Office,Health Aide,Cedar Ridge Middle School,2009-11-13,Active,EMP_CRSD_00100
EMP_CRSD_00718,Javier,Thornton,jthornton@cedarridgemiddle.edu,World Languages,"Teacher, French",Cedar Ridge Middle School,2007-04-03,Active,EMP_CRSD_00100
EMP_CRSD_00719,Isaac,Hendricks,ihendricks@cedarridgemiddle.edu,Social Studies,"Teacher, 8th Grade Civics",Cedar Ridge Middle School,2012-10-28,Active,EMP_CRSD_00100
EMP_CRSD_00720,Kaitlyn,Underwood,kunderwood@cedarridgemiddle.edu,Science,"Teacher, Physical Science",Cedar Ridge Middle School,2023-02-10,Active,EMP_CRSD_00100
EMP_CRSD_00721,Alicia,Whitaker,awhitaker@cedarridgemiddle.edu,Health Office,Health Aide,Cedar Ridge Middle School,2008-04-18,Active,EMP_CRSD_00100
EMP_CRSD_00722,Jessica,Keller,jkeller@cedarridgemiddle.edu,Administration,Registrar,Cedar Ridge Middle School,2013-03-08,Active,EMP_CRSD_00100
EMP_CRSD_00723,Stella,Hendricks,shendricks@cedarridgemiddle.edu,Special Education,Special Education Teacher,Cedar Ridge Middle School,2016-10-05,Active,EMP_CRSD_00100
EMP_CRSD_00724,Aaron,Coleman,acoleman@cedarridgemiddle.edu,Mathematics,"Teacher, Algebra I",Cedar Ridge Middle School,2017-10-06,Active,EMP_CRSD_00100
EMP_CRSD_00725,Yolanda,Thornton,ythornton@cedarridgemiddle.edu,Athletics,Assistant Coach,Cedar Ridge Middle School,2021-04-18,Active,EMP_CRSD_00100
EMP_CRSD_00726,Patrick,Coleman,pcoleman@cedarridgemiddle.edu,Administration,Dean of Students,Cedar Ridge Middle School,2015-11-09,Active,EMP_CRSD_00100
EMP_CRSD_00727,Adrian,Underwood,aunderwood@cedarridgemiddle.edu,Facilities,Groundskeeper,Cedar Ridge Middle School,2010-06-26,Active,EMP_CRSD_00100
EMP_CRSD_00728,Derek,Aguilar,daguilar@cedarridgesd.org,HR / Payroll,HR Generalist,District Office,2011-08-26,Active,EMP_CRSD_00100
EMP_CRSD_00729,Lucas,Quintero,lquintero@cedarridgemiddle.edu,Technology,Instructional Technology Specialist,Cedar Ridge Middle School,2014-02-26,Active,EMP_CRSD_00100
EMP_CRSD_00730,Jacob,Castillo,jcastillo@cedarridgemiddle.edu,English / Language Arts,"Teacher, ELA 8",Cedar Ridge Middle School,2021-04-16,Active,EMP_CRSD_00100
EMP_CRSD_00731,Patrick,Hawkins,phawkins@cedarridgemiddle.edu,Athletics,Assistant Coach,Cedar Ridge Middle School,2017-11-14,Terminated,EMP_CRSD_00100
EMP_CRSD_00732,Elena,Hawkins,ehawkins@cedarridgemiddle.edu,World Languages,"Teacher, Spanish",Cedar Ridge Middle School,2006-12-22,Active,EMP_CRSD_00100
EMP_CRSD_00733,Ashley,Sutherland,asutherland@cedarridgemiddle.edu,Mathematics,"Teacher, Math 7",Cedar Ridge Middle School,2008-11-16,Active,EMP_CRSD_00100
EMP_CRSD_00734,Javier,Goodwin,jgoodwin@cedarridgemiddle.edu,Counseling,School Counselor,Cedar Ridge Middle School,2025-04-23,Active,EMP_CRSD_00100
EMP_CRSD_00735,Quinn,Villareal,qvillareal@cedarridgemiddle.edu,Physical Education,"Teacher, Physical Education",Cedar Ridge Middle School,2006-06-05,Active,EMP_CRSD_00100
EMP_CRSD_00736,Brianna,Tanaka,btanaka@cedarridgemiddle.edu,Nutrition Services,Cafeteria Associate,Cedar Ridge Middle School,2006-02-09,Active,EMP_CRSD_00100
EMP_CRSD_00737,Nolan,Wagner,nwagner@cedarridgemiddle.edu,Administration,Assistant Principal,Cedar Ridge Middle School,2024-11-04,Active,
EMP_CRSD_00738,Micah,Langston,mlangston@cedarridgemiddle.edu,Science,"Teacher, Life Science",Cedar Ridge Middle School,2012-08-07,Active,EMP_CRSD_00100
EMP_CRSD_00739,Xavier,Everhart,xeverhart@cedarridgemiddle.edu,English / Language Arts,"Teacher, ELA 6",Cedar Ridge Middle School,2021-10-13,Active,EMP_CRSD_00100
EMP_CRSD_00740,Jordan,Vaughan,jvaughan@cedarridgemiddle.edu,Technology,Instructional Technology Specialist,Cedar Ridge Middle School,2005-08-19,Active,EMP_CRSD_00100
EMP_CRSD_00741,Olivia,Cortez,ocortez@cedarridgemiddle.edu,Technology,IT Support Technician,Cedar Ridge Middle School,2007-06-01,Active,EMP_CRSD_00100
EMP_CRSD_00742,Deborah,Garrison,dgarrison@cedarridgemiddle.edu,Facilities,Groundskeeper,Cedar Ridge Middle School,2009-07-05,Active,EMP_CRSD_00100
EMP_CRSD_00743,David,Tanaka,dtanaka@cedarridgemiddle.edu,Special Education,Resource Specialist,Cedar Ridge Middle School,2009-11-11,Active,EMP_CRSD_00100
EMP_CRSD_00744,Ruben,Maddox,rmaddox@cedarridgemiddle.edu,Music,"Teacher, Band",Cedar Ridge Middle School,2023-06-01,Active,EMP_CRSD_00100
EMP_CRSD_00745,Vivian,Mendez,vmendez@cedarridgemiddle.edu,Physical Education,"Teacher, Physical Education",Cedar Ridge Middle School,2023-09-21,Active,EMP_CRSD_00100
EMP_CRSD_00746,Claire,Alvarez,calvarez@cedarridgemiddle.edu,Special Education,Resource Specialist,Cedar Ridge Middle School,2021-07-13,Active,EMP_CRSD_00100
EMP_CRSD_00747,Nathan,Callahan,ncallahan@cedarridgemiddle.edu,Arts,"Teacher, Theatre",Cedar Ridge Middle School,2010-10-21,Active,EMP_CRSD_00100
EMP_CRSD_00748,Bianca,Stafford,bstafford@cedarridgemiddle.edu,Technology,IT Support Technician,Cedar Ridge Middle School,2012-12-21,Active,EMP_CRSD_00100
EMP_CRSD_00749,Paige,Ellison,pellison@cedarridgesd.org,HR / Payroll,HR Generalist,District Office,2018-11-05,Active,EMP_CRSD_00100
