id,calendar_id,summary,description,location,start,end,all_day,status,creator,organizer,recurrence,visibility
evt-014,brandon-kelly-family@group.calendar.google.com,Mila Kelly birthday,Mila Kelly birthday.,"1042 Ferndale Street, Philadelphia, PA 19111",2026-11-24T00:00:00-05:00,2026-11-25T00:00:00-05:00,true,confirmed,brandon.kelly@Greenridertech.co,brandon.kelly@Greenridertech.co,RRULE:FREQ=YEARLY,private
evt-015,brandon-kelly-family@group.calendar.google.com,Halyna Kelly birthday,Halyna Kelly birthday.,"Ridgemont Community Center, 421 Ridgemont Ave, Philadelphia, PA 19111",2026-12-12T00:00:00-05:00,2026-12-13T00:00:00-05:00,true,confirmed,brandon.kelly@Greenridertech.co,brandon.kelly@Greenridertech.co,RRULE:FREQ=YEARLY,private
evt-016,brandon-kelly-family@group.calendar.google.com,Bridgeton Chess Club Fall Classic,Organizing and competing in the Fall Classic tournament.,Ridgemont Community Center,2026-10-10T08:00:00-04:00,2026-10-10T18:00:00-04:00,false,confirmed,brandon.kelly@Greenridertech.co,brandon.kelly@Greenridertech.co,RRULE:FREQ=DAILY;COUNT=1,private
evt-017,brandon-kelly-family@group.calendar.google.com,Thanksgiving - hosting,"Hosting Andriy and Mila, Katya, Vasyl, and Irina.","1042 Ferndale Street, Philadelphia, PA 19111",2026-11-26T14:00:00-05:00,2026-11-26T20:00:00-05:00,false,confirmed,brandon.kelly@Greenridertech.co,brandon.kelly@Greenridertech.co,RRULE:FREQ=DAILY;COUNT=1,private
evt-018,brandon-kelly-family@group.calendar.google.com,Christmas at home,Quiet day at home; call Halyna; maybe drive to Baltimore for Mila.,"1042 Ferndale Street, Philadelphia, PA 19111",2026-12-25T00:00:00-05:00,2026-12-26T00:00:00-05:00,true,confirmed,brandon.kelly@Greenridertech.co,brandon.kelly@Greenridertech.co,RRULE:FREQ=DAILY;COUNT=1,private
evt-019,kelly-electric-llc-team@Greenridertech.co,Verree Road rewire - kitchen circuits,Full rewire job. Darren on crew. Pull kitchen circuits first.,"Verree Road, Philadelphia, PA",2026-03-12T07:00:00-04:00,2026-03-12T17:00:00-04:00,false,confirmed,brandon.kelly@Greenridertech.co,brandon.kelly@Greenridertech.co,RRULE:FREQ=DAILY;COUNT=1,default
evt-020,kelly-electric-llc-team@Greenridertech.co,200A service panel upgrade - Rhawn Street,"Service upgrade, meter swap coordinated with PECO, permit pulled.","Rhawn Street, Philadelphia, PA",2026-03-05T07:00:00-05:00,2026-03-05T16:30:00-05:00,false,confirmed,brandon.kelly@Greenridertech.co,brandon.kelly@Greenridertech.co,RRULE:FREQ=DAILY;COUNT=1,default
evt-021,kelly-electric-llc-team@Greenridertech.co,Rough-in inspection - permit EL-2026-0418,Township rough-in inspection. Panel accessible.,"Cheltenham, PA",2026-02-24T09:00:00-05:00,2026-02-24T12:00:00-05:00,false,confirmed,brandon.kelly@Greenridertech.co,brandon.kelly@Greenridertech.co,RRULE:FREQ=DAILY;COUNT=1,default
evt-022,brandon-kelly-family@group.calendar.google.com,Greenleaf Orthopedic - pre-op consult (Dr. Ramos),Right knee pre-operative consult with Dr. Ramos.,Greenleaf Orthopedic Associates,2026-03-30T10:00:00-04:00,2026-03-30T11:00:00-04:00,false,confirmed,brandon.kelly@Greenridertech.co,brandon.kelly@Greenridertech.co,RRULE:FREQ=DAILY;COUNT=1,private
evt-023,brandon-kelly-family@group.calendar.google.com,EV charger install - Glenside,Level 2 charger install in residential garage.,"Glenside, PA",2026-03-27T07:30:00-04:00,2026-03-27T13:00:00-04:00,false,confirmed,brandon.kelly@Greenridertech.co,brandon.kelly@Greenridertech.co,RRULE:FREQ=DAILY;COUNT=1,default
evt-024,brandon-kelly-family@group.calendar.google.com,Coffee with Vasyl - Ridgemont Diner,Saturday morning coffee and a chess rematch.,Ridgemont Diner,2026-03-07T08:00:00-05:00,2026-03-07T09:30:00-05:00,false,confirmed,brandon.kelly@Greenridertech.co,brandon.kelly@Greenridertech.co,RRULE:FREQ=DAILY;COUNT=1,default
evt-025,brandon-kelly-family@group.calendar.google.com,Honey restock run - Cedarbrook General Store,"Deliver 4 cases wildflower, 12 oz jars, wholesale invoice.",Cedarbrook General Store,2026-11-19T15:00:00-05:00,2026-11-19T16:30:00-05:00,false,confirmed,brandon.kelly@Greenridertech.co,brandon.kelly@Greenridertech.co,RRULE:FREQ=DAILY;COUNT=1,default
evt-201,brandon.kelly@Greenridertech.co,Bridgeton Chess Club - 04/01 club night,Wednesday club night at Ridgemont CC. Week 1 of ongoing series.,"Ridgemont Community Center, 421 Ridgemont Ave, Philadelphia, PA 19111",2026-04-01T18:30:00-04:00,2026-04-01T21:00:00-04:00,false,confirmed,brandon.kelly@Greenridertech.co,brandon.kelly@Greenridertech.co,,default
evt-202,brandon.kelly@Greenridertech.co,Bridgeton Chess Club - 04/08 club night,Wednesday club night at Ridgemont CC. Week 2 of ongoing series.,"Ridgemont Community Center, 421 Ridgemont Ave, Philadelphia, PA 19111",2026-04-08T18:30:00-04:00,2026-04-08T21:00:00-04:00,false,confirmed,brandon.kelly@Greenridertech.co,brandon.kelly@Greenridertech.co,,default
evt-203,brandon.kelly@Greenridertech.co,Bridgeton Chess Club - 04/15 club night,Wednesday club night at Ridgemont CC. Week 3 of ongoing series.,"Ridgemont Community Center, 421 Ridgemont Ave, Philadelphia, PA 19111",2026-04-15T18:30:00-04:00,2026-04-15T21:00:00-04:00,false,confirmed,brandon.kelly@Greenridertech.co,brandon.kelly@Greenridertech.co,,default
evt-204,brandon.kelly@Greenridertech.co,Bridgeton Chess Club - 04/22 club night,Wednesday club night at Ridgemont CC. Week 4 of ongoing series.,"Ridgemont Community Center, 421 Ridgemont Ave, Philadelphia, PA 19111",2026-04-22T18:30:00-04:00,2026-04-22T21:00:00-04:00,false,confirmed,brandon.kelly@Greenridertech.co,brandon.kelly@Greenridertech.co,,default
evt-205,brandon.kelly@Greenridertech.co,Bridgeton Chess Club - 04/29 club night,Wednesday club night at Ridgemont CC. Week 5 of ongoing series.,"Ridgemont Community Center, 421 Ridgemont Ave, Philadelphia, PA 19111",2026-04-29T18:30:00-04:00,2026-04-29T21:00:00-04:00,false,confirmed,brandon.kelly@Greenridertech.co,brandon.kelly@Greenridertech.co,,default
evt-206,brandon.kelly@Greenridertech.co,Bridgeton Chess Club - 05/06 club night,Wednesday club night at Ridgemont CC. Week 6 of ongoing series.,"Ridgemont Community Center, 421 Ridgemont Ave, Philadelphia, PA 19111",2026-05-06T18:30:00-04:00,2026-05-06T21:00:00-04:00,false,confirmed,brandon.kelly@Greenridertech.co,brandon.kelly@Greenridertech.co,,default
evt-207,brandon.kelly@Greenridertech.co,Bridgeton Chess Club - 05/13 club night,Wednesday club night at Ridgemont CC. Week 7 of ongoing series.,"Ridgemont Community Center, 421 Ridgemont Ave, Philadelphia, PA 19111",2026-05-13T18:30:00-04:00,2026-05-13T21:00:00-04:00,false,confirmed,brandon.kelly@Greenridertech.co,brandon.kelly@Greenridertech.co,,default
evt-208,brandon.kelly@Greenridertech.co,Bridgeton Chess Club - 05/20 club night,Wednesday club night at Ridgemont CC. Week 8 of ongoing series.,"Ridgemont Community Center, 421 Ridgemont Ave, Philadelphia, PA 19111",2026-05-20T18:30:00-04:00,2026-05-20T21:00:00-04:00,false,confirmed,brandon.kelly@Greenridertech.co,brandon.kelly@Greenridertech.co,,default
evt-209,brandon.kelly@Greenridertech.co,Bridgeton Chess Club - 05/27 club night,Wednesday club night at Ridgemont CC. Week 9 of ongoing series.,"Ridgemont Community Center, 421 Ridgemont Ave, Philadelphia, PA 19111",2026-05-27T18:30:00-04:00,2026-05-27T21:00:00-04:00,false,confirmed,brandon.kelly@Greenridertech.co,brandon.kelly@Greenridertech.co,,default
evt-210,brandon.kelly@Greenridertech.co,Bridgeton Chess Club - 06/03 club night,Wednesday club night at Ridgemont CC. Week 10 of ongoing series.,"Ridgemont Community Center, 421 Ridgemont Ave, Philadelphia, PA 19111",2026-06-03T18:30:00-04:00,2026-06-03T21:00:00-04:00,false,confirmed,brandon.kelly@Greenridertech.co,brandon.kelly@Greenridertech.co,,default
evt-211,brandon.kelly@Greenridertech.co,Bridgeton Chess Club - 06/10 club night,Wednesday club night at Ridgemont CC. Week 11 of ongoing series.,"Ridgemont Community Center, 421 Ridgemont Ave, Philadelphia, PA 19111",2026-06-10T18:30:00-04:00,2026-06-10T21:00:00-04:00,false,confirmed,brandon.kelly@Greenridertech.co,brandon.kelly@Greenridertech.co,,default
evt-212,brandon.kelly@Greenridertech.co,Bridgeton Chess Club - 06/17 club night,Wednesday club night at Ridgemont CC. Week 12 of ongoing series.,"Ridgemont Community Center, 421 Ridgemont Ave, Philadelphia, PA 19111",2026-06-17T18:30:00-04:00,2026-06-17T21:00:00-04:00,false,confirmed,brandon.kelly@Greenridertech.co,brandon.kelly@Greenridertech.co,,default
evt-213,brandon.kelly@Greenridertech.co,Bridgeton Chess Club - 06/24 club night,Wednesday club night at Ridgemont CC. Week 13 of ongoing series.,"Ridgemont Community Center, 421 Ridgemont Ave, Philadelphia, PA 19111",2026-06-24T18:30:00-04:00,2026-06-24T21:00:00-04:00,false,confirmed,brandon.kelly@Greenridertech.co,brandon.kelly@Greenridertech.co,,default
evt-214,brandon.kelly@Greenridertech.co,Bridgeton Chess Club - 07/01 club night,Wednesday club night at Ridgemont CC. Week 14 of ongoing series.,"Ridgemont Community Center, 421 Ridgemont Ave, Philadelphia, PA 19111",2026-07-01T18:30:00-04:00,2026-07-01T21:00:00-04:00,false,confirmed,brandon.kelly@Greenridertech.co,brandon.kelly@Greenridertech.co,,default
evt-215,brandon.kelly@Greenridertech.co,Bridgeton Chess Club - 07/08 club night,Wednesday club night at Ridgemont CC. Week 15 of ongoing series.,"Ridgemont Community Center, 421 Ridgemont Ave, Philadelphia, PA 19111",2026-07-08T18:30:00-04:00,2026-07-08T21:00:00-04:00,false,confirmed,brandon.kelly@Greenridertech.co,brandon.kelly@Greenridertech.co,,default
evt-216,brandon.kelly@Greenridertech.co,Bridgeton Chess Club - 07/15 club night,Wednesday club night at Ridgemont CC. Week 16 of ongoing series.,"Ridgemont Community Center, 421 Ridgemont Ave, Philadelphia, PA 19111",2026-07-15T18:30:00-04:00,2026-07-15T21:00:00-04:00,false,confirmed,brandon.kelly@Greenridertech.co,brandon.kelly@Greenridertech.co,,default
evt-217,brandon.kelly@Greenridertech.co,Bridgeton Chess Club - 07/22 club night,Wednesday club night at Ridgemont CC. Week 17 of ongoing series.,"Ridgemont Community Center, 421 Ridgemont Ave, Philadelphia, PA 19111",2026-07-22T18:30:00-04:00,2026-07-22T21:00:00-04:00,false,confirmed,brandon.kelly@Greenridertech.co,brandon.kelly@Greenridertech.co,,default
evt-218,brandon.kelly@Greenridertech.co,Bridgeton Chess Club - 07/29 club night,Wednesday club night at Ridgemont CC. Week 18 of ongoing series.,"Ridgemont Community Center, 421 Ridgemont Ave, Philadelphia, PA 19111",2026-07-29T18:30:00-04:00,2026-07-29T21:00:00-04:00,false,confirmed,brandon.kelly@Greenridertech.co,brandon.kelly@Greenridertech.co,,default
evt-219,brandon.kelly@Greenridertech.co,Bridgeton Chess Club - 08/05 club night,Wednesday club night at Ridgemont CC. Week 19 of ongoing series.,"Ridgemont Community Center, 421 Ridgemont Ave, Philadelphia, PA 19111",2026-08-05T18:30:00-04:00,2026-08-05T21:00:00-04:00,false,confirmed,brandon.kelly@Greenridertech.co,brandon.kelly@Greenridertech.co,,default
evt-220,brandon.kelly@Greenridertech.co,Bridgeton Chess Club - 08/12 club night,Wednesday club night at Ridgemont CC. Week 20 of ongoing series.,"Ridgemont Community Center, 421 Ridgemont Ave, Philadelphia, PA 19111",2026-08-12T18:30:00-04:00,2026-08-12T21:00:00-04:00,false,confirmed,brandon.kelly@Greenridertech.co,brandon.kelly@Greenridertech.co,,default
evt-221,brandon.kelly@Greenridertech.co,Halyna WhatsApp video call - 04/05,Weekly video call with mother in Kharkiv.,"1042 Ferndale Street, Philadelphia, PA 19111",2026-04-05T10:00:00-04:00,2026-04-05T11:00:00-04:00,false,confirmed,brandon.kelly@Greenridertech.co,brandon.kelly@Greenridertech.co,,default
evt-222,brandon.kelly@Greenridertech.co,Halyna WhatsApp video call - 04/12,Weekly video call with mother in Kharkiv.,"1042 Ferndale Street, Philadelphia, PA 19111",2026-04-12T10:00:00-04:00,2026-04-12T11:00:00-04:00,false,confirmed,brandon.kelly@Greenridertech.co,brandon.kelly@Greenridertech.co,,default
evt-223,brandon.kelly@Greenridertech.co,Halyna WhatsApp video call - 04/19,Weekly video call with mother in Kharkiv.,"1042 Ferndale Street, Philadelphia, PA 19111",2026-04-19T10:00:00-04:00,2026-04-19T11:00:00-04:00,false,confirmed,brandon.kelly@Greenridertech.co,brandon.kelly@Greenridertech.co,,default
evt-224,brandon.kelly@Greenridertech.co,Halyna WhatsApp video call - 04/26,Weekly video call with mother in Kharkiv.,"1042 Ferndale Street, Philadelphia, PA 19111",2026-04-26T10:00:00-04:00,2026-04-26T11:00:00-04:00,false,confirmed,brandon.kelly@Greenridertech.co,brandon.kelly@Greenridertech.co,,default
evt-225,brandon.kelly@Greenridertech.co,Halyna WhatsApp video call - 05/03,Weekly video call with mother in Kharkiv.,"1042 Ferndale Street, Philadelphia, PA 19111",2026-05-03T10:00:00-04:00,2026-05-03T11:00:00-04:00,false,confirmed,brandon.kelly@Greenridertech.co,brandon.kelly@Greenridertech.co,,default
evt-226,brandon.kelly@Greenridertech.co,Halyna WhatsApp video call - 05/10,Weekly video call with mother in Kharkiv.,"1042 Ferndale Street, Philadelphia, PA 19111",2026-05-10T10:00:00-04:00,2026-05-10T11:00:00-04:00,false,confirmed,brandon.kelly@Greenridertech.co,brandon.kelly@Greenridertech.co,,default
evt-227,brandon.kelly@Greenridertech.co,Halyna WhatsApp video call - 05/17,Weekly video call with mother in Kharkiv.,"1042 Ferndale Street, Philadelphia, PA 19111",2026-05-17T10:00:00-04:00,2026-05-17T11:00:00-04:00,false,confirmed,brandon.kelly@Greenridertech.co,brandon.kelly@Greenridertech.co,,default
evt-228,brandon.kelly@Greenridertech.co,Halyna WhatsApp video call - 05/24,Weekly video call with mother in Kharkiv.,"1042 Ferndale Street, Philadelphia, PA 19111",2026-05-24T10:00:00-04:00,2026-05-24T11:00:00-04:00,false,confirmed,brandon.kelly@Greenridertech.co,brandon.kelly@Greenridertech.co,,default
evt-229,brandon.kelly@Greenridertech.co,Halyna WhatsApp video call - 05/31,Weekly video call with mother in Kharkiv.,"1042 Ferndale Street, Philadelphia, PA 19111",2026-05-31T10:00:00-04:00,2026-05-31T11:00:00-04:00,false,confirmed,brandon.kelly@Greenridertech.co,brandon.kelly@Greenridertech.co,,default
evt-230,brandon.kelly@Greenridertech.co,Halyna WhatsApp video call - 06/07,Weekly video call with mother in Kharkiv.,"1042 Ferndale Street, Philadelphia, PA 19111",2026-06-07T10:00:00-04:00,2026-06-07T11:00:00-04:00,false,confirmed,brandon.kelly@Greenridertech.co,brandon.kelly@Greenridertech.co,,default
evt-231,brandon.kelly@Greenridertech.co,Halyna WhatsApp video call - 06/14,Weekly video call with mother in Kharkiv.,"1042 Ferndale Street, Philadelphia, PA 19111",2026-06-14T10:00:00-04:00,2026-06-14T11:00:00-04:00,false,confirmed,brandon.kelly@Greenridertech.co,brandon.kelly@Greenridertech.co,,default
evt-232,brandon.kelly@Greenridertech.co,Halyna WhatsApp video call - 06/21,Weekly video call with mother in Kharkiv.,"1042 Ferndale Street, Philadelphia, PA 19111",2026-06-21T10:00:00-04:00,2026-06-21T11:00:00-04:00,false,confirmed,brandon.kelly@Greenridertech.co,brandon.kelly@Greenridertech.co,,default
evt-233,brandon.kelly@Greenridertech.co,Halyna WhatsApp video call - 06/28,Weekly video call with mother in Kharkiv.,"1042 Ferndale Street, Philadelphia, PA 19111",2026-06-28T10:00:00-04:00,2026-06-28T11:00:00-04:00,false,confirmed,brandon.kelly@Greenridertech.co,brandon.kelly@Greenridertech.co,,default
evt-234,brandon.kelly@Greenridertech.co,Halyna WhatsApp video call - 07/05,Weekly video call with mother in Kharkiv.,"1042 Ferndale Street, Philadelphia, PA 19111",2026-07-05T10:00:00-04:00,2026-07-05T11:00:00-04:00,false,confirmed,brandon.kelly@Greenridertech.co,brandon.kelly@Greenridertech.co,,default
evt-235,brandon.kelly@Greenridertech.co,Halyna WhatsApp video call - 07/12,Weekly video call with mother in Kharkiv.,"1042 Ferndale Street, Philadelphia, PA 19111",2026-07-12T10:00:00-04:00,2026-07-12T11:00:00-04:00,false,confirmed,brandon.kelly@Greenridertech.co,brandon.kelly@Greenridertech.co,,default
evt-236,brandon.kelly@Greenridertech.co,Halyna WhatsApp video call - 07/19,Weekly video call with mother in Kharkiv.,"1042 Ferndale Street, Philadelphia, PA 19111",2026-07-19T10:00:00-04:00,2026-07-19T11:00:00-04:00,false,confirmed,brandon.kelly@Greenridertech.co,brandon.kelly@Greenridertech.co,,default
evt-237,brandon.kelly@Greenridertech.co,Halyna WhatsApp video call - 07/26,Weekly video call with mother in Kharkiv.,"1042 Ferndale Street, Philadelphia, PA 19111",2026-07-26T10:00:00-04:00,2026-07-26T11:00:00-04:00,false,confirmed,brandon.kelly@Greenridertech.co,brandon.kelly@Greenridertech.co,,default
evt-238,brandon.kelly@Greenridertech.co,Halyna WhatsApp video call - 08/02,Weekly video call with mother in Kharkiv.,"1042 Ferndale Street, Philadelphia, PA 19111",2026-08-02T10:00:00-04:00,2026-08-02T11:00:00-04:00,false,confirmed,brandon.kelly@Greenridertech.co,brandon.kelly@Greenridertech.co,,default
evt-239,brandon.kelly@Greenridertech.co,Halyna WhatsApp video call - 08/09,Weekly video call with mother in Kharkiv.,"1042 Ferndale Street, Philadelphia, PA 19111",2026-08-09T10:00:00-04:00,2026-08-09T11:00:00-04:00,false,confirmed,brandon.kelly@Greenridertech.co,brandon.kelly@Greenridertech.co,,default
evt-240,brandon.kelly@Greenridertech.co,Halyna WhatsApp video call - 08/16,Weekly video call with mother in Kharkiv.,"1042 Ferndale Street, Philadelphia, PA 19111",2026-08-16T10:00:00-04:00,2026-08-16T11:00:00-04:00,false,confirmed,brandon.kelly@Greenridertech.co,brandon.kelly@Greenridertech.co,,default
evt-241,brandon.kelly@Greenridertech.co,Call Katya - 04/03,Weekly Friday check-in with daughter in Brooklyn.,"1042 Ferndale Street, Philadelphia, PA 19111",2026-04-03T19:00:00-04:00,2026-04-03T19:30:00-04:00,false,confirmed,brandon.kelly@Greenridertech.co,brandon.kelly@Greenridertech.co,,default
evt-242,brandon.kelly@Greenridertech.co,Call Katya - 04/10,Weekly Friday check-in with daughter in Brooklyn.,"1042 Ferndale Street, Philadelphia, PA 19111",2026-04-10T19:00:00-04:00,2026-04-10T19:30:00-04:00,false,confirmed,brandon.kelly@Greenridertech.co,brandon.kelly@Greenridertech.co,,default
evt-243,brandon.kelly@Greenridertech.co,Call Katya - 04/17,Weekly Friday check-in with daughter in Brooklyn.,"1042 Ferndale Street, Philadelphia, PA 19111",2026-04-17T19:00:00-04:00,2026-04-17T19:30:00-04:00,false,confirmed,brandon.kelly@Greenridertech.co,brandon.kelly@Greenridertech.co,,default
evt-244,brandon.kelly@Greenridertech.co,Call Katya - 04/24,Weekly Friday check-in with daughter in Brooklyn.,"1042 Ferndale Street, Philadelphia, PA 19111",2026-04-24T19:00:00-04:00,2026-04-24T19:30:00-04:00,false,confirmed,brandon.kelly@Greenridertech.co,brandon.kelly@Greenridertech.co,,default
evt-245,brandon.kelly@Greenridertech.co,Call Katya - 05/01,Weekly Friday check-in with daughter in Brooklyn.,"1042 Ferndale Street, Philadelphia, PA 19111",2026-05-01T19:00:00-04:00,2026-05-01T19:30:00-04:00,false,confirmed,brandon.kelly@Greenridertech.co,brandon.kelly@Greenridertech.co,,default
evt-246,brandon.kelly@Greenridertech.co,Call Katya - 05/08,Weekly Friday check-in with daughter in Brooklyn.,"1042 Ferndale Street, Philadelphia, PA 19111",2026-05-08T19:00:00-04:00,2026-05-08T19:30:00-04:00,false,confirmed,brandon.kelly@Greenridertech.co,brandon.kelly@Greenridertech.co,,default
evt-247,brandon.kelly@Greenridertech.co,Call Katya - 05/15,Weekly Friday check-in with daughter in Brooklyn.,"1042 Ferndale Street, Philadelphia, PA 19111",2026-05-15T19:00:00-04:00,2026-05-15T19:30:00-04:00,false,confirmed,brandon.kelly@Greenridertech.co,brandon.kelly@Greenridertech.co,,default
evt-248,brandon.kelly@Greenridertech.co,Call Katya - 05/22,Weekly Friday check-in with daughter in Brooklyn.,"1042 Ferndale Street, Philadelphia, PA 19111",2026-05-22T19:00:00-04:00,2026-05-22T19:30:00-04:00,false,confirmed,brandon.kelly@Greenridertech.co,brandon.kelly@Greenridertech.co,,default
evt-249,brandon.kelly@Greenridertech.co,Call Katya - 05/29,Weekly Friday check-in with daughter in Brooklyn.,"1042 Ferndale Street, Philadelphia, PA 19111",2026-05-29T19:00:00-04:00,2026-05-29T19:30:00-04:00,false,confirmed,brandon.kelly@Greenridertech.co,brandon.kelly@Greenridertech.co,,default
evt-250,brandon.kelly@Greenridertech.co,Call Katya - 06/05,Weekly Friday check-in with daughter in Brooklyn.,"1042 Ferndale Street, Philadelphia, PA 19111",2026-06-05T19:00:00-04:00,2026-06-05T19:30:00-04:00,false,confirmed,brandon.kelly@Greenridertech.co,brandon.kelly@Greenridertech.co,,default
evt-251,brandon.kelly@Greenridertech.co,Call Katya - 06/12,Weekly Friday check-in with daughter in Brooklyn.,"1042 Ferndale Street, Philadelphia, PA 19111",2026-06-12T19:00:00-04:00,2026-06-12T19:30:00-04:00,false,confirmed,brandon.kelly@Greenridertech.co,brandon.kelly@Greenridertech.co,,default
evt-252,brandon.kelly@Greenridertech.co,Call Katya - 06/19,Weekly Friday check-in with daughter in Brooklyn.,"1042 Ferndale Street, Philadelphia, PA 19111",2026-06-19T19:00:00-04:00,2026-06-19T19:30:00-04:00,false,confirmed,brandon.kelly@Greenridertech.co,brandon.kelly@Greenridertech.co,,default
evt-253,brandon.kelly@Greenridertech.co,Call Katya - 06/26,Weekly Friday check-in with daughter in Brooklyn.,"1042 Ferndale Street, Philadelphia, PA 19111",2026-06-26T19:00:00-04:00,2026-06-26T19:30:00-04:00,false,confirmed,brandon.kelly@Greenridertech.co,brandon.kelly@Greenridertech.co,,default
evt-254,brandon.kelly@Greenridertech.co,Call Katya - 07/03,Weekly Friday check-in with daughter in Brooklyn.,"1042 Ferndale Street, Philadelphia, PA 19111",2026-07-03T19:00:00-04:00,2026-07-03T19:30:00-04:00,false,confirmed,brandon.kelly@Greenridertech.co,brandon.kelly@Greenridertech.co,,default
evt-255,brandon.kelly@Greenridertech.co,Call Katya - 07/10,Weekly Friday check-in with daughter in Brooklyn.,"1042 Ferndale Street, Philadelphia, PA 19111",2026-07-10T19:00:00-04:00,2026-07-10T19:30:00-04:00,false,confirmed,brandon.kelly@Greenridertech.co,brandon.kelly@Greenridertech.co,,default
