id,author_id,commentary,visibility,created_at,like_count,comment_count,share_count
6144,urn:li:person:mark-murray,Confirmed spring 2027 slot,CONNECTIONS,2026-03-26T15:08:39.000Z,42,15,4
6145,urn:li:person:mark-murray,gas line install estimate sent,CONNECTIONS,2026-11-01T20:24:46.000Z,86,14,9
6146,urn:li:person:carla-mendoza,drain cleaning; Paid stage,PUBLIC,2024-06-24T07:10:53.000Z,128,23,8
6147,urn:li:person:paulie-morris,Materials via Baxter's Plumbing Supply,PUBLIC,2026-05-17T07:55:03.000Z,86,11,2
6148,urn:li:person:david-baxter,kitchen remodel; Rough stage,PUBLIC,2025-12-19T15:24:31.000Z,133,10,2
6149,urn:li:person:david-baxter,Confirmed spring 2027 slot,PUBLIC,2025-11-28T07:58:13.000Z,59,28,0
6150,urn:li:person:david-baxter,Punch list items outstanding,PUBLIC,2026-04-27T15:53:01.000Z,94,26,3
6151,urn:li:person:tomas-reis,Crew lead Paulie DeStefano,PUBLIC,2026-07-29T13:36:38.000Z,132,15,1
6152,urn:li:person:tomas-reis,Confirmed spring 2027 slot,CONNECTIONS,2026-06-06T10:26:08.000Z,37,27,0
6153,urn:li:person:mark-murray,Crew lead Paulie DeStefano,PUBLIC,2026-03-18T13:55:14.000Z,57,19,4
6154,urn:li:person:david-baxter,Sub electrical by Laura,CONNECTIONS,2025-02-12T09:50:08.000Z,60,29,4
6155,urn:li:person:tomas-reis,"Repeat client, Cumberland",PUBLIC,2025-02-21T18:35:08.000Z,49,16,7
6156,urn:li:person:jessica-murray,"Repeat client, Rumford",PUBLIC,2025-12-21T19:36:15.000Z,34,23,1
6157,urn:li:person:david-baxter,"Deposit received, scheduling rough-in",PUBLIC,2025-06-05T09:46:09.000Z,93,13,9
6158,urn:li:person:david-baxter,"Deposit received, scheduling rough-in",PUBLIC,2025-08-07T06:50:23.000Z,132,6,9
6159,urn:li:person:jessica-murray,"Deposit received, scheduling rough-in",PUBLIC,2024-11-09T14:44:15.000Z,80,19,5
6160,urn:li:person:david-baxter,Warranty callback closed,PUBLIC,2026-07-05T15:44:19.000Z,69,10,7
6161,urn:li:person:carla-mendoza,bath remodel; Final stage,PUBLIC,2025-08-17T10:21:03.000Z,81,11,4
6162,urn:li:person:mark-murray,"Repeat client, Rumford",CONNECTIONS,2025-05-14T07:36:19.000Z,114,8,4
6163,urn:li:person:mark-murray,"Deposit received, scheduling rough-in",CONNECTIONS,2025-04-17T19:59:27.000Z,131,25,6
6164,urn:li:person:mark-murray,Punch list items outstanding,PUBLIC,2025-04-17T15:25:58.000Z,71,8,2
6165,urn:li:person:jessica-murray,"Repeat client, Warren",PUBLIC,2024-11-01T08:07:16.000Z,48,17,6
6166,urn:li:person:paulie-morris,Confirmed spring 2027 slot,PUBLIC,2025-04-02T13:34:19.000Z,37,11,11
6167,urn:li:person:carla-mendoza,Confirmed spring 2027 slot,PUBLIC,2024-07-11T10:10:06.000Z,128,16,8
6168,urn:li:person:tomas-reis,"Deposit received, scheduling rough-in",PUBLIC,2024-10-08T09:28:25.000Z,59,23,4
6169,urn:li:person:carla-mendoza,Materials via Atlantic Building Materials,CONNECTIONS,2024-08-25T08:04:26.000Z,119,27,9
6170,urn:li:person:paulie-morris,Permit filed with City of Providence,CONNECTIONS,2024-11-15T09:36:52.000Z,120,11,6
6171,urn:li:person:david-baxter,Confirmed spring 2027 slot,PUBLIC,2025-07-27T17:30:53.000Z,59,8,6
6172,urn:li:person:mark-murray,water heater replacement estimate sent,PUBLIC,2025-01-12T07:49:24.000Z,133,27,4
6173,urn:li:person:david-baxter,"Deposit received, scheduling rough-in",PUBLIC,2024-09-28T20:14:03.000Z,109,26,6
6174,urn:li:person:paulie-morris,Warranty callback closed,PUBLIC,2025-06-13T08:01:32.000Z,78,14,7
6175,urn:li:person:carla-mendoza,Change order pending Mark review,PUBLIC,2024-07-06T06:42:55.000Z,119,5,10
6176,urn:li:person:tomas-reis,half bath addition; Tile stage,PUBLIC,2024-12-03T17:40:45.000Z,118,21,7
6177,urn:li:person:mark-murray,Materials via Atlantic Building Materials,PUBLIC,2025-05-31T10:35:39.000Z,74,4,3
6178,urn:li:person:tomas-reis,Sub electrical by Laura,PUBLIC,2026-03-07T08:44:59.000Z,34,23,7
6179,urn:li:person:tomas-reis,"Deposit received, scheduling rough-in",PUBLIC,2026-09-30T20:28:47.000Z,127,27,8
6180,urn:li:person:carla-mendoza,Change order pending Mark review,PUBLIC,2024-06-23T11:58:29.000Z,27,28,2
6181,urn:li:person:jessica-murray,Permit filed with City of Providence,PUBLIC,2025-01-30T16:40:23.000Z,48,26,8
6182,urn:li:person:david-baxter,Punch list items outstanding,PUBLIC,2025-08-24T08:27:49.000Z,51,10,8
6183,urn:li:person:tomas-reis,Warranty callback closed,PUBLIC,2026-03-17T16:31:52.000Z,102,16,10
6184,urn:li:person:jessica-murray,Crew lead Mike Russo,PUBLIC,2025-01-13T09:04:23.000Z,116,15,10
6185,urn:li:person:tomas-reis,Permit filed with City of Providence,CONNECTIONS,2025-08-01T09:27:18.000Z,64,16,3
6186,urn:li:person:mark-murray,Warranty callback closed,PUBLIC,2026-02-02T09:06:01.000Z,100,18,0
6187,urn:li:person:jessica-murray,boiler service; Final stage,PUBLIC,2025-02-05T13:10:36.000Z,118,4,6
6188,urn:li:person:tomas-reis,copper repipe; Final stage,PUBLIC,2025-06-17T20:18:22.000Z,86,22,11
6189,urn:li:person:carla-mendoza,Sub electrical by Laura,CONNECTIONS,2024-12-25T10:09:53.000Z,58,9,3
6190,urn:li:person:mark-murray,Punch list items outstanding,PUBLIC,2024-09-02T08:32:24.000Z,89,17,9
6191,urn:li:person:david-baxter,Sub electrical by Laura,PUBLIC,2026-11-07T06:08:54.000Z,85,5,10
6192,urn:li:person:jessica-murray,water heater replacement; Final stage,PUBLIC,2024-10-21T07:54:50.000Z,126,14,1
6193,urn:li:person:paulie-morris,Warranty callback closed,PUBLIC,2025-11-20T19:45:03.000Z,101,5,1
6194,urn:li:person:paulie-morris,half bath addition; Final stage,PUBLIC,2025-04-17T11:19:45.000Z,53,6,5
6195,urn:li:person:jessica-murray,"Repeat client, Barrington",PUBLIC,2026-03-01T09:53:20.000Z,131,4,2
6196,urn:li:person:tomas-reis,Materials via Baxter's Plumbing Supply,PUBLIC,2024-10-02T16:22:23.000Z,25,11,3
6197,urn:li:person:david-baxter,Crew lead Mike Russo,PUBLIC,2025-05-29T06:39:03.000Z,127,26,3
6198,urn:li:person:paulie-morris,"Repeat client, Warren",PUBLIC,2024-08-15T17:13:54.000Z,102,19,4
6199,urn:li:person:tomas-reis,fixture install estimate sent,PUBLIC,2024-06-16T10:32:02.000Z,105,28,0
6200,urn:li:person:paulie-morris,"Deposit received, scheduling rough-in",PUBLIC,2024-07-28T15:22:28.000Z,96,22,1
6201,urn:li:person:mark-murray,"Repeat client, Rumford",CONNECTIONS,2026-08-09T11:35:40.000Z,89,14,8
6202,urn:li:person:tomas-reis,"Repeat client, Lincoln",PUBLIC,2026-02-23T20:43:50.000Z,32,28,6
6203,urn:li:person:tomas-reis,"Repeat client, North Providence",CONNECTIONS,2024-09-07T10:28:41.000Z,75,10,5
6204,urn:li:person:paulie-morris,"Repeat client, Warwick",PUBLIC,2024-08-23T12:17:55.000Z,36,10,1
6205,urn:li:person:mark-murray,Sub electrical by Laura,PUBLIC,2025-07-17T11:20:42.000Z,78,13,2
6206,urn:li:person:jessica-murray,copper repipe estimate sent,CONNECTIONS,2025-04-26T14:46:46.000Z,133,20,2
6207,urn:li:person:mark-murray,Permit filed with City of Providence,PUBLIC,2024-12-31T13:37:33.000Z,130,18,9
6208,urn:li:person:tomas-reis,"Repeat client, West Warwick",PUBLIC,2025-10-22T19:49:38.000Z,50,10,4
6209,urn:li:person:jessica-murray,"Repeat client, Warren",CONNECTIONS,2024-08-10T17:04:32.000Z,21,18,4
6210,urn:li:person:carla-mendoza,gas line install estimate sent,PUBLIC,2026-08-30T15:05:39.000Z,44,19,5
6211,urn:li:person:david-baxter,Warranty callback closed,PUBLIC,2024-06-22T13:29:37.000Z,113,22,11
6212,urn:li:person:carla-mendoza,"Repeat client, Warwick",PUBLIC,2024-06-04T07:50:49.000Z,68,27,11
6213,urn:li:person:carla-mendoza,Sub electrical by Laura,PUBLIC,2026-03-09T19:59:08.000Z,105,5,4
6214,urn:li:person:tomas-reis,dishwasher hookup estimate sent,CONNECTIONS,2026-02-07T17:08:02.000Z,96,9,6
6215,urn:li:person:tomas-reis,Materials via Baxter's Plumbing Supply,PUBLIC,2024-06-27T15:15:42.000Z,117,23,2
6216,urn:li:person:carla-mendoza,Confirmed spring 2027 slot,PUBLIC,2024-06-17T13:34:59.000Z,88,28,6
6217,urn:li:person:carla-mendoza,radiant floor loop estimate sent,PUBLIC,2025-08-09T07:27:38.000Z,110,29,10
6218,urn:li:person:tomas-reis,"Deposit received, scheduling rough-in",PUBLIC,2025-10-06T18:49:35.000Z,91,19,1
6219,urn:li:person:jessica-murray,Punch list items outstanding,PUBLIC,2024-08-16T06:14:07.000Z,37,16,2
6220,urn:li:person:carla-mendoza,"Repeat client, Johnston",CONNECTIONS,2024-08-22T10:25:39.000Z,74,17,4
6221,urn:li:person:jessica-murray,Materials via Baxter's Plumbing Supply,CONNECTIONS,2025-09-30T08:31:45.000Z,63,19,5
6222,urn:li:person:jessica-murray,"Repeat client, West Warwick",PUBLIC,2026-02-01T20:07:41.000Z,22,16,4
6223,urn:li:person:mark-murray,well pump service estimate sent,CONNECTIONS,2026-02-23T09:56:30.000Z,29,7,2
6224,urn:li:person:mark-murray,Permit filed with City of Providence,PUBLIC,2025-05-29T17:18:59.000Z,96,19,1
6225,urn:li:person:tomas-reis,"Deposit received, scheduling rough-in",CONNECTIONS,2025-03-03T16:12:18.000Z,116,15,0
6226,urn:li:person:mark-murray,"Repeat client, Woonsocket",PUBLIC,2026-07-11T09:23:26.000Z,132,15,3
6227,urn:li:person:jessica-murray,Crew lead Paulie DeStefano,CONNECTIONS,2026-08-03T07:56:40.000Z,85,27,10
6228,urn:li:person:jessica-murray,"Repeat client, Lincoln",CONNECTIONS,2025-02-05T07:08:08.000Z,91,10,3
6229,urn:li:person:mark-murray,basement finish; Final stage,PUBLIC,2025-11-14T10:07:15.000Z,73,21,5
6230,urn:li:person:mark-murray,"Repeat client, Bristol",PUBLIC,2025-10-09T10:26:53.000Z,102,14,5
6231,urn:li:person:jessica-murray,well pump service; Estimate stage,PUBLIC,2025-02-25T08:13:53.000Z,72,9,5
6232,urn:li:person:mark-murray,backflow test estimate sent,PUBLIC,2025-11-19T20:03:12.000Z,118,22,1
6233,urn:li:person:paulie-morris,Change order pending Mark review,PUBLIC,2025-03-18T07:09:31.000Z,124,27,0
6234,urn:li:person:david-baxter,Sub electrical by Laura,PUBLIC,2024-11-30T20:06:00.000Z,116,5,2
6235,urn:li:person:david-baxter,Confirmed spring 2027 slot,PUBLIC,2024-09-23T12:01:05.000Z,55,27,8
6236,urn:li:person:tomas-reis,Change order pending Mark review,PUBLIC,2026-08-30T11:19:59.000Z,63,5,2
6237,urn:li:person:carla-mendoza,Confirmed spring 2027 slot,CONNECTIONS,2024-06-20T18:29:19.000Z,74,21,0
6238,urn:li:person:paulie-morris,"Repeat client, Warren",PUBLIC,2024-08-22T07:28:44.000Z,56,14,9
6239,urn:li:person:mark-murray,Sub electrical by Laura,PUBLIC,2025-07-23T09:05:01.000Z,127,18,4
6240,urn:li:person:jessica-murray,drain cleaning estimate sent,CONNECTIONS,2026-03-02T16:43:46.000Z,80,11,4
6241,urn:li:person:jessica-murray,Sub electrical by Laura,PUBLIC,2024-06-21T07:55:11.000Z,124,12,9
6242,urn:li:person:carla-mendoza,"Repeat client, Warwick",PUBLIC,2025-08-13T07:25:03.000Z,63,13,5
6243,urn:li:person:tomas-reis,"Deposit received, scheduling rough-in",CONNECTIONS,2025-04-20T12:35:59.000Z,34,28,5
6244,urn:li:person:tomas-reis,Punch list items outstanding,PUBLIC,2025-07-24T18:21:26.000Z,115,5,9
6245,urn:li:person:carla-mendoza,"Deposit received, scheduling rough-in",PUBLIC,2025-10-11T20:26:58.000Z,73,25,3
6246,urn:li:person:tomas-reis,"Deposit received, scheduling rough-in",PUBLIC,2024-12-03T08:48:20.000Z,102,20,1
6247,urn:li:person:jessica-murray,kitchen remodel; Tile stage,PUBLIC,2025-05-26T13:41:56.000Z,116,28,4
6248,urn:li:person:tomas-reis,Warranty callback closed,PUBLIC,2025-06-09T09:04:13.000Z,45,10,5
6249,urn:li:person:mark-murray,"Repeat client, Bristol",PUBLIC,2026-10-27T08:28:46.000Z,117,23,5
6250,urn:li:person:mark-murray,Permit filed with City of Providence,CONNECTIONS,2024-10-26T07:12:26.000Z,78,13,0
6251,urn:li:person:paulie-morris,Crew lead Paulie DeStefano,CONNECTIONS,2025-01-30T12:50:02.000Z,113,27,1
6252,urn:li:person:david-baxter,Punch list items outstanding,PUBLIC,2026-09-03T14:46:09.000Z,133,16,6
6253,urn:li:person:jessica-murray,Materials via Baxter's Plumbing Supply,CONNECTIONS,2024-12-31T15:46:25.000Z,35,4,9
6254,urn:li:person:jessica-murray,Punch list items outstanding,CONNECTIONS,2026-10-28T18:47:09.000Z,99,25,0
6255,urn:li:person:tomas-reis,Sub electrical by Laura,CONNECTIONS,2025-03-29T13:40:23.000Z,86,8,8
6256,urn:li:person:carla-mendoza,Change order pending Mark review,PUBLIC,2025-11-12T08:03:01.000Z,71,26,8
6257,urn:li:person:jessica-murray,Confirmed spring 2027 slot,PUBLIC,2024-07-23T08:06:45.000Z,24,5,11
6258,urn:li:person:jessica-murray,Sub electrical by Laura,PUBLIC,2025-01-28T06:24:21.000Z,88,7,9
6259,urn:li:person:tomas-reis,bath remodel; Rough stage,PUBLIC,2026-03-15T14:43:18.000Z,64,20,4
6260,urn:li:person:mark-murray,Punch list items outstanding,CONNECTIONS,2025-09-09T13:42:31.000Z,103,19,7
6261,urn:li:person:mark-murray,dishwasher hookup estimate sent,CONNECTIONS,2025-11-13T13:06:53.000Z,133,15,5
6262,urn:li:person:carla-mendoza,Materials via Baxter's Plumbing Supply,CONNECTIONS,2026-09-22T09:57:27.000Z,85,13,10
6263,urn:li:person:jessica-murray,Confirmed spring 2027 slot,CONNECTIONS,2024-10-30T20:54:23.000Z,128,8,2
6264,urn:li:person:carla-mendoza,"Repeat client, Cranston",PUBLIC,2025-08-15T15:35:11.000Z,74,5,11
6265,urn:li:person:jessica-murray,basement finish; Estimate stage,PUBLIC,2026-10-25T14:03:54.000Z,80,6,8
6266,urn:li:person:david-baxter,Permit filed with City of Providence,PUBLIC,2026-04-03T10:57:11.000Z,113,20,10
6267,urn:li:person:carla-mendoza,Confirmed spring 2027 slot,PUBLIC,2024-06-22T07:18:17.000Z,134,22,2
6268,urn:li:person:jessica-murray,Permit filed with City of Providence,PUBLIC,2026-03-08T19:43:27.000Z,45,13,0
6269,urn:li:person:david-baxter,Crew lead Mike Russo,PUBLIC,2025-10-02T10:41:33.000Z,129,27,10
6270,urn:li:person:paulie-morris,Confirmed spring 2027 slot,CONNECTIONS,2026-07-28T18:19:48.000Z,37,7,9
6271,urn:li:person:carla-mendoza,"Deposit received, scheduling rough-in",PUBLIC,2026-10-07T12:11:53.000Z,85,8,2
6272,urn:li:person:david-baxter,dishwasher hookup estimate sent,PUBLIC,2024-11-10T10:15:05.000Z,88,26,1
6273,urn:li:person:mark-murray,"Repeat client, North Providence",PUBLIC,2026-07-13T16:46:09.000Z,66,25,9
6274,urn:li:person:carla-mendoza,Change order pending Mark review,PUBLIC,2024-06-13T15:03:12.000Z,31,18,5
6275,urn:li:person:mark-murray,Materials via Atlantic Building Materials,CONNECTIONS,2026-03-21T16:35:17.000Z,96,23,0
6276,urn:li:person:carla-mendoza,boiler service; Tile stage,PUBLIC,2025-04-03T12:26:12.000Z,23,12,0
6277,urn:li:person:carla-mendoza,Materials via Atlantic Building Materials,CONNECTIONS,2024-11-25T06:55:58.000Z,89,28,4
6278,urn:li:person:paulie-morris,tankless conversion estimate sent,PUBLIC,2026-05-10T10:56:01.000Z,128,12,2
6279,urn:li:person:david-baxter,outdoor spigot estimate sent,CONNECTIONS,2025-03-04T18:57:15.000Z,73,15,9
6280,urn:li:person:paulie-morris,Confirmed spring 2027 slot,PUBLIC,2026-04-08T13:10:32.000Z,21,15,9
6281,urn:li:person:mark-murray,bath remodel; Rough stage,PUBLIC,2025-05-05T17:37:38.000Z,108,27,9
6282,urn:li:person:jessica-murray,Materials via Baxter's Plumbing Supply,CONNECTIONS,2026-08-24T08:35:49.000Z,24,17,3
6283,urn:li:person:carla-mendoza,Change order pending Mark review,PUBLIC,2026-05-13T07:25:39.000Z,132,17,3
6284,urn:li:person:mark-murray,sewer line replacement estimate sent,PUBLIC,2026-03-19T15:36:05.000Z,55,26,4
6285,urn:li:person:mark-murray,Punch list items outstanding,PUBLIC,2025-02-07T14:20:19.000Z,88,27,5
6286,urn:li:person:jessica-murray,Sub electrical by Laura,PUBLIC,2026-06-27T17:55:26.000Z,35,17,9
6287,urn:li:person:paulie-morris,Confirmed spring 2027 slot,PUBLIC,2026-01-15T17:52:20.000Z,38,16,4
6288,urn:li:person:tomas-reis,"Deposit received, scheduling rough-in",PUBLIC,2025-10-15T19:06:06.000Z,73,29,1
6289,urn:li:person:tomas-reis,"Deposit received, scheduling rough-in",PUBLIC,2025-02-27T14:48:22.000Z,23,26,11
6290,urn:li:person:mark-murray,Warranty callback closed,CONNECTIONS,2025-08-14T19:16:00.000Z,21,25,4
6291,urn:li:person:david-baxter,Crew lead Paulie DeStefano,PUBLIC,2025-12-24T18:35:04.000Z,53,27,7
6292,urn:li:person:jessica-murray,Permit filed with City of Providence,PUBLIC,2026-10-02T10:16:55.000Z,53,8,10
6293,urn:li:person:carla-mendoza,Permit filed with City of Providence,PUBLIC,2024-11-25T07:05:09.000Z,93,15,2
6294,urn:li:person:carla-mendoza,Permit filed with City of Providence,CONNECTIONS,2024-11-18T09:02:56.000Z,19,15,11
6295,urn:li:person:paulie-morris,well pump service estimate sent,PUBLIC,2024-11-29T19:21:40.000Z,105,25,5
6296,urn:li:person:tomas-reis,Punch list items outstanding,PUBLIC,2024-12-20T14:54:14.000Z,62,14,1
6297,urn:li:person:carla-mendoza,"Deposit received, scheduling rough-in",PUBLIC,2026-01-01T12:35:33.000Z,92,21,6
6298,urn:li:person:carla-mendoza,Permit filed with City of Providence,CONNECTIONS,2024-07-06T20:13:45.000Z,120,27,11
6299,urn:li:person:paulie-morris,Change order pending Mark review,CONNECTIONS,2026-01-18T08:54:16.000Z,127,13,7
6300,urn:li:person:carla-mendoza,Warranty callback closed,CONNECTIONS,2026-04-06T08:52:43.000Z,107,15,4
6301,urn:li:person:mark-murray,"Deposit received, scheduling rough-in",PUBLIC,2025-08-10T06:26:44.000Z,90,27,7
6302,urn:li:person:paulie-morris,"Repeat client, Pawtucket",PUBLIC,2026-02-18T10:32:43.000Z,94,5,5
6303,urn:li:person:paulie-morris,Punch list items outstanding,CONNECTIONS,2025-05-28T08:16:42.000Z,118,11,6
6304,urn:li:person:tomas-reis,Confirmed spring 2027 slot,PUBLIC,2026-01-25T15:34:04.000Z,41,13,3
6305,urn:li:person:david-baxter,boiler service estimate sent,CONNECTIONS,2025-02-05T07:08:03.000Z,76,7,1
6306,urn:li:person:tomas-reis,"Deposit received, scheduling rough-in",PUBLIC,2026-06-06T18:38:00.000Z,79,19,5
6307,urn:li:person:jessica-murray,"Deposit received, scheduling rough-in",PUBLIC,2024-10-04T18:23:26.000Z,58,4,7
6308,urn:li:person:mark-murray,Crew lead Mike Russo,PUBLIC,2025-08-02T16:47:39.000Z,83,6,5
6309,urn:li:person:jessica-murray,"Repeat client, Coventry",PUBLIC,2026-05-07T13:39:03.000Z,73,8,8
6310,urn:li:person:tomas-reis,Confirmed spring 2027 slot,CONNECTIONS,2026-10-15T18:14:19.000Z,52,18,10
6311,urn:li:person:tomas-reis,"Repeat client, Rumford",CONNECTIONS,2026-06-09T17:51:23.000Z,100,25,0
6312,urn:li:person:david-baxter,Sub electrical by Laura,PUBLIC,2024-09-28T09:00:57.000Z,50,24,5
6313,urn:li:person:paulie-morris,"Deposit received, scheduling rough-in",CONNECTIONS,2026-01-22T14:15:08.000Z,48,17,1
6314,urn:li:person:carla-mendoza,"Deposit received, scheduling rough-in",PUBLIC,2025-04-02T09:04:07.000Z,53,19,6
6315,urn:li:person:tomas-reis,well pump service estimate sent,PUBLIC,2025-09-20T07:52:35.000Z,68,19,11
6316,urn:li:person:tomas-reis,Crew lead Paulie DeStefano,CONNECTIONS,2024-09-15T11:10:37.000Z,110,11,8
6317,urn:li:person:jessica-murray,Permit filed with City of Providence,PUBLIC,2026-09-14T07:48:10.000Z,24,23,9
6318,urn:li:person:paulie-morris,Punch list items outstanding,PUBLIC,2025-09-05T17:33:44.000Z,32,6,2
6319,urn:li:person:david-baxter,Confirmed spring 2027 slot,PUBLIC,2025-02-12T10:22:32.000Z,48,15,5
6320,urn:li:person:david-baxter,Punch list items outstanding,PUBLIC,2025-04-01T08:14:43.000Z,42,13,10
6321,urn:li:person:mark-murray,Crew lead Paulie DeStefano,PUBLIC,2024-12-04T19:49:02.000Z,124,8,2
6322,urn:li:person:carla-mendoza,Materials via Baxter's Plumbing Supply,PUBLIC,2024-08-23T14:40:12.000Z,102,17,1
6323,urn:li:person:carla-mendoza,fixture install estimate sent,PUBLIC,2025-08-31T20:06:25.000Z,87,6,6
6324,urn:li:person:carla-mendoza,tankless conversion; Punch list stage,PUBLIC,2025-08-15T11:48:28.000Z,133,29,6
6325,urn:li:person:jessica-murray,Confirmed spring 2027 slot,PUBLIC,2024-09-15T15:45:11.000Z,99,12,4
6326,urn:li:person:mark-murray,Sub electrical by Laura,PUBLIC,2024-12-15T16:20:18.000Z,41,10,8
6327,urn:li:person:jessica-murray,basement finish; Punch list stage,PUBLIC,2026-04-20T06:40:23.000Z,53,11,1
6328,urn:li:person:tomas-reis,radiant floor loop estimate sent,PUBLIC,2026-04-16T19:26:33.000Z,128,6,8
6329,urn:li:person:jessica-murray,dishwasher hookup; Paid stage,PUBLIC,2024-10-25T13:14:27.000Z,67,9,6
