id,firstName,lastName,headline,location,industry,connectedAt,organizationId
urn:li:person:tomas-9f3b,Paul,Marquez,Plumbing Apprentice seeking Providence RI position,623 Hope St,Construction,2026-03-04T13:54:42.000Z,
urn:li:person:tomas-d43a,David,Hayashi,Plumbing Apprentice seeking Providence RI position,556 Academy Ave,Construction,2025-01-06T15:22:13.000Z,
urn:li:person:tomas-f2b0,Gary,Ferreira,Apprentice Plumber at Vista Plumbing,85 Pleasant St,Construction,2026-09-23T19:15:28.000Z,
urn:li:person:tomas-5e25,Kenneth,Cabral,Plumbing Apprentice seeking Providence RI position,789 Waterman St,Construction,2025-05-01T09:38:16.000Z,7001
urn:li:person:tomas-f1f7,John,Donovan,Co-owner Murray Plumbing and GC,837 Morris Ave,Construction,2025-11-03T20:39:50.000Z,
urn:li:person:tomas-45c3,Kenneth,Correia,Homeowner  -  Elmwood kitchen project,454 Benefit St,Construction,2025-11-05T13:04:18.000Z,
urn:li:person:tomas-fdb2,Michelle,Adler,Residential plumbing apprentice candidate,415 Elmgrove Ave,Construction,2025-12-03T09:43:46.000Z,
urn:li:person:tomas-9a0d,Mark,Henderson,Homeowner  -  Elmwood kitchen project,620 Cole Ave,Real Estate,2026-10-07T12:33:26.000Z,
urn:li:person:tomas-5fef,Mark,Correia,Plumbing Apprentice seeking Providence RI position,89 Morris Ave,Construction,2026-09-05T11:50:01.000Z,
urn:li:person:tomas-f1e9,Kenneth,Donovan,Lead plumber at Murray Plumbing and GC,142 Larch St,Real Estate,2025-05-15T13:48:30.000Z,7001
urn:li:person:tomas-d18e,Frank,Esposito,Co-owner Murray Plumbing and GC,226 Oakwood Dr,Construction,2025-05-06T12:49:25.000Z,
urn:li:person:tomas-cba3,Paul,Greco,Residential plumbing apprentice candidate,796 Cole Ave,Construction,2026-06-05T09:30:34.000Z,7000
urn:li:person:tomas-0212,Patricia,Marquez,Lead plumber at Murray Plumbing and GC,698 Angell St,Construction,2025-09-24T06:26:42.000Z,7001
urn:li:person:tomas-ccc9,Nancy,Cabral,Career-change apprentice candidate,141 Camp St,Construction,2026-02-22T10:22:42.000Z,
urn:li:person:tomas-bb46,David,Almeida,Plumbing Apprentice seeking Providence RI position,387 Brook St,Real Estate,2024-10-26T07:35:33.000Z,7000
urn:li:person:tomas-22a1,Steven,Boucher,Apprentice Plumber at Vista Plumbing,24 Atwells Ave,Construction,2025-03-25T11:11:18.000Z,7002
urn:li:person:tomas-00f8,Sal,Owen,Career-change apprentice candidate,436 Academy Ave,Real Estate,2024-08-15T15:27:34.000Z,7001
urn:li:person:tomas-0383,Mary,Tannenbaum,Owner Baxter Plumbing Supply,799 Williams St,Wholesale,2024-07-22T11:45:51.000Z,
urn:li:person:tomas-2af9,Thomas,Romano,Homeowner  -  Elmwood kitchen project,308 Governor St,Wholesale,2025-09-21T19:56:59.000Z,7000
urn:li:person:tomas-91e4,Michelle,Gagnon,Plumbing Apprentice seeking Providence RI position,308 College Hill Rd,Real Estate,2025-12-24T13:56:07.000Z,7000
urn:li:person:tomas-d9ab,Michael,Silva,Career-change apprentice candidate,446 Ivy St,Real Estate,2024-07-08T12:36:43.000Z,
urn:li:person:tomas-2fe4,Rocco,Gallo,Homeowner  -  Oakwood basement project,270 Williams St,Real Estate,2026-02-22T13:38:31.000Z,7001
urn:li:person:tomas-5ac5,Mary,Esposito,Plumbing Apprentice seeking Providence RI position,150 Hartford Ave,Construction,2025-09-03T16:46:05.000Z,7001
urn:li:person:tomas-be85,Steven,Romano,Plumbing Apprentice seeking Providence RI position,233 Transit St,Construction,2025-08-20T07:28:07.000Z,
urn:li:person:tomas-55b7,Angela,Adler,Lead plumber at Murray Plumbing and GC,370 Benevolent St,Construction,2025-12-27T08:08:17.000Z,
urn:li:person:tomas-0c45,Diane,Ferreira,Plumbing Apprentice seeking Providence RI position,357 Academy Ave,Construction,2024-08-01T19:02:36.000Z,
urn:li:person:tomas-b512,Susan,Adler,Plumbing Apprentice seeking Providence RI position,484 Elmgrove Ave,Construction,2025-02-14T13:37:49.000Z,7000
urn:li:person:tomas-65d3,James,Flynn,Apprentice Plumber at Vista Plumbing,372 Transit St,Construction,2024-11-11T11:13:02.000Z,
urn:li:person:tomas-dc53,Nancy,Ferreira,Plumbing Apprentice seeking Providence RI position,259 Wickenden St,Construction,2025-05-02T07:59:45.000Z,
urn:li:person:tomas-bda9,Jennifer,Sullivan,Homeowner  -  Elmwood kitchen project,952 Atwells Ave,Real Estate,2026-07-02T18:02:01.000Z,
urn:li:person:tomas-f26c,Carol,Hayashi,Apprentice Plumber at Vista Plumbing,764 Larch St,Construction,2024-06-12T17:58:01.000Z,
urn:li:person:tomas-0bd1,James,Tannenbaum,Career-change apprentice candidate,510 Thayer St,Real Estate,2025-05-22T07:18:31.000Z,
urn:li:person:tomas-9dc4,Mary,Chen,Plumbing Apprentice seeking Providence RI position,874 College Hill Rd,Real Estate,2025-12-10T20:53:00.000Z,7001
urn:li:person:tomas-7ec1,Sandra,Conti,Homeowner  -  Oakwood basement project,637 Larch St,Construction,2025-08-16T13:59:45.000Z,7002
urn:li:person:tomas-e950,Thomas,Botelho,Co-owner Murray Plumbing and GC,391 Broad St,Real Estate,2025-11-30T16:44:07.000Z,
urn:li:person:tomas-aea9,Thomas,Botelho,Plumbing Apprentice seeking Providence RI position,395 Waterman St,Construction,2026-09-15T12:01:37.000Z,
urn:li:person:tomas-47ac,Patricia,Greco,Plumbing Apprentice seeking Providence RI position,638 Atwells Ave,Real Estate,2026-01-24T17:17:34.000Z,7001
urn:li:person:tomas-5ba4,Robert,Greco,Owner Baxter Plumbing Supply,491 Wickenden St,Wholesale,2026-01-10T11:40:47.000Z,
urn:li:person:tomas-050c,Patricia,Patel,Homeowner  -  Oakwood basement project,369 Oakwood Dr,Construction,2024-06-04T12:50:02.000Z,7000
urn:li:person:tomas-f8ee,Rocco,Westminster,Owner Baxter Plumbing Supply,785 Ives St,Wholesale,2025-02-20T13:18:21.000Z,7002
urn:li:person:tomas-0d4b,Nancy,DeLuca,Lead plumber at Murray Plumbing and GC,761 Transit St,Construction,2026-07-05T10:26:11.000Z,7000
urn:li:person:tomas-db2e,John,Ferrari,Homeowner  -  Elmwood kitchen project,9 Williams St,Real Estate,2026-07-17T15:33:09.000Z,7000
urn:li:person:tomas-ea2a,Angela,Kowalski,Career-change apprentice candidate,619 Angell St,Construction,2026-08-31T09:47:21.000Z,7000
urn:li:person:tomas-2c8d,Tony,Donovan,Homeowner  -  Oakwood basement project,74 Elmgrove Ave,Construction,2024-06-06T10:21:38.000Z,7002
urn:li:person:tomas-c54f,James,Bianchi,Lead plumber at Murray Plumbing and GC,514 Thayer St,Real Estate,2025-11-20T20:07:32.000Z,7002
urn:li:person:tomas-d8fd,Rosa,Greco,Owner Baxter Plumbing Supply,382 Oakwood Dr,Real Estate,2025-07-26T16:30:14.000Z,7001
urn:li:person:tomas-ef55,Patricia,Kapoor,Lead plumber at Murray Plumbing and GC,493 Camp St,Real Estate,2024-06-01T14:21:17.000Z,7002
urn:li:person:tomas-d28f,Barbara,Botelho,Homeowner  -  Elmwood kitchen project,3 Power St,Wholesale,2025-02-13T18:46:27.000Z,
urn:li:person:tomas-e59b,Barbara,Westminster,Co-owner Murray Plumbing and GC,422 Douglas Ave,Wholesale,2025-03-19T15:30:31.000Z,
urn:li:person:tomas-530e,Joseph,Cabral,Career-change apprentice candidate,388 Benevolent St,Construction,2026-08-17T06:10:02.000Z,
urn:li:person:tomas-c049,Thomas,Boucher,Residential plumbing apprentice candidate,104 Academy Ave,Real Estate,2025-11-26T13:50:25.000Z,
urn:li:person:tomas-e4a9,Rosa,Kowalski,Homeowner  -  Elmwood kitchen project,145 Power St,Construction,2025-03-03T13:31:19.000Z,
urn:li:person:tomas-27d5,Betty,Esposito,Co-owner Murray Plumbing and GC,663 Ives St,Construction,2025-10-13T09:56:43.000Z,
urn:li:person:tomas-f49a,Rosa,Gallo,Residential plumbing apprentice candidate,790 Freeman St,Construction,2024-09-16T07:44:13.000Z,
urn:li:person:tomas-d308,Sal,OLeary,Homeowner  -  Oakwood basement project,814 Power St,Construction,2026-09-16T08:45:00.000Z,
urn:li:person:tomas-f005,Rosa,Conti,Homeowner  -  Oakwood basement project,955 Elmwood Ave,Construction,2024-09-13T09:04:18.000Z,7001
urn:li:person:tomas-3f3a,Frank,Kowalski,Homeowner  -  Oakwood basement project,838 Public St,Wholesale,2026-05-08T18:55:31.000Z,7001
urn:li:person:tomas-8f76,Thomas,Lin,Career-change apprentice candidate,781 Camp St,Construction,2026-09-02T06:02:28.000Z,7000
urn:li:person:tomas-d8fa,Michelle,Volpicelli,Plumbing Apprentice seeking Providence RI position,325 Larch St,Real Estate,2025-08-13T12:24:52.000Z,7000
urn:li:person:tomas-7044,Rocco,Donovan,Co-owner Murray Plumbing and GC,303 College Hill Rd,Construction,2024-07-05T11:30:37.000Z,
urn:li:person:tomas-e36f,Maria,Kowalski,Owner Baxter Plumbing Supply,754 Camp St,Construction,2026-07-15T07:22:27.000Z,
urn:li:person:tomas-257f,Betty,Cabral,Career-change apprentice candidate,554 Power St,Construction,2025-10-31T20:38:37.000Z,
urn:li:person:tomas-8084,Gina,Reilly,Career-change apprentice candidate,918 Transit St,Construction,2025-01-29T18:46:09.000Z,7000
urn:li:person:tomas-b67f,Gary,Boucher,Apprentice Plumber at Vista Plumbing,778 Douglas Ave,Wholesale,2024-06-28T09:54:00.000Z,
urn:li:person:tomas-335d,Diane,Tannenbaum,Apprentice Plumber at Vista Plumbing,187 Angell St,Real Estate,2025-09-08T14:05:19.000Z,
urn:li:person:tomas-8cf4,Thomas,Gallo,Career-change apprentice candidate,528 Oakwood Dr,Real Estate,2026-04-12T10:23:40.000Z,
urn:li:person:tomas-020f,Vincent,Nash,Lead plumber at Murray Plumbing and GC,48 Ives St,Construction,2026-09-14T13:29:48.000Z,7001
urn:li:person:tomas-ad2b,Betty,Wessel,Plumbing Apprentice seeking Providence RI position,669 Public St,Construction,2025-07-23T19:44:03.000Z,7002
urn:li:person:tomas-4841,Anthony,Marquez,Apprentice Plumber at Vista Plumbing,812 Public St,Construction,2024-07-28T13:57:23.000Z,
urn:li:person:tomas-8d54,Maria,Westminster,Owner Baxter Plumbing Supply,114 Williams St,Construction,2026-08-16T16:30:48.000Z,7000
urn:li:person:tomas-b4e3,John,Henderson,Residential plumbing apprentice candidate,795 Hope St,Wholesale,2025-05-12T16:08:21.000Z,7002
urn:li:person:tomas-d658,Angela,Ricci,Co-owner Murray Plumbing and GC,465 Chalkstone Ave,Construction,2024-11-03T18:11:41.000Z,
urn:li:person:tomas-b4e7,Diane,Conti,Apprentice Plumber at Vista Plumbing,972 Angell St,Construction,2026-10-15T18:59:49.000Z,
urn:li:person:tomas-56c4,Jennifer,Lin,Co-owner Murray Plumbing and GC,101 Larch St,Construction,2025-10-18T18:24:24.000Z,
urn:li:person:tomas-5ed8,Carol,Correia,Apprentice Plumber at Vista Plumbing,265 Broad St,Construction,2026-03-27T11:49:09.000Z,
urn:li:person:tomas-512e,Robert,Silva,Homeowner  -  Oakwood basement project,925 Elmgrove Ave,Construction,2025-02-20T07:50:36.000Z,7002
urn:li:person:tomas-e29d,Anthony,Adler,Lead plumber at Murray Plumbing and GC,421 Benevolent St,Construction,2026-08-06T16:47:43.000Z,
urn:li:person:tomas-73fe,Barbara,Fontaine,Career-change apprentice candidate,260 Thayer St,Construction,2025-06-21T08:07:40.000Z,
urn:li:person:tomas-9d90,Frank,Volpicelli,Plumbing Apprentice seeking Providence RI position,242 Smith St,Construction,2024-08-20T17:34:13.000Z,
urn:li:person:tomas-8e8d,Paul,Boucher,Homeowner  -  Oakwood basement project,587 Atwells Ave,Construction,2026-02-02T07:27:23.000Z,7000
urn:li:person:tomas-2f4a,Thomas,OLeary,Owner Baxter Plumbing Supply,750 Elmgrove Ave,Construction,2025-03-17T07:02:35.000Z,
urn:li:person:tomas-0476,Mark,Romano,Owner Baxter Plumbing Supply,701 Blackstone Blvd,Real Estate,2024-07-24T16:21:26.000Z,
urn:li:person:tomas-5383,Paul,Ricci,Residential plumbing apprentice candidate,174 Waterman St,Construction,2025-10-16T12:36:27.000Z,
urn:li:person:tomas-0123,Lisa,Westminster,Plumbing Apprentice seeking Providence RI position,137 Smith St,Construction,2024-12-06T15:21:12.000Z,7000
urn:li:person:tomas-fd8f,Gary,Tannenbaum,Residential plumbing apprentice candidate,965 Douglas Ave,Construction,2025-09-30T17:27:55.000Z,7002
urn:li:person:tomas-304d,Barbara,Henderson,Owner Baxter Plumbing Supply,882 Benefit St,Wholesale,2024-07-09T18:12:44.000Z,
urn:li:person:tomas-1d28,Karen,Owen,Homeowner  -  Oakwood basement project,691 Douglas Ave,Real Estate,2025-11-24T10:53:58.000Z,7002
urn:li:person:tomas-7e2a,Frank,Murphy,Apprentice Plumber at Vista Plumbing,580 Hartford Ave,Real Estate,2025-09-21T17:40:54.000Z,7000
urn:li:person:tomas-fa89,David,Boucher,Career-change apprentice candidate,939 Freeman St,Construction,2026-06-27T10:54:55.000Z,
urn:li:person:tomas-6808,Gina,OLeary,Homeowner  -  Oakwood basement project,622 Elmgrove Ave,Construction,2025-11-25T18:58:27.000Z,
urn:li:person:tomas-e503,Joseph,Patel,Co-owner Murray Plumbing and GC,633 Morris Ave,Construction,2026-03-02T08:02:41.000Z,
urn:li:person:tomas-bf01,Jennifer,Ricci,Homeowner  -  Oakwood basement project,543 Freeman St,Construction,2026-10-28T08:18:45.000Z,
urn:li:person:tomas-68cc,John,Patel,Owner Baxter Plumbing Supply,237 Larch St,Wholesale,2025-02-28T20:21:29.000Z,7001
urn:li:person:tomas-d24f,Sandra,Henderson,Homeowner  -  Oakwood basement project,722 Douglas Ave,Construction,2025-02-22T15:10:38.000Z,
urn:li:person:tomas-bc4f,Mary,Volpicelli,Owner Baxter Plumbing Supply,664 Elmgrove Ave,Construction,2025-06-15T15:40:09.000Z,7001
urn:li:person:tomas-fd72,Gina,DeLuca,Plumbing Apprentice seeking Providence RI position,856 Brook St,Construction,2025-08-03T11:23:49.000Z,
urn:li:person:tomas-d475,Joseph,Conti,Lead plumber at Murray Plumbing and GC,635 Cole Ave,Construction,2025-05-31T18:25:33.000Z,
urn:li:person:tomas-1ab3,Steven,Bianchi,Co-owner Murray Plumbing and GC,690 Hartford Ave,Construction,2025-10-04T13:17:16.000Z,7000
urn:li:person:tomas-1a7e,Michelle,Wessel,Co-owner Murray Plumbing and GC,314 Brook St,Wholesale,2025-04-28T16:21:40.000Z,7000
urn:li:person:tomas-1220,Paul,Horvath,Plumbing Apprentice seeking Providence RI position,402 Smith St,Real Estate,2024-11-16T11:42:49.000Z,
urn:li:person:tomas-bcb7,Nancy,Boucher,Co-owner Murray Plumbing and GC,108 Broadway,Construction,2025-10-02T19:48:46.000Z,
urn:li:person:tomas-946c,Vincent,Reilly,Residential plumbing apprentice candidate,639 Ivy St,Wholesale,2026-04-18T16:36:30.000Z,
urn:li:person:tomas-19bf,Rocco,Owen,Lead plumber at Murray Plumbing and GC,110 Williams St,Construction,2025-07-07T09:53:50.000Z,7001
urn:li:person:tomas-a2ca,Kenneth,Silva,Apprentice Plumber at Vista Plumbing,949 Wickenden St,Real Estate,2024-09-18T12:43:09.000Z,7000
urn:li:person:tomas-580b,Gary,Esposito,Homeowner  -  Elmwood kitchen project,667 Smith St,Construction,2026-06-08T17:02:17.000Z,7001
urn:li:person:tomas-5a2c,Maria,Pacheco,Owner Baxter Plumbing Supply,843 Broad St,Real Estate,2025-06-14T12:20:40.000Z,
urn:li:person:tomas-876b,Karen,Conti,Residential plumbing apprentice candidate,941 Atwells Ave,Construction,2026-09-30T13:34:25.000Z,
urn:li:person:tomas-526b,Mark,Ferrari,Career-change apprentice candidate,923 Broad St,Construction,2025-09-07T15:50:33.000Z,7002
urn:li:person:tomas-2ac6,Mary,Adler,Co-owner Murray Plumbing and GC,366 Smith St,Construction,2024-10-18T15:17:12.000Z,7000
urn:li:person:tomas-97c7,James,Henderson,Apprentice Plumber at Vista Plumbing,862 Camp St,Construction,2026-01-20T18:26:05.000Z,7002
urn:li:person:tomas-827e,Betty,OLeary,Apprentice Plumber at Vista Plumbing,758 Cole Ave,Construction,2024-09-03T06:07:36.000Z,7000
urn:li:person:tomas-1a0d,Donna,Adler,Career-change apprentice candidate,654 Oakwood Dr,Construction,2025-07-16T15:36:38.000Z,7000
urn:li:person:tomas-1812,David,Lin,Homeowner  -  Elmwood kitchen project,187 Camp St,Construction,2025-05-29T13:39:02.000Z,7000
urn:li:person:tomas-0936,Patricia,Greco,Homeowner  -  Oakwood basement project,882 Broadway,Construction,2026-01-30T07:33:08.000Z,7001
urn:li:person:tomas-619c,Tony,Lin,Owner Baxter Plumbing Supply,975 Elmwood Ave,Wholesale,2026-10-08T16:10:08.000Z,
urn:li:person:tomas-3c4d,Nancy,Horvath,Lead plumber at Murray Plumbing and GC,778 Elmgrove Ave,Construction,2025-10-25T20:04:14.000Z,
urn:li:person:tomas-a14f,Rosa,Chen,Lead plumber at Murray Plumbing and GC,138 Benefit St,Construction,2025-04-13T18:18:44.000Z,
urn:li:person:tomas-d426,Tony,Ricci,Residential plumbing apprentice candidate,742 Williams St,Construction,2025-01-08T18:50:20.000Z,7001
urn:li:person:tomas-b3a2,Angela,Marquez,Homeowner  -  Oakwood basement project,401 Camp St,Construction,2026-03-24T11:18:14.000Z,
urn:li:person:tomas-56d0,Karen,Silva,Homeowner  -  Elmwood kitchen project,215 Williams St,Construction,2026-02-14T08:26:43.000Z,
urn:li:person:tomas-d279,Frank,Botelho,Plumbing Apprentice seeking Providence RI position,442 Smith St,Construction,2025-11-25T16:34:12.000Z,7002
urn:li:person:tomas-3635,Sandra,Pacheco,Lead plumber at Murray Plumbing and GC,609 Waterman St,Wholesale,2025-01-10T06:54:58.000Z,
urn:li:person:tomas-5b67,Diane,Murphy,Co-owner Murray Plumbing and GC,188 Brook St,Real Estate,2026-10-03T11:33:29.000Z,7000
urn:li:person:tomas-529a,Richard,Owen,Lead plumber at Murray Plumbing and GC,698 Pleasant St,Construction,2026-08-18T20:15:24.000Z,
urn:li:person:tomas-321a,John,Ferrari,Career-change apprentice candidate,974 Morris Ave,Construction,2024-08-15T20:59:38.000Z,
urn:li:person:tomas-a51e,Rocco,Almeida,Lead plumber at Murray Plumbing and GC,564 Ivy St,Construction,2025-06-12T19:03:04.000Z,7002
urn:li:person:tomas-ddbe,Thomas,Volpicelli,Owner Baxter Plumbing Supply,984 Freeman St,Real Estate,2025-11-18T19:45:03.000Z,
urn:li:person:tomas-12e8,Kenneth,Flynn,Homeowner  -  Elmwood kitchen project,495 Chalkstone Ave,Construction,2026-08-28T18:34:02.000Z,
urn:li:person:tomas-0b44,Lisa,Volpicelli,Plumbing Apprentice seeking Providence RI position,141 Broadway,Construction,2025-10-23T11:13:40.000Z,
urn:li:person:tomas-2647,Vincent,Tannenbaum,Owner Baxter Plumbing Supply,755 Blackstone Blvd,Construction,2025-04-16T12:26:31.000Z,
urn:li:person:tomas-11e4,John,Bianchi,Co-owner Murray Plumbing and GC,549 Benevolent St,Construction,2025-06-17T12:38:23.000Z,7000
urn:li:person:tomas-253b,John,Ferreira,Homeowner  -  Oakwood basement project,711 Elmwood Ave,Construction,2025-08-27T19:33:41.000Z,
urn:li:person:tomas-f9c3,David,Hayashi,Residential plumbing apprentice candidate,592 Smith St,Construction,2026-01-02T20:20:23.000Z,
urn:li:person:tomas-f4d6,John,Brennan,Career-change apprentice candidate,38 Williams St,Construction,2026-06-30T06:12:30.000Z,
urn:li:person:tomas-8d8c,Ruth,Coletti,Career-change apprentice candidate,651 Angell St,Construction,2024-06-28T13:17:19.000Z,
urn:li:person:tomas-c232,Jennifer,Almeida,Lead plumber at Murray Plumbing and GC,824 Governor St,Construction,2026-02-07T06:15:50.000Z,
urn:li:person:tomas-e056,John,Wessel,Homeowner  -  Oakwood basement project,637 Williams St,Construction,2025-05-06T10:35:38.000Z,
urn:li:person:tomas-becd,Joseph,Boucher,Lead plumber at Murray Plumbing and GC,698 Broadway,Construction,2026-08-27T14:09:33.000Z,
urn:li:person:tomas-7e21,Tony,Nash,Plumbing Apprentice seeking Providence RI position,802 Camp St,Construction,2026-04-28T06:53:04.000Z,
urn:li:person:tomas-ed73,James,Reilly,Apprentice Plumber at Vista Plumbing,67 Wickenden St,Construction,2026-08-13T16:19:48.000Z,7000
urn:li:person:tomas-034a,Lisa,Lin,Lead plumber at Murray Plumbing and GC,101 Oakwood Dr,Construction,2024-09-13T14:03:42.000Z,
urn:li:person:tomas-c5f7,Frank,DeLuca,Plumbing Apprentice seeking Providence RI position,105 Morris Ave,Construction,2025-01-15T15:12:05.000Z,7000
urn:li:person:tomas-81e5,Donna,Brennan,Homeowner  -  Elmwood kitchen project,989 Governor St,Construction,2025-01-19T16:58:47.000Z,7001
urn:li:person:tomas-9a26,Frank,Almeida,Residential plumbing apprentice candidate,338 Waterman St,Wholesale,2026-01-09T07:46:12.000Z,7002
urn:li:person:tomas-f367,Steven,Adler,Residential plumbing apprentice candidate,576 Benevolent St,Construction,2026-10-02T08:39:52.000Z,7000
urn:li:person:tomas-860d,Nancy,Romano,Co-owner Murray Plumbing and GC,864 Chalkstone Ave,Construction,2026-11-07T18:20:26.000Z,
urn:li:person:tomas-76d3,David,Greco,Residential plumbing apprentice candidate,378 Wickenden St,Real Estate,2024-10-20T20:54:26.000Z,
urn:li:person:tomas-e1ba,Sal,Ricci,Career-change apprentice candidate,335 Brook St,Construction,2024-07-03T15:34:57.000Z,
urn:li:person:tomas-5d5e,Joseph,Novak,Career-change apprentice candidate,360 Wickenden St,Construction,2026-11-05T18:34:14.000Z,7001
urn:li:person:tomas-ca02,Donna,Conti,Owner Baxter Plumbing Supply,67 Pleasant St,Real Estate,2026-01-23T14:12:50.000Z,
urn:li:person:tomas-802e,Nancy,Donovan,Owner Baxter Plumbing Supply,4 Douglas Ave,Construction,2024-10-07T08:03:02.000Z,
urn:li:person:tomas-cfc9,David,Coletti,Homeowner  -  Elmwood kitchen project,478 Elmwood Ave,Construction,2024-11-29T11:52:26.000Z,7002
urn:li:person:tomas-8674,James,Flynn,Homeowner  -  Oakwood basement project,508 Ives St,Construction,2024-07-04T11:35:59.000Z,
urn:li:person:tomas-2dfe,Joseph,Silva,Co-owner Murray Plumbing and GC,954 Williams St,Construction,2025-06-21T19:16:30.000Z,
urn:li:person:tomas-f291,Betty,Gallo,Co-owner Murray Plumbing and GC,924 Hope St,Real Estate,2025-11-14T17:30:25.000Z,
urn:li:person:tomas-80b2,Rosa,Tannenbaum,Apprentice Plumber at Vista Plumbing,616 Smith St,Construction,2025-11-19T10:23:15.000Z,
urn:li:person:tomas-f551,Barbara,Silva,Career-change apprentice candidate,993 Broadway,Construction,2024-09-11T06:54:55.000Z,
urn:li:person:tomas-8f07,Thomas,Greco,Plumbing Apprentice seeking Providence RI position,530 Freeman St,Real Estate,2025-08-03T10:27:03.000Z,7002
urn:li:person:tomas-9a24,Kenneth,Reilly,Lead plumber at Murray Plumbing and GC,481 Elmgrove Ave,Construction,2026-10-13T18:11:09.000Z,
urn:li:person:tomas-d916,Frank,Brennan,Career-change apprentice candidate,869 Morris Ave,Construction,2026-07-04T14:55:02.000Z,7002
urn:li:person:tomas-e29a,Donna,Greco,Homeowner  -  Elmwood kitchen project,385 Power St,Construction,2026-07-29T08:57:07.000Z,7000
urn:li:person:tomas-2b7a,Kenneth,Flynn,Residential plumbing apprentice candidate,602 Waterman St,Construction,2025-05-01T20:53:31.000Z,
urn:li:person:tomas-3512,Linda,Esposito,Career-change apprentice candidate,139 Morris Ave,Construction,2026-10-17T16:43:59.000Z,7002
urn:li:person:tomas-db64,Robert,Volpicelli,Apprentice Plumber at Vista Plumbing,403 Hope St,Construction,2024-10-16T06:02:18.000Z,
