id,subject,organizer_name,organizer_address,location,start_date,end_date,is_all_day,is_online,attendees
AAMkAGevent5260d44a104,PH 206 - Introduction to Biostatistics for Public Health,Brian Henderson,brian.henderson@voissync.ai,Amberfield Institute,2026-08-07T10:00:00+00:00,2026-08-07T10:30:00+00:00,false,false,rebecca.foster@gmail.com
AAMkAGeventeea99e83105,Grocery run - Trader Joes,Brian Henderson,brian.henderson@voissync.ai,"Trader Joes, Cambridge MA",2026-05-03T07:00:00+00:00,2026-05-03T08:00:00+00:00,false,false,m.kessler@gmail.com
AAMkAGevent4ef3376c106,Therapy - Dr. Miller (biweekly),Brian Henderson,brian.henderson@voissync.ai,Telehealth - Dr. Karen Miller,2026-08-26T19:00:00+00:00,2026-08-26T20:00:00+00:00,false,true,k.miller@gmail.com
AAMkAGevent468ef144107,PH 206 - Introduction to Biostatistics for Public Health,Brian Henderson,brian.henderson@voissync.ai,Amberfield Institute,2026-07-04T12:00:00+00:00,2026-07-04T12:30:00+00:00,false,false,sarah.henderson.design@gmail.com
AAMkAGevent23fac966108,Windbridge Partners standup,Brian Henderson,brian.henderson@voissync.ai,"Windbridge Partners, Cambridge MA",2026-05-03T13:00:00+00:00,2026-05-03T14:00:00+00:00,false,true,sarah.henderson.design@gmail.com
AAMkAGevent9ea940f9109,Basketball - Cambridge YMCA,Brian Henderson,brian.henderson@voissync.ai,"Cambridge YMCA, 820 Massachusetts Ave, Cambridge MA",2026-05-04T11:00:00+00:00,2026-05-04T11:45:00+00:00,false,false,rebecca.foster@gmail.com
AAMkAGevent971b7491110,Manuscript working block - NEJM v2,Brian Henderson,brian.henderson@voissync.ai,Cambridge MA,2026-06-06T06:00:00+00:00,2026-06-06T06:30:00+00:00,false,false,rebecca.foster@gmail.com
AAMkAGeventb8c791b6111,Manuscript working block - NEJM v2,Brian Henderson,brian.henderson@voissync.ai,Cambridge MA,2026-07-05T19:00:00+00:00,2026-07-05T19:30:00+00:00,false,false,m.kessler@gmail.com
AAMkAGevent9c8636c3112,Grocery run - Trader Joes,Brian Henderson,brian.henderson@voissync.ai,"Trader Joes, Cambridge MA",2026-06-02T10:00:00+00:00,2026-06-02T11:00:00+00:00,false,false,k.miller@gmail.com
AAMkAGevent0564f0e2113,IVF check-in - Dr. Cooper,Brian Henderson,brian.henderson@voissync.ai,Telehealth - Boston IVF,2026-08-23T09:00:00+00:00,2026-08-23T09:45:00+00:00,false,true,j.cooper@gmail.com
AAMkAGevent99971f81114,Windbridge Partners standup,Brian Henderson,brian.henderson@voissync.ai,"Windbridge Partners, Cambridge MA",2026-09-22T15:00:00+00:00,2026-09-22T15:30:00+00:00,false,true,k.miller@gmail.com
AAMkAGevent96649358115,Charles River run,Brian Henderson,brian.henderson@voissync.ai,"Charles River, Cambridge MA",2026-09-01T07:00:00+00:00,2026-09-01T08:00:00+00:00,false,false,k.miller@gmail.com
AAMkAGevent5d8f28a5116,Manuscript working block - NEJM v2,Brian Henderson,brian.henderson@voissync.ai,Cambridge MA,2026-07-06T13:00:00+00:00,2026-07-06T14:30:00+00:00,false,false,rebecca.foster@gmail.com
AAMkAGeventa885e69f117,PH 206 - Introduction to Biostatistics for Public Health,Brian Henderson,brian.henderson@voissync.ai,Amberfield Institute,2026-07-19T07:00:00+00:00,2026-07-19T08:30:00+00:00,false,false,sarah.henderson.design@gmail.com
AAMkAGevent7a7f41bd118,PH 206 - Introduction to Biostatistics for Public Health,Brian Henderson,brian.henderson@voissync.ai,Amberfield Institute,2026-09-14T14:00:00+00:00,2026-09-14T15:30:00+00:00,false,false,j.cooper@gmail.com
AAMkAGevent9d1045e9119,Therapy - Dr. Miller (biweekly),Brian Henderson,brian.henderson@voissync.ai,Telehealth - Dr. Karen Miller,2026-08-06T10:00:00+00:00,2026-08-06T11:30:00+00:00,false,true,k.miller@gmail.com
AAMkAGevent804099e1120,Lexapro 10mg with breakfast,Brian Henderson,brian.henderson@voissync.ai,Cambridge MA,2026-06-09T17:00:00+00:00,2026-06-09T17:45:00+00:00,false,false,mark.stevens@gmail.com
AAMkAGevent4bc59557121,IVF check-in - Dr. Cooper,Brian Henderson,brian.henderson@voissync.ai,Telehealth - Boston IVF,2026-08-23T14:00:00+00:00,2026-08-23T14:30:00+00:00,false,true,rebecca.foster@gmail.com
AAMkAGevent5cbf3544122,Family call - Sunday 7PM,Brian Henderson,brian.henderson@voissync.ai,Telehealth - Family,2026-07-27T08:00:00+00:00,2026-07-27T08:45:00+00:00,false,true,k.miller@gmail.com
AAMkAGeventbcb6015a123,Manuscript working block - NEJM v2,Brian Henderson,brian.henderson@voissync.ai,Cambridge MA,2026-09-19T13:00:00+00:00,2026-09-19T13:30:00+00:00,false,false,sarah.henderson.design@gmail.com
AAMkAGevent893060c4124,Family call - Sunday 7PM,Brian Henderson,brian.henderson@voissync.ai,Telehealth - Family,2026-06-16T19:00:00+00:00,2026-06-16T19:45:00+00:00,false,true,rebecca.foster@gmail.com
AAMkAGevent25560dba125,Grocery run - Trader Joes,Brian Henderson,brian.henderson@voissync.ai,"Trader Joes, Cambridge MA",2026-07-15T06:00:00+00:00,2026-07-15T07:00:00+00:00,false,false,m.kessler@gmail.com
AAMkAGeventee4b53cf126,PH 206 - Introduction to Biostatistics for Public Health,Brian Henderson,brian.henderson@voissync.ai,Amberfield Institute,2026-09-21T09:00:00+00:00,2026-09-21T10:00:00+00:00,false,false,k.miller@gmail.com
AAMkAGevent45d1a588127,IVF check-in - Dr. Cooper,Brian Henderson,brian.henderson@voissync.ai,Telehealth - Boston IVF,2026-06-13T07:00:00+00:00,2026-06-13T07:45:00+00:00,false,true,mark.stevens@gmail.com
AAMkAGevent9c868269128,Charles River run,Brian Henderson,brian.henderson@voissync.ai,"Charles River, Cambridge MA",2026-09-18T09:00:00+00:00,2026-09-18T09:30:00+00:00,false,false,sarah.henderson.design@gmail.com
AAMkAGevent17ac246a129,Family call - Sunday 7PM,Brian Henderson,brian.henderson@voissync.ai,Telehealth - Family,2026-07-11T09:00:00+00:00,2026-07-11T09:30:00+00:00,false,true,j.cooper@gmail.com
AAMkAGevent6032de67130,Therapy - Dr. Miller (biweekly),Brian Henderson,brian.henderson@voissync.ai,Telehealth - Dr. Karen Miller,2026-06-20T13:00:00+00:00,2026-06-20T13:30:00+00:00,false,true,m.kessler@gmail.com
AAMkAGevent3f661670131,Basketball - Cambridge YMCA,Brian Henderson,brian.henderson@voissync.ai,"Cambridge YMCA, 820 Massachusetts Ave, Cambridge MA",2026-08-26T07:00:00+00:00,2026-08-26T07:45:00+00:00,false,false,rebecca.foster@gmail.com
AAMkAGevent30f41131132,Basketball - Cambridge YMCA,Brian Henderson,brian.henderson@voissync.ai,"Cambridge YMCA, 820 Massachusetts Ave, Cambridge MA",2026-07-11T10:00:00+00:00,2026-07-11T11:00:00+00:00,false,false,m.kessler@gmail.com
AAMkAGevent041a3b7a133,Lexapro 10mg with breakfast,Brian Henderson,brian.henderson@voissync.ai,Cambridge MA,2026-09-04T15:00:00+00:00,2026-09-04T16:30:00+00:00,false,false,k.miller@gmail.com
AAMkAGevent693b8845134,Therapy - Dr. Miller (biweekly),Brian Henderson,brian.henderson@voissync.ai,Telehealth - Dr. Karen Miller,2026-07-12T19:00:00+00:00,2026-07-12T19:45:00+00:00,false,true,sarah.henderson.design@gmail.com
AAMkAGevent5f0cadf5135,Family call - Sunday 7PM,Brian Henderson,brian.henderson@voissync.ai,Telehealth - Family,2026-06-25T15:00:00+00:00,2026-06-25T15:45:00+00:00,false,true,m.kessler@gmail.com
AAMkAGevent00363db1136,PH 206 - Introduction to Biostatistics for Public Health,Brian Henderson,brian.henderson@voissync.ai,Amberfield Institute,2026-08-22T09:00:00+00:00,2026-08-22T09:45:00+00:00,false,false,mark.stevens@gmail.com
AAMkAGeventda334551137,Grocery run - Trader Joes,Brian Henderson,brian.henderson@voissync.ai,"Trader Joes, Cambridge MA",2026-06-02T06:00:00+00:00,2026-06-02T06:45:00+00:00,false,false,sarah.henderson.design@gmail.com
AAMkAGeventffdd0b45138,PH 206 - Introduction to Biostatistics for Public Health,Brian Henderson,brian.henderson@voissync.ai,Amberfield Institute,2026-05-22T14:00:00+00:00,2026-05-22T14:45:00+00:00,false,false,j.cooper@gmail.com
AAMkAGeventb506747e139,Lexapro 10mg with breakfast,Brian Henderson,brian.henderson@voissync.ai,Cambridge MA,2026-08-11T07:00:00+00:00,2026-08-11T07:30:00+00:00,false,false,rebecca.foster@gmail.com
AAMkAGevent1e526a14140,Manuscript working block - NEJM v2,Brian Henderson,brian.henderson@voissync.ai,Cambridge MA,2026-09-05T15:00:00+00:00,2026-09-05T15:45:00+00:00,false,false,m.kessler@gmail.com
AAMkAGevent736be159141,PH 206 - Introduction to Biostatistics for Public Health,Brian Henderson,brian.henderson@voissync.ai,Amberfield Institute,2026-08-16T08:00:00+00:00,2026-08-16T09:00:00+00:00,false,false,sarah.henderson.design@gmail.com
AAMkAGevente26f7545142,Basketball - Cambridge YMCA,Brian Henderson,brian.henderson@voissync.ai,"Cambridge YMCA, 820 Massachusetts Ave, Cambridge MA",2026-08-06T16:00:00+00:00,2026-08-06T16:30:00+00:00,false,false,k.miller@gmail.com
AAMkAGevent803cdf7d143,PH 206 - Introduction to Biostatistics for Public Health,Brian Henderson,brian.henderson@voissync.ai,Amberfield Institute,2026-08-06T08:00:00+00:00,2026-08-06T09:00:00+00:00,false,false,k.miller@gmail.com
AAMkAGevent9b94106a144,Family call - Sunday 7PM,Brian Henderson,brian.henderson@voissync.ai,Telehealth - Family,2026-06-06T06:00:00+00:00,2026-06-06T06:30:00+00:00,false,true,sarah.henderson.design@gmail.com
AAMkAGevent8c81ef03145,IVF check-in - Dr. Cooper,Brian Henderson,brian.henderson@voissync.ai,Telehealth - Boston IVF,2026-08-09T14:00:00+00:00,2026-08-09T15:00:00+00:00,false,true,sarah.henderson.design@gmail.com
AAMkAGeventdbb5ccbf146,Lexapro 10mg with breakfast,Brian Henderson,brian.henderson@voissync.ai,Cambridge MA,2026-09-19T07:00:00+00:00,2026-09-19T08:30:00+00:00,false,false,rebecca.foster@gmail.com
AAMkAGevent8f9cc548147,Charles River run,Brian Henderson,brian.henderson@voissync.ai,"Charles River, Cambridge MA",2026-05-07T14:00:00+00:00,2026-05-07T14:45:00+00:00,false,false,k.miller@gmail.com
AAMkAGevent4de775cc148,Family call - Sunday 7PM,Brian Henderson,brian.henderson@voissync.ai,Telehealth - Family,2026-09-08T11:00:00+00:00,2026-09-08T11:45:00+00:00,false,true,m.kessler@gmail.com
AAMkAGeventc96df3b6149,Charles River run,Brian Henderson,brian.henderson@voissync.ai,"Charles River, Cambridge MA",2026-07-23T09:00:00+00:00,2026-07-23T10:30:00+00:00,false,false,k.miller@gmail.com
AAMkAGevent8a1255a3150,Grocery run - Trader Joes,Brian Henderson,brian.henderson@voissync.ai,"Trader Joes, Cambridge MA",2026-05-18T14:00:00+00:00,2026-05-18T14:30:00+00:00,false,false,mark.stevens@gmail.com
AAMkAGevent7b75fbba151,Basketball - Cambridge YMCA,Brian Henderson,brian.henderson@voissync.ai,"Cambridge YMCA, 820 Massachusetts Ave, Cambridge MA",2026-06-17T09:00:00+00:00,2026-06-17T10:00:00+00:00,false,false,rebecca.foster@gmail.com
AAMkAGeventa6a3974e152,Windbridge Partners standup,Brian Henderson,brian.henderson@voissync.ai,"Windbridge Partners, Cambridge MA",2026-05-02T06:00:00+00:00,2026-05-02T07:30:00+00:00,false,true,m.kessler@gmail.com
AAMkAGevent932520f6153,Lexapro 10mg with breakfast,Brian Henderson,brian.henderson@voissync.ai,Cambridge MA,2026-07-09T06:00:00+00:00,2026-07-09T07:00:00+00:00,false,false,rebecca.foster@gmail.com
AAMkAGeventfb82bc89154,Family call - Sunday 7PM,Brian Henderson,brian.henderson@voissync.ai,Telehealth - Family,2026-07-01T14:00:00+00:00,2026-07-01T14:45:00+00:00,false,true,m.kessler@gmail.com
AAMkAGeventf54ed206155,PH 206 - Introduction to Biostatistics for Public Health,Brian Henderson,brian.henderson@voissync.ai,Amberfield Institute,2026-06-03T15:00:00+00:00,2026-06-03T16:30:00+00:00,false,false,j.cooper@gmail.com
AAMkAGevent42e9d5e0156,Basketball - Cambridge YMCA,Brian Henderson,brian.henderson@voissync.ai,"Cambridge YMCA, 820 Massachusetts Ave, Cambridge MA",2026-09-09T08:00:00+00:00,2026-09-09T08:30:00+00:00,false,false,rebecca.foster@gmail.com
AAMkAGeventbc58857b157,PH 206 - Introduction to Biostatistics for Public Health,Brian Henderson,brian.henderson@voissync.ai,Amberfield Institute,2026-07-05T11:00:00+00:00,2026-07-05T12:30:00+00:00,false,false,m.kessler@gmail.com
AAMkAGevent7401c546158,Family call - Sunday 7PM,Brian Henderson,brian.henderson@voissync.ai,Telehealth - Family,2026-07-20T07:00:00+00:00,2026-07-20T08:00:00+00:00,false,true,rebecca.foster@gmail.com
AAMkAGeventb59a21b7159,Grocery run - Trader Joes,Brian Henderson,brian.henderson@voissync.ai,"Trader Joes, Cambridge MA",2026-07-03T14:00:00+00:00,2026-07-03T15:30:00+00:00,false,false,m.kessler@gmail.com
AAMkAGevente8667585160,Manuscript working block - NEJM v2,Brian Henderson,brian.henderson@voissync.ai,Cambridge MA,2026-06-10T15:00:00+00:00,2026-06-10T16:00:00+00:00,false,false,k.miller@gmail.com
AAMkAGevent3dd6b7fe161,Manuscript working block - NEJM v2,Brian Henderson,brian.henderson@voissync.ai,Cambridge MA,2026-07-08T16:00:00+00:00,2026-07-08T17:30:00+00:00,false,false,sarah.henderson.design@gmail.com
AAMkAGevent48f38b70162,Lexapro 10mg with breakfast,Brian Henderson,brian.henderson@voissync.ai,Cambridge MA,2026-06-17T10:00:00+00:00,2026-06-17T10:45:00+00:00,false,false,k.miller@gmail.com
AAMkAGevent75577531163,Windbridge Partners standup,Brian Henderson,brian.henderson@voissync.ai,"Windbridge Partners, Cambridge MA",2026-08-25T09:00:00+00:00,2026-08-25T10:00:00+00:00,false,true,rebecca.foster@gmail.com
AAMkAGeventae2b8806164,PH 206 - Introduction to Biostatistics for Public Health,Brian Henderson,brian.henderson@voissync.ai,Amberfield Institute,2026-05-05T18:00:00+00:00,2026-05-05T19:30:00+00:00,false,false,j.cooper@gmail.com
AAMkAGeventd8c61977165,Charles River run,Brian Henderson,brian.henderson@voissync.ai,"Charles River, Cambridge MA",2026-09-08T12:00:00+00:00,2026-09-08T13:30:00+00:00,false,false,j.cooper@gmail.com
AAMkAGeventc5442751166,Charles River run,Brian Henderson,brian.henderson@voissync.ai,"Charles River, Cambridge MA",2026-09-22T18:00:00+00:00,2026-09-22T18:45:00+00:00,false,false,sarah.henderson.design@gmail.com
AAMkAGevent03488033167,Manuscript working block - NEJM v2,Brian Henderson,brian.henderson@voissync.ai,Cambridge MA,2026-07-05T19:00:00+00:00,2026-07-05T20:00:00+00:00,false,false,j.cooper@gmail.com
AAMkAGeventc570bd9f168,Manuscript working block - NEJM v2,Brian Henderson,brian.henderson@voissync.ai,Cambridge MA,2026-09-21T11:00:00+00:00,2026-09-21T12:30:00+00:00,false,false,mark.stevens@gmail.com
AAMkAGevent5e93466e169,Family call - Sunday 7PM,Brian Henderson,brian.henderson@voissync.ai,Telehealth - Family,2026-08-27T16:00:00+00:00,2026-08-27T17:30:00+00:00,false,true,m.kessler@gmail.com
AAMkAGevent7c12f25d170,IVF check-in - Dr. Cooper,Brian Henderson,brian.henderson@voissync.ai,Telehealth - Boston IVF,2026-08-04T13:00:00+00:00,2026-08-04T13:45:00+00:00,false,true,sarah.henderson.design@gmail.com
AAMkAGevent65c228de171,Grocery run - Trader Joes,Brian Henderson,brian.henderson@voissync.ai,"Trader Joes, Cambridge MA",2026-09-19T07:00:00+00:00,2026-09-19T08:30:00+00:00,false,false,rebecca.foster@gmail.com
AAMkAGeventcb0fd070172,Manuscript working block - NEJM v2,Brian Henderson,brian.henderson@voissync.ai,Cambridge MA,2026-07-12T16:00:00+00:00,2026-07-12T16:45:00+00:00,false,false,m.kessler@gmail.com
AAMkAGevent7c1ce582173,Grocery run - Trader Joes,Brian Henderson,brian.henderson@voissync.ai,"Trader Joes, Cambridge MA",2026-09-17T12:00:00+00:00,2026-09-17T13:00:00+00:00,false,false,m.kessler@gmail.com
AAMkAGeventd27d570b174,Windbridge Partners standup,Brian Henderson,brian.henderson@voissync.ai,"Windbridge Partners, Cambridge MA",2026-05-18T12:00:00+00:00,2026-05-18T13:00:00+00:00,false,true,k.miller@gmail.com
AAMkAGevent82b72571175,Manuscript working block - NEJM v2,Brian Henderson,brian.henderson@voissync.ai,Cambridge MA,2026-09-06T12:00:00+00:00,2026-09-06T12:45:00+00:00,false,false,m.kessler@gmail.com
AAMkAGeventb2565f2a176,Charles River run,Brian Henderson,brian.henderson@voissync.ai,"Charles River, Cambridge MA",2026-07-10T18:00:00+00:00,2026-07-10T18:45:00+00:00,false,false,mark.stevens@gmail.com
AAMkAGevent1e17b1ac177,Charles River run,Brian Henderson,brian.henderson@voissync.ai,"Charles River, Cambridge MA",2026-05-09T11:00:00+00:00,2026-05-09T11:30:00+00:00,false,false,mark.stevens@gmail.com
AAMkAGevent58ae1708178,Manuscript working block - NEJM v2,Brian Henderson,brian.henderson@voissync.ai,Cambridge MA,2026-06-04T15:00:00+00:00,2026-06-04T15:30:00+00:00,false,false,rebecca.foster@gmail.com
AAMkAGevent0213db0e179,Manuscript working block - NEJM v2,Brian Henderson,brian.henderson@voissync.ai,Cambridge MA,2026-08-20T09:00:00+00:00,2026-08-20T10:30:00+00:00,false,false,rebecca.foster@gmail.com
AAMkAGevent021fd659180,Grocery run - Trader Joes,Brian Henderson,brian.henderson@voissync.ai,"Trader Joes, Cambridge MA",2026-07-22T06:00:00+00:00,2026-07-22T07:00:00+00:00,false,false,m.kessler@gmail.com
AAMkAGevent1d51ebc0181,Lexapro 10mg with breakfast,Brian Henderson,brian.henderson@voissync.ai,Cambridge MA,2026-05-15T11:00:00+00:00,2026-05-15T12:00:00+00:00,false,false,k.miller@gmail.com
AAMkAGeventbe2d718a182,Charles River run,Brian Henderson,brian.henderson@voissync.ai,"Charles River, Cambridge MA",2026-05-22T17:00:00+00:00,2026-05-22T18:00:00+00:00,false,false,k.miller@gmail.com
AAMkAGevent296d08d0183,Therapy - Dr. Miller (biweekly),Brian Henderson,brian.henderson@voissync.ai,Telehealth - Dr. Karen Miller,2026-08-11T09:00:00+00:00,2026-08-11T09:30:00+00:00,false,true,sarah.henderson.design@gmail.com
AAMkAGevent1f68bed0184,Therapy - Dr. Miller (biweekly),Brian Henderson,brian.henderson@voissync.ai,Telehealth - Dr. Karen Miller,2026-09-15T14:00:00+00:00,2026-09-15T14:30:00+00:00,false,true,k.miller@gmail.com
AAMkAGeventa34124d7185,Basketball - Cambridge YMCA,Brian Henderson,brian.henderson@voissync.ai,"Cambridge YMCA, 820 Massachusetts Ave, Cambridge MA",2026-08-10T08:00:00+00:00,2026-08-10T09:00:00+00:00,false,false,mark.stevens@gmail.com
AAMkAGevent9774f793186,Windbridge Partners standup,Brian Henderson,brian.henderson@voissync.ai,"Windbridge Partners, Cambridge MA",2026-06-03T15:00:00+00:00,2026-06-03T16:00:00+00:00,false,true,sarah.henderson.design@gmail.com
AAMkAGevent47468752187,Therapy - Dr. Miller (biweekly),Brian Henderson,brian.henderson@voissync.ai,Telehealth - Dr. Karen Miller,2026-06-03T18:00:00+00:00,2026-06-03T18:30:00+00:00,false,true,m.kessler@gmail.com
AAMkAGevent4b29527d188,IVF check-in - Dr. Cooper,Brian Henderson,brian.henderson@voissync.ai,Telehealth - Boston IVF,2026-06-17T13:00:00+00:00,2026-06-17T14:30:00+00:00,false,true,k.miller@gmail.com
AAMkAGevent70f7ab23189,IVF check-in - Dr. Cooper,Brian Henderson,brian.henderson@voissync.ai,Telehealth - Boston IVF,2026-09-17T07:00:00+00:00,2026-09-17T07:45:00+00:00,false,true,k.miller@gmail.com
AAMkAGevent12213fe0190,Charles River run,Brian Henderson,brian.henderson@voissync.ai,"Charles River, Cambridge MA",2026-07-10T12:00:00+00:00,2026-07-10T13:00:00+00:00,false,false,k.miller@gmail.com
AAMkAGevent00cfaea6191,Therapy - Dr. Miller (biweekly),Brian Henderson,brian.henderson@voissync.ai,Telehealth - Dr. Karen Miller,2026-08-06T13:00:00+00:00,2026-08-06T13:45:00+00:00,false,true,sarah.henderson.design@gmail.com
AAMkAGevent43f3c0b4192,Charles River run,Brian Henderson,brian.henderson@voissync.ai,"Charles River, Cambridge MA",2026-07-09T18:00:00+00:00,2026-07-09T19:00:00+00:00,false,false,k.miller@gmail.com
AAMkAGevente7120a36193,Charles River run,Brian Henderson,brian.henderson@voissync.ai,"Charles River, Cambridge MA",2026-08-13T11:00:00+00:00,2026-08-13T12:30:00+00:00,false,false,mark.stevens@gmail.com
AAMkAGeventd8eb8cbe194,Family call - Sunday 7PM,Brian Henderson,brian.henderson@voissync.ai,Telehealth - Family,2026-05-19T14:00:00+00:00,2026-05-19T15:30:00+00:00,false,true,mark.stevens@gmail.com
AAMkAGevente4ac528d195,Family call - Sunday 7PM,Brian Henderson,brian.henderson@voissync.ai,Telehealth - Family,2026-05-14T16:00:00+00:00,2026-05-14T17:30:00+00:00,false,true,rebecca.foster@gmail.com
AAMkAGevent15b63f79196,Basketball - Cambridge YMCA,Brian Henderson,brian.henderson@voissync.ai,"Cambridge YMCA, 820 Massachusetts Ave, Cambridge MA",2026-08-10T16:00:00+00:00,2026-08-10T17:30:00+00:00,false,false,sarah.henderson.design@gmail.com
AAMkAGeventff86e77d197,Grocery run - Trader Joes,Brian Henderson,brian.henderson@voissync.ai,"Trader Joes, Cambridge MA",2026-08-02T14:00:00+00:00,2026-08-02T14:30:00+00:00,false,false,rebecca.foster@gmail.com
AAMkAGevented3becc2198,Therapy - Dr. Miller (biweekly),Brian Henderson,brian.henderson@voissync.ai,Telehealth - Dr. Karen Miller,2026-06-11T16:00:00+00:00,2026-06-11T16:45:00+00:00,false,true,j.cooper@gmail.com
AAMkAGeventa06968e9199,Family call - Sunday 7PM,Brian Henderson,brian.henderson@voissync.ai,Telehealth - Family,2026-05-25T11:00:00+00:00,2026-05-25T11:45:00+00:00,false,true,j.cooper@gmail.com
