account_id,name,official_name,mask,type,subtype,available,current,limit,iso_currency_code
plaid_accounts_1044,Plaid item 44,Plaid item 44,mask_44,type_44,subtype_44,available_44,current_44,limit_44,iso_currency_code_44
plaid_accounts_1045,Plaid item 45,Plaid item 45,mask_45,type_45,subtype_45,available_45,current_45,limit_45,iso_currency_code_45
plaid_accounts_1046,Plaid item 46,Plaid item 46,mask_46,type_46,subtype_46,available_46,current_46,limit_46,iso_currency_code_46
plaid_accounts_1047,Plaid item 47,Plaid item 47,mask_47,type_47,subtype_47,available_47,current_47,limit_47,iso_currency_code_47
plaid_accounts_1048,Plaid item 48,Plaid item 48,mask_48,type_48,subtype_48,available_48,current_48,limit_48,iso_currency_code_48
plaid_accounts_1049,Plaid item 49,Plaid item 49,mask_49,type_49,subtype_49,available_49,current_49,limit_49,iso_currency_code_49
plaid_accounts_1050,Plaid item 50,Plaid item 50,mask_50,type_50,subtype_50,available_50,current_50,limit_50,iso_currency_code_50
plaid_accounts_1051,Plaid item 51,Plaid item 51,mask_51,type_51,subtype_51,available_51,current_51,limit_51,iso_currency_code_51
plaid_accounts_1052,Plaid item 52,Plaid item 52,mask_52,type_52,subtype_52,available_52,current_52,limit_52,iso_currency_code_52
plaid_accounts_1053,Plaid item 53,Plaid item 53,mask_53,type_53,subtype_53,available_53,current_53,limit_53,iso_currency_code_53
plaid_accounts_1054,Plaid item 54,Plaid item 54,mask_54,type_54,subtype_54,available_54,current_54,limit_54,iso_currency_code_54
plaid_accounts_1055,Plaid item 55,Plaid item 55,mask_55,type_55,subtype_55,available_55,current_55,limit_55,iso_currency_code_55
plaid_accounts_1056,Plaid item 56,Plaid item 56,mask_56,type_56,subtype_56,available_56,current_56,limit_56,iso_currency_code_56
plaid_accounts_1057,Plaid item 57,Plaid item 57,mask_57,type_57,subtype_57,available_57,current_57,limit_57,iso_currency_code_57
plaid_accounts_1058,Plaid item 58,Plaid item 58,mask_58,type_58,subtype_58,available_58,current_58,limit_58,iso_currency_code_58
plaid_accounts_1059,Plaid item 59,Plaid item 59,mask_59,type_59,subtype_59,available_59,current_59,limit_59,iso_currency_code_59
plaid_accounts_1060,Plaid item 60,Plaid item 60,mask_60,type_60,subtype_60,available_60,current_60,limit_60,iso_currency_code_60
plaid_accounts_1061,Plaid item 61,Plaid item 61,mask_61,type_61,subtype_61,available_61,current_61,limit_61,iso_currency_code_61
plaid_accounts_1062,Plaid item 62,Plaid item 62,mask_62,type_62,subtype_62,available_62,current_62,limit_62,iso_currency_code_62
plaid_accounts_1063,Plaid item 63,Plaid item 63,mask_63,type_63,subtype_63,available_63,current_63,limit_63,iso_currency_code_63
plaid_accounts_1064,Plaid item 64,Plaid item 64,mask_64,type_64,subtype_64,available_64,current_64,limit_64,iso_currency_code_64
plaid_accounts_1065,Plaid item 65,Plaid item 65,mask_65,type_65,subtype_65,available_65,current_65,limit_65,iso_currency_code_65
plaid_accounts_1066,Plaid item 66,Plaid item 66,mask_66,type_66,subtype_66,available_66,current_66,limit_66,iso_currency_code_66
plaid_accounts_1067,Plaid item 67,Plaid item 67,mask_67,type_67,subtype_67,available_67,current_67,limit_67,iso_currency_code_67
plaid_accounts_1068,Plaid item 68,Plaid item 68,mask_68,type_68,subtype_68,available_68,current_68,limit_68,iso_currency_code_68
plaid_accounts_1069,Plaid item 69,Plaid item 69,mask_69,type_69,subtype_69,available_69,current_69,limit_69,iso_currency_code_69
plaid_accounts_1070,Plaid item 70,Plaid item 70,mask_70,type_70,subtype_70,available_70,current_70,limit_70,iso_currency_code_70
plaid_accounts_1071,Plaid item 71,Plaid item 71,mask_71,type_71,subtype_71,available_71,current_71,limit_71,iso_currency_code_71
plaid_accounts_1072,Plaid item 72,Plaid item 72,mask_72,type_72,subtype_72,available_72,current_72,limit_72,iso_currency_code_72
plaid_accounts_1073,Plaid item 73,Plaid item 73,mask_73,type_73,subtype_73,available_73,current_73,limit_73,iso_currency_code_73
plaid_accounts_1074,Plaid item 74,Plaid item 74,mask_74,type_74,subtype_74,available_74,current_74,limit_74,iso_currency_code_74
plaid_accounts_1075,Plaid item 75,Plaid item 75,mask_75,type_75,subtype_75,available_75,current_75,limit_75,iso_currency_code_75
plaid_accounts_1076,Plaid item 76,Plaid item 76,mask_76,type_76,subtype_76,available_76,current_76,limit_76,iso_currency_code_76
plaid_accounts_1077,Plaid item 77,Plaid item 77,mask_77,type_77,subtype_77,available_77,current_77,limit_77,iso_currency_code_77
plaid_accounts_1078,Plaid item 78,Plaid item 78,mask_78,type_78,subtype_78,available_78,current_78,limit_78,iso_currency_code_78
plaid_accounts_1079,Plaid item 79,Plaid item 79,mask_79,type_79,subtype_79,available_79,current_79,limit_79,iso_currency_code_79
plaid_accounts_1080,Plaid item 80,Plaid item 80,mask_80,type_80,subtype_80,available_80,current_80,limit_80,iso_currency_code_80
plaid_accounts_1081,Plaid item 81,Plaid item 81,mask_81,type_81,subtype_81,available_81,current_81,limit_81,iso_currency_code_81
plaid_accounts_1082,Plaid item 82,Plaid item 82,mask_82,type_82,subtype_82,available_82,current_82,limit_82,iso_currency_code_82
plaid_accounts_1083,Plaid item 83,Plaid item 83,mask_83,type_83,subtype_83,available_83,current_83,limit_83,iso_currency_code_83
plaid_accounts_1084,Plaid item 84,Plaid item 84,mask_84,type_84,subtype_84,available_84,current_84,limit_84,iso_currency_code_84
plaid_accounts_1085,Plaid item 85,Plaid item 85,mask_85,type_85,subtype_85,available_85,current_85,limit_85,iso_currency_code_85
plaid_accounts_1086,Plaid item 86,Plaid item 86,mask_86,type_86,subtype_86,available_86,current_86,limit_86,iso_currency_code_86
plaid_accounts_1087,Plaid item 87,Plaid item 87,mask_87,type_87,subtype_87,available_87,current_87,limit_87,iso_currency_code_87
plaid_accounts_1088,Plaid item 88,Plaid item 88,mask_88,type_88,subtype_88,available_88,current_88,limit_88,iso_currency_code_88
plaid_accounts_1089,Plaid item 89,Plaid item 89,mask_89,type_89,subtype_89,available_89,current_89,limit_89,iso_currency_code_89
plaid_accounts_1090,Plaid item 90,Plaid item 90,mask_90,type_90,subtype_90,available_90,current_90,limit_90,iso_currency_code_90
plaid_accounts_1091,Plaid item 91,Plaid item 91,mask_91,type_91,subtype_91,available_91,current_91,limit_91,iso_currency_code_91
plaid_accounts_1092,Plaid item 92,Plaid item 92,mask_92,type_92,subtype_92,available_92,current_92,limit_92,iso_currency_code_92
plaid_accounts_1093,Plaid item 93,Plaid item 93,mask_93,type_93,subtype_93,available_93,current_93,limit_93,iso_currency_code_93
plaid_accounts_1094,Plaid item 94,Plaid item 94,mask_94,type_94,subtype_94,available_94,current_94,limit_94,iso_currency_code_94
plaid_accounts_1095,Plaid item 95,Plaid item 95,mask_95,type_95,subtype_95,available_95,current_95,limit_95,iso_currency_code_95
plaid_accounts_1096,Plaid item 96,Plaid item 96,mask_96,type_96,subtype_96,available_96,current_96,limit_96,iso_currency_code_96
plaid_accounts_1097,Plaid item 97,Plaid item 97,mask_97,type_97,subtype_97,available_97,current_97,limit_97,iso_currency_code_97
plaid_accounts_1098,Plaid item 98,Plaid item 98,mask_98,type_98,subtype_98,available_98,current_98,limit_98,iso_currency_code_98
plaid_accounts_1099,Plaid item 99,Plaid item 99,mask_99,type_99,subtype_99,available_99,current_99,limit_99,iso_currency_code_99
