transaction_id,account_id,amount,iso_currency_code,date,name,merchant_name,category,pending,payment_channel
plaid_transactions_1038,plaid_transactions_1038,1765,iso_currency_code_38,2026-09-08T21:00:00,Plaid item 38,Plaid item 38,category_38,pending_38,payment_channel_38
plaid_transactions_1039,plaid_transactions_1039,1644,iso_currency_code_39,2026-09-09T14:00:00,Plaid item 39,Plaid item 39,category_39,pending_39,payment_channel_39
plaid_transactions_1040,plaid_transactions_1040,3823,iso_currency_code_40,2026-09-10T10:00:00,Plaid item 40,Plaid item 40,category_40,pending_40,payment_channel_40
plaid_transactions_1041,plaid_transactions_1041,3066,iso_currency_code_41,2026-09-11T22:00:00,Plaid item 41,Plaid item 41,category_41,pending_41,payment_channel_41
plaid_transactions_1042,plaid_transactions_1042,4060,iso_currency_code_42,2026-09-12T12:00:00,Plaid item 42,Plaid item 42,category_42,pending_42,payment_channel_42
plaid_transactions_1043,plaid_transactions_1043,2227,iso_currency_code_43,2026-09-13T08:00:00,Plaid item 43,Plaid item 43,category_43,pending_43,payment_channel_43
plaid_transactions_1044,plaid_transactions_1044,677,iso_currency_code_44,2026-09-14T19:00:00,Plaid item 44,Plaid item 44,category_44,pending_44,payment_channel_44
plaid_transactions_1045,plaid_transactions_1045,53,iso_currency_code_45,2026-09-15T06:00:00,Plaid item 45,Plaid item 45,category_45,pending_45,payment_channel_45
plaid_transactions_1046,plaid_transactions_1046,2531,iso_currency_code_46,2026-09-16T02:00:00,Plaid item 46,Plaid item 46,category_46,pending_46,payment_channel_46
plaid_transactions_1047,plaid_transactions_1047,2718,iso_currency_code_47,2026-09-17T06:00:00,Plaid item 47,Plaid item 47,category_47,pending_47,payment_channel_47
plaid_transactions_1048,plaid_transactions_1048,2562,iso_currency_code_48,2026-09-18T02:00:00,Plaid item 48,Plaid item 48,category_48,pending_48,payment_channel_48
plaid_transactions_1049,plaid_transactions_1049,2539,iso_currency_code_49,2026-09-19T21:00:00,Plaid item 49,Plaid item 49,category_49,pending_49,payment_channel_49
plaid_transactions_1050,plaid_transactions_1050,1650,iso_currency_code_50,2026-09-20T05:00:00,Plaid item 50,Plaid item 50,category_50,pending_50,payment_channel_50
plaid_transactions_1051,plaid_transactions_1051,974,iso_currency_code_51,2026-09-21T13:00:00,Plaid item 51,Plaid item 51,category_51,pending_51,payment_channel_51
plaid_transactions_1052,plaid_transactions_1052,2085,iso_currency_code_52,2026-09-22T23:00:00,Plaid item 52,Plaid item 52,category_52,pending_52,payment_channel_52
plaid_transactions_1053,plaid_transactions_1053,4164,iso_currency_code_53,2026-09-23T16:00:00,Plaid item 53,Plaid item 53,category_53,pending_53,payment_channel_53
plaid_transactions_1054,plaid_transactions_1054,815,iso_currency_code_54,2026-09-24T22:00:00,Plaid item 54,Plaid item 54,category_54,pending_54,payment_channel_54
plaid_transactions_1055,plaid_transactions_1055,1865,iso_currency_code_55,2026-09-25T08:00:00,Plaid item 55,Plaid item 55,category_55,pending_55,payment_channel_55
plaid_transactions_1056,plaid_transactions_1056,1717,iso_currency_code_56,2026-09-26T14:00:00,Plaid item 56,Plaid item 56,category_56,pending_56,payment_channel_56
plaid_transactions_1057,plaid_transactions_1057,3454,iso_currency_code_57,2026-09-27T13:00:00,Plaid item 57,Plaid item 57,category_57,pending_57,payment_channel_57
plaid_transactions_1058,plaid_transactions_1058,3249,iso_currency_code_58,2026-09-28T05:00:00,Plaid item 58,Plaid item 58,category_58,pending_58,payment_channel_58
plaid_transactions_1059,plaid_transactions_1059,357,iso_currency_code_59,2026-09-29T00:00:00,Plaid item 59,Plaid item 59,category_59,pending_59,payment_channel_59
plaid_transactions_1060,plaid_transactions_1060,1134,iso_currency_code_60,2026-08-01T13:00:00,Plaid item 60,Plaid item 60,category_60,pending_60,payment_channel_60
plaid_transactions_1061,plaid_transactions_1061,3197,iso_currency_code_61,2026-08-02T17:00:00,Plaid item 61,Plaid item 61,category_61,pending_61,payment_channel_61
plaid_transactions_1062,plaid_transactions_1062,503,iso_currency_code_62,2026-08-03T11:00:00,Plaid item 62,Plaid item 62,category_62,pending_62,payment_channel_62
plaid_transactions_1063,plaid_transactions_1063,4501,iso_currency_code_63,2026-08-04T09:00:00,Plaid item 63,Plaid item 63,category_63,pending_63,payment_channel_63
plaid_transactions_1064,plaid_transactions_1064,1613,iso_currency_code_64,2026-08-05T08:00:00,Plaid item 64,Plaid item 64,category_64,pending_64,payment_channel_64
plaid_transactions_1065,plaid_transactions_1065,1206,iso_currency_code_65,2026-08-06T20:00:00,Plaid item 65,Plaid item 65,category_65,pending_65,payment_channel_65
plaid_transactions_1066,plaid_transactions_1066,1929,iso_currency_code_66,2026-08-07T06:00:00,Plaid item 66,Plaid item 66,category_66,pending_66,payment_channel_66
plaid_transactions_1067,plaid_transactions_1067,1227,iso_currency_code_67,2026-08-08T10:00:00,Plaid item 67,Plaid item 67,category_67,pending_67,payment_channel_67
plaid_transactions_1068,plaid_transactions_1068,2972,iso_currency_code_68,2026-08-09T17:00:00,Plaid item 68,Plaid item 68,category_68,pending_68,payment_channel_68
plaid_transactions_1069,plaid_transactions_1069,4694,iso_currency_code_69,2026-08-10T07:00:00,Plaid item 69,Plaid item 69,category_69,pending_69,payment_channel_69
plaid_transactions_1070,plaid_transactions_1070,4932,iso_currency_code_70,2026-08-11T20:00:00,Plaid item 70,Plaid item 70,category_70,pending_70,payment_channel_70
plaid_transactions_1071,plaid_transactions_1071,1660,iso_currency_code_71,2026-08-12T18:00:00,Plaid item 71,Plaid item 71,category_71,pending_71,payment_channel_71
plaid_transactions_1072,plaid_transactions_1072,2150,iso_currency_code_72,2026-08-13T11:00:00,Plaid item 72,Plaid item 72,category_72,pending_72,payment_channel_72
plaid_transactions_1073,plaid_transactions_1073,2790,iso_currency_code_73,2026-08-14T18:00:00,Plaid item 73,Plaid item 73,category_73,pending_73,payment_channel_73
plaid_transactions_1074,plaid_transactions_1074,806,iso_currency_code_74,2026-08-15T06:00:00,Plaid item 74,Plaid item 74,category_74,pending_74,payment_channel_74
plaid_transactions_1075,plaid_transactions_1075,4221,iso_currency_code_75,2026-08-16T13:00:00,Plaid item 75,Plaid item 75,category_75,pending_75,payment_channel_75
plaid_transactions_1076,plaid_transactions_1076,1867,iso_currency_code_76,2026-08-17T05:00:00,Plaid item 76,Plaid item 76,category_76,pending_76,payment_channel_76
plaid_transactions_1077,plaid_transactions_1077,4579,iso_currency_code_77,2026-08-18T02:00:00,Plaid item 77,Plaid item 77,category_77,pending_77,payment_channel_77
plaid_transactions_1078,plaid_transactions_1078,65,iso_currency_code_78,2026-08-19T20:00:00,Plaid item 78,Plaid item 78,category_78,pending_78,payment_channel_78
plaid_transactions_1079,plaid_transactions_1079,2044,iso_currency_code_79,2026-08-20T17:00:00,Plaid item 79,Plaid item 79,category_79,pending_79,payment_channel_79
plaid_transactions_1080,plaid_transactions_1080,2665,iso_currency_code_80,2026-08-21T18:00:00,Plaid item 80,Plaid item 80,category_80,pending_80,payment_channel_80
plaid_transactions_1081,plaid_transactions_1081,4329,iso_currency_code_81,2026-08-22T02:00:00,Plaid item 81,Plaid item 81,category_81,pending_81,payment_channel_81
plaid_transactions_1082,plaid_transactions_1082,90,iso_currency_code_82,2026-08-23T05:00:00,Plaid item 82,Plaid item 82,category_82,pending_82,payment_channel_82
plaid_transactions_1083,plaid_transactions_1083,3643,iso_currency_code_83,2026-08-24T13:00:00,Plaid item 83,Plaid item 83,category_83,pending_83,payment_channel_83
plaid_transactions_1084,plaid_transactions_1084,1080,iso_currency_code_84,2026-08-25T20:00:00,Plaid item 84,Plaid item 84,category_84,pending_84,payment_channel_84
plaid_transactions_1085,plaid_transactions_1085,1143,iso_currency_code_85,2026-08-26T18:00:00,Plaid item 85,Plaid item 85,category_85,pending_85,payment_channel_85
plaid_transactions_1086,plaid_transactions_1086,3459,iso_currency_code_86,2026-08-27T15:00:00,Plaid item 86,Plaid item 86,category_86,pending_86,payment_channel_86
plaid_transactions_1087,plaid_transactions_1087,2046,iso_currency_code_87,2026-08-28T15:00:00,Plaid item 87,Plaid item 87,category_87,pending_87,payment_channel_87
plaid_transactions_1088,plaid_transactions_1088,2936,iso_currency_code_88,2026-08-29T14:00:00,Plaid item 88,Plaid item 88,category_88,pending_88,payment_channel_88
plaid_transactions_1089,plaid_transactions_1089,4224,iso_currency_code_89,2026-08-30T23:00:00,Plaid item 89,Plaid item 89,category_89,pending_89,payment_channel_89
plaid_transactions_1090,plaid_transactions_1090,4832,iso_currency_code_90,2026-08-31T23:00:00,Plaid item 90,Plaid item 90,category_90,pending_90,payment_channel_90
plaid_transactions_1091,plaid_transactions_1091,2688,iso_currency_code_91,2026-09-01T21:00:00,Plaid item 91,Plaid item 91,category_91,pending_91,payment_channel_91
plaid_transactions_1092,plaid_transactions_1092,2673,iso_currency_code_92,2026-09-02T22:00:00,Plaid item 92,Plaid item 92,category_92,pending_92,payment_channel_92
plaid_transactions_1093,plaid_transactions_1093,199,iso_currency_code_93,2026-09-03T06:00:00,Plaid item 93,Plaid item 93,category_93,pending_93,payment_channel_93
plaid_transactions_1094,plaid_transactions_1094,792,iso_currency_code_94,2026-09-04T11:00:00,Plaid item 94,Plaid item 94,category_94,pending_94,payment_channel_94
plaid_transactions_1095,plaid_transactions_1095,1976,iso_currency_code_95,2026-09-05T22:00:00,Plaid item 95,Plaid item 95,category_95,pending_95,payment_channel_95
plaid_transactions_1096,plaid_transactions_1096,3617,iso_currency_code_96,2026-09-06T20:00:00,Plaid item 96,Plaid item 96,category_96,pending_96,payment_channel_96
plaid_transactions_1097,plaid_transactions_1097,2524,iso_currency_code_97,2026-09-07T05:00:00,Plaid item 97,Plaid item 97,category_97,pending_97,payment_channel_97
plaid_transactions_1098,plaid_transactions_1098,4960,iso_currency_code_98,2026-09-08T23:00:00,Plaid item 98,Plaid item 98,category_98,pending_98,payment_channel_98
plaid_transactions_1099,plaid_transactions_1099,3903,iso_currency_code_99,2026-09-09T07:00:00,Plaid item 99,Plaid item 99,category_99,pending_99,payment_channel_99
