id,intent,status,amount_value,currency_code,payee_email,description,create_time
ORDER-16485078780206422,CAPTURE,COMPLETED,404.53,USD,billing@bostonivf.com,IVF co-pay - Boston IVF monitoring appointment,2026-05-23T00:00:00Z
ORDER-96175406126387136,CAPTURE,COMPLETED,289.89,USD,orders@traderjoes.com,Grocery order - Trader Joes Cambridge,2026-07-16T00:00:00Z
ORDER-28805482773485352,CAPTURE,COMPLETED,106.06,USD,mike.torres.data@gmail.com,"Friend reimbursement - Mike Torres, shared gear",2026-06-12T00:00:00Z
ORDER-75454536348327312,CAPTURE,COMPLETED,323.34,USD,orders@rei.com,REI online order - outdoor and hiking gear,2026-04-05T00:00:00Z
ORDER-61706829751705208,CAPTURE,COMPLETED,117.78,USD,billing@bostonivf.com,IVF co-pay - Boston IVF monitoring appointment,2026-09-23T00:00:00Z
ORDER-11908690124707618,CAPTURE,COMPLETED,62.13,USD,orders@rei.com,REI online order - outdoor and hiking gear,2026-03-25T00:00:00Z
ORDER-56473821660724392,CAPTURE,COMPLETED,260.41,USD,orders@rei.com,REI online order - outdoor and hiking gear,2026-07-27T00:00:00Z
ORDER-79522775569708448,CAPTURE,COMPLETED,458.42,USD,orders@rei.com,REI online order - outdoor and hiking gear,2026-04-11T00:00:00Z
ORDER-08668868433995577,CAPTURE,COMPLETED,106.83,USD,store@fedex.com,Printing and shipping - manuscript materials,2026-09-25T00:00:00Z
ORDER-64520474273953808,CAPTURE,VOIDED,451.47,USD,orders@patagonia.com,Patagonia order - cold weather gear,2026-06-01T00:00:00Z
ORDER-67151594426087848,CAPTURE,COMPLETED,350.35,USD,orders@patagonia.com,Patagonia order - cold weather gear,2026-06-24T00:00:00Z
ORDER-49948016996471216,CAPTURE,COMPLETED,166.19,USD,mike.torres.data@gmail.com,"Friend reimbursement - Mike Torres, shared gear",2026-09-15T00:00:00Z
ORDER-37167641025580304,CAPTURE,COMPLETED,251.61,USD,pharmacy@bostonivf.com,IVF medication order - pharmacy dispensary,2026-08-04T00:00:00Z
ORDER-29513131887425264,CAPTURE,COMPLETED,305.71,USD,orders@rei.com,REI online order - outdoor and hiking gear,2026-03-08T00:00:00Z
ORDER-70002563097515400,CAPTURE,APPROVED,463.47,USD,tickets@bso.org,Ticket purchase - Boston Symphony Orchestra,2026-04-07T00:00:00Z
ORDER-39677002904786264,CAPTURE,COMPLETED,208.46,USD,support@overleaf.com,Overleaf annual subscription - manuscript drafting,2026-08-03T00:00:00Z
ORDER-22116765669601396,CAPTURE,COMPLETED,92.00,USD,billing@bostonivf.com,IVF co-pay - Boston IVF monitoring appointment,2026-04-25T00:00:00Z
ORDER-50975456205650912,CAPTURE,COMPLETED,339.37,USD,mike.torres.data@gmail.com,"Friend reimbursement - Mike Torres, shared gear",2026-03-24T00:00:00Z
ORDER-79160272599738208,CAPTURE,COMPLETED,116.76,USD,orders@amazon.com,Amazon order - household supplies,2026-05-06T00:00:00Z
ORDER-84783337490997904,CAPTURE,COMPLETED,226.46,USD,orders@traderjoes.com,Grocery order - Trader Joes Cambridge,2026-09-22T00:00:00Z
ORDER-14601152443606944,CAPTURE,COMPLETED,363.09,USD,orders@patagonia.com,Patagonia order - cold weather gear,2026-09-09T00:00:00Z
ORDER-04264100736130076,CAPTURE,APPROVED,371.33,USD,billing@bostonivf.com,IVF co-pay - Boston IVF monitoring appointment,2026-03-21T00:00:00Z
ORDER-99384628655102384,CAPTURE,VOIDED,162.11,USD,payments@amazon.com,Amazon marketplace purchase - books and supplies,2026-09-09T00:00:00Z
ORDER-44879902175106064,CAPTURE,COMPLETED,266.77,USD,pharmacy@bostonivf.com,IVF medication order - pharmacy dispensary,2026-06-07T00:00:00Z
ORDER-96793782383573136,CAPTURE,APPROVED,171.27,USD,billing@bostonivf.com,IVF co-pay - Boston IVF monitoring appointment,2026-08-02T00:00:00Z
ORDER-72363775769418000,CAPTURE,COMPLETED,219.89,USD,orders@traderjoes.com,Grocery order - Trader Joes Cambridge,2026-03-09T00:00:00Z
ORDER-96396406924536640,CAPTURE,COMPLETED,327.54,USD,orders@traderjoes.com,Grocery order - Trader Joes Cambridge,2026-05-16T00:00:00Z
ORDER-39609781531435336,CAPTURE,APPROVED,55.86,USD,billing@bostonivf.com,IVF co-pay - Boston IVF monitoring appointment,2026-09-21T00:00:00Z
ORDER-64920204908084224,CAPTURE,COMPLETED,92.50,USD,billing@mghpcc.org,Compute cluster time - research allocation,2026-08-13T00:00:00Z
ORDER-99253749660800096,CAPTURE,COMPLETED,155.17,USD,billing@bostonivf.com,IVF co-pay - Boston IVF monitoring appointment,2026-07-21T00:00:00Z
ORDER-93445785899388496,CAPTURE,VOIDED,253.43,USD,orders@traderjoes.com,Grocery order - Trader Joes Cambridge,2026-09-23T00:00:00Z
ORDER-35456635167569216,CAPTURE,COMPLETED,402.08,USD,support@overleaf.com,Overleaf annual subscription - manuscript drafting,2026-05-21T00:00:00Z
ORDER-81842361568399872,CAPTURE,COMPLETED,331.98,USD,orders@traderjoes.com,Grocery order - Trader Joes Cambridge,2026-07-10T00:00:00Z
ORDER-66311775365058224,CAPTURE,COMPLETED,57.87,USD,billing@bostonivf.com,IVF co-pay - Boston IVF monitoring appointment,2026-03-07T00:00:00Z
ORDER-69189575579571336,CAPTURE,COMPLETED,240.77,USD,orders@amazon.com,Amazon order - household supplies,2026-05-15T00:00:00Z
ORDER-72569840016108864,CAPTURE,COMPLETED,462.91,USD,payments@amazon.com,Amazon marketplace purchase - books and supplies,2026-04-17T00:00:00Z
ORDER-21775507052324484,CAPTURE,COMPLETED,213.67,USD,orders@amazon.com,Amazon order - household supplies,2026-05-18T00:00:00Z
ORDER-37434277002436240,CAPTURE,COMPLETED,455.50,USD,orders@rei.com,REI online order - outdoor and hiking gear,2026-03-25T00:00:00Z
ORDER-24862346064700908,CAPTURE,COMPLETED,359.51,USD,payments@amazon.com,Amazon marketplace purchase - books and supplies,2026-08-23T00:00:00Z
ORDER-27069207107214820,CAPTURE,COMPLETED,262.17,USD,support@overleaf.com,Overleaf annual subscription - manuscript drafting,2026-03-14T00:00:00Z
ORDER-15361945198551726,CAPTURE,VOIDED,53.16,USD,billing@mghpcc.org,Compute cluster time - research allocation,2026-04-01T00:00:00Z
ORDER-24563600041234680,CAPTURE,COMPLETED,72.31,USD,orders@patagonia.com,Patagonia order - cold weather gear,2026-07-07T00:00:00Z
ORDER-05357596140987052,CAPTURE,COMPLETED,399.47,USD,orders@traderjoes.com,Grocery order - Trader Joes Cambridge,2026-07-11T00:00:00Z
