id,invoice_number,status,recipient_email,amount_value,currency_code,due_date,note
INV2_EF069CCDFAC4B285,INV-3125,DRAFT,brian.henderson@voissync.ai,218.37,USD,2027-05-07,Statistical review honorarium - manuscript methods section.
INV2_3F4EDFAD091D8515,INV-3126,PAID,m.kessler@gmail.com,354.92,USD,2027-04-07,Statistical review honorarium - manuscript methods section.
INV2_B4FF78534617C02A,INV-3127,DRAFT,j.cooper@gmail.com,108.82,USD,2027-01-17,"Reimbursement - shared hiking gear rental, White Mountains trip."
INV2_2D934AC4192C3FFD,INV-3128,SENT,mike.torres.data@gmail.com,250.57,USD,2027-04-08,Reimbursement - IVF monitoring travel and parking.
INV2_C190382F72D81153,INV-3129,PAID,j.cooper@gmail.com,231.32,USD,2027-01-09,Statistical review honorarium - manuscript methods section.
INV2_4FD2B25F9DE718A4,INV-3130,SENT,mike.torres.data@gmail.com,85.23,USD,2027-01-04,Data visualization consulting - biostats chart set for course materials.
INV2_FBDD74FD5364C921,INV-3131,DRAFT,m.kessler@gmail.com,302.26,USD,2027-03-14,Data visualization consulting - biostats chart set for course materials.
INV2_9AFD9F43F253014E,INV-3132,SENT,m.kessler@gmail.com,65.09,USD,2027-05-13,Reimbursement - IVF monitoring travel and parking.
INV2_0DB11560898E22DA,INV-3133,SENT,brian.henderson@voissync.ai,276.59,USD,2027-01-08,"Reimbursement - shared hiking gear rental, White Mountains trip."
INV2_E981CF597B8EA218,INV-3134,DRAFT,brian.henderson@voissync.ai,368.42,USD,2027-05-18,Reimbursement - IVF monitoring travel and parking.
INV2_B2F10061356BE280,INV-3135,SENT,rebecca.foster@gmail.com,321.88,USD,2027-05-03,Reimbursement - IVF monitoring travel and parking.
INV2_638A811A5692D61B,INV-3136,DRAFT,mike.torres.data@gmail.com,120.97,USD,2027-03-13,"Reimbursement - shared hiking gear rental, White Mountains trip."
INV2_7E4FFD553BAEBB95,INV-3137,SENT,mike.torres.data@gmail.com,437.42,USD,2027-03-01,Custom statistical graphic for Amberfield Institute display.
INV2_2C42FD85BB53B969,INV-3138,PAID,mike.torres.data@gmail.com,182.12,USD,2027-01-05,Custom statistical graphic for Amberfield Institute display.
INV2_7FA528DE7E27C8AD,INV-3139,DRAFT,scott.henderson.law@gmail.com,356.71,USD,2027-05-27,Custom statistical graphic for Amberfield Institute display.
INV2_980FFE2B30D44589,INV-3140,SENT,brian.henderson@voissync.ai,255.61,USD,2027-05-07,Statistical review honorarium - manuscript methods section.
INV2_03CDF45D35E86152,INV-3141,SENT,brian.henderson@voissync.ai,334.65,USD,2027-04-19,"Reimbursement - shared hiking gear rental, White Mountains trip."
INV2_A84454DC51B28C21,INV-3142,DRAFT,brian.henderson@voissync.ai,205.55,USD,2027-03-21,Guest lecture honorarium - Amberfield public health seminar.
INV2_5BF6476928BD949A,INV-3143,DRAFT,m.kessler@gmail.com,445.49,USD,2027-03-26,Reimbursement - IVF monitoring travel and parking.
INV2_C38908FD5462285E,INV-3144,DRAFT,mike.torres.data@gmail.com,202.52,USD,2027-04-27,"Reimbursement - shared hiking gear rental, White Mountains trip."
INV2_6B3E74F56489EBDB,INV-3145,SENT,brian.henderson@voissync.ai,282.71,USD,2027-02-05,Statistical review honorarium - manuscript methods section.
INV2_6621400A12C9DD52,INV-3146,PAID,j.cooper@gmail.com,399.43,USD,2027-05-23,Data visualization consulting - biostats chart set for course materials.
INV2_A89A04D73A0E4DB6,INV-3147,PAID,brian.henderson@voissync.ai,166.70,USD,2027-04-06,Statistical review honorarium - manuscript methods section.
INV2_C5D055DE72A4B97A,INV-3148,PAID,j.cooper@gmail.com,373.21,USD,2027-03-27,Data visualization consulting - biostats chart set for course materials.
INV2_9F8869BFB1F4B4C0,INV-3149,DRAFT,scott.henderson.law@gmail.com,306.03,USD,2027-02-05,Custom statistical graphic for Amberfield Institute display.
INV2_4012F5E8F95ACE7C,INV-3150,DRAFT,mike.torres.data@gmail.com,128.90,USD,2027-03-14,Guest lecture honorarium - Amberfield public health seminar.
INV2_57D2DFD4FAFBA873,INV-3151,SENT,mike.torres.data@gmail.com,90.89,USD,2027-01-03,"Reimbursement - shared hiking gear rental, White Mountains trip."
INV2_E18E91861B5BA95C,INV-3152,SENT,brian.henderson@voissync.ai,305.89,USD,2027-04-18,Reimbursement - IVF monitoring travel and parking.
INV2_A03E5B9D64708BAF,INV-3153,SENT,j.cooper@gmail.com,346.08,USD,2027-03-16,"Reimbursement - shared hiking gear rental, White Mountains trip."
INV2_5FDDEDC287A377AB,INV-3154,DRAFT,brian.henderson@voissync.ai,357.23,USD,2027-02-09,Data visualization consulting - biostats chart set for course materials.
