id,name,desc,closed,id_organization,url,member_ids
trl-bd-jam-wedding-e011,Jess + Miguel Wedding (MOH planner),Wedding coordination Lancaster PA 2026-10-17. MOH closeout lane owned by Amanda.,false,org-jam-wedding,https://trello.com/b/jamwedding,mem-jess-reyes|mem-amanda-webb|mem-miguel-salinas|mem-carmen-reyes
trl-bd-jam-wedding-e012,Jess + Miguel Wedding (MOH planner),Wedding coordination Lancaster PA 2026-10-17. MOH closeout lane owned by Amanda.,false,org-jam-wedding,https://trello.com/b/jamwedding,mem-jess-reyes|mem-amanda-webb|mem-miguel-salinas|mem-carmen-reyes
trl-bd-jam-wedding-e013,Jess + Miguel Wedding (MOH planner),Wedding coordination Lancaster PA 2026-10-17. MOH closeout lane owned by Amanda.,false,org-jam-wedding,https://trello.com/b/jamwedding,mem-jess-reyes|mem-amanda-webb|mem-miguel-salinas|mem-carmen-reyes
trl-bd-jam-wedding-e014,Jess + Miguel Wedding (MOH planner),Wedding coordination Lancaster PA 2026-10-17. MOH closeout lane owned by Amanda.,false,org-jam-wedding,https://trello.com/b/jamwedding,mem-jess-reyes|mem-amanda-webb|mem-miguel-salinas|mem-carmen-reyes
trl-bd-jam-wedding-e015,Jess + Miguel Wedding (MOH planner),Wedding coordination Lancaster PA 2026-10-17. MOH closeout lane owned by Amanda.,false,org-jam-wedding,https://trello.com/b/jamwedding,mem-jess-reyes|mem-amanda-webb|mem-miguel-salinas|mem-carmen-reyes
trl-bd-jam-wedding-e016,Jess + Miguel Wedding (MOH planner),Wedding coordination Lancaster PA 2026-10-17. MOH closeout lane owned by Amanda.,false,org-jam-wedding,https://trello.com/b/jamwedding,mem-jess-reyes|mem-amanda-webb|mem-miguel-salinas|mem-carmen-reyes
trl-bd-jam-wedding-e017,Jess + Miguel Wedding (MOH planner),Wedding coordination Lancaster PA 2026-10-17. MOH closeout lane owned by Amanda.,false,org-jam-wedding,https://trello.com/b/jamwedding,mem-jess-reyes|mem-amanda-webb|mem-miguel-salinas|mem-carmen-reyes
trl-bd-jam-wedding-e018,Jess + Miguel Wedding (MOH planner),Wedding coordination Lancaster PA 2026-10-17. MOH closeout lane owned by Amanda.,false,org-jam-wedding,https://trello.com/b/jamwedding,mem-jess-reyes|mem-amanda-webb|mem-miguel-salinas|mem-carmen-reyes
trl-bd-jam-wedding-e019,Jess + Miguel Wedding (MOH planner),Wedding coordination Lancaster PA 2026-10-17. MOH closeout lane owned by Amanda.,false,org-jam-wedding,https://trello.com/b/jamwedding,mem-jess-reyes|mem-amanda-webb|mem-miguel-salinas|mem-carmen-reyes
trl-bd-jam-wedding-e020,Jess + Miguel Wedding (MOH planner),Wedding coordination Lancaster PA 2026-10-17. MOH closeout lane owned by Amanda.,false,org-jam-wedding,https://trello.com/b/jamwedding,mem-jess-reyes|mem-amanda-webb|mem-miguel-salinas|mem-carmen-reyes
trl-bd-jam-wedding-e021,Jess + Miguel Wedding (MOH planner),Wedding coordination Lancaster PA 2026-10-17. MOH closeout lane owned by Amanda.,false,org-jam-wedding,https://trello.com/b/jamwedding,mem-jess-reyes|mem-amanda-webb|mem-miguel-salinas|mem-carmen-reyes
trl-bd-jam-wedding-e022,Jess + Miguel Wedding (MOH planner),Wedding coordination Lancaster PA 2026-10-17. MOH closeout lane owned by Amanda.,false,org-jam-wedding,https://trello.com/b/jamwedding,mem-jess-reyes|mem-amanda-webb|mem-miguel-salinas|mem-carmen-reyes
trl-bd-jam-wedding-e023,Jess + Miguel Wedding (MOH planner),Wedding coordination Lancaster PA 2026-10-17. MOH closeout lane owned by Amanda.,false,org-jam-wedding,https://trello.com/b/jamwedding,mem-jess-reyes|mem-amanda-webb|mem-miguel-salinas|mem-carmen-reyes
trl-bd-jam-wedding-e024,Jess + Miguel Wedding (MOH planner),Wedding coordination Lancaster PA 2026-10-17. MOH closeout lane owned by Amanda.,false,org-jam-wedding,https://trello.com/b/jamwedding,mem-jess-reyes|mem-amanda-webb|mem-miguel-salinas|mem-carmen-reyes
trl-bd-jam-wedding-e025,Jess + Miguel Wedding (MOH planner),Wedding coordination Lancaster PA 2026-10-17. MOH closeout lane owned by Amanda.,false,org-jam-wedding,https://trello.com/b/jamwedding,mem-jess-reyes|mem-amanda-webb|mem-miguel-salinas|mem-carmen-reyes
trl-bd-jam-wedding-e026,Jess + Miguel Wedding (MOH planner),Wedding coordination Lancaster PA 2026-10-17. MOH closeout lane owned by Amanda.,false,org-jam-wedding,https://trello.com/b/jamwedding,mem-jess-reyes|mem-amanda-webb|mem-miguel-salinas|mem-carmen-reyes
trl-bd-jam-wedding-e027,Jess + Miguel Wedding (MOH planner),Wedding coordination Lancaster PA 2026-10-17. MOH closeout lane owned by Amanda.,false,org-jam-wedding,https://trello.com/b/jamwedding,mem-jess-reyes|mem-amanda-webb|mem-miguel-salinas|mem-carmen-reyes
trl-bd-jam-wedding-e028,Jess + Miguel Wedding (MOH planner),Wedding coordination Lancaster PA 2026-10-17. MOH closeout lane owned by Amanda.,false,org-jam-wedding,https://trello.com/b/jamwedding,mem-jess-reyes|mem-amanda-webb|mem-miguel-salinas|mem-carmen-reyes
trl-bd-jam-wedding-e029,Jess + Miguel Wedding (MOH planner),Wedding coordination Lancaster PA 2026-10-17. MOH closeout lane owned by Amanda.,false,org-jam-wedding,https://trello.com/b/jamwedding,mem-jess-reyes|mem-amanda-webb|mem-miguel-salinas|mem-carmen-reyes
trl-bd-jam-wedding-e030,Jess + Miguel Wedding (MOH planner),Wedding coordination Lancaster PA 2026-10-17. MOH closeout lane owned by Amanda.,false,org-jam-wedding,https://trello.com/b/jamwedding,mem-jess-reyes|mem-amanda-webb|mem-miguel-salinas|mem-carmen-reyes
trl-bd-jam-wedding-e031,Jess + Miguel Wedding (MOH planner),Wedding coordination Lancaster PA 2026-10-17. MOH closeout lane owned by Amanda.,false,org-jam-wedding,https://trello.com/b/jamwedding,mem-jess-reyes|mem-amanda-webb|mem-miguel-salinas|mem-carmen-reyes
trl-bd-jam-wedding-e032,Jess + Miguel Wedding (MOH planner),Wedding coordination Lancaster PA 2026-10-17. MOH closeout lane owned by Amanda.,false,org-jam-wedding,https://trello.com/b/jamwedding,mem-jess-reyes|mem-amanda-webb|mem-miguel-salinas|mem-carmen-reyes
trl-bd-jam-wedding-e033,Jess + Miguel Wedding (MOH planner),Wedding coordination Lancaster PA 2026-10-17. MOH closeout lane owned by Amanda.,false,org-jam-wedding,https://trello.com/b/jamwedding,mem-jess-reyes|mem-amanda-webb|mem-miguel-salinas|mem-carmen-reyes
trl-bd-jam-wedding-e034,Jess + Miguel Wedding (MOH planner),Wedding coordination Lancaster PA 2026-10-17. MOH closeout lane owned by Amanda.,false,org-jam-wedding,https://trello.com/b/jamwedding,mem-jess-reyes|mem-amanda-webb|mem-miguel-salinas|mem-carmen-reyes
trl-bd-jam-wedding-e035,Jess + Miguel Wedding (MOH planner),Wedding coordination Lancaster PA 2026-10-17. MOH closeout lane owned by Amanda.,false,org-jam-wedding,https://trello.com/b/jamwedding,mem-jess-reyes|mem-amanda-webb|mem-miguel-salinas|mem-carmen-reyes
trl-bd-jam-wedding-e036,Jess + Miguel Wedding (MOH planner),Wedding coordination Lancaster PA 2026-10-17. MOH closeout lane owned by Amanda.,false,org-jam-wedding,https://trello.com/b/jamwedding,mem-jess-reyes|mem-amanda-webb|mem-miguel-salinas|mem-carmen-reyes
trl-bd-jam-wedding-e037,Jess + Miguel Wedding (MOH planner),Wedding coordination Lancaster PA 2026-10-17. MOH closeout lane owned by Amanda.,false,org-jam-wedding,https://trello.com/b/jamwedding,mem-jess-reyes|mem-amanda-webb|mem-miguel-salinas|mem-carmen-reyes
trl-bd-jam-wedding-e038,Jess + Miguel Wedding (MOH planner),Wedding coordination Lancaster PA 2026-10-17. MOH closeout lane owned by Amanda.,false,org-jam-wedding,https://trello.com/b/jamwedding,mem-jess-reyes|mem-amanda-webb|mem-miguel-salinas|mem-carmen-reyes
trl-bd-jam-wedding-e039,Jess + Miguel Wedding (MOH planner),Wedding coordination Lancaster PA 2026-10-17. MOH closeout lane owned by Amanda.,false,org-jam-wedding,https://trello.com/b/jamwedding,mem-jess-reyes|mem-amanda-webb|mem-miguel-salinas|mem-carmen-reyes
trl-bd-jam-wedding-e040,Jess + Miguel Wedding (MOH planner),Wedding coordination Lancaster PA 2026-10-17. MOH closeout lane owned by Amanda.,false,org-jam-wedding,https://trello.com/b/jamwedding,mem-jess-reyes|mem-amanda-webb|mem-miguel-salinas|mem-carmen-reyes
trl-bd-jam-wedding-e041,Jess + Miguel Wedding (MOH planner),Wedding coordination Lancaster PA 2026-10-17. MOH closeout lane owned by Amanda.,false,org-jam-wedding,https://trello.com/b/jamwedding,mem-jess-reyes|mem-amanda-webb|mem-miguel-salinas|mem-carmen-reyes
trl-bd-jam-wedding-e042,Jess + Miguel Wedding (MOH planner),Wedding coordination Lancaster PA 2026-10-17. MOH closeout lane owned by Amanda.,false,org-jam-wedding,https://trello.com/b/jamwedding,mem-jess-reyes|mem-amanda-webb|mem-miguel-salinas|mem-carmen-reyes
trl-bd-jam-wedding-e043,Jess + Miguel Wedding (MOH planner),Wedding coordination Lancaster PA 2026-10-17. MOH closeout lane owned by Amanda.,false,org-jam-wedding,https://trello.com/b/jamwedding,mem-jess-reyes|mem-amanda-webb|mem-miguel-salinas|mem-carmen-reyes
trl-bd-jam-wedding-e044,Jess + Miguel Wedding (MOH planner),Wedding coordination Lancaster PA 2026-10-17. MOH closeout lane owned by Amanda.,false,org-jam-wedding,https://trello.com/b/jamwedding,mem-jess-reyes|mem-amanda-webb|mem-miguel-salinas|mem-carmen-reyes
trl-bd-jam-wedding-e045,Jess + Miguel Wedding (MOH planner),Wedding coordination Lancaster PA 2026-10-17. MOH closeout lane owned by Amanda.,false,org-jam-wedding,https://trello.com/b/jamwedding,mem-jess-reyes|mem-amanda-webb|mem-miguel-salinas|mem-carmen-reyes
trl-bd-jam-wedding-e046,Jess + Miguel Wedding (MOH planner),Wedding coordination Lancaster PA 2026-10-17. MOH closeout lane owned by Amanda.,false,org-jam-wedding,https://trello.com/b/jamwedding,mem-jess-reyes|mem-amanda-webb|mem-miguel-salinas|mem-carmen-reyes
trl-bd-jam-wedding-e047,Jess + Miguel Wedding (MOH planner),Wedding coordination Lancaster PA 2026-10-17. MOH closeout lane owned by Amanda.,false,org-jam-wedding,https://trello.com/b/jamwedding,mem-jess-reyes|mem-amanda-webb|mem-miguel-salinas|mem-carmen-reyes
trl-bd-jam-wedding-e048,Jess + Miguel Wedding (MOH planner),Wedding coordination Lancaster PA 2026-10-17. MOH closeout lane owned by Amanda.,false,org-jam-wedding,https://trello.com/b/jamwedding,mem-jess-reyes|mem-amanda-webb|mem-miguel-salinas|mem-carmen-reyes
trl-bd-jam-wedding-e049,Jess + Miguel Wedding (MOH planner),Wedding coordination Lancaster PA 2026-10-17. MOH closeout lane owned by Amanda.,false,org-jam-wedding,https://trello.com/b/jamwedding,mem-jess-reyes|mem-amanda-webb|mem-miguel-salinas|mem-carmen-reyes
trl-bd-jam-wedding-e050,Jess + Miguel Wedding (MOH planner),Wedding coordination Lancaster PA 2026-10-17. MOH closeout lane owned by Amanda.,false,org-jam-wedding,https://trello.com/b/jamwedding,mem-jess-reyes|mem-amanda-webb|mem-miguel-salinas|mem-carmen-reyes
trl-bd-jam-wedding-e051,Jess + Miguel Wedding (MOH planner),Wedding coordination Lancaster PA 2026-10-17. MOH closeout lane owned by Amanda.,false,org-jam-wedding,https://trello.com/b/jamwedding,mem-jess-reyes|mem-amanda-webb|mem-miguel-salinas|mem-carmen-reyes
trl-bd-jam-wedding-e052,Jess + Miguel Wedding (MOH planner),Wedding coordination Lancaster PA 2026-10-17. MOH closeout lane owned by Amanda.,false,org-jam-wedding,https://trello.com/b/jamwedding,mem-jess-reyes|mem-amanda-webb|mem-miguel-salinas|mem-carmen-reyes
trl-bd-jam-wedding-e053,Jess + Miguel Wedding (MOH planner),Wedding coordination Lancaster PA 2026-10-17. MOH closeout lane owned by Amanda.,false,org-jam-wedding,https://trello.com/b/jamwedding,mem-jess-reyes|mem-amanda-webb|mem-miguel-salinas|mem-carmen-reyes
trl-bd-jam-wedding-e054,Jess + Miguel Wedding (MOH planner),Wedding coordination Lancaster PA 2026-10-17. MOH closeout lane owned by Amanda.,false,org-jam-wedding,https://trello.com/b/jamwedding,mem-jess-reyes|mem-amanda-webb|mem-miguel-salinas|mem-carmen-reyes
trl-bd-jam-wedding-e055,Jess + Miguel Wedding (MOH planner),Wedding coordination Lancaster PA 2026-10-17. MOH closeout lane owned by Amanda.,false,org-jam-wedding,https://trello.com/b/jamwedding,mem-jess-reyes|mem-amanda-webb|mem-miguel-salinas|mem-carmen-reyes
trl-bd-jam-wedding-e056,Jess + Miguel Wedding (MOH planner),Wedding coordination Lancaster PA 2026-10-17. MOH closeout lane owned by Amanda.,false,org-jam-wedding,https://trello.com/b/jamwedding,mem-jess-reyes|mem-amanda-webb|mem-miguel-salinas|mem-carmen-reyes
trl-bd-jam-wedding-e057,Jess + Miguel Wedding (MOH planner),Wedding coordination Lancaster PA 2026-10-17. MOH closeout lane owned by Amanda.,false,org-jam-wedding,https://trello.com/b/jamwedding,mem-jess-reyes|mem-amanda-webb|mem-miguel-salinas|mem-carmen-reyes
trl-bd-jam-wedding-e058,Jess + Miguel Wedding (MOH planner),Wedding coordination Lancaster PA 2026-10-17. MOH closeout lane owned by Amanda.,false,org-jam-wedding,https://trello.com/b/jamwedding,mem-jess-reyes|mem-amanda-webb|mem-miguel-salinas|mem-carmen-reyes
trl-bd-jam-wedding-e059,Jess + Miguel Wedding (MOH planner),Wedding coordination Lancaster PA 2026-10-17. MOH closeout lane owned by Amanda.,false,org-jam-wedding,https://trello.com/b/jamwedding,mem-jess-reyes|mem-amanda-webb|mem-miguel-salinas|mem-carmen-reyes
trl-bd-jam-wedding-e060,Jess + Miguel Wedding (MOH planner),Wedding coordination Lancaster PA 2026-10-17. MOH closeout lane owned by Amanda.,false,org-jam-wedding,https://trello.com/b/jamwedding,mem-jess-reyes|mem-amanda-webb|mem-miguel-salinas|mem-carmen-reyes
trl-bd-jam-wedding-e061,Jess + Miguel Wedding (MOH planner),Wedding coordination Lancaster PA 2026-10-17. MOH closeout lane owned by Amanda.,false,org-jam-wedding,https://trello.com/b/jamwedding,mem-jess-reyes|mem-amanda-webb|mem-miguel-salinas|mem-carmen-reyes
trl-bd-jam-wedding-e062,Jess + Miguel Wedding (MOH planner),Wedding coordination Lancaster PA 2026-10-17. MOH closeout lane owned by Amanda.,false,org-jam-wedding,https://trello.com/b/jamwedding,mem-jess-reyes|mem-amanda-webb|mem-miguel-salinas|mem-carmen-reyes
trl-bd-jam-wedding-e063,Jess + Miguel Wedding (MOH planner),Wedding coordination Lancaster PA 2026-10-17. MOH closeout lane owned by Amanda.,false,org-jam-wedding,https://trello.com/b/jamwedding,mem-jess-reyes|mem-amanda-webb|mem-miguel-salinas|mem-carmen-reyes
trl-bd-jam-wedding-e064,Jess + Miguel Wedding (MOH planner),Wedding coordination Lancaster PA 2026-10-17. MOH closeout lane owned by Amanda.,false,org-jam-wedding,https://trello.com/b/jamwedding,mem-jess-reyes|mem-amanda-webb|mem-miguel-salinas|mem-carmen-reyes
trl-bd-jam-wedding-e065,Jess + Miguel Wedding (MOH planner),Wedding coordination Lancaster PA 2026-10-17. MOH closeout lane owned by Amanda.,false,org-jam-wedding,https://trello.com/b/jamwedding,mem-jess-reyes|mem-amanda-webb|mem-miguel-salinas|mem-carmen-reyes
trl-bd-jam-wedding-e066,Jess + Miguel Wedding (MOH planner),Wedding coordination Lancaster PA 2026-10-17. MOH closeout lane owned by Amanda.,false,org-jam-wedding,https://trello.com/b/jamwedding,mem-jess-reyes|mem-amanda-webb|mem-miguel-salinas|mem-carmen-reyes
trl-bd-jam-wedding-e067,Jess + Miguel Wedding (MOH planner),Wedding coordination Lancaster PA 2026-10-17. MOH closeout lane owned by Amanda.,false,org-jam-wedding,https://trello.com/b/jamwedding,mem-jess-reyes|mem-amanda-webb|mem-miguel-salinas|mem-carmen-reyes
trl-bd-jam-wedding-e068,Jess + Miguel Wedding (MOH planner),Wedding coordination Lancaster PA 2026-10-17. MOH closeout lane owned by Amanda.,false,org-jam-wedding,https://trello.com/b/jamwedding,mem-jess-reyes|mem-amanda-webb|mem-miguel-salinas|mem-carmen-reyes
trl-bd-jam-wedding-e069,Jess + Miguel Wedding (MOH planner),Wedding coordination Lancaster PA 2026-10-17. MOH closeout lane owned by Amanda.,false,org-jam-wedding,https://trello.com/b/jamwedding,mem-jess-reyes|mem-amanda-webb|mem-miguel-salinas|mem-carmen-reyes
trl-bd-jam-wedding-e070,Jess + Miguel Wedding (MOH planner),Wedding coordination Lancaster PA 2026-10-17. MOH closeout lane owned by Amanda.,false,org-jam-wedding,https://trello.com/b/jamwedding,mem-jess-reyes|mem-amanda-webb|mem-miguel-salinas|mem-carmen-reyes
trl-bd-jam-wedding-e071,Jess + Miguel Wedding (MOH planner),Wedding coordination Lancaster PA 2026-10-17. MOH closeout lane owned by Amanda.,false,org-jam-wedding,https://trello.com/b/jamwedding,mem-jess-reyes|mem-amanda-webb|mem-miguel-salinas|mem-carmen-reyes
trl-bd-jam-wedding-e072,Jess + Miguel Wedding (MOH planner),Wedding coordination Lancaster PA 2026-10-17. MOH closeout lane owned by Amanda.,false,org-jam-wedding,https://trello.com/b/jamwedding,mem-jess-reyes|mem-amanda-webb|mem-miguel-salinas|mem-carmen-reyes
trl-bd-jam-wedding-e073,Jess + Miguel Wedding (MOH planner),Wedding coordination Lancaster PA 2026-10-17. MOH closeout lane owned by Amanda.,false,org-jam-wedding,https://trello.com/b/jamwedding,mem-jess-reyes|mem-amanda-webb|mem-miguel-salinas|mem-carmen-reyes
trl-bd-jam-wedding-e074,Jess + Miguel Wedding (MOH planner),Wedding coordination Lancaster PA 2026-10-17. MOH closeout lane owned by Amanda.,false,org-jam-wedding,https://trello.com/b/jamwedding,mem-jess-reyes|mem-amanda-webb|mem-miguel-salinas|mem-carmen-reyes
trl-bd-jam-wedding-e075,Jess + Miguel Wedding (MOH planner),Wedding coordination Lancaster PA 2026-10-17. MOH closeout lane owned by Amanda.,false,org-jam-wedding,https://trello.com/b/jamwedding,mem-jess-reyes|mem-amanda-webb|mem-miguel-salinas|mem-carmen-reyes
trl-bd-jam-wedding-e076,Jess + Miguel Wedding (MOH planner),Wedding coordination Lancaster PA 2026-10-17. MOH closeout lane owned by Amanda.,false,org-jam-wedding,https://trello.com/b/jamwedding,mem-jess-reyes|mem-amanda-webb|mem-miguel-salinas|mem-carmen-reyes
trl-bd-jam-wedding-e077,Jess + Miguel Wedding (MOH planner),Wedding coordination Lancaster PA 2026-10-17. MOH closeout lane owned by Amanda.,false,org-jam-wedding,https://trello.com/b/jamwedding,mem-jess-reyes|mem-amanda-webb|mem-miguel-salinas|mem-carmen-reyes
trl-bd-jam-wedding-e078,Jess + Miguel Wedding (MOH planner),Wedding coordination Lancaster PA 2026-10-17. MOH closeout lane owned by Amanda.,false,org-jam-wedding,https://trello.com/b/jamwedding,mem-jess-reyes|mem-amanda-webb|mem-miguel-salinas|mem-carmen-reyes
trl-bd-jam-wedding-e079,Jess + Miguel Wedding (MOH planner),Wedding coordination Lancaster PA 2026-10-17. MOH closeout lane owned by Amanda.,false,org-jam-wedding,https://trello.com/b/jamwedding,mem-jess-reyes|mem-amanda-webb|mem-miguel-salinas|mem-carmen-reyes
