id,name,company,from_name,from_email,subject,member_count,unsubscribe_count,date_created
ml_0047,List 47,,Mykonos,m49@yahoo.com,,3106,15,2026-05-01
ml_0048,List 48,,Mykonos,s91@yahoo.com,,3720,0,2026-07-16
ml_0049,List 49,,Mykonos,j79@yahoo.com,,3097,47,2026-01-29
ml_0050,List 50,,Mykonos,s54@yahoo.com,,4467,39,2026-05-15
ml_0051,List 51,,Mykonos,m83@gmail.com,,2017,6,2026-07-12
ml_0052,List 52,,Mykonos,s87@gmail.com,,4386,3,2026-01-22
ml_0053,List 53,,Mykonos,s49@yahoo.com,,3960,38,2026-02-23
ml_0054,List 54,,Mykonos,k54@gmail.com,,3037,19,2026-08-05
ml_0055,List 55,,Mykonos,a44@yahoo.com,,4217,30,2026-06-19
ml_0056,List 56,,Mykonos,s54@gmail.com,,4531,43,2026-03-10
ml_0057,List 57,,Mykonos,s35@yahoo.com,,2507,10,2026-07-08
ml_0058,List 58,,Mykonos,s38@gmail.com,,2519,1,2026-04-26
ml_0059,List 59,,Mykonos,a13@yahoo.com,,4479,48,2026-09-26
ml_0060,List 60,,Mykonos,s71@yahoo.com,,3088,8,2026-10-02
ml_0061,List 61,,Mykonos,k42@gmail.com,,261,45,2026-04-20
ml_0062,List 62,,Mykonos,j86@gmail.com,,381,46,2026-04-07
ml_0063,List 63,,Mykonos,a47@gmail.com,,3509,42,2026-01-21
ml_0064,List 64,,Mykonos,m66@gmail.com,,2121,33,2026-02-03
ml_0065,List 65,,Mykonos,k75@yahoo.com,,287,39,2026-02-26
ml_0066,List 66,,Mykonos,m63@gmail.com,,4976,19,2026-01-23
ml_0067,List 67,,Mykonos,m81@yahoo.com,,1525,23,2026-03-08
ml_0068,List 68,,Mykonos,k68@yahoo.com,,268,40,2026-04-19
ml_0069,List 69,,Mykonos,m13@gmail.com,,1566,2,2026-08-05
ml_0070,List 70,,Mykonos,m13@yahoo.com,,1084,9,2026-03-31
ml_0071,List 71,,Mykonos,m59@yahoo.com,,3217,24,2026-03-25
ml_0072,List 72,,Mykonos,s34@yahoo.com,,2466,8,2026-06-04
ml_0073,List 73,,Mykonos,a48@yahoo.com,,3194,39,2026-04-07
ml_0074,List 74,,Mykonos,m28@gmail.com,,3123,40,2026-01-10
ml_0075,List 75,,Mykonos,s57@yahoo.com,,4716,29,2026-07-27
ml_0076,List 76,,Mykonos,j59@yahoo.com,,1456,48,2026-04-07
ml_0077,List 77,,Mykonos,a12@yahoo.com,,681,34,2026-09-21
ml_0078,List 78,,Mykonos,k50@yahoo.com,,2671,13,2026-05-19
ml_0079,List 79,,Mykonos,s82@yahoo.com,,2240,31,2026-03-09
ml_0080,List 80,,Mykonos,a16@gmail.com,,2259,35,2026-10-09
ml_0081,List 81,,Mykonos,a28@gmail.com,,1098,26,2026-03-13
ml_0082,List 82,,Mykonos,a68@yahoo.com,,902,31,2026-08-12
ml_0083,List 83,,Mykonos,j54@yahoo.com,,3294,44,2026-05-15
ml_0084,List 84,,Mykonos,k20@yahoo.com,,394,6,2026-04-12
ml_0085,List 85,,Mykonos,s29@yahoo.com,,2402,6,2026-05-25
ml_0086,List 86,,Mykonos,k72@yahoo.com,,1466,36,2026-02-07
ml_0087,List 87,,Mykonos,j20@gmail.com,,3008,23,2026-06-10
ml_0088,List 88,,Mykonos,s87@gmail.com,,1929,30,2026-09-24
ml_0089,List 89,,Mykonos,k31@yahoo.com,,1200,27,2026-08-28
ml_0090,List 90,,Mykonos,j19@gmail.com,,4253,44,2026-01-30
ml_0091,List 91,,Mykonos,m45@yahoo.com,,263,35,2026-07-18
ml_0092,List 92,,Mykonos,k51@gmail.com,,3066,21,2026-09-08
ml_0093,List 93,,Mykonos,k25@gmail.com,,2254,10,2026-04-29
ml_0094,List 94,,Mykonos,k33@gmail.com,,2704,13,2026-02-25
ml_0095,List 95,,Mykonos,a91@gmail.com,,3610,23,2026-09-02
ml_0096,List 96,,Mykonos,k77@yahoo.com,,4023,41,2026-05-04
ml_0097,List 97,,Mykonos,m69@gmail.com,,4622,20,2026-04-11
ml_0098,List 98,,Mykonos,s41@yahoo.com,,3276,2,2026-10-09
ml_0099,List 99,,Mykonos,a44@gmail.com,,3871,10,2026-01-28
ml_0100,List 100,,Mykonos,k50@yahoo.com,,3178,1,2026-02-08
ml_0101,List 101,,Mykonos,m78@yahoo.com,,4347,26,2026-05-15
ml_0102,List 102,,Mykonos,a49@gmail.com,,2970,9,2026-05-10
ml_0103,List 103,,Mykonos,m85@gmail.com,,2582,43,2026-09-11
ml_0104,List 104,,Mykonos,j78@gmail.com,,4445,35,2026-05-11
ml_0105,List 105,,Mykonos,s35@yahoo.com,,1601,3,2026-08-29
ml_0106,List 106,,Mykonos,a56@yahoo.com,,4000,24,2026-05-12
ml_0107,List 107,,Mykonos,j92@gmail.com,,4249,21,2026-05-02
ml_0108,List 108,,Mykonos,s99@gmail.com,,4249,34,2026-01-25
ml_0109,List 109,,Mykonos,m70@yahoo.com,,2839,33,2026-09-10
ml_0110,List 110,,Mykonos,k11@yahoo.com,,514,10,2026-09-05
ml_0111,List 111,,Mykonos,m64@gmail.com,,3931,24,2026-03-24
ml_0112,List 112,,Mykonos,j94@gmail.com,,1513,6,2026-04-20
ml_0113,List 113,,Mykonos,j91@gmail.com,,1574,44,2026-06-18
ml_0114,List 114,,Mykonos,s45@gmail.com,,1717,18,2026-07-09
ml_0115,List 115,,Mykonos,k54@yahoo.com,,744,10,2026-07-14
ml_0116,List 116,,Mykonos,a39@gmail.com,,3473,27,2026-04-02
ml_0117,List 117,,Mykonos,j96@yahoo.com,,4275,48,2026-04-01
ml_0118,List 118,,Mykonos,m24@yahoo.com,,3685,10,2026-06-10
ml_0119,List 119,,Mykonos,k74@yahoo.com,,4017,7,2026-10-03
