id,firstname,lastname,email,phone,jobtitle,company,lifecyclestage,createdate,lastmodifieddate
229,Alex,Vale,alex.vale@example.com,503-555-9676,Member,Cedar Hills Garden Club,salesqualifiedlead,2025-02-13T09:00:00.000Z,2026-09-06T09:00:00.000Z
230,Ed,Nash,ed.nash@example.com,503-555-9380,Prospective member,Cedar Hills Garden Club,customer,2026-04-05T09:00:00.000Z,2026-09-03T09:00:00.000Z
231,Tara,Sato,tara.sato@example.com,503-555-2473,Member,Cedar Hills Garden Club,opportunity,2025-06-27T09:00:00.000Z,2026-07-30T09:00:00.000Z
232,Cara,Davies,cara.davies@example.com,503-555-4657,Member,Cedar Hills Garden Club,lead,2024-10-29T09:00:00.000Z,2026-08-06T09:00:00.000Z
233,Gina,Bloom,gina.bloom@example.com,503-555-7111,Prospective member,Cedar Hills Garden Club,marketingqualifiedlead,2025-11-13T09:00:00.000Z,2026-08-13T09:00:00.000Z
234,Jill,Jost,jill.jost@example.com,503-555-5300,Member,Cedar Hills Garden Club,salesqualifiedlead,2024-12-12T09:00:00.000Z,2026-09-26T09:00:00.000Z
235,Hana,Bloom,hana.bloom@example.com,503-555-9331,Member,Cedar Hills Garden Club,customer,2024-12-13T09:00:00.000Z,2026-08-05T09:00:00.000Z
236,Iris,Wren,iris.wren@example.com,503-555-2138,Prospective member,Cedar Hills Garden Club,opportunity,2025-12-01T09:00:00.000Z,2026-09-10T09:00:00.000Z
237,Alex,Young,alex.young@example.com,503-555-9960,Member,Cedar Hills Garden Club,lead,2026-01-28T09:00:00.000Z,2026-09-27T09:00:00.000Z
238,Ian,Jost,ian.jost@example.com,503-555-4359,Member,Cedar Hills Garden Club,marketingqualifiedlead,2025-03-26T09:00:00.000Z,2026-07-31T09:00:00.000Z
239,Hal,Hale,hal.hale@example.com,503-555-5296,Prospective member,Cedar Hills Garden Club,salesqualifiedlead,2025-11-02T09:00:00.000Z,2026-08-29T09:00:00.000Z
240,Hana,Jost,hana.jost@example.com,503-555-7004,Member,Cedar Hills Garden Club,customer,2025-07-11T09:00:00.000Z,2026-09-20T09:00:00.000Z
241,Jill,Grant,jill.grant@example.com,503-555-6477,Member,Cedar Hills Garden Club,opportunity,2025-09-29T09:00:00.000Z,2026-08-29T09:00:00.000Z
242,Piper,Nash,piper.nash@example.com,503-555-3538,Prospective member,Cedar Hills Garden Club,lead,2025-04-08T09:00:00.000Z,2026-09-11T09:00:00.000Z
243,Yara,Nash,yara.nash@example.com,503-555-7594,Member,Cedar Hills Garden Club,marketingqualifiedlead,2025-01-09T09:00:00.000Z,2026-09-26T09:00:00.000Z
244,Fay,Wren,fay.wren@example.com,503-555-9104,Member,Cedar Hills Garden Club,salesqualifiedlead,2025-03-15T09:00:00.000Z,2026-08-26T09:00:00.000Z
245,Dean,Tate,dean.tate@example.com,503-555-6870,Prospective member,Cedar Hills Garden Club,customer,2025-03-10T09:00:00.000Z,2026-09-08T09:00:00.000Z
246,Jill,Hale,jill.hale@example.com,503-555-1105,Member,Cedar Hills Garden Club,opportunity,2025-01-10T09:00:00.000Z,2026-08-21T09:00:00.000Z
247,Dean,Xu,dean.xu@example.com,503-555-2105,Member,Cedar Hills Garden Club,lead,2025-05-17T09:00:00.000Z,2026-09-10T09:00:00.000Z
248,Hana,Kwan,hana.kwan@example.com,503-555-1682,Prospective member,Cedar Hills Garden Club,marketingqualifiedlead,2026-01-31T09:00:00.000Z,2026-08-11T09:00:00.000Z
249,Jill,Quick,jill.quick@example.com,503-555-9500,Member,Cedar Hills Garden Club,salesqualifiedlead,2026-05-09T09:00:00.000Z,2026-09-01T09:00:00.000Z
250,Tara,Adler,tara.adler@example.com,503-555-9221,Member,Cedar Hills Garden Club,customer,2025-04-29T09:00:00.000Z,2026-08-05T09:00:00.000Z
251,Quin,Nash,quin.nash@example.com,503-555-6191,Prospective member,Cedar Hills Garden Club,opportunity,2025-01-25T09:00:00.000Z,2026-08-09T09:00:00.000Z
252,Will,Hale,will.hale@example.com,503-555-6307,Member,Cedar Hills Garden Club,lead,2024-12-26T09:00:00.000Z,2026-08-31T09:00:00.000Z
253,Ian,Jost,ian.jost@example.com,503-555-3164,Member,Cedar Hills Garden Club,marketingqualifiedlead,2024-11-08T09:00:00.000Z,2026-09-26T09:00:00.000Z
254,Nina,Sato,nina.sato@example.com,503-555-7023,Prospective member,Cedar Hills Garden Club,salesqualifiedlead,2025-09-02T09:00:00.000Z,2026-08-17T09:00:00.000Z
255,Cara,Vale,cara.vale@example.com,503-555-5960,Member,Cedar Hills Garden Club,customer,2025-01-12T09:00:00.000Z,2026-08-16T09:00:00.000Z
256,Doug,Davies,doug.davies@example.com,503-555-3996,Member,Cedar Hills Garden Club,opportunity,2025-01-07T09:00:00.000Z,2026-08-27T09:00:00.000Z
257,Jax,Vale,jax.vale@example.com,503-555-9526,Prospective member,Cedar Hills Garden Club,lead,2025-10-14T09:00:00.000Z,2026-08-19T09:00:00.000Z
258,Ian,Jost,ian.jost@example.com,503-555-7061,Member,Cedar Hills Garden Club,marketingqualifiedlead,2025-03-10T09:00:00.000Z,2026-09-27T09:00:00.000Z
259,Lena,Young,lena.young@example.com,503-555-3960,Member,Cedar Hills Garden Club,salesqualifiedlead,2025-04-05T09:00:00.000Z,2026-09-05T09:00:00.000Z
260,Ian,Sato,ian.sato@example.com,503-555-8986,Prospective member,Cedar Hills Garden Club,customer,2025-03-14T09:00:00.000Z,2026-09-25T09:00:00.000Z
261,Gina,Grant,gina.grant@example.com,503-555-2469,Member,Cedar Hills Garden Club,opportunity,2025-01-12T09:00:00.000Z,2026-09-07T09:00:00.000Z
262,Owen,Ellis,owen.ellis@example.com,503-555-3252,Member,Cedar Hills Garden Club,lead,2025-01-26T09:00:00.000Z,2026-09-12T09:00:00.000Z
263,Owen,Sato,owen.sato@example.com,503-555-6671,Prospective member,Cedar Hills Garden Club,marketingqualifiedlead,2025-02-27T09:00:00.000Z,2026-08-04T09:00:00.000Z
264,Mark,Rowe,mark.rowe@example.com,503-555-1329,Member,Cedar Hills Garden Club,salesqualifiedlead,2024-10-29T09:00:00.000Z,2026-09-04T09:00:00.000Z
265,Fay,Sato,fay.sato@example.com,503-555-5439,Member,Cedar Hills Garden Club,customer,2024-11-21T09:00:00.000Z,2026-09-21T09:00:00.000Z
266,Ellen,Young,ellen.young@example.com,503-555-9574,Prospective member,Cedar Hills Garden Club,opportunity,2026-02-02T09:00:00.000Z,2026-09-01T09:00:00.000Z
267,Yara,Davies,yara.davies@example.com,503-555-2484,Member,Cedar Hills Garden Club,lead,2024-10-18T09:00:00.000Z,2026-08-17T09:00:00.000Z
268,Vera,Davies,vera.davies@example.com,503-555-9217,Member,Cedar Hills Garden Club,marketingqualifiedlead,2024-10-28T09:00:00.000Z,2026-08-11T09:00:00.000Z
269,Fay,Underhill,fay.underhill@example.com,503-555-7177,Prospective member,Cedar Hills Garden Club,salesqualifiedlead,2026-02-24T09:00:00.000Z,2026-08-26T09:00:00.000Z
270,Gina,Jost,gina.jost@example.com,503-555-9422,Member,Cedar Hills Garden Club,customer,2026-05-13T09:00:00.000Z,2026-08-17T09:00:00.000Z
271,Alex,Quick,alex.quick@example.com,503-555-1692,Member,Cedar Hills Garden Club,opportunity,2026-07-15T09:00:00.000Z,2026-08-08T09:00:00.000Z
272,Lena,Underhill,lena.underhill@example.com,503-555-3859,Prospective member,Cedar Hills Garden Club,lead,2026-06-29T09:00:00.000Z,2026-08-27T09:00:00.000Z
273,Piper,Nash,piper.nash@example.com,503-555-9774,Member,Cedar Hills Garden Club,marketingqualifiedlead,2026-06-25T09:00:00.000Z,2026-09-07T09:00:00.000Z
274,Rita,Jost,rita.jost@example.com,503-555-5052,Member,Cedar Hills Garden Club,salesqualifiedlead,2025-09-28T09:00:00.000Z,2026-08-05T09:00:00.000Z
275,Hal,Lee,hal.lee@example.com,503-555-8084,Prospective member,Cedar Hills Garden Club,customer,2026-04-04T09:00:00.000Z,2026-09-13T09:00:00.000Z
276,Fay,Underhill,fay.underhill@example.com,503-555-9958,Member,Cedar Hills Garden Club,opportunity,2024-10-18T09:00:00.000Z,2026-08-29T09:00:00.000Z
277,Will,Zorn,will.zorn@example.com,503-555-9212,Member,Cedar Hills Garden Club,lead,2026-07-21T09:00:00.000Z,2026-09-16T09:00:00.000Z
278,Hana,Nash,hana.nash@example.com,503-555-2811,Prospective member,Cedar Hills Garden Club,marketingqualifiedlead,2025-09-12T09:00:00.000Z,2026-09-04T09:00:00.000Z
279,Jax,Carr,jax.carr@example.com,503-555-9241,Member,Cedar Hills Garden Club,salesqualifiedlead,2025-05-26T09:00:00.000Z,2026-09-18T09:00:00.000Z
280,Alex,Quick,alex.quick@example.com,503-555-6798,Member,Cedar Hills Garden Club,customer,2025-12-26T09:00:00.000Z,2026-08-11T09:00:00.000Z
281,Beth,Quick,beth.quick@example.com,503-555-1493,Prospective member,Cedar Hills Garden Club,opportunity,2025-01-16T09:00:00.000Z,2026-09-13T09:00:00.000Z
282,Yara,Quick,yara.quick@example.com,503-555-8995,Member,Cedar Hills Garden Club,lead,2025-11-26T09:00:00.000Z,2026-09-14T09:00:00.000Z
283,Fay,Ott,fay.ott@example.com,503-555-4100,Member,Cedar Hills Garden Club,marketingqualifiedlead,2025-06-19T09:00:00.000Z,2026-09-15T09:00:00.000Z
284,Hal,Bloom,hal.bloom@example.com,503-555-9652,Prospective member,Cedar Hills Garden Club,salesqualifiedlead,2026-01-13T09:00:00.000Z,2026-09-26T09:00:00.000Z
285,Ellen,Rowe,ellen.rowe@example.com,503-555-7631,Member,Cedar Hills Garden Club,customer,2026-01-19T09:00:00.000Z,2026-09-02T09:00:00.000Z
286,Xara,Nash,xara.nash@example.com,503-555-4143,Member,Cedar Hills Garden Club,opportunity,2025-04-30T09:00:00.000Z,2026-08-25T09:00:00.000Z
287,Cara,Ives,cara.ives@example.com,503-555-4496,Prospective member,Cedar Hills Garden Club,lead,2025-08-26T09:00:00.000Z,2026-08-20T09:00:00.000Z
288,Cara,Wren,cara.wren@example.com,503-555-6204,Member,Cedar Hills Garden Club,marketingqualifiedlead,2024-11-22T09:00:00.000Z,2026-09-12T09:00:00.000Z
289,Vera,Vale,vera.vale@example.com,503-555-9075,Member,Cedar Hills Garden Club,salesqualifiedlead,2024-12-03T09:00:00.000Z,2026-09-04T09:00:00.000Z
290,Cade,Ellis,cade.ellis@example.com,503-555-3430,Prospective member,Cedar Hills Garden Club,customer,2025-04-05T09:00:00.000Z,2026-09-27T09:00:00.000Z
291,Hana,Wren,hana.wren@example.com,503-555-9929,Member,Cedar Hills Garden Club,opportunity,2026-01-09T09:00:00.000Z,2026-08-10T09:00:00.000Z
292,Doug,Kwan,doug.kwan@example.com,503-555-3514,Member,Cedar Hills Garden Club,lead,2025-12-19T09:00:00.000Z,2026-09-26T09:00:00.000Z
293,Hal,Kwan,hal.kwan@example.com,503-555-5869,Prospective member,Cedar Hills Garden Club,marketingqualifiedlead,2026-02-05T09:00:00.000Z,2026-08-10T09:00:00.000Z
294,Tara,Young,tara.young@example.com,503-555-1311,Member,Cedar Hills Garden Club,salesqualifiedlead,2025-06-15T09:00:00.000Z,2026-09-26T09:00:00.000Z
295,Uma,Park,uma.park@example.com,503-555-7005,Member,Cedar Hills Garden Club,customer,2026-03-23T09:00:00.000Z,2026-09-01T09:00:00.000Z
296,Tara,Ott,tara.ott@example.com,503-555-6162,Prospective member,Cedar Hills Garden Club,opportunity,2026-02-02T09:00:00.000Z,2026-08-26T09:00:00.000Z
297,Ellen,Ellis,ellen.ellis@example.com,503-555-8285,Member,Cedar Hills Garden Club,lead,2025-12-27T09:00:00.000Z,2026-09-09T09:00:00.000Z
298,Zoe,Young,zoe.young@example.com,503-555-3472,Member,Cedar Hills Garden Club,marketingqualifiedlead,2025-07-09T09:00:00.000Z,2026-08-29T09:00:00.000Z
299,Fay,Carr,fay.carr@example.com,503-555-8265,Prospective member,Cedar Hills Garden Club,salesqualifiedlead,2024-11-04T09:00:00.000Z,2026-07-31T09:00:00.000Z
300,Alan,Sato,alan.sato@example.com,503-555-7137,Member,Cedar Hills Garden Club,customer,2025-05-14T09:00:00.000Z,2026-09-16T09:00:00.000Z
301,Hana,Ives,hana.ives@example.com,503-555-8385,Member,Cedar Hills Garden Club,opportunity,2025-05-10T09:00:00.000Z,2026-08-04T09:00:00.000Z
302,Jax,Quick,jax.quick@example.com,503-555-4267,Prospective member,Cedar Hills Garden Club,lead,2026-07-15T09:00:00.000Z,2026-08-01T09:00:00.000Z
303,Doug,Moss,doug.moss@example.com,503-555-5947,Member,Cedar Hills Garden Club,marketingqualifiedlead,2025-07-10T09:00:00.000Z,2026-08-02T09:00:00.000Z
304,Jill,Rowe,jill.rowe@example.com,503-555-9095,Member,Cedar Hills Garden Club,salesqualifiedlead,2024-10-12T09:00:00.000Z,2026-08-26T09:00:00.000Z
305,Dean,Kwan,dean.kwan@example.com,503-555-3183,Prospective member,Cedar Hills Garden Club,customer,2026-07-14T09:00:00.000Z,2026-08-22T09:00:00.000Z
306,Xara,Jost,xara.jost@example.com,503-555-5128,Member,Cedar Hills Garden Club,opportunity,2025-09-07T09:00:00.000Z,2026-08-10T09:00:00.000Z
307,Xara,Ellis,xara.ellis@example.com,503-555-8038,Member,Cedar Hills Garden Club,lead,2025-12-03T09:00:00.000Z,2026-07-31T09:00:00.000Z
308,Owen,Zorn,owen.zorn@example.com,503-555-4511,Prospective member,Cedar Hills Garden Club,marketingqualifiedlead,2025-10-22T09:00:00.000Z,2026-08-03T09:00:00.000Z
309,Doug,Xu,doug.xu@example.com,503-555-4764,Member,Cedar Hills Garden Club,salesqualifiedlead,2025-05-16T09:00:00.000Z,2026-09-15T09:00:00.000Z
310,Zoe,Tate,zoe.tate@example.com,503-555-2410,Member,Cedar Hills Garden Club,customer,2025-04-04T09:00:00.000Z,2026-08-01T09:00:00.000Z
311,Owen,Wren,owen.wren@example.com,503-555-6441,Prospective member,Cedar Hills Garden Club,opportunity,2025-04-08T09:00:00.000Z,2026-09-24T09:00:00.000Z
312,Nina,Xu,nina.xu@example.com,503-555-7211,Member,Cedar Hills Garden Club,lead,2026-04-01T09:00:00.000Z,2026-07-30T09:00:00.000Z
313,Alex,Ellis,alex.ellis@example.com,503-555-2470,Member,Cedar Hills Garden Club,marketingqualifiedlead,2026-02-17T09:00:00.000Z,2026-08-18T09:00:00.000Z
314,Nina,Bloom,nina.bloom@example.com,503-555-2977,Prospective member,Cedar Hills Garden Club,salesqualifiedlead,2024-12-09T09:00:00.000Z,2026-08-29T09:00:00.000Z
315,Piper,Davies,piper.davies@example.com,503-555-8606,Member,Cedar Hills Garden Club,customer,2025-06-15T09:00:00.000Z,2026-09-22T09:00:00.000Z
316,Alan,Davies,alan.davies@example.com,503-555-6715,Member,Cedar Hills Garden Club,opportunity,2025-08-31T09:00:00.000Z,2026-08-06T09:00:00.000Z
317,Nina,Underhill,nina.underhill@example.com,503-555-3260,Prospective member,Cedar Hills Garden Club,lead,2024-12-17T09:00:00.000Z,2026-08-09T09:00:00.000Z
318,Greg,Xu,greg.xu@example.com,503-555-4473,Member,Cedar Hills Garden Club,marketingqualifiedlead,2025-11-09T09:00:00.000Z,2026-08-14T09:00:00.000Z
319,Iris,Jost,iris.jost@example.com,503-555-5534,Member,Cedar Hills Garden Club,salesqualifiedlead,2025-09-18T09:00:00.000Z,2026-09-11T09:00:00.000Z
320,Hal,Ott,hal.ott@example.com,503-555-9434,Prospective member,Cedar Hills Garden Club,customer,2025-03-06T09:00:00.000Z,2026-09-06T09:00:00.000Z
