id,company_id,first_name,last_name,business_name,type,email,hourly_rate,wage_type,start_date
id-00023,compan-00023,Timo,Winter,Zephyr river 23,active,inga.braun023@example.com,1022.0,closed,2026-09-09T16:28:00Z
id-00024,compan-00024,Lena,Wolf,Haze willow 24,pending,alex.lorenz024@example.com,1023.0,open,2026-02-27T03:08:00Z
id-00025,compan-00025,Jordan,Busch,Meadow kelp 25,general,jamie.vogel025@example.com,1024.0,closed,2026-02-20T01:19:00Z
id-00026,compan-00026,Reese,Sommer,Kelp kelp 26,active,sage.vogel026@example.com,1025.0,open,2026-11-16T09:19:00Z
id-00027,compan-00027,Sven,Lorenz,Ember coral 27,active,sam.busch027@example.com,1026.0,active,2026-09-25T12:04:00Z
id-00028,compan-00028,Jamie,Busch,Meadow orbit 28,pending,emil.koch028@example.com,1027.0,general,2026-04-03T06:34:00Z
id-00029,compan-00029,Sven,Sommer,Alpha meadow 29,standard,reese.klein029@example.com,1028.0,active,2026-08-07T13:05:00Z
id-00030,compan-00030,Quinn,Frank,River grove 30,standard,mara.arnold030@example.com,1029.0,active,2026-10-17T11:01:00Z
id-00031,compan-00031,Sam,Meyer,Kelp river 31,pending,quinn.klein031@example.com,1030.0,closed,2026-06-16T04:35:00Z
id-00032,compan-00032,Casey,Schulz,Kelp quartz 32,standard,taylor.richter032@example.com,1031.0,pending,2026-03-23T03:21:00Z
id-00033,compan-00033,Avery,Lorenz,Zephyr delta 33,pending,paul.berg033@example.com,1032.0,open,2026-07-08T12:39:00Z
id-00034,compan-00034,Sage,Braun,Bravo violet 34,general,sven.meyer034@example.com,1033.0,pending,2026-03-16T06:27:00Z
id-00035,compan-00035,Jamie,Arnold,Umber bravo 35,closed,sam.richter035@example.com,1034.0,open,2026-07-20T14:44:00Z
id-00036,compan-00036,Taylor,Frank,Meadow pine 36,closed,morgan.richter036@example.com,1035.0,open,2026-10-25T15:02:00Z
id-00037,compan-00037,Reese,Frank,Frost grove 37,pending,jordan.schulz037@example.com,1036.0,open,2026-11-09T18:35:00Z
id-00038,compan-00038,Paul,Frank,Haze willow 38,general,lena.wolf038@example.com,1037.0,general,2026-04-28T06:15:00Z
id-00039,compan-00039,Morgan,Vogel,Orbit delta 39,open,parker.schulz039@example.com,1038.0,pending,2026-12-01T19:12:00Z
id-00040,compan-00040,Lena,Richter,Kelp cedar 40,pending,casey.wolf040@example.com,1039.0,closed,2026-01-20T17:33:00Z
id-00041,compan-00041,Alex,Arnold,Harbor harbor 41,open,emil.vogel041@example.com,1040.0,standard,2026-10-19T23:32:00Z
id-00042,compan-00042,Jamie,Wolf,Zephyr coral 42,closed,sven.lorenz042@example.com,1041.0,standard,2026-11-09T10:29:00Z
id-00043,compan-00043,Quinn,Frank,Umber bravo 43,active,emil.berg043@example.com,1042.0,closed,2026-09-03T02:21:00Z
id-00044,compan-00044,Emil,Busch,Meadow umber 44,closed,blair.busch044@example.com,1043.0,pending,2026-09-26T16:53:00Z
id-00045,compan-00045,Riley,Vogel,Orbit ember 45,standard,emil.frank045@example.com,1044.0,pending,2026-12-24T00:56:00Z
id-00046,compan-00046,Casey,Klein,Grove quartz 46,pending,morgan.klein046@example.com,1045.0,standard,2026-08-16T11:41:00Z
id-00047,compan-00047,Devon,Sommer,Tidal summit 47,open,timo.sommer047@example.com,1046.0,general,2026-12-23T15:11:00Z
id-00048,compan-00048,Lena,Schulz,Jade frost 48,active,paul.winter048@example.com,1047.0,standard,2026-03-18T18:26:00Z
id-00049,compan-00049,Alex,Haas,Quartz summit 49,closed,reese.haas049@example.com,1048.0,general,2026-05-12T12:00:00Z
id-00050,compan-00050,Blair,Braun,Kelp quartz 50,open,quinn.vogel050@example.com,1049.0,open,2026-10-19T05:14:00Z
id-00051,compan-00051,Alex,Sommer,Coral orbit 51,pending,taylor.braun051@example.com,1050.0,general,2026-07-21T08:54:00Z
id-00052,compan-00052,Avery,Winter,River meadow 52,general,jamie.meyer052@example.com,1051.0,general,2026-06-14T09:34:00Z
id-00053,compan-00053,Sam,Lorenz,Orbit umber 53,general,paul.vogel053@example.com,1052.0,active,2026-12-17T10:51:00Z
id-00054,compan-00054,Blair,Koch,Delta violet 54,closed,timo.arnold054@example.com,1053.0,closed,2026-03-01T06:28:00Z
id-00055,compan-00055,Riley,Schulz,Frost coral 55,closed,paul.schulz055@example.com,1054.0,general,2026-02-02T20:52:00Z
id-00056,compan-00056,Inga,Koch,Haze pine 56,closed,reese.frank056@example.com,1055.0,general,2026-03-14T16:19:00Z
id-00057,compan-00057,Sven,Meyer,Orbit umber 57,general,paul.vogel057@example.com,1056.0,closed,2026-11-15T05:32:00Z
id-00058,compan-00058,Sage,Wolf,Orbit zephyr 58,open,parker.arnold058@example.com,1057.0,standard,2026-10-25T19:27:00Z
id-00059,compan-00059,Casey,Berg,Iris delta 59,general,sven.haas059@example.com,1058.0,closed,2026-11-15T14:33:00Z
id-00060,compan-00060,Jamie,Lorenz,Bravo meadow 60,active,morgan.berg060@example.com,1059.0,open,2026-02-20T00:18:00Z
id-00061,compan-00061,Devon,Klein,Grove zephyr 61,general,riley.lorenz061@example.com,1060.0,general,2026-09-03T21:07:00Z
id-00062,compan-00062,Quinn,Braun,Alpha violet 62,general,avery.klein062@example.com,1061.0,standard,2026-03-04T14:26:00Z
id-00063,compan-00063,Taylor,Braun,Grove grove 63,standard,devon.koch063@example.com,1062.0,pending,2026-11-02T09:15:00Z
id-00064,compan-00064,Lena,Lorenz,Tidal pine 64,open,rowan.sommer064@example.com,1063.0,pending,2026-01-04T22:44:00Z
id-00065,compan-00065,Alex,Wolf,Violet tidal 65,standard,avery.frank065@example.com,1064.0,closed,2026-08-09T06:18:00Z
id-00066,compan-00066,Taylor,Vogel,Pine willow 66,active,paul.berg066@example.com,1065.0,closed,2026-08-28T12:07:00Z
id-00067,compan-00067,Sven,Berg,Ember orbit 67,standard,nora.berg067@example.com,1066.0,pending,2026-09-15T23:15:00Z
id-00068,compan-00068,Sven,Richter,Pine zephyr 68,closed,sven.berg068@example.com,1067.0,standard,2026-04-09T03:06:00Z
id-00069,compan-00069,Riley,Meyer,Cedar meadow 69,active,rowan.richter069@example.com,1068.0,pending,2026-07-11T13:44:00Z
id-00070,compan-00070,Sam,Berg,Tidal alpha 70,closed,morgan.braun070@example.com,1069.0,standard,2026-04-02T03:57:00Z
id-00071,compan-00071,Alex,Lorenz,Kelp alpha 71,general,jordan.klein071@example.com,1070.0,standard,2026-04-05T12:48:00Z
id-00072,compan-00072,Emil,Winter,Summit alpha 72,open,emil.haas072@example.com,1071.0,general,2026-07-22T09:53:00Z
id-00073,compan-00073,Nora,Vogel,Coral umber 73,closed,paul.berg073@example.com,1072.0,closed,2026-09-25T22:22:00Z
id-00074,compan-00074,Mara,Vogel,Cedar delta 74,general,parker.berg074@example.com,1073.0,pending,2026-05-13T01:20:00Z
id-00075,compan-00075,Parker,Braun,Quartz quartz 75,open,morgan.richter075@example.com,1074.0,general,2026-05-10T12:44:00Z
id-00076,compan-00076,Reese,Braun,Summit kelp 76,pending,taylor.haas076@example.com,1075.0,standard,2026-07-07T22:56:00Z
id-00077,compan-00077,Alex,Sommer,Zephyr tidal 77,standard,morgan.meyer077@example.com,1076.0,standard,2026-12-26T12:05:00Z
id-00078,compan-00078,Rowan,Vogel,Summit grove 78,closed,alex.haas078@example.com,1077.0,general,2026-03-20T05:40:00Z
id-00079,compan-00079,Parker,Berg,Violet harbor 79,active,morgan.braun079@example.com,1078.0,standard,2026-03-07T03:36:00Z
id-00080,compan-00080,Jordan,Haas,Jade coral 80,pending,sam.sommer080@example.com,1079.0,closed,2026-03-17T03:30:00Z
id-00081,compan-00081,Jordan,Lorenz,Orbit umber 81,standard,timo.busch081@example.com,1080.0,active,2026-11-03T10:16:00Z
id-00082,compan-00082,Jordan,Klein,Willow orbit 82,open,sage.meyer082@example.com,1081.0,active,2026-02-03T12:12:00Z
id-00083,compan-00083,Morgan,Arnold,River umber 83,general,jordan.meyer083@example.com,1082.0,open,2026-08-03T12:38:00Z
id-00084,compan-00084,Jamie,Meyer,Iris tidal 84,closed,paul.busch084@example.com,1083.0,general,2026-12-07T17:31:00Z
id-00085,compan-00085,Jordan,Braun,Grove coral 85,standard,nora.busch085@example.com,1084.0,pending,2026-03-02T23:01:00Z
id-00086,compan-00086,Jordan,Klein,River haze 86,active,morgan.richter086@example.com,1085.0,pending,2026-10-15T15:47:00Z
id-00087,compan-00087,Jamie,Busch,Quartz jade 87,closed,jamie.wolf087@example.com,1086.0,standard,2026-06-16T03:01:00Z
id-00088,compan-00088,Avery,Richter,River pine 88,active,timo.busch088@example.com,1087.0,active,2026-02-23T04:40:00Z
id-00089,compan-00089,Parker,Vogel,Coral summit 89,active,timo.arnold089@example.com,1088.0,pending,2026-01-10T03:56:00Z
id-00090,compan-00090,Reese,Haas,Orbit quartz 90,standard,avery.haas090@example.com,1089.0,general,2026-05-10T04:29:00Z
id-00091,compan-00091,Blair,Sommer,Alpha cedar 91,pending,sam.schulz091@example.com,1090.0,open,2026-06-04T00:07:00Z
id-00092,compan-00092,Sam,Busch,Jade cedar 92,active,morgan.winter092@example.com,1091.0,active,2026-07-17T14:38:00Z
id-00093,compan-00093,Blair,Klein,Pine alpha 93,standard,emil.arnold093@example.com,1092.0,general,2026-06-01T20:47:00Z
id-00094,compan-00094,Timo,Frank,Violet orbit 94,active,jordan.schulz094@example.com,1093.0,active,2026-03-13T01:32:00Z
id-00095,compan-00095,Reese,Winter,Delta summit 95,closed,reese.arnold095@example.com,1094.0,pending,2026-07-12T06:54:00Z
id-00096,compan-00096,Quinn,Sommer,Cedar frost 96,general,mara.richter096@example.com,1095.0,standard,2026-02-13T08:49:00Z
id-00097,compan-00097,Jamie,Klein,River harbor 97,active,emil.koch097@example.com,1096.0,open,2026-04-25T09:25:00Z
id-00098,compan-00098,Quinn,Arnold,Kelp delta 98,standard,jamie.richter098@example.com,1097.0,active,2026-09-11T04:29:00Z
id-00099,compan-00099,Timo,Frank,Bravo violet 99,open,alex.meyer099@example.com,1098.0,active,2026-05-07T08:02:00Z
id-00100,compan-00100,Blair,Arnold,Zephyr delta 100,closed,quinn.lorenz100@example.com,1099.0,active,2026-10-13T02:20:00Z
