id,employee_id,job_title,rate,payment_unit,flsa_status,effective_date
id-00026,employ-00026,Pine orbit 26,1025.0,zephyr-26,standard,2026-06-28T20:53:00Z
id-00027,employ-00027,Willow coral 27,1026.0,frost-27,pending,2026-04-02T17:51:00Z
id-00028,employ-00028,Summit river 28,1027.0,willow-28,standard,2026-09-08T23:57:00Z
id-00029,employ-00029,Zephyr umber 29,1028.0,ember-29,standard,2026-06-05T05:02:00Z
id-00030,employ-00030,Tidal river 30,1029.0,frost-30,general,2026-03-17T19:09:00Z
id-00031,employ-00031,Quartz umber 31,1030.0,kelp-31,standard,2026-04-13T20:40:00Z
id-00032,employ-00032,Ember umber 32,1031.0,pine-32,closed,2026-01-02T04:43:00Z
id-00033,employ-00033,Meadow jade 33,1032.0,river-33,general,2026-12-25T07:49:00Z
id-00034,employ-00034,Orbit summit 34,1033.0,orbit-34,open,2026-04-01T15:30:00Z
id-00035,employ-00035,Cedar quartz 35,1034.0,kelp-35,standard,2026-06-12T00:15:00Z
id-00036,employ-00036,Harbor kelp 36,1035.0,ember-36,standard,2026-06-16T18:36:00Z
id-00037,employ-00037,Bravo pine 37,1036.0,zephyr-37,open,2026-04-17T16:48:00Z
id-00038,employ-00038,Pine orbit 38,1037.0,ember-38,pending,2026-11-21T21:31:00Z
id-00039,employ-00039,Cedar delta 39,1038.0,kelp-39,closed,2026-04-06T06:46:00Z
id-00040,employ-00040,Meadow summit 40,1039.0,umber-40,general,2026-09-06T05:32:00Z
id-00041,employ-00041,Willow violet 41,1040.0,ember-41,closed,2026-06-05T22:01:00Z
id-00042,employ-00042,Tidal orbit 42,1041.0,ember-42,general,2026-05-12T14:37:00Z
id-00043,employ-00043,Iris bravo 43,1042.0,summit-43,pending,2026-12-26T02:21:00Z
id-00044,employ-00044,Meadow orbit 44,1043.0,ember-44,standard,2026-04-15T02:08:00Z
id-00045,employ-00045,Grove river 45,1044.0,bravo-45,pending,2026-03-18T07:55:00Z
id-00046,employ-00046,Willow orbit 46,1045.0,iris-46,active,2026-06-27T20:51:00Z
id-00047,employ-00047,Meadow violet 47,1046.0,iris-47,open,2026-04-27T20:21:00Z
id-00048,employ-00048,Summit zephyr 48,1047.0,frost-48,closed,2026-04-13T21:24:00Z
id-00049,employ-00049,Delta willow 49,1048.0,delta-49,active,2026-03-20T19:38:00Z
id-00050,employ-00050,Quartz zephyr 50,1049.0,ember-50,pending,2026-11-13T20:14:00Z
id-00051,employ-00051,Quartz zephyr 51,1050.0,kelp-51,open,2026-03-05T05:57:00Z
id-00052,employ-00052,Quartz delta 52,1051.0,jade-52,open,2026-02-17T22:14:00Z
id-00053,employ-00053,River cedar 53,1052.0,iris-53,general,2026-06-10T13:21:00Z
id-00054,employ-00054,Tidal umber 54,1053.0,umber-54,pending,2026-09-21T17:37:00Z
id-00055,employ-00055,Summit pine 55,1054.0,willow-55,closed,2026-07-28T11:45:00Z
id-00056,employ-00056,Willow harbor 56,1055.0,kelp-56,closed,2026-07-11T07:37:00Z
id-00057,employ-00057,Alpha jade 57,1056.0,willow-57,closed,2026-01-05T06:20:00Z
id-00058,employ-00058,Willow orbit 58,1057.0,pine-58,pending,2026-02-18T04:10:00Z
id-00059,employ-00059,Tidal grove 59,1058.0,grove-59,active,2026-10-04T09:03:00Z
id-00060,employ-00060,Zephyr iris 60,1059.0,jade-60,open,2026-05-06T22:40:00Z
id-00061,employ-00061,Tidal umber 61,1060.0,pine-61,open,2026-04-23T06:46:00Z
id-00062,employ-00062,Meadow summit 62,1061.0,ember-62,open,2026-09-09T10:04:00Z
id-00063,employ-00063,Pine orbit 63,1062.0,zephyr-63,open,2026-12-23T01:38:00Z
id-00064,employ-00064,Umber frost 64,1063.0,iris-64,closed,2026-05-18T20:20:00Z
id-00065,employ-00065,Frost bravo 65,1064.0,coral-65,standard,2026-03-01T00:10:00Z
id-00066,employ-00066,Willow zephyr 66,1065.0,iris-66,general,2026-12-26T10:06:00Z
id-00067,employ-00067,Kelp pine 67,1066.0,cedar-67,standard,2026-03-17T20:21:00Z
id-00068,employ-00068,Delta river 68,1067.0,ember-68,pending,2026-12-10T03:23:00Z
id-00069,employ-00069,Willow jade 69,1068.0,violet-69,closed,2026-01-25T22:16:00Z
id-00070,employ-00070,Frost delta 70,1069.0,zephyr-70,open,2026-11-02T18:33:00Z
id-00071,employ-00071,Cedar jade 71,1070.0,willow-71,active,2026-10-22T11:21:00Z
id-00072,employ-00072,Zephyr ember 72,1071.0,ember-72,pending,2026-09-21T19:13:00Z
id-00073,employ-00073,Orbit grove 73,1072.0,kelp-73,standard,2026-04-01T06:05:00Z
id-00074,employ-00074,Orbit delta 74,1073.0,quartz-74,general,2026-02-15T14:17:00Z
id-00075,employ-00075,Violet umber 75,1074.0,haze-75,closed,2026-11-05T21:57:00Z
id-00076,employ-00076,Delta umber 76,1075.0,umber-76,pending,2026-02-28T21:25:00Z
id-00077,employ-00077,Violet bravo 77,1076.0,pine-77,active,2026-02-20T20:44:00Z
id-00078,employ-00078,Frost meadow 78,1077.0,pine-78,open,2026-08-10T08:27:00Z
id-00079,employ-00079,Grove zephyr 79,1078.0,delta-79,open,2026-07-02T03:20:00Z
id-00080,employ-00080,Harbor coral 80,1079.0,jade-80,general,2026-05-09T11:03:00Z
id-00081,employ-00081,Meadow tidal 81,1080.0,frost-81,open,2026-03-02T21:41:00Z
id-00082,employ-00082,Jade summit 82,1081.0,quartz-82,general,2026-05-02T17:52:00Z
id-00083,employ-00083,Frost delta 83,1082.0,summit-83,active,2026-01-26T03:39:00Z
id-00084,employ-00084,Ember cedar 84,1083.0,alpha-84,standard,2026-10-04T20:11:00Z
id-00085,employ-00085,Alpha harbor 85,1084.0,willow-85,general,2026-08-23T01:33:00Z
id-00086,employ-00086,Orbit willow 86,1085.0,haze-86,standard,2026-05-01T19:09:00Z
id-00087,employ-00087,Coral coral 87,1086.0,violet-87,standard,2026-11-01T09:57:00Z
id-00088,employ-00088,Violet coral 88,1087.0,jade-88,closed,2026-01-11T22:44:00Z
id-00089,employ-00089,Jade violet 89,1088.0,tidal-89,pending,2026-07-03T05:16:00Z
id-00090,employ-00090,Umber river 90,1089.0,ember-90,general,2026-03-15T18:02:00Z
id-00091,employ-00091,Coral umber 91,1090.0,coral-91,closed,2026-06-09T10:20:00Z
id-00092,employ-00092,Haze quartz 92,1091.0,zephyr-92,closed,2026-06-02T22:54:00Z
id-00093,employ-00093,Violet umber 93,1092.0,pine-93,closed,2026-01-05T06:19:00Z
id-00094,employ-00094,Frost bravo 94,1093.0,ember-94,general,2026-04-13T23:47:00Z
id-00095,employ-00095,River frost 95,1094.0,tidal-95,active,2026-02-18T18:02:00Z
id-00096,employ-00096,Iris harbor 96,1095.0,violet-96,standard,2026-05-19T00:08:00Z
id-00097,employ-00097,Violet iris 97,1096.0,willow-97,pending,2026-01-13T14:03:00Z
id-00098,employ-00098,Grove kelp 98,1097.0,jade-98,general,2026-10-10T12:06:00Z
id-00099,employ-00099,Tidal alpha 99,1098.0,bravo-99,general,2026-07-28T18:43:00Z
id-00100,employ-00100,Violet willow 100,1099.0,orbit-100,open,2026-04-28T08:50:00Z
