id,employee_id,job_title,rate,payment_unit,flsa_status,effective_date
8139,1140,Athletics Coordinator,80000,Year,Exempt,2012-05-13
8140,1141,English Teacher,68000,Year,Exempt,2022-08-13
8141,1142,Maintenance Technician,52000,Year,Exempt,2023-08-01
8142,1143,Athletics Coordinator,86000,Year,Exempt,2018-01-04
8143,1144,Guidance Counsellor,86000,Year,Exempt,2020-07-01
8144,1145,Education Assistant,54000,Year,Exempt,2023-12-25
8145,1146,Visual Arts Teacher,68000,Year,Exempt,2026-04-13
8146,1147,Guidance Counsellor,80000,Year,Exempt,2026-06-16
8147,1148,French Teacher,64000,Year,Exempt,2014-09-25
8148,1149,English Teacher,68000,Year,Exempt,2011-01-28
8149,1150,Visual Arts Teacher,66000,Year,Exempt,2019-11-13
8150,1151,French Teacher,68000,Year,Exempt,2014-08-14
8151,1152,Education Assistant,50000,Year,Exempt,2016-08-08
8152,1153,Guidance Counsellor,80000,Year,Exempt,2016-02-21
8153,1154,Numeracy Lead Teacher,96000,Year,Exempt,2019-09-24
8154,1155,Athletics Coordinator,84000,Year,Exempt,2012-06-13
8155,1156,Science Teacher,72000,Year,Exempt,2021-06-11
8156,1157,English Teacher,68000,Year,Exempt,2018-01-14
8157,1158,History Teacher,84000,Year,Exempt,2018-04-01
8158,1159,Attendance Secretary,52000,Year,Exempt,2012-09-04
8159,1160,Guidance Counsellor,82000,Year,Exempt,2023-03-15
8160,1161,Maintenance Technician,58000,Year,Exempt,2026-05-14
8161,1162,Computer Studies Teacher,100000,Year,Exempt,2023-05-06
8162,1163,Numeracy Lead Teacher,96000,Year,Exempt,2012-05-24
8163,1164,Attendance Secretary,52000,Year,Exempt,2026-07-20
8164,1165,Guidance Counsellor,84000,Year,Exempt,2012-12-08
8165,1166,Guidance Counsellor,86000,Year,Exempt,2011-05-08
8166,1167,Science Teacher,70000,Year,Exempt,2018-05-13
8167,1168,Attendance Secretary,54000,Year,Exempt,2015-11-28
8168,1169,English Teacher,68000,Year,Exempt,2018-09-12
8169,1170,Visual Arts Teacher,68000,Year,Exempt,2016-12-13
8170,1171,Guidance Counsellor,84000,Year,Exempt,2026-03-12
8171,1172,Computer Studies Teacher,100000,Year,Exempt,2021-06-23
8172,1173,Attendance Secretary,50000,Year,Exempt,2021-11-15
8173,1174,Science Teacher,72000,Year,Exempt,2014-10-18
8174,1175,Attendance Secretary,54000,Year,Exempt,2022-10-25
8175,1176,Visual Arts Teacher,64000,Year,Exempt,2024-12-11
8176,1177,English Teacher,72000,Year,Exempt,2022-01-02
8177,1178,English Teacher,68000,Year,Exempt,2018-05-09
8178,1179,French Teacher,64000,Year,Exempt,2024-11-28
8179,1180,Athletics Coordinator,86000,Year,Exempt,2017-09-12
8180,1181,Education Assistant,54000,Year,Exempt,2018-02-28
8181,1182,Maintenance Technician,54000,Year,Exempt,2024-12-03
8182,1183,English Teacher,72000,Year,Exempt,2015-03-22
8183,1184,Guidance Counsellor,84000,Year,Exempt,2024-12-19
8184,1185,Science Teacher,68000,Year,Exempt,2025-01-14
8185,1186,Numeracy Lead Teacher,94000,Year,Exempt,2025-10-09
8186,1187,Guidance Counsellor,84000,Year,Exempt,2016-08-04
8187,1188,Science Teacher,70000,Year,Exempt,2013-01-18
8188,1189,Education Assistant,54000,Year,Exempt,2024-06-20
8189,1190,English Teacher,66000,Year,Exempt,2020-10-28
8190,1191,Attendance Secretary,50000,Year,Exempt,2016-04-22
8191,1192,Computer Studies Teacher,92000,Year,Exempt,2023-08-02
8192,1193,Guidance Counsellor,84000,Year,Exempt,2014-02-06
8193,1194,Computer Studies Teacher,96000,Year,Exempt,2021-12-12
8194,1195,Science Teacher,70000,Year,Exempt,2022-07-15
8195,1196,Education Assistant,50000,Year,Exempt,2011-05-21
8196,1197,Visual Arts Teacher,66000,Year,Exempt,2017-02-18
8197,1198,English Teacher,66000,Year,Exempt,2026-02-21
8198,1199,Athletics Coordinator,84000,Year,Exempt,2011-12-25
8199,1200,Maintenance Technician,54000,Year,Exempt,2017-09-07
8200,1201,Attendance Secretary,54000,Year,Exempt,2016-11-11
8201,1202,Guidance Counsellor,84000,Year,Exempt,2018-12-01
8202,1203,Attendance Secretary,54000,Year,Exempt,2020-04-27
8203,1204,Visual Arts Teacher,70000,Year,Exempt,2021-01-26
8204,1205,English Teacher,68000,Year,Exempt,2026-02-03
8205,1206,Visual Arts Teacher,66000,Year,Exempt,2019-12-19
8206,1207,Attendance Secretary,54000,Year,Exempt,2016-05-13
8207,1208,Maintenance Technician,52000,Year,Exempt,2017-05-12
8208,1209,English Teacher,68000,Year,Exempt,2021-09-22
8209,1210,Numeracy Lead Teacher,94000,Year,Exempt,2012-09-26
8210,1211,Guidance Counsellor,86000,Year,Exempt,2023-02-09
8211,1212,Computer Studies Teacher,96000,Year,Exempt,2022-12-21
8212,1213,Visual Arts Teacher,70000,Year,Exempt,2025-07-28
8213,1214,English Teacher,70000,Year,Exempt,2013-02-24
8214,1215,History Teacher,88000,Year,Exempt,2019-09-09
8215,1216,Guidance Counsellor,88000,Year,Exempt,2016-02-16
8216,1217,Education Assistant,54000,Year,Exempt,2014-12-11
8217,1218,Athletics Coordinator,84000,Year,Exempt,2025-09-15
8218,1219,Numeracy Lead Teacher,94000,Year,Exempt,2022-07-03
8219,1220,English Teacher,68000,Year,Exempt,2013-04-25
8220,1221,Science Teacher,72000,Year,Exempt,2014-04-04
8221,1222,Computer Studies Teacher,94000,Year,Exempt,2023-11-24
8222,1223,Computer Studies Teacher,96000,Year,Exempt,2012-09-28
8223,1224,English Teacher,72000,Year,Exempt,2023-11-03
8224,1225,Science Teacher,72000,Year,Exempt,2015-09-01
8225,1226,English Teacher,70000,Year,Exempt,2011-02-05
8226,1227,English Teacher,68000,Year,Exempt,2013-06-05
8227,1228,French Teacher,68000,Year,Exempt,2018-06-16
8228,1229,Maintenance Technician,54000,Year,Exempt,2020-03-13
8229,1230,Attendance Secretary,54000,Year,Exempt,2016-01-25
8230,1231,Attendance Secretary,56000,Year,Exempt,2021-04-27
8231,1232,French Teacher,70000,Year,Exempt,2025-09-14
8232,1233,Attendance Secretary,54000,Year,Exempt,2026-12-01
8233,1234,English Teacher,72000,Year,Exempt,2026-07-23
8234,1235,French Teacher,66000,Year,Exempt,2015-05-26
8235,1236,Numeracy Lead Teacher,96000,Year,Exempt,2012-02-10
8236,1237,Visual Arts Teacher,64000,Year,Exempt,2025-11-26
8237,1238,French Teacher,70000,Year,Exempt,2020-11-24
8238,1239,Numeracy Lead Teacher,96000,Year,Exempt,2013-01-06
8239,1240,French Teacher,68000,Year,Exempt,2026-11-20
8240,1241,Guidance Counsellor,80000,Year,Exempt,2013-02-09
8241,1242,Guidance Counsellor,84000,Year,Exempt,2013-10-19
8242,1243,Attendance Secretary,50000,Year,Exempt,2018-09-07
8243,1244,Numeracy Lead Teacher,100000,Year,Exempt,2017-04-21
8244,1245,Guidance Counsellor,80000,Year,Exempt,2011-01-20
8245,1246,Attendance Secretary,52000,Year,Exempt,2023-11-23
8246,1247,English Teacher,66000,Year,Exempt,2020-12-14
8247,1248,Numeracy Lead Teacher,100000,Year,Exempt,2018-10-24
8248,1249,Science Teacher,74000,Year,Exempt,2022-02-02
8249,1250,Science Teacher,70000,Year,Exempt,2014-06-02
8250,1251,Visual Arts Teacher,68000,Year,Exempt,2014-07-24
8251,1252,Athletics Coordinator,80000,Year,Exempt,2013-09-16
8252,1253,Education Assistant,54000,Year,Exempt,2013-09-10
8253,1254,Athletics Coordinator,82000,Year,Exempt,2011-12-21
8254,1255,Computer Studies Teacher,96000,Year,Exempt,2012-06-06
8255,1256,English Teacher,68000,Year,Exempt,2020-12-06
8256,1257,Numeracy Lead Teacher,94000,Year,Exempt,2019-06-13
8257,1258,Numeracy Lead Teacher,96000,Year,Exempt,2025-05-10
8258,1259,Education Assistant,54000,Year,Exempt,2017-12-03
8259,1260,Numeracy Lead Teacher,98000,Year,Exempt,2024-03-28
8260,1261,Attendance Secretary,54000,Year,Exempt,2013-10-01
8261,1262,Visual Arts Teacher,70000,Year,Exempt,2012-12-19
8262,1263,Science Teacher,68000,Year,Exempt,2022-07-21
8263,1264,Numeracy Lead Teacher,100000,Year,Exempt,2014-12-25
8264,1265,Numeracy Lead Teacher,96000,Year,Exempt,2026-06-27
8265,1266,Education Assistant,54000,Year,Exempt,2025-10-19
8266,1267,Maintenance Technician,58000,Year,Exempt,2018-05-06
8267,1268,Attendance Secretary,52000,Year,Exempt,2024-10-14
8268,1269,Athletics Coordinator,88000,Year,Exempt,2022-07-17
8269,1270,Numeracy Lead Teacher,96000,Year,Exempt,2012-06-17
8270,1271,French Teacher,68000,Year,Exempt,2016-02-16
8271,1272,English Teacher,70000,Year,Exempt,2017-05-26
8272,1273,Guidance Counsellor,80000,Year,Exempt,2017-09-05
8273,1274,Computer Studies Teacher,96000,Year,Exempt,2022-07-18
8274,1275,Visual Arts Teacher,70000,Year,Exempt,2020-06-21
8275,1276,History Teacher,84000,Year,Exempt,2016-08-12
8276,1277,Maintenance Technician,52000,Year,Exempt,2020-12-22
8277,1278,Science Teacher,70000,Year,Exempt,2016-07-08
8278,1279,Guidance Counsellor,86000,Year,Exempt,2024-10-26
8279,1280,Guidance Counsellor,88000,Year,Exempt,2017-02-18
8280,1281,Science Teacher,72000,Year,Exempt,2017-07-07
8281,1282,Attendance Secretary,54000,Year,Exempt,2023-03-08
8282,1283,Numeracy Lead Teacher,96000,Year,Exempt,2011-11-08
8283,1284,French Teacher,70000,Year,Exempt,2011-04-06
8284,1285,English Teacher,70000,Year,Exempt,2026-07-28
8285,1286,Numeracy Lead Teacher,100000,Year,Exempt,2018-08-18
8286,1287,Education Assistant,52000,Year,Exempt,2025-04-15
8287,1288,Athletics Coordinator,88000,Year,Exempt,2015-01-12
8288,1289,Athletics Coordinator,84000,Year,Exempt,2023-07-13
8289,1290,Maintenance Technician,56000,Year,Exempt,2022-03-28
8290,1291,English Teacher,68000,Year,Exempt,2016-10-27
8291,1292,Maintenance Technician,56000,Year,Exempt,2018-05-11
8292,1293,Visual Arts Teacher,70000,Year,Exempt,2015-06-23
8293,1294,Maintenance Technician,54000,Year,Exempt,2016-06-09
8294,1295,Education Assistant,52000,Year,Exempt,2012-08-18
8295,1296,Science Teacher,72000,Year,Exempt,2019-09-26
8296,1297,Attendance Secretary,54000,Year,Exempt,2021-05-17
8297,1298,Guidance Counsellor,84000,Year,Exempt,2019-09-15
8298,1299,Visual Arts Teacher,72000,Year,Exempt,2022-09-13
8299,1300,Science Teacher,72000,Year,Exempt,2012-02-04
8300,1301,French Teacher,64000,Year,Exempt,2025-01-20
8301,1302,English Teacher,68000,Year,Exempt,2015-09-14
8302,1303,Attendance Secretary,54000,Year,Exempt,2018-07-02
8303,1304,Attendance Secretary,54000,Year,Exempt,2013-06-15
8304,1305,Athletics Coordinator,84000,Year,Exempt,2017-06-11
8305,1306,Computer Studies Teacher,96000,Year,Exempt,2012-09-26
8306,1307,Attendance Secretary,50000,Year,Exempt,2014-06-06
8307,1308,English Teacher,68000,Year,Exempt,2012-06-20
8308,1309,Education Assistant,58000,Year,Exempt,2025-01-03
8309,1310,Visual Arts Teacher,72000,Year,Exempt,2019-09-16
8310,1311,Attendance Secretary,50000,Year,Exempt,2015-12-14
8311,1312,Attendance Secretary,54000,Year,Exempt,2020-06-25
8312,1313,Athletics Coordinator,88000,Year,Exempt,2012-06-03
8313,1314,Science Teacher,72000,Year,Exempt,2017-02-26
8314,1315,Numeracy Lead Teacher,92000,Year,Exempt,2022-07-12
8315,1316,Numeracy Lead Teacher,98000,Year,Exempt,2017-07-27
8316,1317,Education Assistant,58000,Year,Exempt,2018-03-01
8317,1318,French Teacher,72000,Year,Exempt,2016-05-16
8318,1319,Visual Arts Teacher,68000,Year,Exempt,2017-11-23
