id,customer,subscription,amount_due,amount_paid,currency,status,number,charge,created,due_date
in_JP0048,cus_N5a7adf9,,200000,0,usd,open,JP-2026-Q3-048,,1783858140,1785067740
in_JP0049,cus_N1dfabd3,,150000,150000,usd,paid,JP-2026-Q3-049,ch_3QZ8oat_001,1785589200,1786798800
in_JP0050,cus_Nc4e04ff,,140000,140000,usd,paid,JP-2026-Q3-050,ch_3QZ8f0072,1785081360,1786290960
in_JP0051,cus_Nd3d24af,,180000,180000,usd,paid,JP-2026-Q3-051,ch_3QZ8f0029,1787861340,1789070940
in_JP0052,cus_Nc4e04ff,,150000,150000,usd,paid,JP-2026-Q3-052,ch_3QZ8f0140,1784674980,1785884580
in_JP0053,cus_N6c3ed52,,300000,300000,usd,paid,JP-2026-Q3-053,ch_3QZ8f0084,1787504640,1788714240
in_JP0054,cus_N1dfabd3,,150000,150000,usd,paid,JP-2026-Q3-054,ch_3QZ8oat_002,1788267600,1789477200
in_JP0055,cus_N2b11f8e,,220000,220000,usd,paid,JP-2026-Q3-055,ch_3QZ8f0125,1784647680,1785857280
in_JP0056,cus_N4cf9367,,60000,0,usd,open,JP-2026-Q3-056,,1783781520,1784991120
in_JP0057,cus_N63884a2,,60000,60000,usd,paid,JP-2026-Q3-057,ch_3QZ8f0155,1784666580,1785876180
in_JP0058,cus_Nd3d24af,,180000,180000,usd,paid,JP-2026-Q3-058,ch_3QZ8f0108,1786744920,1787954520
in_JP0059,cus_Nf07e3df,,120000,120000,usd,paid,JP-2026-Q3-059,ch_3QZ8f0144,1784833800,1786043400
in_JP0060,cus_N5a7adf9,,200000,200000,usd,paid,JP-2026-Q3-060,ch_3QZ8f0065,1789862340,1791071940
