subscriber_id,email,first_name,last_name,signup_date,segment,last_open_date,engagement_score
sub_00024,quinn.rivera023@gmail.com,Quinn,Rivera,2023-10-17,restaurant_lead,2026-07-01,14
sub_00025,reese.park024@gmail.com,Reese,Park,2026-08-10,general,2026-07-28,28
sub_00026,quinn.oh025@gmail.com,Quinn,Oh,2025-01-01,collector_print,2026-09-08,82
sub_00027,kai.park026@gmail.com,Kai,Park,2026-12-14,collector_print,2026-07-13,16
sub_00028,cameron.park027@gmail.com,Cameron,Park,2025-01-02,general,2026-10-03,61
sub_00029,noa.lee028@gmail.com,Noa,Lee,2023-04-04,restaurant_lead,2026-10-24,78
sub_00030,micah.rivera029@gmail.com,Micah,Rivera,2025-12-27,collector_print,2026-07-17,11
sub_00031,tatum.smith030@gmail.com,Tatum,Smith,2026-03-04,collector_print,2026-07-17,3
sub_00032,sage.rivera031@gmail.com,Sage,Rivera,2025-01-22,brand_lead,2026-10-12,71
sub_00033,alex.harris032@gmail.com,Alex,Harris,2023-05-03,general,2026-09-09,8
sub_00034,noa.mendez033@gmail.com,Noa,Mendez,2025-09-04,general,2026-09-13,32
sub_00035,phoenix.davis034@gmail.com,Phoenix,Davis,2026-07-07,general,2026-07-08,2
sub_00036,skylar.harris035@gmail.com,Skylar,Harris,2023-02-19,collector_print,2026-08-26,94
sub_00037,noa.kim036@gmail.com,Noa,Kim,2024-06-05,general,2026-09-13,15
sub_00038,logan.xu037@gmail.com,Logan,Xu,2024-12-07,general,2026-10-09,91
sub_00039,harper.chen038@gmail.com,Harper,Chen,2023-05-05,restaurant_lead,2026-10-25,55
sub_00040,kai.park039@gmail.com,Kai,Park,2026-07-14,collector_print,2026-07-13,85
sub_00041,hayden.rivera040@gmail.com,Hayden,Rivera,2024-12-02,brand_lead,2026-10-12,44
sub_00042,noa.vasquez041@gmail.com,Noa,Vasquez,2024-08-15,brand_lead,2026-09-24,48
sub_00043,finley.harris042@gmail.com,Finley,Harris,2023-08-12,collector_print,2026-07-05,88
sub_00044,blake.park043@gmail.com,Blake,Park,2024-03-27,restaurant_lead,2026-09-18,51
sub_00045,morgan.ford044@gmail.com,Morgan,Ford,2023-03-05,brand_lead,2026-09-09,37
sub_00046,lee.uribe045@gmail.com,Lee,Uribe,2024-09-06,collector_print,2026-07-20,91
sub_00047,hayden.yamamoto046@gmail.com,Hayden,Yamamoto,2025-12-18,restaurant_lead,2026-09-14,22
sub_00048,morgan.davis047@gmail.com,Morgan,Davis,2025-07-03,restaurant_lead,2026-07-13,62
sub_00049,phoenix.brown048@gmail.com,Phoenix,Brown,2024-05-23,brand_lead,2026-08-28,0
sub_00050,emerson.xu049@gmail.com,Emerson,Xu,2025-07-23,general,2026-09-25,72
sub_00051,sage.quinn050@gmail.com,Sage,Quinn,2025-07-20,restaurant_lead,2026-07-14,91
sub_00052,morgan.uribe051@gmail.com,Morgan,Uribe,2023-09-28,restaurant_lead,2026-08-09,27
sub_00053,tatum.xu052@gmail.com,Tatum,Xu,2024-12-23,general,2026-09-24,27
sub_00054,quinn.quinn053@gmail.com,Quinn,Quinn,2023-04-14,restaurant_lead,2026-08-23,29
sub_00055,logan.garcia054@gmail.com,Logan,Garcia,2024-07-25,restaurant_lead,2026-09-19,17
sub_00056,micah.wong055@gmail.com,Micah,Wong,2024-05-08,general,2026-08-24,64
sub_00057,kai.brown056@gmail.com,Kai,Brown,2025-07-28,brand_lead,2026-07-01,34
sub_00058,skylar.brown057@gmail.com,Skylar,Brown,2026-03-16,brand_lead,2026-07-23,7
sub_00059,skylar.zhang058@gmail.com,Skylar,Zhang,2025-12-26,restaurant_lead,2026-09-07,10
sub_00060,hayden.evans059@gmail.com,Hayden,Evans,2026-03-23,brand_lead,2026-07-16,49
sub_00061,avery.lee060@gmail.com,Avery,Lee,2023-02-17,collector_print,2026-08-06,4
sub_00062,harper.yamamoto061@gmail.com,Harper,Yamamoto,2023-03-20,restaurant_lead,2026-09-16,60
sub_00063,casey.nguyen062@gmail.com,Casey,Nguyen,2026-04-09,restaurant_lead,2026-10-11,97
sub_00064,kai.wong063@gmail.com,Kai,Wong,2023-11-05,brand_lead,2026-07-20,6
sub_00065,micah.adams064@gmail.com,Micah,Adams,2025-09-28,restaurant_lead,2026-07-21,98
sub_00066,noa.jones065@gmail.com,Noa,Jones,2025-10-06,restaurant_lead,2026-10-15,51
sub_00067,lee.kim066@gmail.com,Lee,Kim,2025-12-04,general,2026-08-14,60
sub_00068,dakota.xu067@gmail.com,Dakota,Xu,2024-05-10,restaurant_lead,2026-07-25,8
sub_00069,drew.brown068@gmail.com,Drew,Brown,2025-01-16,brand_lead,2026-09-16,5
sub_00070,alex.lee069@gmail.com,Alex,Lee,2024-01-18,collector_print,2026-07-16,22
sub_00071,noa.jones070@gmail.com,Noa,Jones,2024-09-12,brand_lead,2026-07-26,96
sub_00072,micah.rivera071@gmail.com,Micah,Rivera,2023-12-18,general,2026-07-24,60
sub_00073,hayden.xu072@gmail.com,Hayden,Xu,2026-03-08,collector_print,2026-10-01,55
sub_00074,hayden.oh073@gmail.com,Hayden,Oh,2023-02-17,collector_print,2026-10-28,65
sub_00075,jordan.garcia074@gmail.com,Jordan,Garcia,2024-09-03,general,2026-07-16,75
sub_00076,reese.tanaka075@gmail.com,Reese,Tanaka,2024-09-04,brand_lead,2026-09-28,96
sub_00077,hayden.vasquez076@gmail.com,Hayden,Vasquez,2025-08-04,general,2026-09-06,22
sub_00078,dakota.evans077@gmail.com,Dakota,Evans,2026-12-24,general,2026-08-04,84
sub_00079,lee.park078@gmail.com,Lee,Park,2024-09-10,restaurant_lead,2026-10-21,8
sub_00080,reese.garcia079@gmail.com,Reese,Garcia,2024-01-16,brand_lead,2026-09-09,70
sub_00081,reese.smith080@gmail.com,Reese,Smith,2024-02-21,collector_print,2026-08-12,68
sub_00082,casey.lee081@gmail.com,Casey,Lee,2026-10-17,brand_lead,2026-10-19,10
sub_00083,casey.jones082@gmail.com,Casey,Jones,2026-05-07,restaurant_lead,2026-09-24,50
sub_00084,lee.uribe083@gmail.com,Lee,Uribe,2026-12-09,brand_lead,2026-07-06,74
sub_00085,quinn.yamamoto084@gmail.com,Quinn,Yamamoto,2023-02-25,collector_print,2026-10-26,96
sub_00086,jordan.tanaka085@gmail.com,Jordan,Tanaka,2024-07-06,collector_print,2026-07-06,65
sub_00087,finley.yamamoto086@gmail.com,Finley,Yamamoto,2024-02-22,collector_print,2026-08-08,63
sub_00088,jordan.nguyen087@gmail.com,Jordan,Nguyen,2023-01-03,brand_lead,2026-10-03,98
sub_00089,blake.tanaka088@gmail.com,Blake,Tanaka,2023-06-22,brand_lead,2026-09-28,39
sub_00090,noa.xu089@gmail.com,Noa,Xu,2024-10-06,brand_lead,2026-09-21,43
sub_00091,lee.chen090@gmail.com,Lee,Chen,2024-08-09,collector_print,2026-07-11,9
sub_00092,quinn.garcia091@gmail.com,Quinn,Garcia,2024-04-03,general,2026-08-26,99
sub_00093,alex.iyer092@gmail.com,Alex,Iyer,2024-02-10,collector_print,2026-09-14,92
sub_00094,phoenix.tanaka093@gmail.com,Phoenix,Tanaka,2024-01-08,restaurant_lead,2026-07-28,99
sub_00095,logan.uribe094@gmail.com,Logan,Uribe,2023-11-13,collector_print,2026-10-08,17
sub_00096,jordan.wong095@gmail.com,Jordan,Wong,2026-11-10,general,2026-08-05,42
sub_00097,logan.xu096@gmail.com,Logan,Xu,2025-02-12,restaurant_lead,2026-07-10,48
sub_00098,blake.wong097@gmail.com,Blake,Wong,2026-11-25,restaurant_lead,2026-09-14,70
sub_00099,sage.park098@gmail.com,Sage,Park,2024-04-21,brand_lead,2026-10-19,84
sub_00100,skylar.nguyen099@gmail.com,Skylar,Nguyen,2025-11-12,restaurant_lead,2026-08-27,5
sub_00101,casey.brown100@gmail.com,Casey,Brown,2025-06-10,collector_print,2026-08-13,1
sub_00102,harper.rivera101@gmail.com,Harper,Rivera,2023-10-05,general,2026-07-21,52
sub_00103,dakota.tanaka102@gmail.com,Dakota,Tanaka,2024-08-09,collector_print,2026-07-11,2
sub_00104,logan.davis103@gmail.com,Logan,Davis,2024-12-27,collector_print,2026-10-24,93
sub_00105,lee.nguyen104@gmail.com,Lee,Nguyen,2024-03-22,collector_print,2026-09-24,6
sub_00106,casey.zhang105@gmail.com,Casey,Zhang,2024-06-10,brand_lead,2026-09-19,21
sub_00107,kai.mendez106@gmail.com,Kai,Mendez,2024-12-06,general,2026-07-07,37
sub_00108,skylar.oh107@gmail.com,Skylar,Oh,2025-07-07,collector_print,2026-09-18,28
sub_00109,noa.harris108@gmail.com,Noa,Harris,2026-08-20,collector_print,2026-08-25,81
sub_00110,dakota.davis109@gmail.com,Dakota,Davis,2026-10-11,collector_print,2026-09-10,40
sub_00111,cameron.uribe110@gmail.com,Cameron,Uribe,2025-01-28,restaurant_lead,2026-10-19,65
sub_00112,drew.evans111@gmail.com,Drew,Evans,2026-10-12,brand_lead,2026-09-09,21
sub_00113,hayden.oh112@gmail.com,Hayden,Oh,2023-10-12,restaurant_lead,2026-10-25,31
sub_00114,quinn.xu113@gmail.com,Quinn,Xu,2025-07-07,general,2026-07-11,59
sub_00115,river.lee114@gmail.com,River,Lee,2026-02-13,brand_lead,2026-08-05,71
sub_00116,kai.evans115@gmail.com,Kai,Evans,2024-04-02,restaurant_lead,2026-07-09,92
sub_00117,hayden.tanaka116@gmail.com,Hayden,Tanaka,2023-07-17,restaurant_lead,2026-10-15,9
sub_00118,harper.xu117@gmail.com,Harper,Xu,2023-06-23,collector_print,2026-09-16,38
sub_00119,avery.xu118@gmail.com,Avery,Xu,2025-10-21,brand_lead,2026-08-17,2
sub_00120,river.mendez119@gmail.com,River,Mendez,2023-03-07,restaurant_lead,2026-09-18,65
sub_00121,emerson.lee120@gmail.com,Emerson,Lee,2024-08-22,restaurant_lead,2026-10-17,24
sub_00122,skylar.tanaka121@gmail.com,Skylar,Tanaka,2024-04-19,general,2026-10-14,83
sub_00123,micah.harris122@gmail.com,Micah,Harris,2026-12-07,restaurant_lead,2026-08-04,72
sub_00124,emerson.iyer123@gmail.com,Emerson,Iyer,2025-08-25,brand_lead,2026-08-08,16
sub_00125,alex.garcia124@gmail.com,Alex,Garcia,2023-07-01,brand_lead,2026-09-11,15
sub_00126,alex.smith125@gmail.com,Alex,Smith,2026-07-21,restaurant_lead,2026-08-26,7
sub_00127,alex.xu126@gmail.com,Alex,Xu,2023-03-09,collector_print,2026-09-04,58
sub_00128,alex.iyer127@gmail.com,Alex,Iyer,2025-09-21,restaurant_lead,2026-10-06,86
sub_00129,logan.vasquez128@gmail.com,Logan,Vasquez,2024-02-07,general,2026-09-06,74
sub_00130,reese.park129@gmail.com,Reese,Park,2025-06-10,restaurant_lead,2026-10-07,14
sub_00131,drew.brown130@gmail.com,Drew,Brown,2024-08-24,collector_print,2026-09-10,29
sub_00132,jordan.oh131@gmail.com,Jordan,Oh,2024-09-02,general,2026-09-11,62
sub_00133,noa.park132@gmail.com,Noa,Park,2026-09-06,restaurant_lead,2026-08-03,21
sub_00134,reese.evans133@gmail.com,Reese,Evans,2025-01-24,brand_lead,2026-08-19,73
sub_00135,finley.brown134@gmail.com,Finley,Brown,2025-12-01,collector_print,2026-09-13,0
sub_00136,alex.zhang135@gmail.com,Alex,Zhang,2025-01-05,collector_print,2026-08-15,1
sub_00137,blake.rivera136@gmail.com,Blake,Rivera,2025-09-02,general,2026-09-10,20
sub_00138,tatum.oh137@gmail.com,Tatum,Oh,2026-03-03,brand_lead,2026-10-01,68
sub_00139,blake.nguyen138@gmail.com,Blake,Nguyen,2025-01-24,brand_lead,2026-09-01,39
sub_00140,casey.chen139@gmail.com,Casey,Chen,2023-11-06,general,2026-08-15,94
sub_00141,blake.zhang140@gmail.com,Blake,Zhang,2025-06-08,collector_print,2026-10-11,68
sub_00142,river.ford141@gmail.com,River,Ford,2024-07-07,restaurant_lead,2026-10-14,20
sub_00143,blake.kim142@gmail.com,Blake,Kim,2024-07-08,brand_lead,2026-07-18,9
sub_00144,morgan.wong143@gmail.com,Morgan,Wong,2025-06-05,general,2026-09-20,11
sub_00145,river.jones144@gmail.com,River,Jones,2025-12-16,brand_lead,2026-10-28,98
sub_00146,tatum.ford145@gmail.com,Tatum,Ford,2024-10-19,general,2026-09-28,73
sub_00147,drew.uribe146@gmail.com,Drew,Uribe,2025-04-11,restaurant_lead,2026-09-09,86
sub_00148,drew.park147@gmail.com,Drew,Park,2024-04-19,general,2026-09-13,67
sub_00149,emerson.vasquez148@gmail.com,Emerson,Vasquez,2024-01-05,brand_lead,2026-08-06,3
sub_00150,phoenix.adams149@gmail.com,Phoenix,Adams,2024-09-09,collector_print,2026-09-02,47
sub_00151,drew.oh150@gmail.com,Drew,Oh,2026-07-03,general,2026-10-25,53
sub_00152,emerson.chen151@gmail.com,Emerson,Chen,2026-07-03,collector_print,2026-08-23,23
sub_00153,dakota.rivera152@gmail.com,Dakota,Rivera,2025-03-26,collector_print,2026-08-16,32
sub_00154,emerson.garcia153@gmail.com,Emerson,Garcia,2025-04-09,brand_lead,2026-09-06,35
sub_00155,phoenix.tanaka154@gmail.com,Phoenix,Tanaka,2023-04-12,general,2026-09-13,83
sub_00156,lee.iyer155@gmail.com,Lee,Iyer,2024-03-02,brand_lead,2026-07-08,66
sub_00157,noa.rivera156@gmail.com,Noa,Rivera,2023-01-27,general,2026-08-09,46
sub_00158,harper.xu157@gmail.com,Harper,Xu,2025-09-21,brand_lead,2026-10-27,53
sub_00159,hayden.tanaka158@gmail.com,Hayden,Tanaka,2023-10-15,collector_print,2026-08-11,42
sub_00160,logan.chen159@gmail.com,Logan,Chen,2026-06-16,general,2026-08-16,58
sub_00161,lee.iyer160@gmail.com,Lee,Iyer,2024-02-18,collector_print,2026-07-27,7
sub_00162,phoenix.harris161@gmail.com,Phoenix,Harris,2026-09-28,brand_lead,2026-10-24,40
sub_00163,alex.jones162@gmail.com,Alex,Jones,2024-06-21,general,2026-08-27,12
sub_00164,phoenix.mendez163@gmail.com,Phoenix,Mendez,2024-06-26,restaurant_lead,2026-07-24,86
sub_00165,tatum.vasquez164@gmail.com,Tatum,Vasquez,2026-06-21,collector_print,2026-10-27,19
sub_00166,micah.vasquez165@gmail.com,Micah,Vasquez,2026-06-15,general,2026-10-28,64
sub_00167,tatum.davis166@gmail.com,Tatum,Davis,2024-06-07,brand_lead,2026-07-20,0
sub_00168,casey.chen167@gmail.com,Casey,Chen,2026-11-25,brand_lead,2026-10-01,62
sub_00169,finley.brown168@gmail.com,Finley,Brown,2024-07-27,restaurant_lead,2026-10-01,54
sub_00170,hayden.nguyen169@gmail.com,Hayden,Nguyen,2024-10-05,collector_print,2026-08-13,34
sub_00171,kai.adams170@gmail.com,Kai,Adams,2023-07-10,collector_print,2026-09-24,65
sub_00172,phoenix.nguyen171@gmail.com,Phoenix,Nguyen,2024-11-09,collector_print,2026-08-28,6
sub_00173,noa.wong172@gmail.com,Noa,Wong,2025-04-06,brand_lead,2026-10-08,50
sub_00174,sage.quinn173@gmail.com,Sage,Quinn,2025-10-04,brand_lead,2026-07-21,32
sub_00175,phoenix.yamamoto174@gmail.com,Phoenix,Yamamoto,2023-12-18,restaurant_lead,2026-09-09,73
sub_00176,phoenix.quinn175@gmail.com,Phoenix,Quinn,2025-11-09,general,2026-09-03,89
sub_00177,drew.brown176@gmail.com,Drew,Brown,2023-11-01,general,2026-10-17,50
sub_00178,avery.smith177@gmail.com,Avery,Smith,2025-04-02,general,2026-07-28,24
sub_00179,harper.evans178@gmail.com,Harper,Evans,2026-03-23,brand_lead,2026-07-07,78
sub_00180,finley.adams179@gmail.com,Finley,Adams,2023-10-05,general,2026-08-03,84
sub_00181,noa.harris180@gmail.com,Noa,Harris,2025-11-09,general,2026-09-01,30
sub_00182,sage.xu181@gmail.com,Sage,Xu,2025-12-25,collector_print,2026-09-03,51
sub_00183,hayden.nguyen182@gmail.com,Hayden,Nguyen,2026-12-12,collector_print,2026-08-24,13
sub_00184,quinn.park183@gmail.com,Quinn,Park,2026-01-07,general,2026-07-12,24
sub_00185,sage.rivera184@gmail.com,Sage,Rivera,2023-02-23,collector_print,2026-07-21,60
sub_00186,jordan.xu185@gmail.com,Jordan,Xu,2023-10-16,collector_print,2026-07-06,91
sub_00187,sage.garcia186@gmail.com,Sage,Garcia,2026-09-16,general,2026-10-14,40
sub_00188,reese.uribe187@gmail.com,Reese,Uribe,2023-05-01,restaurant_lead,2026-07-25,1
sub_00189,reese.nguyen188@gmail.com,Reese,Nguyen,2024-10-15,brand_lead,2026-07-01,21
sub_00190,morgan.ford189@gmail.com,Morgan,Ford,2026-01-20,collector_print,2026-08-21,22
sub_00191,harper.mendez190@gmail.com,Harper,Mendez,2023-06-18,brand_lead,2026-07-24,74
sub_00192,casey.ford191@gmail.com,Casey,Ford,2025-06-07,collector_print,2026-07-08,30
sub_00193,jordan.ford192@gmail.com,Jordan,Ford,2023-08-22,general,2026-09-11,73
sub_00194,quinn.wong193@gmail.com,Quinn,Wong,2025-12-14,collector_print,2026-10-02,3
sub_00195,avery.iyer194@gmail.com,Avery,Iyer,2023-06-02,restaurant_lead,2026-09-04,58
sub_00196,sage.evans195@gmail.com,Sage,Evans,2025-06-23,collector_print,2026-10-04,56
sub_00197,dakota.uribe196@gmail.com,Dakota,Uribe,2023-08-09,brand_lead,2026-09-15,23
sub_00198,dakota.adams197@gmail.com,Dakota,Adams,2023-04-09,brand_lead,2026-10-10,99
sub_00199,noa.mendez198@gmail.com,Noa,Mendez,2025-08-14,collector_print,2026-08-23,83
sub_00200,avery.evans199@gmail.com,Avery,Evans,2023-10-06,general,2026-07-15,88
sub_00201,emerson.oh200@gmail.com,Emerson,Oh,2025-08-10,brand_lead,2026-09-11,67
sub_00202,logan.nguyen201@gmail.com,Logan,Nguyen,2026-03-16,general,2026-10-14,13
sub_00203,jordan.mendez202@gmail.com,Jordan,Mendez,2026-03-17,collector_print,2026-08-08,75
sub_00204,cameron.xu203@gmail.com,Cameron,Xu,2024-09-24,brand_lead,2026-07-12,25
sub_00205,tatum.quinn204@gmail.com,Tatum,Quinn,2026-01-03,restaurant_lead,2026-10-24,7
sub_00206,harper.tanaka205@gmail.com,Harper,Tanaka,2023-01-14,restaurant_lead,2026-08-20,35
sub_00207,reese.wong206@gmail.com,Reese,Wong,2025-03-03,restaurant_lead,2026-09-05,5
sub_00208,drew.garcia207@gmail.com,Drew,Garcia,2025-09-21,general,2026-08-08,37
sub_00209,alex.adams208@gmail.com,Alex,Adams,2026-08-10,collector_print,2026-09-02,46
sub_00210,jordan.yamamoto209@gmail.com,Jordan,Yamamoto,2024-11-18,brand_lead,2026-08-21,31
sub_00211,phoenix.lee210@gmail.com,Phoenix,Lee,2026-08-20,collector_print,2026-10-27,100
sub_00212,tatum.iyer211@gmail.com,Tatum,Iyer,2026-05-24,brand_lead,2026-09-11,58
sub_00213,casey.vasquez212@gmail.com,Casey,Vasquez,2023-10-23,restaurant_lead,2026-09-06,28
sub_00214,avery.uribe213@gmail.com,Avery,Uribe,2026-09-17,collector_print,2026-07-08,37
sub_00215,phoenix.davis214@gmail.com,Phoenix,Davis,2025-03-05,collector_print,2026-08-25,3
sub_00216,river.nguyen215@gmail.com,River,Nguyen,2026-01-09,brand_lead,2026-10-27,32
sub_00217,cameron.smith216@gmail.com,Cameron,Smith,2024-06-22,restaurant_lead,2026-07-02,79
sub_00218,morgan.quinn217@gmail.com,Morgan,Quinn,2025-08-08,collector_print,2026-09-04,79
sub_00219,sage.jones218@gmail.com,Sage,Jones,2023-12-26,restaurant_lead,2026-10-11,94
sub_00220,emerson.adams219@gmail.com,Emerson,Adams,2026-10-03,general,2026-09-12,20
sub_00221,jordan.wong220@gmail.com,Jordan,Wong,2024-07-16,general,2026-07-10,13
sub_00222,micah.jones221@gmail.com,Micah,Jones,2026-04-17,general,2026-08-14,96
sub_00223,tatum.smith222@gmail.com,Tatum,Smith,2024-03-21,brand_lead,2026-10-02,68
sub_00224,emerson.jones223@gmail.com,Emerson,Jones,2026-08-09,collector_print,2026-07-03,37
sub_00225,harper.jones224@gmail.com,Harper,Jones,2025-04-15,restaurant_lead,2026-07-25,31
sub_00226,casey.mendez225@gmail.com,Casey,Mendez,2026-10-02,collector_print,2026-07-16,0
sub_00227,emerson.adams226@gmail.com,Emerson,Adams,2026-12-07,general,2026-09-15,53
sub_00228,kai.mendez227@gmail.com,Kai,Mendez,2024-01-14,collector_print,2026-07-01,58
sub_00229,finley.ford228@gmail.com,Finley,Ford,2026-08-21,restaurant_lead,2026-08-10,56
sub_00230,alex.yamamoto229@gmail.com,Alex,Yamamoto,2025-06-28,collector_print,2026-10-24,54
sub_00231,micah.xu230@gmail.com,Micah,Xu,2025-05-05,brand_lead,2026-08-15,13
sub_00232,casey.evans231@gmail.com,Casey,Evans,2025-01-16,restaurant_lead,2026-10-06,30
sub_00233,blake.tanaka232@gmail.com,Blake,Tanaka,2025-03-25,collector_print,2026-07-12,52
sub_00234,emerson.iyer233@gmail.com,Emerson,Iyer,2024-09-07,general,2026-07-26,48
sub_00235,phoenix.jones234@gmail.com,Phoenix,Jones,2023-11-04,brand_lead,2026-08-18,61
sub_00236,micah.rivera235@gmail.com,Micah,Rivera,2026-12-13,brand_lead,2026-10-09,56
sub_00237,micah.wong236@gmail.com,Micah,Wong,2026-03-16,restaurant_lead,2026-10-18,45
sub_00238,harper.oh237@gmail.com,Harper,Oh,2024-01-19,general,2026-08-03,37
sub_00239,emerson.xu238@gmail.com,Emerson,Xu,2025-08-28,collector_print,2026-07-01,85
sub_00240,quinn.park239@gmail.com,Quinn,Park,2023-12-03,collector_print,2026-09-05,97
sub_00241,finley.kim240@gmail.com,Finley,Kim,2025-04-06,collector_print,2026-08-21,34
sub_00242,logan.wong241@gmail.com,Logan,Wong,2026-11-17,collector_print,2026-09-16,93
sub_00243,alex.quinn242@gmail.com,Alex,Quinn,2024-06-03,restaurant_lead,2026-08-05,51
sub_00244,morgan.adams243@gmail.com,Morgan,Adams,2025-02-28,collector_print,2026-10-04,3
sub_00245,harper.iyer244@gmail.com,Harper,Iyer,2026-11-25,brand_lead,2026-08-13,96
sub_00246,logan.oh245@gmail.com,Logan,Oh,2025-11-17,restaurant_lead,2026-08-25,54
sub_00247,skylar.chen246@gmail.com,Skylar,Chen,2026-10-17,collector_print,2026-08-08,53
sub_00248,casey.xu247@gmail.com,Casey,Xu,2025-04-24,collector_print,2026-10-25,31
sub_00249,logan.yamamoto248@gmail.com,Logan,Yamamoto,2024-06-02,brand_lead,2026-07-02,4
sub_00250,river.uribe249@gmail.com,River,Uribe,2023-08-03,collector_print,2026-09-21,21
