message_id,to_email,from_email,subject,template_id,status,opens,clicks,sent_at
sg_msg_0023,list_reveillon_2026,yves@cuisinedunord.com,Cuisine du Nord update 2024-11,tmpl_new_client_intro,delivered,284,31,2024-11-13T09:00:00Z
sg_msg_0024,list_summer_2027,yves@cuisinedunord.com,Cuisine du Nord update 2024-12,tmpl_summer_schedule_change,delivered,291,34,2024-12-16T09:00:00Z
sg_msg_0025,list_esub_master,yves@cuisinedunord.com,Cuisine du Nord update 2024-01,tmpl_market_reminder,delivered,298,37,2024-01-19T09:00:00Z
sg_msg_0026,list_corporate,yves@cuisinedunord.com,Cuisine du Nord update 2024-02,tmpl_reveillon_preorder,delivered,305,40,2024-02-22T09:00:00Z
sg_msg_0027,list_reveillon_2026,yves@cuisinedunord.com,Cuisine du Nord update 2024-03,tmpl_new_client_intro,delivered,312,43,2024-03-25T09:00:00Z
sg_msg_0028,list_summer_2027,yves@cuisinedunord.com,Cuisine du Nord update 2024-04,tmpl_summer_schedule_change,delivered,319,46,2024-04-01T09:00:00Z
sg_msg_0029,list_esub_master,yves@cuisinedunord.com,Cuisine du Nord update 2024-05,tmpl_market_reminder,delivered,326,49,2024-05-04T09:00:00Z
sg_msg_0030,list_corporate,yves@cuisinedunord.com,Cuisine du Nord update 2024-06,tmpl_reveillon_preorder,delivered,133,52,2024-06-07T09:00:00Z
sg_msg_0031,list_reveillon_2026,yves@cuisinedunord.com,Cuisine du Nord update 2025-07,tmpl_new_client_intro,delivered,140,55,2025-07-10T09:00:00Z
sg_msg_0032,list_summer_2027,yves@cuisinedunord.com,Cuisine du Nord update 2025-08,tmpl_summer_schedule_change,delivered,147,58,2025-08-13T09:00:00Z
sg_msg_0033,list_esub_master,yves@cuisinedunord.com,Cuisine du Nord update 2025-09,tmpl_market_reminder,delivered,154,61,2025-09-16T09:00:00Z
sg_msg_0034,list_corporate,yves@cuisinedunord.com,Cuisine du Nord update 2025-10,tmpl_reveillon_preorder,delivered,161,64,2025-10-19T09:00:00Z
sg_msg_0035,list_reveillon_2026,yves@cuisinedunord.com,Cuisine du Nord update 2025-11,tmpl_new_client_intro,delivered,168,17,2025-11-22T09:00:00Z
sg_msg_0036,list_summer_2027,yves@cuisinedunord.com,Cuisine du Nord update 2025-12,tmpl_summer_schedule_change,delivered,175,20,2025-12-25T09:00:00Z
sg_msg_0037,list_esub_master,yves@cuisinedunord.com,Cuisine du Nord update 2025-01,tmpl_market_reminder,delivered,182,23,2025-01-01T09:00:00Z
sg_msg_0038,list_corporate,yves@cuisinedunord.com,Cuisine du Nord update 2025-02,tmpl_reveillon_preorder,delivered,189,26,2025-02-04T09:00:00Z
sg_msg_0039,list_reveillon_2026,yves@cuisinedunord.com,Cuisine du Nord update 2025-03,tmpl_new_client_intro,delivered,196,29,2025-03-07T09:00:00Z
sg_msg_0040,list_summer_2027,yves@cuisinedunord.com,Cuisine du Nord update 2025-04,tmpl_summer_schedule_change,delivered,203,32,2025-04-10T09:00:00Z
sg_msg_0041,list_esub_master,yves@cuisinedunord.com,Cuisine du Nord update 2025-05,tmpl_market_reminder,delivered,210,35,2025-05-13T09:00:00Z
sg_msg_0042,list_corporate,yves@cuisinedunord.com,Cuisine du Nord update 2025-06,tmpl_reveillon_preorder,delivered,217,38,2025-06-16T09:00:00Z
sg_msg_0043,list_reveillon_2026,yves@cuisinedunord.com,Cuisine du Nord update 2025-07,tmpl_new_client_intro,delivered,224,41,2025-07-19T09:00:00Z
sg_msg_0044,list_summer_2027,yves@cuisinedunord.com,Cuisine du Nord update 2025-08,tmpl_summer_schedule_change,delivered,231,44,2025-08-22T09:00:00Z
sg_msg_0045,list_esub_master,yves@cuisinedunord.com,Cuisine du Nord update 2025-09,tmpl_market_reminder,delivered,238,47,2025-09-25T09:00:00Z
sg_msg_0046,list_corporate,yves@cuisinedunord.com,Cuisine du Nord update 2025-10,tmpl_reveillon_preorder,delivered,245,50,2025-10-01T09:00:00Z
sg_msg_0047,list_reveillon_2026,yves@cuisinedunord.com,Cuisine du Nord update 2025-11,tmpl_new_client_intro,delivered,252,53,2025-11-04T09:00:00Z
sg_msg_0048,list_summer_2027,yves@cuisinedunord.com,Cuisine du Nord update 2025-12,tmpl_summer_schedule_change,delivered,259,56,2025-12-07T09:00:00Z
sg_msg_0049,list_esub_master,yves@cuisinedunord.com,Cuisine du Nord update 2025-01,tmpl_market_reminder,delivered,266,59,2025-01-10T09:00:00Z
sg_msg_0050,list_corporate,yves@cuisinedunord.com,Cuisine du Nord update 2025-02,tmpl_reveillon_preorder,delivered,273,62,2025-02-13T09:00:00Z
sg_msg_0051,list_reveillon_2026,yves@cuisinedunord.com,Cuisine du Nord update 2025-03,tmpl_new_client_intro,delivered,280,15,2025-03-16T09:00:00Z
sg_msg_0052,list_summer_2027,yves@cuisinedunord.com,Cuisine du Nord update 2025-04,tmpl_summer_schedule_change,delivered,287,18,2025-04-19T09:00:00Z
sg_msg_0053,list_esub_master,yves@cuisinedunord.com,Cuisine du Nord update 2025-05,tmpl_market_reminder,delivered,294,21,2025-05-22T09:00:00Z
sg_msg_0054,list_corporate,yves@cuisinedunord.com,Cuisine du Nord update 2025-06,tmpl_reveillon_preorder,delivered,301,24,2025-06-25T09:00:00Z
sg_msg_0055,list_reveillon_2026,yves@cuisinedunord.com,Cuisine du Nord update 2025-07,tmpl_new_client_intro,delivered,308,27,2025-07-01T09:00:00Z
sg_msg_0056,list_summer_2027,yves@cuisinedunord.com,Cuisine du Nord update 2025-08,tmpl_summer_schedule_change,delivered,315,30,2025-08-04T09:00:00Z
sg_msg_0057,list_esub_master,yves@cuisinedunord.com,Cuisine du Nord update 2025-09,tmpl_market_reminder,delivered,322,33,2025-09-07T09:00:00Z
sg_msg_0058,list_corporate,yves@cuisinedunord.com,Cuisine du Nord update 2025-10,tmpl_reveillon_preorder,delivered,329,36,2025-10-10T09:00:00Z
sg_msg_0059,list_reveillon_2026,yves@cuisinedunord.com,Cuisine du Nord update 2025-11,tmpl_new_client_intro,delivered,136,39,2025-11-13T09:00:00Z
sg_msg_0060,list_summer_2027,yves@cuisinedunord.com,Cuisine du Nord update 2025-12,tmpl_summer_schedule_change,delivered,143,42,2025-12-16T09:00:00Z
sg_msg_0061,list_esub_master,yves@cuisinedunord.com,Cuisine du Nord update 2026-01,tmpl_market_reminder,delivered,150,45,2026-01-19T09:00:00Z
sg_msg_0062,list_corporate,yves@cuisinedunord.com,Cuisine du Nord update 2026-02,tmpl_reveillon_preorder,delivered,157,48,2026-02-22T09:00:00Z
sg_msg_0063,list_reveillon_2026,yves@cuisinedunord.com,Cuisine du Nord update 2026-03,tmpl_new_client_intro,delivered,164,51,2026-03-25T09:00:00Z
sg_msg_0064,list_summer_2027,yves@cuisinedunord.com,Cuisine du Nord update 2026-04,tmpl_summer_schedule_change,delivered,171,54,2026-04-01T09:00:00Z
sg_msg_0065,list_esub_master,yves@cuisinedunord.com,Cuisine du Nord update 2026-05,tmpl_market_reminder,delivered,178,57,2026-05-04T09:00:00Z
sg_msg_0066,list_corporate,yves@cuisinedunord.com,Cuisine du Nord update 2026-06,tmpl_reveillon_preorder,delivered,185,60,2026-06-07T09:00:00Z
sg_msg_0067,list_reveillon_2026,yves@cuisinedunord.com,Cuisine du Nord update 2026-07,tmpl_new_client_intro,delivered,192,63,2026-07-10T09:00:00Z
sg_msg_0068,list_summer_2027,yves@cuisinedunord.com,Cuisine du Nord update 2026-08,tmpl_summer_schedule_change,delivered,199,16,2026-08-13T09:00:00Z
sg_msg_0069,list_esub_master,yves@cuisinedunord.com,Cuisine du Nord update 2026-09,tmpl_market_reminder,delivered,206,19,2026-09-16T09:00:00Z
sg_msg_0070,list_corporate,yves@cuisinedunord.com,Cuisine du Nord update 2026-10,tmpl_reveillon_preorder,delivered,213,22,2026-10-19T09:00:00Z
sg_msg_0071,list_reveillon_2026,yves@cuisinedunord.com,Cuisine du Nord update 2026-11,tmpl_new_client_intro,delivered,220,25,2026-11-22T09:00:00Z
sg_msg_0072,list_summer_2027,yves@cuisinedunord.com,Cuisine du Nord update 2026-12,tmpl_summer_schedule_change,delivered,227,28,2026-12-25T09:00:00Z
sg_msg_0073,list_esub_master,yves@cuisinedunord.com,Cuisine du Nord update 2026-01,tmpl_market_reminder,delivered,234,31,2026-01-01T09:00:00Z
sg_msg_0074,list_corporate,yves@cuisinedunord.com,Cuisine du Nord update 2026-02,tmpl_reveillon_preorder,delivered,241,34,2026-02-04T09:00:00Z
sg_msg_0075,list_reveillon_2026,yves@cuisinedunord.com,Cuisine du Nord update 2026-03,tmpl_new_client_intro,delivered,248,37,2026-03-07T09:00:00Z
sg_msg_0076,list_summer_2027,yves@cuisinedunord.com,Cuisine du Nord update 2026-04,tmpl_summer_schedule_change,delivered,255,40,2026-04-10T09:00:00Z
sg_msg_0077,list_esub_master,yves@cuisinedunord.com,Cuisine du Nord update 2026-05,tmpl_market_reminder,delivered,262,43,2026-05-13T09:00:00Z
sg_msg_0078,list_corporate,yves@cuisinedunord.com,Cuisine du Nord update 2026-06,tmpl_reveillon_preorder,delivered,269,46,2026-06-16T09:00:00Z
sg_msg_0079,list_reveillon_2026,yves@cuisinedunord.com,Cuisine du Nord update 2026-07,tmpl_new_client_intro,delivered,276,49,2026-07-19T09:00:00Z
sg_msg_0080,list_summer_2027,yves@cuisinedunord.com,Cuisine du Nord update 2026-08,tmpl_summer_schedule_change,delivered,283,52,2026-08-22T09:00:00Z
sg_msg_0081,list_esub_master,yves@cuisinedunord.com,Cuisine du Nord update 2026-09,tmpl_market_reminder,delivered,290,55,2026-09-25T09:00:00Z
sg_msg_0082,list_corporate,yves@cuisinedunord.com,Cuisine du Nord update 2026-10,tmpl_reveillon_preorder,delivered,297,58,2026-10-01T09:00:00Z
sg_msg_0083,list_reveillon_2026,yves@cuisinedunord.com,Cuisine du Nord update 2026-11,tmpl_new_client_intro,delivered,304,61,2026-11-04T09:00:00Z
sg_msg_0084,list_summer_2027,yves@cuisinedunord.com,Cuisine du Nord update 2026-12,tmpl_summer_schedule_change,delivered,311,64,2026-12-07T09:00:00Z
sg_msg_0085,list_esub_master,yves@cuisinedunord.com,Cuisine du Nord update 2026-01,tmpl_market_reminder,delivered,318,17,2026-01-10T09:00:00Z
