id,firstName,lastName,headline,location,industry,connectedAt,organizationId
li-conn-2008,Anthony,Anderson,Retired Diesel Mechanic - Mesa Verde Paving & Gravel alumni,Cortez CO 81321,Aggregate & Paving,2018-09-09T08:00:00-06:00,li-org-mvpg-alumni
li-conn-2009,Bruce,Baker,Retired Fleet Supervisor - Mesa Verde Paving & Gravel alumni,Dolores CO 81323,Heavy Equipment,2019-10-10T08:00:00-06:00,li-org-mvpg
li-conn-2010,Wayne,Hayes,Retired Yard Foreman - Mesa Verde Paving & Gravel alumni,Mancos CO 81328,Transportation,2020-11-11T08:00:00-06:00,li-org-mvpg-alumni
li-conn-2011,Curtis,Ford,Retired Shop Foreman - Mesa Verde Paving & Gravel alumni,Durango CO 81301,Manufacturing,2021-12-12T08:00:00-06:00,li-org-mvpg
li-conn-2012,Duane,Rice,Retired Records Clerk - Mesa Verde Paving & Gravel alumni,Cortez CO 81321,Construction,2022-01-13T08:00:00-06:00,li-org-mvpg-alumni
li-conn-2013,Randy,Cole,Retired Safety Officer - Mesa Verde Paving & Gravel alumni,Dolores CO 81323,Mining,2023-02-14T08:00:00-06:00,li-org-mvpg
li-conn-2014,Kenneth,Reed,Retired Dispatcher - Mesa Verde Paving & Gravel alumni,Mancos CO 81328,Aggregate & Paving,2024-03-15T08:00:00-06:00,li-org-mvpg-alumni
li-conn-2015,Larry,Wells,Retired Equipment Manager - Mesa Verde Paving & Gravel alumni,Durango CO 81301,Heavy Equipment,2025-04-16T08:00:00-06:00,li-org-mvpg
li-conn-2016,Terry,Stone,Retired Diesel Mechanic - Mesa Verde Paving & Gravel alumni,Cortez CO 81321,Transportation,2018-05-17T08:00:00-06:00,li-org-mvpg-alumni
li-conn-2017,Gary,Owens,Retired Fleet Supervisor - Mesa Verde Paving & Gravel alumni,Dolores CO 81323,Manufacturing,2019-06-18T08:00:00-06:00,li-org-mvpg
li-conn-2018,Wade,Grant,Retired Yard Foreman - Mesa Verde Paving & Gravel alumni,Mancos CO 81328,Construction,2020-07-19T08:00:00-06:00,li-org-mvpg-alumni
li-conn-2019,Cletus,Barnes,Retired Shop Foreman - Mesa Verde Paving & Gravel alumni,Durango CO 81301,Mining,2021-08-20T08:00:00-06:00,li-org-mvpg
li-conn-2020,Buddy,Higgins,Retired Records Clerk - Mesa Verde Paving & Gravel alumni,Cortez CO 81321,Aggregate & Paving,2022-09-21T08:00:00-06:00,li-org-mvpg-alumni
li-conn-2021,Marvin,Barrett,Retired Safety Officer - Mesa Verde Paving & Gravel alumni,Dolores CO 81323,Heavy Equipment,2023-10-22T08:00:00-06:00,li-org-mvpg
li-conn-2022,Everett,Klein,Retired Dispatcher - Mesa Verde Paving & Gravel alumni,Mancos CO 81328,Transportation,2024-11-23T08:00:00-06:00,li-org-mvpg-alumni
li-conn-2023,Delbert,Beasley,Retired Equipment Manager - Mesa Verde Paving & Gravel alumni,Durango CO 81301,Manufacturing,2025-12-24T08:00:00-06:00,li-org-mvpg
li-conn-2024,Linda,Blackwell,Retired Diesel Mechanic - Mesa Verde Paving & Gravel alumni,Cortez CO 81321,Construction,2018-01-25T08:00:00-06:00,li-org-mvpg-alumni
li-conn-2025,Susan,Hunter,Retired Fleet Supervisor - Mesa Verde Paving & Gravel alumni,Dolores CO 81323,Mining,2019-02-26T08:00:00-06:00,li-org-mvpg
li-conn-2026,Barbara,Fletcher,Retired Yard Foreman - Mesa Verde Paving & Gravel alumni,Mancos CO 81328,Aggregate & Paving,2020-03-27T08:00:00-06:00,li-org-mvpg-alumni
li-conn-2027,Deborah,Sanders,Retired Shop Foreman - Mesa Verde Paving & Gravel alumni,Durango CO 81301,Heavy Equipment,2021-04-01T08:00:00-06:00,li-org-mvpg
li-conn-2028,Cynthia,Larson,Retired Records Clerk - Mesa Verde Paving & Gravel alumni,Cortez CO 81321,Transportation,2022-05-02T08:00:00-06:00,li-org-mvpg-alumni
li-conn-2029,Angela,Sherman,Retired Safety Officer - Mesa Verde Paving & Gravel alumni,Dolores CO 81323,Manufacturing,2023-06-03T08:00:00-06:00,li-org-mvpg
li-conn-2030,Karen,Craft,Retired Dispatcher - Mesa Verde Paving & Gravel alumni,Mancos CO 81328,Construction,2024-07-04T08:00:00-06:00,li-org-mvpg-alumni
li-conn-2031,Brenda,Padilla,Retired Equipment Manager - Mesa Verde Paving & Gravel alumni,Durango CO 81301,Mining,2025-08-05T08:00:00-06:00,li-org-mvpg
li-conn-2032,Diane,Mccarthy,Retired Diesel Mechanic - Mesa Verde Paving & Gravel alumni,Cortez CO 81321,Aggregate & Paving,2018-09-06T08:00:00-06:00,li-org-mvpg-alumni
li-conn-2033,Judy,Poole,Retired Fleet Supervisor - Mesa Verde Paving & Gravel alumni,Dolores CO 81323,Heavy Equipment,2019-10-07T08:00:00-06:00,li-org-mvpg
li-conn-2034,Marlene,Bishop,Retired Yard Foreman - Mesa Verde Paving & Gravel alumni,Mancos CO 81328,Transportation,2020-11-08T08:00:00-06:00,li-org-mvpg-alumni
li-conn-2035,Bonnie,Farmer,Retired Shop Foreman - Mesa Verde Paving & Gravel alumni,Durango CO 81301,Manufacturing,2021-12-09T08:00:00-06:00,li-org-mvpg
li-conn-2036,Sherri,Marshall,Retired Records Clerk - Mesa Verde Paving & Gravel alumni,Cortez CO 81321,Construction,2022-01-10T08:00:00-06:00,li-org-mvpg-alumni
li-conn-2037,Peggy,Ferguson,Retired Safety Officer - Mesa Verde Paving & Gravel alumni,Dolores CO 81323,Mining,2023-02-11T08:00:00-06:00,li-org-mvpg
li-conn-2038,Wanda,Vega,Retired Dispatcher - Mesa Verde Paving & Gravel alumni,Mancos CO 81328,Aggregate & Paving,2024-03-12T08:00:00-06:00,li-org-mvpg-alumni
li-conn-2039,Loretta,Solis,Retired Equipment Manager - Mesa Verde Paving & Gravel alumni,Durango CO 81301,Heavy Equipment,2025-04-13T08:00:00-06:00,li-org-mvpg
li-conn-2040,Miguel,Cortez,Retired Diesel Mechanic - Mesa Verde Paving & Gravel alumni,Cortez CO 81321,Transportation,2018-05-14T08:00:00-06:00,li-org-mvpg-alumni
li-conn-2041,Roberto,Herrera,Retired Fleet Supervisor - Mesa Verde Paving & Gravel alumni,Dolores CO 81323,Manufacturing,2019-06-15T08:00:00-06:00,li-org-mvpg
li-conn-2042,Carlos,Chavez,Retired Yard Foreman - Mesa Verde Paving & Gravel alumni,Mancos CO 81328,Construction,2020-07-16T08:00:00-06:00,li-org-mvpg-alumni
li-conn-2043,Diego,Ruiz,Retired Shop Foreman - Mesa Verde Paving & Gravel alumni,Durango CO 81301,Mining,2021-08-17T08:00:00-06:00,li-org-mvpg
li-conn-2044,Rafael,Ortega,Retired Records Clerk - Mesa Verde Paving & Gravel alumni,Cortez CO 81321,Aggregate & Paving,2022-09-18T08:00:00-06:00,li-org-mvpg-alumni
li-conn-2045,Luis,Molina,Retired Safety Officer - Mesa Verde Paving & Gravel alumni,Dolores CO 81323,Heavy Equipment,2023-10-19T08:00:00-06:00,li-org-mvpg
li-conn-2046,Jorge,Anderson,Retired Dispatcher - Mesa Verde Paving & Gravel alumni,Mancos CO 81328,Transportation,2024-11-20T08:00:00-06:00,li-org-mvpg-alumni
li-conn-2047,Manuel,Baker,Retired Equipment Manager - Mesa Verde Paving & Gravel alumni,Durango CO 81301,Manufacturing,2025-12-21T08:00:00-06:00,li-org-mvpg
li-conn-2048,Anthony,Hayes,Retired Diesel Mechanic - Mesa Verde Paving & Gravel alumni,Cortez CO 81321,Construction,2018-01-22T08:00:00-06:00,li-org-mvpg-alumni
li-conn-2049,Bruce,Ford,Retired Fleet Supervisor - Mesa Verde Paving & Gravel alumni,Dolores CO 81323,Mining,2019-02-23T08:00:00-06:00,li-org-mvpg
li-conn-2050,Wayne,Rice,Retired Yard Foreman - Mesa Verde Paving & Gravel alumni,Mancos CO 81328,Aggregate & Paving,2020-03-24T08:00:00-06:00,li-org-mvpg-alumni
li-conn-2051,Curtis,Cole,Retired Shop Foreman - Mesa Verde Paving & Gravel alumni,Durango CO 81301,Heavy Equipment,2021-04-25T08:00:00-06:00,li-org-mvpg
li-conn-2052,Duane,Reed,Retired Records Clerk - Mesa Verde Paving & Gravel alumni,Cortez CO 81321,Transportation,2022-05-26T08:00:00-06:00,li-org-mvpg-alumni
li-conn-2053,Randy,Wells,Retired Safety Officer - Mesa Verde Paving & Gravel alumni,Dolores CO 81323,Manufacturing,2023-06-27T08:00:00-06:00,li-org-mvpg
li-conn-2054,Kenneth,Stone,Retired Dispatcher - Mesa Verde Paving & Gravel alumni,Mancos CO 81328,Construction,2024-07-01T08:00:00-06:00,li-org-mvpg-alumni
li-conn-2055,Larry,Owens,Retired Equipment Manager - Mesa Verde Paving & Gravel alumni,Durango CO 81301,Mining,2025-08-02T08:00:00-06:00,li-org-mvpg
li-conn-2056,Terry,Grant,Retired Diesel Mechanic - Mesa Verde Paving & Gravel alumni,Cortez CO 81321,Aggregate & Paving,2018-09-03T08:00:00-06:00,li-org-mvpg-alumni
li-conn-2057,Gary,Barnes,Retired Fleet Supervisor - Mesa Verde Paving & Gravel alumni,Dolores CO 81323,Heavy Equipment,2019-10-04T08:00:00-06:00,li-org-mvpg
li-conn-2058,Wade,Higgins,Retired Yard Foreman - Mesa Verde Paving & Gravel alumni,Mancos CO 81328,Transportation,2020-11-05T08:00:00-06:00,li-org-mvpg-alumni
li-conn-2059,Cletus,Barrett,Retired Shop Foreman - Mesa Verde Paving & Gravel alumni,Durango CO 81301,Manufacturing,2021-12-06T08:00:00-06:00,li-org-mvpg
li-conn-2060,Buddy,Klein,Retired Records Clerk - Mesa Verde Paving & Gravel alumni,Cortez CO 81321,Construction,2022-01-07T08:00:00-06:00,li-org-mvpg-alumni
li-conn-2061,Marvin,Beasley,Retired Safety Officer - Mesa Verde Paving & Gravel alumni,Dolores CO 81323,Mining,2023-02-08T08:00:00-06:00,li-org-mvpg
li-conn-2062,Everett,Blackwell,Retired Dispatcher - Mesa Verde Paving & Gravel alumni,Mancos CO 81328,Aggregate & Paving,2024-03-09T08:00:00-06:00,li-org-mvpg-alumni
li-conn-2063,Delbert,Hunter,Retired Equipment Manager - Mesa Verde Paving & Gravel alumni,Durango CO 81301,Heavy Equipment,2025-04-10T08:00:00-06:00,li-org-mvpg
li-conn-2064,Linda,Fletcher,Retired Diesel Mechanic - Mesa Verde Paving & Gravel alumni,Cortez CO 81321,Transportation,2018-05-11T08:00:00-06:00,li-org-mvpg-alumni
li-conn-2065,Susan,Sanders,Retired Fleet Supervisor - Mesa Verde Paving & Gravel alumni,Dolores CO 81323,Manufacturing,2019-06-12T08:00:00-06:00,li-org-mvpg
li-conn-2066,Barbara,Larson,Retired Yard Foreman - Mesa Verde Paving & Gravel alumni,Mancos CO 81328,Construction,2020-07-13T08:00:00-06:00,li-org-mvpg-alumni
li-conn-2067,Deborah,Sherman,Retired Shop Foreman - Mesa Verde Paving & Gravel alumni,Durango CO 81301,Mining,2021-08-14T08:00:00-06:00,li-org-mvpg
li-conn-2068,Cynthia,Craft,Retired Records Clerk - Mesa Verde Paving & Gravel alumni,Cortez CO 81321,Aggregate & Paving,2022-09-15T08:00:00-06:00,li-org-mvpg-alumni
li-conn-2069,Angela,Padilla,Retired Safety Officer - Mesa Verde Paving & Gravel alumni,Dolores CO 81323,Heavy Equipment,2023-10-16T08:00:00-06:00,li-org-mvpg
li-conn-2070,Karen,Mccarthy,Retired Dispatcher - Mesa Verde Paving & Gravel alumni,Mancos CO 81328,Transportation,2024-11-17T08:00:00-06:00,li-org-mvpg-alumni
li-conn-2071,Brenda,Poole,Retired Equipment Manager - Mesa Verde Paving & Gravel alumni,Durango CO 81301,Manufacturing,2025-12-18T08:00:00-06:00,li-org-mvpg
li-conn-2072,Diane,Bishop,Retired Diesel Mechanic - Mesa Verde Paving & Gravel alumni,Cortez CO 81321,Construction,2018-01-19T08:00:00-06:00,li-org-mvpg-alumni
li-conn-2073,Judy,Farmer,Retired Fleet Supervisor - Mesa Verde Paving & Gravel alumni,Dolores CO 81323,Mining,2019-02-20T08:00:00-06:00,li-org-mvpg
li-conn-2074,Marlene,Marshall,Retired Yard Foreman - Mesa Verde Paving & Gravel alumni,Mancos CO 81328,Aggregate & Paving,2020-03-21T08:00:00-06:00,li-org-mvpg-alumni
li-conn-2075,Bonnie,Ferguson,Retired Shop Foreman - Mesa Verde Paving & Gravel alumni,Durango CO 81301,Heavy Equipment,2021-04-22T08:00:00-06:00,li-org-mvpg
li-conn-2076,Sherri,Vega,Retired Records Clerk - Mesa Verde Paving & Gravel alumni,Cortez CO 81321,Transportation,2022-05-23T08:00:00-06:00,li-org-mvpg-alumni
li-conn-2077,Peggy,Solis,Retired Safety Officer - Mesa Verde Paving & Gravel alumni,Dolores CO 81323,Manufacturing,2023-06-24T08:00:00-06:00,li-org-mvpg
li-conn-2078,Wanda,Cortez,Retired Dispatcher - Mesa Verde Paving & Gravel alumni,Mancos CO 81328,Construction,2024-07-25T08:00:00-06:00,li-org-mvpg-alumni
li-conn-2079,Loretta,Herrera,Retired Equipment Manager - Mesa Verde Paving & Gravel alumni,Durango CO 81301,Mining,2025-08-26T08:00:00-06:00,li-org-mvpg
